,Density,Tau,Na/Na+Ca,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2
SR02MI01a,,0.6853626988432397,0.17012793746878827,64.63899567666924,7.41435422559802,34.75911731495371,8.519363464672532,380.2660549330178,12.833832411690214
SR02MI01b,,0.6853626988432397,0.17012793746878827,64.63899567666924,7.41435422559802,34.75911731495371,8.519363464672532,380.2660549330178,12.833832411690214
SR02MI01c,,0.6853626988432397,0.17012793746878827,64.63899567666924,7.41435422559802,34.75911731495371,8.519363464672532,380.2660549330178,12.833832411690214
SR3MI01a,,0.6629911777068576,0.30079325064383877,63.04236949748681,7.295792943432731,31.979443867365944,8.38204137993268,333.85304316708005,16.088161489651682
SR3MI01b,,0.6629911777068576,0.30079325064383877,63.04236949748681,7.295792943432731,31.979443867365944,8.38204137993268,333.85304316708005,16.088161489651682
SR10MI02a,,0.6891490330911575,0.18971417335645044,64.90922139563159,7.434492709584231,35.22957136715999,8.542500691286461,373.30892013867,13.356735480168092
SR10MI02b,,0.6891490330911575,0.18971417335645044,64.90922139563159,7.434492709584231,35.22957136715999,8.542500691286461,373.30892013867,13.356735480168092
SR10MI02c,,0.6891490330911575,0.18971417335645044,64.90922139563159,7.434492709584231,35.22957136715999,8.542500691286461,373.30892013867,13.356735480168092
SR10MI03a,,0.6890654873546876,0.19631920559027616,64.90325884578111,7.434048131091288,35.219190764790184,8.54199048627324,370.96277768254424,13.529731516884217
SR10MI03b,,0.6890654873546876,0.19631920559027616,64.90325884578111,7.434048131091288,35.219190764790184,8.54199048627324,370.96277768254424,13.529731516884217
SR10MI03c,,0.6890654873546876,0.19631920559027616,64.90325884578111,7.434048131091288,35.219190764790184,8.54199048627324,370.96277768254424,13.529731516884217
SR10MI05a,,0.6873615371981106,0.1839154210792678,64.78165015357696,7.424982943953413,35.007474047926095,8.531581500431162,375.3686676809123,13.203506240353123
SR10MI05b,,0.6873615371981106,0.1839154210792678,64.78165015357696,7.424982943953413,35.007474047926095,8.531581500431162,375.3686676809123,13.203506240353123
SR10MI05c,,0.6873615371981106,0.1839154210792678,64.78165015357696,7.424982943953413,35.007474047926095,8.531581500431162,375.3686676809123,13.203506240353123
SR10MI11a,,0.6835828830360167,0.17339315360399093,64.51197255228661,7.404894986565634,34.53797425048461,8.508477235878699,379.10623285614827,12.922083439516548
SR10MI11b,,0.6835828830360167,0.17339315360399093,64.51197255228661,7.404894986565634,34.53797425048461,8.508477235878699,379.10623285614827,12.922083439516548
SR10MI11c,,0.6835828830360167,0.17339315360399093,64.51197255228661,7.404894986565634,34.53797425048461,8.508477235878699,379.10623285614827,12.922083439516548
WD12MI01a,,0.6289111467965999,0.26294680949761784,60.61012230218218,7.116646469729632,27.74498182802992,8.170732465373023,347.2962996483558,15.195384864732475
WD12MI01b,,0.6289111467965999,0.26294680949761784,60.61012230218218,7.116646469729632,27.74498182802992,8.170732465373023,347.2962996483558,15.195384864732475
WD12MI01c,,0.6289111467965999,0.26294680949761784,60.61012230218218,7.116646469729632,27.74498182802992,8.170732465373023,347.2962996483558,15.195384864732475
WD23MI03Aa,,0.6320223443530467,0.26707260418608625,60.83216439922818,7.132924614733328,28.131549785797944,8.190133346761776,345.83079550829996,15.294376947155442
WD23MI03Ab,,0.6320223443530467,0.26707260418608625,60.83216439922818,7.132924614733328,28.131549785797944,8.190133346761776,345.83079550829996,15.294376947155442
WD23MI03Ac,,0.6320223443530467,0.26707260418608625,60.83216439922818,7.132924614733328,28.131549785797944,8.190133346761776,345.83079550829996,15.294376947155442
WD23MI04a,,0.6328891319882659,0.26917607835090984,60.89402589812877,7.137462538801773,28.239248612338514,8.195534444951218,345.08363033654155,15.344681892972277
WD23MI04b,,0.6328891319882659,0.26917607835090984,60.89402589812877,7.137462538801773,28.239248612338514,8.195534444951218,345.08363033654155,15.344681892972277
