Wavenumber,Average_Baseline,PCA_1,PCA_2,PCA_3,PCA_4
1972.854,-0.460552949,0.026740914,-0.057762305,0.0331669,0.004768147
1974.782,-0.4615589,0.026593765,-0.057652563,0.033336723,0.004483932
1976.711,-0.462560045,0.02647773,-0.057565664,0.033459457,0.00427143
1978.639,-0.463554942,0.026386601,-0.057494134,0.033559994,0.004119284
1980.568,-0.464542668,0.026313646,-0.057430295,0.033655419,0.004032456
1982.496,-0.465523238,0.026254521,-0.057370519,0.033767287,0.004014331
1984.425,-0.46649404,0.026207708,-0.057309989,0.033899985,0.004057019
1986.354,-0.467454579,0.026170526,-0.057245814,0.03406057,0.004146285
1988.282,-0.468404536,0.026140755,-0.057176414,0.034244576,0.004269457
1990.21,-0.469344824,0.026116413,-0.057102206,0.034448022,0.004404002
1992.139,-0.470274156,0.026092093,-0.057019373,0.034678596,0.004537686
1994.068,-0.471192934,0.026061222,-0.056924503,0.034952463,0.00465586
1995.996,-0.472099833,0.026021191,-0.056813822,0.03526882,0.00474207
1997.924,-0.47299449,0.025971611,-0.05668471,0.035619943,0.004776865
1999.853,-0.473875678,0.025913491,-0.056535695,0.036009574,0.004752335
2001.781,-0.474744841,0.025845039,-0.056368297,0.036439354,0.004671287
2003.71,-0.475599846,0.02576273,-0.056181414,0.036900005,0.004525994
2005.638,-0.476440107,0.025662054,-0.055972248,0.037402168,0.004308983
2007.567,-0.477264291,0.02554075,-0.055738685,0.037956122,0.004018122
2009.495,-0.478072587,0.025395788,-0.055482003,0.038562766,0.003659246
2011.424,-0.478864664,0.025229584,-0.055207286,0.039187115,0.003255008
2013.352,-0.479640772,0.025048743,-0.054921842,0.039808236,0.002812776
2015.281,-0.480398895,0.024859361,-0.054630566,0.040420597,0.002326923
2017.209,-0.48114057,0.024661452,-0.054341062,0.041007192,0.001819293
2019.138,-0.481864947,0.024453565,-0.054059732,0.041558382,0.001319143
2021.066,-0.482572247,0.024238761,-0.05379336,0.042066958,0.000841596
2022.995,-0.483261299,0.024024423,-0.053545294,0.042522582,0.000396721
2024.923,-0.483932891,0.023816411,-0.053321446,0.042909497,7.86E-06
2026.852,-0.484586199,0.023618196,-0.053128416,0.043211199,-0.00030152
2028.78,-0.48521995,0.023431135,-0.052965903,0.043445801,-0.000535007
2030.709,-0.485833119,0.023255298,-0.052833655,0.043620733,-0.000685904
2032.637,-0.486427563,0.02308966,-0.052734254,0.043746522,-0.000739259
2034.566,-0.487001901,0.022933109,-0.05266296,0.043824241,-0.000697423
2036.494,-0.487557752,0.022782582,-0.052616069,0.043854356,-0.000560258
2038.423,-0.48809565,0.022639541,-0.052590632,0.043846771,-0.000331903
2040.351,-0.488617033,0.022506395,-0.05258318,0.043805588,-2.68E-05
2042.28,-0.489122438,0.022384615,-0.052591119,0.043721547,0.000337031
2044.208,-0.489614995,0.022271958,-0.052611057,0.043596039,0.000744927
2046.137,-0.490094593,0.022168851,-0.052637907,0.043430309,0.001171291
2048.065,-0.490563031,0.022075276,-0.05266801,0.043238896,0.00158787
2049.994,-0.491021481,0.021987441,-0.052694166,0.043040409,0.00197205
2051.922,-0.491471036,0.021904236,-0.052711511,0.042843952,0.002293031
2053.851,-0.49191144,0.021826353,-0.052717412,0.042649272,0.002521198
2055.779,-0.492345266,0.0217487,-0.052709644,0.042473168,0.002651687
2057.708,-0.492771945,0.02166544,-0.052683852,0.042342791,0.002673754
2059.636,-0.493191673,0.0215707,-0.052636843,0.042275071,0.002564867
2061.565,-0.493604156,0.021461911,-0.0525676,0.042265184,0.002321905
2063.493,-0.494010329,0.021337503,-0.052477765,0.042326191,0.001954804
2065.422,-0.494409102,0.021195442,-0.052367336,0.042463212,0.001467343
2067.35,-0.494801666,0.021035362,-0.052241123,0.042663924,0.00087721
2069.279,-0.495187077,0.020860728,-0.052105479,0.042914432,0.000206859
2071.207,-0.495565391,0.020672446,-0.051964083,0.04321584,-0.000532884
2073.136,-0.495935444,0.020471133,-0.05182162,0.04355951,-0.001318896
2075.064,-0.496297332,0.020256163,-0.051682208,0.043938248,-0.002121421
2076.993,-0.496648262,0.020028086,-0.051544027,0.044356774,-0.002932278
2078.921,-0.496986998,0.019791485,-0.051410841,0.044804568,-0.00373639
2080.85,-0.497313494,0.01955053,-0.05128907,0.04526303,-0.004500334
2082.778,-0.497628804,0.019305388,-0.051180931,0.045728993,-0.00519771
2084.707,-0.497930152,0.019057551,-0.051083691,0.046206638,-0.005822544
2086.635,-0.498218022,0.018807951,-0.050997558,0.046684761,-0.006361881
2088.564,-0.498492223,0.018560547,-0.050921719,0.047145277,-0.006799792
2090.492,-0.498754302,0.018317358,-0.050855328,0.047579645,-0.007122442
2092.421,-0.49900438,0.018078494,-0.050796533,0.047971279,-0.007326138
2094.349,-0.499243714,0.017844749,-0.050743039,0.048317778,-0.007417345
2096.278,-0.499472955,0.017618681,-0.050692218,0.048609582,-0.007397319
2098.206,-0.499694392,0.017403909,-0.05064489,0.048832969,-0.007275271
2100.135,-0.499908819,0.017202006,-0.050599009,0.048979378,-0.007073492
2102.063,-0.500118325,0.017011246,-0.05054805,0.049046292,-0.006816032
2103.992,-0.500323533,0.016831436,-0.050487586,0.04903363,-0.006527285
2105.92,-0.50052689,0.016663845,-0.050419071,0.048947958,-0.006236329
2107.849,-0.50072871,0.016510222,-0.050341886,0.048784336,-0.00597424
2109.777,-0.500929167,0.016371082,-0.050253409,0.048547986,-0.005769304
2111.706,-0.501128826,0.01624433,-0.050152719,0.048246182,-0.005632222
2113.634,-0.501329545,0.016126245,-0.050039165,0.047889491,-0.005567141
2115.563,-0.501530184,0.016015731,-0.049911038,0.047477954,-0.00558899
2117.491,-0.501731767,0.015909974,-0.04976851,0.047016451,-0.005704921
2119.42,-0.501933759,0.015805212,-0.049612215,0.046513466,-0.005904003
2121.348,-0.502135661,0.015697378,-0.049442132,0.045989839,-0.006177899
2123.277,-0.50233571,0.015583265,-0.049256108,0.04546433,-0.006528424
2125.205,-0.502534285,0.015462673,-0.049057737,0.044940166,-0.006945619
2127.134,-0.502729838,0.015335235,-0.048849388,0.044418935,-0.007417977
2129.062,-0.502922329,0.015197338,-0.048628762,0.043913269,-0.007933358
2130.991,-0.503108597,0.015047555,-0.048395924,0.0434434,-0.008478613
2132.919,-0.503287472,0.014886842,-0.048153493,0.043030234,-0.009042866
2134.848,-0.503456477,0.014716306,-0.047900645,0.042687456,-0.009614436
2136.776,-0.503614839,0.014536626,-0.047641056,0.042425808,-0.010156675
2138.705,-0.503761632,0.014349741,-0.047378492,0.042246642,-0.010642818
2140.633,-0.503895767,0.014157465,-0.047111008,0.042163164,-0.011069798
2142.562,-0.504015317,0.013960781,-0.046838065,0.042177278,-0.01142161
2144.49,-0.504120984,0.013759247,-0.046561901,0.042278967,-0.01167308
2146.419,-0.504211267,0.013553621,-0.046279207,0.042473993,-0.011817236
2148.347,-0.504287402,0.013342976,-0.045988544,0.04276012,-0.011854911
2150.276,-0.504350197,0.013127576,-0.045689834,0.043121759,-0.011789996
2152.204,-0.504401595,0.012910901,-0.045385818,0.043541258,-0.011629438
2154.133,-0.504442913,0.01269776,-0.045079384,0.04399877,-0.011381077
2156.061,-0.504476161,0.012490744,-0.044770179,0.044480718,-0.011070632
2157.99,-0.504502502,0.012288809,-0.044455479,0.044969555,-0.010717264
2159.918,-0.504524739,0.012092967,-0.044135153,0.045444176,-0.010332449
2161.847,-0.504544362,0.011907484,-0.043812029,0.045879179,-0.009930527
2163.775,-0.50456378,0.011734852,-0.043487629,0.046247821,-0.009527702
2165.704,-0.504583479,0.011577096,-0.043160363,0.04652357,-0.009143708
2167.632,-0.504605375,0.011434271,-0.042829269,0.046689265,-0.008794402
2169.561,-0.504631249,0.011305021,-0.042493371,0.046726223,-0.00848232
2171.489,-0.504662677,0.011188641,-0.042151233,0.046619891,-0.008213667
2173.418,-0.504699087,0.011084815,-0.041801488,0.046366411,-0.007999353
2175.346,-0.504741311,0.010991268,-0.041443476,0.045973229,-0.007848465
2177.275,-0.50478889,0.010904449,-0.041077447,0.045444793,-0.007758015
2179.203,-0.504842373,0.010822913,-0.040705854,0.044797541,-0.007730596
2181.132,-0.504900027,0.01074623,-0.040328544,0.044046458,-0.007776882
2183.06,-0.504961067,0.010672758,-0.039945028,0.043202603,-0.007900089
2184.989,-0.505023721,0.010598854,-0.03955416,0.042293306,-0.0080905
2186.917,-0.505086778,0.010520875,-0.039155282,0.041348154,-0.008332411
2188.846,-0.505146359,0.010439645,-0.038749233,0.040392814,-0.00861775
2190.774,-0.505200323,0.010355508,-0.038336145,0.03945571,-0.008931237
2192.703,-0.505246745,0.010264773,-0.037912882,0.038560034,-0.009246727
2194.631,-0.505284685,0.010164745,-0.037479751,0.037730653,-0.009540574
2196.56,-0.505312747,0.010056069,-0.037039293,0.036975955,-0.009794499
2198.488,-0.505329337,0.009938434,-0.036589969,0.036319357,-0.009990106
2200.417,-0.505330839,0.009810307,-0.036130422,0.035787242,-0.010116472
2202.345,-0.505316903,0.009670663,-0.03566178,0.035376964,-0.010156616
2204.274,-0.505286919,0.009518399,-0.035181453,0.035102737,-0.010104291
2206.202,-0.505241223,0.009352681,-0.034690221,0.034978355,-0.009963776
2208.131,-0.505179668,0.009175958,-0.034193171,0.034990174,-0.009731113
2210.059,-0.505102976,0.008991234,-0.033692488,0.035128635,-0.009417193
2211.988,-0.505010659,0.0088006,-0.03318643,0.035394222,-0.009031534
2213.916,-0.504904091,0.008605015,-0.032676028,0.035766055,-0.008574496
2215.845,-0.504784622,0.008407452,-0.032164379,0.036214426,-0.008043321
2217.773,-0.504654935,0.008211492,-0.031653888,0.036709937,-0.007444771
2219.702,-0.504516951,0.008019509,-0.031145115,0.037227167,-0.006794976
2221.63,-0.504373953,0.00783322,-0.030637434,0.037735358,-0.006105849
2223.559,-0.504227864,0.007657375,-0.030133162,0.038194309,-0.005388677
2225.487,-0.504081788,0.007493174,-0.029632092,0.038575392,-0.004657578
2227.416,-0.503937956,0.007340868,-0.029131743,0.038855404,-0.003935866
2229.344,-0.503798501,0.007204703,-0.028633019,0.039019259,-0.003247385
2231.273,-0.503664636,0.007086585,-0.028136218,0.039062402,-0.002613126
2233.201,-0.503539074,0.006984551,-0.027641884,0.038972852,-0.002056528
2235.13,-0.503423712,0.006898049,-0.027152974,0.038733646,-0.001585282
2237.058,-0.503319668,0.006826526,-0.026669285,0.038352128,-0.001211473
2238.987,-0.503226019,0.006767828,-0.026184743,0.037836575,-0.000943756
2240.915,-0.503144301,0.006720652,-0.025698833,0.037190011,-0.000774071
2242.844,-0.503074564,0.006683108,-0.025212358,0.036412434,-0.000689114
2244.772,-0.503015793,0.006655054,-0.024725206,0.035515303,-0.000687827
2246.701,-0.502966931,0.006635207,-0.024236281,0.03452016,-0.000754194
2248.629,-0.502927712,0.006618161,-0.023745063,0.033440256,-0.000858464
2250.558,-0.502896097,0.006599935,-0.023251084,0.032302948,-0.000982581
2252.486,-0.502869975,0.00657739,-0.022753978,0.031137209,-0.001111475
2254.415,-0.502845749,0.006546764,-0.022251838,0.029973472,-0.001234071
2256.343,-0.502820063,0.006504457,-0.021745071,0.028853084,-0.001340078
2258.272,-0.502789735,0.006447734,-0.021233721,0.027795807,-0.001417609
2260.2,-0.50275355,0.006372258,-0.020717834,0.026826885,-0.001448219
2262.129,-0.502708057,0.006273982,-0.020196602,0.025998264,-0.001422939
2264.057,-0.502651077,0.006152077,-0.019674074,0.025323361,-0.001331533
2265.986,-0.502580244,0.006010039,-0.019149063,0.024803181,-0.001169536
2267.914,-0.502494787,0.005851473,-0.018619087,0.024453924,-0.000950113
2269.843,-0.502393933,0.005678088,-0.018086325,0.024272232,-0.000658765
2271.771,-0.502277531,0.005494084,-0.01755432,0.024237923,-0.000287402
2273.7,-0.502144402,0.005303332,-0.017024186,0.024354031,0.000150252
2275.628,-0.501996788,0.005108065,-0.016499222,0.024598901,0.000643329
2277.557,-0.501837626,0.004913376,-0.015980854,0.024939926,0.001186298
2279.485,-0.501669799,0.004723341,-0.015467617,0.025353651,0.001770322
2281.414,-0.501494513,0.004539575,-0.014960983,0.025821065,0.00237792
2283.342,-0.501314289,0.004364703,-0.014461739,0.02632234,0.002982822
2285.271,-0.501132148,0.004200787,-0.013969504,0.026825237,0.003576187
2287.199,-0.500951997,0.004049947,-0.013486495,0.027310497,0.004145584
2289.128,-0.500776844,0.00391384,-0.013013105,0.02774302,0.004667619
2291.056,-0.500611042,0.003793549,-0.012553396,0.028084474,0.005119585
2292.985,-0.500457787,0.00369049,-0.012105344,0.028316224,0.005491031
2294.913,-0.500321775,0.003601109,-0.011666096,0.028427596,0.005797923
2296.842,-0.50020461,0.003527216,-0.011237334,0.028397812,0.006051459
2298.77,-0.500109252,0.003475058,-0.010824531,0.028196445,0.006254403
2300.699,-0.500035395,0.003445727,-0.010429213,0.027814111,0.006389451
2302.627,-0.499984732,0.00343948,-0.010053141,0.027269198,0.006443254
2304.556,-0.499960714,0.003449035,-0.009697185,0.02656194,0.00645567
2306.484,-0.499964175,0.003469867,-0.009361549,0.0256867,0.006441172
2308.413,-0.499995388,0.003500023,-0.009046756,0.024651358,0.006390335
2310.341,-0.500055189,0.003534883,-0.0087565,0.023479059,0.006313239
2312.27,-0.500137119,0.003569148,-0.008489872,0.022225199,0.006198323
2314.198,-0.500237839,0.003597187,-0.008250614,0.020897671,0.006049762
2316.127,-0.500349307,0.00361113,-0.008032764,0.019515203,0.005883185
2318.055,-0.500464706,0.003600498,-0.007831241,0.018136778,0.005739016
2319.984,-0.500572855,0.00356718,-0.007639046,0.016796289,0.005617369
2321.912,-0.500662802,0.003514673,-0.007445091,0.015506781,0.005507065
2323.841,-0.500726087,0.003447725,-0.007244963,0.014308249,0.005390216
2325.769,-0.50076703,0.003362385,-0.007043008,0.013223044,0.00530437
2327.698,-0.500787468,0.003255651,-0.006838453,0.01227563,0.005261056
2329.626,-0.500791184,0.003130292,-0.006637827,0.011491378,0.005257919
2331.555,-0.500783433,0.002987139,-0.00644391,0.010886975,0.005287827
2333.483,-0.500776182,0.002831174,-0.006258106,0.010462497,0.005341032
2335.412,-0.500779155,0.002668721,-0.006089297,0.01020686,0.005434879
2337.34,-0.500796448,0.002499215,-0.005944817,0.010099606,0.005584607
2339.269,-0.500823519,0.002324745,-0.005819966,0.01015506,0.005757821
2341.197,-0.500858873,0.002146563,-0.005711387,0.010339618,0.005945437
2343.126,-0.500898182,0.00196532,-0.005610369,0.010627742,0.00615635
2345.054,-0.500934714,0.001788122,-0.005506861,0.01100663,0.006356007
2346.983,-0.500962364,0.001622449,-0.005395147,0.011428575,0.006521079
2348.911,-0.500977564,0.001466185,-0.005261583,0.011880372,0.006652559
2350.84,-0.500977999,0.001316384,-0.005098828,0.012346221,0.006768903
2352.768,-0.500963316,0.001173316,-0.004908115,0.012801395,0.006883469
2354.697,-0.500931968,0.001045329,-0.004690692,0.013206124,0.006970763
2356.625,-0.500886387,0.00093742,-0.004449782,0.013533134,0.007004067
2358.554,-0.500828721,0.000849323,-0.004188468,0.013758427,0.006972501
2360.482,-0.500764509,0.000779904,-0.003910892,0.013865261,0.006889293
2362.411,-0.500697732,0.000725218,-0.003622919,0.013822087,0.006782819
2364.339,-0.500629311,0.000685567,-0.003326773,0.013609029,0.006637577
2366.268,-0.500558859,0.000660249,-0.003023198,0.013237585,0.00643035
2368.196,-0.500484529,0.000646731,-0.002717143,0.012729269,0.006157819
2370.125,-0.500402187,0.000639857,-0.002408146,0.012093251,0.005817077
2372.053,-0.500243253,0.000626762,-0.002039275,0.011296889,0.005419435
2373.982,-0.500083996,0.000615192,-0.001676385,0.010441022,0.004998176
2375.91,-0.499928847,0.00060382,-0.001324966,0.009539057,0.004559075
2377.839,-0.499782236,0.00059132,-0.000990503,0.008604401,0.004107907
2379.767,-0.499648593,0.000576365,-0.000678485,0.00765046,0.003650445
2381.696,-0.499532347,0.000557629,-0.000394398,0.006690643,0.003192463
2383.624,-0.49943793,0.000533785,-0.000143731,0.005738356,0.002739737
2385.553,-0.49936977,0.000503508,6.80E-05,0.004807006,0.002298039
2387.481,-0.499332299,0.00046547,0.000235394,0.003910001,0.001873145
2389.41,-0.499329945,0.000418346,0.000352877,0.003060747,0.001470828
2391.338,-0.49936714,0.000360808,0.00041499,0.002272652,0.001096863
2393.267,-0.499448313,0.000291532,0.000416247,0.001559123,0.000757023
2395.195,-0.499577894,0.000209189,0.000351159,0.000933566,0.000457083
2397.124,-0.499760313,0.000112454,0.000214239,0.00040939,0.000202817
2399.052,-0.5,-5.97E-18,-4.82E-19,-2.27E-17,5.42E-17
