Wavenumber,Average_Baseline,PCA_1,PCA_2,PCA_3,PCA_4
1351.877,-0.229690175,0.053306007,0.032827347,0.051430376,-0.070889498
1353.806,-0.233370428,0.053600227,0.031241421,0.049327028,-0.072361776
1355.734,-0.236910963,0.053884937,0.029726313,0.0472225,-0.073734243
1357.663,-0.240323546,0.05415784,0.028285738,0.045129118,-0.074988926
1359.591,-0.243611709,0.054416238,0.026916351,0.043072199,-0.076143508
1361.52,-0.246778338,0.054660238,0.025614575,0.041058678,-0.077247061
1363.448,-0.249823668,0.054891838,0.024380376,0.039095505,-0.078335367
1365.377,-0.252769168,0.055109843,0.023208801,0.037161083,-0.079321562
1367.305,-0.255617483,0.055319292,0.022094689,0.035250704,-0.080215773
1369.234,-0.258367536,0.055526247,0.021029674,0.033375463,-0.081081949
1371.162,-0.261021141,0.055729669,0.020009651,0.031537304,-0.081925671
1373.091,-0.263584127,0.055930141,0.019038133,0.029711855,-0.082749895
1375.019,-0.266061158,0.056124495,0.018113428,0.027905192,-0.083539192
1376.948,-0.26846023,0.056315277,0.017233536,0.026136537,-0.084298585
1378.876,-0.270775549,0.05650249,0.016401792,0.02441117,-0.08503629
1380.805,-0.273007526,0.056682401,0.015624787,0.022709146,-0.085720067
1382.733,-0.275161223,0.056852579,0.014900717,0.021023399,-0.086312824
1384.662,-0.277241143,0.057017355,0.014228985,0.019356946,-0.0868245
1386.59,-0.279244792,0.057179094,0.013611831,0.01776093,-0.087309201
1388.519,-0.281184527,0.0573337,0.013041304,0.016195837,-0.087726107
1390.447,-0.283072346,0.057476666,0.012506629,0.014635781,-0.087980068
1392.376,-0.284899602,0.057620483,0.012008087,0.01311215,-0.088154791
1394.304,-0.286657814,0.057770464,0.011544524,0.011613556,-0.088364374
1396.233,-0.288362942,0.057916446,0.011111349,0.010106286,-0.088539587
1398.161,-0.290014919,0.058065416,0.010702617,0.008604395,-0.088690267
1400.09,-0.291621442,0.058222434,0.010315862,0.007074242,-0.08879891
1402.018,-0.29318837,0.058389487,0.009945649,0.005485036,-0.088846393
1403.947,-0.294710291,0.058571537,0.00959531,0.003867843,-0.088895767
1405.875,-0.296180039,0.058763601,0.009273019,0.002227294,-0.088973402
1407.804,-0.297617628,0.058958299,0.008977877,0.000552168,-0.088968595
1409.732,-0.299028238,0.059157786,0.0087075,-0.001139979,-0.088871172
1411.661,-0.300402214,0.059366963,0.008467827,-0.002821548,-0.088750039
1413.589,-0.301745252,0.059578945,0.0082537,-0.004478983,-0.088571899
1415.518,-0.303065511,0.059791184,0.008060249,-0.006104343,-0.08830871
1417.446,-0.304352428,0.059999265,0.007892082,-0.007685219,-0.087979658
1419.375,-0.305608179,0.06019796,0.007756053,-0.00920319,-0.087606226
1421.303,-0.306840343,0.060383891,0.00764783,-0.010649888,-0.087170014
1423.232,-0.308054166,0.060557762,0.007558357,-0.012010268,-0.086624117
1425.16,-0.309237667,0.060732226,0.007479727,-0.01327705,-0.086065834
1427.089,-0.310401304,0.060900773,0.007410598,-0.014468473,-0.085459693
1429.017,-0.311556323,0.06105388,0.007347711,-0.01559352,-0.08473793
1430.946,-0.312691894,0.061196642,0.007291685,-0.016633585,-0.083969658
1432.874,-0.313797608,0.061326401,0.007248743,-0.01759374,-0.083191759
1434.803,-0.31487791,0.061440841,0.007220955,-0.018487257,-0.082363229
1436.731,-0.315931098,0.061541871,0.007201818,-0.019325204,-0.081474837
1438.66,-0.316963484,0.061632502,0.007182296,-0.020130152,-0.080516793
1440.588,-0.317975694,0.061716349,0.007157557,-0.020903182,-0.079517823
1442.517,-0.318972383,0.061792253,0.007134545,-0.021664625,-0.078464344
1444.445,-0.319954705,0.061854436,0.007117289,-0.02241472,-0.077349661
1446.374,-0.32093075,0.061903215,0.00710044,-0.023167226,-0.076177751
1448.302,-0.321895578,0.061947141,0.007082963,-0.023895802,-0.074991882
1450.231,-0.322836996,0.061995841,0.007067584,-0.024590199,-0.073883789
1452.159,-0.32376072,0.062043733,0.007053585,-0.025296571,-0.072838373
1454.088,-0.324679241,0.062086359,0.00704728,-0.02603309,-0.071783539
1456.016,-0.325583379,0.062131023,0.007054051,-0.02679007,-0.070755059
1457.945,-0.326472354,0.062171275,0.007083219,-0.027578255,-0.069703419
1459.873,-0.327334611,0.062205984,0.007141857,-0.028394707,-0.068642941
1461.802,-0.328168627,0.062239779,0.007229738,-0.029231341,-0.067571768
1463.73,-0.328978233,0.062277668,0.007338947,-0.030100694,-0.066469329
1465.659,-0.329757934,0.062319408,0.007479177,-0.03098449,-0.065307597
1467.587,-0.330491081,0.062364242,0.00766162,-0.031862794,-0.064129111
1469.516,-0.33117682,0.062411991,0.007886079,-0.032737952,-0.062944246
1471.444,-0.33182247,0.06246082,0.008139335,-0.033611625,-0.061722746
1473.373,-0.332424622,0.062515314,0.008418794,-0.034466196,-0.060485742
1475.301,-0.332980142,0.062570759,0.008723065,-0.035332643,-0.059226671
1477.23,-0.333498752,0.062626454,0.009045405,-0.036204502,-0.057955531
1479.158,-0.333986163,0.062689397,0.009372369,-0.037035657,-0.056690874
1481.087,-0.334436932,0.062763482,0.009706534,-0.037806633,-0.055429104
1483.015,-0.334853661,0.062842526,0.010045948,-0.038560682,-0.05416216
1484.944,-0.335245841,0.06291683,0.010389218,-0.039312421,-0.05283813
1486.872,-0.335611158,0.062989956,0.010731138,-0.040065039,-0.051482717
1488.801,-0.33593908,0.063071336,0.011076764,-0.040772582,-0.050190852
1490.729,-0.33623284,0.063156398,0.011423956,-0.041457778,-0.048938384
1492.658,-0.336498397,0.063232598,0.01177847,-0.042137171,-0.047614149
1494.586,-0.33672052,0.063301563,0.012150059,-0.042813759,-0.046250185
1496.515,-0.336905729,0.063360843,0.012533642,-0.043487115,-0.044865119
1498.443,-0.337062136,0.063404893,0.012925529,-0.044156331,-0.043456165
1500.372,-0.337201208,0.063430454,0.013321819,-0.044820905,-0.041995768
1502.3,-0.337326193,0.063440327,0.013712536,-0.045453851,-0.040518942
1504.229,-0.337444183,0.063440076,0.014087462,-0.046045593,-0.039060812
1506.157,-0.337559246,0.063430806,0.014442216,-0.046613596,-0.037611044
1508.086,-0.337677705,0.063410723,0.014775031,-0.047152817,-0.03615524
1510.014,-0.337805027,0.063378319,0.015085857,-0.047663442,-0.034696988
1511.943,-0.337943817,0.063331733,0.015376542,-0.048137696,-0.03321989
1513.871,-0.338089149,0.063269853,0.015648372,-0.04856414,-0.03172953
1515.8,-0.33824109,0.06319417,0.015899659,-0.048938866,-0.030225686
1517.728,-0.338402458,0.063111515,0.016122045,-0.049270547,-0.028720273
1519.657,-0.338576753,0.063028938,0.016308939,-0.04955786,-0.027224111
1521.585,-0.338759966,0.062946017,0.016465543,-0.049790202,-0.025748052
1523.514,-0.33894692,0.06285698,0.016604078,-0.049970764,-0.024267126
1525.442,-0.339143684,0.06276401,0.016716567,-0.050109724,-0.022779282
1527.371,-0.339353984,0.062676602,0.016792141,-0.050206155,-0.021321009
1529.299,-0.339575471,0.062598444,0.01682616,-0.050262919,-0.019902359
1531.228,-0.339808468,0.062525703,0.016827808,-0.050282169,-0.018499932
1533.156,-0.340051425,0.062454489,0.016802746,-0.050279934,-0.017095876
1535.085,-0.340304253,0.062384331,0.01675919,-0.050224687,-0.015687663
1537.013,-0.340559711,0.06231688,0.016705349,-0.050083714,-0.014278026
1538.942,-0.340805806,0.062248991,0.016655758,-0.049884475,-0.012862472
1540.87,-0.341043264,0.062178218,0.01661189,-0.049664036,-0.011435762
1542.799,-0.341271653,0.062108072,0.016576501,-0.049415192,-0.009981089
1544.727,-0.341487534,0.062040569,0.016558892,-0.049138956,-0.008495375
1546.656,-0.341682574,0.061975215,0.016570398,-0.048811078,-0.00698312
1548.584,-0.341847972,0.061906002,0.016617764,-0.048459856,-0.005421365
1550.513,-0.341976285,0.061829488,0.016711814,-0.048092298,-0.003796965
1552.441,-0.342070851,0.061752121,0.01684257,-0.047711273,-0.002143326
1554.37,-0.342150387,0.061673722,0.016990712,-0.047301695,-0.000458709
1556.298,-0.342216849,0.061594207,0.017154141,-0.046864917,0.001252838
1558.227,-0.342272435,0.061513448,0.017330022,-0.046402736,0.002986001
1560.155,-0.34231971,0.061431269,0.017515157,-0.045917081,0.004734514
1562.084,-0.342361283,0.061347498,0.01770642,-0.045410212,0.00649164
1564.012,-0.342399914,0.061261969,0.01790051,-0.044884526,0.008250486
1565.941,-0.342438241,0.061174485,0.018094074,-0.044342431,0.010003818
1567.869,-0.342478725,0.061084903,0.018283992,-0.043786389,0.011745174
1569.798,-0.342523772,0.060993104,0.018467344,-0.043218756,0.013468609
1571.726,-0.34257596,0.06089898,0.018640965,-0.042641934,0.015168221
1573.655,-0.342637588,0.060802484,0.018801945,-0.042058675,0.016838579
1575.583,-0.342710565,0.06070363,0.018948149,-0.041471671,0.018475403
1577.512,-0.342796137,0.060602451,0.019078516,-0.040883069,0.020075831
1579.44,-0.342895065,0.060499028,0.019192769,-0.040294758,0.021638249
1581.369,-0.343007688,0.060393516,0.019291361,-0.039708858,0.023161808
1583.297,-0.343134147,0.060286012,0.019374763,-0.03912703,0.024645681
1585.226,-0.343274169,0.060176537,0.019443887,-0.038550229,0.026089404
1587.154,-0.343426952,0.06006519,0.019500671,-0.037979203,0.02749405
1589.083,-0.343591058,0.059952189,0.019548036,-0.037414716,0.028862488
1591.011,-0.343764636,0.059837771,0.019589372,-0.036857399,0.030198146
1592.94,-0.343945522,0.059722177,0.019628399,-0.036307788,0.031504722
1594.868,-0.344131649,0.059605709,0.019668689,-0.035766406,0.032786606
1596.797,-0.344321085,0.05948865,0.01971351,-0.035233505,0.034048261
1598.725,-0.344511683,0.059371345,0.019766364,-0.034709423,0.035294854
1600.654,-0.344701299,0.059254193,0.019830612,-0.034194997,0.036531423
1602.582,-0.34488816,0.059137569,0.01990873,-0.033691278,0.03776214
1604.511,-0.345070743,0.05902171,0.020002411,-0.033199011,0.038989731
1606.439,-0.345247912,0.058906756,0.020112411,-0.032719036,0.040215258
1608.368,-0.345418883,0.058792812,0.020238765,-0.032252477,0.041438725
1610.296,-0.345583201,0.058679891,0.020380936,-0.031799881,0.042659546
1612.225,-0.345740696,0.058567955,0.020537735,-0.031362045,0.043875964
1614.153,-0.345891681,0.058456923,0.020707029,-0.030939975,0.045085106
1616.082,-0.346037084,0.058346661,0.020885702,-0.030534775,0.046282944
1618.01,-0.34617797,0.058237089,0.02107048,-0.030147566,0.047465994
1619.939,-0.346315496,0.058128102,0.021257736,-0.02977939,0.048630487
1621.867,-0.346451182,0.058019512,0.021443288,-0.029430791,0.04977219
1623.796,-0.346586712,0.05791109,0.021622777,-0.029102074,0.050886594
1625.724,-0.346723713,0.057802668,0.021792078,-0.028793753,0.051969771
1627.653,-0.346864057,0.057694026,0.021946762,-0.028506322,0.053016998
1629.581,-0.347009808,0.057584867,0.022082147,-0.02823988,0.054023084
1631.51,-0.347162777,0.057474856,0.022194028,-0.027994258,0.054982894
1633.438,-0.347324765,0.057363751,0.022278388,-0.027769524,0.055892044
1635.367,-0.347497159,0.057251328,0.022332005,-0.027565425,0.056747158
1637.295,-0.347680996,0.057137362,0.022352261,-0.027381696,0.057545042
1639.224,-0.347877092,0.057021678,0.022337131,-0.027218132,0.05828314
1641.152,-0.348085913,0.056904087,0.022285415,-0.027073809,0.058960042
1643.081,-0.348307352,0.05678449,0.022197128,-0.02694768,0.05957594
1645.009,-0.348540719,0.056663002,0.02207334,-0.026838998,0.060133606
1646.938,-0.348785032,0.056539782,0.021915582,-0.026747213,0.060636199
1648.866,-0.349039241,0.05641498,0.021725736,-0.02667148,0.061087297
1650.795,-0.349302077,0.056288825,0.02150617,-0.026611012,0.061491464
1652.723,-0.349572028,0.056161581,0.021259882,-0.026564625,0.061854518
1654.652,-0.34984743,0.056033462,0.020990239,-0.026530685,0.062182458
1656.58,-0.350126604,0.055904675,0.020700572,-0.026507621,0.062481163
1658.509,-0.3504081,0.055775442,0.020393815,-0.026494177,0.062756124
1660.437,-0.350690656,0.055646001,0.020072583,-0.026489079,0.063012959
1662.366,-0.350972903,0.05551646,0.019739653,-0.026490451,0.063256757
1664.294,-0.351253678,0.055386895,0.019397454,-0.026496691,0.063491647
1666.223,-0.351531924,0.055257397,0.019048287,-0.026506344,0.063721774
1668.151,-0.351806691,0.055127993,0.018694228,-0.026517776,0.063950687
1670.08,-0.352077436,0.054998691,0.018336661,-0.026529988,0.064180581
1672.008,-0.352344127,0.054869547,0.017976086,-0.026542609,0.064413017
1673.937,-0.352606834,0.054740596,0.017612706,-0.026555492,0.064648934
1675.865,-0.352865683,0.054611774,0.017246545,-0.026568153,0.064888548
1677.794,-0.353121197,0.054482837,0.016877133,-0.026579862,0.065129992
1679.722,-0.353374274,0.054353419,0.01650344,-0.026589749,0.06536996
1681.651,-0.353626083,0.054223121,0.016123916,-0.026597247,0.06560413
1683.579,-0.353878039,0.054091552,0.015736521,-0.026602149,0.06582756
1685.508,-0.354131901,0.053958268,0.015338464,-0.026604482,0.06603402
1687.436,-0.354389555,0.053822803,0.014926606,-0.026604227,0.066216967
1689.365,-0.354652894,0.053684701,0.014497726,-0.026601529,0.066369727
1691.293,-0.35492376,0.05354356,0.01404862,-0.026596717,0.066486001
1693.222,-0.35520351,0.053398954,0.013576909,-0.026589746,0.066560098
1695.15,-0.355493487,0.053250487,0.01308021,-0.026580876,0.066586123
1697.079,-0.355795,0.053097885,0.012556266,-0.026570707,0.066559157
1699.007,-0.356108975,0.052940983,0.012003348,-0.026559803,0.066475809
1700.936,-0.356435966,0.052779662,0.011420224,-0.026548526,0.066333734
1702.864,-0.356761749,0.052608733,0.010845144,-0.026541303,0.066142813
1704.793,-0.357096875,0.052429803,0.010261754,-0.026549385,0.065937897
1706.721,-0.357445978,0.052247047,0.009654597,-0.026566463,0.065701936
1708.65,-0.357806287,0.052063048,0.009009942,-0.026569718,0.06536349
1710.578,-0.358183287,0.051874023,0.008318373,-0.026563625,0.064956065
1712.507,-0.358580393,0.05168458,0.007570051,-0.026561126,0.064484155
1714.435,-0.358997507,0.051498264,0.006761713,-0.026559008,0.063934234
1716.364,-0.359435248,0.051313732,0.0058936,-0.026542442,0.063314326
1718.292,-0.359892095,0.051129239,0.004968866,-0.026511033,0.062633539
1720.221,-0.360365787,0.050944755,0.003992053,-0.026448849,0.061885068
1722.149,-0.360857185,0.050762292,0.002967383,-0.026360817,0.061097097
1724.078,-0.361366263,0.050584717,0.001889289,-0.026249379,0.060265567
1726.006,-0.361887767,0.050414786,0.000761622,-0.026110135,0.059373766
1727.935,-0.36242476,0.050249065,-0.000411516,-0.025943257,0.058458421
1729.863,-0.362975372,0.05008603,-0.001621541,-0.025745374,0.057526377
1731.792,-0.363537869,0.049923509,-0.002866724,-0.025525429,0.056583722
1733.72,-0.364109668,0.049758986,-0.00414237,-0.025265646,0.055644749
1735.649,-0.364685641,0.049591938,-0.005442812,-0.02494323,0.054699245
1737.577,-0.365262645,0.049421893,-0.006759815,-0.024569219,0.053756655
1739.506,-0.36584138,0.049247718,-0.008088127,-0.02414524,0.052831519
1741.434,-0.366417282,0.049070382,-0.009419019,-0.023659775,0.051913714
1743.363,-0.366992025,0.048887749,-0.010745873,-0.023114976,0.051025484
1745.291,-0.367564198,0.048699037,-0.012056053,-0.022506708,0.050171185
1747.22,-0.368128347,0.048509767,-0.013340937,-0.021836679,0.049313046
1749.148,-0.368683953,0.048319295,-0.014592007,-0.021127578,0.048467336
1751.077,-0.369232617,0.048122265,-0.015804742,-0.020383332,0.047656291
1753.005,-0.369772625,0.047916653,-0.01697331,-0.019607223,0.046887441
1754.934,-0.370302038,0.047702346,-0.018090579,-0.018795241,0.046149474
1756.862,-0.370821118,0.047479372,-0.019149051,-0.017959983,0.04545312
1758.791,-0.371328889,0.047247665,-0.020146581,-0.017130072,0.04479576
1760.719,-0.371821455,0.047009484,-0.021076981,-0.016316331,0.044165896
1762.648,-0.372323875,0.046770035,-0.02199181,-0.015533755,0.043587546
1764.576,-0.372833689,0.046532585,-0.022894443,-0.014770795,0.042999464
1766.505,-0.373347971,0.04629859,-0.023788091,-0.014029654,0.042357726
1768.433,-0.373873251,0.046068758,-0.024675415,-0.013349042,0.041715891
1770.362,-0.374410622,0.045848081,-0.025561313,-0.012736318,0.041052218
1772.29,-0.374958408,0.045632704,-0.026440504,-0.012187076,0.040367691
1774.219,-0.375517873,0.045419667,-0.02731142,-0.011699558,0.039675266
1776.147,-0.376086438,0.045208788,-0.028167993,-0.011283253,0.038963871
1778.076,-0.376662488,0.045002221,-0.029012649,-0.010930263,0.038222146
1780.004,-0.37724725,0.044803333,-0.029853003,-0.010656815,0.037479904
1781.933,-0.377841531,0.044611313,-0.030694029,-0.010457321,0.036730938
1783.861,-0.378441796,0.044424346,-0.03152495,-0.010327953,0.035987134
1785.79,-0.379049657,0.044237837,-0.032343916,-0.010257224,0.035276249
1787.718,-0.379660181,0.044049625,-0.033146994,-0.010217263,0.034587545
1789.647,-0.380272039,0.043858705,-0.033940534,-0.010198834,0.033935553
1791.575,-0.38088101,0.043669044,-0.034718834,-0.0101738,0.033319995
1793.504,-0.381485903,0.043482698,-0.03547894,-0.010132663,0.032728483
1795.432,-0.382090337,0.043300385,-0.036221792,-0.010086774,0.032193956
1797.361,-0.382694053,0.043124927,-0.036948839,-0.010003561,0.031707087
1799.289,-0.383292287,0.042958038,-0.037649973,-0.009858808,0.031243549
1801.218,-0.38389238,0.042797049,-0.038324205,-0.009655515,0.030840169
1803.146,-0.384491947,0.042642508,-0.038967246,-0.00939719,0.030487575
1805.075,-0.385086959,0.042497328,-0.039580238,-0.009071426,0.030138893
1807.003,-0.38568503,0.042353513,-0.04016632,-0.008685198,0.029854524
1808.932,-0.386290046,0.042207484,-0.04072946,-0.008227931,0.029644374
1810.86,-0.386900562,0.042061713,-0.041267865,-0.007701708,0.029485954
1812.789,-0.387517645,0.041916812,-0.041784085,-0.007112018,0.029356478
1814.717,-0.388146893,0.041767316,-0.042278973,-0.006475373,0.029279493
1816.646,-0.38878971,0.041611488,-0.042756568,-0.005806596,0.029247494
1818.574,-0.389445977,0.041453139,-0.043214835,-0.005111282,0.029247706
1820.503,-0.390120661,0.041290514,-0.043655874,-0.004408657,0.029282006
1822.431,-0.390806524,0.041129531,-0.044075944,-0.003694511,0.029288172
1824.36,-0.391502404,0.040972801,-0.044478322,-0.002986593,0.029241696
1826.288,-0.392211233,0.040815198,-0.044860483,-0.002309957,0.029163599
1828.217,-0.392933599,0.040649602,-0.04521764,-0.001663794,0.029061744
1830.145,-0.393663292,0.040474582,-0.045542427,-0.001050818,0.028925876
1832.074,-0.394398811,0.040292655,-0.045833707,-0.000474184,0.028743806
1834.002,-0.395137982,0.040104445,-0.046087601,6.05E-05,0.028523979
1835.931,-0.39588188,0.039912271,-0.046311604,0.000539031,0.028288501
1837.859,-0.396632312,0.039718225,-0.046506407,0.000939894,0.028055989
1839.788,-0.397390146,0.039522297,-0.046669971,0.001275741,0.027827999
1841.716,-0.398149834,0.039327013,-0.04680275,0.001565499,0.027600381
1843.645,-0.398909967,0.039135007,-0.046912586,0.001816224,0.027373592
1845.573,-0.399672378,0.038948318,-0.047004774,0.002019531,0.027172728
1847.502,-0.400438178,0.03877121,-0.047088722,0.002172501,0.027000543
1849.43,-0.40120559,0.038608272,-0.047169353,0.002298372,0.026838048
1851.359,-0.401975452,0.038458771,-0.047252918,0.002424839,0.026678408
1853.287,-0.402746585,0.038322422,-0.04734293,0.0025652,0.026535902
1855.216,-0.403517923,0.038197338,-0.047441894,0.002736801,0.026416688
1857.144,-0.404290171,0.038081124,-0.047550655,0.002946473,0.02633484
1859.073,-0.405066655,0.037972105,-0.047675664,0.003209333,0.02630375
1861.001,-0.405844981,0.037869521,-0.047818745,0.003531571,0.026315709
1862.93,-0.406625246,0.037774203,-0.047982649,0.003929143,0.026346959
1864.858,-0.407411389,0.037682264,-0.048168666,0.004393978,0.026425745
1866.786,-0.408204305,0.037590911,-0.048377782,0.004934959,0.026550724
1868.715,-0.409002453,0.037496881,-0.048608665,0.005556337,0.026709913
1870.644,-0.409806661,0.037395179,-0.048859823,0.00624766,0.026892542
1872.572,-0.410618295,0.037280893,-0.049123869,0.006999002,0.027100625
1874.5,-0.411435459,0.037155708,-0.049398072,0.007802777,0.027295339
1876.429,-0.412254965,0.037020144,-0.049675799,0.008656778,0.027440451
1878.358,-0.41307774,0.036870016,-0.049952275,0.009550587,0.027535146
1880.286,-0.413903993,0.036706634,-0.050220733,0.0104703,0.02757446
1882.215,-0.414737119,0.036526423,-0.050477254,0.011384265,0.027565335
1884.143,-0.415575486,0.03632503,-0.050715858,0.01227984,0.02751068
1886.072,-0.416416842,0.036104846,-0.050934378,0.013156968,0.027389903
1888,-0.417260833,0.035870189,-0.051131154,0.013990077,0.027200787
1889.929,-0.418111631,0.035622705,-0.051304501,0.01476459,0.026955808
1891.857,-0.418969032,0.035364387,-0.051454221,0.015467287,0.026667094
1893.786,-0.419835244,0.035097685,-0.051586308,0.016077051,0.026346671
1895.714,-0.420709984,0.034825578,-0.051703412,0.016591748,0.02598743
1897.643,-0.42159199,0.034551295,-0.051810531,0.017031678,0.025578629
1899.571,-0.422479172,0.034279352,-0.051911738,0.017393616,0.025121025
1901.5,-0.423373951,0.034013308,-0.05201427,0.017664871,0.024621016
1903.428,-0.424278032,0.033753713,-0.052121232,0.017856587,0.024100308
1905.357,-0.425190879,0.033503484,-0.052240675,0.018000937,0.023550581
1907.285,-0.426110862,0.033268021,-0.052380671,0.018111081,0.022970169
1909.214,-0.427038666,0.033048469,-0.052545773,0.018198554,0.022368391
1911.142,-0.427973493,0.032845534,-0.052740732,0.018271094,0.021764652
1913.071,-0.428918583,0.032659222,-0.052972298,0.018340325,0.021178622
1914.999,-0.429872533,0.032490286,-0.053237892,0.018430198,0.020597918
1916.927,-0.430834981,0.032339069,-0.05353523,0.018565923,0.020013094
1918.856,-0.431807124,0.032206529,-0.05387015,0.018726897,0.019449983
1920.785,-0.432788971,0.032092159,-0.05424287,0.018923042,0.018902115
1922.713,-0.433779581,0.031991827,-0.054645255,0.019170946,0.01836784
1924.641,-0.434780541,0.031900429,-0.05507188,0.019480026,0.017855581
1926.57,-0.435790094,0.031812468,-0.05551113,0.019841598,0.017363111
1928.499,-0.436806498,0.031722346,-0.055950948,0.020260096,0.01687863
1930.427,-0.437827607,0.031626549,-0.056382311,0.020745076,0.016398605
1932.355,-0.438853791,0.031522713,-0.056799474,0.021300724,0.015908821
1934.284,-0.439883226,0.031408531,-0.057193828,0.021913697,0.01541397
1936.213,-0.440917045,0.031281435,-0.057561171,0.022561549,0.014921443
1938.141,-0.441955315,0.031139257,-0.057897014,0.02323471,0.014428553
1940.069,-0.442997506,0.03097739,-0.058197614,0.023924098,0.013929887
1941.998,-0.444039861,0.030793731,-0.058455904,0.024637362,0.013405965
1943.927,-0.445083506,0.030589594,-0.058668505,0.025370213,0.012851511
1945.855,-0.446128467,0.030365807,-0.058833792,0.026097648,0.012282311
1947.783,-0.44717384,0.030122821,-0.058951139,0.026819423,0.011701726
1949.712,-0.448217835,0.029864904,-0.059023175,0.027520751,0.01110965
1951.641,-0.449261619,0.029592988,-0.059051522,0.028200005,0.010507436
1953.569,-0.450302696,0.029307219,-0.059034979,0.028859752,0.009890907
1955.497,-0.451340931,0.029010505,-0.058977667,0.029493277,0.009271895
1957.426,-0.452376097,0.028710766,-0.058885997,0.030089297,0.008663946
1959.354,-0.453409321,0.028414395,-0.058766635,0.03064289,0.008070255
1961.283,-0.454439263,0.028125824,-0.058625584,0.031150212,0.007502105
1963.211,-0.455465753,0.027849957,-0.058475448,0.031608282,0.006957603
1965.14,-0.456489092,0.027589476,-0.058323493,0.032012832,0.006441016
1967.068,-0.457509653,0.027345699,-0.058172092,0.032375478,0.005950906
1968.997,-0.458527139,0.027120807,-0.058026062,0.032688925,0.005505073
1970.925,-0.459542691,0.026917858,-0.057889475,0.032951444,0.005113281
