,H2OT_3550_M,H2OT_3550_STD,H2Om_1635_BP,H2Om_1635_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD
AC4_OL3_101220_256s_30x30_b,2.4143609663057233,0.22866122300054645,0.5506947473377833,0.08860668192268208,276.32471898904964,67.8485333736655,421.8061252436336,79.29476562328969
AC4_OL3_101220_256s_30x30_c,2.4101438538487803,0.22892113878238,0.5513319118036534,0.0887077665471344,273.9002375770463,65.78652337854857,414.92078185111575,78.98375422763844
AC4_OL40_021420_256s_15x25_a,2.0218415646259134,0.16477649788980112,0.9816771673118307,0.14308559500164086,8.682763846398618,12.917400133324337,160.6734617576189,32.241154254212326
AC4_OL40_021420_256s_15x25_b,2.045346329911297,0.1668170482647655,0.9970420664673425,0.14548381345939368,24.911805340751012,17.709993807588074,163.84135362879866,32.63830481748648
AC4_OL40_021420_256s_15x25_c,2.0465204902833514,0.1668598211794612,0.9973430281827914,0.1454386191621426,9.776101003621127,14.026557746561599,142.30818190829606,32.13209672081736
AC4_OL43_101220_256s_30x30_a,3.1827187337264773,0.2665914707705568,1.411813058549271,0.20307710746875102,226.68968310153184,43.677379592007206,337.7265682501479,51.68575452959476
AC4_OL43_101220_256s_30x30_b,3.1796012881006344,0.2664088513473926,1.4183100419684436,0.2041962407546574,241.1770093669749,43.47687244019185,351.5347909488779,51.24084443486438
AC4_OL43_101220_256s_30x30_c,3.1860886726889834,0.26692975548657133,1.417039810815091,0.20392542101702837,232.7258630448764,44.13263397457722,342.4553626850054,51.674584381749085
AC4_OL44_021420_256s_25x25_a,2.9097372906003796,0.26191481267211625,1.3929936690122362,0.21331418759338297,478.2556251420299,67.2330829271799,499.13578404338415,73.77425832675941
AC4_OL44_021420_256s_25x25_b,2.9366053669779717,0.26392475933936516,1.3974430591678415,0.2139143634935266,493.85008337980594,67.3064123860078,513.1364354947848,73.0872385479266
AC4_OL44_021420_256s_25x25_c,2.9315911148389477,0.2635940543163208,1.398188467091639,0.2138400862680598,496.20579736307906,67.20649575923828,517.0019756648456,72.89301537626724
AC4_OL45_012821_256s_20x25_a,3.1119655884836286,0.40359794835007845,1.174879562925406,0.22195844326471365,890.201118253994,138.4374905399778,767.9488820522226,135.3818073939468
AC4_OL45_012821_256s_20x25_b,3.0550846606977293,0.39660110213051875,1.1685531968260594,0.22076344624635733,1015.3453813128144,149.4442542558234,850.2639014280944,142.00715269019165
AC4_OL45_012821_256s_20x25_c,3.0809290693945317,0.4003021872485263,1.1711792150251539,0.2216675361757639,959.5192983968698,143.78740674397406,806.4940781184072,138.01941511931986
AC4_OL46_021420_256s_30x30_a,2.519525518103545,0.20946057852555952,1.0454259723984893,0.16747314075546865,373.6995909425047,41.50237226097959,354.01645600617627,44.887139383497676
AC4_OL46_021420_256s_30x30_b,2.530841548373822,0.20996127726211605,1.0428208558268823,0.1674965726484213,369.0255713770236,41.33095589586644,343.0094072373182,44.191824962002514
AC4_OL46_021420_256s_30x30_c,2.532064932323701,0.21035200041557087,1.044865912665225,0.16747292260931254,367.9224868179405,41.168331396957534,348.2926010121457,45.15554544535885
AC4_OL48_021720_256s_25x25_CO2_a,3.015745453214491,0.3190969098824783,1.3060092874806326,0.21522214969376205,831.0386959033198,110.74705446064185,829.719134296283,116.6922395913779
AC4_OL48_021720_256s_25x25_CO2_b,3.0264984556575585,0.320808129369213,1.307020547938649,0.21571989610783743,797.4509253130648,108.55461483469715,794.2402556907662,114.82840235026691
AC4_OL48_021720_256s_25x25_CO2_c,3.032092542390924,0.32089722820049194,1.3080894552374023,0.2158645274880133,817.1183474041467,109.32341310080355,819.2673628573378,115.35245617202841
AC4_OL48_021720_256s_25x25_H2O_a,3.230102785617025,0.3424760207777403,1.364081176709983,0.2244240390879409,705.8030622451153,100.62054868337466,694.1538569957634,107.27823463732713
AC4_OL48_021720_256s_25x25_H2O_b,3.2387546265499156,0.3430571418771917,1.3669013670900803,0.22507114254433647,717.7481640493089,102.20136836535275,711.1271516685517,109.79581175849594
AC4_OL48_021720_256s_25x25_H2O_c,3.2366754763214107,0.342562146174224,1.3626643997322916,0.22446904156127517,712.9650521908693,102.29012326169305,705.3820742175426,109.21872999611769
AC4_OL49_021920_30x30_CO2_a,1.9192841595665142,0.15073527723259167,0.952294278169727,0.1390244890170406,211.150867667088,27.654788569146547,191.97636856662436,28.235674897127282
AC4_OL49_021920_30x30_CO2_b,1.9577729337514538,0.1539527632490981,0.9804383646422892,0.14314768916808174,247.4272755276198,28.384441298693403,230.63738460957947,28.992051548024307
AC4_OL49_021920_30x30_CO2_c,2.096124343677144,0.16466634559968094,1.0782683845389998,0.15757206824018744,353.72301269176404,35.627303801977924,308.25008272203536,36.06145850304409
AC4_OL49_021920_30x30_H2O_a,2.4186121350182592,0.18980854553258364,1.3281456594766443,0.19379871560443154,755.1691513532344,55.70682962168633,740.6458760736006,56.92328066498428
AC4_OL49_021920_30x30_H2O_b,2.3748685183893197,0.1864790248927838,1.319680539210826,0.19278351490739895,752.7671392028591,55.50082689319169,746.8370986679779,57.26332450908678
AC4_OL49_021920_30x30_H2O_c,2.4090098499559582,0.18893546556246738,1.3245476415278536,0.19336222903773234,758.1456973918683,55.60817809252835,742.3063298523683,56.812620755407075
AC4_OL50_021920_20x20_a,2.6668415409273423,0.25189281219019044,1.0129648420282082,0.16145370473075593,359.3284843912471,61.44600819261005,325.01707674174565,64.57793149448383
AC4_OL50_021920_20x20_b,2.657346820464787,0.2504041105469294,1.0050894220611735,0.16009407247819882,378.0740114764168,63.7478583312132,338.9951576630744,67.89736749291575
AC4_OL50_021920_256s_20x20_c,2.6619815279537313,0.25093201004217264,1.0075198082897876,0.1605696495192918,363.0322196485339,62.6399272729144,342.93047867607277,66.83650930092945
AC4_OL51_021920_15x20_a,2.526895334101395,0.22670940898113723,1.1711191665706027,0.1776058518934796,68.87942902499809,33.68061262573385,196.4613520407153,45.711857394013606
AC4_OL51_021920_15x20_b,2.4895619318454965,0.2231259047326448,1.168462056647765,0.17711977183955138,55.86066529592588,28.097939580753874,174.19703447379268,45.52302134330387
AC4_OL51_021920_15x20_c,2.5041706303719886,0.2247070396735268,1.1666142613607062,0.17706621706154016,40.457453629324,28.029277083869932,168.22293769730504,45.68482372790935
AC4_OL53_101220_256s_30x30_a,4.038890719561634,0.43325686992736295,1.4659379402175559,0.2544181821316155,699.0994300802427,90.12460004619093,699.699175385453,96.32214717514721
AC4_OL53_101220_256s_30x30_b,4.029881422253712,0.4322792359830841,1.4624228476516536,0.25327833573532954,709.0395824861912,91.1081374229706,707.9356723689477,96.74898144015597
AC4_OL53_101220_256s_30x30_c,4.0168074854197044,0.43077194184810613,1.465133651210491,0.2540291578702939,699.3515238753628,91.69862584175951,701.2321791022525,96.96426401415927
AC4_RH1_OL2_022120_256s_30x30_a,2.7623726754689013,0.2329011565306268,1.2363218152287219,0.18796544605843707,477.4630480259229,54.81113978208774,420.62243665527535,58.49321253320206
AC4_RH1_OL2_022120_256s_30x30_b,2.738760957350217,0.23114395744772556,1.230765400113605,0.1867654327495121,472.94297451605536,53.75285391887244,428.8836491607248,57.35919132368656
AC4_RH1_OL2_022120_256s_30x30_c,2.7583435366906053,0.23241369306182078,1.231361100376776,0.18700248080397755,473.7675565751385,54.54837830210104,424.7027626203467,58.345849447336136
AC4_RH1_OL3_MI1_022120_256s_20x25_a,3.0570506127761066,0.33764322674987424,1.1212962309541206,0.2029611983049402,1503.415938018325,160.99075357147584,1446.0258122147784,161.4818974524248
AC4_RH1_OL3_MI1_022120_256s_20x25_b,3.0797092287394845,0.3406772035198969,1.1237287539854846,0.20360847976050245,1486.953237996107,159.8271738399061,1422.011891528593,160.46199229676333
AC4_RH1_OL3_MI1_022120_256s_20x25_c,3.073673934956898,0.3405271631280221,1.1221649104259583,0.20315551302703538,1486.3788417772366,158.7593105827468,1430.7393983225456,158.50139387924628
AC4_RH1_OL3_MI2_022120_256s_20x20_a,2.6511297721672578,0.2934203736436817,1.1692795902695292,0.21698459254349603,1030.5229162026753,117.33855600027239,931.0616101075809,116.13994600680807
AC4_RH1_OL3_MI2_022120_256s_20x20_b,2.662884304443648,0.29543764867699296,1.1660098547122384,0.21640669258880116,1020.337938108243,117.19501378987744,931.9175066413959,116.32668687176141
AC4_RH1_OL3_MI2_022120_256s_20x20_c,2.6367271911112113,0.292128281434209,1.164279801541219,0.21649087069017917,1030.8675236696156,117.72308338381053,939.0562763569554,116.75961628168638
AC4_RH3_OL1BIG_022120_256s_20x25_a,2.864496720613486,0.2634626883043441,1.2186920577079419,0.19109615614874273,702.317597494889,82.26676921667041,720.5445072538768,88.28790499557779
AC4_RH3_OL1BIG_022120_256s_20x25_b,2.849743867175147,0.262161073066446,1.2219112606249132,0.19175232808669687,705.1751658476219,83.11948500656163,722.184122558924,88.82029979053554
AC4_RH3_OL1BIG_022120_256s_20x25_c,2.872527973162046,0.26363771872840785,1.2184213917209665,0.1908057612985966,694.3252286399636,80.77118458527636,706.0949115573819,87.20832312343626
AC4_RH3_OL1SMALL_022120_256s_20x25_a,2.7281984281268215,0.25075543165001013,1.1901898131260356,0.18670239806735275,688.4591715334308,80.83757464604243,747.2032824160664,91.73380592706344
AC4_RH3_OL1SMALL_022120_256s_20x25_b,2.7424656061414994,0.2521290160478013,1.1947940260219692,0.1877047409348143,697.5358691329715,81.56005754852794,751.6302291342149,91.04365192741555
AC4_RH3_OL1SMALL_022120_256s_20x25_c,2.7582787557303274,0.2530183612250565,1.194781173754991,0.18740274385174133,693.702248669534,81.56760489914333,744.9686071112812,90.1102603003941
AC4_RH3_OL2_022120_256s_30x30_a,3.1659652964228573,0.29308673058814005,1.3408649224812175,0.22890115287362867,688.8475917401471,81.12670183491151,677.0665576665649,87.36748140916222
AC4_RH3_OL2_022120_256s_30x30_b,3.1340308307766676,0.2900071801637098,1.3411038229065066,0.2285358777734726,698.6210586710007,81.99691413503925,684.2523233926564,86.4855091094378
AC4_RH3_OL2_022120_256s_30x30_c,3.1686756756078727,0.2932817584416799,1.3411098024979933,0.228784877000735,697.8577129159746,82.29606507399978,683.5604797601978,87.8228045651262
AC4_RH3_OL3_022120_256s_20x20_a,2.3545909443375073,0.1892047727660718,1.2201052993067505,0.17916833773613516,1210.0945681388807,86.46014569417605,1151.5812540385823,85.54163593298357
AC4_RH3_OL3_022120_256s_20x20_b,2.3734187247581713,0.1908553681154685,1.2243145574167942,0.1795689749642439,1196.2024516122735,85.29149762250006,1134.4653969769186,83.9398153570445
AC4_RH3_OL3_022120_256s_20x20_c,2.4005084754636314,0.19284459211755364,1.2159218627990818,0.17844913810469887,1176.7327861545255,83.80921226464056,1134.045315801851,83.60991723224829
VF74_127-7_101220_256s_15x20_a,5.3074654344198215,0.7334726099517355,2.612666542059492,0.4918013244643932,1200.6436733022917,189.66564929093835,1287.2371806711735,205.84063153756327
VF74_127-7_101220_256s_15x20_b,5.13600501278853,0.7108848446504639,2.5293019640074506,0.4749313568164878,1165.3056588386844,182.6994776893168,1316.7719783349594,208.3161114679015
VF74_127-7_101220_256s_15x20_c,5.30687890412873,0.7344732051090931,2.5815911186447877,0.4853464108590391,1258.939374767189,195.2085999358128,1278.2240031351016,204.19157367863036
VF74_131-1_101220_256s_25x50_a,4.261867215337253,0.47824339495439483,2.0070384771761987,0.31880221568233,629.731884299122,83.50725338185373,622.3197340493365,87.15216227353582
VF74_131-1_101220_256s_25x50_b,4.247091135030057,0.47728766523087673,2.000966642152954,0.31745221462515877,622.6548251643927,81.74211611335429,621.5186466941182,86.05506893928751
VF74_131-1_101220_256s_25x50_c,4.283399529380369,0.4818550098049625,2.0096565106467863,0.3189238262751314,632.692355376363,82.25529041509921,624.3546546433975,87.03247963044062
VF74_131-9_MI1_101220_256s_15x30_a,5.028903484695647,0.8370638145543802,2.512772596667588,0.5364777736484888,26.599642896227568,47.89619525190886,304.381497937832,109.19191254894153
VF74_131-9_MI1_101220_256s_15x30_b,5.0794751156178055,0.8435549929495535,2.514073921935003,0.5348427366446774,26.612281403013068,40.39649620140625,336.2631517176478,114.64109253880271
VF74_131-9_MI1_101220_256s_15x30_c,5.106508016684778,0.8467265685603237,2.5292887838515816,0.5391088104599447,26.61903206451218,41.887446223749215,285.2474945079064,107.43101348021644
VF74_131-9_MI2_101220_256s_20x25_a,2.3635440230590836,0.39214911787142664,1.29942753413316,0.2825539610560489,779.0546356833927,165.19042195982496,483.27797604986733,135.49499350703056
VF74_131-9_MI2_101220_256s_20x25_b,2.377050285228934,0.3947168007124205,1.3050026072843053,0.2838572208442583,783.2294220572169,164.62373260201653,471.7585495950921,135.3411084979121
VF74_131-9_MI2_101220_256s_20x25_c,2.568403729761308,0.42684773198346126,1.38691936959108,0.30097847606499845,791.1568928865572,167.5094602095654,496.63663678609413,138.2179346274741
VF74_132-1_101220_256s_40x50_a,2.484805793727547,0.21222014254706148,0.8416182160425553,0.12856187391604068,342.7353718509882,49.29837170086747,353.9792866008909,53.825460469217
VF74_132-1_101220_256s_40x50_b,2.497992161420605,0.21321579015237913,0.8410747104782474,0.12841844000534916,342.7630792947922,48.972242986751596,353.08841594227243,54.11410099422355
VF74_132-1_101220_256s_40x50_c,2.502381516573842,0.21407882938859799,0.841423152977848,0.12874019973988296,341.36064211458006,49.61844546053724,353.2675157180048,54.515433509535335
VF74_132-2_101220_256s_20x25_a,3.862144514683238,0.43172946867703244,1.6993689194118216,0.26881200546859346,143.67826497288385,52.70434164467629,362.9410145546286,67.40261701977249
VF74_132-2_101220_256s_20x25_b,3.871775980155503,0.4325581752475115,1.6987336587636224,0.2685411106019702,131.26131040381065,50.236647753825416,342.08936283698523,65.55250528334048
VF74_132-2_101220_256s_20x25_c,3.9801520771697034,0.44522030645927724,1.7117489091778477,0.2711682718209144,168.89410256785857,55.3609087768825,383.99167037642997,70.70282260790205
VF74_134D-15_101220_256s_15x25_a,6.422195727364073,0.9458208729356212,4.411540832716967,0.8574386960557453,1107.727491853744,177.19727186372117,1283.0522310772278,204.21298244258506
VF74_134D-15_101220_256s_15x25_b,6.318631601277133,0.9294935825225485,4.42165758545375,0.8615334474778809,1118.2549719154274,180.58310490915346,1287.287214508728,207.10039060764078
VF74_134D-15_101220_256s_15x25_c,6.333092201396494,0.9342054117783762,4.434893314539233,0.8656970138554755,1120.4701886772643,179.82142382876935,1309.9582453452435,209.63760323364338
VF74_136-3_101220_256s_20x30_a,4.066904630682801,0.4903243266660754,1.9871540375544836,0.35119066636621027,567.1490140142859,101.82173027566596,559.280156860439,107.48585439126258
VF74_136-3_101220_256s_20x30_b,4.072456705669909,0.49112483090300674,1.9798307677900484,0.3503037886008951,572.1192723198395,105.067435355337,570.3119892513372,111.0161732614124
VF74_136-3_101220_256s_20x30_c,4.049235297226552,0.4881393210218036,1.9836299330710288,0.3507968177332611,573.6633886073827,102.40406869527114,560.7264126501484,107.76286627710317
