,P_H5200_M,P_H4500_M,P_H5200_STD,P_H4500_STD,S2N_P5200,S2N_P4500,ERR_5200,ERR_4500
AC4_OL24_020320_256s_25x30_H2O_a,0.009619971551112584,0.012712181644341396,2.1867252484773105e-05,0.0008255575437614611,5.9681928299856315,12.548124446919326,-,-
AC4_OL24_020320_256s_25x30_H2O_b,0.010811691437553483,0.013307789865410792,0.0004925316156418853,0.0007064606822822398,5.038129392822797,11.461898657772403,-,-
AC4_OL24_020320_256s_25x30_H2O_c,0.009892559423934855,0.012595515576304166,3.84989201211705e-06,0.0003066336188396346,5.682489833195272,11.980139444371252,-,-
AC4_OL27_020520_256s_20x25_a,0.013708867750668175,0.018530973652469432,1.0625781196606671e-05,0.0012695774463042104,7.816145259677967,8.90679235072018,-,-
AC4_OL27_020520_256s_20x25_b,0.012798103763317775,0.0187697069333741,0.0003319437247789657,0.0006533553258829748,6.126134751671597,9.926654654902338,-,-
AC4_OL27_020520_256s_20x25_c,0.012073316891017238,0.018719813264221563,0.0005470940240346078,0.000976801891182673,7.916370996706893,10.46866399102659,-,-
AC4_OL29_012821_256s_10x12_a,0.010986353703057151,0.017639674378346553,0.0005500494180723569,0.002168437007517256,1.3876599822337445,3.5783953652148033,*,*
AC4_OL29_012821_256s_12x22_a,0.013076856889056292,0.01886155392007627,0.0025090104458148745,0.0004723691288145313,1.550442988503742,4.574106335523251,*,-
AC4_OL29_012821_256s_12x22_b,0.01408029934417536,0.01415137365333294,0.00010660593981880481,0.00045930423537807283,2.158184620167086,3.773320084731605,*,*
AC4_OL29_012821_256s_12x22_c,0.01070462707056872,0.011873737094141475,0.0001525489141670018,0.0004919355398388542,1.6831133321066563,3.587410594917715,*,*
AC4_OL32_MI1_021420_256s_25x30_a,0.010406824834440631,0.01078866921832154,6.333974204089554e-05,0.00026742782340880884,5.3648371300802635,9.189891987350984,-,-
AC4_OL32_MI1_021420_256s_25x30_b,0.009925254086035526,0.011303464251093576,9.75577266035531e-05,0.00013464561747812738,6.887858427479983,6.279519004432273,-,-
AC4_OL32_MI1_021420_256s_25x30_c,0.009543520248719089,0.011656619640460034,4.736927155609788e-05,0.0003637505460940533,5.367447038768414,8.656811907716724,-,-
AC4_OL32_MI2_021220_20x35_256s_a,0.021406278143069665,0.015301829912282629,0.00010912600334967523,0.000295277067599148,12.523305000374615,14.5153225826868,-,-
AC4_OL32_MI2_021220_20x35_256s_b,0.021663358283949136,0.01573742116388059,0.00039002400224544416,0.00017847555891814716,10.644271728139136,9.733948501854236,-,-
AC4_OL32_MI2_021220_20x35_256s_c,0.02206306550977628,0.015021959649097602,0.00024003646748785122,0.00038646170528107844,8.760524454428715,8.678913876726961,-,-
AC4_OL36_MI1_021420_256s_20x25_H2O_a,0.01364275096616045,0.005549557358936919,0.0003284911000393901,0.00039628217081976195,6.66719969907922,5.237704737594659,-,-
AC4_OL36_MI1_021420_256s_20x25_H2O_b,0.010891284249156584,0.0073275483385437205,0.00037150803318794116,0.00047860205526414104,6.641012394062773,6.262734727641628,-,-
AC4_OL36_MI1_021420_256s_20x25_H2O_c,0.013635306495470024,0.004314517184011528,0.00012636226319205423,0.0001133428569761205,11.578499166710182,4.294335177204355,-,-
AC4_OL36_MI2_021420_256s_15x20_a,0.006660127956761973,0.0072984687134744165,3.064475345688339e-05,0.0003236862203496415,4.04180139801627,5.641444557575873,-,-
AC4_OL36_MI2_021420_256s_15x20_b,0.005380667063546239,0.007665520012915615,0.00020660219288152478,5.08789211021969e-05,3.0241055733698468,5.394745665425745,*,-
AC4_OL36_MI2_021420_256s_15x20_c,0.006821240147127718,0.00765410363119573,0.0006647089367829823,0.0002972050997795328,4.465248251449608,5.5099211234561025,-,-
AC4_OL3_101220_256s_30x30_a,0.004709818175290716,0.007411931896240021,0.00044557575477735496,0.00024392527441738417,5.187816755021743,7.767773771550055,-,-
AC4_OL3_101220_256s_30x30_b,0.005034649466920848,0.008075932921355694,0.00023312676516968868,0.0006825538960601683,4.714338907989966,9.437177530944426,-,-
AC4_OL3_101220_256s_30x30_c,0.005662164530210511,0.007353954474979127,0.0005956778835616317,9.550786311308318e-05,4.295061220851118,8.941914886805286,-,-
AC4_OL40_021420_256s_15x25_a,0.015468258672120745,0.013911861042327433,0.0005228561001996159,0.0008631871865302614,4.6349524307968215,6.145050067099008,-,-
AC4_OL40_021420_256s_15x25_b,0.013986776047175109,0.012778974760627601,0.000629114704131976,0.001112202171408182,3.283583903610032,4.052489386425723,*,-
AC4_OL40_021420_256s_15x25_c,0.014341502247430521,0.014037181687159783,0.0005098696498693921,0.000547797203765734,3.3372728518727173,5.599708350154567,*,-
AC4_OL43_101220_256s_30x30_a,0.014290402610846862,0.012631786368834108,4.088550625585834e-06,0.00032515206596569633,9.074593996362756,10.966380148878216,-,-
AC4_OL43_101220_256s_30x30_b,0.014638230559168205,0.012452353307011041,0.0003379454151501001,0.0005857520718621861,7.064857809805749,13.503697573219606,-,-
AC4_OL43_101220_256s_30x30_c,0.014977355365815195,0.012335522844465324,0.0008157853703255784,3.089380449940927e-05,8.431158339195868,11.627826146956295,-,-
AC4_OL44_021420_256s_25x25_a,0.009945222680192113,0.01379444055249985,7.464462454369405e-05,0.0009429517534646364,8.779654640354371,13.394731460501072,-,-
AC4_OL44_021420_256s_25x25_b,0.011289293919652383,0.012326798508885156,0.0002727866296718495,0.0004275519311785019,7.0740290087236,13.769878913030022,-,-
AC4_OL44_021420_256s_25x25_c,0.010915797517466276,0.013187520988534499,0.00023655839100281497,0.00069497925115939,7.080083434274603,9.27745400921774,-,-
AC4_OL45_012821_256s_20x25_a,0.009355000349534575,0.011040373354889187,0.0006974375268172805,2.816272950617273e-05,5.09858383261741,4.0771076179907135,-,-
AC4_OL45_012821_256s_20x25_b,0.007131196075971632,0.010508274466109982,0.0007081890344518322,6.612809606473088e-05,3.534864290360019,4.448101369970761,*,-
AC4_OL45_012821_256s_20x25_c,0.008660455595906372,0.011379323276974232,0.0006510594885105972,4.504299537114141e-05,4.857333768933425,5.421521067610937,-,-
AC4_OL46_021420_256s_30x30_a,0.009253963193878749,0.0148156285160076,0.00013146836879884694,0.000822808001883076,7.104878570359479,10.285037041351869,-,-
AC4_OL46_021420_256s_30x30_b,0.009301345343615553,0.014555872924275707,0.00021405075805825256,0.0005566523113424856,8.180414884416507,10.689159327615947,-,-
AC4_OL46_021420_256s_30x30_c,0.009735365390409756,0.014832957847299252,0.00011744616745324848,0.0006503688851890226,7.865745844934769,13.00342396672364,-,-
AC4_OL48_021720_256s_25x25_CO2_a,0.00853397427102334,0.008365235350914312,4.99352572416045e-05,0.00022919296056945755,5.921353715931338,9.936462276428493,-,-
AC4_OL48_021720_256s_25x25_CO2_b,0.009607813538611868,0.008622014880532257,0.0006575443003498065,0.00032858798548112685,5.051593812559155,6.959184504240459,-,-
AC4_OL48_021720_256s_25x25_CO2_c,0.00805541432122807,0.009371419189489154,0.00023832705006410999,0.00031980190044746896,6.119407937639405,7.121188376533147,-,-
AC4_OL48_021720_256s_25x25_H2O_a,0.009474247334261063,0.009278133714494529,4.592601138750904e-06,0.00028786211538084263,6.504086699359494,7.034051904248521,-,-
AC4_OL48_021720_256s_25x25_H2O_b,0.008717012316373228,0.00973768521036427,0.00011861781791510094,7.819918909562204e-05,7.043340241900766,6.654832746551928,-,-
AC4_OL48_021720_256s_25x25_H2O_c,0.009451965106448424,0.010326404871547677,0.00047604283323136133,0.0002960671788403291,7.511575905452754,7.01127485907078,-,-
AC4_OL49_021920_30x30_CO2_a,0.021693605736705535,0.010224740258982531,0.0013316245493430988,3.836270144156936e-05,6.329593940494557,6.53913672543936,-,-
AC4_OL49_021920_30x30_CO2_b,0.02440836344635915,0.011722251522214941,0.0002138676932957182,0.0001461641040533579,8.570885393133691,6.945179116455983,-,-
AC4_OL49_021920_30x30_CO2_c,0.024097245178826433,0.010964273802545478,0.0003759194233990716,3.914180516300512e-05,7.013006911975199,5.0914559155659305,-,-
AC4_OL49_021920_30x30_H2O_a,0.025331048537369408,0.014569659127749069,0.00031455697929206006,6.383366616665592e-05,12.315024116380997,8.238499609496213,-,-
AC4_OL49_021920_30x30_H2O_b,0.023782290687542073,0.012552200960098717,0.0006996143921349505,2.3373454319567825e-05,15.146116028235317,8.45513156069206,-,-
AC4_OL49_021920_30x30_H2O_c,0.025234280904795483,0.014418528983567514,0.0001741526076682705,0.0003446615532128183,10.389191225401957,6.662392209970549,-,-
AC4_OL50_021920_20x20_a,0.009279528520989807,0.009006153999724672,0.00046926438237225614,0.0002618555539272054,6.224311220771476,6.296741802133153,-,-
AC4_OL50_021920_20x20_b,0.009111121199480677,0.008793692893001246,0.0007258173378858813,0.00016521911496865854,5.555328457225047,5.0543072757875676,-,-
AC4_OL50_021920_256s_20x20_c,0.009446796375732612,0.009524981096908837,0.0004471794831809089,0.0003374746040009044,4.558518874885833,7.432976232392583,-,-
AC4_OL51_021920_15x20_a,0.013529357074366219,0.010214062064260093,0.0003489498347751041,0.0003524398937692184,5.814145741156989,4.18923529661212,-,-
AC4_OL51_021920_15x20_b,0.01709349242589279,0.008489369648053309,0.0005957209819288365,0.0010563849087467413,5.1953513236531395,4.41844773194952,-,-
AC4_OL51_021920_15x20_c,0.01400735964661065,0.009290664967025151,4.539203886763583e-06,0.0002547231249166285,3.927624710391354,6.30723371936971,*,-
AC4_OL53_101220_256s_30x30_a,0.009322192683920549,0.012517240668851974,0.00027567240298083834,0.0003200024705329576,6.971514707242577,5.5814343353070415,-,-
AC4_OL53_101220_256s_30x30_b,0.009607074447006399,0.013054433618168139,0.00010432649833225112,0.0004130965979313339,6.777398518256557,5.929297447409876,-,-
AC4_OL53_101220_256s_30x30_c,0.008652493698404356,0.012588437781248962,0.00026145596815806,0.00024636819594721593,6.1808337823236075,5.975838204619234,-,-
AC4_RH1_OL2_022120_256s_30x30_a,0.008714616763275843,0.016314906894034874,6.080522058107394e-05,0.0007100442410083626,5.2170768186606,14.811797655402463,-,-
AC4_RH1_OL2_022120_256s_30x30_b,0.008032477420359304,0.014457384669274416,9.857462045868636e-06,0.0002790829381711519,5.510898126733893,13.885009797064638,-,-
AC4_RH1_OL2_022120_256s_30x30_c,0.008835389475895824,0.01482877968854116,0.00012054550581461134,0.0003543011046489916,3.4889328968960753,16.746128116073095,*,-
AC4_RH1_OL3_MI1_022120_256s_20x25_a,0.00896071152951639,0.006967925080866712,0.0006766834151447783,0.0007236949741152994,4.020415928732494,8.227443660064027,-,-
AC4_RH1_OL3_MI1_022120_256s_20x25_b,0.010683245603110425,0.007058756574991346,0.0005890895418626071,0.00028088996209005626,3.7890648868754546,4.177313107287525,*,-
AC4_RH1_OL3_MI1_022120_256s_20x25_c,0.007687934807388621,0.007386950626109547,4.8401641305104486e-05,0.0001733779844845656,4.39747920105815,3.612383245823898,-,*
AC4_RH1_OL3_MI2_022120_256s_20x20_a,0.0072491663677945505,0.008981103963423621,5.3795199463185534e-05,0.00016258438930265816,2.595311822737926,3.1486816197139578,*,*
AC4_RH1_OL3_MI2_022120_256s_20x20_b,0.006069397548352986,0.007462211012538676,0.0003429025691112875,0.000590275853092639,1.7441936813573815,4.380026608832416,*,-
AC4_RH1_OL3_MI2_022120_256s_20x20_c,0.006973220887802293,0.00721780780075896,0.0013783555532421619,0.0006364562046089696,2.291754106029986,2.8733913388709253,*,*
AC4_RH3_OL1BIG_022120_256s_20x25_a,0.016826751062809498,0.011931306785988,0.001079913756028127,0.0013524260876416057,17.44212046242035,5.921807147811324,-,-
AC4_RH3_OL1BIG_022120_256s_20x25_b,0.016214800396706777,0.011162543842647797,0.00042945146290193,0.0008915194447201749,9.022004842059943,5.438152493960544,-,-
AC4_RH3_OL1BIG_022120_256s_20x25_c,0.017673794397760317,0.011074464774827403,0.001187238725715393,0.0008615284525100708,11.113176770757391,5.609078268217211,-,-
AC4_RH3_OL1SMALL_022120_256s_20x25_a,0.005734612230413727,0.014188687356137453,2.006945244298978e-05,0.0005470643622307221,2.4281055010517303,9.966405778307617,*,-
AC4_RH3_OL1SMALL_022120_256s_20x25_b,0.005781128838723848,0.014377510582978502,1.7565078230684963e-05,0.000832647199965145,3.094119078897954,8.739549883757991,*,-
AC4_RH3_OL1SMALL_022120_256s_20x25_c,0.006853015401289957,0.014838327024540835,6.457489466058296e-05,0.0006384259606960885,6.431593155121219,19.222726220245807,-,-
AC4_RH3_OL2_022120_256s_30x30_a,0.009979379908915377,0.009635636112531947,1.655566949491052e-05,0.00029277691327490754,5.479580197204424,8.379523969961793,-,-
AC4_RH3_OL2_022120_256s_30x30_b,0.009749319871358299,0.009372630085330262,0.0008138766783191573,0.00012883847197047574,5.077396247669699,7.696107858259405,-,-
AC4_RH3_OL2_022120_256s_30x30_c,0.009630217401808222,0.01011571119529799,0.00017711956225825208,0.000684958917505832,6.113443570258629,6.58434746680359,-,-
AC4_RH3_OL3_022120_256s_20x20_a,0.019790229381990012,0.01821377447096195,0.0002400023977018031,0.0004954117361721779,5.847039255968667,10.973496584084684,-,-
AC4_RH3_OL3_022120_256s_20x20_b,0.019362008993373776,0.01898763094609877,0.0005608148676708805,0.0004806297402871028,4.9967465816294485,8.96621432522866,-,-
AC4_RH3_OL3_022120_256s_20x20_c,0.020507053244021547,0.01703912183333904,0.0007755210963323268,0.00023083834047005376,9.289771170518195,5.9670212744095865,-,-
VF74_127-7_101220_256s_15x20_a,0.014365649203002347,0.01243622261192853,0.0015253410248561535,0.0004111215045158098,4.658540673011288,3.7936031321875205,-,*
VF74_127-7_101220_256s_15x20_b,0.012479448678164121,0.01173835370761002,0.0011311476222572638,0.00026912208652202175,2.8791171988963007,4.351458691866877,*,-
VF74_127-7_101220_256s_15x20_c,0.012891019239024882,0.010657595015833974,0.00015317009613873586,0.00023177505571245487,3.8768554648897116,4.323709565667714,*,-
VF74_131-1_101220_256s_25x50_a,0.013093068511387801,0.008861959012710082,5.75220844266541e-05,0.0002589703988518955,9.879324121650532,9.785091443109472,-,-
VF74_131-1_101220_256s_25x50_b,0.01309577400291379,0.009507957869055651,0.0006136999935625361,0.00012032634751729776,12.56114028794716,8.44062358712403,-,-
VF74_131-1_101220_256s_25x50_c,0.013381875001844254,0.008921405726698502,0.0004735299953218835,5.019521970782657e-05,9.367602222601247,8.883350175996343,-,-
VF74_131-9_MI1_101220_256s_15x30_a,0.00810547307293842,0.014335951628666957,0.00030543590521782724,0.0006542116865843926,4.4655289865366585,7.639023636759813,-,-
VF74_131-9_MI1_101220_256s_15x30_b,0.006786641303504201,0.013571049368855241,0.00016503026074684538,0.00018477197745735656,3.503889357288635,5.702680043893881,*,-
VF74_131-9_MI1_101220_256s_15x30_c,0.007623004285449274,0.015514289534368966,0.00026954717679857554,0.00132393968712719,3.5696848410145243,6.564724515615349,*,-
VF74_131-9_MI2_101220_256s_20x25_a,0.003858026068576777,0.0039051423992927186,0.00014245001473073407,0.00012776603583708598,2.8653713688533133,3.482588819464132,*,*
VF74_131-9_MI2_101220_256s_20x25_b,0.005366634315114483,0.003879627063070882,0.00015901408887573004,0.0005107928673093289,3.5825136020794113,3.9821314755615425,*,*
VF74_131-9_MI2_101220_256s_20x25_c,0.00412129621171984,0.0040188731797409704,4.701823069039526e-05,6.77079057671831e-05,3.020642315822494,3.5979986940258417,*,*
VF74_132-1_101220_256s_40x50_a,0.01104803595504981,0.012173650545745323,2.2036121396170457e-05,0.0007508734555095175,8.381701714869864,10.228157091247164,-,-
VF74_132-1_101220_256s_40x50_b,0.011834422452842922,0.011944825953497657,0.0001355446878403259,0.0007418328233979074,9.539266287370882,10.408677413486897,-,-
VF74_132-1_101220_256s_40x50_c,0.011783551276388679,0.012099824246375892,0.0003240581851807079,0.0006868867928674012,11.9252813875064,10.007631687347866,-,-
VF74_132-2_101220_256s_20x25_a,0.016119167677195154,0.00818624819227705,0.0007628774820700235,0.0006019784231569823,9.19702187483788,6.164025796208029,-,-
VF74_132-2_101220_256s_20x25_b,0.015535321977279498,0.00799050449671624,0.0001767142739232507,0.00036024028364321016,10.321247580721645,6.9456139111817,-,-
VF74_132-2_101220_256s_20x25_c,0.015584679467151264,0.008568161591626459,9.845370454082242e-06,0.00025655884368161236,12.953420632360604,6.472753273322501,-,-
VF74_134D-15_101220_256s_15x25_a,0.013790055893532624,0.016192378085607445,2.2939055317156344e-05,0.0008661090939438518,7.974660263946507,7.377357888429405,-,-
VF74_134D-15_101220_256s_15x25_b,0.012640759160271346,0.015574743358536139,1.1257251775674947e-05,0.000795040288845737,5.371114985586984,7.230334867870092,-,-
VF74_134D-15_101220_256s_15x25_c,0.01229903762403693,0.015652088430447516,0.0001587560669034115,0.0006282664850256582,6.336260444427393,10.778030231092108,-,-
VF74_136-3_101220_256s_20x30_a,0.011132899629542678,0.008591022220165277,0.00016998734864205893,0.00022260907705454498,7.687453711784822,7.34244160241223,-,-
VF74_136-3_101220_256s_20x30_b,0.010916258475788226,0.007708496701494958,0.0006480461645420922,0.00022445915312014773,9.097242904993736,8.782199087295593,-,-
VF74_136-3_101220_256s_20x30_c,0.011280057364135248,0.007504615381373224,0.0005685312726801259,0.0004918690936577215,10.623644352537326,11.363711720394901,-,-
