,H2OT_3550_SAT,H2Om_5200_M,H2Om_5200_M_STD,OH_4500_M,OH_4500_M_STD,P_H5200_S2N,P_H4500_S2N,ERR_5200,ERR_4500
AC4_EUH102_030920_256s_15x20_a,-,1.5736816349663738,0.3472351320779623,1.94488528876794,0.49514554684198836,5.067716338727289,6.810505932982275,-,-
AC4_EUH102_030920_256s_15x20_b,-,1.8543077403400248,0.4227767026749587,1.9791347407200597,0.4758397257807653,4.691192973610843,8.864997984509355,-,-
AC4_EUH102_030920_256s_15x20_c,-,2.0274519248551233,0.5212111556152846,2.3072554486493964,0.5754041023799317,4.772855129010358,5.593922063908188,-,-
AC4_EUH33_030920_256s_20x20_a,-,0.6159991249493453,0.1375475735330472,1.7611572954788084,0.3913203025627898,2.8448799928665482,7.261573609756378,*,-
AC4_EUH33_030920_256s_20x20_b,-,0.5767633948663848,0.12490799540071638,1.7104125476407717,0.387091463117311,2.0559941659560392,8.696239081665773,*,-
AC4_EUH33_030920_256s_20x20_c,-,0.547188817436078,0.11705786989207205,1.8355960137990552,0.43417224711923413,2.4773180164660333,8.765387976945915,*,-
AC4_OL21_012821_256s_20x20_a,-,1.0838595488794716,0.24645457431161552,1.9743874435020368,0.4865974673206886,1.5609351767186925,5.03103896943432,*,-
AC4_OL21_012821_256s_20x20_b,-,1.2985117348992337,0.2937262221277237,1.7501317822823064,0.4314979821488815,1.6560655608462966,5.878309388525545,*,-
AC4_OL21_012821_256s_20x20_c,-,1.5159415698667098,0.354174811892019,1.9012809482830808,0.4981641899107888,2.9598710245233932,3.5217220837493364,*,*
AC4_OL21_012821_256s_20x25_a,-,1.7622690808943031,0.4552535083465778,1.6836787119507162,0.41612050632654923,4.881439968034543,4.558319245439692,-,-
AC4_OL21_012821_256s_20x25_b,-,1.6517650859825341,0.3750231581048598,1.9065677974960624,0.5089380937434738,2.500380899297564,3.362320327015844,*,*
AC4_OL21_012821_256s_20x25_c,-,1.4128869469369232,0.34181240816849345,1.9500417854101664,0.4786540067904631,2.139550402634572,3.1528834792396587,*,*
AC4_OL24_020320_256s_25x25_CO2_a,-,1.5574220571833255,0.30104681010235773,1.4477702945384416,0.3062316353514338,6.617009844290588,7.735916824332736,-,-
AC4_OL24_020320_256s_25x25_CO2_b,-,1.5449611042078537,0.3143973175125103,1.2338213090169858,0.26171320707516704,7.700502976723812,8.12868275524942,-,-
AC4_OL24_020320_256s_25x25_CO2_c,-,1.635504739572889,0.3171922999408789,1.249955235925196,0.26489367564832267,5.179531210637144,11.5833914869921,-,-
AC4_OL24_020320_256s_25x30_H2O_a,-,1.02499966103211,0.19792387968165953,1.5878916556912102,0.35409489325123716,5.9681928299856315,12.548124446919326,-,-
AC4_OL24_020320_256s_25x30_H2O_b,-,1.1525441210584575,0.2292883788230794,1.6631089258461917,0.3643244422736816,5.038129392822797,11.461898657772403,-,-
AC4_OL24_020320_256s_25x30_H2O_c,-,1.0546122625346062,0.20361671939022022,1.574167497054103,0.3350132511290548,5.682489833195272,11.980139444371252,-,-
AC4_OL27_020520_256s_20x25_a,*,1.208464055122642,0.24334136182673666,1.9018263821046661,0.44029245661838545,7.816145259677967,8.90679235072018,-,-
AC4_OL27_020520_256s_20x25_b,*,1.128178391752705,0.22909465363883183,1.9263274828253185,0.42953423977715044,6.126134751671597,9.926654654902338,-,-
AC4_OL27_020520_256s_20x25_c,*,1.0642869822847514,0.22011522955838625,1.9212069156023621,0.4350161047234116,7.916370996706893,10.46866399102659,-,-
AC4_OL29_012821_256s_10x12_a,-,1.353057274592713,0.28144085011130976,2.536804077341985,0.648128744851578,1.3876599822337445,3.5783953652148033,*,*
AC4_OL29_012821_256s_12x22_a,-,1.6097707710259184,0.46056463131847536,2.71126454922441,0.5986793761075736,1.550442988503742,4.574106335523251,*,-
AC4_OL29_012821_256s_12x22_b,-,1.733575154501532,0.3484448317972817,2.0345255296598195,0.4511285968072557,2.158184620167086,3.773320084731605,*,*
AC4_OL29_012821_256s_12x22_c,-,1.3176254488950998,0.2654324324935821,1.7066388216710788,0.3819620435364169,1.6831133321066563,3.587410594917715,*,*
AC4_OL32_MI1_021420_256s_25x30_a,*,0.8590952856523076,0.16542005124299072,1.0425408628514075,0.22225892012277454,5.3648371300802635,9.189891987350984,-,-
AC4_OL32_MI1_021420_256s_25x30_b,-,0.8299231138463622,0.16007753829137872,1.1063942476903401,0.23411378142574976,6.887858427479983,6.279519004432273,-,-
AC4_OL32_MI1_021420_256s_25x30_c,*,0.7878285052966968,0.1519269690609124,1.1264134669416166,0.24067413492654474,5.367447038768414,8.656811907716724,-,-
AC4_OL32_MI2_021220_20x35_256s_a,*,1.8500838256341234,0.36694290001459234,1.542683787699346,0.33525202247245023,12.523305000374615,14.5153225826868,-,-
AC4_OL32_MI2_021220_20x35_256s_b,*,1.8723025320974342,0.3724729487015097,1.5865987681791935,0.3438138080081925,10.644271728139136,9.733948501854236,-,-
AC4_OL32_MI2_021220_20x35_256s_c,*,1.9068480924489097,0.3780299740651461,1.5144681219816052,0.33051125798396,8.760524454428715,8.678913876726961,-,-
AC4_OL36_MI1_021420_256s_20x25_H2O_a,-,2.0163153244850442,0.4312988346659858,0.9525590459389696,0.2309707883908515,6.66719969907922,5.237704737594659,-,-
AC4_OL36_MI1_021420_256s_20x25_H2O_b,-,1.6148843909489765,0.34791105321277777,1.2618220083601686,0.30345457698286227,6.641012394062773,6.262734727641628,-,-
AC4_OL36_MI1_021420_256s_20x25_H2O_c,-,2.014712810080426,0.4287810007805181,0.7403848239748957,0.17172493433012945,11.578499166710182,4.294335177204355,-,-
AC4_OL36_MI2_021420_256s_15x20_a,-,1.002785465722879,0.21750726539082646,1.272494628695393,0.30492593544085833,4.04180139801627,5.641444557575873,-,-
AC4_OL36_MI2_021420_256s_15x20_b,-,0.8101268696591937,0.17883591882146915,1.3364640709099003,0.3137040106166069,3.0241055733698468,5.394745665425745,*,-
AC4_OL36_MI2_021420_256s_15x20_c,-,1.025419617017941,0.24702274410823574,1.3323900154829498,0.31768105087670434,4.465248251449608,5.5099211234561025,-,-
AC4_OL3_101220_256s_30x30_a,-,0.6577194255971796,0.14986781477782993,1.2076368761675162,0.2722883058807347,5.187816755021743,7.767773771550055,-,-
AC4_OL3_101220_256s_30x30_b,-,0.7031352419903026,0.14814737096361602,1.315923821122554,0.3165039262530424,4.714338907989966,9.437177530944426,-,-
AC4_OL3_101220_256s_30x30_c,-,0.7907406482797753,0.1841218192567326,1.1982320586371242,0.26744424922779764,4.295061220851118,8.941914886805286,-,-
AC4_OL40_021420_256s_15x25_a,-,1.3249028209041451,0.2515700131712858,1.4009894727341714,0.30182046556914943,4.6349524307968215,6.145050067099008,-,-
