,H2OT_3550_SAT,H2Om_5200_M,H2Om_5200_M_STD,OH_4500_M,OH_4500_M_STD,P_H5200_S2N,P_H4500_S2N,ERR_5200,ERR_4500
AC4_OL40_021420_256s_15x25_b,-,1.198284331859546,0.23015653582432136,1.2871978750569482,0.2892832986166796,3.283583903610032,4.052489386425723,*,-
AC4_OL40_021420_256s_15x25_c,-,1.228688749216662,0.23343724139081617,1.4139504795921474,0.2960388708571381,3.3372728518727173,5.599708350154567,*,-
AC4_OL43_101220_256s_30x30_a,*,1.3098101060006495,0.23670120474979983,1.367627934409391,0.27513290066528606,9.074593996362756,10.966380148878216,-,-
AC4_OL43_101220_256s_30x30_b,*,1.341690842622791,0.24459416204348108,1.3482009380574502,0.27691994614579685,7.064857809805749,13.503697573219606,-,-
AC4_OL43_101220_256s_30x30_c,*,1.3727738786321884,0.2599072847070448,1.335551847936538,0.26691044870824426,8.431158339195868,11.627826146956295,-,-
AC4_OL44_021420_256s_25x25_a,-,1.2013716786429018,0.23499411496621786,1.9530652371367547,0.4410612658796395,8.779654640354371,13.394731460501072,-,-
AC4_OL44_021420_256s_25x25_b,-,1.3640866929107704,0.2690909297067328,1.7457227414930407,0.37873154890513644,7.0740290087236,13.769878913030022,-,-
AC4_OL44_021420_256s_25x25_c,-,1.3188934438727913,0.25950559652529814,1.8675282597357328,0.4128797158787497,7.080083434274603,9.27745400921774,-,-
AC4_OL45_012821_256s_20x25_a,-,2.3190685874520534,0.5770305288647787,3.1703902761909366,0.8016862708835731,5.09858383261741,4.0771076179907135,-,-
AC4_OL45_012821_256s_20x25_b,-,1.7667907026181577,0.45769122971682236,3.015874858785052,0.7642168147105627,3.534864290360019,4.448101369970761,*,-
AC4_OL45_012821_256s_20x25_c,-,2.146227583872105,0.5350167109357716,3.2667105137387717,0.8263206781582018,4.857333768933425,5.421521067610937,-,-
AC4_OL46_021420_256s_30x30_a,*,0.9291985927478429,0.20288531856268632,1.7144098430403474,0.41736149587254007,7.104878570359479,10.285037041351869,-,-
AC4_OL46_021420_256s_30x30_b,*,0.9339562761246182,0.20500175977186136,1.6843518847992394,0.4036469685321105,8.180414884416507,10.689159327615947,-,-
AC4_OL46_021420_256s_30x30_c,*,0.9880634195916654,0.21572737042256912,1.7348987062633867,0.41657012411159683,7.865745844934769,13.00342396672364,-,-
AC4_OL48_021720_256s_25x25_CO2_a,-,1.4624992156102998,0.30129457601828497,1.6783348998177219,0.3787232500984908,5.921353715931338,9.936462276428493,-,-
AC4_OL48_021720_256s_25x25_CO2_b,-,1.6466969358508845,0.3590235617746231,1.730031569612995,0.3940998235981165,5.051593812559155,6.959184504240459,-,-
AC4_OL48_021720_256s_25x25_CO2_c,-,1.3807030822033943,0.28753478595788584,1.8805025424571384,0.42638676546651016,6.119407937639405,7.121188376533147,-,-
AC4_OL48_021720_256s_25x25_H2O_a,-,1.6269694121813538,0.33452112616529284,1.8653118353592126,0.42269146576439104,6.504086699359494,7.034051904248521,-,-
AC4_OL48_021720_256s_25x25_H2O_b,-,1.4970563486682666,0.30913216799812626,1.9578633085453947,0.4380805265239007,7.043340241900766,6.654832746551928,-,-
AC4_OL48_021720_256s_25x25_H2O_c,-,1.623244689573706,0.3449236382849756,2.0761903993248434,0.4691476597995074,7.511575905452754,7.01127485907078,-,-
AC4_OL49_021920_30x30_CO2_a,*,1.5752293038472864,0.3150728714347469,0.8702720055793557,0.18137763286946318,6.329593940494557,6.53913672543936,-,-
AC4_OL49_021920_30x30_CO2_b,*,1.7723549430330359,0.3362289658335098,0.9977316864535014,0.20824786267138312,8.570885393133691,6.945179116455983,-,-
AC4_OL49_021920_30x30_CO2_c,*,1.7497638340247936,0.33305500081139006,0.9332169140902912,0.1939856349389415,7.013006911975199,5.0914559155659305,-,-
AC4_OL49_021920_30x30_H2O_a,*,1.857485105053434,0.35260705468046744,1.2523111685675725,0.2608285001912226,12.315024116380997,8.238499609496213,-,-
AC4_OL49_021920_30x30_H2O_b,*,1.7439171793852608,0.3349915843455784,1.0789038586700805,0.22477562634645346,15.146116028235317,8.45513156069206,-,-
AC4_OL49_021920_30x30_H2O_c,*,1.8503892899752628,0.3507195693554284,1.2393210247483994,0.2598777197821619,10.389191225401957,6.662392209970549,-,-
AC4_OL50_021920_20x20_a,-,1.288216147552675,0.2721312306514073,1.458772441889861,0.32740754915019443,6.224311220771476,6.296741802133153,-,-
AC4_OL50_021920_20x20_b,-,1.2647179846114756,0.27952308741815607,1.424224717619892,0.3182670864471983,5.555328457225047,5.0543072757875676,-,-
AC4_OL50_021920_256s_20x20_c,-,1.3113735474032686,0.2757280651696243,1.542735029833447,0.34902738677891887,4.558518874885833,7.432976232392583,-,-
AC4_OL51_021920_15x20_a,-,1.5933063249734791,0.30888694100624803,1.4127365485576706,0.30188602050873403,5.814145741156989,4.18923529661212,-,-
AC4_OL51_021920_15x20_b,-,2.012319013142642,0.3939537597457578,1.1737673862557607,0.291622164618531,5.1953513236531395,4.41844773194952,-,-
AC4_OL51_021920_15x20_c,-,1.6492382824949612,0.31698377500591435,1.2847377757927971,0.2735398561881462,3.927624710391354,6.30723371936971,*,-
AC4_OL53_101220_256s_30x30_a,-,1.767206816293441,0.4014200453764097,2.743856433672946,0.6700534606162727,6.971514707242577,5.5814343353070415,-,-
AC4_OL53_101220_256s_30x30_b,-,1.8210489668577161,0.4108416379049553,2.861356568293296,0.701424458423488,6.777398518256557,5.929297447409876,-,-
AC4_OL53_101220_256s_30x30_c,-,1.6398925199252046,0.37253527519778123,2.758858395340535,0.6709680863401809,6.1808337823236075,5.975838204619234,-,-
AC4_RH1_OL2_022120_256s_30x30_a,*,0.8757735357452486,0.17324625539611233,1.9152887685583673,0.4235275919992344,5.2170768186606,14.811797655402463,-,-
AC4_RH1_OL2_022120_256s_30x30_b,*,0.807222089313955,0.1592797607600291,1.697224915816919,0.3681299768338374,5.510898126733893,13.885009797064638,-,-
AC4_RH1_OL2_022120_256s_30x30_c,*,0.8879105635028509,0.17586236453635132,1.7408248403350417,0.378425384620748,3.4889328968960753,16.746128116073095,*,-
AC4_RH1_OL3_MI1_022120_256s_20x25_a,-,1.8665225224254811,0.4727423321174335,1.664708062388687,0.46676511853119146,4.020415928732494,8.227443660064027,-,-
AC4_RH1_OL3_MI1_022120_256s_20x25_b,-,2.225846470579075,0.5499228983833562,1.6868018545941958,0.43939774565133477,3.7890648868754546,4.177313107287525,*,-
AC4_RH1_OL3_MI1_022120_256s_20x25_c,-,1.6016761968654036,0.3837492067434689,1.765119438966698,0.4552343357255402,4.39747920105815,3.612383245823898,-,*
AC4_RH1_OL3_MI2_022120_256s_20x20_a,-,1.5701554068933297,0.39635974725063083,2.214030173193927,0.5955885912668649,2.595311822737926,3.1486816197139578,*,*
AC4_RH1_OL3_MI2_022120_256s_20x20_b,-,1.3147849667765972,0.34092351439643603,1.839822432478676,0.5189861617168813,1.7441936813573815,4.380026608832416,*,-
AC4_RH1_OL3_MI2_022120_256s_20x20_c,-,1.5101535254061307,0.5006632410616401,1.7790667012382189,0.5069012692791964,2.291754106029986,2.8733913388709253,*,*
AC4_RH3_OL1BIG_022120_256s_20x25_a,-,2.193774276871505,0.46710972644945453,1.8164314168341629,0.45590349728353236,17.44212046242035,5.921807147811324,-,-
AC4_RH3_OL1BIG_022120_256s_20x25_b,-,2.11369158406651,0.4306890171344413,1.6991530952637637,0.4016738432181501,9.022004842059943,5.438152493960544,-,-
AC4_RH3_OL1BIG_022120_256s_20x25_c,-,2.3043849142591126,0.49326380276413684,1.6861153924868626,0.3965693952525922,11.113176770757391,5.609078268217211,-,-
AC4_RH3_OL1SMALL_022120_256s_20x25_a,-,0.7466637185811412,0.15071419355620796,2.157260211977081,0.48274575564278077,2.4281055010517303,9.966405778307617,*,-
AC4_RH3_OL1SMALL_022120_256s_20x25_b,-,0.7528240501282144,0.15203235917904473,2.1862702977941524,0.5004487601636209,3.094119078897954,8.739549883757991,*,-
AC4_RH3_OL1SMALL_022120_256s_20x25_c,-,0.89254237457451,0.1802458358585865,2.2566873604379634,0.5076296806872433,6.431593155121219,19.222726220245807,-,-
AC4_RH3_OL2_022120_256s_30x30_a,-,1.4781142680639296,0.34598180264895756,1.6327371544533493,0.41316487469660895,5.479580197204424,8.379523969961793,-,-
AC4_RH3_OL2_022120_256s_30x30_b,-,1.4435585755783005,0.3626713540264019,1.58764353881156,0.39969389408521444,5.077396247669699,7.696107858259405,-,-
AC4_RH3_OL2_022120_256s_30x30_c,-,1.426437640237332,0.3348033506084277,1.7141331450524668,0.44902638996479644,6.113443570258629,6.58434746680359,-,-
AC4_RH3_OL3_022120_256s_20x20_a,-,1.6171051823834273,0.30703719760281284,1.745721086769068,0.36684268825667354,5.847039255968667,10.973496584084684,-,-
AC4_RH3_OL3_022120_256s_20x20_b,*,1.5766629363537785,0.30257756803831914,1.8136216234806024,0.38035999483919275,4.9967465816294485,8.96621432522866,-,-
AC4_RH3_OL3_022120_256s_20x20_c,*,1.6699047497988175,0.32357470546677547,1.627507922909857,0.3397366012217191,9.289771170518195,5.9670212744095865,-,-
VF74_127-7_101220_256s_15x20_a,-,3.639643287272122,0.9190452080344476,3.6919489131465197,0.9037210049800131,4.658540673011288,3.7936031321875205,-,*
VF74_127-7_101220_256s_15x20_b,-,3.1567415317553893,0.7732687164189754,3.4792404801158625,0.8474629337171148,2.8791171988963007,4.351458691866877,*,-
VF74_127-7_101220_256s_15x20_c,-,3.2660171940181053,0.7387772736707608,3.163909513973753,0.7710863139016431,3.8768554648897116,4.323709565667714,*,-
VF74_131-1_101220_256s_25x50_a,-,2.167599523383926,0.4068478691381836,1.7458938670694562,0.3617905286935053,9.879324121650532,9.785091443109472,-,-
VF74_131-1_101220_256s_25x50_b,-,2.167743306451987,0.4213574985274414,1.8728992972161242,0.38425997030954256,12.56114028794716,8.44062358712403,-,-
VF74_131-1_101220_256s_25x50_c,-,2.215865055541706,0.4242149382145509,1.7579646033286167,0.36085629372734396,9.367602222601247,8.883350175996343,-,-
VF74_131-9_MI1_101220_256s_15x30_a,-,2.6007877888653264,0.6635636168794051,5.364083124710432,1.4656945591574144,4.4655289865366585,7.639023636759813,-,-
VF74_131-9_MI1_101220_256s_15x30_b,-,2.178651406495872,0.5513200497123513,5.080292335274735,1.3665094179824635,3.503889357288635,5.702680043893881,*,-
VF74_131-9_MI1_101220_256s_15x30_c,-,2.447761880444457,0.6231928805861494,5.809213228945705,1.6468253949418925,3.5696848410145243,6.564724515615349,*,-
VF74_131-9_MI2_101220_256s_20x25_a,-,1.2595965227759491,0.33062097519451394,1.4782559264101178,0.4105946084035038,2.8653713688533133,3.482588819464132,*,*
VF74_131-9_MI2_101220_256s_20x25_b,-,1.7523792083660912,0.4591059039956044,1.4687995382247083,0.4566718848939175,3.5825136020794113,3.9821314755615425,*,*
VF74_131-9_MI2_101220_256s_20x25_c,-,1.3483555150846707,0.35158023986937903,1.5244786495230374,0.4204022207750418,3.020642315822494,3.5979986940258417,*,*
VF74_132-1_101220_256s_40x50_a,-,1.1604500567164824,0.23028426604101299,1.4933423682346965,0.33801823505430884,8.381701714869864,10.228157091247164,-,-
VF74_132-1_101220_256s_40x50_b,-,1.2432135440620014,0.2468846391947034,1.4654657458478084,0.33225379797024013,9.539266287370882,10.408677413486897,-,-
VF74_132-1_101220_256s_40x50_c,-,1.237923836819361,0.24799974854988807,1.4845470712287185,0.33382252264169293,11.9252813875064,10.007631687347866,-,-
VF74_132-2_101220_256s_20x25_a,-,2.628403389090451,0.508693129687901,1.588585917988915,0.3479888594591981,9.19702187483788,6.164025796208029,-,-
VF74_132-2_101220_256s_20x25_b,-,2.5334369796989704,0.47453786688870336,1.550745188958734,0.32549912267777276,10.321247580721645,6.9456139111817,-,-
VF74_132-2_101220_256s_20x25_c,-,2.5441456491647196,0.4756720574825546,1.6645932909315004,0.344263355812793,12.953420632360604,6.472753273322501,-,-
VF74_134D-15_101220_256s_15x25_a,-,3.7697831032628164,0.8703453435279942,5.190551703978987,1.320704437279568,7.974660263946507,7.377357888429405,-,-
VF74_134D-15_101220_256s_15x25_b,-,3.4523400887452977,0.7969219308838388,4.98785548449967,1.2659481675562418,5.371114985586984,7.230334867870092,-,-
VF74_134D-15_101220_256s_15x25_c,-,3.3594552138708202,0.7777397556245391,5.01328699211725,1.2586424123442743,6.336260444427393,10.778030231092108,-,-
VF74_136-3_101220_256s_20x30_a,-,2.408701734773233,0.5304125240470159,2.1692878125680526,0.5171689164101899,7.687453711784822,7.34244160241223,-,-
VF74_136-3_101220_256s_20x30_b,-,2.361955022425059,0.5387822531930124,1.9465479488173492,0.4653273931588868,9.097242904993736,8.782199087295593,-,-
VF74_136-3_101220_256s_20x30_c,-,2.4401277253274984,0.5503465848714207,1.8946425768666981,0.4678158363104993,10.623644352537326,11.363711720394901,-,-
