,Density,Tau,Na/Na+Ca,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2
AC4_EUH102_030920_256s_15x20_a,2727.608859553304,0.6851823312650657,0.41002365267626967,64.6261230787161,7.413395412892848,34.73670654704931,8.518260547883045,295.0538254440298,18.506460787578483
AC4_EUH102_030920_256s_15x20_b,2727.459683305461,0.6851823312650657,0.41002365267626967,64.6261230787161,7.413395412892848,34.73670654704931,8.518260547883045,295.0538254440298,18.506460787578483
AC4_EUH102_030920_256s_15x20_c,2726.7917873746187,0.6851823312650657,0.41002365267626967,64.6261230787161,7.413395412892848,34.73670654704931,8.518260547883045,295.0538254440298,18.506460787578483
AC4_EUH33_030920_256s_20x20_a,2716.9773773492616,0.7024685960873437,0.5298983072219998,65.85982117136143,7.50549736416887,36.88453418208276,8.623659683205839,252.47371281371736,20.96472563774332
AC4_EUH33_030920_256s_20x20_b,2716.852793984992,0.7024685960873437,0.5298983072219998,65.85982117136143,7.50549736416887,36.88453418208276,8.623659683205839,252.47371281371736,20.96472563774332
AC4_EUH33_030920_256s_20x20_c,2716.914523476708,0.7024685960873437,0.5298983072219998,65.85982117136143,7.50549736416887,36.88453418208276,8.623659683205839,252.47371281371736,20.96472563774332
AC4_OL21_012821_256s_20x20_a,2705.586721595659,0.6913363813372836,0.46813268304559097,65.06532957671875,7.44613595753537,35.50135055478512,8.555853487547198,274.4131898789859,19.71909234777272
AC4_OL21_012821_256s_20x20_b,2705.970359817412,0.6913363813372836,0.46813268304559097,65.06532957671875,7.44613595753537,35.50135055478512,8.555853487547198,274.4131898789859,19.71909234777272
AC4_OL21_012821_256s_20x20_c,2705.070916324051,0.6913363813372836,0.46813268304559097,65.06532957671875,7.44613595753537,35.50135055478512,8.555853487547198,274.4131898789859,19.71909234777272
AC4_OL21_012821_256s_20x25_a,2707.5617112814716,0.6913363813372836,0.46813268304559097,65.06532957671875,7.44613595753537,35.50135055478512,8.555853487547198,274.4131898789859,19.71909234777272
AC4_OL21_012821_256s_20x25_b,2707.629231954633,0.6913363813372836,0.46813268304559097,65.06532957671875,7.44613595753537,35.50135055478512,8.555853487547198,274.4131898789859,19.71909234777272
AC4_OL21_012821_256s_20x25_c,2707.5390259704977,0.6913363813372836,0.46813268304559097,65.06532957671875,7.44613595753537,35.50135055478512,8.555853487547198,274.4131898789859,19.71909234777272
AC4_OL24_020320_256s_25x25_CO2_a,2676.5949214833154,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365
AC4_OL24_020320_256s_25x25_CO2_b,2677.1918574714737,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365
AC4_OL24_020320_256s_25x25_CO2_c,2677.477021767363,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365
AC4_OL24_020320_256s_25x30_H2O_a,2663.2556334838155,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365
AC4_OL24_020320_256s_25x30_H2O_b,2661.943732122748,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365
AC4_OL24_020320_256s_25x30_H2O_c,2661.8197269437346,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365
AC4_OL27_020520_256s_20x25_a,2703.042229818399,0.6938679718965307,0.4894433428700049,65.24600588108018,7.459620090535434,35.81590203364094,8.571295485709122,266.84353056285704,20.153502349839304
AC4_OL27_020520_256s_20x25_b,2706.131640531873,0.6938679718965307,0.4894433428700049,65.24600588108018,7.459620090535434,35.81590203364094,8.571295485709122,266.84353056285704,20.153502349839304
AC4_OL27_020520_256s_20x25_c,2705.89727265568,0.6938679718965307,0.4894433428700049,65.24600588108018,7.459620090535434,35.81590203364094,8.571295485709122,266.84353056285704,20.153502349839304
AC4_OL29_012821_256s_10x12_a,2695.6796026788415,0.6990289055417284,0.5096699903459956,65.6143349596758,7.487137017473631,36.4571507949953,8.602735335466528,259.6589181781535,20.561207754386956
AC4_OL29_012821_256s_12x22_a,2696.933323633945,0.6990289055417284,0.5096699903459956,65.6143349596758,7.487137017473631,36.4571507949953,8.602735335466528,259.6589181781535,20.561207754386956
AC4_OL29_012821_256s_12x22_b,2696.4979221965527,0.6990289055417284,0.5096699903459956,65.6143349596758,7.487137017473631,36.4571507949953,8.602735335466528,259.6589181781535,20.561207754386956
AC4_OL29_012821_256s_12x22_c,2697.1831863433754,0.6990289055417284,0.5096699903459956,65.6143349596758,7.487137017473631,36.4571507949953,8.602735335466528,259.6589181781535,20.561207754386956
AC4_OL32_MI1_021420_256s_25x30_a,2700.1385241525495,0.7034812689283518,0.46244785145588235,65.93209430643545,7.510905932310554,37.01035932334533,8.629815458796104,276.43247218925785,19.60232629485216
AC4_OL32_MI1_021420_256s_25x30_b,2700.2303366827277,0.7034812689283518,0.46244785145588235,65.93209430643545,7.510905932310554,37.01035932334533,8.629815458796104,276.43247218925785,19.60232629485216
AC4_OL32_MI1_021420_256s_25x30_c,2700.6288573538704,0.7034812689283518,0.46244785145588235,65.93209430643545,7.510905932310554,37.01035932334533,8.629815458796104,276.43247218925785,19.60232629485216
AC4_OL32_MI2_021220_20x35_256s_a,2707.649404116079,0.6972036732366166,0.4757933397424555,65.48407051928906,7.477401017440177,36.23036470641112,8.591622389008693,271.69208401877916,19.875845326351484
AC4_OL32_MI2_021220_20x35_256s_b,2707.7102514033445,0.6972036732366166,0.4757933397424555,65.48407051928906,7.477401017440177,36.23036470641112,8.591622389008693,271.69208401877916,19.875845326351484
AC4_OL32_MI2_021220_20x35_256s_c,2707.5087922884964,0.6972036732366166,0.4757933397424555,65.48407051928906,7.477401017440177,36.23036470641112,8.591622389008693,271.69208401877916,19.875845326351484
