,PH_3550_M,PH_3550_STD,H2OT_3550_MAX,H2OT_3550_SAT?,P_H1635_BP,P_H1635_STD,H2Om_1635_MAX,P_H1635_PCA1_BP,P_H1635_PCA1_STD,P_H1635_PCA2_BP,P_H1635_PCA2_STD,P_G1515_BP,P_G1515_STD,STD_G1515_BP,STD_G1515_STD,AMP_G1515_BP,AMP_G1515_STD,P_G1430_BP,P_G1430_STD,STD_G1430_BP,STD_G1430_STD,AMP_G1430_BP,AMP_G1430_STD,AVG_BL_BP,AVG_BL_STD,PCA1_BP,PCA1_STD,PCA2_BP,PCA2_STD,PCA3_BP,PCA3_STD,PCA4_BP,PCA4_STD,m_BP,m_STD,b_BP,b_STD
FI45MI02a,1.98962132783021,0.001965843689416794,2.202629,*,0.3834383677754184,0.003564410349158069,0.348749,-0.1344343480144005,0.01838139931402927,0.01026608162984827,0.013231974305840895,1524.9999999999998,5.718518891231822,22.500000000000004,3.589557450310582,0.0010000000000000002,0.002123079675065583,1422.2689818744627,5.632009523710635,22.500000000000004,3.6380890022765855,0.0012897631950938534,0.002361161510749774,0.7401323094027864,0.12491243365383307,-0.529357433198554,1.3800928066120226,0.4609544656204797,0.05655880124980297,0.04836715277090733,0.17196134648002434,0.15614929336998962,0.10157289123821724,-0.00013370379599386586,0.0002360956836701117,0.7430274466792293,0.0721040687983195
FI45MI02b,1.9928274591800692,0.002911853045150502,2.1971,*,0.38269447013909763,0.0035667194978763615,0.33590890000000007,-0.13122394464515014,0.018532915088311584,0.002290397060574232,0.01330410530368251,1524.9999999999998,5.558096501431996,23.04328267338019,3.588092416770126,0.002636459302618545,0.0025455822943929274,1421.3596846270775,5.628073735055417,22.500000000000004,3.5970493364632823,0.0012045854364113734,0.002230202548825377,0.7102185986919456,0.12732975203571928,-0.7429631668981874,1.4067735650731217,0.5040296590065064,0.058855071747017984,-0.01828048893383302,0.1749697636845145,0.1713340818086935,0.10439587423332594,-0.00018621413297809637,0.00024106430327281575,0.7459792817543148,0.07348627497086467
FI45MI02c,1.9575611556424242,0.0028421106794701005,2.117841,*,0.3836239154835353,0.0035395524178826448,0.33019899999999996,-0.1237070272722882,0.01865691752478363,-0.0050619461846073705,0.013314449976958971,1524.9999999999998,5.5662623195984775,24.9555767450088,3.581182795869993,0.0015732004891275075,0.002312693733051244,1423.5900472990536,5.620269450280514,22.50000000000008,3.5681407231120033,0.0010971804737561967,0.002217828422768309,0.7060989674577208,0.13148845816365035,-1.007815143623316,1.4704453450744919,0.5340440471054579,0.05845369753780428,-0.039407076278456785,0.18304321259474407,0.1526141520536698,0.10661409309351244,-0.00025163784737381085,0.0002506089745529486,0.7707808200716265,0.0767426289361569
FI45MI08a,2.4234216533003767,0.004332532144414474,2.4670389999999998,*,0.4790246220642039,0.0029320607239884423,0.5757399000000001,-0.07893774506214739,0.014187248133741647,-0.1394604363057843,0.011599685248501761,1524.9999999999998,5.8668121464671135,22.500000000000004,3.6165865860079798,0.0010000000000000002,0.0005505540980338888,1420.0000000000002,0.48276394762119934,34.99999999999999,0.6343386635468572,0.03477778526114696,0.00316631270765198,0.9487264767002818,0.025656258764940317,1.4066621380947977,0.37972683324416884,0.9999999999999999,0.010094736416968352,0.2512043856949582,0.06738645457657741,0.49999999999999994,0.010340211943971505,8.2052685622785e-05,5.2094438573430305e-05,0.9439535561226172,0.0222686733160541
FI45MI08b,3.6526584197698795,0.004252465410908053,3.3031449999999998,*,0.47549882845318253,0.002994920771902613,0.5778423,-0.08788454125242703,0.014504548316834053,-0.14237079252933463,0.011710319795239146,1505.0000000000002,5.817682773067366,22.500000000000004,3.6307236014553044,0.0010000000000000002,0.0005169916839381476,1420.0000000000002,0.5700087741047626,34.99999999999999,0.663038338574445,0.03047293442157498,0.0030948682494730344,0.8672076477182332,0.028296742844870017,0.023194369177484943,0.3684761901131173,0.9999999999999999,0.0086414821388796,0.17150291080103497,0.06362323297299886,0.49999999999999994,0.014580692178311842,-0.00018956750069637162,5.288975471233476e-05,1.0478106923624508,0.021048916429615813
FI45MI10a,1.9804661058093862,0.00024833022237303015,2.235109,*,0.29778862072533646,0.0036371517305374625,0.46362029999999993,0.04402421760534492,0.019081718283610213,-0.0032765872287872752,0.01527525642438732,1520.1386537101623,4.046946938083145,34.99999999999999,2.5693580140754504,0.027496371928792215,0.004558203315895011,1423.6238628768735,3.899504403038379,34.99999999999999,2.864492358994369,0.028564944475875254,0.005088891942732501,2.048333597407162,0.14086156948973308,1.3038621982501652,1.604633300860674,-0.16419269645713838,0.062343031798921165,-0.21750866525431886,0.21103303131778905,-0.10678413682980945,0.11182675875985572,0.0002868965075222256,0.00027183469593808053,1.1918760114424556,0.08490997268886848
FI45MI10b,1.991947041971187,0.0001781398744059436,2.228231,*,0.29834112497854576,0.0036858372657185418,0.46392740000000005,0.037462094630408914,0.01906618613778361,0.0014479543395623758,0.01483999999356653,1519.0905168313716,4.205216730311644,34.99999999999999,2.6019896811411605,0.026691520645209698,0.004359685624021453,1423.7124082233177,4.152255652544069,34.99999999999999,2.8080073726036963,0.027436580675101636,0.004803366753891416,2.0963744813854754,0.1355394224252538,1.5632372117775375,1.5428110043478556,-0.1580573081633449,0.060563157193827946,-0.18171566494282565,0.20297286798255848,-0.15664967771914845,0.10945059644138092,0.0003244924858560071,0.0002609824949260249,1.1923781616066504,0.0815018082711321
FR01MI02a,0.8714313774266745,0.00010184613123269843,1.023283,-,0.13195385777084542,0.0036898271138154494,0.2187004,-0.0306853325878203,0.018936939684554753,0.08634339435464325,0.016609008251647867,1512.7596185937562,0.4983782321854316,30.90596869784926,0.4782603752012509,0.2563885215986484,0.0051797714527408115,1420.0000000000002,0.18485956134645207,33.26572703467888,0.8038874033837702,0.2540571655194923,0.006507781139570227,0.7023916706003694,0.0995016609133504,1.397947993557264,1.2437739925081308,0.6779404835593279,0.05751343767680337,-0.014982329972375676,0.18713506444095693,-0.49999999999999994,0.07081076950662366,0.00014981209087472025,0.00020276517200595322,0.47263038810472485,0.06968624742765983
FR01MI02b,0.8735676808108855,0.0003664890883806367,1.0482559999999999,-,0.1263874841984382,0.0035859251427030284,0.2306058,-0.03309952942048415,0.019103622664789648,0.07712018402613892,0.016403991046575857,1512.2361378668793,0.5054191330850203,31.03440492114579,0.47384434402496506,0.2522205907028892,0.005437206467839757,1420.0000000000002,0.16787233286863373,32.63011062282709,0.8211304329085279,0.25016992243436537,0.006603458777061948,0.6035874394837365,0.13033051149580005,1.2376006531492634,1.5381354422819304,0.4671347848986701,0.06010653068885977,-0.12924168693113858,0.2150462551240887,-0.28562942492172605,0.10061406217699273,0.0002184081507547677,0.00025717384706773597,0.4108979771443141,0.08326779708456922
FR01MI02c,0.8721390053087145,0.00024977381823847384,1.0227030000000001,-,0.1257227651281659,0.0037030475543567503,0.2186173,-0.015444098066154025,0.019276947460834592,0.07750954556996655,0.016578156304098396,1512.6541134099464,0.5099541863087727,30.77204649535353,0.4784556742201399,0.2518611981366644,0.005365446930583646,1420.0000000000002,0.18878415692485398,33.068992808416596,0.8111927240384833,0.25304094179188075,0.006497696306119648,0.6386286183708567,0.121464373864351,1.5138941953446,1.4626231544032908,0.5698565073848381,0.06111497961061578,-0.06624619236631271,0.20923395635831693,-0.3524841402308093,0.0929116410883272,0.00022297881668209929,0.00024261180550234158,0.408800908260837,0.08008601964919096
FR01MI03a,1.7467206012934902,0.0007383481779009791,1.960218,-,0.3542636945002063,0.0035824368875249616,0.39446390000000003,0.005871342420754722,0.01954367669926275,-0.25520632828254053,0.017418587028797523,1519.255095620365,1.3486962934986826,34.99999999999999,1.0661378688207432,0.0983221205564359,0.00486969417978887,1424.2330786374353,1.0370136887651744,27.235285857207074,1.4976821080018576,0.10184332998660224,0.005088455917531858,1.018463818648465,0.13918702016023263,1.093520430910979,1.643905566273127,0.27351082089282397,0.06334538269287082,0.21464590964216373,0.22425289620503033,0.2820852077025119,0.1060192222885406,-0.000123648412428627,0.00027538943074714326,0.8374903958170459,0.08827079182096459
FR01MI03b,1.717347003842858,0.0003195380014266822,1.962409,-,0.34963238561723325,0.0035928312391512386,0.41505349999999996,-0.0017920781078529285,0.019320197282267526,-0.26421226110850643,0.016700457734953385,1519.2069959582495,1.3616724066049741,34.99999999999999,0.8695918601385654,0.09716796582343097,0.0047081298065394595,1423.9246896625948,1.0158169564077257,27.803404207194454,1.4765192400981244,0.10035925356302909,0.005091874774717803,1.0894375247477712,0.13760087469379775,2.039844132785067,1.5968898999985062,0.29469205942570764,0.062162656917964534,0.3419559630864599,0.2157990829286283,0.2349138437643207,0.10658329046400898,5.721163849303642e-05,0.0002690272430877251,0.7977547912365868,0.0853955754035006
FR01MI03c,1.6765004364024356,0.0007116815335834182,1.978115,-,0.33997100839986594,0.0036577111102707137,0.41634920000000003,0.0022257468323775742,0.019592172038464136,-0.2677539818284439,0.017299718070960805,1519.8360761741865,1.578962498666715,34.99999999999999,1.0700852814561326,0.0881352634558752,0.004809438408577621,1425.7905783098652,1.1223564731749065,28.265221824237297,1.708483896406732,0.09631423232293494,0.0050662894520022705,1.0031722476132972,0.14084150125374317,1.6826513981323046,1.6460115941531277,0.3557873738585127,0.06366900099629544,0.3025226543957432,0.22234520463116791,0.21277624757917568,0.10897903065245709,-4.035682107282525e-05,0.00027674778776120445,0.8118641398044869,0.08811359711052243
FR01MI04a,2.1730118034732757,0.0022677541235567762,2.505369,*,0.5658533415736773,0.0031091282808857184,0.3207136,-0.19769665333075173,0.016680015329298598,0.13306641389995041,0.017833731550188917,1520.7393862921979,0.7325216589156827,34.516358667846525,0.6851378608852617,0.20474960573666084,0.004260547499239379,1430.4697375259334,0.8934041618270967,34.99999999999999,0.4302052060590789,0.18745658565024367,0.0047495760964986,0.32676358948591716,0.09695665168320301,-3.4355497900854632,0.9497133877609852,0.9999999999999999,0.012159895787642108,-0.2347857624766471,0.12860219590389477,0.23961555952103025,0.08033330553479437,-0.000558795752491098,0.0001662572073219679,0.8144813427122564,0.04777988383611277
FR01MI04b,2.1589806416694883,0.0024564166683298705,2.3524849999999997,*,0.5633023801302861,0.00316732464018109,0.3182009,-0.19501002416514304,0.0162902005006932,0.12396823593877214,0.0168240168882174,1520.6401399424294,0.7423387256831792,34.99999999999999,0.4955920497598853,0.2072369536954917,0.004478712218014407,1430.004676386795,0.8086350453449361,34.99999999999999,0.4145573527326756,0.18985929820837266,0.004823218527583362,0.39596275280812376,0.11461226379247043,-2.1497538327885866,1.1678321204054054,0.9999999999999999,0.017604201640034647,-0.04597888894551372,0.15636635358111498,0.21108062950060216,0.09269048928758634,-0.0003248727609382916,0.00020142478236491755,0.7189169833564902,0.059008569910724645
FR01MI04c,2.1435500782728116,0.0027082772775098205,2.303084,*,0.5618915738870917,0.0031664825320769857,0.322947,-0.18667120348139266,0.017010285717651192,0.1125876687521395,0.01712374926558511,1521.0697415556024,0.729885651969052,34.99999999999992,0.49311284247650844,0.21085053249426364,0.004471475935089468,1429.9902159520548,0.7791048663102891,34.99999999999999,0.3934399624657786,0.1937095334513251,0.004817426609444167,0.3851885174949808,0.12070271928985966,-1.5697306403578593,1.2554918925244076,0.9999999999999999,0.020855753489204387,0.09387623957695283,0.16791415363706677,0.22696549880957442,0.0962643931430359,-0.00028583513683549,0.0002157365105760048,0.6832572405877002,0.06383578594512417
FR02MI01a,1.831900611264233,9.164370065854983e-06,1.962534,-,0.5619920307112939,0.003650935598034187,0.2383712,0.05256658969922318,0.019342382040460453,0.03914867589365048,0.01592578666844079,1522.3660252433167,1.7404080759695673,29.170544864919684,2.53349490824657,0.04734846100908987,0.004523416652007765,1421.533465025246,1.9888359146884385,34.99999999999999,1.1426023734545734,0.04863223858582578,0.005586458025654324,1.5376283527180534,0.1266918140294283,1.7581302529990603,1.481617731802132,0.1393697493040409,0.05990090192473313,-0.08233707380485315,0.2026611902091432,-0.331480137514097,0.09963866790635044,0.00038423567095261386,0.00024759083135031666,0.7217470245070011,0.07956536472161367
FR02MI01b,1.9232002898884115,0.00018044402337319068,1.996177,-,0.5699230456184815,0.003739074803298296,0.23115039999999998,0.08324414792832928,0.019271882693057855,0.027883748530818504,0.016047572125088932,1522.76557830945,1.7871490500577594,30.89475334273112,2.4339409713961047,0.0495901802217816,0.004557331750719864,1422.639524983578,2.1560584369163034,34.99999999999999,1.180134747439821,0.052348378014878974,0.005359266330030543,1.484982016077084,0.13687370229488657,1.727434939174559,1.5973430143889475,0.17830274056695186,0.06143311845501233,-0.07858117124166047,0.21472130256643981,-0.2634393254773698,0.10815966221549264,0.00035035617587603695,0.0002680057874462736,0.7056580785029649,0.08530814902559096
