,P_H5200_M,P_H4500_M,P_H5200_STD,P_H4500_STD,S2N_P5200,S2N_P4500,ERR_5200,ERR_4500
STD_D1010_012821_256s_100x100_b,0.008302173751544588,0.018557186475370923,2.700746854406683e-05,0.0002468737609284976,14.89215888782996,13.597202164073751,-,-
STD_D1010_012821_256s_100x100_c,0.008524679657934022,0.018111613148710074,6.618518017184866e-05,6.483867515962693e-05,14.866712971243432,14.649008379767253,-,-
STD_D1010_020320_256s_100x100_a,0.011343368597426911,0.018334588538139764,0.00014228066394313544,0.00020157036753905793,24.287535717759848,13.52525602617205,-,-
STD_D1010_020320_256s_100x100_b,0.012149078511841735,0.01867365924071975,0.0002447363206565161,0.00010780179646131122,23.798573392304945,11.63092598619827,-,-
STD_D1010_020320_256s_100x100_c,0.011754428645588552,0.018788716995572146,9.129848565329153e-05,0.0001235757183116141,28.34904431634472,14.567299384496827,-,-
STD_D1010_020520_256s_100x100_a,0.006976150795659459,0.023586823371932717,0.0004578064951641793,0.00029347105752647166,12.476229019080359,15.565139965628404,-,-
STD_D1010_020520_256s_100x100_b,0.008313440198627684,0.02312297120860171,0.0006329470788168786,0.0003333354634159001,19.253608661288823,11.953883800556062,-,-
STD_D1010_020520_256s_100x100_c,0.011098982931719348,0.02177657058723197,0.00035307542712745434,0.0004940915017514352,24.415812999186212,13.221165006167903,-,-
STD_D1010_021220_256s_100x100_a,0.012958184634717693,0.019828420272565258,0.0003287823505527583,0.00014638588501448305,15.22594475589509,14.75790543526297,-,-
STD_D1010_021220_256s_100x100_b,0.012844067743061051,0.02017959062148759,0.0006196289674280234,0.00011805191165123151,14.697301840919692,15.568596409917058,-,-
STD_D1010_021220_256s_100x100_c,0.012833800860564513,0.020029766834562073,0.0005011231489486377,0.00016818106022900177,22.07172813026501,12.677430639485964,-,-
STD_D1010_021420_256s_100x100_a,0.014032094363249656,0.013734878566531668,0.00027954928508002017,3.434427076280927e-05,43.98727917087812,11.718165435025938,-,-
STD_D1010_021420_256s_100x100_b,0.012406796063013986,0.01425326277884896,0.0002486204762772022,2.6017144771414283e-05,44.84465906441479,7.685847942773457,-,-
STD_D1010_021420_256s_100x100_c,0.017079980513405178,0.013103777130486901,0.00036119712275829057,1.7842285517551526e-05,56.29178690675631,11.09295988798746,-,-
STD_D1010_021720_256s_100x100_a,0.018494421583444654,0.016212884229008028,0.00011888826321563248,0.00014308935507936825,49.476423113852114,8.468310811244761,-,-
STD_D1010_021720_256s_100x100_b,0.018541312600678674,0.015866632131926458,5.63726025112351e-05,4.472163500426458e-05,48.77737862804918,14.104880275682673,-,-
STD_D1010_021720_256s_100x100_c,0.018463408800758148,0.016077386264429165,0.0002192935788459546,3.5750994570384107e-05,38.3672728389843,14.44265839977033,-,-
STD_D1010_021720_256s_50x50_b,0.01861789461439119,0.016500503326534712,0.00033749840626812454,4.3020602285371056e-05,25.310247960427134,10.214630827634954,-,-
STD_D1010_021720_256s_80x80_a,0.01921809125185652,0.016533101464268195,5.3862672072951274e-05,0.0001844698309516346,37.62214787940716,11.5691405918382,-,-
STD_D1010_021720_256s_80x80_b,0.018591471264031382,0.0160933709708611,0.00010835502877726971,9.913248892918642e-05,42.24745772411131,12.370046045880434,-,-
STD_D1010_021720_256s_80x80_c,0.018999482419696543,0.01592988488014968,0.00010931240158282754,5.030193884186756e-06,35.0004455675355,12.39237720842529,-,-
STD_D1010_021920_256s_100x100_a,0.019370694036835532,0.017737554145854803,6.740599677338782e-06,8.282462307177509e-05,44.817172945192425,11.608559251155734,-,-
STD_D1010_021920_256s_100x100_b,0.019036245460457523,0.01748700099839973,6.544886596858235e-05,7.207866688256571e-05,40.09796307316714,11.443119581911413,-,-
STD_D1010_021920_256s_100x100_c,0.01851531245939149,0.01723664683264588,2.396980508690757e-05,4.602669907828876e-05,34.84631704065262,14.436756181100911,-,-
STD_D1010_022120_256s_100x100_a,0.019870550983463246,0.02111115309989646,0.000488293193938198,0.0002322764830302363,36.59520272041424,17.110879326460324,-,-
STD_D1010_022120_256s_100x100_b,0.019763667701642038,0.02086297418887399,0.0004991565589618283,0.00034510100341245684,43.30424240305204,16.093965641572897,-,-
STD_D1010_022120_256s_100x100_c,0.019090318843137298,0.020950113461730827,0.0004939598440740839,0.0003754754800737317,39.980735393826095,15.636571336747537,-,-
STD_D1010_030920_256s_100x100_a,0.004358332094471306,0.02174741245569897,9.516592307673712e-05,0.0006005709101080164,10.374963385628847,14.10515432637145,-,-
STD_D1010_030920_256s_100x100_b,0.004850335779787939,0.02147998945799767,0.00010964508917478241,0.0006783106210003756,9.734910937522777,13.845174233864304,-,-
STD_D1010_030920_256s_100x100_c,0.005100255016598067,0.021073165787147758,9.500835694027971e-05,0.0005954106131044574,9.133602864973176,14.296923129605524,-,-
STD_D1010_031020_256s_100x100_a,0.013641292139852339,0.02192682239765352,0.00047044426714844885,0.0002117463921759152,17.528740140771422,16.21042584101394,-,-
STD_D1010_031020_256s_100x100_b,0.013883861372378894,0.02175994197832294,0.00020573247236651957,0.00016327980303087604,30.105017367566784,15.112597226735275,-,-
STD_D1010_031020_256s_100x100_c,0.013787424594734102,0.021793268456214987,0.00033680120022399745,0.00029034465030811703,19.446705099929968,15.503524668635814,-,-
STD_ETF46_020320_256s_15x15_a,0.007723739832929463,0.012949949092619659,0.0004829427049329516,0.0010602893227003884,3.5726755857641703,7.355825158971129,*,-
STD_ETF46_020320_256s_15x15_b,0.008353437978333442,0.01218064048351005,4.7210446048323986e-05,0.000691517038320011,3.2826143384503728,6.095682610646051,*,-
STD_ETF46_020320_256s_15x15_c,0.007793420640978567,0.0115752635871781,0.00034103394751139603,0.0010863871621984826,2.6963333514482977,6.339920651210452,*,-
STD_ETF46_020520_256s_15x15_a,0.008404032269830547,0.013914037119340146,7.452085282517686e-05,0.0002883074663246617,3.018888599757045,6.705559870740063,*,-
STD_ETF46_020520_256s_15x15_b,0.008501865355575846,0.012023387323870335,3.993238731274041e-05,5.525829496627939e-05,2.9229547860514082,5.878086744274558,*,-
STD_ETF46_020520_256s_15x15_c,0.009882144409187624,0.012583334513951558,0.00018439343399041805,0.0006162876901856411,4.943532887469057,6.458509885232396,-,-
STD_ETF46_021220_256s_15x20_a,0.01659660738954286,0.008111329496267403,0.00034839384709186894,0.0005498424862112871,10.991154882150829,5.692541235319379,-,-
STD_ETF46_021220_256s_15x20_b,0.018001022532439046,0.007886948709896854,0.0006122714561645381,0.0003785378481074816,7.241787784073256,6.943983584129995,-,-
STD_ETF46_021220_256s_15x20_c,0.01605889066805351,0.00878772876981282,0.0008869049610441356,0.0009477808621667553,8.651390288764768,4.890793513567053,-,-
STD_ETF46_021420_256s_15x20_a,0.01363542975261911,0.010561056839591096,0.000505015003900648,0.0009648906910671754,9.032407299395592,10.244186986691425,-,-
STD_ETF46_021420_256s_15x20_b,0.01652236445914619,0.011052934645924538,0.0002216309148417215,0.0004378842272724885,10.074357761593859,4.956607732865379,-,-
STD_ETF46_021420_256s_15x20_c,0.015248890695361672,0.00994805882064649,0.00019914439536069967,0.0006228052222957837,5.855084510568609,7.782688809387608,-,-
STD_ETF46_021720_256s_15x20_a,0.009650624499315051,0.011965651660354971,0.0004093578559987407,0.0005936929083899345,5.5286280333882685,5.748778399451698,-,-
STD_ETF46_021720_256s_15x20_b,0.01160627971790013,0.011590010310016871,5.711287368165139e-05,0.0006519017302786948,4.91275898446963,6.633748463211497,-,-
STD_ETF46_021720_256s_15x20_c,0.011333507446839905,0.010633071445646803,4.777252688506967e-05,0.001717846210452154,6.809929219069919,6.0669992137448086,-,-
STD_ETF46_021920_256s_15x20_a,0.016719542267791085,0.00837959282265966,0.0001509963332935415,0.0003535753047642583,8.70099905865713,4.541850465956673,-,-
STD_ETF46_021920_256s_15x20_b,0.014962555013174943,0.009143639807512493,8.091212807819737e-06,0.0008926031525467749,10.446369138180764,5.371649831556076,-,-
STD_ETF46_021920_256s_15x20_c,0.011745396142099842,0.010115966672718616,1.428929033182799e-05,0.0006233718484715327,7.701351649940535,5.846533083525962,-,-
STD_ETF46_022120_256s_15x20_a,0.014603643361822882,0.007909411587723646,0.0001652892372348532,0.00044656396235152825,9.659558387078308,5.057960115343072,-,-
STD_ETF46_022120_256s_15x20_b,0.011873716502501458,0.010746239689011075,0.000173632887014031,0.0009831114243699524,6.053031244945056,6.565407432467975,-,-
STD_ETF46_022120_256s_15x20_c,0.010401473261831246,0.01058287596079148,0.0003892736090940093,0.0004890265422273059,6.0668426329775365,5.435049896565521,-,-
STD_ETFS_15x20_256s_2,0.014105852893100035,0.006658236049558119,0.0006128903973976846,3.1645262454043435e-05,6.908824508711416,5.159919147445581,-,-
STD_ETFS_15x25_256s,0.016996693702349023,0.008359078271835041,0.0006374386002237647,0.00023123314598926876,6.157290307595113,9.452103125211373,-,-
