,PH_3550_M,PH_3550_STD,PH1635_BP,PH1635_BP_STD,PH1515_BP,PH1515_BP_STD,PH1430_BP,PH1430_BP_STD
AC4_EUH102_030920_256s_15x20_a,1.210389030871488,2.3000116874518957e-05,0.24795695842337434,0.00365438534069336,0.02003669138192938,0.0040648711376717475,0.02338063067547099,0.0040956681621907845
AC4_EUH102_030920_256s_15x20_b,1.2127329319800075,1.3630560894988375e-05,0.24875959620676624,0.0035730782738098623,0.023613074750999344,0.003921580968888943,0.024904739912503908,0.004036385828020709
AC4_EUH102_030920_256s_15x20_c,1.2232303197006564,1.590217630891787e-05,0.2484153196528023,0.003592158326231863,0.022169360843833398,0.0038405684777324026,0.021680848446877565,0.003954588395900137
AC4_EUH33_030920_256s_20x20_a,0.6832148392622659,4.5907798795790214e-05,0.06570181788544598,0.0034725302075807904,0.0014909950393664768,0.0017129624516996008,0.008268082204528774,0.003318541298366542
AC4_EUH33_030920_256s_20x20_b,0.6854429271112573,4.38796341787645e-05,0.06635381260582027,0.003561805007551224,0.0014438311668600265,0.0016611143337637187,0.008143527968475537,0.003377335322079935
AC4_EUH33_030920_256s_20x20_c,0.6843389116676514,4.315379315983992e-05,0.06574009241087705,0.003570747903762632,0.0011270820991053725,0.0015830047167039838,0.007948120449281249,0.003285054619593421
AC4_OL21_012821_256s_20x20_a,0.8617046256637985,0.001207911894190337,0.17801701687449684,0.003610334697318614,0.020355765779861756,0.004524115733509742,0.02027278830641921,0.004765275054963145
AC4_OL21_012821_256s_20x20_b,0.8574703590057885,0.0008279036060053031,0.18288578076928255,0.003600819920810449,0.03142809984554033,0.00440548295458584,0.027377539852623575,0.004955930210159517
AC4_OL21_012821_256s_20x20_c,0.8673996025323006,0.0019688940075202224,0.18005229661551553,0.0036398787344480445,0.02311321418108064,0.004416455845536932,0.022886119143079333,0.004804651704738796
AC4_OL21_012821_256s_20x25_a,0.839919683958854,0.001659944461692592,0.1725678413223532,0.0034942796814031413,0.0010000000000000002,0.0009746001435908295,0.022509272386884584,0.0034420635515944008
AC4_OL21_012821_256s_20x25_b,0.8391754856354208,0.001872038273166725,0.17164389650660652,0.0034859585597372855,0.0010000000000000002,0.0010239969711038483,0.02287917296112772,0.003454554066202096
AC4_OL21_012821_256s_20x25_c,0.8401697251994493,0.0018133917894352042,0.17199016204260684,0.0034455012181581063,0.0010000000000000002,0.0010192292751346767,0.023358415666084747,0.003445677310399979
AC4_OL24_020320_256s_25x25_CO2_a,1.3797231504048193,0.004357841717334365,0.4473272224748476,0.003599403546180412,0.04507647571226566,0.004450428024908821,0.03639988112624278,0.004990013588317667
AC4_OL24_020320_256s_25x25_CO2_b,1.3661586073104786,0.004401941059604341,0.44541980810911846,0.003653460629285629,0.04572440820282314,0.004473022167970964,0.03599924623002374,0.004862637141793609
AC4_OL24_020320_256s_25x25_CO2_c,1.3596808934161526,0.0043112016455333,0.44509547762564267,0.003678605875546545,0.046080473735748216,0.004492094427618772,0.03649306890030997,0.005045093996928774
AC4_OL24_020320_256s_25x30_H2O_a,1.6845206009475333,0.003251493172275265,0.4220589057856316,0.003650234676077574,0.05666798234750242,0.0045500534679553915,0.059470246775359635,0.005147654916000825
