,PH_3550_M,PH_3550_STD,PH1635_BP,PH1635_BP_STD,PH1515_BP,PH1515_BP_STD,PH1430_BP,PH1430_BP_STD
AC4_OL24_020320_256s_25x30_H2O_b,1.7146728268410765,0.0040415212546968966,0.4339766738223792,0.003729019532944999,0.05927301029346033,0.004654598723972399,0.057550176935340765,0.005188905589893853
AC4_OL24_020320_256s_25x30_H2O_c,1.7175245602402576,0.0035749313475516155,0.42986143295635937,0.003605693508913384,0.059401247967545014,0.0045282566885064615,0.05910476377210047,0.005053956980999419
AC4_OL27_020520_256s_20x25_a,1.9252443311883747,0.00026295161366328185,0.515975203154136,0.0037139614339124125,0.06542159604226798,0.004573284158358386,0.05738919882589644,0.00510881175829069
AC4_OL27_020520_256s_20x25_b,1.8389411688337967,0.00034097068912885154,0.5036282832219058,0.003684618265177512,0.05076544397812993,0.0046857722076479235,0.04736221718621969,0.0050271016061519645
AC4_OL27_020520_256s_20x25_c,1.8454811276104308,0.00020624268734091862,0.5020411374729472,0.003668591247701216,0.053388920212497075,0.004577433924273547,0.04731548247168252,0.004993739067111077
AC4_OL29_012821_256s_10x12_a,1.3580986389865493,0.0017419452620109712,0.3168026270540706,0.003383428342474771,0.0010000000000000002,0.0010472128169570069,0.0011698368926421467,0.0015013149144608284
AC4_OL29_012821_256s_12x22_a,1.333177298713989,0.0026107896947180375,0.32923979828186184,0.003471536492227371,0.0010000000000000002,0.0011390999942311574,0.017907260161797035,0.003581131514335366
AC4_OL29_012821_256s_12x22_b,1.3418294304398113,0.001490597067906329,0.31910149743726524,0.003355163853949767,0.0010000000000000002,0.0008876771174434828,0.0067915401472863225,0.0028506300931909687
AC4_OL29_012821_256s_12x22_c,1.3282134347051218,0.0012457170934974781,0.3250105902961605,0.0034176160581889273,0.0010000000000000002,0.0009797018750300514,0.005565817578444719,0.002510833446740265
AC4_OL32_MI1_021420_256s_25x30_a,1.7726092645424025,0.003859070681662772,0.4047851060738311,0.0035607510030996187,0.004660076497420636,0.0023286637186967552,0.018036276730151627,0.003557253045904931
AC4_OL32_MI1_021420_256s_25x30_b,1.7700230067130498,0.003763447633965401,0.4038757070640929,0.003531620716639903,0.004709317903686138,0.0024305673187315717,0.018326225788870405,0.003595453898369008
AC4_OL32_MI1_021420_256s_25x30_c,1.758799230473605,0.003670335729770727,0.40291440965469694,0.0036633451168047518,0.004009011201322405,0.0024038513786737025,0.018021638715511726,0.0036441661279744937
AC4_OL32_MI2_021220_20x35_256s_a,1.8932328607364575,0.0027898763501851224,0.5427261034907356,0.003724789127032004,0.052743505897227747,0.004713704714992075,0.0520616693078965,0.005320307576962416
AC4_OL32_MI2_021220_20x35_256s_b,1.8915194466414587,0.002427741443393138,0.5403256886096995,0.003686381338306635,0.05531041102885312,0.004589288766430894,0.054696220384947335,0.0052734943196859835
AC4_OL32_MI2_021220_20x35_256s_c,1.8971926887409882,0.0025701893847136104,0.5383013596733446,0.0036225176729787313,0.05243151617945965,0.004547034647722626,0.05238010936950162,0.005196214595477272
AC4_OL36_MI1_021420_256s_20x25_H2O_a,1.1618108551004063,0.0064010590054764905,0.262916855726993,0.003717433222936062,0.015780503463465642,0.004020847184124931,0.01582472676903593,0.0042809858864899545
AC4_OL36_MI1_021420_256s_20x25_H2O_b,1.3089946141984197,0.004103555439130133,0.2758921116584101,0.003600077817539598,0.016680583425873405,0.0042386920825598405,0.021709342153609288,0.00448073686708582
AC4_OL36_MI1_021420_256s_20x25_H2O_c,1.1504976965924765,0.00603286337510882,0.2597723640283308,0.0035794765277200927,0.015247404468544735,0.004016150843476025,0.016235008010566602,0.0042809189763212685
AC4_OL36_MI2_021420_256s_15x20_a,1.2700760892735443,0.0014647845818710195,0.26890659551322665,0.003608429267650963,0.01297198773526438,0.004511212751114171,0.02948394216041014,0.004434227804752321
AC4_OL36_MI2_021420_256s_15x20_b,1.2691968300712042,0.0019063007585722411,0.2708105502585735,0.003555009927290289,0.011843872451028754,0.004213914081551048,0.02863212499260801,0.004332669896147744
AC4_OL36_MI2_021420_256s_15x20_c,1.1993920419853168,0.0026612174163108955,0.2600749023186269,0.0035803391529953678,0.009463660908738698,0.0040806274152587405,0.024977415817124368,0.004202821245017989
AC4_OL3_101220_256s_30x30_a,1.1638810969361753,0.003922139429063789,0.14768534134374472,0.003685968083410927,0.020994519526572032,0.0046156396117238065,0.03151181589056573,0.005117564792649749
AC4_OL3_101220_256s_30x30_b,1.1675323065807601,0.004094794505755362,0.14745601602804365,0.0037083812848183618,0.02042216901465634,0.004653502524486492,0.031174178020187012,0.005186133008579505
AC4_OL3_101220_256s_30x30_c,1.1655414377000362,0.00414332818651609,0.14763276045073004,0.0036777088663867605,0.020243825531799334,0.004507060707877802,0.030666581349528807,0.0051813248522871325
AC4_OL40_021420_256s_15x25_a,1.5144537459102667,3.710222657776371e-05,0.4205803785723607,0.0035339613544636476,0.0010000000000000002,0.0014779342498269406,0.018504875244794553,0.003464656219972421
AC4_OL40_021420_256s_15x25_b,1.5317083793671618,0.00012241291497905137,0.4270651558424535,0.0035094425433874433,0.0028684517662668284,0.0020176418977078648,0.018865393887583556,0.003510847820130292
AC4_OL40_021420_256s_15x25_c,1.532570116490916,5.984037332152236e-05,0.4271891721716056,0.0035440927447028267,0.0011256491638895114,0.0015993844377818849,0.016385784672271177,0.003504321034342708
AC4_OL43_101220_256s_30x30_a,2.13221729749062,0.0004521771795715388,0.5523374289822744,0.0036401261551973116,0.025849801073572765,0.004661381651074695,0.03851152150853099,0.005295104777122724
AC4_OL43_101220_256s_30x30_b,2.1301922618143467,0.0005975757580887065,0.5548957441873362,0.0036921441265531816,0.027502634180837263,0.004591508244231265,0.040087290171979297,0.005194070620674847
AC4_OL43_101220_256s_30x30_c,2.134406217048501,0.0007545691778185596,0.5543644190014584,0.003698998520743027,0.026537262255396533,0.004687058757306388,0.03904949648241942,0.005280653540014685
AC4_OL44_021420_256s_25x25_a,1.5784089626101079,0.0012796665309409586,0.42643528131677405,0.0037122030605951915,0.04050502182347571,0.004704039267271772,0.04227343028019973,0.005287421713759037
AC4_OL44_021420_256s_25x25_b,1.5925718403357205,0.0013383646371001926,0.42768674746070756,0.0035416697559292145,0.04181495183611166,0.004656415191767239,0.04344795325075738,0.0051481248598835355
AC4_OL44_021420_256s_25x25_c,1.5899292337547084,0.0012073758967779877,0.4279355257047973,0.0037020402233343486,0.04201644047161433,0.004629079961362618,0.04377736586244345,0.005106067040947395
AC4_OL45_012821_256s_20x25_a,0.8876025240635746,0.0009415950654751615,0.18034263601445902,0.003700208434970906,0.045843607183100654,0.00459307110286432,0.039547857403902376,0.0051057891891915
AC4_OL45_012821_256s_20x25_b,0.87187464874838,0.0015883525618416783,0.17947361463020933,0.0036557728969468127,0.0523180444417776,0.004581101082905317,0.043811835264013756,0.005127712866361534
AC4_OL45_012821_256s_20x25_c,0.8790229110102935,0.0012271164826489914,0.17983042582875924,0.003664138947175141,0.04942869144673377,0.0045326807274975785,0.04154574796727485,0.005077274627812951
AC4_OL46_021420_256s_30x30_a,1.8026004015574493,1.8319897713164126e-05,0.3947141082864861,0.0036331216855598775,0.05026079761707758,0.004645585859064824,0.04761351063715515,0.005274534348710318
AC4_OL46_021420_256s_30x30_b,1.8104838841877948,1.703277794710296e-05,0.3936842840958775,0.003606475825319007,0.049626337051662264,0.0046406838419570835,0.046127698934063315,0.00521283425232256
AC4_OL46_021420_256s_30x30_c,1.8113360650458958,1.9753876315332214e-05,0.3944513247875998,0.0036734903670559227,0.049477366942005115,0.004620460652289504,0.04683758520035917,0.005333827559426329
AC4_OL48_021720_256s_25x25_CO2_a,1.1619198720208768,0.0027200379945494665,0.28260589660887686,0.003683903885789949,0.050306089078082004,0.004636012950401717,0.050226210747416,0.005145621788151973
AC4_OL48_021720_256s_25x25_CO2_b,1.1659425603059734,0.002417057744000503,0.2827955494623395,0.003637737208805774,0.04826790804066672,0.004643564365924474,0.04807357344130911,0.005173345885193322
AC4_OL48_021720_256s_25x25_CO2_c,1.168034985132935,0.002586938238471255,0.2830116410870418,0.0036835992860356536,0.049455679391065384,0.004600647379462705,0.049585747476792626,0.0050656208063720315
AC4_OL48_021720_256s_25x25_H2O_a,1.2419596399816806,0.003176900480869789,0.2945674889988779,0.003633042358889558,0.04263757439061358,0.0044638314364906385,0.04193384571333805,0.00504018668672731
AC4_OL48_021720_256s_25x25_H2O_b,1.245183533811393,0.002835130103044449,0.2951521537359894,0.0036732048054115745,0.04335560233839244,0.004526005465751579,0.042955659859629146,0.005151538856651428
AC4_OL48_021720_256s_25x25_H2O_c,1.2444088369880626,0.002796784177224932,0.29424310536439907,0.0036742195154944968,0.04306753178935448,0.004552522344058144,0.04260947266861543,0.0051348117226430404
AC4_OL49_021920_30x30_CO2_a,1.7323320788008194,0.005826296139884259,0.48526046980181814,0.0035419671680356627,0.031084177103772523,0.003578475577260746,0.028261439349956324,0.003757734117507155
AC4_OL49_021920_30x30_CO2_b,1.7663934031691868,0.006442374342152272,0.4994100546078052,0.0035565877763866845,0.036410557005690965,0.0035120241992502815,0.03393981371723569,0.00370705975058897
AC4_OL49_021920_30x30_CO2_c,1.888618942854811,0.005880450785835432,0.5484866254839692,0.0035717395845802045,0.0519810742631262,0.0041216930996815695,0.04529863725759788,0.004489405471975382
AC4_OL49_021920_30x30_H2O_a,2.1722495031440947,0.0022091661809086846,0.6734433319025982,0.003646414944623403,0.11062221634760445,0.00453755973148942,0.1084947500744119,0.005018166506484691
AC4_OL49_021920_30x30_H2O_b,2.1338798902247973,0.002153008704671816,0.6694391134278517,0.0036630106555799306,0.1103178243614297,0.004506273487040344,0.10944877849569766,0.0050466355922535065
AC4_OL49_021920_30x30_H2O_c,2.163829639388554,0.002194171369594625,0.6716823619066608,0.003684020666070607,0.11106872843125148,0.004471731268268675,0.10874825306903599,0.004986610502126824
AC4_OL50_021920_20x20_a,1.2970600723171186,0.0004696722897971689,0.27284209629201917,0.003559029120694105,0.027977195935775134,0.0041717764376823716,0.02530572118122395,0.004547097090390785
AC4_OL50_021920_20x20_b,1.292564059170168,0.0004729413316014937,0.2707463839753353,0.0036420661508635137,0.029439492652132734,0.004309169509966726,0.02639653917009096,0.00477518659932545
AC4_OL50_021920_256s_20x20_c,1.2947588245467565,0.0004057082597131365,0.27138857577147724,0.003606651379755017,0.028266931917789836,0.004257854588282166,0.02670174152216127,0.004679566190958495
AC4_OL51_021920_15x20_a,1.386721901462294,0.0041138547178818105,0.36589197611353647,0.0034324437128793626,0.0058101089841716734,0.0027804054440060968,0.016571883401066065,0.003601650091119288
AC4_OL51_021920_15x20_b,1.366725036390071,0.004289360249202729,0.3651930513572918,0.0035772130261173896,0.00471364573090723,0.0023210430875208114,0.014699128689825655,0.0036391140575146343
AC4_OL51_021920_15x20_c,1.374551551574271,0.004164381876142596,0.3645642441956064,0.0035103766579534157,0.003413408604488291,0.002326381717707717,0.014193024313128856,0.0036567958705306597
AC4_OL53_101220_256s_30x30_a,1.5233429307095674,0.003308868169203624,0.295524627497655,0.0036922105497479273,0.05061276203826156,0.004607783770886558,0.05065618185110948,0.0052110492745800424
AC4_OL53_101220_256s_30x30_b,1.5200808271253858,0.003161432236074264,0.29484236900370236,0.0037265195056504536,0.05133699050606508,0.004644676579382577,0.05125706348279543,0.005212853807702092
AC4_OL53_101220_256s_30x30_c,1.5153459969122347,0.0029084192895901437,0.29542724626077427,0.0036949568378168325,0.05064211384004872,0.004766707302573649,0.050778297651540655,0.005279834842793852
AC4_RH1_OL2_022120_256s_30x30_a,1.8276148122252114,0.0018890665510899781,0.4552277970942889,0.003718554879722684,0.05058896472002926,0.0045915362463240005,0.04456649304356465,0.005331274516231903
AC4_RH1_OL2_022120_256s_30x30_b,1.8124105007112117,0.002351372940172978,0.453286266331356,0.0036782116530726396,0.05012159074221279,0.00446616000240362,0.04545226781570654,0.005143598393350176
AC4_RH1_OL2_022120_256s_30x30_c,1.8250208073554806,0.002237515391102902,0.4534190227703364,0.0036472725286184992,0.050199386445920126,0.0045595374975685695,0.04500058691133146,0.005294912888041526
AC4_RH1_OL3_MI1_022120_256s_20x25_a,1.1027965699101727,0.0009105091622431586,0.20977913491062863,0.0036391804714732768,0.09820747892686112,0.004630108399039051,0.09445858986167613,0.005300512083250136
AC4_RH1_OL3_MI1_022120_256s_20x25_b,1.1107114218623513,0.000867473287476374,0.21018521695474876,0.0036556805994374304,0.09710944437795414,0.004666509240553049,0.09286827665897775,0.005446430315720778
AC4_RH1_OL3_MI1_022120_256s_20x25_c,1.1086035902655171,0.0009395912950944943,0.20990574300901724,0.00366322269149134,0.09707795876398866,0.0044935749354234715,0.09344405101077584,0.0051049193094767934
AC4_RH1_OL3_MI2_022120_256s_20x20_a,0.9621901169772235,5.245587089250108e-05,0.21425296711652533,0.003598133201870288,0.07090678314272564,0.004406696472250673,0.06406318835071029,0.005126341196516896
AC4_RH1_OL3_MI2_022120_256s_20x20_b,0.966334822978122,5.2173964570817564e-05,0.2136269913939022,0.0036524369039377565,0.07019716797561981,0.0045049676471738825,0.06411402272703395,0.005143072423419542
AC4_RH1_OL3_MI2_022120_256s_20x20_c,0.9571103144123027,5.31013500626062e-05,0.21336969320968505,0.003626326801161427,0.07094142056814122,0.004442569641551376,0.06462322724170126,0.005138929844242659
AC4_RH3_OL1BIG_022120_256s_20x25_a,1.4755865181731338,0.0020520822721638706,0.348832729867269,0.0036892561389189472,0.05538717928522608,0.004651546655714845,0.05682461602643493,0.005178367267674007
AC4_RH3_OL1BIG_022120_256s_20x25_b,1.4681953210416845,0.0012938365009245065,0.3498038392224318,0.003669170392374263,0.05562043307288505,0.004713287376990329,0.05696200830726449,0.005230592094190725
AC4_RH3_OL1BIG_022120_256s_20x25_c,1.4796093291435721,0.0023712377986414472,0.3487283108661336,0.0036242988116981954,0.054752643095045815,0.004523316106185286,0.0556807690244198,0.00518511766567457
AC4_RH3_OL1SMALL_022120_256s_20x25_a,1.4072231836441287,0.0023136042789891624,0.3411223323778135,0.0037110503780491645,0.05436564759547411,0.0046039757440673726,0.05900450166643007,0.005397580907771382
AC4_RH3_OL1SMALL_022120_256s_20x25_b,1.4143873790248078,0.0014931345843926054,0.3423947695445788,0.0036817205878792087,0.055074818735262675,0.004597319162213015,0.05934590672299823,0.005301120184769957
AC4_RH3_OL1SMALL_022120_256s_20x25_c,1.4223256355232223,0.0017094334911877981,0.34233882095125506,0.003616872623453599,0.0547637695427365,0.004637571441162149,0.058810951232551985,0.0052379828627340756
AC4_RH3_OL2_022120_256s_30x30_a,1.6307462368097714,2.722525914021455e-05,0.35494432147540816,0.0036959937838861013,0.05584538193225723,0.004713389556981772,0.054890284817474363,0.0054705634235968055
AC4_RH3_OL2_022120_256s_30x30_b,1.6148339114357697,4.5562729692359564e-05,0.3551255873419333,0.003641457451664756,0.056656553879236966,0.004753591184109672,0.05549128264332168,0.005317472977591037
AC4_RH3_OL2_022120_256s_30x30_c,1.6320962953661484,2.452930954995891e-05,0.3549991342243906,0.0036166121046684674,0.05657424383181814,0.004790880066933819,0.05541518928573381,0.005470863778036453
AC4_RH3_OL3_022120_256s_20x20_a,1.8784031785719615,0.00013351574016263397,0.5511200387662896,0.0036161699133399443,0.15535334535101097,0.004794114640668415,0.14784133816380693,0.0054750002948689095
AC4_RH3_OL3_022120_256s_20x20_b,1.893078209471281,3.8545364292913704e-05,0.5529205729601727,0.003669665149820078,0.1535418727835199,0.00469652965254596,0.14561744245312344,0.005291956121152475
AC4_RH3_OL3_022120_256s_20x20_c,1.914183756468927,5.8415989089757514e-05,0.5489864103525568,0.0035793729650636904,0.1510032136265572,0.00461581247869988,0.1455253810373021,0.005234209540362107
VF74_127-7_101220_256s_15x20_a,1.3751813484113375,0.0007867244854677703,0.3815950538386139,0.0035987657029825184,0.052974953711792894,0.004805501260971393,0.05679564351894549,0.005356373531401753
VF74_127-7_101220_256s_15x20_b,1.3328711800767101,0.0009444685016375443,0.37000651751407493,0.003685467270600688,0.05149751162370019,0.004619218348629696,0.058191153321649154,0.005324997003078162
VF74_127-7_101220_256s_15x20_c,1.3750368303930156,0.0008368477818267682,0.377058352559269,0.0036961422272119276,0.05554738522155125,0.004821435837649405,0.0563982686733497,0.005319984126923267
VF74_131-1_101220_256s_25x50_a,1.5163987972352142,0.0021000565512733164,0.4316941431955485,0.003714305220098884,0.04929406414840192,0.004626492176646762,0.04871385689036039,0.005048848284871339
VF74_131-1_101220_256s_25x50_b,1.5113533791111131,0.0020218738993259436,0.4304485320326604,0.003673720366108568,0.04874692501058525,0.004455957891624492,0.048657974914238546,0.004934063694135037
VF74_131-1_101220_256s_25x50_c,1.523748770036186,0.002102480002024032,0.43216894825266977,0.003701297527428954,0.049515685605675354,0.004438116542000705,0.04886316157142786,0.005035212971295203
VF74_131-9_MI1_101220_256s_15x30_a,1.062079596185879,0.003210879079458454,0.2932239787690237,0.0035541895602564494,0.0010000000000000002,0.0017351182787693777,0.011443067078956924,0.0035818282915392585
VF74_131-9_MI1_101220_256s_15x30_b,1.0722506078066751,0.0019912584793179556,0.29323650696968667,0.0036801898803037925,0.0010000000000000002,0.0014624652935055424,0.012635637908126728,0.0037094970884280947
VF74_131-9_MI1_101220_256s_15x30_c,1.0776837387556677,0.0018399519933817916,0.2949363220932686,0.0034067314692821787,0.0010000000000000002,0.0015135523583163567,0.01071592287114719,0.0035575754365437776
VF74_131-9_MI2_101220_256s_20x25_a,0.5089928576869823,0.0004499530853720128,0.15112070066872496,0.003569990427011973,0.0302374597580772,0.004183467326138667,0.018757475642198235,0.004235903855977638
VF74_131-9_MI2_101220_256s_20x25_b,0.5118309788995138,0.000624619629710754,0.1517481760277634,0.003605706515291525,0.030395310723524995,0.004130500077127401,0.018307851183321334,0.00426963946158601
VF74_131-9_MI2_101220_256s_20x25_c,0.5519592217105725,0.0005555930133854853,0.160960316118951,0.0035220035555106935,0.03064331268041212,0.0042361631103069175,0.01923587076901916,0.00428909473650631
VF74_132-1_101220_256s_40x50_a,1.5873739630960568,0.00011903772393385547,0.29891464498135645,0.0036426381073146634,0.036855952522635925,0.004625949558530903,0.038065063756042995,0.005130922937800239
VF74_132-1_101220_256s_40x50_b,1.5955873452772726,0.0001263944815569854,0.29868220702293924,0.003628231351069536,0.0368540701470875,0.0045889286417689955,0.03796425588203142,0.005166597784100427
VF74_132-1_101220_256s_40x50_c,1.5983208712422083,0.00021574544608204648,0.2987928289465266,0.0035853726191517284,0.036701668161861864,0.004671897828672091,0.037981845399434104,0.005222242264339854
VF74_132-2_101220_256s_20x25_a,1.3945691254719919,0.0025612134624528296,0.3710489516198552,0.003629163001746099,0.01161158249376769,0.004069362159106716,0.029331642692568508,0.004688138577874067
VF74_132-2_101220_256s_20x25_b,1.3979167402690031,0.0027213884560267727,0.3708757081241155,0.003477303225114264,0.010607099218922222,0.0038883659147270974,0.027643909710994667,0.004593209302600923
VF74_132-2_101220_256s_20x25_c,1.435543977691543,0.0033960621416716202,0.3733265760117222,0.0036554916715508434,0.0136339008610397,0.0042314087363106425,0.030997555780693003,0.004891254381926508
VF74_134D-15_101220_256s_15x25_a,1.534621460769764,0.0026881902354466123,0.5960850526674357,0.0030167039454677656,0.04990648062374048,0.00420161514841602,0.05780539147073643,0.004764699182727867
VF74_134D-15_101220_256s_15x25_b,1.5113000191148194,0.0026937182441080644,0.5980162132835667,0.0031875228190905154,0.05042835145622116,0.004339924825893645,0.058050957705248284,0.0049180624616117965
VF74_134D-15_101220_256s_15x25_c,1.5145588471102702,0.0031855881028853535,0.5997271591313184,0.0030300018680206897,0.05052158045648941,0.004290904941525175,0.05906552584409183,0.004906441407466008
VF74_136-3_101220_256s_20x30_a,1.2670131576241412,0.0021655311356140496,0.3432120025190568,0.003589534067729522,0.030344342717107304,0.004273025816165266,0.02992333290774832,0.004668876267211988
VF74_136-3_101220_256s_20x30_b,1.268675437106791,0.002263370000081,0.34192898868752114,0.0036755389000850437,0.030608641149465994,0.004457468032729421,0.03051195068372624,0.004860073790452151
VF74_136-3_101220_256s_20x30_c,1.261721870497731,0.0020905528648118813,0.34266130729802474,0.0036278444287564772,0.030698076767508242,0.00428836092758049,0.030005788765586627,0.0046911497453399975
