,PH_3550_M,PH_3550_STD,PH1635_BP,PH1635_BP_STD,PH1515_BP,PH1515_BP_STD,PH1430_BP,PH1430_BP_STD
21ALV1846-9_44x44_s1_EP_103um,1.3943417947066277,0.0024424344928513876,0.17555391298421566,0.0034734921635701695,0.0010000000000000002,0.0013872862577812579,0.0010000000000000002,0.0011697512098407768
21ALV1846-9_44x44_s2_EP_103um,1.496466407809443,0.002635715294360969,0.17894450871446538,0.003458664102726708,0.0010000000000000002,0.0009060327836175155,0.0010000000000000002,0.0013906666468121776
21ALV1846-9_44x44_s3_EP_103um,1.4055030031443587,0.0027275872265335203,0.17575778477793205,0.0034794295227190525,0.0010000000000000002,0.0012635141287711826,0.0010000000000000002,0.001215709831093228
23WOK5-4_44x44_s1_EP_147um,1.498463437031462,0.0018576498344222583,0.15135218636902167,0.003554386167582433,0.009478647242161799,0.003519054577890815,0.008949141942233356,0.003630515003113831
23WOK5-4_44x44_s2_EP_147um,1.400607835765438,0.0013519458442138538,0.14981701902407044,0.0036754081198190187,0.01542806625033512,0.003696266094307012,0.008460808698455346,0.003556169692356359
23WOK5-4_44x44_s3_EP_147um,1.4517750690947802,0.001553768335853545,0.15238752404862355,0.0035768597555742494,0.015310611739408467,0.0037393268501996206,0.008906833954461927,0.003712369895356558
ALV1833-11_44x44_s1_EP_108um,1.07904305335823,0.0004974642814728748,0.0769172295404285,0.003526520999643085,0.021345738262692655,0.0038756072174388977,0.016662946484659734,0.004072949541211181
ALV1833-11_44x44_s2_EP_108um,1.076403591913537,0.0005560916301923114,0.07715918681935625,0.003596938716409568,0.020944031660627055,0.0038876921060468656,0.01598397859264585,0.004042967593661414
ALV1833-11_44x44_s3_EP_108um,1.0761604255134076,0.0006046770942054135,0.07760114361891991,0.003604128025383966,0.02097127533440991,0.003917382830834437,0.01624298173300281,0.0040854064577541165
CD33_12-2-2_VG9764_44x44_s1_EP_105um,0.27529746920709997,4.902677045613226e-05,9.372652678075968e-47,0.0011534701801055457,0.033337143239416764,0.003916800046273455,0.023393964899748054,0.0041204770177510515
CD33_12-2-2_VG9764_44x44_s2_EP_105um,0.2728140968578463,5.487593067510795e-05,3.02233609320333e-47,0.001124938060103401,0.03182366653011029,0.00392005890603336,0.02299121422890416,0.004174006194987328
CD33_12-2-2_VG9764_44x44_s3_EP_105um,0.2759675667031899,5.667252314943922e-05,9.468293610634277e-43,0.001231597035245017,0.032330748281658536,0.0038347791806245283,0.023086031488991483,0.004078771429541025
CD33_22-1-1_VG9812_44x44_s1_EP_73um,0.38600419553237253,3.153669003704325e-05,0.011532910795229058,0.0035866361410299545,0.0254625597359587,0.003960961058243515,0.016769551357985097,0.004150144378545667
CD33_22-1-1_VG9812_44x44_s2_EP_73um,0.37481982999362345,3.8544153814531115e-05,0.01413263985805614,0.0036950766777519494,0.024796273115962116,0.003914941633085533,0.015082458914258518,0.004147425444083497
CD33_22-1-1_VG9812_44x44_s3_EP_73um,0.3800664769075355,3.981843608514467e-05,0.01594419834428835,0.0036559760794651866,0.02536448099058008,0.004007335723263397,0.014603823316879318,0.004154835029276405
ETFSR_Ol8_256s,1.2780134488211754,0.0043328270530606705,0.23125545808857095,0.0037273951440897316,0.49924727090772086,0.004373132902948156,0.46135217415023017,0.005657554268258655
