,PH_3550_M,PH_3550_STD,PH1635_BP,PH1635_BP_STD,PH1515_BP,PH1515_BP_STD,PH1430_BP,PH1430_BP_STD
ETFSR_Ol8_256s_2,1.261901759502294,0.0040411948994699045,0.22668145851713226,0.0036926767204181767,0.4885092965793011,0.004373170859609989,0.4486688264539142,0.005847328494645065
ETFSR_Ol8_highres_256s,1.2881156024155833,0.004406032654523981,0.23141287968650998,0.0036838695088031717,0.5032283966445952,0.004457956467225553,0.4636532226170096,0.005821791509384638
Fiege63_256s,2.7066796201676477,0.00849715474363547,0.6145317939834585,0.0037023508909148754,0.16774990353216793,0.004705187467306868,0.16001556490372745,0.005205909530357153
Fiege63_256s_2,2.932476569138706,0.010628352960340062,0.6255181937980857,0.0036281384491422307,0.13419611432459358,0.004824709810988713,0.12848507151595756,0.005329246492479654
Fiege63_256s_3,3.1782781675281115,0.007721983368384464,0.6209658143825764,0.003685176626221521,0.17120813696748038,0.004811466684701924,0.16197362982903019,0.0056063815452469645
Fiege73_256s,2.564869935968407,0.013297487533431096,1.1612577806670328,0.002744565916708686,0.45745518516067,0.0027109454577122316,0.40545822937314,0.003261515360304989
Fiege73_256s_2,2.5891387056838178,0.013093433673343825,1.1594346465303556,0.002840342907385438,0.464820583200681,0.0027962835175689735,0.4085938033546125,0.0033346722124330585
Fiege73_256s_2_highres,2.505983091667194,0.011916067291558967,1.1526391375962375,0.0027801521417945576,0.45356994381580157,0.002770303089557793,0.40245287243560435,0.0033937061004024743
Fiege73_2_256s,2.5891387056838178,0.013093433673343825,1.1594346465303556,0.0027505793795930826,0.464820583200681,0.0027273901007916867,0.4085938033546125,0.003406154402360952
STD_C1'_256s_20x50,1.3802650496411557,0.004562710043988522,0.2658647993661976,0.0037347614781542016,0.038756263444887924,0.004467143051234726,0.030917516730430344,0.004762630474331879
STD_C1_020320_256s_20x50_a,1.3509346312002692,0.0037168183800454883,0.2609133571405772,0.003614497945625887,0.0232001107115391,0.003948660525805475,0.013870747571290863,0.004084222187528301
STD_C1_020320_256s_20x50_b,1.3549719782673373,0.0036560666401656895,0.26082788282554065,0.003573917580472667,0.022875798715166568,0.003971280280499901,0.013270989492458876,0.0041385290723773985
STD_C1_020320_256s_20x50_c,1.3668431457946149,0.003216080647904586,0.26321280390516455,0.003703652761476284,0.023866772191312682,0.003869420455098515,0.0139619980638159,0.00405467933213873
STD_C1_020520_256s_20x50_a,1.352493392203428,0.0036155305216061836,0.2591552539983646,0.0036156452058457482,0.022634040373357873,0.003959383043159802,0.017143997768569282,0.004126274802581136
STD_C1_020520_256s_20x50_b,1.3530417334344484,0.0034134486613755133,0.26038842284373803,0.003655665950199831,0.02310147949444184,0.003921348864948462,0.01736283108889992,0.004045633082422406
STD_C1_020520_256s_20x50_c,1.3522521980933162,0.0034583286194726946,0.25954148133618926,0.003607259417535044,0.023036772272715392,0.004060231970871904,0.017828890848396044,0.004217853075537834
STD_C1_021220_256s_20x50_a,1.3322111475499334,0.0010685976159475767,0.2581608098859499,0.0036581707453349566,0.02754837518791206,0.0040765893164683865,0.01892237479021832,0.004157891639616505
STD_C1_021220_256s_20x50_b,1.3167909974414909,0.00103153236221519,0.251107703752379,0.003659058737596952,0.025255854632349504,0.003989965150163118,0.016799464633561932,0.004051646458688413
STD_C1_021220_256s_20x50_c,1.316563591813973,0.001143349958302971,0.2564206902706511,0.003611395547209711,0.0264517925779085,0.004017677963647429,0.020749788125519773,0.004156577859510635
STD_C1_021420_256s_20x50_a,1.3481434334366451,0.003924489434790919,0.26482254473598016,0.003710094401387013,0.02654907947790841,0.0040154157140890835,0.021252148361170793,0.004149690285892197
STD_C1_021420_256s_20x50_b,1.342171765929119,0.003987319700362334,0.2639361848924865,0.003677351499963728,0.02674751538677591,0.004104900541108815,0.021229574990437164,0.00411749884094957
STD_C1_021420_256s_20x50_c,1.3444669321994989,0.003253745532294602,0.2642481600123476,0.0035894326708337245,0.026575908295610427,0.004033153740798148,0.02131597178233407,0.004292665417972401
STD_C1_021720_256s_20x50_a,1.3359570487671242,6.83293093170098e-05,0.25354558463866683,0.0036512636364745754,0.03142393317263738,0.0040733573056363145,0.021583888189099912,0.00432645323302798
STD_C1_021720_256s_20x50_b,1.3378125731847437,2.129337818826347e-05,0.2536548959017537,0.003610224992282208,0.03173291185287123,0.003978453332644248,0.02172859787426054,0.004186827997682573
STD_C1_021720_256s_20x50_c,1.3342473980834983,3.720724480109468e-05,0.2541534084142594,0.003566294202300883,0.031941829109656185,0.003906664513913384,0.022302747939270767,0.004189554439637452
STD_C1_021920_256s_20x50_a,1.3516386052348792,3.8085331765316234e-05,0.2652355008739704,0.0036197186863087456,0.036549488724597415,0.0041640958001194816,0.03089256101636862,0.004462495956739465
STD_C1_021920_256s_20x50_b,1.3509855477366497,3.592059842153648e-05,0.26470878827758126,0.0036419710700122242,0.03536288303330477,0.004083457567353885,0.02978207407617862,0.0044158179130987475
STD_C1_021920_256s_20x50_c,1.3555155582042275,3.8615486906145525e-05,0.26434738624989707,0.003637177832169431,0.03451515813198147,0.004200716196995112,0.028516864327060062,0.004445510878100988
STD_C1_022120_256s_20x50_a,1.3344468540323995,3.688531189439467e-05,0.260032717301401,0.0036021119669582898,0.034514197890277286,0.003988170861260012,0.021657011061844283,0.0042676056259129255
STD_C1_022120_256s_20x50_b,1.334657695557614,3.805091387068982e-05,0.2599397807825934,0.0036103293272012294,0.03570270321547297,0.004059777325831382,0.022801434376179847,0.004292928283877799
STD_C1_022120_256s_20x50_c,1.331813635014694,3.930338360000926e-05,0.2602135832545058,0.0036715116446659657,0.035640411283164454,0.004138708829381346,0.02258301639290103,0.004331967133708245
STD_CN92C_OL2_020320_256s_20x25_a,1.4534010770684656,0.00015500808577793867,0.3444536492677967,0.003670826192187751,0.045402961465942235,0.004353111649182686,0.03331724320192276,0.004685032021795026
STD_CN92C_OL2_020320_256s_20x25_b,1.417111146725265,0.00022170392577481175,0.3425035034362757,0.0036504721034122094,0.0421860636201277,0.004349830477331739,0.028539809473239863,0.004663800350667489
STD_CN92C_OL2_020320_256s_20x25_c,1.472614103607645,9.716366678266872e-05,0.34503114941875146,0.003662391132293817,0.04602021814273769,0.004402403594058602,0.035434971255652425,0.004724750280394383
STD_CN92C_OL2_020520_256s_20x25_a,1.4951699436611225,0.0006466048775038153,0.35145996207382724,0.0036535164245059056,0.044323172251544876,0.004552841093338748,0.0313770240875918,0.004933766135715729
STD_CN92C_OL2_020520_256s_20x25_b,1.530899969945537,0.00041664929096869055,0.3500136727154986,0.003628213422123369,0.04595902974698404,0.004345311082940405,0.03237272551121001,0.004793734348335707
STD_CN92C_OL2_020520_256s_20x25_c,1.523435814011184,1.649026925744867e-05,0.3513704591239297,0.003664970125876223,0.046851723551281456,0.0043077703213524774,0.03323369810405226,0.004719783450887029
STD_CN92C_OL2_021220_20x25_a,1.2345188725365144,0.004504367878431241,0.32310863851424837,0.003679031465189282,0.020069875521435566,0.0039045771873803827,0.014213276052934506,0.004013225955772106
STD_CN92C_OL2_021220_20x25_b,1.2452531973485566,0.004235549314248665,0.32448312997303574,0.003575181775680514,0.022989331304151723,0.003947183879249768,0.018546551820582263,0.004067463870846974
STD_CN92C_OL2_021220_20x25_c,1.2523465801219869,0.003223591738779861,0.32461058985260527,0.0036246087472209094,0.023479110911817973,0.004080659881076742,0.01896101905525409,0.004200458415717593
STD_CN92C_OL2_021420_256s_20x25_a,1.3699327095040255,0.002704785165327648,0.32947464140522303,0.0036389882920229775,0.024258167642682016,0.004458354494943358,0.031048735580937615,0.004563528787576156
STD_CN92C_OL2_021420_256s_20x25_b,1.3638699845750846,0.0027804960185491816,0.32986849368244076,0.0035855311053153266,0.023597830504888312,0.00441725059451992,0.027585678314575236,0.004486719637428739
STD_CN92C_OL2_021420_256s_20x25_c,1.3781776918289097,0.003244847529225119,0.32962668773376774,0.003621887960973869,0.023715448671454135,0.004449878087382107,0.028047151411511182,0.004615824652898478
STD_CN92C_OL2_021720_256s_20x25_a,1.370056404272452,0.006167870970921614,0.3453257645272652,0.0036301530937697707,0.03038139344076682,0.00458502290934505,0.040456400961085985,0.005290721357141093
STD_CN92C_OL2_021720_256s_20x25_b,1.3745672899715637,0.004922698984693782,0.3424609383425618,0.003671027159793151,0.029739592873070476,0.0044125301296402825,0.03950231275809741,0.004933468658012573
STD_CN92C_OL2_021720_256s_20x25_c,1.3768548237743568,0.005272760708074948,0.34500226516489507,0.003694539020387416,0.030234325870586966,0.004525210473708666,0.04040195571058639,0.005222062454185527
STD_CN92C_OL2_021920_256s_20x25_a,1.4442594388100298,0.00524387925533086,0.3537448970196538,0.0037528011399401272,0.031058692031381514,0.0045909169583273285,0.038364750605604646,0.005197513907923942
STD_CN92C_OL2_021920_256s_20x25_b,1.4476961829292094,0.006167119034682428,0.34990738972173385,0.0036121037106533467,0.028907316599830597,0.004609465544498077,0.035250489145552455,0.005367723799636842
STD_CN92C_OL2_021920_256s_20x25_c,1.4447445187658505,0.006364911463164047,0.34940620595251537,0.0036554812288112186,0.02915020966855223,0.004375119401355326,0.035580200254048906,0.005037995259700201
STD_CN92C_OL2_022120_256s_20x25_a,1.431990766129686,0.004905521883377903,0.3508276882780303,0.003649732216944438,0.029010552027225384,0.004465536233773491,0.039456297158647784,0.005186828813612333
STD_CN92C_OL2_022120_256s_20x25_b,1.4210818536860954,0.0057270252296973845,0.3502598136893299,0.0036432972521372687,0.02738607996251253,0.004303084480472372,0.04060386407127571,0.004739369361367958
STD_CN92C_OL2_022120_256s_20x25_c,1.424499928045556,0.005290825704232129,0.3497209025975956,0.0036469739633567845,0.02855127580720444,0.004487620501016869,0.04162121088723935,0.005024638073862565
STD_D1010_012821_256s_100x100_a,2.710894807352858,0.0015865163670287263,0.18563791225488496,0.0035842780766040393,0.10948982828166838,0.0042136396763294065,0.09267065044344465,0.004805571339778606
STD_D1010_012821_256s_100x100_b,2.7991569773002367,0.0014659293131840893,0.1895856885091546,0.003428208718736725,0.11079779325288175,0.004360730716519797,0.09243622609759947,0.004826033279019142
STD_D1010_012821_256s_100x100_c,2.83003501979007,0.0015701958159103915,0.18518024324576854,0.0036672106417291006,0.10596541736359771,0.00437479962228254,0.0892583570359977,0.004965617130217065
STD_D1010_020320_256s_100x100_a,2.6998185413621925,0.0008930219161529538,0.19117233851044052,0.0032972283360081576,0.11493038402539907,0.004342307999129902,0.0900427382779827,0.0047189871319497975
STD_D1010_020320_256s_100x100_b,2.697059073611084,0.0005313657756563438,0.18679139068873274,0.003410473813549229,0.10345445098464695,0.004291171224965245,0.08147902773119918,0.0048075766636185326
STD_D1010_020320_256s_100x100_c,2.712248080622773,0.0005282940741109075,0.1879946033433256,0.0033373931178687765,0.10721715162444503,0.004383716784145003,0.08598984051098865,0.00493526668665446
STD_D1010_020520_256s_100x100_a,2.708995448138177,0.0004150768718210058,0.1725308538450849,0.0036047318665509537,0.0729936269813532,0.004360550066545062,0.06339715072848028,0.0047735345515708206
STD_D1010_020520_256s_100x100_b,2.7061751243808554,0.000324023203876978,0.17264521787796933,0.0036179378674948324,0.07215592468432297,0.004196207665086571,0.061748930508223665,0.00475484710342879
STD_D1010_020520_256s_100x100_c,2.6805225960273726,0.00029455093569626746,0.17326473496248856,0.0036349545389866523,0.07105335611768576,0.004251869461748067,0.06095284375949805,0.0046541034986497245
STD_D1010_021220_256s_100x100_a,2.722230547596253,8.198949671622387e-05,0.17572129856957683,0.0030734841982579713,0.103662409093337,0.0035336228733920177,0.08782099723648037,0.0040811003481575035
STD_D1010_021220_256s_100x100_b,2.722036399957742,9.191025337304275e-05,0.17491697378339344,0.0030397437491877966,0.10477079843946473,0.003556970916723576,0.08828488418366386,0.003909222846903915
STD_D1010_021220_256s_100x100_c,2.716311583080364,9.220822330429397e-05,0.17475483217486262,0.003024802651006113,0.10287762155140409,0.003332181694894415,0.08736813668001839,0.00374451050792136
STD_D1010_021420_256s_100x100_a,2.6540838631639545,0.0018370188111254673,0.18118349233253758,0.0032296085710464325,0.09445834536906739,0.004205158551494216,0.07583452894482354,0.004746084694741704
STD_D1010_021420_256s_100x100_b,2.681745546710539,0.002116305676237749,0.18257925031913436,0.0032163159715642964,0.09658372119638634,0.004249441519787061,0.07859310309825035,0.004689382525676223
STD_D1010_021420_256s_100x100_c,2.7413553680976013,0.0013225978256291343,0.18212211328482367,0.0030970452810558705,0.10062689006379696,0.004150502270160419,0.08303250350848998,0.004731183688796156
STD_D1010_021720_256s_100x100_a,2.6832724271647805,0.0014078865972208404,0.19099830448468125,0.003627592622975088,0.10147711090879626,0.0042195986285904225,0.08426455422703633,0.004763591317849839
STD_D1010_021720_256s_100x100_b,2.6624704349442117,0.001337386452303398,0.1901255372349386,0.0035815539083314785,0.10094109967050587,0.004311580703769838,0.08378742309485972,0.0048348137135476085
STD_D1010_021720_256s_100x100_c,2.6833256000455776,0.0015755250212369691,0.19013542490441568,0.003576572732825535,0.10156941745468655,0.004336610413454393,0.08487715819503697,0.0048236989108852105
STD_D1010_021720_256s_50x50_b,2.698604331455274,0.0015017178335633512,0.18934714658292245,0.003675151903568633,0.0947023624618073,0.004391369488201615,0.07784860031377375,0.0050296866769889695
STD_D1010_021720_256s_80x80_a,2.646115359864479,0.0016665378907354754,0.18986331442340115,0.0036708172326115167,0.10036165576956955,0.004455356087692528,0.08535165104678354,0.0048875151411139645
STD_D1010_021720_256s_80x80_b,2.6531049567574354,0.0015260426916025038,0.1915936392938842,0.003648581537409064,0.10082072407931948,0.004346396827715232,0.08456649552041569,0.004904758470065301
STD_D1010_021720_256s_80x80_c,2.656703347874838,0.0014758568059302824,0.19320985061148424,0.0036499709496154845,0.10248189652874572,0.004246049750635589,0.08576144894152168,0.004736399829425765
STD_D1010_021920_256s_100x100_a,2.742957951036626,0.0019266049512146127,0.19040074879989688,0.003630856275868134,0.10234972369059414,0.004302297639415007,0.08414526907882659,0.004778106938246224
STD_D1010_021920_256s_100x100_b,2.715687112102524,0.0019726320496912097,0.18972552503493756,0.003624191500619248,0.09992431790994467,0.004389539385021586,0.08006250391994739,0.005057300270316006
STD_D1010_021920_256s_100x100_c,2.719150174492316,0.0019720858782781053,0.1908283965935069,0.0036136991226936306,0.10381199207261899,0.00440202236704816,0.08507729186666087,0.005113634231068866
STD_D1010_022120_256s_100x100_a,2.6644252175550944,0.002754060081376995,0.18872107690745854,0.003612344236690141,0.0949398369283103,0.0041548677640873225,0.07723202811276622,0.0047115363760512185
STD_D1010_022120_256s_100x100_b,2.6839422827370747,0.0026541394239677184,0.19043471183315538,0.0035965188616672154,0.09760954154173702,0.004322165751661973,0.08053405559533762,0.005015513920985752
STD_D1010_022120_256s_100x100_c,2.6976533521264887,0.0024172334322785038,0.18914851789391668,0.003662878735861206,0.09731021233851377,0.004243508555315054,0.07976717951874157,0.004905997356924065
STD_D1010_030920_256s_100x100_a,2.661382027111227,0.0036957086325534183,0.185246534303908,0.0036296539650683933,0.09063517643939978,0.004357723251108057,0.07331863974025452,0.004875746000986169
STD_D1010_030920_256s_100x100_b,2.660465528728716,0.0034807958852569,0.18541593104259008,0.003680056418661061,0.0906921034531895,0.004263840126222592,0.07413987862607337,0.00491654759663118
STD_D1010_030920_256s_100x100_c,2.6754964241551438,0.0031395691784246787,0.1853791118260403,0.003591872795045829,0.09082440862956925,0.004239182203663717,0.07342846622472944,0.004758686109301179
STD_D1010_031020_256s_100x100_a,2.7766704512948093,7.229889577417085e-05,0.18796419711718174,0.0036406601315838883,0.11603455035296628,0.004491691111258522,0.09740073934513878,0.004953599020817882
STD_D1010_031020_256s_100x100_b,2.7641457252476567,7.331737396469283e-05,0.18770682076294756,0.003726117367084702,0.11660927388367376,0.004411920074381339,0.09810223142729066,0.0048909918886577515
STD_D1010_031020_256s_100x100_c,2.778541791333938,7.311027579906429e-05,0.1896375089465262,0.003701132155666843,0.12024987976854914,0.004601291012279422,0.1009975477449901,0.004951476015518287
STD_ETF46_020320_256s_15x15_a,1.5177914987166032,0.005831818545009509,0.3807260060744252,0.003647866188332788,0.3201038195025404,0.004448709084971527,0.3035516862236325,0.005419813599455839
STD_ETF46_020320_256s_15x15_b,1.504365554159519,0.005900391061428209,0.3824817691041426,0.003749483761698219,0.32123484037302924,0.004590868980279109,0.3013805091750813,0.00542222519490284
STD_ETF46_020320_256s_15x15_c,1.510838182704943,0.005971087435830456,0.38044132264543407,0.00369497316442181,0.3161239643561975,0.004511077496261602,0.29738310414608243,0.005402098886590082
STD_ETF46_020520_256s_15x15_a,1.4575965599332037,0.006381288162148593,0.3756962208634272,0.003666339537295875,0.31460310896490995,0.004609305732506494,0.2953199545865531,0.005620629529245864
STD_ETF46_020520_256s_15x15_b,1.450361322330992,0.006780713144563497,0.3754829768049717,0.003684050236976927,0.3122698498424592,0.004582543081685535,0.29470706357615284,0.005451189474320948
STD_ETF46_020520_256s_15x15_c,1.4721242674949842,0.005884787124457462,0.3728013529512481,0.0036735745609959023,0.3152195555848251,0.004665145751028984,0.294770536086984,0.00549101618424578
STD_ETF46_021220_256s_15x20_a,1.5551725106082737,0.001708526816767303,0.3898479176226392,0.0036094421049711442,0.33055742123846593,0.004591035442563151,0.3195756652692969,0.0055083208048053445
STD_ETF46_021220_256s_15x20_b,1.5435299864341945,0.001655233464080878,0.3897865631246872,0.0036937398504006446,0.33318181764514804,0.00469263483472471,0.31680455918602585,0.005623769824847494
STD_ETF46_021220_256s_15x20_c,1.5594795394379215,0.0021127498963367684,0.3897737381384238,0.003667807072105398,0.3319057701010205,0.00462036975633985,0.3184338109325111,0.005457067493113678
STD_ETF46_021420_256s_15x20_a,1.5076802484667124,0.0018453786728719105,0.38505932585446057,0.003686519815019764,0.3332665184710641,0.004563571120521279,0.3104192034920696,0.005478727362659633
STD_ETF46_021420_256s_15x20_b,1.5114486324544858,0.0019373626378266246,0.38070672747593,0.0036680274190819136,0.3218450661053677,0.00454776724743398,0.3007377232915744,0.0052426670064729735
STD_ETF46_021420_256s_15x20_c,1.526587593700538,0.0017428681604032155,0.3823595270305238,0.0036633976537431496,0.3215551656607117,0.004564852983132279,0.3021936787278022,0.00535737947014317
STD_ETF46_021720_256s_15x20_a,1.460709912556634,0.0031319639045647237,0.35935753686506056,0.0036961666899924606,0.3078250961814511,0.004591196343958878,0.2969695840377519,0.005567018742068797
STD_ETF46_021720_256s_15x20_b,1.5141206607250883,0.003083644788252278,0.3701716039425633,0.0036904948065933155,0.3166035257119355,0.004651482749553396,0.30166919121729757,0.005457220248615915
STD_ETF46_021720_256s_15x20_c,1.5267001686767543,0.0033250310477827443,0.3701816044937279,0.003709281611509164,0.3191291495656647,0.0046871306138789445,0.3035598361516483,0.0055515341803722106
STD_ETF46_021920_256s_15x20_a,1.4859542800464063,0.0038409081275936415,0.36153308531432277,0.0036794754422245215,0.3160915467779665,0.004540809420588696,0.29915886707668066,0.005375478110748889
STD_ETF46_021920_256s_15x20_b,1.4914739390863003,0.004006379051152717,0.36149244567137956,0.003683960952569281,0.31590847509751085,0.004647606209734633,0.30566003010360965,0.005581352426871957
STD_ETF46_021920_256s_15x20_c,1.4797453575191237,0.0036013126544643553,0.3594598675166073,0.0037234231658997753,0.31668771250289235,0.004623422060007172,0.30342374763764246,0.005643821218332349
STD_ETF46_022120_256s_15x20_a,1.5249231758968358,0.0037129749752775718,0.3885225145392044,0.0037201271553420996,0.33557854703959944,0.004588118368759218,0.3123066419986996,0.005338470819973
STD_ETF46_022120_256s_15x20_b,1.465225641961398,0.0031895937959555607,0.35837520765409486,0.0036709144499983536,0.3154961133028686,0.004506404326308349,0.30559390632978756,0.005468481262446145
STD_ETF46_022120_256s_15x20_c,1.4622507758616556,0.0036267559919277476,0.35882302281040634,0.0037350072478155786,0.31749655113384473,0.00475314528186817,0.30492217506166924,0.00573157701475207
STD_ETFS_15x20_256s_2,1.5087359107822198,0.00584148143777859,0.39177596364885947,0.003653846446903776,0.32466460296712996,0.004478517774245383,0.3060943194052051,0.005541954763355001
STD_ETFS_15x25_256s,1.5619249016594985,0.00413890183181117,0.4021185150888363,0.003641349080684521,0.34314283040452803,0.004491128084114662,0.32317269962265516,0.005538404677834888
