,H2OT_3550_SAT,H2Om_5200_M,H2Om_5200_M_STD,OH_4500_M,OH_4500_M_STD,P_H5200_S2N,P_H4500_S2N,ERR_5200,ERR_4500
STD_D1010_022120_256s_100x100_a,*,0.6949506840933248,0.16720321236837,0.8384048958537834,0.2143048075467278,36.59520272041424,17.110879326460324,-,-
STD_D1010_022120_256s_100x100_b,*,0.6912125587699958,0.1662811140395318,0.8285487590021247,0.21235686328936967,43.30424240305204,16.093965641572897,-,-
STD_D1010_022120_256s_100x100_c,*,0.6676629224141261,0.16068037260672208,0.8320093938920621,0.2131447624909477,39.980735393826095,15.636571336747537,-,-
STD_D1010_030920_256s_100x100_a,*,0.15242787545646772,0.036640706507103174,0.8636731962831056,0.22181963504425106,10.374963385628847,14.10515432637145,-,-
STD_D1010_030920_256s_100x100_b,*,0.1696351636676393,0.04072412064821697,0.8530528029073517,0.21998077303605001,9.734910937522777,13.845174233864304,-,-
STD_D1010_030920_256s_100x100_c,*,0.17837581432870162,0.04276018017465702,0.8368962739022427,0.21527694563890704,9.133602864973176,14.296923129605524,-,-
STD_D1010_031020_256s_100x100_a,*,0.4770892016228833,0.11547904107491726,0.8707982534975443,0.22263411917514608,17.528740140771422,16.21042584101394,-,-
STD_D1010_031020_256s_100x100_b,*,0.48557279396134506,0.1162780453306808,0.8641707917039214,0.2211280910366986,30.105017367566784,15.112597226735275,-,-
STD_D1010_031020_256s_100x100_c,*,0.48220002364149944,0.11589325814518517,0.865494314019071,0.22132823686281752,19.446705099929968,15.503524668635814,-,-
STD_ETF46_020320_256s_15x15_a,-,2.8886389320489902,2.091378909154076,4.753242775126525,2.83374668933473,3.5726755857641703,7.355825158971129,*,-
STD_ETF46_020320_256s_15x15_b,-,3.122949322974243,2.242865837490295,4.469162245827252,2.6423479470051823,3.2826143384503728,6.095682610646051,*,-
STD_ETF46_020320_256s_15x15_c,-,2.9141225255013086,2.1013086833350467,4.247827691746992,2.55069253944711,2.6963333514482977,6.339920651210452,*,-
STD_ETF46_020520_256s_15x15_a,-,3.1376819018597746,2.2494261585741304,5.0983620278139155,2.992006332827817,3.018888599757045,6.705559870740063,*,-
STD_ETF46_020520_256s_15x15_b,-,3.173553845598846,2.2788137869180485,4.404684421157852,2.589996825201971,2.9229547860514082,5.878086744274558,*,-
STD_ETF46_020520_256s_15x15_c,-,3.691068987112488,2.6534236920915797,4.612676742859964,2.7274039373957,4.943532887469057,6.458509885232396,-,-
STD_ETF46_021220_256s_15x20_a,-,6.213648218278421,4.471280815197838,2.9804078414384305,1.7706024140797454,10.991154882150829,5.692541235319379,-,-
STD_ETF46_021220_256s_15x20_b,-,6.737220469659414,4.846010207154941,2.897002783080726,1.7116752976992426,7.241787784073256,6.943983584129995,-,-
STD_ETF46_021220_256s_15x20_c,-,6.013067156169373,4.3487606967778545,3.2293377463138015,1.9500847928521508,8.651390288764768,4.890793513567053,-,-
STD_ETF46_021420_256s_15x20_a,-,5.098113361631462,3.6733472112712358,3.8752912683946605,2.32019490633096,9.032407299395592,10.244186986691425,-,-
STD_ETF46_021420_256s_15x20_b,-,6.178164010146396,4.4301509868481315,4.056216706087574,2.3912758604375224,10.074357761593859,4.956607732865379,-,-
STD_ETF46_021420_256s_15x20_c,-,5.70443401438844,4.097610733191001,3.652321213975991,2.1645807450759156,5.855084510568609,7.782688809387608,-,-
STD_ETF46_021720_256s_15x20_a,-,3.6034221939094198,2.5988410669986055,4.384826349763371,2.5887957388047647,5.5286280333882685,5.748778399451698,-,-
STD_ETF46_021720_256s_15x20_b,-,4.340235474132595,3.1171539309475573,4.253636690101309,2.5140009062452573,4.91275898446963,6.633748463211497,-,-
STD_ETF46_021720_256s_15x20_c,-,4.239747908273042,3.0476660001546616,3.9038286244623324,2.438547171683745,6.809929219069919,6.0669992137448086,-,-
STD_ETF46_021920_256s_15x20_a,-,6.247358393333304,4.484960872418333,3.0729200801599936,1.8079399779614846,8.70099905865713,4.541850465956673,-,-
STD_ETF46_021920_256s_15x20_b,-,5.591728243874822,4.013908779399698,3.3536344178465014,2.017641288165319,10.446369138180764,5.371649831556076,-,-
STD_ETF46_021920_256s_15x20_c,-,4.3879625478347055,3.156583566697279,3.7090180335648353,2.1941564354380727,7.701351649940535,5.846533083525962,-,-
STD_ETF46_022120_256s_15x20_a,-,5.462795763485249,3.9136089724876997,2.90371663924407,1.718340215824403,9.659558387078308,5.057960115343072,-,-
STD_ETF46_022120_256s_15x20_b,-,4.434067364002006,3.1887058305846194,3.9384782029770884,2.3592836854225046,6.053031244945056,6.565407432467975,-,-
STD_ETF46_022120_256s_15x20_c,-,3.8839502333361633,2.800403813324448,3.8782769339566263,2.291074815520255,6.0668426329775365,5.435049896565521,-,-
STD_ETFS_15x20_256s_2,-,5.274157038162544,3.8038980223861163,2.4432573061661733,1.435271456168666,6.908824508711416,5.159919147445581,-,-
STD_ETFS_15x25_256s,-,6.364659093524698,4.576806819158644,3.07202964600525,1.8060578412595423,6.157290307595113,9.452103125211373,-,-
