,Density_F,Tau,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
AC4_RH1_OL3_MI1_022120_256s_20x25_b,2752.253362629983,0.671193877277604,0.8467657666400012,0.2933092121873846,0.7382771377484363,0.2725360849519709
AC4_RH1_OL3_MI1_022120_256s_20x25_c,2752.4242405655637,0.671193877277604,0.8467657666400012,0.2933092121873846,0.7382771377484363,0.2725360849519709
AC4_RH1_OL3_MI2_022120_256s_20x20_a,2800.8199622026145,0.6612759446451308,0.8003941949147593,0.29114234365708835,0.7032418225297068,0.2705351719206558
AC4_RH1_OL3_MI2_022120_256s_20x20_b,2800.468038344134,0.6612759446451308,0.8003941949147593,0.29114234365708835,0.7032418225297068,0.2705351719206558
AC4_RH1_OL3_MI2_022120_256s_20x20_c,2801.2514013874047,0.6612759446451308,0.8003941949147593,0.29114234365708835,0.7032418225297068,0.2705351719206558
AC4_RH3_OL1BIG_022120_256s_20x25_a,2668.5296238928777,0.6990516339853234,0.9770154881441311,0.2993359286576671,0.8366852761891028,0.2781462740544545
AC4_RH3_OL1BIG_022120_256s_20x25_b,2668.9085141664914,0.6990516339853234,0.9770154881441311,0.2993359286576671,0.8366852761891028,0.2781462740544545
AC4_RH3_OL1BIG_022120_256s_20x25_c,2668.3234532901465,0.6990516339853234,0.9770154881441311,0.2993359286576671,0.8366852761891028,0.2781462740544545
AC4_RH3_OL1SMALL_022120_256s_20x25_a,2672.038468050823,0.6990516339853234,0.9770154881441311,0.2993359286576671,0.8366852761891028,0.2781462740544545
AC4_RH3_OL1SMALL_022120_256s_20x25_b,2671.670295145118,0.6990516339853234,0.9770154881441311,0.2993359286576671,0.8366852761891028,0.2781462740544545
AC4_RH3_OL1SMALL_022120_256s_20x25_c,2671.2624686433687,0.6990516339853234,0.9770154881441311,0.2993359286576671,0.8366852761891028,0.2781462740544545
AC4_RH3_OL2_022120_256s_30x30_a,2762.2656635309345,0.667778618813109,0.8307976300620177,0.29256433492978845,0.7262126620869216,0.271847283409893
AC4_RH3_OL2_022120_256s_30x30_b,2763.1840064831367,0.667778618813109,0.8307976300620177,0.29256433492978845,0.7262126620869216,0.271847283409893
AC4_RH3_OL2_022120_256s_30x30_c,2762.187776143454,0.667778618813109,0.8307976300620177,0.29256433492978845,0.7262126620869216,0.271847283409893
AC4_RH3_OL3_022120_256s_20x20_a,2680.0134764331287,0.7073085182183919,1.0156207815686016,0.3011058726562149,0.8658529013938705,0.2798063551351479
AC4_RH3_OL3_022120_256s_20x20_b,2689.2797260176358,0.7073085182183919,1.0156207815686016,0.3011058726562149,0.8658529013938705,0.2798063551351479
AC4_RH3_OL3_022120_256s_20x20_c,2689.2797260176358,0.7073085182183919,1.0156207815686016,0.3011058726562149,0.8658529013938705,0.2798063551351479
VF74_127-7_101220_256s_15x20_a,2616.8850844752665,0.7053306359798369,1.006373137781535,0.30068255817895534,0.8588659888727657,0.2794088052715142
VF74_127-7_101220_256s_15x20_b,2621.045689432451,0.7053306359798369,1.006373137781535,0.30068255817895534,0.8588659888727657,0.2794088052715142
VF74_127-7_101220_256s_15x20_c,2616.89927028679,0.7053306359798369,1.006373137781535,0.30068255817895534,0.8588659888727657,0.2794088052715142
VF74_131-1_101220_256s_25x50_a,2626.0428941588966,0.7385776743792835,1.1618205967352222,0.30774416947023386,0.976311883453655,0.28608230003225793
VF74_131-1_101220_256s_25x50_b,2626.411310233711,0.7385776743792835,1.1618205967352222,0.30774416947023386,0.976311883453655,0.28608230003225793
VF74_131-1_101220_256s_25x50_c,2625.506406268872,0.7385776743792835,1.1618205967352222,0.30774416947023386,0.976311883453655,0.28608230003225793
VF74_131-9_MI1_101220_256s_15x30_a,2642.6144125773953,0.6966389749807687,0.9657350334138832,0.298817366770268,0.8281625051770147,0.2776609660478557
VF74_131-9_MI1_101220_256s_15x30_b,2641.3594017919977,0.6966389749807687,0.9657350334138832,0.298817366770268,0.8281625051770147,0.2776609660478557
VF74_131-9_MI1_101220_256s_15x30_c,2640.689545608806,0.6966389749807687,0.9657350334138832,0.298817366770268,0.8281625051770147,0.2776609660478557
VF74_131-9_MI2_101220_256s_20x25_a,2722.9676570063284,0.6870937113507595,0.9211058860443937,0.29675953709271075,0.7944436514082076,0.27573988213639294
VF74_131-9_MI2_101220_256s_20x25_b,2722.5927874123417,0.6870937113507595,0.9211058860443937,0.29675953709271075,0.7944436514082076,0.27573988213639294
