Wavenumber,WD23MI02,WD33MI03,SH55MI02,WD71AMI01,SH63MI10,SH01MI11,SH01MI05,WD23MI03A,FI38MI01C,SH01MI12B,CV09EMI05,FI38MI01B,SH01MI12A,OK14MI07,OK14MI12,AK96MI13,OK14MI01,WD35MI04A,OK14MI06C,Terry3MI04A,FI45MI02,AK96MI08,WD70MI03,Terry3MI03,WD12MI04A,FI45MI05,WD70MI01A,WD35MI02,WD07MI01A,FI45MI06,WD70MI01B,WD12MI06,WD35MI01,WD07MI01B,FI38MI05A,SH58MI01,SH63MI34,OK17MI05A,FI45MI04A,JFL30AMI12,VS73MI02,SH63MI24
1537.013,0.004903996,0.002465901,0.003361814,0.008356044,0.000114514,0.002968996,0.000149918,0.009325159,0.002381938,0.004467303,0.003194087,0.004864463,0.003233244,-0.002615592,0.002818413,0.003011813,0.002390307,0.003347207,0.000725062,0.000625441,0.005925905,0.003194933,0.004036521,-0.000134779,0.003900052,0.003394449,0.003679089,0.005194911,-0.000463413,0.008936866,0.005873983,0.005098196,0.008077587,0.001368189,0.003283703,0.003268429,0.002677557,0.000411359,0.003633106,0.002998291,0.003651525,0.000794904
1538.942,0.004879386,0.002593567,0.003666411,0.009513838,0.000116732,0.003622018,0.000121706,0.010627907,0.002658588,0.00466547,0.003801891,0.005530509,0.003446054,-0.001526078,0.002608132,0.002918218,0.002995721,0.003584536,0.00086533,0.000771164,0.006739538,0.003662656,0.004398218,-0.000938887,0.004348457,0.004480071,0.00414297,0.005627043,-0.000109121,0.009792132,0.006383529,0.004720727,0.008875896,0.001055509,0.003983897,0.003437089,0.002828957,0.000407102,0.003862361,0.003221453,0.004180374,0.000994927
1540.87,0.004858028,0.002842095,0.004076142,0.011179226,0.00014041,0.004294556,0.000274235,0.012339819,0.002977981,0.00490887,0.004461236,0.00630013,0.003812785,-0.000208771,0.002347203,0.002990694,0.003064634,0.003859363,0.000969082,0.000906211,0.007558315,0.004172762,0.004923307,-0.000530936,0.004931051,0.005597745,0.004650144,0.006121544,0.000303359,0.010722523,0.006967416,0.005026251,0.009850653,0.00087377,0.004652621,0.003652524,0.003086603,0.000399835,0.004055187,0.003627575,0.004807526,0.00121038
1542.799,0.005630414,0.002988913,0.004585628,0.013393983,0.000166022,0.005035792,0.000657844,0.014449937,0.003297872,0.005208599,0.005259826,0.006946684,0.004432957,0.001437068,0.002113782,0.003304613,0.003093201,0.004202959,0.001117439,0.001002043,0.008597094,0.004858588,0.005578859,-0.000239616,0.00561646,0.006498833,0.005282557,0.006830153,0.000787951,0.011815374,0.007696785,0.005636771,0.010972269,0.000905742,0.005409277,0.003859899,0.003555293,0.000382111,0.004584395,0.004318009,0.005567891,0.001372762
1544.727,0.007381803,0.003111602,0.005349388,0.017009197,0.000352356,0.006237249,0.001576566,0.017023069,0.003630012,0.005843849,0.006539753,0.007521311,0.005335982,0.003122765,0.001911512,0.003937855,0.003289597,0.004749188,0.001353691,0.00104522,0.009897579,0.005759484,0.006422093,0.000280261,0.006610083,0.007493433,0.006211629,0.007849482,0.001494542,0.012935405,0.008681062,0.005913394,0.012073493,0.001265649,0.006250041,0.004272011,0.004533717,0.000450537,0.005411433,0.005648519,0.006488896,0.001741612
1546.656,0.007277722,0.00264798,0.00588187,0.019273318,0.000338395,0.007232727,0.002326592,0.018811201,0.003929175,0.006188385,0.007473937,0.007976562,0.005873576,0.003980837,0.001681601,0.004583339,0.00337704,0.005088784,0.001312166,0.0011321,0.011102844,0.006476438,0.006930002,0.000727789,0.007340894,0.008717657,0.006778233,0.008524455,0.002052576,0.013766707,0.00945037,0.007092622,0.013054079,0.001274722,0.006919039,0.004351052,0.005389026,0.000475276,0.005885335,0.006455426,0.007253409,0.002155538
1548.584,0.007936634,0.002172064,0.006240649,0.020729878,0.000119023,0.008173538,0.002889329,0.020344618,0.004168478,0.006268021,0.008041221,0.008322131,0.006323347,0.003825742,0.001706944,0.005221984,0.003909663,0.005456486,0.001180254,0.001293253,0.012318819,0.006935286,0.007174381,0.000718785,0.007905378,0.009484617,0.00716331,0.008992576,0.002353833,0.01404296,0.010107815,0.00778163,0.013763359,0.001014183,0.007342824,0.00396146,0.006112308,0.000514174,0.006323362,0.006793469,0.008096186,0.002446272
1550.513,0.007441552,0.002157307,0.006761153,0.022896474,-4.10E-05,0.009312993,0.003700974,0.022219022,0.00436128,0.00649581,0.008722014,0.0086607,0.006984988,0.003120503,0.00184145,0.005898215,0.00450797,0.006043367,0.001115653,0.001430214,0.013668429,0.0072832,0.00749106,0.000715254,0.00861024,0.010136424,0.007746187,0.009558466,0.002624363,0.01427579,0.01098473,0.007834317,0.014455164,0.001007209,0.007687074,0.003595292,0.007069444,0.000601493,0.007037969,0.007310778,0.009111354,0.002788346
1552.441,0.006899622,0.002845372,0.007435049,0.025542652,-0.000110276,0.010599188,0.004850192,0.024365771,0.004489088,0.006832538,0.009507723,0.008924733,0.007923091,0.002428793,0.002078493,0.006823836,0.004817095,0.006680488,0.001082914,0.001539564,0.015000009,0.007612486,0.007914564,0.000621882,0.009420445,0.010701595,0.008438973,0.010165957,0.002930289,0.014584967,0.011993285,0.008569589,0.015204011,0.001202703,0.007851767,0.003354265,0.008271301,0.00075889,0.007721323,0.00822032,0.010212881,0.003152624
1554.37,0.007634555,0.003926359,0.008149108,0.028225624,-0.00021367,0.011831336,0.006104456,0.026284874,0.004724483,0.007261144,0.010135325,0.009133291,0.008812477,0.002000954,0.002227904,0.007916263,0.004902347,0.007394523,0.000997611,0.001596826,0.016222158,0.007893209,0.008321426,0.000276773,0.010054163,0.011201304,0.009096925,0.0108137,0.00325895,0.015122249,0.013008895,0.009042922,0.015778733,0.001295897,0.007719018,0.003015201,0.009262405,0.000944241,0.008338552,0.009466936,0.011379134,0.003453623
1556.298,0.007041745,0.004523746,0.008788727,0.029300747,-0.000408795,0.012569227,0.00673966,0.027221044,0.005026047,0.007835539,0.010314869,0.009491172,0.009428991,0.001764085,0.002216493,0.0085887,0.004860856,0.008340193,0.000962994,0.0016255,0.017415297,0.008243644,0.008711496,0.000748255,0.010303572,0.011901113,0.009717865,0.011345156,0.003585428,0.015708805,0.013968872,0.00940719,0.016206561,0.001218059,0.007419753,0.002591806,0.010308077,0.001031402,0.009101168,0.010202023,0.01260466,0.003935921
1558.227,0.003661665,0.005032865,0.009474862,0.03110885,-0.00063437,0.0135779,0.007109125,0.028812574,0.005424188,0.008459042,0.010961929,0.010288441,0.010170088,0.001553621,0.002250777,0.009451659,0.004703536,0.009381667,0.001088863,0.001603626,0.01878429,0.008788672,0.009231862,0.000248242,0.010672308,0.01275173,0.010415643,0.011894283,0.003983947,0.016315392,0.015110546,0.007244942,0.016976668,0.001275175,0.007204294,0.002360488,0.011377949,0.001194365,0.010113432,0.011191916,0.013922576,0.004536492
1560.155,0.002887101,0.005673039,0.010309451,0.033775197,-0.000765888,0.014761517,0.007689584,0.031151228,0.005958686,0.009299193,0.011850673,0.011161123,0.011093357,0.001535325,0.002330716,0.010576843,0.004527319,0.010494286,0.001288421,0.001530254,0.020228722,0.009423506,0.009987783,0.000509077,0.011357961,0.013764348,0.011303302,0.012707741,0.00450361,0.017305101,0.016482651,0.006310467,0.017887127,0.001553539,0.007037563,0.00239281,0.012243206,0.001367249,0.011267532,0.012598346,0.015379115,0.005232408
1562.084,0.005438194,0.006588511,0.011329367,0.03710794,-0.00075004,0.015871018,0.008623809,0.034113507,0.006518401,0.010445299,0.01290056,0.011898014,0.012127945,0.00172009,0.002497035,0.011483246,0.004600382,0.011747735,0.001525537,0.001383189,0.021838441,0.009995111,0.01098147,0.00222961,0.012410323,0.014700297,0.012498548,0.013632194,0.005210463,0.018770307,0.018106863,0.009771526,0.018901627,0.002151697,0.006918715,0.002741239,0.013112205,0.001483555,0.012545281,0.014188291,0.01693636,0.005928615
1564.012,0.006286634,0.007610069,0.012423877,0.040356003,-0.000721315,0.016835696,0.009560827,0.036963756,0.007029139,0.011616089,0.013900126,0.012581018,0.013248161,0.002352188,0.002749301,0.01224063,0.004929362,0.013015205,0.001776931,0.001249269,0.023211273,0.010573353,0.012025138,0.002817373,0.013509253,0.015546014,0.013742683,0.014464995,0.005959252,0.020381846,0.019728298,0.012111147,0.019951493,0.002827145,0.006736508,0.003347484,0.013713559,0.001610943,0.013824115,0.015796667,0.018503279,0.006674345
1565.941,0.007654431,0.008572137,0.013701092,0.044400966,-0.000616402,0.017906602,0.010532672,0.040348974,0.007681637,0.012863372,0.015043071,0.013407527,0.014616913,0.003210759,0.003045334,0.01299112,0.005444338,0.014396758,0.002073576,0.001151666,0.024643107,0.011330671,0.013189511,0.003474134,0.014822183,0.016948748,0.015208077,0.015433219,0.00671701,0.022255495,0.021568928,0.012384835,0.021350632,0.00355871,0.006637465,0.004131276,0.014147503,0.001830252,0.014988721,0.017622855,0.020190464,0.007529516
1567.869,0.008963068,0.00943701,0.015169294,0.049176751,-0.000369759,0.019002952,0.011649667,0.04434023,0.008395313,0.014249765,0.016403281,0.01419822,0.016265145,0.004549737,0.003373307,0.013877128,0.005854515,0.015782482,0.00244307,0.00107268,0.026227867,0.012259696,0.014556054,0.00418874,0.016455511,0.018657129,0.016924186,0.016662373,0.007492364,0.024695855,0.02363253,0.012721818,0.023204188,0.00442118,0.006723292,0.005147518,0.014655458,0.002071636,0.016232032,0.019547414,0.021946064,0.008462247
1569.798,0.009070674,0.01016187,0.016767334,0.054582341,-2.31E-05,0.020239381,0.012842762,0.04897526,0.009119971,0.015685028,0.017994986,0.015025067,0.018092488,0.00620433,0.003789576,0.014910041,0.006732549,0.017085952,0.002879439,0.001036922,0.02804267,0.013264748,0.01606847,0.004095153,0.018330961,0.020348149,0.018893782,0.018234887,0.008406936,0.027664245,0.025882098,0.012903057,0.025378607,0.005354025,0.006921715,0.006277847,0.015325383,0.002362222,0.017844787,0.021457537,0.023749635,0.009459004
1571.726,0.009653275,0.010627925,0.018422574,0.060471982,0.000409681,0.021692788,0.014088275,0.053771743,0.009847416,0.017065413,0.019798679,0.015897877,0.019909947,0.007481391,0.004269747,0.01604481,0.00788682,0.018328771,0.003291889,0.001057389,0.030021979,0.01413079,0.017628023,0.004058997,0.020408795,0.022154167,0.021011301,0.019892421,0.009419605,0.030828371,0.02825013,0.014052513,0.0277118,0.006247986,0.00719403,0.007462266,0.016105886,0.002706339,0.019654501,0.023415361,0.025541201,0.010636505
1573.655,0.010076973,0.010688433,0.019784952,0.064877314,0.000686143,0.022784883,0.014973259,0.057942713,0.010599351,0.017912182,0.021118058,0.016685191,0.021376362,0.008384298,0.004780213,0.017053089,0.008934767,0.019365713,0.003457906,0.001239111,0.03204689,0.014702717,0.018917272,0.004969615,0.022298039,0.02387891,0.022929366,0.02123955,0.010231846,0.033908001,0.030451504,0.016605377,0.030196847,0.006671667,0.00756515,0.008274245,0.016515308,0.002938272,0.021277501,0.024604823,0.027146729,0.011841247
1575.583,0.009661112,0.011234334,0.021259153,0.070010332,0.001096448,0.02413645,0.016111174,0.062913607,0.011445834,0.018889905,0.022496475,0.017550947,0.023199881,0.009355305,0.00551834,0.018310307,0.010372304,0.020622963,0.003693448,0.001554264,0.034451373,0.015297179,0.020398927,0.005548886,0.024501919,0.025149898,0.025215139,0.022948905,0.011208913,0.036792453,0.032910284,0.017358286,0.033026338,0.007190642,0.008236018,0.009108672,0.017308873,0.003182568,0.023076982,0.025883686,0.028921519,0.012977031
1577.512,0.012306866,0.012194401,0.022968075,0.076453681,0.001747925,0.025956217,0.017527636,0.068546429,0.012404101,0.020209466,0.024275211,0.018623032,0.025461827,0.010431398,0.006357988,0.019538531,0.011718583,0.022107052,0.003966634,0.001919539,0.037221292,0.015842583,0.022263427,0.00614988,0.027123558,0.026822091,0.027827163,0.0251182,0.01258426,0.039886296,0.035750602,0.01836501,0.036257045,0.008066251,0.009244059,0.010276946,0.018665465,0.003482805,0.02519444,0.027768911,0.03073304,0.014224286
1579.44,0.016193532,0.013570942,0.024825706,0.083782758,0.002578637,0.02804143,0.019014314,0.074726646,0.013535887,0.021754903,0.026328138,0.019868954,0.02804093,0.011658128,0.007244114,0.02070721,0.012788861,0.023654882,0.004239811,0.002411934,0.040400157,0.016280631,0.024394242,0.007390068,0.030087468,0.028986432,0.030619035,0.027561557,0.014258447,0.043219283,0.03885325,0.021458917,0.039759547,0.009111431,0.01048962,0.011540267,0.02041569,0.003791419,0.027528757,0.030105549,0.032537545,0.015534283
1581.369,0.018062473,0.015227363,0.026833478,0.092105547,0.003599862,0.030333941,0.020571734,0.081810068,0.014946757,0.023603958,0.028643841,0.021415309,0.030942662,0.013242096,0.007961123,0.021780464,0.013842495,0.025374096,0.00452109,0.003031982,0.044080631,0.01678666,0.026822073,0.00824429,0.033426574,0.031450952,0.033706325,0.030350082,0.016298446,0.046819835,0.042286565,0.024184482,0.043542618,0.010316813,0.0120564,0.012799359,0.022554918,0.004096758,0.030296813,0.032870706,0.034433201,0.016779213
1583.297,0.020453234,0.016944954,0.028938002,0.101045881,0.004791073,0.032941529,0.022054381,0.089459825,0.016564344,0.025793786,0.031223447,0.023345766,0.034159884,0.015284811,0.008565787,0.022678335,0.014876852,0.02730111,0.004814439,0.00377434,0.048110553,0.017375548,0.029507614,0.008957857,0.037052066,0.034168399,0.037025076,0.033343345,0.018665634,0.050730942,0.045973264,0.026459986,0.047607638,0.011659234,0.014016823,0.014134525,0.02512401,0.004433352,0.033451394,0.036039398,0.036397416,0.018112026
1585.226,0.022205782,0.018843674,0.031218336,0.111123397,0.006133219,0.036185356,0.023616514,0.098103541,0.018517826,0.028422849,0.034200426,0.025734183,0.037626809,0.017997354,0.009175048,0.023680664,0.015906278,0.029517306,0.005158303,0.004647401,0.052687652,0.017924027,0.032499783,0.010348422,0.041124679,0.037385253,0.040725997,0.036506619,0.021245335,0.055030598,0.05008729,0.029234543,0.052157458,0.013207073,0.0164394,0.015524333,0.028075121,0.004859252,0.03703155,0.039702815,0.038474432,0.019640281
1587.154,0.023700617,0.021208579,0.033820638,0.122570866,0.007732262,0.039886918,0.025584935,0.108060237,0.020786804,0.031641505,0.037539306,0.028311964,0.041453307,0.021302442,0.009976631,0.024527051,0.017271497,0.032063418,0.005562956,0.005684026,0.057915163,0.0185765,0.035899532,0.012343115,0.045832818,0.04103942,0.04497701,0.040004996,0.024133068,0.059656006,0.054757222,0.032892321,0.057155961,0.015187762,0.019133653,0.017126323,0.031453647,0.005345296,0.041270398,0.043977059,0.040759678,0.021269692
1589.083,0.02674208,0.023765656,0.036684061,0.135150908,0.009551386,0.044027679,0.027738755,0.119038846,0.023370686,0.035357598,0.041167534,0.031098242,0.045722362,0.025087471,0.01092801,0.025145392,0.018813158,0.034882123,0.006025149,0.006885906,0.063687314,0.019349011,0.03966669,0.01452146,0.051042258,0.045013756,0.049679548,0.043752406,0.02734051,0.064652929,0.059910604,0.037141922,0.062605725,0.017556055,0.022004535,0.01908116,0.035246939,0.005916147,0.046100778,0.048785867,0.04320981,0.023072916
1591.011,0.030145196,0.02646977,0.039861813,0.148923645,0.011564052,0.048797945,0.029950154,0.13085731,0.026317244,0.039502751,0.045152136,0.034275519,0.050534948,0.029570741,0.01196264,0.025952135,0.020555039,0.038052041,0.006551767,0.008334204,0.069913705,0.020274433,0.043730921,0.017121627,0.056667924,0.049462768,0.05478845,0.047588117,0.030739441,0.070039453,0.065536875,0.040960484,0.068482873,0.020202114,0.0249791,0.021315963,0.039290906,0.00666784,0.051321692,0.054107064,0.045921343,0.025269499
1592.94,0.033678024,0.029410273,0.043561538,0.165218672,0.013949705,0.054302189,0.032533681,0.144426223,0.029821845,0.044245961,0.049880859,0.037919924,0.056065727,0.03477663,0.013137977,0.026918199,0.022575044,0.041856002,0.007195533,0.010026679,0.077085045,0.021377576,0.048331683,0.020266533,0.063107878,0.055104047,0.060743298,0.051923604,0.034435342,0.076153652,0.072066413,0.045310182,0.075160522,0.023350554,0.028316441,0.023862405,0.043856043,0.007644126,0.056923313,0.060236728,0.049108957,0.027822065
1594.868,0.036424643,0.032493771,0.047761915,0.183092673,0.016680035,0.060294449,0.035496999,0.159409018,0.033761156,0.049517725,0.05515578,0.041859334,0.062183523,0.040715855,0.014517557,0.027936911,0.024940415,0.046198226,0.007947734,0.011935369,0.085074345,0.0225837,0.05352608,0.022697993,0.070278849,0.061518532,0.06748641,0.056889768,0.03845016,0.083076221,0.07940472,0.050762284,0.08256811,0.027013156,0.032024253,0.026791199,0.049034621,0.008734999,0.063155937,0.067072875,0.052731913,0.030682543
1596.797,0.039462405,0.035868892,0.05249484,0.202934341,0.019752342,0.066870818,0.038808746,0.176173933,0.038149752,0.055351887,0.060988718,0.046245651,0.068909748,0.047134463,0.016096483,0.029024244,0.02777981,0.051052549,0.008805766,0.014101112,0.094075279,0.02385527,0.059319517,0.025723076,0.078263922,0.068582109,0.075041358,0.062409328,0.042847099,0.090765105,0.087624895,0.056866603,0.090796117,0.031182767,0.03597986,0.030214266,0.05491828,0.009981511,0.070209174,0.074715386,0.056905245,0.034042447
1598.725,0.044402122,0.039719471,0.057904138,0.22543789,0.02325409,0.074127666,0.042546237,0.194602158,0.04303819,0.061818052,0.067559664,0.051151173,0.076438672,0.054438341,0.017899355,0.030400585,0.03089104,0.056544878,0.009773268,0.016529265,0.10416433,0.025225457,0.065749192,0.03023243,0.087237092,0.076251129,0.083576425,0.068447995,0.047648294,0.099341706,0.096892975,0.063777112,0.100000481,0.03589935,0.040281219,0.034284884,0.061542288,0.011449566,0.077881,0.083370815,0.06178937,0.038068571
1600.654,0.050192566,0.04410638,0.064250465,0.251654532,0.027317325,0.082249269,0.04696604,0.215414704,0.048688485,0.06912552,0.075085305,0.056650049,0.085081824,0.063128089,0.020090529,0.032279278,0.034447073,0.062920928,0.010881903,0.019279039,0.115562032,0.026826427,0.073069385,0.034416441,0.097549582,0.084719816,0.093481826,0.075309069,0.053008174,0.109205414,0.1075578,0.070825305,0.110546071,0.041286803,0.045148953,0.039232212,0.068962745,0.013141229,0.086413253,0.093226362,0.067601306,0.04280831
1602.582,0.055722072,0.048853942,0.071406305,0.280280429,0.031838338,0.090900131,0.05199963,0.237797936,0.054869197,0.077260552,0.083202675,0.062510642,0.094672298,0.072213038,0.022802507,0.034528487,0.03862515,0.069936384,0.012088285,0.022284112,0.127911875,0.028704807,0.081139004,0.038998586,0.108947943,0.093813714,0.104439933,0.082954323,0.058793215,0.119860233,0.119321379,0.078488543,0.122187364,0.047281242,0.050496398,0.044870355,0.077032503,0.014979717,0.095651437,0.10395873,0.074223308,0.048098827
1604.511,0.061508578,0.053717534,0.079056289,0.30944423,0.036603009,0.099626235,0.057117525,0.261341022,0.061373401,0.08573596,0.091517166,0.06864114,0.104593174,0.080946811,0.025888255,0.036901746,0.043434326,0.077364268,0.01332235,0.025462244,0.140678386,0.03064221,0.089610091,0.044507879,0.120789405,0.103307407,0.115949266,0.090977141,0.064818046,0.130764356,0.131841737,0.087975835,0.134665027,0.05362935,0.056028174,0.050950324,0.085535195,0.01695692,0.105635996,0.115188277,0.081441439,0.054026427
1606.439,0.068903771,0.059167579,0.088055463,0.343118497,0.042143574,0.109499511,0.062926652,0.288697031,0.068862051,0.095097329,0.101253997,0.075603942,0.11589976,0.090509403,0.029431872,0.03965357,0.048947949,0.085643108,0.014753863,0.029094499,0.155033564,0.032778012,0.099238975,0.050491053,0.134293724,0.113812823,0.129062358,0.09995671,0.071541911,0.143053063,0.14620581,0.098571191,0.149074719,0.060708073,0.062136913,0.05788858,0.095196769,0.019293644,0.117178026,0.128245759,0.090180766,0.061106808
1608.368,0.077059864,0.06523305,0.098303873,0.381555196,0.048417952,0.120402085,0.069494219,0.319550201,0.077223183,0.105474468,0.112207722,0.083299715,0.128601982,0.100981133,0.033313759,0.042565792,0.055107057,0.09467407,0.016366441,0.033098044,0.170876783,0.035168815,0.109948569,0.056909429,0.149429573,0.125055256,0.143707347,0.109833498,0.078920146,0.15674142,0.16226221,0.10931502,0.165232847,0.068495169,0.06888632,0.065543977,0.105889973,0.021876601,0.129960916,0.142843513,0.100327519,0.068988717
1610.296,0.085883006,0.071502979,0.109313783,0.420784476,0.055114213,0.131590024,0.076422092,0.350429544,0.086024344,0.116456424,0.123545018,0.09145879,0.141986778,0.111971064,0.037514438,0.045820003,0.061706847,0.104022364,0.018062996,0.037305603,0.18728893,0.037641388,0.121164505,0.063192706,0.165326999,0.136470425,0.159182399,0.120233976,0.086695812,0.171085538,0.179203478,0.120761873,0.182412307,0.076664136,0.076042858,0.073674054,0.117151603,0.02458346,0.142927622,0.15800363,0.111424175,0.07734101
1612.225,0.096171069,0.078202148,0.121342519,0.462477766,0.06242563,0.14366834,0.084072372,0.383007109,0.095460893,0.128168894,0.135810057,0.100203657,0.156325475,0.124423491,0.042065347,0.049478443,0.068846889,0.113790685,0.019912723,0.04182264,0.204930716,0.040192572,0.133224255,0.070073007,0.182522809,0.148736759,0.17590751,0.131333236,0.095055561,0.186337363,0.197569302,0.133826159,0.20124305,0.085408441,0.083764197,0.08255057,0.129392341,0.027564607,0.156683305,0.174501672,0.123820928,0.086548529
1614.153,0.104805977,0.0853257,0.13430168,0.505814807,0.070304432,0.156342703,0.092312498,0.417344625,0.105307716,0.140616956,0.148707177,0.109277614,0.171501217,0.138187596,0.046858685,0.053212527,0.07611982,0.123887332,0.021877583,0.04658953,0.223435668,0.043010846,0.146030248,0.077597434,0.200780679,0.161879393,0.193690527,0.143062927,0.103929431,0.202487572,0.217110082,0.146669351,0.221344368,0.094677017,0.091899662,0.092045744,0.142389746,0.030721138,0.17132345,0.192068826,0.137449415,0.096499326
1616.082,0.115310262,0.092635047,0.147801718,0.549565666,0.078536703,0.169470927,0.100722295,0.452275741,0.11549489,0.153530778,0.161957157,0.118522203,0.187063011,0.152773755,0.051824843,0.05706313,0.083132484,0.134183361,0.023909651,0.051469635,0.242338556,0.046017247,0.159262825,0.084689793,0.219641914,0.175617919,0.211977653,0.15525074,0.113117272,0.219260712,0.237273157,0.15889521,0.242194319,0.104103139,0.100287053,0.101915877,0.155785297,0.033988435,0.186140208,0.210147463,0.151902167,0.10718146
1618.01,0.128573652,0.100069975,0.161704412,0.593278489,0.087096323,0.1829714,0.109438327,0.488007024,0.126004416,0.16679382,0.17556096,0.127994657,0.20313887,0.168281063,0.056896582,0.061177086,0.090114107,0.144677687,0.025987769,0.056428579,0.261457582,0.049156334,0.172891547,0.09282321,0.239080999,0.189580349,0.230708927,0.167821654,0.122561371,0.236235677,0.257919001,0.173814362,0.263585335,0.113678747,0.108885293,0.111996963,0.169519969,0.037329818,0.201115365,0.228789634,0.167046938,0.118492013
1619.939,0.140748759,0.107532221,0.175603537,0.637069613,0.09576818,0.196437985,0.118376909,0.524213933,0.136577463,0.180129917,0.189126218,0.137395459,0.219460911,0.183691408,0.061879848,0.065238961,0.097258497,0.155165767,0.028065115,0.061306786,0.280527856,0.052297389,0.186573377,0.101299758,0.258733532,0.203510156,0.249553588,0.180654944,0.132059331,0.253109465,0.278649729,0.190743265,0.285173896,0.123319879,0.117606691,0.122061169,0.183229057,0.040609604,0.21610015,0.24765701,0.182360443,0.129715001
1621.867,0.151459957,0.114745057,0.189118791,0.679439187,0.10424523,0.209467619,0.127088922,0.559258169,0.146795268,0.193352928,0.202085959,0.146335061,0.235362074,0.198905811,0.06674763,0.069178536,0.104366776,0.165199114,0.03005597,0.065969992,0.299098119,0.055223345,0.199955194,0.107292466,0.277885315,0.216753857,0.267811957,0.193327766,0.1413565,0.269196907,0.298724841,0.203938615,0.306369307,0.132676649,0.126170837,0.131920431,0.196450986,0.043649709,0.230890948,0.265988044,0.197278217,0.140365685
1623.796,0.162990102,0.12175308,0.201759475,0.71694228,0.112146187,0.221852895,0.134996685,0.59132858,0.156501381,0.205908667,0.214304806,0.15477011,0.250158441,0.21429581,0.071373956,0.072797102,0.110744422,0.174503525,0.031887163,0.070384112,0.316765162,0.058034303,0.212410961,0.113538609,0.295878766,0.229212452,0.284958541,0.205387282,0.150162446,0.284138818,0.317732107,0.217218424,0.326855847,0.14136155,0.134255092,0.141139117,0.209010379,0.046538945,0.244521406,0.282533107,0.211372759,0.150635042
1625.724,0.173251858,0.128536603,0.213073611,0.747575423,0.119320524,0.233425076,0.142115486,0.621536289,0.165613605,0.217671534,0.225367447,0.162744453,0.263837185,0.228975842,0.07560243,0.076168723,0.116136123,0.183153856,0.033568516,0.074389964,0.333107117,0.060824771,0.223811449,0.120696251,0.312506238,0.240822356,0.300785764,0.216642195,0.158211513,0.2980478,0.335327723,0.229334042,0.346095822,0.149370913,0.141811621,0.149555734,0.220497654,0.049303241,0.256472324,0.297531075,0.224161721,0.160277947
1627.653,0.181931661,0.134614999,0.222723784,0.773847559,0.125559084,0.243873951,0.148504091,0.649522587,0.173890501,0.228429697,0.234964286,0.169772458,0.276152462,0.241756957,0.079348326,0.079048227,0.120974805,0.190941356,0.035028374,0.077849083,0.347717343,0.063357953,0.233967704,0.126451313,0.327384133,0.250969999,0.314930615,0.226717967,0.165375819,0.310698782,0.350947031,0.240266437,0.363494839,0.156585509,0.148645493,0.157024594,0.230287825,0.051734123,0.266845359,0.310758061,0.235058098,0.168560945
1629.581,0.188200866,0.139550396,0.230159975,0.79355741,0.130502651,0.252456722,0.153672333,0.67352305,0.180896537,0.23765455,0.242460043,0.175600935,0.28642268,0.251695867,0.082505575,0.081250469,0.125171682,0.197472698,0.036169738,0.080609132,0.359967159,0.065453954,0.242333026,0.130973843,0.339605472,0.259465839,0.32658272,0.235142466,0.171298001,0.321303989,0.363743075,0.250397148,0.378155303,0.162647567,0.154377217,0.163279231,0.237985757,0.053665346,0.275835079,0.321667206,0.243461594,0.174922181
1631.51,0.194773784,0.143233479,0.235073262,0.807229896,0.133993454,0.259018994,0.157271164,0.694210267,0.186591292,0.245069687,0.247821344,0.180221764,0.29419394,0.258709421,0.084809433,0.082825639,0.128748252,0.202623065,0.036976595,0.082592681,0.369622284,0.066941415,0.248649129,0.134541364,0.348823659,0.265877947,0.335448386,0.241784855,0.175840768,0.329545643,0.373494494,0.258485057,0.389941403,0.167417198,0.158763987,0.168093483,0.243467877,0.055089439,0.283422919,0.330120572,0.249091467,0.179376334
1633.438,0.201971302,0.146437143,0.238479935,0.81977524,0.136609945,0.264757386,0.160228647,0.713582745,0.191434634,0.251387492,0.252411659,0.183944908,0.300599632,0.263815563,0.086539766,0.083866444,0.131940594,0.206952939,0.037610489,0.084074252,0.377720842,0.067955741,0.253805255,0.136244129,0.356465885,0.270663907,0.342646771,0.247457731,0.179451507,0.336482495,0.381408161,0.263182492,0.399813584,0.171512555,0.162319034,0.17187047,0.2475223,0.056238678,0.289916566,0.33740159,0.252859654,0.182640055
1635.367,0.205714268,0.148686938,0.239449709,0.824943852,0.137758021,0.269018249,0.161864467,0.727245676,0.194777998,0.255900054,0.254922028,0.186445295,0.3044974,0.26533262,0.087583203,0.083988785,0.133894454,0.209852477,0.03789574,0.08480625,0.38329843,0.068209204,0.256895218,0.136663026,0.361157814,0.273413245,0.346904843,0.250993614,0.181648435,0.341152818,0.386216653,0.265952074,0.406401441,0.174227963,0.164499528,0.173934377,0.249295464,0.056987878,0.293999888,0.341977887,0.253884398,0.183914247
1637.295,0.206008614,0.14955447,0.237422907,0.820202318,0.137065449,0.270451125,0.161632206,0.732484643,0.196253185,0.25805322,0.254432577,0.187378688,0.305335582,0.263617925,0.087704258,0.0834379,0.134417791,0.210766631,0.037717782,0.08456986,0.385344614,0.067609386,0.257335968,0.136598476,0.361855498,0.273755365,0.347508618,0.252039316,0.182173013,0.342633759,0.386996362,0.266490445,0.409083861,0.175210702,0.165045688,0.174150678,0.24819681,0.057108904,0.295099099,0.343002961,0.251670893,0.182728784
