Wavenumber,WD23MI02,WD33MI03,SH55MI02,WD71AMI01,SH63MI10,SH01MI11,SH01MI05,WD23MI03A,FI38MI01C,SH01MI12B,CV09EMI05,FI38MI01B,SH01MI12A,OK14MI07,OK14MI12,AK96MI13,OK14MI01,WD35MI04A,OK14MI06C,Terry3MI04A,FI45MI02,AK96MI08,WD70MI03,Terry3MI03,WD12MI04A,FI45MI05,WD70MI01A,WD35MI02,WD07MI01A,FI45MI06,WD70MI01B,WD12MI06,WD35MI01,WD07MI01B,FI38MI05A,SH58MI01,SH63MI34,OK17MI05A,FI45MI04A,JFL30AMI12,VS73MI02,SH63MI24
1270.88,-0.001762362,0.00052367,0.00135397,-0.002006025,0.001515183,-5.94E-05,0.000468765,-0.001241553,0.000391799,-0.000552528,0.000860244,0.00050588,0.000401951,0.016929952,-0.000530297,0.002130602,0.003408759,0.000586486,0.000690745,0.000584599,0.000363872,0.002304056,0.000297041,-0.001113431,-0.000217127,-0.000420533,0.000703384,-0.000168356,0.000694623,6.94E-05,0.000393484,-0.0011187,5.58E-06,0.000494937,0.000712021,-0.000696587,0.002372567,0.00061192,0.000828699,0.000683944,0.005581473,0.004385046
1272.809,-0.001242067,0.000456266,0.001933062,-0.003661927,0.002647273,-0.000114257,0.000618325,-0.004343947,0.000460066,0.000344141,0.001419161,0.00093806,0.000176306,0.01130615,0.000394148,0.002894871,0.004248816,0.000571427,0.001038687,0.001068205,0.000554113,0.00396054,0.000489412,0.000706807,3.24E-05,-0.000876338,0.001126825,-0.000320777,0.000617189,-0.000157666,0.000685363,-0.001076687,0.001018317,0.000829465,0.000992784,-0.001711873,0.003635588,0.00108676,0.000646645,0.000911303,0.008337129,0.00601914
1274.738,-0.000399278,0.000532885,0.002608027,-0.0046803,0.003672331,0.000192684,0.000798846,-0.005678207,0.000698116,0.001507781,0.001867199,0.001397971,0.000283967,0.004410031,0.002141187,0.003732643,0.003633882,0.00055137,0.001330921,0.001590626,0.000788099,0.005502308,0.000730247,0.000739472,0.000491332,-0.000888212,0.001426798,0.00012497,0.000587567,-1.83E-05,0.001057943,0.000596504,0.002255886,0.001252977,0.001313364,-0.001887365,0.004963667,0.001534019,0.000629476,0.001069782,0.010653512,0.007175898
1276.666,0.001143213,0.000598563,0.002621052,-0.00589013,0.004071859,0.000398978,0.000728666,-0.006942907,0.000736813,0.002451772,0.001804646,0.001447372,0.000267915,0.002617722,0.003462322,0.004523771,0.002339089,0.000231832,0.001413042,0.001783954,0.000821566,0.005826534,0.000906661,0.000687553,0.000585491,-0.000997806,0.001481759,0.000545243,0.000514909,0.00060573,0.001257771,0.002116289,0.002751118,0.001339877,0.001320619,-0.001914674,0.004946339,0.001718558,0.000387119,0.001030642,0.011417734,0.006990275
1278.594,0.001229945,0.000671505,0.00266335,-0.006097157,0.004346394,0.000670099,0.000662101,-0.008140291,0.000794088,0.003159161,0.001668893,0.001250553,0.000299129,0.005613355,0.004278653,0.005396605,0.001771066,0.000132232,0.001415983,0.001968048,0.000989548,0.005876841,0.001103032,0.001128004,0.000710151,-0.00064202,0.001597796,0.000967,0.00057946,0.001292728,0.001424961,0.002198522,0.002850743,0.001490239,0.001275577,-0.001365077,0.004803806,0.001780603,0.000243306,0.001032681,0.011451279,0.006556127
1280.523,0.00016724,0.000369982,0.002315508,-0.005928369,0.00409374,0.000660415,0.000514064,-0.008929265,0.000749539,0.002972666,0.001432076,0.000977837,-3.34E-05,0.004593556,0.003933483,0.004918548,0.001564644,-4.09E-05,0.001247205,0.001901537,0.000977314,0.006012551,0.001091541,0.000636525,0.000685964,-5.41E-06,0.001450565,0.00096245,0.000556769,0.000997849,0.001339761,0.002063837,0.002306292,0.001299466,0.001070263,-0.001159515,0.004415934,0.00158695,-0.000222237,0.000915331,0.010329034,0.005440409
1282.452,0.002787634,0.000347642,0.001780638,-0.004729603,0.003473593,0.000628344,0.000398385,-0.006489006,0.000696168,0.002609283,0.001128989,0.000771624,-0.00017359,0.002007056,0.003463263,0.003947708,0.000910447,9.19E-06,0.000941147,0.001778956,0.000949192,0.005474169,0.001042729,0.000191138,0.000884962,0.000643871,0.001274145,0.000999587,0.000595972,0.000508805,0.001213345,0.002211421,0.001974917,0.001033076,0.000872827,-0.000456258,0.003651819,0.001261381,-0.000923304,0.000952301,0.00809382,0.00395215
1284.38,0.003467025,0.00032645,0.00127706,-0.003504071,0.002757684,0.000731345,0.00023482,-0.002902986,0.000566042,0.001752031,0.000839718,0.000564765,-0.000335749,-0.003096039,0.003292594,0.00389237,-0.000205609,5.93E-05,0.000669633,0.001583395,0.000801824,0.004672,0.000923711,0.000881044,0.000908715,0.00063145,0.000934814,0.000876634,0.000561759,0.000185559,0.001016452,0.002285296,0.001817617,0.0007497,0.000562394,1.63E-05,0.002894612,0.00092937,-0.001795328,0.000734611,0.00637407,0.002666668
1286.308,0.002603112,0.000157986,0.001068929,-0.002249325,0.002320698,0.000996005,0.000273926,0.000139317,0.00066463,0.000852479,0.000673477,0.000406287,-0.000196456,-0.007790264,0.003107861,0.003890746,-0.000699635,7.58E-05,0.000475283,0.001508208,0.000901107,0.004031802,0.000873472,0.000862445,0.000970218,0.000581732,0.000658077,0.000734386,0.000643373,5.85E-05,0.000924938,0.001539607,0.001619337,0.000750588,0.000522909,0.000599702,0.00238185,0.000661239,-0.002654376,0.000481023,0.005222677,0.002060831
1288.237,0.002792888,-0.000166451,0.000811037,-0.001450731,0.001877119,0.001189206,0.000326841,0.00117842,0.00068989,-0.000197302,0.0005014,0.000111338,-0.00024981,-0.006420567,0.002403658,0.002760709,-0.000961372,-7.94E-05,0.00026394,0.001337444,0.000976027,0.003350767,0.000747763,0.000871075,0.000879224,0.000675618,0.000375786,0.000588895,0.000513823,-0.000307919,0.000756452,0.000855008,0.001117517,0.000723226,0.000541558,0.000907622,0.00186734,0.000369274,-0.003013573,0.000143871,0.004232996,0.001785146
1290.166,0.000228922,-0.000396071,0.000757964,-0.000835094,0.00160529,0.001236485,0.000450907,0.001796827,0.000722418,-0.000674577,0.000463363,-2.23E-05,-0.000151159,-0.001800329,0.001928748,0.001700117,-0.000646142,3.94E-05,0.000160004,0.001199085,0.001060156,0.002758268,0.000619283,0.000612093,0.000843561,0.000879847,0.000249999,0.000556231,0.000582768,-0.000403917,0.000677834,0.001647221,0.000726135,0.000799614,0.000677962,0.001189837,0.001476777,0.000182458,-0.002242149,4.15E-05,0.003524941,0.001972128
1292.094,-7.60E-05,-0.000555654,0.00068255,-0.000435037,0.001256762,0.00104481,0.000569175,0.002220579,0.00062334,-0.000921803,0.000377736,1.27E-05,-8.52E-05,0.000429036,0.001513051,0.001595784,0.000154496,0.000195258,8.24E-05,0.000928015,0.001012346,0.002187165,0.000460831,0.001227308,0.000651176,0.000477949,8.72E-05,0.000544803,0.000645704,-0.000278967,0.000491382,0.000955043,0.000237513,0.000671169,0.000712296,0.001264664,0.000802245,4.99E-06,-0.00117524,-0.000231857,0.002937484,0.002090643
1294.022,0.000265993,-0.000438339,0.000822769,0.000128001,0.001116795,0.000846094,0.000697738,0.002725639,0.000528193,-0.00098075,0.00037769,0.000238839,0.000196685,0.001327556,0.001251402,0.002072852,0.001218228,0.000361555,4.07E-05,0.000719956,0.000968666,0.001945073,0.000440874,0.001883835,0.000598203,0.000268246,5.27E-05,0.000651677,0.000675835,-8.93E-05,0.000354528,-0.00020814,6.64E-05,0.000596407,0.000710429,0.00143049,0.000594575,-6.18E-05,-0.000117508,-0.000257512,0.002625123,0.002242309
1295.951,-0.00201206,-0.000315542,0.000929838,0.000603751,0.000977598,0.000510807,0.00073318,0.001942851,0.0003626,-0.000839733,0.000417568,0.000387768,0.000495173,0.002809391,0.000911271,0.001871796,0.001771496,0.000377696,-1.10E-05,0.000490185,0.000834066,0.001839713,0.000401954,0.001146032,0.00054531,0.000499931,4.46E-05,0.000435522,0.000539731,-0.000338068,0.000182166,0.001194708,0.000145182,0.000512212,0.000539269,0.001241103,0.000501114,-7.67E-05,0.000507522,-0.000106941,0.002276428,0.001972635
1297.88,-0.001602539,-0.000181262,0.001177109,0.001149797,0.000985805,0.000151507,0.00074292,0.00165636,0.000282557,-0.000279663,0.000463522,0.000517319,0.000878062,0.004753588,0.000820937,0.001576832,0.002087046,0.00046018,1.67E-05,0.000369435,0.000773926,0.001649768,0.000376713,0.00044254,0.000592942,0.000241485,0.000212121,0.000349668,0.000440033,-0.000604893,0.000113974,0.00164391,0.000452166,0.000505598,0.00050708,0.000959271,0.000533957,-3.44E-06,0.000965077,0.000229768,0.002123906,0.001765031
1299.808,-0.002199993,3.17E-06,0.001294407,0.001394829,0.000928047,-6.77E-05,0.000703149,0.001096422,0.000184007,1.49E-05,0.000470996,0.00045368,0.001062459,0.005135211,0.000733944,0.001206217,0.00174167,0.000482723,6.94E-05,0.000190185,0.000621796,0.001194832,0.000256265,0.001031984,0.000570434,-0.00019659,0.000339856,0.000449456,0.000287857,-0.000737935,4.43E-05,0.000894198,0.000750042,0.000340243,0.000460782,0.000675048,0.000402898,9.39E-05,0.000721116,0.000271436,0.001891373,0.001584303
1301.736,-0.00089203,0.000261159,0.001400284,0.001430357,0.000930396,-5.76E-05,0.000580037,0.000519235,0.00016913,0.000494919,0.000524161,0.000342538,0.001023203,0.005133449,0.000830615,0.00100079,0.001066853,0.000535821,0.000177466,9.98E-05,0.000593737,0.000901287,0.000227869,0.000745481,0.00054221,-0.000314286,0.000486194,0.000577213,0.000206201,-0.000389536,8.22E-05,0.00034939,0.001164625,0.000255382,0.000427439,0.000720977,0.000247908,0.000268803,0.000407796,0.000530761,0.001746853,0.001624528
1303.665,0.003192181,0.00019865,0.001284307,0.001091828,0.00081579,-6.20E-05,0.000303971,-0.000396591,-3.04E-06,0.00098508,0.000459291,0.000221479,0.000759383,0.005505261,0.000787216,0.000626021,0.00042748,0.000437327,0.000246308,-3.11E-05,0.000549878,0.000715734,0.00021929,-0.000250718,0.000434738,-0.000353109,0.000458648,0.000486458,5.25E-05,5.47E-05,8.20E-05,0.000858788,0.001159086,0.000102763,0.00026492,0.000577874,-9.24E-05,0.000405372,0.000420047,0.000835016,0.001425077,0.001497349
1305.594,0.003082175,2.50E-05,0.001159835,0.00082368,0.000782312,4.33E-05,0.000160783,-0.000647369,-0.000147868,0.001269483,0.000462897,0.000251862,0.000592153,0.005706598,0.000706877,0.000412819,5.64E-05,0.000318667,0.000311027,-6.20E-05,0.000592186,0.00069103,0.00026259,-0.000651677,0.000490815,0.000101427,0.000432068,0.000396973,3.03E-05,0.000541534,0.000137103,0.001156406,0.001008023,0.000142831,8.10E-05,0.000437386,-5.37E-05,0.00056265,0.000627856,0.001010387,0.001232583,0.001354558
1307.522,8.61E-05,-0.000110642,0.00090701,0.00049461,0.000662129,0.000122549,5.76E-05,-0.000801414,-0.000219677,0.001067563,0.000454209,0.000203492,0.0002453,0.004575153,0.00030826,0.000294508,0.000140109,0.000139149,0.000328307,-7.60E-05,0.000497275,0.000638947,0.000222903,-0.000276043,0.000485214,0.000535857,0.000398811,0.000198275,-5.45E-05,0.00064174,0.000140412,0.0005497,0.000732421,0.000204685,-0.000140247,0.000281525,0.000206579,0.000640944,0.000583508,0.001043112,0.000945014,0.001208336
1309.45,-0.001157073,-3.03E-05,0.000669655,0.000536393,0.000577461,0.000294677,-1.88E-05,-0.000520198,-0.000178129,0.000901957,0.000434378,0.000128778,4.08E-05,0.003141094,-1.54E-05,0.000457992,0.000292405,9.25E-05,0.000381586,2.05E-06,0.000320171,0.000605781,0.000199132,-1.35E-05,0.000518609,0.000760175,0.000398388,5.10E-05,-5.87E-05,0.000553342,0.000219517,0.000692558,0.000582012,0.000272909,-0.000262613,0.00035558,0.000478623,0.000683033,0.000385482,0.001134505,0.000747325,0.001253984
1311.379,0.000185997,0.000108186,0.000369157,0.000676583,0.000393229,0.000583597,-0.000106051,-0.00058992,-0.000141465,0.000596621,0.000336933,-6.59E-05,-0.000161544,0.000532837,-0.000271151,0.000643811,-4.60E-06,4.84E-06,0.000404187,5.85E-05,4.65E-05,0.000516078,0.000138057,5.21E-05,0.00048705,0.000889438,0.000250927,-0.000144301,-2.44E-05,0.00033177,0.000303899,0.000384765,0.000487918,0.000257357,-0.000384941,0.000330869,0.000540245,0.000660186,0.000227111,0.001004706,0.000480976,0.001039923
1313.307,0.002197477,0.000399684,0.000168153,0.000658405,0.000286297,0.000894727,-0.000173591,-0.001055115,2.84E-05,0.000433852,0.000297286,-0.00016579,-0.000314783,-0.001573909,-0.000492782,0.000736931,-0.000228922,-0.0001057,0.00041432,0.000200031,-3.91E-05,0.000505492,0.000110728,0.000625008,0.000465666,0.000762232,0.00012019,-0.000431763,0.000101587,0.000354065,0.000397063,1.40E-05,0.000294769,0.000341858,-0.000406315,0.000342502,0.000460686,0.00061581,0.000250162,0.000849907,0.000315988,0.000800999
1315.236,-0.000176072,0.00046614,-5.92E-05,0.000357098,9.95E-05,0.001038353,-0.000278089,-0.001680953,0.000142925,9.18E-05,0.000237894,-0.000123149,-0.000493939,-0.00246011,-0.000733661,0.000387399,-0.000255321,-0.000222938,0.000385722,0.000286362,-7.53E-05,0.000363932,6.91E-05,0.000251596,0.000349482,0.000455886,-4.09E-05,-0.000793771,0.000181107,0.000568613,0.000406618,0.000436372,-5.65E-05,0.000341636,-0.000444527,0.000335006,0.00022212,0.000496002,0.000431662,0.000621345,4.02E-05,0.000556043
1317.164,-0.00112563,0.000426862,-0.000174121,0.000147168,5.95E-06,0.001011815,-0.000238122,-0.001948337,0.000260745,-0.000301613,0.000195979,3.65E-05,-0.000361374,-0.003256055,-0.000671624,0.000303769,6.00E-05,-0.000153338,0.000366165,0.000383428,-5.71E-05,0.000172947,2.71E-05,-8.20E-05,0.000231586,0.00042139,-0.000134744,-0.000828593,0.000267438,0.000808726,0.000440282,0.00043462,-0.00029234,0.000364782,-0.000270242,0.000459615,0.000160407,0.000364456,0.000813253,0.000476709,-0.000171526,0.000554291
1319.093,0.00151678,0.00045593,-0.000234373,0.000109842,-0.000111806,0.000827118,-0.000163506,-0.001906599,0.000342421,-0.000490126,0.00013313,0.000146723,-0.000168691,-0.00505232,-0.000464654,0.000429173,0.000376209,-5.62E-05,0.000319531,0.000403568,-0.000116204,2.92E-06,-1.72E-05,0.000780952,8.03E-05,0.000280338,-0.000260958,-0.000663079,0.00025881,0.000806948,0.000379733,0.000348882,-0.000572544,0.00028245,-9.03E-05,0.000437089,1.07E-05,0.000179041,0.000933484,0.000298221,-0.000466622,0.000415507
1321.021,0.002513361,0.000563047,-0.000169123,0.000363705,-0.00013127,0.000593728,-2.13E-05,-0.001306634,0.000365741,-0.000275804,7.01E-05,0.000312788,4.32E-05,-0.005510265,5.69E-05,0.000387316,0.000628671,2.35E-05,0.000281763,0.000455936,-0.000140495,9.76E-05,2.64E-05,0.000947696,2.26E-05,0.000214576,-0.000320484,-0.000550396,0.000283399,0.000412195,0.000307181,0.00028935,-0.000611439,0.000210309,7.26E-05,0.000488312,-4.72E-05,4.93E-05,0.000742476,0.000110227,-0.000654411,0.000240067
1322.95,-0.00050664,0.000509743,-6.49E-05,0.000514909,-0.000181511,0.00017402,0.000106061,-0.000493388,0.000304686,-6.61E-05,-4.05E-05,0.000312878,0.000265772,-0.004846812,0.000488021,0.000161355,0.000374733,4.73E-05,0.000231297,0.00048271,-0.000207306,0.000169237,1.24E-05,0.000655007,-4.62E-05,0.000136062,-0.000333258,-0.000470174,0.000256364,-0.000224216,0.000175057,0.000436925,-0.000462079,8.39E-05,0.000242608,0.000385205,0.00012785,-7.26E-05,0.000411068,-6.99E-05,-0.000818727,-8.46E-05
1324.878,-0.001557389,0.000514793,0.000188194,0.000596459,-0.000117203,-0.000264404,0.000250757,0.000590071,0.000309123,0.000212151,-7.16E-05,0.000245142,0.000683827,-0.00332986,0.000754623,8.30E-05,0.000207213,0.000236791,0.000225851,0.000527558,-0.000211528,0.000192169,3.86E-05,0.000832709,3.38E-05,-4.43E-05,-0.000170539,-2.37E-05,0.000258768,-0.000500944,9.03E-05,0.000383868,-0.00010499,5.98E-06,0.00055273,0.000334021,0.000495391,-0.000168452,0.000265184,-0.000118302,-0.00077242,-0.000238835
1326.807,-0.000540957,0.000485545,0.00042421,0.000794887,-3.66E-05,-0.000515039,0.000356689,0.001254807,0.000252521,0.000388513,-8.12E-06,0.000219752,0.001079106,-0.001407256,0.000881785,-0.000161161,7.98E-05,0.000528747,0.000240599,0.000478903,-9.96E-05,0.00013087,0.000110365,0.000601148,0.000116146,-0.000155975,7.82E-06,0.000441155,0.000267177,-0.000438475,-2.03E-05,7.82E-05,0.000326728,-0.000125575,0.000797652,0.000367084,0.00068367,-0.000210675,-0.000123058,-0.000153179,-0.000622636,-0.000169922
1328.735,0.000452852,0.000234111,0.000638474,0.000746247,4.63E-05,-0.000649318,0.000333981,0.001375586,0.000179722,0.000691314,5.70E-05,0.000230258,0.001353186,0.000150023,0.001010581,-0.000253185,0.000445941,0.00073712,0.000233608,0.000388993,7.29E-05,0.000175123,0.000211435,0.000390542,7.32E-05,-0.000150175,0.000142672,0.000762336,0.000275495,-0.000251963,-0.000147333,-0.000368849,0.000692007,-0.000218946,0.000920562,0.000462225,0.000735772,-0.000209659,-0.000637387,-8.66E-05,-0.000267495,5.14E-06
1330.664,-0.000589161,-0.000114974,0.000728304,0.000476554,2.62E-05,-0.000774834,0.000267319,0.001382399,5.27E-05,0.000820675,4.79E-05,0.000221256,0.001395744,0.001000439,0.000985759,-0.000221893,0.000545352,0.000616042,0.000145835,0.000204587,9.39E-05,0.000131621,0.000241964,0.000469024,1.55E-05,-9.85E-05,0.000170672,0.000929171,0.000166259,-0.00026068,-0.000287178,-7.97E-05,0.000634237,-0.000312458,0.000933203,0.000330554,0.000604465,-0.000240702,-0.000864973,-0.000122738,0.000136428,-5.79E-05
1332.592,-0.000570104,-0.000349751,0.000838323,0.000355246,0.000101836,-0.000723033,0.000305783,0.001625243,2.89E-05,0.000756916,9.64E-05,0.000338689,0.001333243,0.001867142,0.000820735,-0.000197123,0.000112776,0.000468496,7.95E-05,5.40E-05,0.000154343,0.000118379,0.00024719,-0.000382703,0.000133129,2.90E-05,0.000228721,0.0010351,7.28E-05,-0.000193958,-0.000332752,-0.000428007,0.000631127,-0.000216228,0.000873657,0.000252372,0.000605836,-0.000221523,-0.000733361,-0.000115616,0.000669072,-5.02E-05
1334.521,-0.000257211,-0.000552442,0.00084207,0.000129464,0.000146012,-0.000536275,0.000279303,0.001644431,-2.85E-05,0.000475534,7.82E-05,0.000266834,0.001067931,0.002239278,0.000430669,-0.000457641,-0.000337423,0.000324551,2.04E-06,-0.000117555,0.00018834,3.18E-05,0.000174191,-0.001222434,0.000184846,0.000151613,0.000295764,0.000898264,-7.47E-05,-8.56E-05,-0.000358724,-0.000816639,0.000716503,-0.000100182,0.000635875,0.0001245,0.00064535,-0.000223082,-0.000485177,-4.87E-05,0.001043069,7.48E-05
1336.449,-0.000673031,-0.000602701,0.000814643,8.89E-05,0.00023648,-0.000190555,0.000288268,0.001604139,-9.65E-05,0.000261144,5.82E-05,6.83E-05,0.000812367,0.002819952,8.30E-05,-0.000597301,-0.000414734,0.000181309,-5.11E-05,-0.000238783,0.000167501,0.000178941,0.000144979,-0.000991272,0.000248724,0.000264498,0.000386126,0.000780993,-8.88E-05,-5.15E-05,-0.000287762,-0.000843798,0.000868028,1.64E-05,0.000368063,0.000106965,0.000563972,-0.000214344,-0.000357254,0.000151999,0.001332667,0.000285542
1338.378,0.001420941,-0.000443972,0.000684793,8.02E-05,0.000268319,0.000173529,0.000269346,0.001197042,-0.000162622,-8.12E-05,2.01E-05,-0.000149671,0.000440529,0.00317873,-0.00022224,-0.000224367,-0.000539041,-1.47E-05,-0.000119136,-0.000351307,7.75E-05,0.000376056,0.000134883,-0.000197888,0.000260133,-0.000238189,0.000423506,0.000661572,-7.11E-05,-4.69E-05,-0.000182507,-1.56E-05,0.000889806,9.17E-05,4.90E-05,0.000130672,0.000263302,-0.000186037,-0.000197973,0.000299688,0.00144484,0.000226164
1340.307,0.003446625,-0.000170696,0.000526799,2.01E-05,0.000328676,0.000547557,0.00019439,0.00059262,-0.000130571,-0.000348964,2.40E-05,-0.000247463,-2.26E-05,0.003587248,-0.000552862,0.000341067,-0.00057634,-0.000187477,-0.000163566,-0.000383951,8.61E-05,0.000507455,0.000139728,0.00098111,0.000278756,-0.000901661,0.000438505,0.000377427,-4.35E-05,7.53E-05,-4.08E-05,0.001309093,0.00069452,0.000202534,-0.000251526,0.000183672,-1.50E-05,-0.000107804,0.000189759,0.000322055,0.001459132,0.000233139
1342.235,0.001623898,-0.000108675,0.000273774,-0.000148047,0.000309173,0.000833841,0.000114549,4.26E-05,-8.91E-05,-0.000693236,2.51E-05,-0.000225381,-0.000459049,0.003752908,-0.000737834,0.000540317,-0.000335153,-0.000358411,-0.000204091,-0.000409833,0.000105286,0.000581068,0.000150686,0.001472332,0.000246966,-0.001249249,0.000404862,0.000130115,-4.51E-05,0.000267702,8.98E-05,0.002027268,0.0003211,0.000289855,-0.000506044,0.000149305,-0.000276682,-4.58E-05,0.00049181,0.000332176,0.001224363,0.00033985
