Wavenumber,0,1,2,3,4,5,6,7,8,9,10,11,12,13
1294.022,0.529642184,1.331449972,0.798125762,0.636751916,0.680259136,0.547411444,0.782130967,0.54038024,0.798270825,0.463086039,0.692006121,0.865174637,0.83777901,0.837252826
1295.951,0.516496367,1.305038268,0.780491273,0.629815778,0.668811194,0.538124318,0.768530513,0.531753718,0.78042319,0.451458224,0.676537041,0.847872269,0.823651302,0.825170287
1297.88,0.504149293,1.280121927,0.763995061,0.623296047,0.658158649,0.529386435,0.755587472,0.523808984,0.763764597,0.440550126,0.662140721,0.831473384,0.810026014,0.813628526
1299.808,0.492559506,1.256621403,0.748554681,0.61716888,0.648219643,0.521170004,0.743270098,0.5165058,0.748226931,0.430324437,0.648751854,0.815933371,0.796890613,0.802605536
1301.736,0.481686366,1.234459313,0.734094201,0.611411013,0.638920602,0.513447812,0.731547237,0.509804744,0.733744403,0.420744582,0.636307411,0.801208575,0.784232665,0.792079706
1303.665,0.471490479,1.213560462,0.720541696,0.605999952,0.630193545,0.506193453,0.720388734,0.503667678,0.720253499,0.411775085,0.6247466,0.787256631,0.772039903,0.782029997
1305.594,0.461933798,1.19385184,0.707828027,0.600913998,0.621974327,0.499381372,0.709765532,0.498057874,0.707692575,0.403381673,0.614010491,0.774036541,0.760300275,0.772436011
1307.522,0.452979323,1.175262605,0.695888582,0.596132122,0.614204554,0.492986706,0.699649383,0.492939668,0.696002022,0.395531006,0.604042161,0.761508438,0.749001884,0.763277847
1309.45,0.444591059,1.157724097,0.684663758,0.591633969,0.60683237,0.486985279,0.690012811,0.488278424,0.685124685,0.388190637,0.594787093,0.749633564,0.738132946,0.754536073
1311.379,0.436734222,1.141169839,0.674097329,0.587399935,0.599810373,0.481353703,0.680829308,0.484040756,0.675005545,0.381329193,0.586192885,0.738374426,0.727681848,0.74619182
1313.307,0.429375195,1.125535511,0.664135923,0.58341111,0.593094438,0.476069329,0.672073287,0.480194481,0.66559103,0.374916352,0.578208582,0.727694744,0.717637191,0.738226797
1315.236,0.422481461,1.110759,0.654730559,0.579649325,0.586646393,0.471110261,0.663720026,0.476708543,0.656830444,0.368922753,0.570786047,0.717559433,0.707987668,0.730623196
1317.164,0.41602159,1.096780329,0.645835021,0.576097058,0.580430916,0.466455293,0.655745648,0.473553009,0.648674258,0.363320028,0.56387833,0.707934553,0.698722199,0.723363764
1319.093,0.409965379,1.083541745,0.63740644,0.572737588,0.574417325,0.462084039,0.648127263,0.470699203,0.641075832,0.358080874,0.557441313,0.69878746,0.689829805,0.716431783
1321.021,0.404283593,1.070987617,0.629405078,0.569554783,0.568578036,0.457976741,0.640842709,0.468119445,0.633989629,0.353178878,0.551431997,0.69008656,0.681299723,0.709811042
1322.95,0.398948325,1.059064547,0.621793589,0.56653336,0.562888841,0.454114516,0.633870911,0.465787425,0.62737297,0.348588785,0.545810198,0.681801638,0.673121305,0.703485907
1324.878,0.393932541,1.04772125,0.614538029,0.563658579,0.557328812,0.450479052,0.627191427,0.463677719,0.621184255,0.344286141,0.540536822,0.673903445,0.665284106,0.697441211
1326.807,0.389210614,1.036908681,0.607605986,0.560916587,0.551879211,0.447052959,0.620784982,0.461766365,0.615384679,0.340247724,0.535575535,0.666364183,0.657777808,0.691662397
1328.735,0.384757711,1.0265799,0.600968625,0.558294037,0.54652467,0.443819377,0.614632857,0.460030201,0.609936513,0.336451045,0.530891092,0.659156956,0.650592287,0.686135344
1330.664,0.380550476,1.016690215,0.594597883,0.555778499,0.541250935,0.440762399,0.608717565,0.458447598,0.604804744,0.3328749,0.526450934,0.652256366,0.643717552,0.68084657
1332.592,0.376566278,1.007197031,0.58846934,0.553358021,0.536047092,0.437866616,0.603022111,0.456997657,0.599955451,0.329498767,0.522223604,0.645637871,0.6371438,0.675782999
1334.521,0.372784015,0.998060003,0.582558707,0.551021586,0.530902384,0.435117597,0.59753078,0.455661067,0.595357328,0.326303453,0.518180241,0.639278466,0.630861372,0.670932218
1336.449,0.369183263,0.989240884,0.576845285,0.548758639,0.525809246,0.432501386,0.592228307,0.454419194,0.590980198,0.323270405,0.514293122,0.633155964,0.624860784,0.666282199
1338.378,0.365745161,0.980703673,0.571307974,0.54655957,0.520759435,0.430005022,0.587100737,0.45325503,0.58679638,0.320382426,0.510537008,0.627249739,0.619132707,0.661821594
1340.307,0.36150239,0.971878843,0.563118672,0.543896099,0.513593628,0.427049426,0.581167512,0.451128271,0.581419316,0.316812828,0.505570924,0.620638784,0.613561833,0.657135305
1342.235,0.357562134,0.963377799,0.555658727,0.541306834,0.506778324,0.424262315,0.575465397,0.449159006,0.57630506,0.3134565,0.500823789,0.614238435,0.608231099,0.652656047
1344.163,0.353870274,0.955146767,0.548728363,0.538784783,0.500188938,0.421627822,0.56997308,0.44732185,0.571546832,0.310293201,0.496254649,0.608038694,0.603157514,0.648365124
1346.092,0.350397823,0.946885847,0.542344667,0.536334362,0.493797706,0.419136556,0.564729173,0.445615314,0.567016586,0.307311859,0.491853762,0.602086544,0.598355664,0.644289294
1348.021,0.347101463,0.938479174,0.536316554,0.533945455,0.487617056,0.416766483,0.559728992,0.44402605,0.562596474,0.30448559,0.487568394,0.59636289,0.593811424,0.640385891
1349.949,0.343968677,0.930076587,0.530665369,0.531625712,0.481727601,0.414506224,0.554970173,0.442554276,0.55848165,0.301802796,0.483431994,0.590895438,0.589532922,0.636670945
1351.877,0.34097433,0.921715585,0.525315032,0.529381547,0.476097697,0.412338262,0.550410103,0.441201413,0.554599799,0.299238935,0.479423208,0.585652744,0.585475083,0.633096982
1353.806,0.338113889,0.913565535,0.52024877,0.527224022,0.470736441,0.410258347,0.546045208,0.43994721,0.550808082,0.296791382,0.475541052,0.580612171,0.581637177,0.629675475
1355.734,0.33537252,0.905636303,0.515434238,0.525150588,0.465626719,0.408256748,0.541869363,0.438760421,0.547147476,0.294448039,0.471770693,0.575736895,0.57799099,0.626382875
1357.663,0.332739526,0.898073126,0.510871538,0.52315475,0.460748237,0.406332068,0.537881392,0.437627228,0.54360895,0.292201671,0.468121548,0.571018963,0.574537706,0.623231217
1359.591,0.330190643,0.890667424,0.506524718,0.521213399,0.456097073,0.404469795,0.534061802,0.436532055,0.540222253,0.290034103,0.46457905,0.566437378,0.571255843,0.620211169
1361.52,0.327720952,0.883481799,0.502400663,0.519323958,0.451687446,0.402660798,0.530409263,0.435474397,0.536979079,0.287939518,0.461145555,0.562003789,0.568146369,0.617334828
1363.448,0.325321289,0.876371943,0.498465623,0.517502067,0.447480969,0.400898688,0.526909135,0.434461277,0.533843874,0.285908101,0.457810112,0.55770737,0.56520097,0.614592761
1365.377,0.322992331,0.869254063,0.49471829,0.51575154,0.443465105,0.39918972,0.523555974,0.43350244,0.530798346,0.283940652,0.454577798,0.553547134,0.562425324,0.611998133
1367.305,0.320729624,0.862191014,0.491155561,0.514052638,0.439638367,0.397530469,0.520338043,0.432581052,0.527802351,0.282033984,0.451436204,0.54948965,0.559809175,0.609519365
1369.234,0.31853511,0.855269222,0.487777684,0.512402739,0.436009617,0.395921396,0.517259836,0.431685713,0.524914188,0.280188258,0.448380868,0.54553293,0.557353894,0.607157025
1371.162,0.31640677,0.848523229,0.484576734,0.510806979,0.432561043,0.394362517,0.514315072,0.430805221,0.522195369,0.278395942,0.445403868,0.541677182,0.555048829,0.60489232
1373.091,0.314344809,0.841947885,0.481548633,0.509271662,0.429280105,0.392853223,0.511494882,0.429946075,0.519558699,0.276655459,0.442508265,0.537927535,0.552896105,0.602726102
1375.019,0.31233813,0.835514733,0.478681028,0.507794729,0.426155455,0.391388797,0.508788927,0.429107382,0.516917532,0.274959837,0.439683995,0.534274594,0.550878784,0.600655178
1376.948,0.310384302,0.82921728,0.475978898,0.506374943,0.42317984,0.389972907,0.506192275,0.42828538,0.51433893,0.273309827,0.436926088,0.53072511,0.549004188,0.598692906
1378.876,0.308477492,0.823049564,0.473425808,0.505005834,0.420344822,0.388604494,0.503690925,0.42748185,0.511842962,0.271700165,0.434222725,0.527268537,0.547249196,0.596830279
1380.805,0.306617709,0.81704791,0.471011985,0.503686389,0.417638367,0.387283303,0.501278181,0.42670101,0.509392295,0.270132135,0.431573371,0.523911051,0.545617657,0.595078103
1382.733,0.304800686,0.811175784,0.468726953,0.502414401,0.415037566,0.386004939,0.498944396,0.425939325,0.506954429,0.268604589,0.428969379,0.520650674,0.544091304,0.593413099
1384.662,0.303019878,0.805419274,0.466575578,0.501186048,0.412548279,0.384768779,0.496686128,0.425195053,0.504589411,0.26711664,0.426407602,0.517483489,0.54267921,0.591842086
1386.59,0.30126621,0.799769461,0.464549976,0.499987419,0.410168338,0.383567871,0.494497146,0.424465815,0.502309074,0.26566289,0.423881526,0.514402584,0.5413635,0.590339069
1388.519,0.299545419,0.794241321,0.462650071,0.498825102,0.407886568,0.382403672,0.492378544,0.423750189,0.500102,0.264245202,0.421395815,0.511412413,0.540148307,0.588900702
1390.447,0.297855472,0.788817446,0.460869236,0.497705572,0.405692255,0.381274883,0.49032379,0.42304414,0.497948902,0.262862274,0.418954301,0.508505405,0.539005109,0.587518615
1392.376,0.296198155,0.783507972,0.459200645,0.496615478,0.403588933,0.380181368,0.488331269,0.422336733,0.495823882,0.261516063,0.416563359,0.505676757,0.537920837,0.586184801
1394.304,0.294573903,0.778315611,0.45763557,0.495545325,0.401568333,0.379119187,0.486399009,0.421617652,0.493735808,0.260205799,0.414220063,0.502911447,0.536877456,0.584898907
1396.233,0.29298883,0.773260653,0.456172823,0.494505107,0.399643544,0.378089729,0.484532291,0.420882092,0.491715891,0.258934288,0.411929083,0.500210677,0.535871425,0.583672167
1398.161,0.291444383,0.768330754,0.454800765,0.493493454,0.397811733,0.377091788,0.482723858,0.420128574,0.489743713,0.257698296,0.409689713,0.497573124,0.534891113,0.582487553
1400.09,0.289938385,0.763513803,0.453506818,0.492506773,0.396064382,0.376123517,0.480968113,0.419369495,0.487792202,0.256493863,0.407505993,0.495000937,0.533943185,0.581358092
1402.018,0.288465151,0.758779762,0.452272592,0.491542633,0.394392521,0.375180888,0.479267297,0.418611109,0.485878396,0.255316342,0.405374169,0.492486157,0.533010122,0.580263206
1403.947,0.287028618,0.754123906,0.451093144,0.490595742,0.392791275,0.374263669,0.477626261,0.417847308,0.48402688,0.254167303,0.403294857,0.490024203,0.532093214,0.579196823
1405.875,0.285633286,0.749542793,0.449963324,0.489656256,0.39126256,0.373369991,0.476042821,0.417078483,0.482184032,0.25304652,0.401265749,0.487601944,0.531167835,0.578146564
1407.804,0.284274171,0.745036507,0.448880321,0.488730369,0.389801803,0.372494267,0.474515368,0.416308323,0.480303979,0.251948383,0.399283877,0.485221457,0.530234118,0.577101778
1409.732,0.282937013,0.740586206,0.447836444,0.487817639,0.388391518,0.371626689,0.473040324,0.415547198,0.478444746,0.250864526,0.3973404,0.482880469,0.529275047,0.576055311
1411.661,0.281621901,0.736196008,0.446831283,0.486914483,0.387034153,0.370767041,0.471614669,0.414796499,0.476617676,0.249794249,0.395436111,0.480575005,0.528287385,0.575005406
1413.589,0.280328584,0.731867946,0.445860288,0.486015359,0.38571674,0.369914252,0.470231498,0.414040815,0.474769591,0.248734857,0.393571083,0.478298106,0.527269234,0.573946803
1415.518,0.279058228,0.72761869,0.444922264,0.485125727,0.384428996,0.369066932,0.468886141,0.413275919,0.472902386,0.247687304,0.391748209,0.47604791,0.526216378,0.572886739
1417.446,0.277809848,0.723445882,0.444016038,0.484242485,0.38316456,0.36822536,0.467566319,0.412498469,0.471018641,0.246649761,0.389965889,0.473823656,0.525121509,0.571817024
1419.375,0.276584864,0.719358743,0.443129647,0.483366198,0.381922326,0.367390586,0.466262628,0.411698583,0.469190657,0.245621049,0.38822635,0.47162447,0.52398065,0.57073905
1421.303,0.275385861,0.715356396,0.442252039,0.482512714,0.380696431,0.366559911,0.464970563,0.410873871,0.467460102,0.244601312,0.386526433,0.469441744,0.522780732,0.569645255
1423.232,0.274207419,0.71145165,0.44138848,0.481687889,0.379493201,0.365727565,0.463686088,0.410037392,0.465771199,0.243590378,0.38486261,0.467279513,0.521519115,0.568530554
1425.16,0.273046303,0.707639729,0.440532754,0.480896708,0.378305307,0.364885101,0.462399062,0.409196539,0.464121638,0.242586072,0.383231175,0.46513997,0.5201967,0.567395121
1427.089,0.271905176,0.703905221,0.439678526,0.480145267,0.377128413,0.364031377,0.461109257,0.408349297,0.462457232,0.241586641,0.381634206,0.463025982,0.518823118,0.566244788
1429.017,0.270787979,0.700238561,0.438819498,0.47944507,0.375966902,0.36316613,0.459823159,0.407500064,0.46077208,0.240592127,0.38007019,0.460927313,0.51740374,0.565080859
1430.946,0.269699362,0.69665028,0.437951531,0.47880666,0.37482347,0.362287702,0.458547852,0.406657582,0.459119878,0.239607059,0.378540272,0.458836854,0.515950935,0.563910867
1432.874,0.26863984,0.693144325,0.437071137,0.478231887,0.373691413,0.36139635,0.457283612,0.40582669,0.457487495,0.238633329,0.377039513,0.456751112,0.514464952,0.562730264
1434.803,0.267595771,0.689714691,0.436177739,0.477716294,0.372554908,0.360485838,0.456031973,0.405017758,0.455897627,0.237662934,0.375562708,0.454679694,0.512953228,0.56153758
1436.731,0.266560077,0.686347316,0.435270043,0.477247366,0.3713978,0.359554061,0.454796172,0.40423415,0.454352862,0.236693829,0.374105698,0.452628309,0.511416942,0.560331418
1438.66,0.265544292,0.683044455,0.434347713,0.476823217,0.370228608,0.358612549,0.453581144,0.403464713,0.452823854,0.235732791,0.372673352,0.450597535,0.509862696,0.559108911
1440.588,0.264555317,0.679806787,0.433409971,0.47644214,0.36904383,0.357673685,0.452393785,0.402695118,0.451329092,0.234782537,0.371265634,0.448588987,0.508294836,0.557876877
1442.517,0.26357802,0.676630615,0.432459204,0.47607235,0.36782864,0.356737198,0.451227743,0.401922326,0.449855419,0.233842323,0.369882938,0.446615109,0.506718179,0.55664003
1444.445,0.262609869,0.673509424,0.43149358,0.475706522,0.366576856,0.355808304,0.450079512,0.401151102,0.448404931,0.232910972,0.368525668,0.44468291,0.50513819,0.555404373
1446.374,0.26165301,0.670458776,0.430510694,0.475350542,0.365291147,0.354895029,0.448956814,0.400390622,0.447012618,0.231988915,0.367199722,0.442798008,0.503563184,0.554187415
1448.302,0.260711483,0.667479739,0.429507978,0.475006004,0.363973817,0.354003349,0.447867541,0.399645549,0.44569507,0.231078717,0.365905766,0.44096204,0.501999813,0.552990996
1450.231,0.259783944,0.664568201,0.428488524,0.474668004,0.36262726,0.353135801,0.446812425,0.398922086,0.444372849,0.230183741,0.364643706,0.439179398,0.500461406,0.55182949
1452.159,0.258876564,0.661716225,0.42745445,0.47434201,0.361254116,0.352297734,0.44579536,0.398206647,0.443071814,0.229308483,0.363416536,0.437450709,0.49895542,0.550702406
1454.088,0.257996027,0.658919722,0.426404854,0.474032971,0.359866677,0.351499185,0.444820444,0.397492132,0.441858524,0.228454769,0.362228894,0.435778545,0.497492875,0.549607249
1456.016,0.257144346,0.656176525,0.425339881,0.473748298,0.358471375,0.350745948,0.443885042,0.39677936,0.440708791,0.227622712,0.361081601,0.434157947,0.496076699,0.548543983
1457.945,0.256327434,0.653498881,0.424260156,0.473491289,0.357068877,0.350039754,0.442988213,0.396059237,0.439603191,0.226817358,0.359977395,0.432590069,0.494713009,0.547511621
1459.873,0.255535159,0.650880694,0.423165121,0.473256882,0.355651355,0.349369325,0.442122484,0.395346805,0.43855562,0.226031744,0.35891053,0.431073107,0.493399694,0.546513732
1461.802,0.254756954,0.648310502,0.42205761,0.473036625,0.354215815,0.348730452,0.441289248,0.394652281,0.437526551,0.225258547,0.357876782,0.429606135,0.492141547,0.545559174
1463.73,0.253997842,0.645789909,0.420938816,0.472826368,0.3527679,0.348123932,0.440490117,0.393966636,0.436489281,0.224499942,0.356869188,0.428185693,0.49094322,0.544652263
1465.659,0.253265451,0.643332231,0.419817597,0.472618924,0.351319796,0.347554337,0.439726459,0.39328347,0.435471407,0.223760555,0.355883087,0.426809377,0.48981415,0.54380254
1467.587,0.252558571,0.640938803,0.418700681,0.472400851,0.3498703,0.347019422,0.438994395,0.392604727,0.434495572,0.223038414,0.354911,0.425478944,0.48876418,0.543010218
1469.516,0.251863187,0.638608237,0.417591754,0.472150292,0.348411071,0.346504426,0.43828457,0.391932107,0.433552316,0.222328552,0.353945711,0.424196434,0.487795327,0.542275622
1471.444,0.251186965,0.636347438,0.416494418,0.47187356,0.346953028,0.346003982,0.43759972,0.391279114,0.432675676,0.221628511,0.352980149,0.422956596,0.486906034,0.54159416
1473.373,0.250540372,0.63416984,0.415413789,0.471572311,0.345510484,0.345517753,0.436946896,0.390650913,0.431927011,0.220940445,0.352013043,0.421758057,0.486091102,0.540956569
1475.301,0.249932964,0.632071096,0.414351258,0.471243855,0.344089856,0.345043064,0.436329243,0.390040865,0.431192582,0.220268864,0.351041527,0.420591827,0.485345454,0.540358806
1477.23,0.249367013,0.630047285,0.413307943,0.470889512,0.342698609,0.344576071,0.435749175,0.389453689,0.430454967,0.219616643,0.350068302,0.419453606,0.484677023,0.539800611
1479.158,0.248841168,0.628098847,0.412286535,0.470522782,0.341347697,0.344114396,0.435208405,0.388883164,0.429787029,0.218983995,0.349096784,0.418340442,0.484085492,0.539280656
1481.087,0.248356456,0.626224335,0.411288708,0.470160262,0.340047153,0.343656029,0.434708251,0.388326995,0.429212,0.218373186,0.348133286,0.417249271,0.483579649,0.538807787
1483.015,0.247910882,0.624414204,0.410315291,0.469808411,0.338798582,0.343198256,0.434248254,0.387786887,0.428679728,0.217783734,0.347185513,0.416174817,0.483154898,0.53838075
1484.944,0.247500628,0.622664542,0.409364819,0.46946329,0.337604826,0.342734571,0.433827597,0.387273481,0.428185233,0.217213651,0.346263881,0.415114342,0.482808775,0.538002738
1486.872,0.247109481,0.620964776,0.4084327,0.469125266,0.336458927,0.342253452,0.433440307,0.386813411,0.427704574,0.216654836,0.34537125,0.414059492,0.482536978,0.537671806
1488.801,0.246734342,0.619317938,0.407518016,0.468799347,0.335360422,0.341763974,0.433088809,0.386395432,0.427239597,0.216109979,0.344513277,0.413009581,0.482326893,0.53738199
1490.729,0.246379259,0.617729791,0.406622488,0.468485149,0.334307804,0.341271664,0.432770663,0.386001682,0.426844988,0.215584902,0.343693139,0.41196723,0.48217422,0.537129732
1492.658,0.246043336,0.616206216,0.405752472,0.468181584,0.333293925,0.340778355,0.432482304,0.385634475,0.42648308,0.215082578,0.342913585,0.410938584,0.48206751,0.536912724
1494.586,0.245722658,0.614740188,0.404906195,0.467890813,0.33231032,0.340283359,0.432215514,0.385302475,0.426106522,0.214602389,0.342172628,0.409923746,0.481997623,0.536730436
1496.515,0.245417279,0.613333751,0.40408519,0.467622911,0.331357633,0.339789494,0.431969183,0.385001887,0.425734521,0.214144807,0.341468363,0.408927022,0.481965222,0.536586188
1498.443,0.245125542,0.611992877,0.403295027,0.467374239,0.330435728,0.339299683,0.431741147,0.384729077,0.425366972,0.213708163,0.340797025,0.407956383,0.481958691,0.536478529
1500.372,0.245125542,0.611992877,0.403295027,0.467374239,0.330435728,0.339299683,0.431741147,0.384729077,0.425366972,0.213708163,0.340797025,0.407956383,0.481958691,0.536478529
1502.3,0.244815523,0.610719133,0.402893965,0.467232254,0.32970096,0.33888889,0.431468308,0.384370069,0.424755965,0.213311155,0.340009909,0.407131537,0.481470082,0.536071868
1504.229,0.244513552,0.60948503,0.402511916,0.467092467,0.328982865,0.33848188,0.431203056,0.384011937,0.424156734,0.21292673,0.339242988,0.406325229,0.480969556,0.535666095
1506.157,0.244219168,0.608289388,0.402148418,0.466954577,0.328281009,0.338078435,0.430944761,0.383654392,0.423568643,0.21255476,0.338496207,0.405536909,0.480455856,0.535260598
1508.086,0.243931914,0.60713104,0.401803001,0.466818296,0.32759496,0.337678346,0.430692812,0.383297149,0.422991073,0.212195101,0.337769499,0.404766036,0.479927797,0.534854796
1510.014,0.243651344,0.606008826,0.401475179,0.466683351,0.326924289,0.337281411,0.43044662,0.382939934,0.422423415,0.211847595,0.337062784,0.404012074,0.47938427,0.534448146
1511.943,0.243377016,0.604921596,0.401164456,0.466549483,0.326268567,0.33688744,0.430205617,0.382582475,0.421865071,0.21151207,0.336375968,0.403274492,0.478824239,0.534040131
1513.871,0.243108496,0.603868211,0.400870324,0.466416448,0.325627365,0.336496249,0.429969255,0.38222451,0.421315458,0.211188341,0.335708945,0.40255277,0.478246742,0.533630273
1515.8,0.242845355,0.602847542,0.400592263,0.466284015,0.325000257,0.336107666,0.429737008,0.381865784,0.420774001,0.210876207,0.335061594,0.401846391,0.477650892,0.533218122
1517.728,0.242587173,0.601858468,0.40032974,0.46615197,0.324386817,0.335721526,0.429508371,0.381506047,0.42024014,0.210575454,0.334433782,0.401154846,0.477035876,0.532803264
1519.657,0.242333535,0.600899879,0.400082211,0.46602011,0.323786621,0.335337676,0.429282859,0.381145057,0.419713327,0.210285852,0.333825362,0.400477634,0.476400955,0.532385316
1521.585,0.242084035,0.599970674,0.399849119,0.46588825,0.323199247,0.334955968,0.429060009,0.380782579,0.419193024,0.210007159,0.333236174,0.399814259,0.475745463,0.531963927
1523.514,0.241838271,0.599069763,0.399629896,0.465756217,0.322624271,0.334576266,0.428839377,0.380418382,0.418678708,0.209739119,0.332666045,0.399164232,0.475068809,0.531538782
1525.442,0.241595849,0.598196065,0.399423961,0.465623854,0.322061275,0.334198442,0.428620542,0.380052246,0.418169866,0.209481459,0.332114789,0.398527072,0.474370476,0.531109595
1527.371,0.241356383,0.597348509,0.399230721,0.465491017,0.321509837,0.333822378,0.428403104,0.379683956,0.417665997,0.209233894,0.331582206,0.397902303,0.473650022,0.530676115
1529.299,0.241119491,0.596526033,0.399049572,0.465357577,0.320969541,0.333447964,0.428186682,0.379313301,0.417166612,0.208996125,0.331068082,0.397289457,0.472907077,0.530238122
1531.228,0.240932979,0.595818949,0.398972811,0.465225612,0.32054053,0.333039354,0.42803675,0.379022192,0.41672733,0.208792741,0.33050904,0.396638417,0.472285492,0.529799644
1533.156,0.240749632,0.595130507,0.398904473,0.465086104,0.320109826,0.33262819,0.427882307,0.37873176,0.41627203,0.208604428,0.329975814,0.395997316,0.471632786,0.529354803
1535.085,0.240568443,0.594460693,0.39883779,0.464943801,0.31968059,0.332217896,0.427717878,0.378444549,0.415814929,0.208429729,0.329470288,0.395369036,0.470949616,0.52890998
1537.013,0.240385203,0.593810674,0.398766227,0.464799812,0.319252613,0.331810881,0.427538301,0.378160185,0.415364145,0.20826575,0.328993463,0.394757064,0.470231411,0.528467996
1538.942,0.240201656,0.59318109,0.398689978,0.464656992,0.318825446,0.331411869,0.427344358,0.377867791,0.414924181,0.208113254,0.32854616,0.39416551,0.469479717,0.52803073
1540.87,0.240018757,0.592569897,0.398612404,0.464511227,0.318395052,0.331025363,0.427135407,0.377560348,0.414496371,0.207973642,0.328127761,0.393595828,0.46869219,0.527591823
1542.799,0.239828521,0.591973461,0.398536092,0.464359949,0.317953731,0.330650236,0.426911365,0.377233379,0.414085587,0.207844721,0.327738131,0.393052231,0.467868071,0.5271444
1544.727,0.2396316,0.591386072,0.398461573,0.464204679,0.317499281,0.330286631,0.426672205,0.376889849,0.413683425,0.207726965,0.327374509,0.392535523,0.467011033,0.52668284
1546.656,0.239426986,0.590801903,0.398393838,0.464042643,0.317033024,0.329934504,0.426421766,0.376530332,0.413229742,0.207618072,0.327036872,0.392045273,0.466120364,0.526204718
1548.584,0.239212922,0.590217107,0.398331329,0.463873257,0.31655485,0.329592647,0.426162989,0.376156183,0.412735835,0.207515875,0.32672424,0.391579919,0.465199209,0.525714136
1550.513,0.23898971,0.589635617,0.398272571,0.463696819,0.316068676,0.329261779,0.425895947,0.375768136,0.412270291,0.207418452,0.32643595,0.391138384,0.464246321,0.525213554
