,H2OT_MEAN,H2OT_STD,H2OT_3550_M,H2OT_3550_STD,H2OT_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,PH_4500_S2N,ERR_5200,ERR_4500
AC4_EUH102_030920_256s_15x20_a,2.7112075449092625,0.2672847363219051,2.7112075449092625,0.2672847363219051,-,1.032705103244695,0.17246655091203766,253.95259098225523,37.62031992000989,236.75203729510136,51.682290146438945,271.15314466940913,54.68175901299145,1.7338650549172012,0.4370253103969639,1.944836259308684,0.49527659828556625,5.06792415002522,6.810352556261399,-,-
AC4_EUH102_030920_256s_15x20_b,2.716609771841751,0.26758965650793565,2.716609771841751,0.26758965650793565,-,1.0361982871635325,0.17298647481523302,282.5621997261088,38.06523496306004,279.4854921722491,53.40697837627998,285.63890727996846,54.254429421821754,1.8339875568623747,0.42398825529396794,1.9791217758766044,0.47627291043312503,4.691327989057603,8.86488130838801,-,-
AC4_EUH102_030920_256s_15x20_c,2.740796585510989,0.2699530808945832,2.740796585510989,0.2699530808945832,-,1.0346675810123005,0.1725330963073282,256.553546835344,35.83398018289498,262.5014208311816,49.38412578387052,250.60567283950638,51.93750729054387,1.831932150753002,0.49099318381624524,2.3072269988593206,0.5758098349672922,4.77276660058541,5.593886596170106,-,-
AC4_EUH33_030920_256s_20x20_a,1.3867876696199126,0.13110052695453325,1.3867876696199126,0.13110052695453325,-,0.23772300378788444,0.03962534769211853,96.50195331443165,31.15495020789356,55.265702596501136,33.03157366402557,137.73820403236215,52.834068848645,0.6570292473453929,0.1684975281365482,1.7611665739631648,0.39092266402975917,2.844659717628604,7.261616624466331,*,-
AC4_EUH33_030920_256s_20x20_b,1.3913757224220114,0.13140621781108106,1.3913757224220114,0.13140621781108106,-,0.23991583955737553,0.03981965863691351,89.67906358725484,29.30311063668613,47.063540898597815,29.881040086796247,132.29458627591188,50.416392327047234,0.6352744116167711,0.17372541966409105,1.7104207301477101,0.38652599478722793,2.0560996931719555,8.696249411090031,*,-
AC4_EUH33_030920_256s_20x20_c,1.3891030851124673,0.13132057472069472,1.3891030851124673,0.13132057472069472,-,0.23782103065745033,0.03959634424929612,85.77903478594573,28.933606623097713,41.82111078428231,29.349773507225454,129.73695878760913,49.87188751145501,0.6367898933590505,0.20331561144876067,1.8356106460038821,0.43481481913354125,2.4772943479023217,8.76541989409211,*,-
AC4_OL21_012821_256s_20x20_a,2.784741071735313,0.34156735766762203,2.784741071735313,0.34156735766762203,-,1.0540055834422082,0.1913356378040791,422.8180555639241,76.0327127584515,411.63551499541666,102.0071592979787,434.00059613243155,112.77603065187905,1.223413750627244,0.3548795405505159,1.9743791505851456,0.48580053488822367,1.5610475436026086,5.031047351392925,*,-
AC4_OL21_012821_256s_20x20_b,2.770672033744076,0.3392783849962035,2.770672033744076,0.3392783849962035,-,1.0825660288895047,0.19663616518281612,598.1340930034656,87.22750294354286,619.5747582314243,116.93848224522787,576.693427775507,129.4601886652636,1.305792053894143,0.2947845800975194,1.7501206471987387,0.4310795055031601,1.6559847034155135,5.8782829249288495,*,-
AC4_OL21_012821_256s_20x20_c,2.803686400814975,0.34320098936496146,2.803686400814975,0.34320098936496146,-,1.066369835535318,0.1934058508463921,478.8803530422183,81.3478423460198,468.1912511076054,107.87865201219468,489.56945497683114,121.78703649175215,1.4700730789710772,0.3598621609988384,1.901271381756645,0.4979800212701237,2.9600328320279417,3.521704411323123,*,*
AC4_OL21_012821_256s_20x25_a,2.712361560102214,0.3322927697403031,2.712361560102214,0.3322927697403031,-,1.0094026305027273,0.183389081492416,244.17742086235685,46.69627952667893,5.94439809086165e-28,25.070657086299192,488.3548417247137,89.96461659895033,1.7651758472647754,0.45643494899903636,1.683657553291672,0.41711115828839307,4.8814537812983785,4.558263756176137,-,-
AC4_OL21_012821_256s_20x25_b,2.7098862772941965,0.331856076619451,2.7098862772941965,0.331856076619451,-,1.0061695798413615,0.18261561507079613,237.6713404838956,45.60959857909321,3.388151136384643e-27,26.178948105882103,475.3426809677912,87.38194668381804,1.6667162755590565,0.3777611648618704,1.9065650436404085,0.5094060992574377,2.5004522723242357,3.3623145809525234,*,*
AC4_OL21_012821_256s_20x25_c,2.7131940363228604,0.33224815529520857,2.7131940363228604,0.33224815529520857,-,1.0072711518299615,0.1828525374176442,249.74234819766212,47.36681712374464,2.907630540862525e-31,26.095590330735366,499.48469639532425,91.0685545236527,1.3746120264359853,0.3492384954424382,1.9500485670412626,0.47931852081507437,2.139540138331169,3.152894825771692,*,*
AC4_OL24_020320_256s_25x25_CO2_a,2.235741371401589,0.19293622533720284,2.235741371401589,0.19293622533720284,-,1.2829982538400246,0.19308566986331016,413.43104791606925,43.35950203752172,452.9546010927691,58.28690517836044,373.9074947393693,64.20920769248147,1.6292034474607542,0.33272805830405267,1.4477319171952199,0.3062562039400374,6.617020812318433,7.735688020485957,-,-
AC4_OL24_020320_256s_25x25_CO2_b,2.213269063134747,0.1907996587091467,2.213269063134747,0.1907996587091467,-,1.2772645797879867,0.19227191387427792,415.524631899513,43.05354334019639,459.94284798589536,58.29715985316179,371.1064158131306,63.37090444075717,1.49039433772713,0.30163663231138366,1.2337945807158164,0.2614639682277656,7.700421962255561,8.128438569809306,-,-
AC4_OL24_020320_256s_25x25_CO2_c,2.2025325191700946,0.18989285562519037,2.2025325191700946,0.18989285562519037,-,1.276360603904066,0.19232239209598284,419.8925831817071,43.64612170960347,464.48981014049417,58.39715237385145,375.29535622291996,64.8822653410256,1.6782507196487462,0.32819893614934254,1.2499655114846149,0.26492913152023845,5.1794737931584285,11.583491365917721,-,-
AC4_OL24_020320_256s_25x30_H2O_a,2.7433072697363103,0.23653303043749013,2.7433072697363103,0.23653303043749013,-,1.2166071374288512,0.18375022860798498,593.9230296115195,49.954191933966555,580.2981986239299,65.64638482077248,607.547860599109,75.31425713014322,1.0251008845378942,0.19754981848410136,1.5879089323598328,0.35341839840111455,5.968114307662294,12.548122191480331,-,-
AC4_OL24_020320_256s_25x30_H2O_b,2.793793723126564,0.24078715178561283,2.793793723126564,0.24078715178561283,-,1.2517177105122501,0.18841081215731037,598.9068881619089,47.75680615775936,607.8141666134513,64.58882371209722,589.9996097103666,70.36429484509054,1.1148938945492284,0.22233839716214024,1.663121867769899,0.36449968617081563,5.0380447637847485,11.46210721776371,-,-
