,Density,Density_Sat,Tau,Na/Na+Ca,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
Glass_exp_ND70_4_01_33um_full_apt400um_dried_best,2689.244319699745,2689.244319699745,0.6460496765857655,0.22496635206309534,61.833276738899436,7.206509973204508,29.874453306308666,8.277326626914217,360.7871594255226,14.262495446026339,0.7292033522676911,0.28779314073239476,0.6494546956321017,0.26745952359627273
Glass_exp_ND70_4_01_33um_reflected_apt400um_CaF2,2848.486864850836,2848.486864850836,0.6460496765857655,0.22496635206309534,61.833276738899436,7.206509973204508,29.874453306308666,8.277326626914217,360.7871594255226,14.262495446026339,0.7292033522676911,0.28779314073239476,0.6494546956321017,0.26745952359627273
point1_100x100_128s_highres_99umthick,2864.591214099627,2864.591214099627,0.6235371327654315,0.31371325929419713,60.22658595536206,7.088566172812632,27.077257714933765,8.13716728408403,329.2637876184269,16.385604288749327,0.6239453232844925,0.2827892873999362,0.5699286393108078,0.2629033460978752
point2_100x100_128s_highres_99umthick_resave,2864.6722947443013,2864.6722947443013,0.6235371327654315,0.31371325929419713,60.22658595536206,7.088566172812632,27.077257714933765,8.13716728408403,329.2637876184269,16.385604288749327,0.6239453232844925,0.2827892873999362,0.5699286393108078,0.2629033460978752
point3_100x100_128s_highres_99umthick,2864.4375607935817,2864.4375607935817,0.6235371327654315,0.31371325929419713,60.22658595536206,7.088566172812632,27.077257714933765,8.13716728408403,329.2637876184269,16.385604288749327,0.6239453232844925,0.2827892873999362,0.5699286393108078,0.2629033460978752
