,Density,Density_Sat,Tau,Na/Na+Ca,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
AC4_EUH102_030920_256s_15x20_a,2727.5690181813775,2727.5690181813775,0.6851823312650658,0.41002365267626967,64.62612307871612,7.413395412892848,34.73670654704932,8.518260547883047,295.0538254440298,18.506460787578483,0.9121691749350904,0.29634626208745,0.7876916592051328,0.27535499392720003
AC4_EUH102_030920_256s_15x20_b,2727.4198136895243,2727.4198136895243,0.6851823312650658,0.41002365267626967,64.62612307871612,7.413395412892848,34.73670654704932,8.518260547883047,295.0538254440298,18.506460787578483,0.9121691749350904,0.29634626208745,0.7876916592051328,0.27535499392720003
AC4_EUH102_030920_256s_15x20_c,2726.751791308982,2726.751791308982,0.6851823312650658,0.41002365267626967,64.62612307871612,7.413395412892848,34.73670654704932,8.518260547883047,295.0538254440298,18.506460787578483,0.9121691749350904,0.29634626208745,0.7876916592051328,0.27535499392720003
AC4_EUH33_030920_256s_20x20_a,2716.946811447492,2716.946811447492,0.7024685960873437,0.5298983072219998,65.85982117136143,7.50549736416887,36.88453418208276,8.623659683205839,252.47371281371736,20.96472563774332,0.9929915901270658,0.3000692739001533,0.8487557699876556,0.27883341751725094
AC4_EUH33_030920_256s_20x20_b,2716.822203882118,2716.822203882118,0.7024685960873437,0.5298983072219998,65.85982117136143,7.50549736416887,36.88453418208276,8.623659683205839,252.47371281371736,20.96472563774332,0.9929915901270658,0.3000692739001533,0.8487557699876556,0.27883341751725094
AC4_EUH33_030920_256s_20x20_c,2716.8839453651544,2716.8839453651544,0.7024685960873437,0.5298983072219998,65.85982117136143,7.50549736416887,36.88453418208276,8.623659683205839,252.47371281371736,20.96472563774332,0.9929915901270658,0.3000692739001533,0.8487557699876556,0.27883341751725094
AC4_OL21_012821_256s_20x20_a,2705.5469749460253,2705.5469749460253,0.6913363813372837,0.46813268304559097,65.06532957671877,7.446135957535371,35.501350554785134,8.5558534875472,274.4131898789859,19.71909234777272,0.9409426083611474,0.29767543415529474,0.8094309764743444,0.2765939713861607
AC4_OL21_012821_256s_20x20_b,2705.930686370993,2705.930686370993,0.6913363813372837,0.46813268304559097,65.06532957671877,7.446135957535371,35.501350554785134,8.5558534875472,274.4131898789859,19.71909234777272,0.9409426083611474,0.29767543415529474,0.8094309764743444,0.2765939713861607
AC4_OL21_012821_256s_20x20_c,2705.031071256572,2705.031071256572,0.6913363813372837,0.46813268304559097,65.06532957671877,7.446135957535371,35.501350554785134,8.5558534875472,274.4131898789859,19.71909234777272,0.9409426083611474,0.29767543415529474,0.8094309764743444,0.2765939713861607
AC4_OL21_012821_256s_20x25_a,2707.5223415167256,2707.5223415167256,0.6913363813372837,0.46813268304559097,65.06532957671877,7.446135957535371,35.501350554785134,8.5558534875472,274.4131898789859,19.71909234777272,0.9409426083611474,0.29767543415529474,0.8094309764743444,0.2765939713861607
AC4_OL21_012821_256s_20x25_b,2707.589875076128,2707.589875076128,0.6913363813372837,0.46813268304559097,65.06532957671877,7.446135957535371,35.501350554785134,8.5558534875472,274.4131898789859,19.71909234777272,0.9409426083611474,0.29767543415529474,0.8094309764743444,0.2765939713861607
AC4_OL21_012821_256s_20x25_c,2707.4996518763123,2707.4996518763123,0.6913363813372837,0.46813268304559097,65.06532957671877,7.446135957535371,35.501350554785134,8.5558534875472,274.4131898789859,19.71909234777272,0.9409426083611474,0.29767543415529474,0.8094309764743444,0.2765939713861607
AC4_OL24_020320_256s_25x25_CO2_a,2676.5601721881803,2676.5601721881803,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365,1.0107793228700825,0.30088430491048834,0.8621950130517173,0.279598232871876
AC4_OL24_020320_256s_25x25_CO2_b,2677.1572247621925,2677.1572247621925,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365,1.0107793228700825,0.30088430491048834,0.8621950130517173,0.279598232871876
AC4_OL24_020320_256s_25x25_CO2_c,2677.442444754868,2677.442444754868,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365,1.0107793228700825,0.30088430491048834,0.8621950130517173,0.279598232871876
AC4_OL24_020320_256s_25x30_H2O_a,2663.2182806153296,2663.2182806153296,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365,1.0107793228700825,0.30088430491048834,0.8621950130517173,0.279598232871876
AC4_OL24_020320_256s_25x30_H2O_b,2661.90612338031,2661.90612338031,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365,1.0107793228700825,0.30088430491048834,0.8621950130517173,0.279598232871876
AC4_OL24_020320_256s_25x30_H2O_c,2661.7820940170486,2661.7820940170486,0.7062730290290385,0.5181449878902102,66.13133857040748,7.525823741141809,37.35723700665554,8.64677524566085,256.64855413296146,20.730767997197365,1.0107793228700825,0.30088430491048834,0.8621950130517173,0.279598232871876
AC4_OL27_020520_256s_20x25_a,2703.0047640948906,2702.0427582604375,0.6938679718965307,0.4894433428700049,65.24600588108018,7.459620090535434,35.81590203364094,8.571295485709122,266.84353056285704,20.153502349839304,0.9527791309054425,0.29822100444480565,0.8183738758198764,0.27710344569834855
AC4_OL27_020520_256s_20x25_b,2706.094768288588,2702.278759548494,0.6938679718965307,0.4894433428700049,65.24600588108018,7.459620090535434,35.81590203364094,8.571295485709122,266.84353056285704,20.153502349839304,0.9527791309054425,0.29822100444480565,0.8183738758198764,0.27710344569834855
AC4_OL27_020520_256s_20x25_c,2705.860355384035,2701.325405912326,0.6938679718965307,0.4894433428700049,65.24600588108018,7.459620090535434,35.81590203364094,8.571295485709122,266.84353056285704,20.153502349839304,0.9527791309054425,0.29822100444480565,0.8183738758198764,0.27710344569834855
AC4_OL29_012821_256s_10x12_a,2695.642666597112,2695.642666597112,0.6990289055417281,0.5096699903459956,65.61433495967579,7.487137017473629,36.457150794995286,8.602735335466528,259.6589181781535,20.561207754386956,0.9769092206697052,0.2993310464871636,0.8366049874620765,0.27814170270675165
AC4_OL29_012821_256s_12x22_a,2696.8966294170914,2696.8966294170914,0.6990289055417281,0.5096699903459956,65.61433495967579,7.487137017473629,36.457150794995286,8.602735335466528,259.6589181781535,20.561207754386956,0.9769092206697052,0.2993310464871636,0.8366049874620765,0.27814170270675165
AC4_OL29_012821_256s_12x22_b,2696.4611439798578,2696.4611439798578,0.6990289055417281,0.5096699903459956,65.61433495967579,7.487137017473629,36.457150794995286,8.602735335466528,259.6589181781535,20.561207754386956,0.9769092206697052,0.2993310464871636,0.8366049874620765,0.27814170270675165
AC4_OL29_012821_256s_12x22_c,2697.1465403328298,2697.1465403328298,0.6990289055417281,0.5096699903459956,65.61433495967579,7.487137017473629,36.457150794995286,8.602735335466528,259.6589181781535,20.561207754386956,0.9769092206697052,0.2993310464871636,0.8366049874620765,0.27814170270675165
AC4_OL32_MI1_021420_256s_25x30_a,2700.103299988919,2709.3805751091836,0.7034812689283519,0.46244785145588235,65.93209430643545,7.510905932310554,37.01035932334534,8.629815458796104,276.43247218925785,19.60232629485216,0.9977263703500396,0.30028637184272267,0.8523330590773197,0.2790370232546918
AC4_OL32_MI1_021420_256s_25x30_b,2700.1951302900834,2700.1951302900834,0.7034812689283519,0.46244785145588235,65.93209430643545,7.510905932310554,37.01035932334534,8.629815458796104,276.43247218925785,19.60232629485216,0.9977263703500396,0.30028637184272267,0.8523330590773197,0.2790370232546918
AC4_OL32_MI1_021420_256s_25x30_c,2700.5937280994303,2709.9964031667073,0.7034812689283519,0.46244785145588235,65.93209430643545,7.510905932310554,37.01035932334534,8.629815458796104,276.43247218925785,19.60232629485216,0.9977263703500396,0.30028637184272267,0.8523330590773197,0.2790370232546918
AC4_OL32_MI2_021220_20x35_256s_a,2707.612617350033,2707.7452613101686,0.6972036732366167,0.4757933397424555,65.48407051928906,7.477401017440178,36.23036470641114,8.591622389008693,271.69208401877916,19.875845326351484,0.968375295920652,0.2989387960385476,0.8301573141891598,0.2777745649953799
AC4_OL32_MI2_021220_20x35_256s_b,2707.6734763316003,2706.581873433635,0.6972036732366167,0.4757933397424555,65.48407051928906,7.477401017440178,36.23036470641114,8.591622389008693,271.69208401877916,19.875845326351484,0.968375295920652,0.2989387960385476,0.8301573141891598,0.2777745649953799
AC4_OL32_MI2_021220_20x35_256s_c,2707.4719784983417,2704.323364615265,0.6972036732366167,0.4757933397424555,65.48407051928906,7.477401017440178,36.23036470641114,8.591622389008693,271.69208401877916,19.875845326351484,0.968375295920652,0.2989387960385476,0.8301573141891598,0.2777745649953799
AC4_OL36_MI1_021420_256s_20x25_H2O_a,2726.2749152095093,2726.2749152095093,0.6898007339043223,0.4383422529479633,64.9557324295908,7.437960998178298,35.31054554120395,8.546480066126504,284.9949085389428,19.102840746251413,0.9337626457902082,0.29734415170297396,0.8040062681331643,0.27628486971821753
AC4_OL36_MI1_021420_256s_20x25_H2O_b,2717.46222315202,2717.46222315202,0.6898007339043223,0.4383422529479633,64.9557324295908,7.437960998178298,35.31054554120395,8.546480066126504,284.9949085389428,19.102840746251413,0.9337626457902082,0.29734415170297396,0.8040062681331643,0.27628486971821753
AC4_OL36_MI1_021420_256s_20x25_H2O_c,2726.954713181527,2726.954713181527,0.6898007339043223,0.4383422529479633,64.9557324295908,7.437960998178298,35.31054554120395,8.546480066126504,284.9949085389428,19.102840746251413,0.9337626457902082,0.29734415170297396,0.8040062681331643,0.27628486971821753
AC4_OL36_MI2_021420_256s_15x20_a,2740.4669149807373,2740.4669149807373,0.6851091006504647,0.38932663765851383,64.62089670561092,7.41300614097687,34.72760760407999,8.517812735948572,302.4055148725163,18.063471273818084,0.9118267831460658,0.29633042022159184,0.787432970447981,0.2753402463647023
AC4_OL36_MI2_021420_256s_15x20_b,2740.5208225963256,2740.5208225963256,0.6851091006504647,0.38932663765851383,64.62089670561092,7.41300614097687,34.72760760407999,8.517812735948572,302.4055148725163,18.063471273818084,0.9118267831460658,0.29633042022159184,0.787432970447981,0.2753402463647023
AC4_OL36_MI2_021420_256s_15x20_c,2744.8074151817927,2744.8074151817927,0.6851091006504647,0.38932663765851383,64.62089670561092,7.41300614097687,34.72760760407999,8.517812735948572,302.4055148725163,18.063471273818084,0.9118267831460658,0.29633042022159184,0.787432970447981,0.2753402463647023
AC4_OL3_101220_256s_30x30_a,2695.87406941157,2695.87406941157,0.697546254069694,0.5521171073337778,65.50852006490747,7.479228027433222,36.27293055785914,8.593708709590997,244.58147725437323,21.403369256736596,0.9699770421979679,0.2990124456710604,0.8313674885187834,0.27784347829694794
AC4_OL3_101220_256s_30x30_b,2695.6685687803033,2695.6685687803033,0.697546254069694,0.5521171073337778,65.50852006490747,7.479228027433222,36.27293055785914,8.593708709590997,244.58147725437323,21.403369256736596,0.9699770421979679,0.2990124456710604,0.8313674885187834,0.27784347829694794
AC4_OL3_101220_256s_30x30_c,2695.7806165925713,2695.7806165925713,0.697546254069694,0.5521171073337778,65.50852006490747,7.479228027433222,36.27293055785914,8.593708709590997,244.58147725437323,21.403369256736596,0.9699770421979679,0.2990124456710604,0.8313674885187834,0.27784347829694794
AC4_OL40_021420_256s_15x25_a,2673.967845234036,2673.967845234036,0.7118794765365589,0.537137063451034,66.53146339017943,7.555814202521558,38.05384110330792,8.680787425331577,249.90246823575643,21.108146275224986,1.0369924251720244,0.30208258211451255,0.8819999122138782,0.28072484084847626
AC4_OL40_021420_256s_15x25_b,2673.354171413299,2673.354171413299,0.7118794765365589,0.537137063451034,66.53146339017943,7.555814202521558,38.05384110330792,8.680787425331577,249.90246823575643,21.108146275224986,1.0369924251720244,0.30208258211451255,0.8819999122138782,0.28072484084847626
AC4_OL40_021420_256s_15x25_c,2673.323530878389,2673.323530878389,0.7118794765365589,0.537137063451034,66.53146339017943,7.555814202521558,38.05384110330792,8.680787425331577,249.90246823575643,21.108146275224986,1.0369924251720244,0.30208258211451255,0.8819999122138782,0.28072484084847626
AC4_OL43_101220_256s_30x30_a,2640.2686905289097,2656.3636792730317,0.7215539966101393,0.45375446942358477,67.22192122388408,7.607666150180392,39.255905388643995,8.739334332823628,279.52040756205474,19.423018666913016,1.0822259146626112,0.3041425883147333,0.9161753672132424,0.2826676200891184
AC4_OL43_101220_256s_30x30_b,2640.347356142432,2658.5251562801745,0.7215539966101393,0.45375446942358477,67.22192122388408,7.607666150180392,39.255905388643995,8.739334332823628,279.52040756205474,19.423018666913016,1.0822259146626112,0.3041425883147333,0.9161753672132424,0.2826676200891184
AC4_OL43_101220_256s_30x30_c,2640.183664357773,2656.6342822777333,0.7215539966101393,0.45375446942358477,67.22192122388408,7.607666150180392,39.255905388643995,8.739334332823628,279.52040756205474,19.423018666913016,1.0822259146626112,0.3041425883147333,0.9161753672132424,0.2826676200891184
AC4_OL44_021420_256s_25x25_a,2660.856039980301,2660.856039980301,0.705833594562667,0.5309147217570007,66.09997670776227,7.523474904116483,37.30263703955087,8.644106734880928,252.112676983888,20.98489426442856,1.0087247347183972,0.3007902429077199,0.8606427011317019,0.27950990544609516
AC4_OL44_021420_256s_25x25_b,2660.1678528613656,2660.1678528613656,0.705833594562667,0.5309147217570007,66.09997670776227,7.523474904116483,37.30263703955087,8.644106734880928,252.112676983888,20.98489426442856,1.0087247347183972,0.3007902429077199,0.8606427011317019,0.27950990544609516
AC4_OL44_021420_256s_25x25_c,2660.2962305131946,2660.2962305131946,0.705833594562667,0.5309147217570007,66.09997670776227,7.523474904116483,37.30263703955087,8.644106734880928,252.112676983888,20.98489426442856,1.0087247347183972,0.3007902429077199,0.8606427011317019,0.27950990544609516
