,PH_3550_M,PH_3550_STD,H2Ot_3550_MAX,BL_H2Ot_3550_MAX,H2Ot_3550_SAT,PH_1635_BP,PH_1635_STD,H2Om_1635_MAX,BL_H2Om_1635_MAX,PH_1515_BP,PH_1515_STD,P_1515_BP,P_1515_STD,STD_1515_BP,STD_1515_STD,MAX_1515_ABS,BL_MAX_1515_ABS,PH_1430_BP,PH_1430_STD,P_1430_BP,P_1430_STD,STD_1430_BP,STD_1430_STD,MAX_1430_ABS,BL_MAX_1430_ABS,PH_5200_M,PH_5200_STD,PH_4500_M,PH_4500_STD,STN_P5200,ERR_5200,STN_P4500,ERR_4500,AVG_BL_BP,AVG_BL_STD,PC1_BP,PC1_STD,PC2_BP,PC2_STD,PC3_BP,PC3_STD,PC4_BP,PC4_STD,m_BP,m_STD,b_BP,b_STD,PH_1635_PC1_BP,PH_1635_PC1_STD,PH_1635_PC2_BP,PH_1635_PC2_STD
FR02MI07c,1.646253499,0.000458419,1.673218,0.127832096,-,0.32625262,0.003064461,0.227008,0.326403636,0.034549004,0.003608023,1518.050089,3.660674805,32.28338181,3.101397768,0.3563041,0.321532251,0.035665543,0.003758723,1424.069446,2.889612076,27.75920447,2.788442544,0.3675423,0.335895781,0.013038176,0.000974052,0.009127203,0.000200592,6.720777152,-,6.073942416,-,0.526207403,0.033180538,-1.918929247,0.35563195,0.273523446,0.019796631,-0.319091599,0.055581785,0.3,0.017633718,-0.000378807,6.02E-05,0.662740164,0.019166996,-0.068471539,0.015820208,-0.071131255,0.016242663
FR02MI08a,1.556370474,0.002556609,1.757014,0.212580239,-,0.366888652,0.003104494,0.2920592,0.365181505,0.0579276,0.003662647,1524.223012,2.639834419,29.79051458,2.76753939,0.4276588,0.361868023,0.069137713,0.004217893,1436.719706,2.796489088,38.00344123,2.0549827,0.4355143,0.383152112,0.01316672,0.000176498,0.008103491,0.000454349,6.370151965,-,7.312986753,-,0.613483831,0.025910753,-3,0.258655966,0.254489649,0.019844553,-0.403392097,0.039869861,0.217401131,0.032047944,-0.000349574,4.43E-05,0.790560748,0.013437978,-0.069075624,0.016341627,0.026574138,0.018311355
FR02MI08b,1.578818062,0.002453586,1.802662,0.210712742,-,0.366611653,0.00313463,0.2969258,0.378557121,0.060378892,0.003835631,1523.771088,2.587703507,30.59512241,2.79346921,0.4482813,0.379121328,0.070936687,0.004322113,1434.719557,2.992320741,39.90360351,1.689574812,0.4608683,0.404716268,0.015590697,0.001430947,0.009472206,0.000548735,11.83865415,-,5.573108907,-,0.630335637,0.032280024,-3,0.325951443,0.319780409,0.020486597,-0.380275693,0.047171197,0.187176005,0.035921592,-0.000377854,5.56E-05,0.816364366,0.016790743,-0.068941194,0.016753483,0.024634075,0.018492179
FR02MI08c,1.585447268,0.002222162,1.836754,0.204778907,-,0.364128569,0.003071056,0.293536,0.37484113,0.056512562,0.003779665,1523.922455,2.781802424,30.05510073,2.949156757,0.4391391,0.373732083,0.073154074,0.004246971,1436.056932,2.930883691,39.93122489,1.645967331,0.4560016,0.398897749,0.012800278,0.001145732,0.008642339,0.000366844,5.95700841,-,4.264982109,-,0.62065785,0.027774375,-3,0.277399949,0.313039935,0.019866445,-0.367113128,0.041464336,0.207410356,0.033134716,-0.000385533,4.76E-05,0.810165926,0.014350418,-0.071903163,0.016213609,0.033176112,0.018151142
FR02MI09a,1.321241288,0.003361087,1.517224,0.219030909,-,0.162993146,0.003070204,0.31675,0.422258017,0.087131761,0.003684439,1525.52428,1.913254326,33.0570353,2.404764371,0.5323736,0.445572655,0.082401146,0.004244003,1430.794322,1.990544785,34.34935506,2.191922762,0.5453082,0.479373061,0.009559682,0.000886193,0.011479732,0.000402123,5.116387141,-,4.922276508,-,0.981505188,0.036076017,1.662847684,0.382239668,0.607822887,0.020651833,0.112188847,0.060698265,-0.3,0.017839069,0.000264009,6.56E-05,0.62213302,0.020873237,-0.015112752,0.016963607,0.033403127,0.024178615
FR02MI09b,1.308553453,0.003553857,1.510694,0.215552997,-,0.16211054,0.003139275,0.3102689,0.410199873,0.088646779,0.003695678,1525.448112,1.826595338,32.41216056,2.319765404,0.5163498,0.429888302,0.08253907,0.004281864,1430.896107,2.056567704,34.53701057,2.182549397,0.5279722,0.460752012,0.009884503,0.000320673,0.009706525,0.00018984,3.631164464,*,6.041468752,-,1.014137208,0.037759022,2.046644632,0.397548135,0.564979929,0.020880742,0.149817916,0.062360044,-0.3,0.020012067,0.000353981,6.82E-05,0.583531125,0.021565071,-0.024356674,0.017086953,0.043997513,0.023601133
FR02MI09c,1.343554271,0.003962718,1.503111,0.211464811,-,0.161590937,0.003126835,0.3092152,0.411413198,0.08999159,0.003758884,1525.507253,1.705998356,30.81592753,2.18107816,0.5207763,0.432773151,0.084437892,0.004311308,1431.811829,2.045680171,35.90171879,2.114507161,0.5339257,0.465479168,0.012559834,0.000161607,0.009590227,0.000166199,7.25344636,-,3.594167125,*,1.02012606,0.037875642,1.914343172,0.398939489,0.567111202,0.020990903,0.136414559,0.062637973,-0.3,0.019843369,0.000320594,6.85E-05,0.600626933,0.021674887,-0.034399311,0.016856744,0.060768756,0.022100918
FR02MI10a,1.580764945,0.002203453,1.791368,0.279795198,-,0.356019321,0.003149097,0.3423278,0.405310141,0.236207817,0.003713561,1519.793159,0.792461891,31.51027466,0.878857698,0.6656673,0.412902858,0.232921862,0.004830826,1429.404817,0.901777031,35.60398822,1.053177538,0.6489486,0.451213104,0.01286536,0.000714349,0.00983144,0.001616537,2.834173719,*,2.39914114,*,0.537038542,0.047002271,-2.801391495,0.482658851,0.320761704,0.02124361,-0.143515802,0.065572649,0.041451914,0.047041109,-0.000348726,8.21E-05,0.80835284,0.024748734,-0.196980993,0.016727982,0.135231255,0.019877339
FR02MI10b,1.531985539,0.001577711,1.741971,0.279357971,-,0.35195703,0.003170671,0.3419952,0.416587975,0.231569379,0.003770343,1518.469833,0.826457352,31.47932806,0.869120459,0.6830037,0.43333816,0.224959409,0.004921309,1428.518373,0.936793439,35.84523523,1.107331595,0.6715568,0.475941989,0.015940875,0.002580651,0.010845654,0.001436641,3.713079553,*,2.733092852,*,0.602280583,0.061774778,-2.04019225,0.636984692,0.371169622,0.021689471,-0.080918344,0.084255321,-0.06931896,0.056867837,-0.000279038,0.000108259,0.791625219,0.032547717,-0.180514975,0.017032101,0.174214248,0.019207129
FR02MI10c,1.508949611,0.001520845,1.74471,0.256486939,-,0.357714497,0.003145934,0.3272449,0.387862073,0.23533794,0.003753953,1519.476813,0.806834902,31.53870883,0.896800099,0.636881,0.393871295,0.231262401,0.004740625,1429.413533,0.902373397,35.17288856,1.054402938,0.6287345,0.430790596,0.012483399,0.000464864,0.011557636,9.97E-05,2.721463574,*,3.552691264,*,0.557355321,0.057749738,-2.265412196,0.595760344,0.275850388,0.020917541,-0.076656261,0.079326052,0.033997689,0.052824917,-0.000276195,0.000101269,0.756101352,0.030508209,-0.195673254,0.016987376,0.138476625,0.019820095
FR04MI01a,1.418083791,0.003526031,1.471664,0.193645722,-,0.27065085,0.003179875,0.2382482,0.313820308,0.081446572,0.003741552,1520.786248,1.974897544,32.00510173,2.315436189,0.3864419,0.304342275,0.080270076,0.004263812,1428.385952,2.12149676,33.54299176,2.182093764,0.4035771,0.332945838,0.024427123,0.000831314,0.011000526,0.000323818,2.242834741,*,2.446233752,*,0.902425025,0.07390237,-0.400586665,0.762351805,0.360759739,0.021666574,0.077458239,0.099884457,0.069484465,0.061940113,8.01E-05,0.000129672,0.624497678,0.038956429,-0.013372654,0.017147019,-0.015727873,0.019790862
FR04MI01b,1.373403898,0.003388957,1.593318,0.217270924,-,0.261946541,0.003214782,0.2671485,0.324280703,0.086724412,0.003875487,1520.299841,1.993017991,33.90434053,2.352800909,0.3907511,0.299235441,0.091507315,0.004617413,1426.065076,2.028903142,35.32074863,2.008920582,0.4031793,0.320356452,0.017178346,0.00232842,0.009707068,0.001015555,1.612971924,*,2.007594157,*,0.886366753,0.059890304,-1.09865981,0.620953688,0.146332734,0.021740345,0.004895069,0.085041022,0.245627361,0.047883661,4.73E-05,0.000105801,0.668494377,0.032170332,-0.05132803,0.017413558,0.004457181,0.0211798
FR04MI01c,1.390351611,0.001840796,1.627149,0.24967792,-,0.26600501,0.003089792,0.3085167,0.366644246,0.082748806,0.003662678,1523.648639,2.177760678,34.21798446,2.421834634,0.425156,0.342621098,0.085944498,0.004296592,1430.110996,2.125526701,34.88828622,1.99404424,0.441886,0.366927971,0.019047942,0.000778199,0.01558722,0.002773374,2.044647367,*,4.042013497,-,0.847910932,0.036092396,-1.766825833,0.381301049,0.065394893,0.020572186,-0.053005297,0.060613426,0.3,0.017686676,-8.88E-05,6.55E-05,0.759828748,0.020772962,-0.053973746,0.016442561,-0.042991968,0.022487394
FR04MI02a,1.474796832,0.004158692,1.767018,0.304384887,-,0.310105682,0.003127834,0.3945637,0.49170594,0.043232763,0.003664099,1525.672329,3.27295283,33.37723293,2.957766628,0.5366629,0.497915657,0.043657674,0.003883927,1424.437244,2.274875829,28.72815893,2.634607242,0.572449,0.535005614,0.015157154,0.00055588,0.011677293,0.000444147,6.010276904,-,9.367898486,-,0.871164184,0.067471917,1.550379111,0.697215796,0.714800478,0.021039985,0.392140961,0.091620152,-0.171924625,0.056317163,0.000223956,0.000118564,0.665870973,0.035695727,0.006359291,0.017293712,-0.07621539,0.020565295
FR04MI02b,1.349578482,0.003335669,1.627051,0.359013953,-,0.290642432,0.003100812,0.4647801,0.564562147,0.061705494,0.003672236,1517.297433,2.708790241,32.28539453,2.801117177,0.6138772,0.551455692,0.071403111,0.004115951,1429.178327,2.330806249,31.97070428,2.343363131,0.6489807,0.588395945,0.016460835,0.001793481,0.008718254,9.18E-05,2.785339322,*,5.768035222,-,0.671398371,0.05653521,-2.002217611,0.587038776,0.609357694,0.020764718,0.091955541,0.080296367,0.257692164,0.044143285,-0.00034578,9.99E-05,0.955620553,0.03038719,-0.028116908,0.016502727,-0.046113935,0.017954112
FR04MI02c,1.410959722,0.003721133,1.754433,0.328425753,-,0.296883796,0.003127237,0.4230046,0.518443803,0.052460172,0.003689366,1524.089052,3.041235879,34.50839028,2.700946717,0.561723,0.512064015,0.05529332,0.004210316,1426.037477,2.417380537,32.71244459,2.616156704,0.6005463,0.551464394,0.013859416,0.000148059,0.00952308,0.000893135,5.944697579,-,2.278361218,*,0.86616798,0.070323026,0.446484264,0.724629915,0.651519953,0.021386626,0.380369361,0.094555403,0.007152345,0.059873587,6.99E-05,0.000123225,0.775547841,0.036976972,-0.014448522,0.017429634,-0.075223726,0.020290446
FR04MI03a,0.733291217,0.003020918,0.8969982,0.17098425,-,0.091224181,0.003049255,0.2286269,0.333467698,0.021740589,0.003572979,1530.024853,4.277131263,32.45199403,3.535356863,0.3855582,0.363854373,0.016614759,0.004006701,1424.436452,5.694139603,32.76215925,3.97805709,0.4250942,0.411147247,0.005164808,0.000654123,0.007516628,0.000435071,2.133448067,*,4.806284983,-,0.761418171,0.029923496,-1.065728863,0.324320028,0.897470833,0.019856485,-0.036405803,0.05265948,-0.3,0.011642009,-0.000115583,5.49E-05,0.678414099,0.017782089,0.00260974,0.015688256,-0.017830619,0.015423805
FR04MI03b,0.736774499,0.001489876,0.9294316,0.205056411,-,0.096800755,0.003074351,0.2672613,0.351312406,0.028492507,0.00354487,1522.618012,4.655647018,31.86343626,3.494048006,0.4011547,0.372924671,0.023190347,0.003714175,1432.035668,4.989940078,30.60785063,3.672842372,0.446236,0.426765841,0.004041175,0.000574784,0.0107931,0.000549885,2.605372132,*,4.050044114,-,0.881658254,0.036045737,0.146277344,0.382814677,0.628165971,0.020006818,0.293616738,0.057934076,-0.3,0.022551171,7.40E-05,6.48E-05,0.64567681,0.020384388,-0.053709681,0.015758744,0.055649206,0.01653943
FR04MI03c,0.741132958,0.00255307,0.9224644,0.185221067,-,0.095250934,0.003079304,0.2512605,0.339603073,0.023951719,0.003514737,1525.1502,4.964476505,31.35020381,3.663759714,0.3876382,0.365029007,0.019632896,0.003785866,1430.482084,5.71013516,31.67884788,3.83837009,0.4349846,0.418557702,0.005304259,0.000652384,0.008598767,0.001038134,2.326085267,*,6.040206477,-,0.827991429,0.031792491,-0.467660969,0.341947598,0.703957011,0.020141685,0.177317741,0.054091912,-0.3,0.016511576,-2.30E-05,5.77E-05,0.664878602,0.018477697,-0.035384841,0.015799344,0.040953666,0.016034384
FR04MI04a,0.918215647,0.000893964,1.007813,0.084416701,-,0.188025929,0.003145256,0.1501369,0.205100684,0.014377747,0.003579326,1513.116366,6.93579253,29.45423539,3.638453808,0.2356922,0.224143441,0.012635078,0.003787065,1425.06295,6.463455352,22.5,3.95200354,0.2568586,0.244095699,0.015302336,0.00229103,0.011729727,0.000455188,2.559359609,*,1.999544616,*,0.444573682,0.070006804,-0.37990008,0.72412149,0.280021168,0.020859388,-0.158423726,0.094424519,-0.097387972,0.056544591,-0.000107708,0.000123042,0.397678572,0.037011627,0.035129574,0.016805893,0.0352025,0.014021967
FR04MI04b,0.886904979,0.000603781,0.9938931,0.110495728,-,0.188290402,0.003139482,0.1912943,0.238930204,0.021366445,0.003505822,1511.120362,6.604079079,33.02119366,3.310552902,0.2728804,0.253504246,0.017632146,0.003660866,1431.550311,6.248257677,28.27269096,4.053300159,0.2856832,0.268819284,0.010755727,0.000911445,0.013887871,0.000171651,1.55007066,*,3.713655184,*,0.437027994,0.072905789,-0.046702262,0.75296718,0.143883388,0.021106385,-0.141885186,0.098212909,-0.046366991,0.058919367,-7.04E-05,0.000127945,0.402984746,0.03844087,0.032309137,0.016789034,0.040779376,0.014428909
FR04MI04c,0.901125067,0.001945728,0.9721071,0.088001454,-,0.190217138,0.003078643,0.1447386,0.180176468,0.022747149,0.003623974,1505.42554,5.044100463,31.58108741,3.416704203,0.2030905,0.187951549,0.018471631,0.003648673,1426.751183,5.829252966,23.5447499,3.873863819,0.2176689,0.200933033,0.014351575,0.00029735,0.01489222,0.000351605,1.915243171,*,3.276016733,*,0.390333238,0.072656688,-0.677061447,0.75136137,0.137568778,0.020980413,-0.175263748,0.097911698,0.001708577,0.058863239,-8.88E-05,0.000127582,0.364246289,0.038361637,0.038811552,0.016593922,0.056183605,0.01407655
FR04MI05a,0.950898521,0.001254748,1.136162,0.195209087,-,0.194749262,0.003117739,0.3007944,0.410802281,0.047587954,0.00366462,1518.133936,3.683182052,35.1533185,2.729584818,0.493296,0.444945244,0.056431944,0.004005533,1427.335941,2.53006453,31.14664511,2.582876372,0.5379922,0.48828534,0.006391846,6.25E-05,0.007113548,0.000320898,2.937864671,*,3.682485094,*,0.606295212,0.047573541,0.549690153,0.496233725,0.800901011,0.020583205,0.160845006,0.070980571,-0.3,0.03409024,-9.29E-05,8.46E-05,0.612545099,0.026039728,0.057715894,0.016151212,-0.048927288,0.017457196
FR04MI05b,0.945739972,0.001565418,1.132736,0.201359356,-,0.193308361,0.003165075,0.2885331,0.385050334,0.051508892,0.003642025,1519.569608,3.466562829,34.42994174,2.760056069,0.4613599,0.408758063,0.060967233,0.004130656,1428.43198,2.61317574,32.67665696,2.474393405,0.5013241,0.44799782,0.007067877,0.000685466,0.006692792,0.000500069,3.120614758,*,6.387268091,-,0.586801404,0.065414209,0.118234678,0.676673556,0.709436858,0.021363288,0.145062577,0.090115868,-0.207373398,0.053942207,-9.31E-05,0.000115001,0.600978124,0.034709482,0.044926115,0.016885993,-0.040634193,0.018084576
FR04MI05c,0.949974075,0.001716597,1.136761,0.192585046,-,0.194438653,0.003185119,0.2658117,0.353618415,0.05336066,0.003790614,1519.458277,3.435308211,34.27120893,2.801073376,0.4263812,0.369978396,0.066533348,0.004347544,1428.344742,2.588679863,34.26367931,2.361891145,0.4613465,0.403317915,0.008009374,0.001720934,0.006612093,0.000235744,3.582117558,*,4.896599857,-,0.573308091,0.072479011,-0.224867759,0.748252522,0.640600143,0.021595814,0.076253402,0.097806033,-0.135197225,0.061118337,-8.84E-05,0.000127167,0.579016663,0.038218974,0.048820007,0.016922175,-0.037241897,0.01786061
FR04MI07a,0.622139033,8.48E-05,1.02129,0.395239372,-,0.100102045,0.00292347,0.6266037,0.684005057,3.44E-19,0.000260096,1534.999705,10.29060239,30,3.754521209,0.6769664,0.7062542,0.017609126,0.003467938,1415,0.621502916,40,2.308564545,0.7373323,0.714748018,0.046704748,0.002849742,0.022423318,0.003002719,2.880665377,*,1.489457862,*,0.309942533,0.009285553,3,0.057669286,0.049197696,0.018608096,0.169196287,0.016330108,-0.076230562,0.021537565,4.80E-05,1.14E-05,0.619067802,0.003569685,-0.026747353,0.015087037,-0.014662408,0.012112969
FR04MI07b,0.633033813,0.000121116,0.8911219,0.269777218,-,0.103808276,0.002946814,0.466075,0.543373146,6.79E-35,0.000303955,1517.045499,10.02957065,30,3.991096691,0.5381955,0.550805266,0.018524037,0.003472537,1415,0.73334308,40,2.951216593,0.5453467,0.532304325,0.014722076,0.000964762,0.010843275,0.00065252,1.897639374,*,1.146295217,*,0.2121388,0.009646783,3,0.064804553,0.109474432,0.018622199,-0.094357522,0.016310674,0.091753378,0.022060431,8.80E-05,1.24E-05,0.417579143,0.003837003,0.084794368,0.015164458,-0.053852703,0.011852872
FR04MI07c,0.669214601,0.002250186,1.122559,0.469783809,-,0.097808055,0.002961497,0.6297529,0.683752157,3.48E-23,0.000312409,1508.749175,10.13754578,30,4.002024328,0.6755251,0.690290091,0.00684113,0.003257685,1415,4.878810842,30.59280049,4.031207302,0.7026767,0.699704566,0.013708322,0.000583648,0.007091409,0.00028102,2.027336762,*,1.182721849,*,0.410951596,0.009773159,3,0.067613413,0.272363276,0.018487257,0.34544262,0.016746826,-0.116191539,0.019573134,0.000272363,1.27E-05,0.610804689,0.003947964,0.079018567,0.01526575,-0.084088992,0.011700673
FR04MI08a,1.196100126,0.007173296,1.400919,0.234493647,-,0.236598383,0.003152742,0.280875,0.362005315,0.064288965,0.003745787,1524.770044,2.458508662,30.71953103,2.554754127,0.4285191,0.367292389,0.064861842,0.00434962,1430.871422,2.885796147,38.00568992,2.122800811,0.433265,0.374700405,0.005160153,0.000314797,0.011352164,0.001036772,1.361539435,*,4.875399006,-,0.568092657,0.072098156,-0.416268199,0.745631846,0.048621505,0.021299386,-0.325245173,0.097090553,0.13672585,0.061235574,-0.000133074,0.00012665,0.591919455,0.038074736,-0.006747955,0.017290945,0.039839177,0.018265699
FR04MI08b,1.156136855,0.007154363,1.396273,0.23036435,-,0.225485662,0.003168584,0.2779047,0.36200533,0.056542475,0.003800594,1521.087879,2.986499418,32.45174466,2.752114295,0.4228082,0.368671849,0.057710447,0.004379993,1427.563594,3.0953879,35.09653285,2.629983994,0.4328626,0.377798257,0.005449431,0.000553002,0.007161448,0.000383536,2.656136364,*,3.69216127,*,0.607485313,0.072132945,0.136634551,0.746263734,0.037828554,0.021454575,-0.24475506,0.098140699,0.105612968,0.06016543,-7.62E-05,0.000126852,0.566865035,0.038208095,0.007582083,0.016846417,0.020966935,0.017564262
FR04MI08c,1.148307846,0.00764454,1.383457,0.22604409,-,0.225744275,0.003196938,0.2746469,0.35940761,0.058136788,0.003738092,1522.095207,2.848677294,31.8552249,2.773206146,0.4214055,0.366630665,0.057072395,0.004225235,1428.69944,3.090067537,34.80908725,2.687804557,0.4310304,0.376978903,0.004052973,0.000118684,0.006291146,0.000134028,1.600818001,*,4.828598234,-,0.624760135,0.072978855,0.261646767,0.753782231,0.04884601,0.021407643,-0.217148757,0.098883103,0.089217396,0.061001558,-5.71E-05,0.000128101,0.560757729,0.038521562,0.008065129,0.017144779,0.021720321,0.017961305
FR04MI08d,1.144330468,0.007070613,1.358364,0.225789857,-,0.225784214,0.003172648,0.2796018,0.37017063,0.055953157,0.003743726,1522.33131,2.920986139,31.60399361,2.8179461,0.4359104,0.384691653,0.056241459,0.004303224,1428.557021,3.105897514,34.79486538,2.681068608,0.4554643,0.40119272,0.003592549,0.000288914,0.007525708,0.000523973,1.799243692,*,4.957146723,-,0.641310558,0.072669901,0.258685864,0.750864969,0.056389326,0.021298062,-0.203182099,0.098356952,0.036545426,0.061269106,-9.83E-05,0.000127591,0.588835158,0.038371722,-0.002853314,0.017218039,0.029852895,0.017771641
FR06MI01a,1.282032854,0.001234516,1.384539,0.106821791,-,0.291543292,0.003135824,0.1743943,0.238501934,0.110331181,0.003736164,1521.657856,1.461946198,31.83629866,1.739883608,0.3395137,0.228103424,0.102839738,0.004256648,1429.577024,1.712304896,34.16868692,1.835655049,0.3262673,0.238580423,0.011425051,0.000296779,0.009189494,0.000141217,5.320623329,-,7.300801502,-,0.503138938,0.044533465,-2.189910052,0.468043151,0.079392799,0.020865106,-0.344879611,0.069162057,0.3,0.02935123,-0.000295688,7.99E-05,0.569254494,0.024886143,-0.069836926,0.016198555,0.103370661,0.01991508
FR06MI01b,1.339143447,0.001630464,1.502547,0.154787071,-,0.305383874,0.003116166,0.2214577,0.264000986,0.139098477,0.00378096,1522.317871,1.404836609,33.44276344,1.748688876,0.3893044,0.245945498,0.123405677,0.004805923,1430.498662,1.80503771,35.59033527,1.76983759,0.365478,0.260618534,0.009902683,0.001125638,0.009599633,0.00046801,4.631699314,-,4.675638926,-,0.727539213,0.059578428,-0.9681312,0.61766024,-0.089600141,0.021260276,-0.096277665,0.08465108,0.247214462,0.046892305,-1.30E-05,0.000105255,0.560156728,0.032026235,-0.09193054,0.017226693,0.154877941,0.022966514
FR06MI01c,1.338112328,0.001792741,1.470029,0.125693173,-,0.309633207,0.003144164,0.1987141,0.24004044,0.141101053,0.003900233,1521.690574,1.357646072,32.65072625,1.601839196,0.3652227,0.217851949,0.128235472,0.004711483,1430.710501,1.780788048,37.1142939,1.676466195,0.3339239,0.223676938,0.012791604,0.001702756,0.012256057,0.000797398,4.05253783,-,4.818779614,-,0.704979221,0.050583832,-0.637635595,0.526715047,-0.167818648,0.021431807,-0.146193455,0.075405995,0.3,0.036828789,2.82E-05,9.00E-05,0.498598597,0.027687119,-0.091130682,0.016965879,0.189374406,0.021798232
FR06MI02a,1.540068793,0.001240762,1.736741,0.212345275,-,0.383556117,0.003122265,0.2659012,0.312827427,0.085660027,0.00389067,1519.847389,2.05569905,33.6473256,2.139674818,0.4002736,0.307700405,0.077442477,0.004558875,1429.283248,2.760359643,38.29433281,1.823259675,0.402473,0.338050581,0.01493981,0.000406689,0.008005217,3.99E-05,5.899249216,-,5.635649439,-,0.605150054,0.01315615,-3,0.113886888,0.215689346,0.02007686,-0.196429159,0.026317509,0.110141186,0.028994088,-0.000232764,2.03E-05,0.724653663,0.006365112,-0.12906583,0.016168733,0.129390291,0.01891466
FR06MI02b,1.486899343,0.001767392,1.712483,0.234693411,-,0.382516024,0.003142818,0.2815029,0.341330029,0.081588637,0.003834397,1520.356233,2.142681708,33.38191145,2.196983138,0.4278505,0.341718662,0.075348804,0.004592863,1429.248454,2.781341792,38.2052661,1.888656277,0.4306713,0.36741809,0.013119934,0.00085214,0.007303499,8.67E-05,5.886882907,-,4.254192723,-,0.581189954,0.015758281,-3,0.144063104,0.295629231,0.02005098,-0.323166448,0.029354716,0.084020067,0.030023864,-0.000253267,2.52E-05,0.745172545,0.00779376,-0.138032427,0.016273569,0.121123369,0.018573369
FR06MI02c,1.465773481,0.001095158,1.680994,0.217835055,-,0.38262665,0.003069545,0.2633926,0.327350905,0.082388162,0.00387699,1520.519881,2.126217298,34.41110353,2.163475327,0.4181323,0.329548997,0.076563787,0.00464108,1428.076267,2.71877591,38.54038658,1.795467824,0.423452,0.358031697,0.016222341,0.000689262,0.008734279,0.000448368,6.212987354,-,4.542280241,-,0.58586213,0.017535103,-3,0.165771243,0.332080272,0.019941196,-0.297366622,0.030790816,0.067837955,0.031217164,-0.00026931,2.88E-05,0.736849151,0.008838299,-0.131222647,0.016244136,0.107350285,0.018905748
FR06MI03a,0.703304711,4.30E-05,0.8370714,0.142633131,-,0.135814071,0.003154579,0.2571124,0.360751209,0.06285787,0.004325859,1513.72397,3.102546876,34.39141462,2.549861897,0.455257,0.385820943,0.066218341,0.004762462,1427.162023,3.499881758,38.33609718,1.975115395,0.4784657,0.420799912,0.011325192,0.000992324,0.006172348,0.000196885,3.808850499,*,3.148542239,*,0.380675714,0.072155102,-0.730627197,0.74596705,0.306669216,0.021511288,-0.029658121,0.097282041,-0.022274238,0.062220072,-0.000391477,0.000126704,0.606366065,0.038093635,-0.035070148,0.016687096,0.090885239,0.016276184
FR06MI03b,0.65219072,4.87E-05,0.8488072,0.201683503,-,0.125192446,0.003155498,0.322048,0.419789552,0.053903642,0.00403402,1516.322099,3.479664696,35.29822843,2.541136264,0.4979652,0.44015998,0.057933736,0.00457103,1426.965381,3.216348073,36.02348276,2.41812448,0.5243035,0.47192876,0.00796217,0.00024891,0.00496208,0.000288033,2.186715157,*,2.494872641,*,0.39122196,0.071576647,-0.848465979,0.739453258,0.288207503,0.021603542,-0.052697857,0.097416642,0.021106855,0.060232631,-0.000375369,0.000125662,0.670263211,0.03781661,-0.037053575,0.016722285,0.030730134,0.016845974
FR06MI03c,0.698230933,4.31E-05,0.8428444,0.142098992,-,0.137996285,0.003167279,0.2516236,0.353704565,0.063576387,0.00433529,1514.587794,3.208173358,35.39882193,2.451709917,0.4440885,0.375699414,0.067881818,0.004648321,1428.297332,3.361354931,37.90858227,1.958599617,0.4666459,0.407281635,0.010470359,0.001517782,0.00460445,0.000200382,3.146653446,*,2.405633531,*,0.379293536,0.072548032,-0.550458608,0.750338011,0.303320474,0.021501676,-0.021451257,0.097965324,-0.014060769,0.062059088,-0.000341113,0.000127338,0.578336801,0.038300972,-0.033823224,0.016803812,0.087697122,0.01646232
FR06MI04a,1.044682049,0.002057008,1.359942,0.328677162,-,0.120012589,0.003135291,0.4571383,0.540106319,0.044492418,0.003886315,1524.163447,3.967603614,35.91021566,2.545705847,0.5801353,0.534366704,0.040273193,0.004350147,1426.250399,4.22768576,37.81836365,2.354250193,0.6022427,0.564861195,0.011810028,0.001202368,0.009638944,0.000134271,3.714995948,*,3.910688242,*,1.010465556,0.068129119,1.53915799,0.703459644,0.216328078,0.021348378,0.307413935,0.092574425,0.001707179,0.059106362,0.000262485,0.000119435,0.754432966,0.035914633,-0.014084932,0.017153005,0.031513668,0.018744078
FR06MI04b,1.057964316,0.001993327,1.333824,0.308891426,-,0.121709435,0.00318022,0.4440279,0.522758295,0.050314004,0.00386821,1521.007395,3.457236109,35.57844179,2.627103115,0.5654568,0.510090144,0.044390892,0.004359255,1426.534382,4.011796733,36.86667289,2.441118786,0.5806226,0.537714058,0.007232258,8.01E-05,0.007618992,0.000318547,1.36576236,*,3.053867872,*,1.007705278,0.065002631,1.796677583,0.671347048,0.179044099,0.021150809,0.372948776,0.088281857,0.053245006,0.056634405,0.000304328,0.000114032,0.712770093,0.034307396,-0.021061561,0.01694579,0.046509401,0.017949372
FR06MI04c,1.057585806,0.002089757,1.364019,0.303170152,-,0.120876414,0.003107242,0.4301246,0.515931926,0.045182091,0.003821891,1522.073722,3.87631906,35.85104471,2.640319019,0.5590938,0.511895553,0.040031675,0.004411779,1425.530091,4.061626221,36.34174894,2.567075344,0.5788901,0.542776383,0.007892425,0.001978643,0.007955927,0.000400415,2.447635785,*,3.444365088,*,1.056452958,0.060358109,2.192844887,0.621422766,0.250693641,0.020755466,0.381231154,0.082040585,-0.054681843,0.053363609,0.00035743,0.000105688,0.694387742,0.031745779,-0.012682574,0.016641738,0.034478441,0.018328224
