,H2OT_MEAN,H2OT_STD,H2OT_3550_M,H2OT_3550_STD,H2OT_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,PH_4500_S2N,ERR_5200,ERR_4500
ND70_02-01_30June2022_150x150_sp1,3.8539613324967266,0.6092812314053896,3.8539613324967266,0.6092812314053896,-,1.0124407344277973,0.24008529334801545,2115.2607325852405,227.20890469265348,2162.305317293994,323.3701180200629,2068.2161478764865,319.2605710986432,2.3910910979137325,0.789918924791886,1.1066964588718877,0.37512171307626974,16.280037075609997,11.908546647230336,-,-
ND70_02-01_30June2022_150x150_sp2,3.7279271859019647,0.5892603243823247,3.7279271859019647,0.5892603243823247,-,0.9889549811732964,0.23466914238959122,1835.4599055463514,200.60153620849366,1894.5990039470332,287.8112103305189,1776.3208071456693,279.5149593937902,0.3014243252398503,0.0995156068822722,4.615717454242814,1.5687349983297498,3.8557622687914854,21.365677704137738,*,-
ND70_02-01_30June2022_150x150_sp3,3.427589727157014,0.48199903953883033,3.427589727157014,0.48199903953883033,-,0.8810291553742777,0.19764637095901383,1731.8087098349924,164.85354265740747,1791.8891973130198,235.85679058577213,1671.7282223569648,230.38736172231734,3.663563983392821,1.1733177958258203,0.7715450707469689,0.2540461300038398,32.66659752650963,5.671344822618927,-,-
ND70_02-01_30June2022_150x150_sp4,4.005538754395132,0.6340885545975412,4.005538754395132,0.6340885545975412,-,1.0763942074721882,0.2547705585364024,1951.9525260717037,210.72533167130857,2034.2581261655585,305.3668094553742,1869.6469259778492,290.4681967358513,1.6442430909235866,0.6259684828459986,5.812151028909356,2.0097138925833904,4.8491407757466325,4.126657591547533,-,-
ND70_02_01_06032022_150x150_sp1,2.137524446573403,0.2273816141481889,2.829335334645924,0.21882209200635244,*,0.6661716982975846,0.12164005480145114,1326.4896034638937,42.48115550797295,1356.1668738033975,60.323031570342344,1276.3134925063796,58.87718891207863,1.0212193210157126,0.2931998672393894,1.4548366848129046,0.4347955279340161,12.857681825086923,11.766690420954745,-,-
ND70_02_01_06032022_150x150_sp2,2.171781988471354,0.23058781635767406,2.829370137572749,0.21902563641673686,*,0.6866548889853782,0.12550998463957064,1339.3986240524023,42.99513442041518,1369.248545872825,60.859929707468474,1289.881141667928,59.91802906162606,0.6548804741300419,0.1879967189634685,1.4691820130034519,0.43926854141510807,10.457759434565432,16.51878451964227,-,-
ND70_02_01_06032022_150x150_sp3,1.978979236127853,0.20513776891299046,2.824112147553419,0.21838703666321202,*,0.6619739893002274,0.12107205149235334,1362.4512982657034,43.73072402646776,1391.4030672841036,61.96427929265741,1307.7357835292482,60.473193942941926,1.0263764423069606,0.29455660590449984,1.298294149452692,0.38822412868935385,9.700979514621775,14.423721129935416,-,-
ND70_03-01_30June2022_150x150_sp1,3.3297360754741,0.428463231632387,3.3297360754741,0.428463231632387,-,1.167632533466321,0.25347996128596745,1882.8125924913406,157.31574283755842,1925.548225691317,223.39107945483022,1840.0769592913641,221.56127233372032,1.3834748948909517,0.44747144814665596,3.3402847844856614,1.1243104038315428,18.954688688076065,15.561498163695243,-,-
ND70_03-01_30June2022_150x150_sp2,3.785508167301138,0.5344758286453164,3.785508167301138,0.5344758286453164,-,1.3264682075998329,0.2991112553249601,2169.5333765933674,201.03415211926597,2223.6001749027273,286.9084758836559,2115.466578284007,281.67791489459427,1.0115204874706651,0.34795145545329953,4.327393393530314,1.4699236846364994,7.416060448700574,15.88177562771937,-,-
ND70_03-01_30June2022_150x150_sp3,4.138583783502267,0.5829079790141255,4.138583783502267,0.5829079790141255,-,1.4624051374163374,0.32923678506895865,2346.910758639917,215.69622978339652,2409.305731988582,308.8357622687838,2284.515785291251,301.1974869001175,0.7734246583082827,0.25716572672429794,4.475293607364369,1.5152154949342878,3.197157819405575,16.19715155106054,*,-
ND70_03-01_30June2022_150x150_sp4,5.023325690700106,0.7940864477229442,5.023325690700106,0.7940864477229442,-,1.62309562536201,0.37903453027041795,2817.1042745384907,294.35315791029905,2935.4480954857477,430.7038863494328,2698.7604535912337,401.33438498408873,3.6214613090834713,1.218473971258358,6.383236520463686,2.127203305632242,3.3133085170707637,4.92377191326563,*,-
