,PH_3550_M,PH_3550_STD,H2OT_3550_MAX,BL_H2OT_3550_MAX,H2OT_3550_SAT?,PH_1635_BP,PH_1635_STD,H2Om_1635_MAX,BL_H2Om_1635_MAX,PH_1515_BP,PH_1515_STD,P_1515_BP,P_1515_STD,STD_1515_BP,STD_1515_STD,MAX_1515_ABS,BL_MAX_1515_ABS,PH_1430_BP,PH_1430_STD,P_1430_BP,P_1430_STD,STD_1430_BP,STD_1430_STD,MAX_1430_ABS,BL_MAX_1430_ABS,PH_5200_M,PH_4500_M,PH_5200_STD,PH_4500_STD,S2N_P5200,S2N_P4500,ERR_5200,ERR_4500,AVG_BL_BP,AVG_BL_STD,PCA1_BP,PCA1_STD,PCA2_BP,PCA2_STD,PCA3_BP,PCA3_STD,PCA4_BP,PCA4_STD,m_BP,m_STD,b_BP,b_STD,PH_1635_PCA1_BP,PH_1635_PCA1_STD,PH_1635_PCA2_BP,PH_1635_PCA2_STD
AC4_EUH102_030920_256s_15x20_a,1.210389030871488,2.3000116874518957e-05,1.524134,0.314272884021196,-,0.2478097856996094,0.003676347014478802,0.4542057,0.5691288723752642,0.019753229423150918,0.004015342263221661,1516.9525843407482,6.658776999615983,39.99999999999999,4.572833641323746,0.5953197,0.5735957730009603,0.02262346038952523,0.004176783986813346,1430.9539595502556,4.449734039004395,23.56232421882328,3.7599437860109584,0.6091729,0.593438152096147,0.00797913089112106,0.006797582677553497,0.000252925373498982,0.0002662659017321162,3.62852631333965,4.414296938300191,*,-,0.5233642832547972,0.14423722626447058,-1.0618489790903611,1.6292185795522458,0.5080793244164139,0.06149267358857263,-0.18767270686350598,0.21084219871981658,0.20190753792091243,0.11609807136580132,-0.0003666555036885867,0.00027659059996281874,0.852450022318592,0.08553991886628919,0.04592104794200804,0.019113973621547837,-0.12899905480057636,0.01662615327612284
AC4_EUH102_030920_256s_15x20_b,1.21273293197986,1.3630560747040852e-05,1.520704,0.3223493516124223,-,0.24863440855023586,0.0036146773798318116,0.4615446,0.5787768549022776,0.023317388740464524,0.003990455276865024,1512.7708754462726,5.925812058407771,39.99999999999999,4.585319511246487,0.6080211,0.5805270838542251,0.023830765772596893,0.004098508690437225,1430.5990616895615,4.300719336886133,22.500000000000004,3.36534484013054,0.6173705,0.5991435144344007,0.008111405214908397,0.005816038526636063,0.00019516842294187457,0.0002523527843998307,3.3002873558163386,4.742229617965848,*,-,0.4568990591860082,0.14046221612082224,-1.7155729338575354,1.5750449385965632,0.49461631260125943,0.06060147771791454,-0.26017255782468923,0.20324191004035067,0.275560874183607,0.11344110122699866,-0.00048000526605328583,0.0002678679873882921,0.8913793505042451,0.08254992439696257,0.048835120230272124,0.019061412170594375,-0.11795771881238891,0.01691633936088548
AC4_EUH102_030920_256s_15x20_c,1.2232303197006564,1.590217630891787e-05,1.515157,0.31905552878627674,-,0.24820632086228397,0.0036476354151261793,0.4551653,0.5760433689654311,0.021895047897782904,0.0038887904977367473,1520.1583483089682,6.250286630366642,39.99999999999999,4.02405402352484,0.6046705,0.579965376771008,0.020902834031720607,0.004085513156417347,1433.135055952483,4.457303577198383,23.186718415105474,3.8516343226257512,0.6171463,0.5992675612936917,0.006642612396272787,0.009994357058068531,0.0008779865072036333,0.0002535786368475437,2.793253347508299,4.524856219792343,*,-,0.5291361760889228,0.14503014412266993,-0.8867649703507527,1.6339500008719634,0.5107496390090814,0.06176145954021407,-0.16826198064139428,0.2102341076891579,0.19619154605725114,0.11746072031489352,-0.00034282288374298976,0.0002777553633357997,0.8474756936704717,0.08566229026651874,0.04806091526826422,0.019330004308129874,-0.12770835175516304,0.017440880533239698
AC4_EUH33_030920_256s_20x20_a,0.6832148392622659,4.5907798795790214e-05,0.8172756,0.13922861289457292,-,0.06559066865838986,0.0035985486224971485,0.2924661,0.36284483717036387,0.0042725593787958345,0.002481004101915214,1534.9999999999998,9.10273736768176,22.500000000000004,4.954738957426689,0.3618618,0.3615132401614074,0.010648459580495939,0.003948070875036904,1415.0000000000002,4.28725916652692,24.21214796693271,4.676806653703704,0.3945367,0.38529818130323285,0.003042267259694252,0.007865346845602436,3.10500313806308e-05,0.0006145006281982154,1.7375573686878683,5.133869994622923,*,-,1.2502674486014402,0.12155022336798686,5.257992002436727,1.3080119458413324,-0.37136972304625304,0.056839688770894306,0.5777384192314657,0.1616863665045142,-0.07509515487925401,0.09959409351434599,0.0006727577221751498,0.00022590328021846983,0.3997473470648736,0.06805807061559718,0.03635037459520575,0.018532783264506233,-0.03557566607326499,0.013057666900855724
AC4_EUH33_030920_256s_20x20_b,0.6854429271112813,4.387963418367225e-05,0.8181513,0.1389223358723756,-,0.06619266300313406,0.003595424465100025,0.2916764,0.3626183951277764,0.0036382885393367948,0.0023279489872325703,1534.9999999999998,9.404976065797728,22.500000000000004,4.992232393478617,0.3598938,0.3614146872170182,0.010227147160754657,0.003925058197291618,1415.0000000000002,4.6832483915638035,23.779247048869575,4.821721222826983,0.3942377,0.3851263117337654,0.0030108211897734685,0.007177692866378976,3.0138527640023082e-05,0.00020130697698779614,1.2899415819373974,5.637653596705687,*,-,1.2744937500941467,0.11944149932752057,5.41404660570529,1.2781469755477226,-0.36736313549829647,0.0567948035172704,0.5908025176332281,0.15807196442315363,-0.09259086424678217,0.09830396579571647,0.0007091980662969962,0.00022098537522639592,0.393487989155893,0.06654120848042322,0.03918150554904273,0.01858677731739684,-0.03450431420766485,0.013269610755188028
AC4_EUH33_030920_256s_20x20_c,0.6843389116676514,4.315379315983992e-05,0.8196414,0.1387897787996287,-,0.06561619620103462,0.003566997128094377,0.2933497,0.3632334691607958,0.0032330906679212306,0.0022290585880657184,1534.9999999999998,9.454781127409523,22.500000000000004,5.008612398860787,0.361639,0.36232031977207163,0.0100296558152221,0.003820718250453155,1415.0000000000002,4.693466225579495,22.87983025058926,4.842974590745061,0.3952251,0.3861591146098803,0.002960758990174972,0.0072299357313374045,0.0002048368559268897,0.00021080822294782938,1.52343072477988,5.378954910594732,*,-,1.2753562141477608,0.1155258508374246,5.54219539424731,1.225640223161347,-0.35981967377688723,0.055700408637056886,0.6102836196130198,0.15039147019780516,-0.10201265627555113,0.09516947763146666,0.0007233933821380103,0.00021284643328421443,0.38533330737195676,0.06367333400068277,0.040693888326292664,0.018550574838539596,-0.03770066660073474,0.012915759507423664
AC4_OL21_012821_256s_20x20_a,0.8617046256637261,0.0012079118941454015,0.9665232,0.11149306609770797,-,0.17795517136715916,0.0036648975026386055,0.1937837,0.22225840658983492,0.021990254669250097,0.0049294408447203885,1516.9891456968344,5.001812869943621,23.718126153726555,3.828376109177348,0.2535987,0.23182393477418903,0.023185032767437247,0.005536306802939626,1419.756197108504,4.400548007703327,39.99999999999999,4.690846723014,0.2786644,0.25579301013853645,0.004583455624539281,0.005544830668590929,0.00014305714015604222,0.000184204670772091,1.2815013280476686,3.638058780593711,*,*,0.44343496492269063,0.14016966027612585,-1.086342569769282,1.5977787916672799,-0.30735259447421137,0.06232154437110204,-0.14210293109885372,0.21025585464838117,0.11282627129687645,0.11234656671746465,-0.0002639677174029189,0.0002707583791394388,0.4841874490641423,0.08468874205458973,-0.0013712378177864583,0.019153506704550186,0.03508724367510059,0.01581340793558297
AC4_OL21_012821_256s_20x20_b,0.8574703590057887,0.0008279036060053029,0.9566054,0.10949771299925135,-,0.182803134314951,0.003680523442360409,0.1932838,0.21906114727644407,0.0331034099533632,0.004993966023931649,1518.2628220893375,3.7837348060498246,28.387067727848518,4.166017040432617,0.2572491,0.22333807335083528,0.030812293322777982,0.005921129387428712,1423.7144918213048,5.034589766376806,39.99999999999999,4.047797992779875,0.2780809,0.25045094120560085,0.00500184525208587,0.004294610104217305,0.0006230602241030365,0.00018193112211771755,1.3875845643098783,3.7205102523165294,*,*,0.3320142236204434,0.1385933620399547,-1.450992023918678,1.5997573046923934,-0.32325781151211685,0.062060703962773724,-0.046175185979026756,0.21551394070179572,0.20147067278937056,0.10990966256092773,-0.00038618654561411905,0.00026972076365667494,0.4838503328389841,0.08543879596061424,-0.007685506888934567,0.01936584904154442,0.0729286078211514,0.01666824820756621
AC4_OL21_012821_256s_20x20_c,0.8673996025323035,0.001968894007546231,0.9680783,0.11170663379635408,-,0.18000837857526536,0.003633605294926094,0.193986,0.21961779717959332,0.0250067888413935,0.004906597396790751,1518.484720897192,4.625964175426589,25.714126096190853,4.0569870759544795,0.2536878,0.22744971970388586,0.026148630441377742,0.005679286710679672,1419.862504331165,4.124386946505132,39.99999999999999,4.420990175133401,0.2767501,0.2523041512760995,0.005755041243072238,0.005295621235480671,0.00039697862974275337,0.00025187819189576586,2.5451358517562808,2.579896859764041,*,*,0.4847699038423492,0.14503293839717288,-0.5349848350790019,1.6540547437076818,-0.32890481212753264,0.06170760982065101,-0.04028396426901699,0.21741613628262235,0.09500552463074637,0.11545992628249423,-0.00018317068024826058,0.00028026457772320555,0.4536156661239251,0.08752198786258879,-0.0026705657721854082,0.01918692581530394,0.04664272446128102,0.016125255825578808
AC4_OL21_012821_256s_20x25_a,0.8399196839588959,0.0016599444617004424,0.94686,0.1235036785125522,-,0.17054894135463824,0.0036084531392101943,0.1941699,0.24311447306327102,9.682182665030387e-25,0.0012940263535142849,1534.99999686272,9.850073047574678,39.52923359346342,5.083633591937163,0.249986,0.24699811494669233,0.02610777374893941,0.003907576279100671,1415.0000000000002,1.0757743678331073,39.633344387000065,3.5793911744423177,0.2784934,0.2501283635950762,0.0015739778332677218,0.006008540550283124,8.031403465743418e-05,0.0001917162678385476,0.9615760056121383,4.149120776595627,*,-,1.2865371771324579,0.09945702238257347,6.997389969652227,1.0497174070008581,0.13251666458545364,0.05494691735176177,0.5329153493866164,0.13163826996064013,-0.4929317995466258,0.08429661027512156,0.001305592953200033,0.00018118569435830086,0.08643548346386075,0.05520608299014156,0.029087907651401748,0.018827082372192324,0.00835922730149472,0.013259229160734977
