,H2Ot_MEAN,H2Ot_STD,H2Ot_3550_M,H2Ot_3550_STD,H2Ot_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_STN,ERR_5200,PH_4500_STN,ERR_4500,Density,Density_Sat,Tau,Eta,epsilon_H2Ot_3550,sigma_epsilon_H2Ot_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
FR02MI06a,4.263180974685562,0.38417588534641567,4.1524743159789015,0.40166581842651694,*,1.9423805689730012,0.36363358715338023,776.7624249646142,54.9575769203709,789.5483436127416,77.80776663545608,765.8463059383641,77.65977477234622,2.9335328517868953,0.8441084159961718,2.325931507525849,0.6794456731687056,3.254398686640726,*,6.350707515046939,-,2763.504219726792,2760.1821052096866,0.6415752005834202,0.4864800309900609,61.54356909111739,7.162818707171959,29.318497009489555,8.249563981847365,262.4276362875578,18.130934115625738,0.7082828723894936,0.28677866885698317,0.6336485661988807,0.2665840375787169
FR02MI06b,4.6872651847863445,0.4430046055196972,4.143339950746903,0.400313857676273,*,1.9328895655011327,0.36259855416276326,756.3572054508961,54.35614642127379,773.668269669884,77.37054964133972,747.9545046051957,77.66764043748847,2.543661487135755,0.7331730298958644,2.781978887418384,0.8156572171185913,4.00965416486904,-,7.074544301473641,-,2764.322086223357,2748.138321073934,0.6415752005834202,0.4864800309900609,61.54356909111739,7.162818707171959,29.318497009489555,8.249563981847365,262.4276362875578,18.130934115625738,0.7082828723894936,0.28677866885698317,0.6336485661988807,0.2665840375787169
FR02MI06c,4.09200118494342,0.3687889940625533,3.9906352724126446,0.38553635340259523,*,1.889243344185465,0.3535664037232837,726.6411878426998,52.27038378153134,734.202151588686,73.57468389634394,720.6874045212979,74.41210759465245,2.6171087240008677,0.7345651028465333,2.207283172043773,0.6485754815430177,6.672201196993221,-,4.577613568270654,-,2768.160795530086,2765.102876924517,0.6415752005834202,0.4864800309900609,61.54356909111739,7.162818707171959,29.318497009489555,8.249563981847365,262.4276362875578,18.130934115625738,0.7082828723894936,0.28677866885698317,0.6336485661988807,0.2665840375787169
FR02MI07a,3.3055965572869876,0.31005481726211254,3.3055965572869876,0.31005481726211254,-,1.445546012999125,0.2784487347964445,372.0989584079773,34.25990715776842,365.4129754968207,47.19422027226533,378.78494131913396,49.6756532592028,2.4743991073170126,0.740029590437323,1.711899886632893,0.5280223464080442,8.752766890127777,-,8.412428577337158,-,2761.15636524382,2761.15636524382,0.6316805476448654,0.4187342812607038,60.837123654169744,7.110998223276184,28.089081099118907,8.188004506259759,283.9771376208228,16.853567602992104,0.662020140775565,0.2845810166201703,0.5986954852300337,0.2645818203129901
FR02MI07b,3.361267385300475,0.31502899387975497,3.361267385300475,0.31502899387975497,-,1.4560431115579613,0.27986161794873243,366.80506964961137,33.814273466854054,359.74930111593187,47.129978756981295,373.86083818329087,48.50139650289724,2.3772582002654055,0.7235291466210022,2.016183445678386,0.6213162563228269,5.3307926615718495,-,12.571736177018112,-,2759.491043248509,2759.491043248509,0.6316805476448654,0.4187342812607038,60.837123654169744,7.110998223276184,28.089081099118907,8.188004506259759,283.9771376208228,16.853567602992104,0.662020140775565,0.2845810166201703,0.5986954852300337,0.2645818203129901
FR02MI07c,3.3932793436835813,0.31755752175093915,3.3932793436835813,0.31755752175093915,-,1.457589068127106,0.2803606795486309,380.53767997413695,34.51019344891241,375.029347956519,47.984128624911726,386.0460119917549,49.61186559315579,2.469672109738607,0.7628585534581024,1.9117098152896013,0.5906680414170461,6.720829274202227,-,6.073913428428873,-,2758.535235741463,2758.535235741463,0.6316805476448654,0.4187342812607038,60.837123654169744,7.110998223276184,28.089081099118907,8.188004506259759,283.9771376208228,16.853567602992104,0.662020140775565,0.2845810166201703,0.5986954852300337,0.2645818203129901
FR02MI08a,4.113642599273226,0.4372522773425429,4.113642599273226,0.4372522773425429,-,1.9287064690005535,0.35210863490907396,930.8403700258893,71.69330436485116,847.4811480643804,92.48115132617131,1014.1995919873982,109.57625752137434,2.7410104689026378,0.6865369139417495,1.9195053722807724,0.5253965307377694,6.370159865761406,-,7.312844046914449,-,2725.546974592167,2725.546974592167,0.6609698674877389,0.44061025617162436,62.928284049869305,7.264833327601346,31.728294727163806,8.369582488776063,277.0185261596956,17.271441011676696,0.798963189860749,0.29105167237159685,0.7021606572120982,0.2705028048843675
FR02MI08b,4.175596646739709,0.44377503422481906,4.175596646739709,0.44377503422481906,-,1.9283677619688984,0.35225815823949597,962.8789878333951,74.619681849205,884.2159382288322,97.05394164835064,1041.5420374379578,113.37071971027106,3.2476359495280684,0.8752354136392463,2.245209166796376,0.6145564413326978,11.838541456571939,-,5.573227777585832,-,2723.830664492682,2723.830664492682,0.6609698674877389,0.44061025617162436,62.928284049869305,7.264833327601346,31.728294727163806,8.369582488776063,277.0185261596956,17.271441011676696,0.798963189860749,0.29105167237159685,0.7021606572120982,0.2705028048843675
FR02MI08c,4.193912307993535,0.44550292388910073,4.193912307993535,0.44550292388910073,-,1.9159848160346946,0.3490167073402321,951.4818062457033,74.0711390756629,827.6714706361661,92.8725500545617,1075.2921418552405,115.41587422113005,2.666899888610618,0.7151464813586492,2.048847577318075,0.5536388834570795,5.957012812227934,-,4.264996267250612,-,2723.3240916565205,2723.3240916565205,0.6609698674877389,0.44061025617162436,62.928284049869305,7.264833327601346,31.728294727163806,8.369582488776063,277.0185261596956,17.271441011676696,0.798963189860749,0.29105167237159685,0.7021606572120982,0.2705028048843675
FR02MI09a,2.4524033718850933,0.22298107224478714,2.4524033718850933,0.22298107224478714,-,0.6086246440113883,0.10705946072761147,798.6322789873403,46.387118644481944,819.2644183865743,65.12696217537449,778.0001395881063,66.07221732586488,1.424294571330116,0.38202869256312005,1.939764520995039,0.5192495350428631,5.116283391185152,-,4.922334362649469,-,2801.6728691662283,2801.6728691662283,0.6570061968964734,0.3560528207215633,62.64529110204671,7.243938137476432,31.235806539995345,8.345122578163332,303.91572008327165,15.623177963474506,0.7804309351259491,0.2901820613944363,0.6881589029342394,0.2697025437098366
FR02MI09b,2.42822724162015,0.22118062145767192,2.42822724162015,0.22118062145767192,-,0.6055940774672388,0.10664184827730039,805.4184036367724,46.5940507228279,832.5401399266084,66.0067799547411,778.2966673469363,65.78090339188284,1.4723108710501847,0.370133639084195,1.6396785103387608,0.4356879628103169,3.631091599855239,*,6.041474953861283,-,2802.3973622184185,2802.3973622184185,0.6570061968964734,0.3560528207215633,62.64529110204671,7.243938137476432,31.235806539995345,8.345122578163332,303.91572008327165,15.623177963474506,0.7804309351259491,0.2901820613944363,0.6881589029342394,0.2697025437098366
FR02MI09c,2.4949530767599857,0.22681745420288207,2.4949530767599857,0.22681745420288207,-,0.6046714510327499,0.10646898125122996,819.3714820890116,47.29447987068216,843.9027619981881,66.76097566266004,794.840202179835,67.0077863648931,1.8721333066984958,0.46696919193675074,1.6211939994384057,0.43033087882038634,7.253448401929625,-,3.5941340365889154,*,2800.3995342381,2800.3995342381,0.6570061968964734,0.3560528207215633,62.64529110204671,7.243938137476432,31.235806539995345,8.345122578163332,303.91572008327165,15.623177963474506,0.7804309351259491,0.2901820613944363,0.6881589029342394,0.2697025437098366
FR02MI10a,3.6036481327638725,0.3569685200309133,3.6036481327638725,0.3569685200309133,-,1.6322239354547396,0.2925319519806163,2642.9809754214857,148.63165891233655,2651.7206758316543,209.40728124307702,2634.241275011317,210.98357918690132,2.34065487730198,0.6043372043413221,2.030665939020828,0.6528450451141125,2.8341392628792104,*,2.3992014827580928,*,2773.5747328344305,2773.5747328344305,0.6582005769409491,0.33076843537055245,62.73056588001426,7.250232035840958,31.38420889820096,8.352496768150408,311.9585256911382,15.111014470771261,0.786015293039839,0.2904442982209881,0.692378076932699,0.2699437206385484
FR02MI10b,3.4881427497644517,0.34521290453310893,3.4881427497644517,0.34521290453310893,-,1.612530158537845,0.2891804790454476,2562.620316104234,144.3491472263395,2589.9792269192967,204.5401918449564,2535.2614052891713,203.74006758591744,2.896652214082607,0.886293929419692,2.2373419852638565,0.680001535610144,3.7130445408677573,*,2.733095366896089,*,2776.990215402209,2776.990215402209,0.6582005769409491,0.33076843537055245,62.73056588001426,7.250232035840958,31.38420889820096,8.352496768150408,311.9585256911382,15.111014470771261,0.786015293039839,0.2904442982209881,0.692378076932699,0.2699437206385484
FR02MI10c,3.4336990846927873,0.34063815915058604,3.4336990846927873,0.34063815915058604,-,1.6370208638019559,0.29341915748381275,2623.886530219286,147.43931211433147,2637.280429495335,208.11336929416203,2610.4926309432376,208.9072247386881,2.267073205449333,0.5758652660520277,2.3828756196062137,0.6367527905141916,2.721446713881017,*,3.5527764338047483,*,2778.605833019169,2778.605833019169,0.6582005769409491,0.33076843537055245,62.73056588001426,7.250232035840958,31.38420889820096,8.352496768150408,311.9585256911382,15.111014470771261,0.786015293039839,0.2904442982209881,0.692378076932699,0.2699437206385484
FR04MI01a,3.077176185942999,0.2979073928511061,3.077176185942999,0.2979073928511061,-,1.2318282561313454,0.23100371023027236,964.9465937388885,63.42475042601728,972.6144971863454,88.17057394305296,957.2786902914316,91.1961937635719,4.588768364161344,1.2788214266908966,2.3114885048958826,0.6741875439850402,2.2428457898083005,*,2.446213974470135,*,2801.165712332146,2801.165712332146,0.642256283903153,0.45109899906316286,61.592196183587866,7.166391352654787,29.40312197559674,8.253793038060303,273.68212232877704,17.46990121107897,0.7114672968481575,0.28692949519567024,0.6360545081322648,0.26672178242109335
FR04MI01b,2.976981427289263,0.28842644450787347,2.976981427289263,0.28842644450787347,-,1.1922910758519443,0.223461098716869,1071.590696307835,69.31928172998306,1041.6156748567948,93.55424663951345,1101.5657177588755,102.31448682349993,3.2235287420806134,1.0138997727493524,2.037546582530771,0.636617631688422,1.6129780601362433,*,2.007636097069062,*,2804.2174413069847,2804.2174413069847,0.642256283903153,0.45109899906316286,61.592196183587866,7.166391352654787,29.40312197559674,8.253793038060303,273.68212232877704,17.46990121107897,0.7114672968481575,0.28692949519567024,0.6360545081322648,0.26672178242109335
FR04MI01c,3.0149532074112546,0.29220868200891215,3.0149532074112546,0.29220868200891215,-,1.2096700682457455,0.22652392934519447,1011.8816648227177,65.13950747623494,991.7011720162052,88.59986636713742,1032.0621576292301,95.51275002171835,3.575891337208937,1.0016737504164133,3.2730918036730774,1.1483892502992679,2.044683146908664,*,4.042021720564417,-,2803.0593798188897,2803.0593798188897,0.642256283903153,0.45109899906316286,61.592196183587866,7.166391352654787,29.40312197559674,8.253793038060303,273.68212232877704,17.46990121107897,0.7114672968481575,0.28692949519567024,0.6360545081322648,0.26672178242109335
FR04MI02a,3.2065268561892473,0.31073145309085454,3.2065268561892473,0.31073145309085454,-,1.4388689508190824,0.27503162845939294,513.1053862735698,41.842975484729315,513.540621407019,58.17977842866312,512.6701511401205,60.15356823709047,2.949571034007173,0.8591539005266993,2.525691517999117,0.7664927067196015,6.010281417400158,-,9.36771838068838,-,2808.294523934546,2808.294523934546,0.6362440698380151,0.43426679298084575,61.162944018944536,7.134879190233968,28.65610116808225,8.216424558870521,279.0363423183965,17.150828918345322,0.6833570187587483,0.2855961102936864,0.6148162285962573,0.2655055183682856
FR04MI02b,2.9252105013480567,0.28301676783378577,2.9252105013480567,0.28301676783378577,-,1.3457650502685425,0.25738328684287315,781.8471668650927,53.78697680767234,726.7909053809293,70.89520107711341,836.9034283492563,80.90751485907835,3.1934412166012547,0.998831943239088,1.8797876537811824,0.5653341585326086,2.7853824151006417,*,5.76771111506596,-,2816.991720280898,2816.991720280898,0.6362440698380151,0.43426679298084575,61.162944018944536,7.134879190233968,28.65610116808225,8.216424558870521,279.0363423183965,17.150828918345322,0.6833570187587483,0.2855961102936864,0.6148162285962573,0.2655055183682856
