,H2Ot_MEAN,H2Ot_STD,H2Ot_3550_M,H2Ot_3550_STD,H2Ot_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_STN,ERR_5200,PH_4500_STN,ERR_4500,Density,Density_Sat,Tau,Eta,epsilon_H2Ot_3550,sigma_epsilon_H2Ot_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
FR04MI02c,3.0628979556479696,0.29614494593689855,3.0628979556479696,0.29614494593689855,-,1.37570723282096,0.2628569500551097,631.4987279581323,47.585232673297696,617.042467022545,64.14729754282021,645.9549888937197,70.30321253143704,2.6928401522558802,0.7774609357827122,2.05652291977606,0.6552179064878685,5.94474888650015,-,2.278325003894723,*,2812.721965387146,2812.721965387146,0.6362440698380151,0.43426679298084575,61.162944018944536,7.134879190233968,28.65610116808225,8.216424558870521,279.0363423183965,17.150828918345322,0.6833570187587483,0.2855961102936864,0.6148162285962573,0.2655055183682856
FR04MI03a,1.6991222255581384,0.1718104194429739,1.6991222255581384,0.1718104194429739,-,0.41139282529013355,0.0736723619625232,218.67101597876245,33.282542499727384,247.9433040447081,45.740936222369655,189.39872791281684,48.359872771604245,0.9133286389434412,0.25089631210476565,1.5206881512419712,0.40023776697898783,2.133426101796432,*,4.806241437135203,-,2814.480311220161,2814.480311220161,0.6678125882751441,0.3177046780081615,63.416831642855946,7.300961156965236,32.57850643832753,8.411728269752585,316.1140255981132,14.842335429972197,0.8309565257829505,0.29254859725018767,0.7263327201651544,0.2718836158781947
FR04MI03b,1.7073484125720075,0.1725137094508344,1.7073484125720075,0.1725137094508344,-,0.4399741390912114,0.07864934167880351,294.11555388737065,33.40056212896886,323.42315142068844,47.237553552776056,264.8079563540529,47.233502267702406,0.7147315641434484,0.2029757999917001,2.1837435655150683,0.571295736578376,2.605486777719453,*,4.0500241687585214,-,2814.23020210846,2814.23020210846,0.6678125882751441,0.3177046780081615,63.416831642855946,7.300961156965236,32.57850643832753,8.411728269752585,316.1140255981132,14.842335429972197,0.8309565257829505,0.29254859725018767,0.7263327201651544,0.2718836158781947
FR04MI03c,1.7176411720033948,0.17366114563646523,1.7176411720033948,0.17366114563646523,-,0.43215444158164906,0.07726192569021878,248.67596761047133,32.91847074958665,272.6540694102436,45.7900069853532,224.69786581069908,47.305159615488805,0.9381750849890985,0.25573351185269494,1.7399929074666882,0.5002697400754227,2.3260647790626674,*,6.040258437765094,-,2813.9173818949334,2813.9173818949334,0.6678125882751441,0.3177046780081615,63.416831642855946,7.300961156965236,32.57850643832753,8.411728269752585,316.1140255981132,14.842335429972197,0.8309565257829505,0.29254859725018767,0.7263327201651544,0.2718836158781947
FR04MI04a,2.3124551781513927,0.24200436013048068,2.3124551781513927,0.24200436013048068,-,0.9603104450304982,0.17855689913759154,175.6715100757882,37.017349046767514,185.00541497116046,51.004128983169856,166.33760518041592,53.662979310405895,3.1452189479653034,0.9666216466174647,2.7261223417114553,0.7610580896297479,2.5593460243620036,*,1.9995469229408043,*,2795.8685585247026,2795.8685585247026,0.653624340270979,0.42744885074988115,62.40383774371997,7.226128824540376,30.81560904870441,8.324225619323926,281.2050873065803,17.02068996368081,0.7646189681581732,0.2894386252600344,0.6762124193951005,0.2690195031738237
FR04MI04b,2.231642561866176,0.2332824553351373,2.231642561866176,0.2332824553351373,-,0.9612643911305292,0.17855250613051277,258.7492826945153,38.32718612674219,281.60089351251685,54.000223309499454,235.8976718765137,54.40467505738775,2.2088131230059904,0.6104424101495286,3.2248767107719907,0.8908867667834461,1.55008953133461,*,3.7136686479034915,*,2798.3264502018274,2798.3264502018274,0.653624340270979,0.42744885074988115,62.40383774371997,7.226128824540376,30.81560904870441,8.324225619323926,281.2050873065803,17.02068996368081,0.7646189681581732,0.2894386252600344,0.6762124193951005,0.2690195031738237
FR04MI04c,2.268326396213286,0.237211476269468,2.268326396213286,0.237211476269468,-,0.9716534076449562,0.18048767404124005,274.74978196066957,39.28557827041485,301.58361650310337,56.26275222493663,247.9159474182357,54.84459273473507,2.948484297709473,0.7708626508194686,3.4594559971365086,0.957350031949217,1.9152999103014423,*,3.276011931239058,*,2797.2096812483287,2797.2096812483287,0.653624340270979,0.42744885074988115,62.40383774371997,7.226128824540376,30.81560904870441,8.324225619323926,281.2050873065803,17.02068996368081,0.7646189681581732,0.2894386252600344,0.6762124193951005,0.2690195031738237
FR04MI05a,3.0938034423134426,0.3786382696906178,3.0938034423134426,0.3786382696906178,-,1.290223863783438,0.2567177713965559,898.3574459873842,83.17875704893214,824.1485898026746,108.69918913473201,972.5663021720937,125.93374757495653,1.7191564675505961,0.4712891317612728,2.158354447914768,0.6316648457006424,2.9378330552081535,*,3.682315182756467,*,2792.2943100911293,2792.2943100911293,0.6510670931464144,0.4058757482822619,62.22125877167166,7.212673557881049,30.497869728163018,8.308407138400023,288.06735692859866,16.605321672272336,0.7526624863968734,0.2888755566477336,0.667178887207835,0.2685028585609268
FR04MI05b,3.0764522718266676,0.3770397199460122,3.0764522718266676,0.3770397199460122,-,1.281846790174109,0.2545824158432717,965.7297872004095,87.76549365026506,887.529123406819,114.69487045977203,1043.930450994,132.87668792122633,1.900660977368935,0.5599294042749325,2.030408924916385,0.6100910424827111,3.120601123356074,*,6.387302271783944,-,2792.815489766339,2792.815489766339,0.6510670931464144,0.4058757482822619,62.22125877167166,7.212673557881049,30.497869728163018,8.308407138400023,288.06735692859866,16.605321672272336,0.7526624863968734,0.2888755566477336,0.667178887207835,0.2685028585609268
FR04MI05c,3.0906944377456442,0.3790451121641419,3.0906944377456442,0.3790451121641419,-,1.289618021950267,0.2563603185727494,1030.5848292239466,92.86976348431452,920.6758984307658,118.14966846404117,1140.4937600171277,143.31722757703358,2.1541686724007754,0.7806478729424817,2.0062115452168165,0.5854942631317925,3.5821057272956147,*,4.89656519157334,-,2792.38766786588,2792.38766786588,0.6510670931464144,0.4058757482822619,62.22125877167166,7.212673557881049,30.497869728163018,8.308407138400023,288.06735692859866,16.605321672272336,0.7526624863968734,0.2888755566477336,0.667178887207835,0.2685028585609268
FR04MI07a,1.3669836511020206,0.13470095958812292,1.3669836511020206,0.13470095958812292,-,0.43433882750346525,0.07769983039749284,97.97737687106459,20.982962961905017,1.5281704914234263e-23,2.78638548230779,195.95475374212918,41.873320797217595,8.001029799081623,2.0219025154944084,4.378788006314318,1.3082716970983497,2.880636750041953,*,1.4894965624275436,*,2825.49387723676,2825.49387723676,0.6631371115516704,0.3581231686688997,63.083018095542656,7.2762682933769955,31.997575959198905,8.382942033672942,303.2571552872559,15.66468045264774,0.8090962012047722,0.29152637374458573,0.7098164949374097,0.2709402381264633
FR04MI07b,1.3912841822187225,0.13713191264801947,1.3912841822187225,0.13713191264801947,-,0.44698022244546587,0.07976824285579248,100.78086927160851,21.061095378473112,7.322539430392167e-17,3.497694634256391,201.56173854321702,41.976720767707185,2.522665943137344,0.6400097678763772,2.1179744649452035,0.5684243100599954,1.8975656571494939,*,1.1462947152741412,*,2824.727787054666,2824.727787054666,0.6631371115516704,0.3581231686688997,63.083018095542656,7.2762682933769955,31.997575959198905,8.382942033672942,303.2571552872559,15.66468045264774,0.8090962012047722,0.29152637374458573,0.7098164949374097,0.2709402381264633
FR04MI07c,1.472126916498354,0.14495543587537207,1.472126916498354,0.14495543587537207,-,0.4206831956590216,0.07543723831481619,36.5567185837786,18.29899194083077,1.9988776942734072e-23,3.3296180424424735,73.1134371675572,36.44620786712658,2.3512166634343172,0.5825271671194141,1.386536737311578,0.36562487359922435,2.0273804582738744,*,1.1828346746988652,*,2822.184915672702,2822.184915672702,0.6631371115516704,0.3581231686688997,63.083018095542656,7.2762682933769955,31.997575959198905,8.382942033672942,303.2571552872559,15.66468045264774,0.8090962012047722,0.29152637374458573,0.7098164949374097,0.2709402381264633
FR04MI08a,3.310672561962145,0.3655588160214236,3.310672561962145,0.3655588160214236,-,1.317261655994234,0.2468079923479067,922.1693327905722,73.40734841295884,918.658152530684,100.90118151720196,925.6805130504604,106.64664445034727,1.147424249393199,0.30607697282884444,2.8623903686379966,0.8349632510098457,1.3615216448447238,*,4.875411264593994,-,2775.5757403716702,2775.5757403716702,0.6568335128754784,0.3892752114138206,62.63296203508264,7.243028340778972,31.214350458190715,8.344056153707275,293.3478843832143,16.281786074516774,0.7796235460677461,0.2901441330844211,0.6875488927999429,0.26966767189087304
FR04MI08b,3.196125770928725,0.352948364728461,3.196125770928725,0.352948364728461,-,1.2529059305936672,0.23498657820608915,814.2280825469676,67.65155128255854,806.1641097922708,92.4574670080994,822.2920553016644,98.78535497832057,1.2101223903728995,0.3407054666838026,1.803426283034501,0.5052436436741162,2.6558339360828565,*,3.6920560282528805,*,2778.980261492546,2778.980261492546,0.6568335128754784,0.3892752114138206,62.63296203508264,7.243028340778972,31.214350458190715,8.344056153707275,293.3478843832143,16.281786074516774,0.7796235460677461,0.2901441330844211,0.6875488927999429,0.26966767189087304
FR04MI08c,3.173735464751296,0.35026606974015984,3.173735464751296,0.35026606974015984,-,1.2540987678701496,0.23507795942967682,821.4655515804068,67.41465504917753,829.331213108533,93.32540026968597,813.5998900522804,97.31039269318198,0.8998847783974568,0.23459567982882903,1.5838981720595475,0.43602825942544327,1.6007551344082078,*,4.8284017419791825,-,2779.6476509026475,2779.6476509026475,0.6568335128754784,0.3892752114138206,62.63296203508264,7.243028340778972,31.214350458190715,8.344056153707275,293.3478843832143,16.281786074516774,0.7796235460677461,0.2901441330844211,0.6875488927999429,0.26966767189087304
FR04MI08d,3.1623515784385883,0.3492689445378419,3.1623515784385883,0.3492689445378419,-,1.2546960990286251,0.23490604926622088,799.8920479378465,66.75431700137422,797.434497312706,91.63816243621493,802.3495985629871,97.09275224543653,0.7976228920323671,0.21784520855078862,1.8945232129496823,0.5387324471787682,1.7993221472810979,*,4.957094741382202,-,2779.987211736125,2779.987211736125,0.6568335128754784,0.3892752114138206,62.63296203508264,7.243028340778972,31.214350458190715,8.344056153707275,293.3478843832143,16.281786074516774,0.7796235460677461,0.2901441330844211,0.6875488927999429,0.26966767189087304
FR06MI01a,2.8123153733048323,0.27352516964777124,2.8123153733048323,0.27352516964777124,-,1.2825090242476698,0.2284703197259464,1385.4848519412049,87.33294523329276,1432.2622135823801,125.44259204626013,1338.7074903000298,121.54147190650937,1.9944122837569065,0.4998360669221012,1.8220405282083105,0.4836767027138675,5.320619430571578,-,7.30081732480275,-,2760.6528131495247,2760.6528131495247,0.6588030916789669,0.49863871614979555,62.77358343606292,7.253407859505313,31.45907167608228,8.356215544703362,258.5600342149969,18.355275936115184,0.7888323678570606,0.2905765216676857,0.694506473608524,0.27006537355734683
FR06MI01b,2.941607067966544,0.2853563839076049,2.941607067966544,0.2853563839076049,-,1.3466777978907187,0.2396618089149297,1720.2780153445551,105.87082854572041,1812.1860012312845,154.39537586811258,1628.3700294578255,144.9020264122402,1.7310220860371315,0.4811398726046427,1.9059755953679804,0.5144813182146974,4.6316870097652725,-,4.675667014281095,-,2756.890212581512,2756.890212581512,0.6588030916789669,0.49863871614979555,62.77358343606292,7.253407859505313,31.45907167608228,8.356215544703362,258.5600342149969,18.355275936115184,0.7888323678570606,0.2905765216676857,0.694506473608524,0.27006537355734683
FR06MI01c,2.939275039467421,0.2857565804857661,2.939275039467421,0.2857565804857661,-,1.3666445344133795,0.24314447685217705,1760.5946373273,107.98245407913086,1835.0704117380242,156.37223035621432,1686.1188629165758,148.95827311441772,2.23592119206923,0.6439874538650128,2.4333229097745175,0.6672304077711168,4.052453156945119,-,4.8187909370228175,-,2756.9578995959932,2756.9578995959932,0.6588030916789669,0.49863871614979555,62.77358343606292,7.253407859505313,31.45907167608228,8.356215544703362,258.5600342149969,18.355275936115184,0.7888323678570606,0.2905765216676857,0.694506473608524,0.27006537355734683
FR06MI02a,4.0047980147095075,0.4218285340951258,4.0047980147095075,0.4218285340951258,-,2.0153923299108563,0.3717510957452189,1225.5792922863975,89.84137582208368,1281.033693585268,128.7765422836332,1170.1248909875271,125.30959019919887,3.1303367972513607,0.8116203257436293,1.9009327795227877,0.5183532039550421,5.899239347348867,-,5.63556055057871,-,2736.401557249895,2736.401557249895,0.6562245560148801,0.4801048953103752,62.5894845328257,7.239820372518164,31.138687243139294,8.340294963934697,264.4555272678475,18.012745881641443,0.7767763509229271,0.2900103535830509,0.685397739183216,0.2695446943764154
FR06MI02b,3.8607955513424557,0.4056731110172002,3.8607955513424557,0.4056731110172002,-,2.006928854878446,0.3696359159407527,1175.3830584284,87.37916697484808,1217.0515490686098,123.53846668581501,1133.7145677881902,123.60712978542661,2.7449231566637513,0.7304652187472307,1.7317756247718943,0.4725945631544906,5.886858320549855,-,4.254253286129938,-,2740.4744653194152,2740.4744653194152,0.6562245560148801,0.4801048953103752,62.5894845328257,7.239820372518164,31.138687243139294,8.340294963934697,264.4555272678475,18.012745881641443,0.7767763509229271,0.2900103535830509,0.685397739183216,0.2695446943764154
FR06MI02c,3.8036826780383843,0.4002607257271762,3.8036826780383843,0.4002607257271762,-,2.005591047284711,0.36969112181785585,1193.6688534519571,88.34758317161482,1231.1968885339004,124.64388286517266,1156.1408183700141,125.24010648891476,3.392002923842131,0.8853920419040321,2.069764147775045,0.5755032606518901,6.212975739997486,-,4.542248646149132,-,2742.0964995347267,2742.0964995347267,0.6562245560148801,0.4801048953103752,62.5894845328257,7.239820372518164,31.138687243139294,8.340294963934697,264.4555272678475,18.012745881641443,0.7767763509229271,0.2900103535830509,0.685397739183216,0.2695446943764154
FR06MI03a,7.658715458819277,101.18940959895284,7.658715458819277,101.18940959895284,-,3.0190302243493563,76.88991178099901,3778.14373345599,71303.59361422298,3658.810546794861,124288.65468756454,3897.4769201171193,69922.38672388393,10.087233200704194,445.49010374910705,6.21388367661834,2853.005311925379,3.8088457534550453,*,3.1485012673886317,*,2652.3773273561364,2652.3773273561364,0.6531857032253959,0.4177733390397543,62.372520511953205,7.2238201742353185,30.7611081616024,8.321513358897603,284.282807360316,16.835084615284334,0.7625681081591664,0.28934209942349287,0.6746629243026083,0.26893089398605197
FR06MI03b,7.062445140147048,85.83786766393067,7.062445140147048,85.83786766393067,-,2.7603383137203665,26.67863862161234,3263.9532412848102,24290.23639272368,3138.9668033775442,25693.95583425045,3388.939679192076,41229.637030238075,7.052316610102818,455.43466993433566,4.9677255377175245,245.39615944860972,2.1867335767331464,*,2.4949019594404422,*,2667.263110744244,2667.263110744244,0.6531857032253959,0.4177733390397543,62.372520511953205,7.2238201742353185,30.7611081616024,8.321513358897603,284.282807360316,16.835084615284334,0.7625681081591664,0.28934209942349287,0.6746629243026083,0.26893089398605197
FR06MI03c,7.5992141849616095,2974.078244960077,7.5992141849616095,2974.078244960077,-,3.065139868681367,200.22578715958113,3856.8969812554324,2807571.090671854,3703.9642176812713,5615112.134423446,4009.8297448295934,18369.391823088237,9.320736208522984,38.30316188073236,4.632751422485014,101.33627033471416,3.146675130981054,*,2.4055486591247424,*,2653.8475391087113,2653.8475391087113,0.6531857032253959,0.4177733390397543,62.372520511953205,7.2238201742353185,30.7611081616024,8.321513358897603,284.282807360316,16.835084615284334,0.7625681081591664,0.28934209942349287,0.6746629243026083,0.26893089398605197
FR06MI04a,2.130974494618891,0.20257230297997536,2.130974494618891,0.20257230297997536,-,0.4744170566964974,0.08176668123855085,437.4540048293476,37.7242961970631,458.4614978766737,51.822981334816824,416.44651178202145,54.83492226516078,1.813542270044853,0.465004975694285,1.697263347928726,0.42378316652933734,3.7150479674578207,*,3.9107028707442564,*,2789.0856802366,2789.0856802366,0.6708876047492347,0.3442815863014192,63.636377630992186,7.317219008814578,32.96057887698459,8.43063495916768,307.66007648709706,15.385981634371753,0.8453338528840302,0.29321952299162096,0.7371952840637448,0.2725038347188798
FR06MI04b,2.1586917921031072,0.20401365431728274,2.1586917921031072,0.20401365431728274,-,0.481772822300838,0.08300478055167422,491.5229598066139,39.741007242356154,520.5578147864412,55.356683245855784,462.4881048267867,57.03532455036972,1.110844207286106,0.25810328979460656,1.3419622859787221,0.3394457598165917,1.3656979560648121,*,3.053858753863197,*,2788.261157803294,2788.261157803294,0.6708876047492347,0.3442815863014192,63.636377630992186,7.317219008814578,32.96057887698459,8.43063495916768,307.66007648709706,15.385981634371753,0.8453338528840302,0.29321952299162096,0.7371952840637448,0.2725038347188798
FR06MI04c,2.157906120233845,0.20435222691757182,2.157906120233845,0.20435222691757182,-,0.4780508789364733,0.08236559190538019,441.9567034183891,37.87119327666059,467.7071089571486,52.444702101641326,416.20629787962963,54.64853467626399,1.2122857112609147,0.42980797064260484,1.4013245005756942,0.35715625763929715,2.4476361740400208,*,3.4444163889155415,*,2788.2845165483254,2788.2845165483254,0.6708876047492347,0.3442815863014192,63.636377630992186,7.317219008814578,32.96057887698459,8.43063495916768,307.66007648709706,15.385981634371753,0.8453338528840302,0.29321952299162096,0.7371952840637448,0.2725038347188798
FR06MI05a,2.8895300194409326,0.3811093484732176,2.8895300194409326,0.3811093484732176,-,1.4317974794878294,0.28978180514061264,2548.906460708725,227.7016900445594,2574.3627634935647,322.26190121634517,2523.4501579238845,321.7755516210345,3.1401495940084105,1.0221478889872777,2.4767902583468495,0.8048589498810579,2.6994863107733473,*,3.2175283444222385,*,2774.3430446014218,2774.3430446014218,0.656797387216351,0.5140885241214259,62.63038278271211,7.242838016151863,31.20986182575664,8.343833048373678,253.64554646021654,18.638390497300612,0.7794546395196367,0.29013619799895224,0.687421278107808,0.26966037659857905
FR06MI05b,2.889573873290114,0.38101694790923113,2.889573873290114,0.38101694790923113,-,1.4646923563964704,0.29766906707052143,2636.9025115533896,234.82871757478776,2656.55044508833,333.11822937017905,2617.2545780184496,331.07454093082197,1.9649074421685437,0.5748052199045923,2.666311329836727,0.7874390600307754,1.8109181844535946,*,2.754467534739588,*,2774.341743344799,2774.341743344799,0.656797387216351,0.5140885241214259,62.63038278271211,7.242838016151863,31.20986182575664,8.343833048373678,253.64554646021654,18.638390497300612,0.7794546395196367,0.29013619799895224,0.687421278107808,0.26966037659857905
FR06MI05c,2.9051420710725253,0.383238797831874,2.9051420710725253,0.383238797831874,-,1.4364140645591525,0.29195418416542684,2535.44022417047,226.66981668778084,2553.003364666433,321.18636125919267,2517.8770836745075,319.9314684900003,2.8631019626044254,0.7871177185262008,3.4174645820047775,1.0633429479970453,3.2128990401237583,*,5.120129788616437,-,2773.879945930735,2773.879945930735,0.656797387216351,0.5140885241214259,62.63038278271211,7.242838016151863,31.20986182575664,8.343833048373678,253.64554646021654,18.638390497300612,0.7794546395196367,0.29013619799895224,0.687421278107808,0.26966037659857905
FR06MI06a,3.468955066136821,0.5883290131068155,3.468955066136821,0.5883290131068155,-,1.971291878467285,0.4831137875999128,2476.151597834068,286.00889281990226,2457.5788171271124,401.45939229751156,2494.7243785410237,407.473561626246,4.717147999704558,1.734458441411323,4.958685589426722,1.7424493115818553,2.6215203092848114,*,3.6918624282927746,*,2841.1922818029375,2841.1922818029375,0.6316689727360845,0.39076117391001586,60.83629724403266,7.110937693751389,28.087642910523037,8.187932359960595,292.8752089619389,16.310891285068166,0.6619660219599064,0.2845784386210096,0.5986545966080334,0.26457947689097083
FR06MI06b,3.477934682399191,0.5915435447377668,3.477934682399191,0.5915435447377668,-,1.94924959589105,0.47654818667668336,2478.056807273481,285.58843320863724,2447.5649785066475,398.65463623935887,2508.5486360403142,409.0446109351907,3.9822161681486903,1.3557031381748237,4.9154036559994285,1.7195183514840844,3.31620547399422,*,5.652769583016412,-,2840.9049609948675,2840.9049609948675,0.6316689727360845,0.39076117391001586,60.83629724403266,7.110937693751389,28.087642910523037,8.187932359960595,292.8752089619389,16.310891285068166,0.6619660219599064,0.2845784386210096,0.5986545966080334,0.26457947689097083
FR06MI06c,3.4258507902172513,0.5819295214623726,3.4258507902172513,0.5819295214623726,-,1.9672974265673073,0.4818934078965706,2483.103783396449,286.49245469843845,2438.496512977964,398.02123701909295,2527.711053814935,412.17811838856545,4.151991192358941,1.4173995489608562,4.190322717079227,1.5260010032551745,2.3665615366067905,*,3.40096457692904,*,2842.573041445702,2842.573041445702,0.6316689727360845,0.39076117391001586,60.83629724403266,7.110937693751389,28.087642910523037,8.187932359960595,292.8752089619389,16.310891285068166,0.6619660219599064,0.2845784386210096,0.5986545966080334,0.26457947689097083
FR06MI07a,4.279552984156604,0.613480181103551,4.279552984156604,0.613480181103551,-,1.8208239300520699,0.38345307244939597,2620.268984207514,251.21446822379187,2685.1383284758977,360.54237438825356,2555.3996399391303,349.92003722326416,2.528218305215198,0.8334484488770044,4.784662467386205,1.4033459543945943,1.2840354759744959,*,3.7924558436444813,*,2734.9109989179615,2734.9109989179615,0.657429834452944,0.4277474251987983,62.675537419986995,7.246170289404224,31.28844373256691,8.347738507853817,281.11011263273394,17.026400187446395,0.7824116645864247,0.29027509414926506,0.6896554119987526,0.26978809058431846
FR06MI07b,4.13971148296696,0.5952481142269057,4.13971148296696,0.5952481142269057,-,1.8243603202321832,0.3843286321077332,2674.007779853063,256.91048867929857,2750.077447970374,369.6669652124604,2597.9381117357516,356.8729908585877,3.6860130652695875,1.1736346273348548,4.35599611965644,1.3981333706484316,2.822413221697071,*,4.463149685162258,-,2738.8705515034985,2738.8705515034985,0.657429834452944,0.4277474251987983,62.675537419986995,7.246170289404224,31.28844373256691,8.347738507853817,281.11011263273394,17.026400187446395,0.7824116645864247,0.29027509414926506,0.6896554119987526,0.26978809058431846
FR06MI07c,4.031411863117695,0.5783996506672191,4.031411863117695,0.5783996506672191,-,1.8615934326592318,0.39277488368351227,2698.0300579316227,258.72956447314266,2836.4762035478448,380.6439111610412,2559.5839123154005,350.5341110731932,4.405969570978687,1.2260224290365596,3.6329915664635952,1.1225387972539478,2.617618352033562,*,3.9216059454510046,*,2741.952697548198,2741.952697548198,0.657429834452944,0.4277474251987983,62.675537419986995,7.246170289404224,31.28844373256691,8.347738507853817,281.11011263273394,17.026400187446395,0.7824116645864247,0.29027509414926506,0.6896554119987526,0.26978809058431846
FR06MI08a,3.6895491800672686,0.41040809083012786,3.6895491800672686,0.41040809083012786,-,1.7042559871911696,0.3428883439943507,2591.05976538556,173.99848750324207,2587.895610826936,244.7322771713057,2594.2239199441838,247.40252044837936,1.866767412452833,0.5610571425750295,0.7623592767429114,0.24171538955378888,4.782252867585433,-,1.7762268188294807,*,2822.5923501722455,2822.5923501722455,0.6342393647535794,0.36017609863731465,61.01981471788467,7.124384472586901,28.407015491029092,8.203945910666155,302.604131041924,15.705771252141346,0.6739839630424687,0.28515051152609155,0.6077345634211295,0.26509980173569275
FR06MI08b,3.6354187381245255,0.4049449919744777,3.6354187381245255,0.4049449919744777,-,1.6958467666661454,0.34116445140649293,2518.016299763317,169.72190416197154,2528.95906688642,240.11084493720432,2507.0735326402146,239.93516031003793,2.117877772763857,0.6605879869213538,0.9805189288548628,0.3051449066568216,5.347824812184065,-,4.301913643440538,-,2824.276502942654,2824.276502942654,0.6342393647535794,0.36017609863731465,61.01981471788467,7.124384472586901,28.407015491029092,8.203945910666155,302.604131041924,15.705771252141346,0.6739839630424687,0.28515051152609155,0.6077345634211295,0.26509980173569275
FR06MI08c,3.6564225262322987,0.4071289051927512,3.6564225262322987,0.4071289051927512,-,1.6947935951420614,0.34062992396481445,2555.1067616277314,172.15340277492166,2555.1111271600457,242.11715688586426,2555.102396095417,244.79881267980733,2.8614813711595892,0.8670607377340537,0.8752322373665051,0.2746999950452816,3.1704207213120092,*,2.544513473901858,*,2823.6225552216747,2823.6225552216747,0.6342393647535794,0.36017609863731465,61.01981471788467,7.124384472586901,28.407015491029092,8.203945910666155,302.604131041924,15.705771252141346,0.6739839630424687,0.28515051152609155,0.6077345634211295,0.26509980173569275
