,H2Ot_MEAN,H2Ot_STD,H2Ot_3550_M,H2Ot_3550_STD,H2Ot_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_STN,ERR_5200,PH_4500_STN,ERR_4500,Density,Density_Sat,Tau,Eta,epsilon_H2Ot_3550,sigma_epsilon_H2Ot_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500,H2O_EXP,H2O_EXP_STD,CO2_EXP,CO2_EXP_STD
CI_ETNA_4_1_1_50x50_256s_sp5,2.762658366016577,0.2280678962923664,3.0328875992795457,0.2370395381550905,*,1.1770777490171611,0.1976383256962918,2747.492345431322,97.07334949440764,2807.8011761237626,139.88493183034936,2671.7315203074586,133.90029792456764,1.3472209196322489,0.3281447578592096,1.5778119726647737,0.4099374086609875,10.71760977,-,15.9961028,-,2777.0070843425065,2784.838098478298,0.6575956648102835,0.3675100268763061,62.68737715807356,7.247044125492372,31.30904824300317,8.348762389768984,300.2712541161302,15.85206368379055,0.7831870091450144,0.2903115054658893,0.6902412114141718,0.2698215764188176,,,,
CI_LMT_BA17_3_50x50_256s_sp1,0.1977184788732478,0.0218604868590499,0.1977184788732478,0.0218604868590499,-,0.9482029176899358,0.1770836245595135,18162.195235128704,1165.268950823285,18234.363239927945,1657.0717396203602,18090.02723032946,1638.7556745173306,0.2432900164193337,0.0674303871260763,0.3138728898254203,0.0869109075002862,5.38861184,-,3.004049715,*,2825.2710278307386,2825.2710278307386,0.6589393095525891,0.2993559353733496,62.783308940923845,7.254125932471956,31.475996819606557,8.35705618320278,321.9506464260213,14.459916559986926,0.7894692584046661,0.2906064090939222,0.6949876662684065,0.2700928761227145,,,,
CI_LMT_BA17_4_50x50_256s_sp1,0.2578362671967055,0.031135461550845,0.2578362671967055,0.031135461550845,-,1.043161585791602,0.2017741894030326,19882.863380261173,1427.838603376914,19954.289334823556,2027.001449326697,19811.43742569879,2011.5062598960048,0.6779155925894449,0.1887745037381243,0.3447773442956528,0.1097621238378617,6.837401244,-,3.506907946,*,2823.4579907952034,2823.4579907952034,0.6589393095525891,0.2993559353733496,62.783308940923845,7.254125932471956,31.475996819606557,8.35705618320278,321.9506464260213,14.459916559986926,0.7894692584046661,0.2906064090939222,0.6949876662684065,0.2700928761227145,,,,
CI_Ref_10_1_100x100_256s_040523_sp2,0.8391963197192116,0.1024425171869127,0.8391963197192116,0.1024425171869127,-,0.3725493242822306,0.0751512767167928,8715.558628542924,641.7947868041726,8013.942267984048,833.2621288197145,9417.1749891018,976.358754839066,1.2070970002195325,0.39711449319092,1.898558070414095,0.5296641130286573,2.748169008,*,3.1945944,*,2866.321010705023,2866.321010705023,0.6580453852424282,0.2711402303703044,62.71948570691944,7.249414117011175,31.36492624680287,8.351538781125706,330.92588657040267,13.85931941216917,0.7852896898335446,0.290410234042105,0.6918298588155221,0.2699123849306898,,,,
CI_Ref_10_1_100x100_256s_060223_sp2,0.8312176659548337,0.0780497842731952,0.8312176659548337,0.0780497842731952,-,0.2970335400474709,0.0539078757987758,4660.435297893479,229.6539899698599,4637.684145123435,322.8777427823196,4683.186450663524,326.6707572650181,0.2888459384608263,0.0733802827094886,0.6585115454772399,0.1773080534567725,5.006684397,-,6.187115373,-,2866.5706281261314,2866.5706281261314,0.6580453852424282,0.2711402303703044,62.71948570691944,7.249414117011175,31.36492624680287,8.351538781125706,330.92588657040267,13.85931941216917,0.7852896898335446,0.290410234042105,0.6918298588155221,0.2699123849306898,,,,
CI_Ref_10_1_100x100_256s_sp1,0.8200882241280628,0.0784001306523938,0.8200882241280628,0.0784001306523938,-,0.29744547746415,0.0543930781940525,4961.526386277436,251.63424474934973,4916.136252079935,352.46173544187553,5006.916520474938,359.2351563692005,0.3128237311489683,0.078677010370024,0.4450550115214714,0.1180299589119049,12.22828818,-,12.43308403,-,2866.918958104272,2866.918958104272,0.6580453852424282,0.2711402303703044,62.71948570691944,7.249414117011175,31.36492624680287,8.351538781125706,330.92588657040267,13.85931941216917,0.7852896898335446,0.290410234042105,0.6918298588155221,0.2699123849306898,,,,
CI_Ref_10_1_100x100_256s_sp3,0.8367327803639948,0.1045382757910906,0.8367327803639948,0.1045382757910906,-,0.4616953732308797,0.092793210843398,9008.12570284877,682.9838276347715,8582.617006892711,918.8415023146268,9433.63439880483,1010.7412769184668,0.6595050880855484,0.1757090910792201,0.5986250819628154,0.168263020307767,5.197652723,-,6.946905774,-,2866.398075332155,2866.398075332155,0.6580453852424282,0.2711402303703044,62.71948570691944,7.249414117011175,31.36492624680287,8.351538781125706,330.92588657040267,13.85931941216917,0.7852896898335446,0.290410234042105,0.6918298588155221,0.2699123849306898,,,,
CI_Ref_10_1_100x100_256s_sp5,0.7673231810871637,0.0954778166784002,0.7673231810871637,0.0954778166784002,-,0.2947047355057677,0.0615105506463267,7313.840549340832,556.2448467757913,6725.635092663597,721.2118184848416,7902.046006018068,847.0459439347325,0.4261712623715364,0.1159402441334705,0.4007749314829769,0.1122978909498737,6.907209119,-,5.681637094,-,2868.572594128812,2868.572594128812,0.6580453852424282,0.2711402303703044,62.71948570691944,7.249414117011175,31.36492624680287,8.351538781125706,330.92588657040267,13.85931941216917,0.7852896898335446,0.290410234042105,0.6918298588155221,0.2699123849306898,,,,
CI_Ref_10_chip1_100x100_256s_sp1,0.8113622702700289,0.062163731718233,0.8113622702700289,0.062163731718233,-,0.3503873202381458,0.0586635489778002,5701.8469102626,174.81511704878855,5647.887390448242,245.0310140595093,5755.806430076958,249.40148905749368,0.1369734172924679,0.0337850748592602,0.6565061032813293,0.1693884833879216,12.83190512,-,20.67267501,-,2867.1921761258745,2867.1921761258745,0.6580453852424282,0.2711402303703044,62.71948570691944,7.249414117011175,31.36492624680287,8.351538781125706,330.92588657040267,13.85931941216917,0.7852896898335446,0.290410234042105,0.6918298588155221,0.2699123849306898,,,,
CI_Ref_10_chip1_100x100_256s_sp2,0.7892667256287563,0.0604230236669425,0.7892667256287563,0.0604230236669425,-,0.3136161770853395,0.0525736720890064,5058.093120976691,154.8764756250174,5015.805199308404,217.241789151069,5100.381042644979,220.80057938001184,0.2791273714191835,0.0678324704176939,0.4395997252273967,0.1133054313955032,23.00558764,-,9.795080309,-,2867.884451747748,2867.884451747748,0.6580453852424282,0.2711402303703044,62.71948570691944,7.249414117011175,31.36492624680287,8.351538781125706,330.92588657040267,13.85931941216917,0.7852896898335446,0.290410234042105,0.6918298588155221,0.2699123849306898,,,,
CI_Ref_10_chip1_100x100_256s_sp3,0.7905804680448579,0.0604696190177467,0.7905804680448579,0.0604696190177467,-,0.3140485360808809,0.0526313429718358,5162.891590893052,158.06682353170237,5122.12079930729,221.58980821434008,5203.662382478814,225.47381156387397,0.1904332124360701,0.0465855639042431,0.5163713583822561,0.132832850573847,14.90854304,-,15.50760616,-,2867.843273113398,2867.843273113398,0.6580453852424282,0.2711402303703044,62.71948570691944,7.249414117011175,31.36492624680287,8.351538781125706,330.92588657040267,13.85931941216917,0.7852896898335446,0.290410234042105,0.6918298588155221,0.2699123849306898,,,,
CI_Ref_10_chip1_100x100_256s_sp4,0.8179971475984215,0.0623625434645304,0.8179971475984215,0.0623625434645304,-,0.3411699799665318,0.0571803751808582,5652.548916591964,172.17574745935576,5582.032522637539,240.36570479382104,5723.065310546389,246.5811834096858,0.5647194119595138,0.1371326821808667,0.3333373040451924,0.0856902484332698,26.65604939,-,10.60728479,-,2866.984422708655,2866.984422708655,0.6580453852424282,0.2711402303703044,62.71948570691944,7.249414117011175,31.36492624680287,8.351538781125706,330.92588657040267,13.85931941216917,0.7852896898335446,0.290410234042105,0.6918298588155221,0.2699123849306898,,,,
CI_Ref_10_chip1_100x100_256s_sp5,0.7867074841732699,0.0603419103947056,0.7867074841732699,0.0603419103947056,-,0.3159289902794857,0.0529300995561042,5000.240345964572,154.42649998401365,4985.2971263888985,217.4896067801168,5015.1835655402465,219.29078077265453,0.2577968541826306,0.0624992227677676,0.4546169069913794,0.1169499724287984,19.01575155,-,16.79653593,-,2867.964676412582,2867.964676412582,0.6580453852424282,0.2711402303703044,62.71948570691944,7.249414117011175,31.36492624680287,8.351538781125706,330.92588657040267,13.85931941216917,0.7852896898335446,0.290410234042105,0.6918298588155221,0.2699123849306898,,,,
CI_Ref_11_1_100x100_256s_sp1,1.9426590039132352,0.2871263491481224,1.9426590039132352,0.2871263491481224,-,0.7617058441351682,0.1608978073758054,10885.016150043146,1024.8053332271954,10910.44597543373,1449.985249661198,10859.586324652564,1448.6016221889872,0.1986828341380239,0.0924811056131688,1.1086098546855252,0.3119683371707738,3.992879093,*,8.020748259,-,2818.40304539353,2818.40304539353,0.6686760617859488,0.2813353512452701,63.4784807906756,7.305525004922071,32.68579348305352,8.417039377126823,327.68288207542594,14.07818037273489,0.8349937207744436,0.2927371053253864,0.7293829594939147,0.2720577936105412,,,,
CI_Ref_11_1_100x100_256s_sp2,1.0382021768830054,0.1534720900509914,1.0382021768830054,0.1534720900509914,-,0.5020386319840985,0.1078684695251994,6566.40682990994,619.655421633412,6604.3690662363515,881.6214322124205,6528.444593583527,870.996565149626,0.6153306593310603,0.1690379112124413,0.1192693045924242,0.0336301523744916,8.30892453,-,4.079891875,-,2845.5333376791955,2845.5333376791955,0.6686760617859488,0.2813353512452701,63.4784807906756,7.305525004922071,32.68579348305352,8.417039377126823,327.68288207542594,14.07818037273489,0.8349937207744436,0.2927371053253864,0.7293829594939147,0.2720577936105412,,,,
CI_Ref_11_1_100x100_256s_sp3,1.1603255004785755,0.1607427267891978,1.1603255004785755,0.1607427267891978,-,0.4724781735527686,0.0980959335084953,7252.279864498496,630.4928050533874,7222.104541123165,887.0634758150642,7282.455187873826,896.215988906275,0.6834623776750322,0.18328551504972,0.938849476951919,0.2633394461712756,4.964144076,-,4.149642517,-,2841.8113602014228,2841.8113602014228,0.6686760617859488,0.2813353512452701,63.4784807906756,7.305525004922071,32.68579348305352,8.417039377126823,327.68288207542594,14.07818037273489,0.8349937207744436,0.2927371053253864,0.7293829594939147,0.2720577936105412,,,,
