,Density,Density_Sat,Tau,Eta,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
AC4_OL36_MI1_021420_256s_20x25_H2O_a,2726.1321091223217,2726.1321091223217,0.6898691677342383,0.4384537589250628,64.96061646245202,7.438325231529817,35.31904848111468,8.546897881793058,280.0200922140844,18.076285891623243,0.9340826100781277,0.29735892033704553,0.804248012142887,0.2762986453009728
AC4_OL36_MI1_021420_256s_20x25_H2O_b,2717.319841341947,2717.319841341947,0.6898691677342383,0.4384537589250628,64.96061646245202,7.438325231529817,35.31904848111468,8.546897881793058,280.0200922140844,18.076285891623243,0.9340826100781277,0.29735892033704553,0.804248012142887,0.2762986453009728
AC4_OL36_MI1_021420_256s_20x25_H2O_c,2726.8118746301475,2726.8118746301475,0.6898691677342383,0.4384537589250628,64.96061646245202,7.438325231529817,35.31904848111468,8.546897881793058,280.0200922140844,18.076285891623243,0.9340826100781277,0.29735892033704553,0.804248012142887,0.2762986453009728
AC4_OL36_MI2_021420_256s_15x20_a,2740.543456873888,2740.543456873888,0.6850195107887409,0.389298105395825,64.61450279445282,7.412529918726672,34.716476015919824,8.517264870557923,296.46041898072986,17.08614837672322,0.9114079032390601,0.29631103857281926,0.7871164922904645,0.27532220415524533
AC4_OL36_MI2_021420_256s_15x20_b,2740.5973684529245,2740.5973684529245,0.6850195107887409,0.389298105395825,64.61450279445282,7.412529918726672,34.716476015919824,8.517264870557923,296.46041898072986,17.08614837672322,0.9114079032390601,0.29631103857281926,0.7871164922904645,0.27532220415524533
AC4_OL36_MI2_021420_256s_15x20_c,2744.884276142315,2744.884276142315,0.6850195107887409,0.389298105395825,64.61450279445282,7.412529918726672,34.716476015919824,8.517264870557923,296.46041898072986,17.08614837672322,0.9114079032390601,0.29631103857281926,0.7871164922904645,0.27532220415524533
AC4_OL3_101220_256s_30x30_a,2695.840957741472,2695.840957741472,0.6974349281953526,0.5522360741998417,65.5005748829813,7.478634299910693,36.25909825852422,8.593030759997855,241.9650912309281,20.26518554095827,0.9694565349553605,0.2989885137087317,0.8309742274185035,0.2778210843028496
AC4_OL3_101220_256s_30x30_b,2695.6354396707557,2695.6354396707557,0.6974349281953526,0.5522360741998417,65.5005748829813,7.478634299910693,36.25909825852422,8.593030759997855,241.9650912309281,20.26518554095827,0.9694565349553605,0.2989885137087317,0.8309742274185035,0.2778210843028496
AC4_OL3_101220_256s_30x30_c,2695.7474969912614,2695.7474969912614,0.6974349281953526,0.5522360741998417,65.5005748829813,7.478634299910693,36.25909825852422,8.593030759997855,241.9650912309281,20.26518554095827,0.9694565349553605,0.2989885137087317,0.8309742274185035,0.2778210843028496
AC4_OL40_021420_256s_15x25_a,2673.967603038828,2673.967603038828,0.7118744523659722,0.5367955632593054,66.53110482170129,7.555787307613006,38.05321684742961,8.680756973338996,247.12923873138584,19.97537406566123,1.0369689345217692,0.3020815097735811,0.8819821642207493,0.28072383149789215
AC4_OL40_021420_256s_15x25_b,2673.353911631288,2673.353911631288,0.7118744523659722,0.5367955632593054,66.53110482170129,7.555787307613006,38.05321684742961,8.680756973338996,247.12923873138584,19.97537406566123,1.0369689345217692,0.3020815097735811,0.8819821642207493,0.28072383149789215
AC4_OL40_021420_256s_15x25_c,2673.3232702185046,2673.3232702185046,0.7118744523659722,0.5367955632593054,66.53110482170129,7.555787307613006,38.05321684742961,8.680756973338996,247.12923873138584,19.97537406566123,1.0369689345217692,0.3020815097735811,0.8819821642207493,0.28072383149789215
AC4_OL43_101220_256s_30x30_a,2640.414317390746,2649.9438406626537,0.721485225197278,0.45327190333378303,67.21701309816994,7.607297117093594,39.247360503872045,8.738918791456484,275.0640979659396,18.36894176521737,1.0819043719961785,0.3041279789960284,0.915932430684339,0.2826538155821172
AC4_OL43_101220_256s_30x30_b,2640.492990567281,2650.3957945428056,0.721485225197278,0.45327190333378303,67.21701309816994,7.607297117093594,39.247360503872045,8.738918791456484,275.0640979659396,18.36894176521737,1.0819043719961785,0.3041279789960284,0.915932430684339,0.2826538155821172
AC4_OL43_101220_256s_30x30_c,2640.329283044672,2650.737673899997,0.721485225197278,0.45327190333378303,67.21701309816994,7.607297117093594,39.247360503872045,8.738918791456484,275.0640979659396,18.36894176521737,1.0819043719961785,0.3041279789960284,0.915932430684339,0.2826538155821172
AC4_OL44_021420_256s_25x25_a,2660.8034933342515,2660.8034933342515,0.7058098784211233,0.5310130692680707,66.09828411778471,7.5233481456747855,37.299690296299644,8.64396270526637,249.063219543695,19.866307002935645,1.0086138492345578,0.300785165826043,0.8605589233399433,0.27950513834409824
AC4_OL44_021420_256s_25x25_b,2660.1153280299613,2660.1153280299613,0.7058098784211233,0.5310130692680707,66.09828411778471,7.5233481456747855,37.299690296299644,8.64396270526637,249.063219543695,19.866307002935645,1.0086138492345578,0.300785165826043,0.8605589233399433,0.27950513834409824
AC4_OL44_021420_256s_25x25_c,2660.24370161157,2660.24370161157,0.7058098784211233,0.5310130692680707,66.09828411778471,7.5233481456747855,37.299690296299644,8.64396270526637,249.063219543695,19.866307002935645,1.0086138492345578,0.300785165826043,0.8605589233399433,0.27950513834409824
AC4_OL45_012821_256s_20x25_a,2713.242318955013,2713.242318955013,0.6856451605435671,0.43796777274583326,64.65915459847923,7.415855852637069,34.79421333205394,8.521090533742063,280.18263245141145,18.0666445033249,0.914333146185943,0.2964463714226274,0.7893266138136825,0.2754481985752873
AC4_OL45_012821_256s_20x25_b,2714.786515962617,2714.786515962617,0.6856451605435671,0.43796777274583326,64.65915459847923,7.415855852637069,34.79421333205394,8.521090533742063,280.18263245141145,18.0666445033249,0.914333146185943,0.2964463714226274,0.7893266138136825,0.2754481985752873
AC4_OL45_012821_256s_20x25_c,2714.0844587527704,2714.0844587527704,0.6856451605435671,0.43796777274583326,64.65915459847923,7.415855852637069,34.79421333205394,8.521090533742063,280.18263245141145,18.0666445033249,0.914333146185943,0.2964463714226274,0.7893266138136825,0.2754481985752873
AC4_OL46_021420_256s_30x30_a,2750.0432019540817,2742.293038135378,0.6779533954297958,0.41171377749596483,64.11020339082991,7.375005995665807,33.83850740926529,8.474000916265009,288.9633978333845,17.541522630268894,0.8783700830270824,0.2947795423100954,0.7621552843304533,0.27389870630861957
AC4_OL46_021420_256s_30x30_b,2749.7202798247354,2743.1673233121205,0.6779533954297958,0.41171377749596483,64.11020339082991,7.375005995665807,33.83850740926529,8.474000916265009,288.9633978333845,17.541522630268894,0.8783700830270824,0.2947795423100954,0.7621552843304533,0.27389870630861957
AC4_OL46_021420_256s_30x30_c,2749.6853774643496,2742.2466653148076,0.6779533954297958,0.41171377749596483,64.11020339082991,7.375005995665807,33.83850740926529,8.474000916265009,288.9633978333845,17.541522630268894,0.8783700830270824,0.2947795423100954,0.7621552843304533,0.27389870630861957
AC4_OL48_021720_256s_25x25_CO2_a,2656.7489865537536,2656.7489865537536,0.7036389868174481,0.5281326338265366,65.94335042572752,7.511748413098337,37.029955855286886,8.630774000397373,250.02659397754073,19.811866694702324,0.9984637847566091,0.30032017369783265,0.8528902009903456,0.2790687319992225
AC4_OL48_021720_256s_25x25_CO2_b,2656.4748942171263,2656.4748942171263,0.7036389868174481,0.5281326338265366,65.94335042572752,7.511748413098337,37.029955855286886,8.630774000397373,250.02659397754073,19.811866694702324,0.9984637847566091,0.30032017369783265,0.8528902009903456,0.2790687319992225
AC4_OL48_021720_256s_25x25_CO2_c,2656.3323475867182,2656.3323475867182,0.7036389868174481,0.5281326338265366,65.94335042572752,7.511748413098337,37.029955855286886,8.630774000397373,250.02659397754073,19.811866694702324,0.9984637847566091,0.30032017369783265,0.8528902009903456,0.2790687319992225
AC4_OL48_021720_256s_25x25_H2O_a,2651.3068060359437,2651.3068060359437,0.7036389868174481,0.5281326338265366,65.94335042572752,7.511748413098337,37.029955855286886,8.630774000397373,250.02659397754073,19.811866694702324,0.9984637847566091,0.30032017369783265,0.8528902009903456,0.2790687319992225
AC4_OL48_021720_256s_25x25_H2O_b,2651.0881077329527,2651.0881077329527,0.7036389868174481,0.5281326338265366,65.94335042572752,7.511748413098337,37.029955855286886,8.630774000397373,250.02659397754073,19.811866694702324,0.9984637847566091,0.30032017369783265,0.8528902009903456,0.2790687319992225
AC4_OL48_021720_256s_25x25_H2O_c,2651.1406570338427,2651.1406570338427,0.7036389868174481,0.5281326338265366,65.94335042572752,7.511748413098337,37.029955855286886,8.630774000397373,250.02659397754073,19.811866694702324,0.9984637847566091,0.30032017369783265,0.8528902009903456,0.2790687319992225
AC4_OL49_021920_30x30_CO2_a,2695.2656099591704,2698.9769579233803,0.7059903032671602,0.4990476697091182,66.11116080287024,7.524312502968801,37.32210817976659,8.645058408560972,259.75418947786505,19.25788234453022,1.0094574306540989,0.3008237891400822,0.8611962780779154,0.2795414046836688
AC4_OL49_021920_30x30_CO2_b,2694.230713994781,2694.7204989481893,0.7059903032671602,0.4990476697091182,66.11116080287024,7.524312502968801,37.32210817976659,8.645058408560972,259.75418947786505,19.25788234453022,1.0094574306540989,0.3008237891400822,0.8611962780779154,0.2795414046836688
AC4_OL49_021920_30x30_CO2_c,2690.5238807312976,2693.6860505390023,0.7059903032671602,0.4990476697091182,66.11116080287024,7.524312502968801,37.32210817976659,8.645058408560972,259.75418947786505,19.25788234453022,1.0094574306540989,0.3008237891400822,0.8611962780779154,0.2795414046836688
AC4_OL49_021920_30x30_H2O_a,2681.962854112729,2678.670372832457,0.7059903032671602,0.4990476697091182,66.11116080287024,7.524312502968801,37.32210817976659,8.645058408560972,259.75418947786505,19.25788234453022,1.0094574306540989,0.3008237891400822,0.8611962780779154,0.2795414046836688
AC4_OL49_021920_30x30_H2O_b,2683.117651896838,2683.362909341411,0.7059903032671602,0.4990476697091182,66.11116080287024,7.524312502968801,37.32210817976659,8.645058408560972,259.75418947786505,19.25788234453022,1.0094574306540989,0.3008237891400822,0.8611962780779154,0.2795414046836688
AC4_OL49_021920_30x30_H2O_c,2682.216174536888,2678.9696257850496,0.7059903032671602,0.4990476697091182,66.11116080287024,7.524312502968801,37.32210817976659,8.645058408560972,259.75418947786505,19.25788234453022,1.0094574306540989,0.3008237891400822,0.8611962780779154,0.2795414046836688
AC4_OL50_021920_20x20_a,2685.751632658757,2685.751632658757,0.6976691894993824,0.5197307447957074,65.51729380560187,7.479883691679359,36.288205350645455,8.594457329632382,252.83664310122427,19.65264332649489,0.9705518302416682,0.2990388718036664,0.8318017606287373,0.27786820737352236
AC4_OL50_021920_20x20_b,2686.0049914540323,2686.0049914540323,0.6976691894993824,0.5197307447957074,65.51729380560187,7.479883691679359,36.288205350645455,8.594457329632382,252.83664310122427,19.65264332649489,0.9705518302416682,0.2990388718036664,0.8318017606287373,0.27786820737352236
AC4_OL50_021920_256s_20x20_c,2685.881306020073,2685.881306020073,0.6976691894993824,0.5197307447957074,65.51729380560187,7.479883691679359,36.288205350645455,8.594457329632382,252.83664310122427,19.65264332649489,0.9705518302416682,0.2990388718036664,0.8318017606287373,0.27786820737352236
AC4_OL51_021920_15x20_a,2660.534806110888,2660.534806110888,0.7098067520855847,0.5386686335837042,66.3835357593097,7.544721610710274,37.796303983439515,8.668220225093211,246.502782037616,20.010640177821404,1.0273013439652097,0.301639961657539,0.8746779674908742,0.2803083947664189
AC4_OL51_021920_15x20_b,2661.491345848075,2661.491345848075,0.7098067520855847,0.5386686335837042,66.3835357593097,7.544721610710274,37.796303983439515,8.668220225093211,246.502782037616,20.010640177821404,1.0273013439652097,0.301639961657539,0.8746779674908742,0.2803083947664189
AC4_OL51_021920_15x20_c,2661.116880982422,2661.116880982422,0.7098067520855847,0.5386686335837042,66.3835357593097,7.544721610710274,37.796303983439515,8.668220225093211,246.502782037616,20.010640177821404,1.0273013439652097,0.301639961657539,0.8746779674908742,0.2803083947664189
AC4_OL53_101220_256s_30x30_a,2702.7035461270434,2702.7035461270434,0.6828948534384355,0.38954740834611595,64.46286878053799,7.401239521051048,34.452486205577344,8.504267139737374,296.3770385011226,17.091250588327085,0.9014740083073014,0.295851133072247,0.7796110934580489,0.2748942822302944
AC4_OL53_101220_256s_30x30_b,2702.945287929585,2702.945287929585,0.6828948534384355,0.38954740834611595,64.46286878053799,7.401239521051048,34.452486205577344,8.504267139737374,296.3770385011226,17.091250588327085,0.9014740083073014,0.295851133072247,0.7796110934580489,0.2748942822302944
AC4_OL53_101220_256s_30x30_c,2703.296248766673,2703.296248766673,0.6828948534384355,0.38954740834611595,64.46286878053799,7.401239521051048,34.452486205577344,8.504267139737374,296.3770385011226,17.091250588327085,0.9014740083073014,0.295851133072247,0.7796110934580489,0.2748942822302944
AC4_RH1_OL2_022120_256s_30x30_a,2677.1187323142913,2666.6435559399465,0.6997204488994053,0.5173130058367064,65.66368950388295,7.490827006804808,36.54307542647082,8.606944047742108,253.64526664030066,19.6067054771993,0.9801425510017387,0.29947956809437015,0.8390478795870253,0.2782807878882322
AC4_RH1_OL2_022120_256s_30x30_b,2677.73557871605,2672.5036016574772,0.6997204488994053,0.5173130058367064,65.66368950388295,7.490827006804808,36.54307542647082,8.606944047742108,253.64526664030066,19.6067054771993,0.9801425510017387,0.29947956809437015,0.8390478795870253,0.2782807878882322
AC4_RH1_OL2_022120_256s_30x30_c,2677.223951083521,2671.336001931477,0.6997204488994053,0.5173130058367064,65.66368950388295,7.490827006804808,36.54307542647082,8.606944047742108,253.64526664030066,19.6067054771993,0.9801425510017387,0.29947956809437015,0.8390478795870253,0.2782807878882322
AC4_RH1_OL3_MI1_022120_256s_20x25_a,2752.9447072287576,2752.9447072287576,0.6711926924602386,0.4482628961993973,63.6277008696528,7.3391722664991,32.998486455082414,8.432508292856964,276.7393826616619,18.270297198090102,0.8467602269932346,0.2933089540083153,0.7382729523550271,0.27253584603292297
AC4_RH1_OL3_MI1_022120_256s_20x25_b,2752.3027821335936,2752.3027821335936,0.6711926924602386,0.4482628961993973,63.6277008696528,7.3391722664991,32.998486455082414,8.432508292856964,276.7393826616619,18.270297198090102,0.8467602269932346,0.2933089540083153,0.7382729523550271,0.27253584603292297
AC4_RH1_OL3_MI1_022120_256s_20x25_c,2752.4737059921413,2752.4737059921413,0.6711926924602386,0.4482628961993973,63.6277008696528,7.3391722664991,32.998486455082414,8.432508292856964,276.7393826616619,18.270297198090102,0.8467602269932346,0.2933089540083153,0.7382729523550271,0.27253584603292297
AC4_RH1_OL3_MI2_022120_256s_20x20_a,2800.613583545343,2800.613583545343,0.6613402265148387,0.42004217455187387,62.92454327200753,7.287072984303315,31.77431230014966,8.371864823195285,286.17792842730546,17.70903161121311,0.8006947465964709,0.2911564248620936,0.7034688996486511,0.2705481468006025
AC4_RH1_OL3_MI2_022120_256s_20x20_b,2800.261606417014,2800.261606417014,0.6613402265148387,0.42004217455187387,62.92454327200753,7.287072984303315,31.77431230014966,8.371864823195285,286.17792842730546,17.70903161121311,0.8006947465964709,0.2911564248620936,0.7034688996486511,0.2705481468006025
AC4_RH1_OL3_MI2_022120_256s_20x20_c,2801.045088055517,2801.045088055517,0.6613402265148387,0.42004217455187387,62.92454327200753,7.287072984303315,31.77431230014966,8.371864823195285,286.17792842730546,17.70903161121311,0.8006947465964709,0.2911564248620936,0.7034688996486511,0.2705481468006025
AC4_RH3_OL1BIG_022120_256s_20x25_a,2668.569314015648,2668.569314015648,0.6990092167196896,0.549788508378498,65.61292979421955,7.487031970148739,36.454704448343165,8.602615495764768,242.78369049666318,20.21938134063389,0.9768171650309769,0.2993268171957367,0.8365354362650717,0.27813774270731584
AC4_RH3_OL1BIG_022120_256s_20x25_b,2668.9482951826785,2668.9482951826785,0.6990092167196896,0.549788508378498,65.61292979421955,7.487031970148739,36.454704448343165,8.602615495764768,242.78369049666318,20.21938134063389,0.9768171650309769,0.2993268171957367,0.8365354362650717,0.27813774270731584
AC4_RH3_OL1BIG_022120_256s_20x25_c,2668.363093953039,2668.363093953039,0.6990092167196896,0.549788508378498,65.61292979421955,7.487031970148739,36.454704448343165,8.602615495764768,242.78369049666318,20.21938134063389,0.9768171650309769,0.2993268171957367,0.8365354362650717,0.27813774270731584
AC4_RH3_OL1SMALL_022120_256s_20x25_a,2672.078999847101,2672.078999847101,0.6990092167196896,0.549788508378498,65.61292979421955,7.487031970148739,36.454704448343165,8.602615495764768,242.78369049666318,20.21938134063389,0.9768171650309769,0.2993268171957367,0.8365354362650717,0.27813774270731584
AC4_RH3_OL1SMALL_022120_256s_20x25_b,2671.710738635165,2671.710738635165,0.6990092167196896,0.549788508378498,65.61292979421955,7.487031970148739,36.454704448343165,8.602615495764768,242.78369049666318,20.21938134063389,0.9768171650309769,0.2993268171957367,0.8365354362650717,0.27813774270731584
AC4_RH3_OL1SMALL_022120_256s_20x25_c,2671.302814314013,2671.302814314013,0.6990092167196896,0.549788508378498,65.61292979421955,7.487031970148739,36.454704448343165,8.602615495764768,242.78369049666318,20.21938134063389,0.9768171650309769,0.2993268171957367,0.8365354362650717,0.27813774270731584
AC4_RH3_OL2_022120_256s_30x30_a,2762.1602307064677,2762.1602307064677,0.6677929916355667,0.5543821751144486,63.385068672004344,7.321178409271085,32.57607181217669,8.411606324943099,241.247318242937,20.305306743001065,0.8308648305958579,0.2925674725028084,0.7262634343984553,0.27185018264648425
AC4_RH3_OL2_022120_256s_30x30_b,2763.0787640435005,2763.0787640435005,0.6677929916355667,0.5543821751144486,63.385068672004344,7.321178409271085,32.57607181217669,8.411606324943099,241.247318242937,20.305306743001065,0.8308648305958579,0.2925674725028084,0.7262634343984553,0.27185018264648425
AC4_RH3_OL2_022120_256s_30x30_c,2762.0823271752,2762.0823271752,0.6677929916355667,0.5543821751144486,63.385068672004344,7.321178409271085,32.57607181217669,8.411606324943099,241.247318242937,20.305306743001065,0.8308648305958579,0.2925674725028084,0.7262634343984553,0.27185018264648425
