,H2OT_MEAN,H2OT_STD,H2OT_3550_M,H2OT_3550_STD,H2OT_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,PH_4500_S2N,ERR_5200,ERR_4500
ND70_02-01_30June2022_150x150_sp1,3.8538901334296476,0.6085697664005435,3.8538901334296476,0.6085697664005435,-,1.011374569724797,0.23967363107859754,2147.8522074791963,230.10295299168712,2179.78448039521,325.0667387112889,2115.919934563183,325.76232330578824,2.3910950734925125,0.7894277431373146,1.1066759800994532,0.3755884240739181,16.31973159141072,11.937415532936905,-,-
ND70_02-01_30June2022_150x150_sp2,3.7278592922869955,0.5886365890843417,3.7278592922869955,0.5886365890843417,-,0.9867668102825828,0.2336770252068359,1838.311850713108,202.2684626869923,1898.0456777146082,288.75139079611864,1778.578023711608,283.3244753005712,0.30141942777368347,0.09946609078235533,4.61563092966022,1.5645507752983756,3.86507221844713,21.417367235610246,*,-
ND70_02-01_30June2022_150x150_sp3,3.4275294548299677,0.482361557591615,3.4275294548299677,0.482361557591615,-,0.8798593825835883,0.19811671362622701,1742.2474640738965,167.071307253279,1799.8367918067743,237.37252545951478,1684.6581363410185,235.17136514943783,3.6635242316095633,1.1694338592532656,0.7715314927436556,0.25334599554869197,32.74589348430886,5.68502713944762,-,-
ND70_02-01_30June2022_150x150_sp4,4.005463496574012,0.6305930908329848,4.005463496574012,0.6305930908329848,-,1.0756132057386902,0.2542744895313658,1962.9655600293281,211.84571673572384,2042.5026242622812,306.2740438126311,1883.4284957963748,292.7637970852078,1.644379584237795,0.6253420739207333,5.811972819808303,2.008333091276757,4.861332666413735,4.136612218125158,-,-
ND70_03-01_30June2022_150x150_sp1,3.32967740996244,0.4278649948691797,3.32967740996244,0.4278649948691797,-,1.1666428602279277,0.2534374352276615,1901.5496397661323,158.6811582619715,1934.1584400657073,224.00513238939553,1868.9408394665575,224.81223412584274,1.38346214862127,0.448853806818357,3.34022313900213,1.125179529448642,19.00077940621865,15.599026400653573,-,-
ND70_03-01_30June2022_150x150_sp2,3.785437827732229,0.5325105018938195,3.785437827732229,0.5325105018938195,-,1.3253107775577238,0.2988406613747531,2190.200471118107,202.7068817083192,2233.256019526002,287.69180701989063,2147.1449227102125,285.6461862886884,1.0115008430774841,0.3487442264167212,4.327313029436095,1.4679161078944687,7.43394574576432,15.920091336763024,-,-
ND70_03-01_30June2022_150x150_sp3,4.138503826647383,0.5828660686072006,4.138503826647383,0.5828660686072006,-,1.4613642201223715,0.3297675043690057,2365.0277397618943,217.19886765452037,2418.2752520251393,309.30611355578344,2311.7802274986493,305.010033537653,0.7733647542044951,0.25763383519559674,4.475207103887182,1.518399866592844,3.204685487879925,16.236227827479244,*,-
ND70_03-01_30June2022_150x150_sp4,5.023220644622521,0.7903239886890766,5.023220644622521,0.7903239886890766,-,1.6225767386011911,0.3784540998047364,2823.577666145795,294.45759962992,2940.248659343366,429.509819704712,2706.9066729482242,402.9173943831202,3.621611133179471,1.2149510671795198,6.383103058737686,2.1300400622436233,3.3215477387419448,4.9357083647671605,*,-
ND70_0503_29June2022_100x60_256s_sp1,5.223679787162407,0.7362124419311116,5.223679787162407,0.7362124419311116,-,1.8456850769404565,0.420997985680105,1418.4273727165378,141.36855260763042,1446.785780327317,197.8590233993049,1390.0689651057583,201.9704867671977,4.243180232458109,1.4820779082119064,2.048683356228583,0.7152670652077067,10.297461063071497,7.23163280158835,-,-
ND70_0503_29June2022_95x80_256s_sp2,4.503060861773341,0.578503389816254,4.503060861773341,0.578503389816254,-,1.6046600307255825,0.3535876316049076,1001.3624126216598,93.32005974250686,1075.5431847960533,136.41817510319723,927.1816404472664,127.3758835215427,1.940781168852899,0.6564263782846418,2.3652768307632077,0.8104989507750284,9.4529326413587,9.412718099512213,-,-
