,AVG_BL_BP,PCA1_BP,PCA2_BP,PCA3_BP,PCA4_BP,m_BP,b_BP,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5
AC4_OL53_101220_256s_30x30_a,0.8280983360215974,1.0634411972226587,0.4855567195456432,-0.021804577804156976,-0.009614359089591216,0.0002570135944408328,0.4920596404595274,0.7981025299600534,0.012520972629153833,0.18517065515888584,0.012774751080217923,0.10369689883636769,0.0026784178726595564,0.10768055100683796,0.17547175867640083,0.0559867955062126,0.007112526539278132,0.0007749507730133961
AC4_OL53_101220_256s_30x30_b,0.8330948411644462,1.097075231606809,0.4883714813270899,-0.01971404341326286,-0.010735938289856905,0.00026516249471932333,0.4907500000943821,0.7981025299600534,0.012520972629153833,0.18517065515888584,0.012774751080217923,0.10369689883636769,0.0026784178726595564,0.10768055100683796,0.17547175867640083,0.0559867955062126,0.007112526539278132,0.0007749507730133961
AC4_OL53_101220_256s_30x30_c,0.8245157563354341,1.0360524154509947,0.4918349768122503,-0.02847788766243432,-0.011205337524316059,0.00025209672392325077,0.4937423960297104,0.7981025299600534,0.012520972629153833,0.18517065515888584,0.012774751080217923,0.10369689883636769,0.0026784178726595564,0.10768055100683796,0.17547175867640083,0.0559867955062126,0.007112526539278132,0.0007749507730133961
AC4_RH1_OL2_022120_256s_30x30_a,1.6092087820180776,2.1620814173092904,0.434425522031719,-0.011941228200991907,-0.3906545920140286,0.0006562334484839017,0.7648051304502219,0.8929760319573902,0.015275586607567676,0.15829737151824247,0.012837372409042518,0.10439285117755137,0.0028193872343784806,0.11165034090570757,0.11983437177900545,0.06421540233853779,0.010509554140127388,0.001409001405478902
AC4_RH1_OL2_022120_256s_30x30_b,1.628933936343622,2.410061079565606,0.4372294679345584,0.0291852729159923,-0.4011038515293984,0.0006994828889993808,0.7495604361673578,0.8929760319573902,0.015275586607567676,0.15829737151824247,0.012837372409042518,0.10439285117755137,0.0028193872343784806,0.11165034090570757,0.11983437177900545,0.06421540233853779,0.010509554140127388,0.001409001405478902
AC4_RH1_OL2_022120_256s_30x30_c,1.6357527300760484,2.4961977858261246,0.4410494989818349,0.040955870222137904,-0.4076547215333541,0.0007144096771568723,0.7440858846406674,0.8929760319573902,0.015275586607567676,0.15829737151824247,0.012837372409042518,0.10439285117755137,0.0028193872343784806,0.11165034090570757,0.11983437177900545,0.06421540233853779,0.010509554140127388,0.001409001405478902
AC4_RH1_OL3_MI1_022120_256s_20x25_a,0.9971534776791834,4.305130025877899,0.2459411723718733,0.3261095267290987,-0.3550847354659443,0.0008018740568029584,0.2688323756110338,0.8209054593874834,0.014023489344652295,0.16575127500980777,0.016218924165570792,0.13139580201547799,0.0036652034046920244,0.12752950050118597,0.13980676707550635,0.056793521666244476,0.008174097664543524,0.0009863009838352314
AC4_RH1_OL3_MI1_022120_256s_20x25_b,1.013765521661364,4.4314777455648,0.2422819895056489,0.3359207324039634,-0.3708027966335027,0.0008259864634032158,0.26441305033569396,0.8209054593874834,0.014023489344652295,0.16575127500980777,0.016218924165570792,0.13139580201547799,0.0036652034046920244,0.12752950050118597,0.13980676707550635,0.056793521666244476,0.008174097664543524,0.0009863009838352314
AC4_RH1_OL3_MI1_022120_256s_20x25_c,1.0047053970934705,4.3025391694660735,0.2500584127605555,0.31514939327796626,-0.3657580032246303,0.000807569484593193,0.2712289426487676,0.8209054593874834,0.014023489344652295,0.16575127500980777,0.016218924165570792,0.13139580201547799,0.0036652034046920244,0.12752950050118597,0.13980676707550635,0.056793521666244476,0.008174097664543524,0.0009863009838352314
AC4_RH1_OL3_MI2_022120_256s_20x20_a,0.7041201340035147,0.956786529827778,0.0914219887542756,-0.2051791383916812,-0.07824088543006111,0.0002614670248742288,0.4980526977992393,0.7951065246338217,0.01051761700848922,0.16702628481757553,0.018285428016782516,0.14851622960859642,0.0035242340429731006,0.12752950050118597,0.14747474026969867,0.05340527179411057,0.0070063694267515925,0.0007749507730133961
AC4_RH1_OL3_MI2_022120_256s_20x20_b,0.7023844704198398,0.9417804905359956,0.09160071578472936,-0.21083968986807503,-0.0741915246717216,0.00025956700573769026,0.4987180523554517,0.7951065246338217,0.01051761700848922,0.16702628481757553,0.018285428016782516,0.14851622960859642,0.0035242340429731006,0.12752950050118597,0.14747474026969867,0.05340527179411057,0.0070063694267515925,0.0007749507730133961
AC4_RH1_OL3_MI2_022120_256s_20x20_c,0.7455707602480394,1.5667373823202118,0.11296289118072955,-0.12346136691953224,-0.1043596346828784,0.00036074347038917207,0.4639708545863912,0.7951065246338217,0.01051761700848922,0.16702628481757553,0.018285428016782516,0.14851622960859642,0.0035242340429731006,0.12752950050118597,0.14747474026969867,0.05340527179411057,0.0070063694267515925,0.0007749507730133961
AC4_RH3_OL1BIG_022120_256s_20x25_a,1.2825957883368624,2.50715973214422,0.3408077972161811,0.010752886697261273,-0.3150561536881193,0.000500300510343457,0.5659816244963058,0.8979693741677763,0.014774747702401522,0.16133777952138093,0.012649508422568727,0.10258337509047381,0.0033832646812541763,0.1089211103502347,0.116267872618916,0.0709919020828056,0.011252653927813164,0.0012681012649310116
AC4_RH3_OL1BIG_022120_256s_20x25_b,1.2632819762185776,2.213551562356744,0.3281331657068328,-0.03351403859123999,-0.2985848305357098,0.000453799552168963,0.5830440783054536,0.8979693741677763,0.014774747702401522,0.16133777952138093,0.012649508422568727,0.10258337509047381,0.0033832646812541763,0.1089211103502347,0.116267872618916,0.0709919020828056,0.011252653927813164,0.0012681012649310116
AC4_RH3_OL1BIG_022120_256s_20x25_c,1.2530839519340744,2.0872783976052287,0.3195976689997552,-0.04860951569358165,-0.2833889987472868,0.0004228023069549294,0.5924908168896903,0.8979693741677763,0.014774747702401522,0.16133777952138093,0.012649508422568727,0.10258337509047381,0.0033832646812541763,0.1089211103502347,0.116267872618916,0.0709919020828056,0.011252653927813164,0.0012681012649310116
AC4_RH3_OL1SMALL_022120_256s_20x25_a,1.4210067098741477,4.280960155163586,0.4464951477503781,0.3349814440523873,-0.494425963041482,0.0008838414791310114,0.4473448143986104,0.8979693741677763,0.014774747702401522,0.16133777952138093,0.012649508422568727,0.10258337509047381,0.0033832646812541763,0.1089211103502347,0.116267872618916,0.0709919020828056,0.011252653927813164,0.0012681012649310116
AC4_RH3_OL1SMALL_022120_256s_20x25_b,1.4133135733505753,4.209219165327963,0.4577570644554179,0.3282973427866012,-0.4889072736140743,0.0008708609385459009,0.4505720759170699,0.8979693741677763,0.014774747702401522,0.16133777952138093,0.012649508422568727,0.10258337509047381,0.0033832646812541763,0.1089211103502347,0.116267872618916,0.0709919020828056,0.011252653927813164,0.0012681012649310116
AC4_RH3_OL1SMALL_022120_256s_20x25_c,1.4306926979742076,4.321659251475042,0.452751812447761,0.3356904409519995,-0.5033289460750485,0.0008944309267542674,0.4460916649905384,0.8979693741677763,0.014774747702401522,0.16133777952138093,0.012649508422568727,0.10258337509047381,0.0033832646812541763,0.1089211103502347,0.116267872618916,0.0709919020828056,0.011252653927813164,0.0012681012649310116
AC4_RH3_OL2_022120_256s_30x30_a,1.130746900592397,2.4128448414015025,0.15175865142447134,0.1956495310413393,-0.09006945562924723,0.0005946227990854017,0.5355264201447504,0.8219041278295607,0.023038589637643055,0.15388387602981562,0.01903688396267769,0.15450141974277604,0.0031013259578163282,0.10668810353212055,0.1027151758105761,0.06389271187452504,0.011146496815286625,0.001409001405478902
AC4_RH3_OL2_022120_256s_30x30_b,1.1296335540417812,2.312806513933788,0.1386838218972349,0.18147146435360054,-0.0893055308136666,0.0005808227001049838,0.5428141481425818,0.8219041278295607,0.023038589637643055,0.15388387602981562,0.01903688396267769,0.15450141974277604,0.0031013259578163282,0.10668810353212055,0.1027151758105761,0.06389271187452504,0.011146496815286625,0.001409001405478902
AC4_RH3_OL2_022120_256s_30x30_c,1.1338842307930683,2.3726247194559136,0.1397512660150304,0.1909959170309489,-0.08586140241564699,0.0005908704133406722,0.5394299714091139,0.8219041278295607,0.023038589637643055,0.15388387602981562,0.01903688396267769,0.15450141974277604,0.0031013259578163282,0.10668810353212055,0.1027151758105761,0.06389271187452504,0.011146496815286625,0.001409001405478902
AC4_RH3_OL3_022120_256s_20x20_a,1.7445221977561742,3.841634198337361,0.5982907152071324,-0.03994734079678396,-0.4759716730363743,0.0006476687883927978,0.879822622570894,0.8833222370173103,0.015150376881276137,0.181247548058062,0.01177280981902436,0.09562385167863706,0.002537448510940632,0.09229761514871826,0.13534864312539455,0.06986248545876096,0.009978768577494692,0.0015499015460267922
AC4_RH3_OL3_022120_256s_20x20_b,1.7870119789130443,4.398766406105489,0.6175400191517131,0.022115944813642676,-0.5134760577439756,0.0007362151950764582,0.8526042526031389,0.8833222370173103,0.015150376881276137,0.181247548058062,0.01177280981902436,0.09562385167863706,0.002537448510940632,0.09229761514871826,0.13534864312539455,0.06986248545876096,0.009978768577494692,0.0015499015460267922
AC4_RH3_OL3_022120_256s_20x20_c,1.710170722604761,3.93658720006738,0.6196501852484696,-0.010616840835083559,-0.461171440962745,0.000632257696937875,0.8690686187870316,0.8833222370173103,0.015150376881276137,0.181247548058062,0.01177280981902436,0.09562385167863706,0.002537448510940632,0.09229761514871826,0.13534864312539455,0.06986248545876096,0.009978768577494692,0.0015499015460267922
21ALV1846-9_44x44_s1_EP_103um,1.355521427015041,3.5204773650478494,0.10024980308547413,0.4670724947318944,0.10316863090280266,0.00016602493166457483,0.7220026165998568,0.8267310252996006,0.007136954398617684,0.17114554727344056,0.0,0.09785089917042482,0.0022555097875027845,0.17243774873214834,0.24002539347401985,0.0333984630253199,0.007537154989384288,0.0009158509135612863
21ALV1846-9_44x44_s2_EP_103um,1.3876582903399268,3.0604821314425648,0.21272554337334196,0.413959980127938,0.07161857021925187,8.638805563961528e-05,0.9215173735051012,0.8267310252996006,0.007136954398617684,0.17114554727344056,0.0,0.09785089917042482,0.0022555097875027845,0.17243774873214834,0.24002539347401985,0.0333984630253199,0.007537154989384288,0.0009158509135612863
21ALV1846-9_44x44_s3_EP_103um,1.3404768472048556,3.269956134199393,0.10324254231265824,0.4478771500489707,0.108715581200354,0.00011650002458065988,0.7557810211665881,0.8267310252996006,0.007136954398617684,0.17114554727344056,0.0,0.09785089917042482,0.0022555097875027845,0.17243774873214834,0.24002539347401985,0.0333984630253199,0.007537154989384288,0.0009158509135612863
23WOK5-4_44x44_s1_EP_147um,1.421374730939081,0.21575486966682167,0.06149851180357733,-0.17053324145985224,0.14585729575561687,-0.0004084638340731168,1.2368472424988413,0.8468708388814914,0.015901635239025366,0.16888976069046685,0.0,0.1128834697399922,0.0021145404257838602,0.18782068459026807,0.19152100489680335,0.05082374808200855,0.0020169851380042463,0.0011272011243831216
23WOK5-4_44x44_s2_EP_147um,1.4903809198232634,1.9878918399690115,-0.05353283972466838,0.11200315935416988,0.06905497894037385,-0.0001304616057997351,0.9562083955946848,0.8468708388814914,0.015901635239025366,0.16888976069046685,0.0,0.1128834697399922,0.0021145404257838602,0.18782068459026807,0.19152100489680335,0.05082374808200855,0.0020169851380042463,0.0011272011243831216
23WOK5-4_44x44_s3_EP_147um,1.5115786509159304,1.8328892547940587,-0.06302381073861499,0.09805011698833116,0.08356263134047831,-0.00017714444578705626,1.0528157692981686,0.8468708388814914,0.015901635239025366,0.16888976069046685,0.0,0.1128834697399922,0.0021145404257838602,0.18782068459026807,0.19152100489680335,0.05082374808200855,0.0020169851380042463,0.0011272011243831216
ALV1833-11_44x44_s1_EP_108um,1.265266236151814,0.9889372329967864,-0.1954568825014137,-0.009286259463793314,0.12605174542424713,-0.0002844837691348017,0.9084213292844702,0.8510319573901466,0.013021811534319987,0.1683012946253433,0.0,0.10508880351873505,0.0021145404257838602,0.18732446085290935,0.2125633499413311,0.046144736353823636,0.002653927813163482,0.0012681012649310116
ALV1833-11_44x44_s2_EP_108um,1.2585973255000344,1.0077185792093308,-0.19914330582969156,-0.007757304954433191,0.1315394407155747,-0.000284466929373913,0.8858968415978613,0.8510319573901466,0.013021811534319987,0.1683012946253433,0.0,0.10508880351873505,0.0021145404257838602,0.18732446085290935,0.2125633499413311,0.046144736353823636,0.002653927813163482,0.0012681012649310116
ALV1833-11_44x44_s3_EP_108um,1.2686275181387894,1.0263842136216006,-0.1936190748851716,-0.010367390665702277,0.1240106162196918,-0.00027530698236194993,0.8889526082655583,0.8510319573901466,0.013021811534319987,0.1683012946253433,0.0,0.10508880351873505,0.0021145404257838602,0.18732446085290935,0.2125633499413311,0.046144736353823636,0.002653927813163482,0.0012681012649310116
CD33_12-2-2_VG9764_44x44_s1_EP_105um,1.3725435623234752,0.1799340104071397,-0.9899921305538246,-0.15424309640685274,0.2213531924822024,-0.0003667027022926565,0.9629181883526176,0.8455392809587217,0.02103523401697844,0.13750490388387604,0.0,0.1689772284393965,0.0031013259578163282,0.16747551135856134,0.1963357787629241,0.04130437939363235,0.0009554140127388534,0.0008454008432873412
CD33_12-2-2_VG9764_44x44_s2_EP_105um,1.3676654953669884,0.2409772387854653,-0.9872489395475906,-0.1586664867233668,0.214988583587964,-0.00034942157388845015,0.9358029136531378,0.8455392809587217,0.02103523401697844,0.13750490388387604,0.0,0.1689772284393965,0.0031013259578163282,0.16747551135856134,0.1963357787629241,0.04130437939363235,0.0009554140127388534,0.0008454008432873412
CD33_12-2-2_VG9764_44x44_s3_EP_105um,1.3759942053259977,0.2748114133639391,-0.9835350738429504,-0.15255811995465846,0.21168437026916967,-0.00034295110613414843,0.9443924685466868,0.8455392809587217,0.02103523401697844,0.13750490388387604,0.0,0.1689772284393965,0.0031013259578163282,0.16747551135856134,0.1963357787629241,0.04130437939363235,0.0009554140127388534,0.0008454008432873412
CD33_22-1-1_VG9812_44x44_s1_EP_73um,0.8281874698526461,-1.7651066490243927,-0.6258365982375557,-0.16616270592600374,0.34162332353288577,-0.0006402941247934631,0.9947723934194821,0.8538615179760319,0.012646182355445372,0.14584150647312671,0.0,0.1326485162296086,0.0023964791492217083,0.1915423626204583,0.21969634826151,0.034205189185351786,0.000743099787685775,0.0004931504919176157
CD33_22-1-1_VG9812_44x44_s2_EP_73um,0.9190006327672908,-0.34999069131913635,-0.6197287308864539,-0.0494012925091686,0.2374130504428065,-0.0003564356361670175,0.7231647785179642,0.8538615179760319,0.012646182355445372,0.14584150647312671,0.0,0.1326485162296086,0.0023964791492217083,0.1915423626204583,0.21969634826151,0.034205189185351786,0.000743099787685775,0.0004931504919176157
CD33_22-1-1_VG9812_44x44_s3_EP_73um,0.8968145864007363,-0.6666066028568579,-0.6329905679761035,-0.09455199266584996,0.2686428070077472,-0.00039189648484133866,0.7190145618912228,0.8538615179760319,0.012646182355445372,0.14584150647312671,0.0,0.1326485162296086,0.0023964791492217083,0.1915423626204583,0.21969634826151,0.034205189185351786,0.000743099787685775,0.0004931504919176157
ETFSR_Ol8_256s,0.2882853545664467,-2.0088973569271262,-0.11445512894600475,-0.5175068848502703,0.13380389712151305,-0.00036959993439480163,0.6475378211009439,0.7553262316910786,0.00976635865073999,0.08571989015300119,0.016657273467342977,0.08629809030677581,0.0023964791492217083,0.39946010857375375,0.21042345044527744,0.0238790943369437,0.0070063694267515925,0.0023953023893141336
ETFSR_Ol8_256s_2,0.3814230327652859,-0.28123629282261786,-0.02413683809865656,-0.34843741387366256,0.07316963744780018,-0.00012186090751598447,0.5612059172753723,0.7553262316910786,0.00976635865073999,0.08571989015300119,0.016657273467342977,0.08629809030677581,0.0023964791492217083,0.39946010857375375,0.21042345044527744,0.0238790943369437,0.0070063694267515925,0.0023953023893141336
ETFSR_Ol8_highres_256s,0.32939117821946445,-1.3616946342487901,-0.0633249668754322,-0.436723857104081,0.1048028487584212,-0.0002622086067726206,0.609650405209369,0.7553262316910786,0.00976635865073999,0.08571989015300119,0.016657273467342977,0.08629809030677581,0.0023964791492217083,0.39946010857375375,0.21042345044527744,0.0238790943369437,0.0070063694267515925,0.0023953023893141336
Fiege63_256s,1.5294260475446562,-2.0474988420718216,0.5644702162021608,-0.6466623979458476,0.3160792127746666,-0.0008899812486277772,1.9161690846818735,0.7786284953395474,0.034057045551298425,0.14584150647312671,0.0,0.14712432492622907,0.0019735710640649364,0.26101368585067636,0.17475845884438296,0.04727415297786827,0.009766454352441613,0.002818002810957804
Fiege63_256s_2,1.7441879156360234,-1.2708426079798458,0.8394349717704697,-0.5067361093608376,0.05635547207375227,-0.0005954955684043218,1.868209992369333,0.7786284953395474,0.034057045551298425,0.14584150647312671,0.0,0.14712432492622907,0.0019735710640649364,0.26101368585067636,0.17475845884438296,0.04727415297786827,0.009766454352441613,0.002818002810957804
Fiege63_256s_3,1.7780929429761057,-0.3522459672285373,0.5311384921955468,-0.4482307141566207,0.21948745965308056,-0.0005516568680106859,1.8894302213496263,0.7786284953395474,0.034057045551298425,0.14584150647312671,0.0,0.14712432492622907,0.0019735710640649364,0.26101368585067636,0.17475845884438296,0.04727415297786827,0.009766454352441613,0.002818002810957804
Fiege73_256s,0.9385091367175404,-1.7153923162654658,1.0,-0.7499999999999999,0.7499999999999999,-0.0013385040062469714,2.010563463927547,0.7786284953395474,0.034057045551298425,0.14584150647312671,0.0,0.14712432492622907,0.0019735710640649364,0.26101368585067636,0.17475845884438296,0.04727415297786827,0.009766454352441613,0.002818002810957804
Fiege73_256s_2,0.9079656351941882,-1.9672755688205392,1.0,-0.7499999999999999,0.7499999999999999,-0.001391587596462368,2.0293228079419534,0.7786284953395474,0.034057045551298425,0.14584150647312671,0.0,0.14712432492622907,0.0019735710640649364,0.26101368585067636,0.17475845884438296,0.04727415297786827,0.009766454352441613,0.002818002810957804
Fiege73_256s_2_highres,0.87988086996052,-1.7954221335270222,1.0,-0.7499999999999999,0.7499999999999999,-0.0013718812386321955,2.0105760804477555,0.7786284953395474,0.034057045551298425,0.14584150647312671,0.0,0.14712432492622907,0.0019735710640649364,0.26101368585067636,0.17475845884438296,0.04727415297786827,0.009766454352441613,0.002818002810957804
Fiege73_2_256s,0.9079656351941882,-1.9672755688205392,1.0,-0.7499999999999999,0.7499999999999999,-0.001391587596462368,2.0293228079419534,0.7786284953395474,0.034057045551298425,0.14584150647312671,0.0,0.14712432492622907,0.0019735710640649364,0.26101368585067636,0.17475845884438296,0.04727415297786827,0.009766454352441613,0.002818002810957804
STD_C1'_256s_20x50,0.7990923472300303,3.1989859646315626,0.3244841847823654,0.4975624563535527,-0.15331334273604474,0.0005699780490515746,0.3010663844590476,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_020320_256s_20x50_a,0.5180857346123793,-0.3579166196618789,0.5585583430252344,-0.2131032467079055,-0.19866497497760927,-2.430505382957695e-05,0.528324529992616,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_020320_256s_20x50_b,0.5309683819210834,-0.27614591475593675,0.5534404830610103,-0.2115926401396597,-0.20790181523639945,-4.8340758870347846e-06,0.5280426886276492,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_020320_256s_20x50_c,0.5236965579246128,-0.5764533058769702,0.5470303219556925,-0.2504124222674676,-0.19929133002897312,-4.600565908625606e-05,0.5372671445963174,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_020520_256s_20x50_a,0.6394730889087741,1.0379888123445988,0.5170951485903273,-0.10619953820925786,-0.2703927509131363,0.00018076045030207143,0.4625859693257973,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_020520_256s_20x50_b,0.6290443948950093,0.944203040547278,0.5148081659680795,-0.11004890288135456,-0.2630113533803128,0.000158998363668517,0.4636904387359601,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_020520_256s_20x50_c,0.6262212661405062,0.9947312558908544,0.5204646433102837,-0.09815880628093868,-0.2577818409486995,0.0001631818764078161,0.4601167790113204,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021220_256s_20x50_a,0.5762793366501218,1.4725603982950473,-0.00036760855155169685,-0.026408807865755824,0.1879338858068026,3.989339641680161e-05,0.4658577907029168,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021220_256s_20x50_b,0.5828896669758621,1.967348618541596,0.02163791864389431,0.032867785383259934,0.1713867961192313,0.00010925316544602077,0.4538645416565937,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021220_256s_20x50_c,0.6997546611351079,3.14465068168729,-0.0020611658852760528,0.1972663045310224,0.0869964835066693,0.00031188974548992964,0.3943609921294571,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021420_256s_20x50_a,0.6706836179582953,2.243014887488103,0.04230502864456792,0.01607246155250028,0.10006337660736406,0.00018128854676143635,0.4303562013807647,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021420_256s_20x50_b,0.6685131330859021,2.204840204486876,0.04290637673368403,0.009437148031992665,0.1023124414130773,0.00017576193916522495,0.4324222110899009,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021420_256s_20x50_c,0.6692867078410439,2.2531109207451645,0.04675150028075771,0.019237485342909408,0.10175140452544428,0.00018251247744967468,0.4291814231741895,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021720_256s_20x50_a,0.5648891637013784,1.816212110746405,-0.007053960624511476,0.1547241972610315,0.18539442435213996,0.00011535391857010593,0.4398130009985479,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021720_256s_20x50_b,0.5552807882960626,1.7209469112779734,-0.010764240912446849,0.1449922675676188,0.19441286767806956,9.758390900794326e-05,0.4445374608854143,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021720_256s_20x50_c,0.5753648150273051,1.9333001713776499,-0.006802076945617514,0.16917912874622942,0.17963357393286425,0.00013575579736854686,0.4337771058857151,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021920_256s_20x50_a,0.6724213934712183,2.360082297185594,-0.03628855453634918,0.2949330450876165,0.1098517247159706,0.0002696797842619892,0.3940609903258095,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021920_256s_20x50_b,0.6870794464203973,2.5941036149589305,-0.02815551897411944,0.3201174394539701,0.08620137906798961,0.00030793298763037713,0.3827486369215933,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_021920_256s_20x50_c,0.6686423109395812,2.466943950063364,-0.02198132402137549,0.30182639999764777,0.09058356839956602,0.00028393606892896094,0.3897704655197603,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_022120_256s_20x50_a,0.5386272034693319,0.6513258184829432,-0.040488637865189886,0.040797211833487,0.1970138167396349,-1.2134838301257347e-05,0.4818739433810197,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_022120_256s_20x50_b,0.5494357035500065,0.778294313096751,-0.039308277768092315,0.06900637148509711,0.20140804947317728,9.033365279558708e-06,0.4755804705575752,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_C1_022120_256s_20x50_c,0.5459431921117256,0.7195784663418112,-0.03868201598741363,0.05554667781044967,0.19790785226232,2.422730157414046e-06,0.478873558617708,0.7734687083888149,0.010893246187363835,0.17703020792467636,0.012211159120796544,0.10870775569289015,0.0021145404257838602,0.15258879923780033,0.21024512548727295,0.03146232024124339,0.003184713375796178,0.0009863009838352314
STD_CN92C_OL2_020320_256s_20x25_a,0.4986690614367683,1.1431522610906395,0.0850927740362058,0.35599688721592315,0.004255292963118094,0.0001010895794973208,0.3717409331572057,0.7699733688415445,0.013021811534319987,0.1730090231463319,0.0,0.1373809921496576,0.002537448510940632,0.14191998888458826,0.20275547725108511,0.03436653441735816,0.003397027600849257,0.0011976511946570668
STD_CN92C_OL2_020320_256s_20x25_b,0.5248218908037252,1.3762094608283542,-0.06828676764077952,0.36779421559604497,0.0304462374706551,0.00011238122789249136,0.3842653335504373,0.7699733688415445,0.013021811534319987,0.1730090231463319,0.0,0.1373809921496576,0.002537448510940632,0.14191998888458826,0.20275547725108511,0.03436653441735816,0.003397027600849257,0.0011976511946570668
STD_CN92C_OL2_020320_256s_20x25_c,0.4728286895243795,0.804172829760643,0.11602327768289995,0.3120366342766783,0.026482157296067697,5.472843381148254e-05,0.3840025810117612,0.7699733688415445,0.013021811534319987,0.1730090231463319,0.0,0.1373809921496576,0.002537448510940632,0.14191998888458826,0.20275547725108511,0.03436653441735816,0.003397027600849257,0.0011976511946570668
STD_CN92C_OL2_020520_256s_20x25_a,0.4910625207415759,1.1355512956573235,-0.07959583736015728,0.3381967764198909,0.059490414892337924,6.868487895773405e-05,0.3983746974123117,0.7699733688415445,0.013021811534319987,0.1730090231463319,0.0,0.1373809921496576,0.002537448510940632,0.14191998888458826,0.20275547725108511,0.03436653441735816,0.003397027600849257,0.0011976511946570668
