,AVG_BL_BP,PCA1_BP,PCA2_BP,PCA3_BP,PCA4_BP,m_BP,b_BP,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5
AC4_OL21_012821_256s_20x25_b,1.2320082272216588,6.437053295785903,0.10003977690983658,0.4836287719162522,-0.456355879006442,0.0011968668289021305,0.11372559989140572,0.8382157123834887,0.01565121578644229,0.17173401333856417,0.013025236395516313,0.10564556539168199,0.002537448510940632,0.09378628636079435,0.1467614404376808,0.06469943803455691,0.009023354564755838,0.001409001405478902
AC4_OL21_012821_256s_20x25_c,1.2440372511725215,6.538774289441018,0.12250510059475,0.480848175222676,-0.4609087957881261,0.0012251512755949395,0.10901646570301426,0.8382157123834887,0.01565121578644229,0.17173401333856417,0.013025236395516313,0.10564556539168199,0.002537448510940632,0.09378628636079435,0.1467614404376808,0.06469943803455691,0.009023354564755838,0.001409001405478902
AC4_OL24_020320_256s_25x25_CO2_a,1.4120063354649919,1.1321225601453049,0.40603838994484537,-0.3916491011990821,-0.3611763100397424,0.00015974288071710075,0.9659926139767591,0.8715046604527297,0.013773069892069218,0.16987053746567282,0.011584945832550568,0.09409275652803296,0.0023964791492217083,0.08783160151248995,0.12999889438526038,0.06986248545876096,0.010615711252653927,0.0015499015460267922
AC4_OL24_020320_256s_25x25_CO2_b,1.4447120281978345,1.38010292020061,0.4022059661813423,-0.3630022929950592,-0.3885886709624138,0.00020897716527771784,0.9564916322880496,0.8715046604527297,0.013773069892069218,0.16987053746567282,0.011584945832550568,0.09409275652803296,0.0023964791492217083,0.08783160151248995,0.12999889438526038,0.06986248545876096,0.010615711252653927,0.0015499015460267922
AC4_OL24_020320_256s_25x25_CO2_c,1.4372221862626693,1.278046395741992,0.3931290581890344,-0.3760485126574983,-0.3736944892891896,0.00019114193115313125,0.9638698712484152,0.8715046604527297,0.013773069892069218,0.16987053746567282,0.011584945832550568,0.09409275652803296,0.0023964791492217083,0.08783160151248995,0.12999889438526038,0.06986248545876096,0.010615711252653927,0.0015499015460267922
AC4_OL24_020320_256s_25x30_H2O_a,1.5123733559586632,0.6758579171903408,0.3450023292972311,-0.11223699570143793,-0.002847788794490015,0.00013063018127723296,0.9803387063193428,0.8715046604527297,0.013773069892069218,0.16987053746567282,0.011584945832550568,0.09409275652803296,0.0023964791492217083,0.08783160151248995,0.12999889438526038,0.06986248545876096,0.010615711252653927,0.0015499015460267922
AC4_OL24_020320_256s_25x30_H2O_b,1.385360668053944,0.038678273088841315,0.3710123679997024,-0.21610177297160532,0.03793600125123342,1.8348662209909024e-05,0.9752217684665856,0.8715046604527297,0.013773069892069218,0.16987053746567282,0.011584945832550568,0.09409275652803296,0.0023964791492217083,0.08783160151248995,0.12999889438526038,0.06986248545876096,0.010615711252653927,0.0015499015460267922
AC4_OL24_020320_256s_25x30_H2O_c,1.486327503232551,0.6456489137422053,0.3545134415867129,-0.13483864496196088,-0.0059392084493830105,0.00013171929260651937,0.9634463401215208,0.8715046604527297,0.013773069892069218,0.16987053746567282,0.011584945832550568,0.09409275652803296,0.0023964791492217083,0.08783160151248995,0.12999889438526038,0.06986248545876096,0.010615711252653927,0.0015499015460267922
AC4_OL27_020520_256s_20x25_a,1.666725311041955,3.0198026805807774,0.3370912307715313,0.11816870967087915,-0.180783476794056,0.0005575438638982388,0.922456535859568,0.858688415446072,0.012270553176570756,0.17183209101608474,0.013025236395516313,0.10578475585991871,0.0031013259578163282,0.10222208989589227,0.138915142285484,0.06663558081863344,0.009766454352441613,0.0011272011243831216
AC4_OL27_020520_256s_20x25_b,1.647882084378029,3.3534210575453103,0.3326406632124692,0.08451016401619907,-0.2154331544105245,0.0005952259243068788,0.9195380989457024,0.858688415446072,0.012270553176570756,0.17183209101608474,0.013025236395516313,0.10578475585991871,0.0031013259578163282,0.10222208989589227,0.138915142285484,0.06663558081863344,0.009766454352441613,0.0011272011243831216
AC4_OL27_020520_256s_20x25_c,1.6842753199666003,3.6968839377570095,0.3328750365318348,0.14455497818277266,-0.2377629364337975,0.0006477292492799183,0.8960389047852855,0.858688415446072,0.012270553176570756,0.17183209101608474,0.013025236395516313,0.10578475585991871,0.0031013259578163282,0.10222208989589227,0.138915142285484,0.06663558081863344,0.009766454352441613,0.0011272011243831216
AC4_OL29_012821_256s_10x12_a,1.5159388580632551,7.999999999999999,-0.1035190168431466,0.7168365703681141,-0.3471289252059509,0.0010781640322775731,0.5093931789763271,0.8600199733688416,0.012270553176570756,0.1753628874068262,0.01308785772434091,0.10634151773286565,0.0026784178726595564,0.09651551691626721,0.1312471690912917,0.06824903313869721,0.009978768577494692,0.0012681012649310116
AC4_OL29_012821_256s_12x22_a,1.3589782274121078,5.460849194708903,0.087217691806013,0.26788477462191657,-0.2282859076802382,0.0006900801965390425,0.6344464612336491,0.8600199733688416,0.012270553176570756,0.1753628874068262,0.01308785772434091,0.10634151773286565,0.0026784178726595564,0.09651551691626721,0.1312471690912917,0.06824903313869721,0.009978768577494692,0.0012681012649310116
AC4_OL29_012821_256s_12x22_b,1.4652191844067877,7.999999999999999,0.06521712821824488,0.7382628847318391,-0.3169483121407113,0.0010294350876648586,0.5101863650874475,0.8600199733688416,0.012270553176570756,0.1753628874068262,0.01308785772434091,0.10634151773286565,0.0026784178726595564,0.09651551691626721,0.1312471690912917,0.06824903313869721,0.009978768577494692,0.0012681012649310116
AC4_OL29_012821_256s_12x22_c,1.4965032875947752,7.999999999999999,0.044099638734326825,0.7377196696919636,-0.3465409394810914,0.001048716463074588,0.5138980284721392,0.8600199733688416,0.012270553176570756,0.1753628874068262,0.01308785772434091,0.10634151773286565,0.0026784178726595564,0.09651551691626721,0.1312471690912917,0.06824903313869721,0.009978768577494692,0.0012681012649310116
AC4_OL32_MI1_021420_256s_25x30_a,2.0892715937374007,7.999999999999999,-0.01803699131685026,0.27457857497078786,-0.34864912282915195,0.0012248579959754894,0.6594233087432367,0.8606857523302264,0.012646182355445372,0.1648685759121224,0.012962615066691715,0.10494961305049831,0.0029603565960974044,0.1059437679260825,0.1305338692592738,0.05614814073821897,0.008386411889596603,0.0013385513352049568
AC4_OL32_MI1_021420_256s_25x30_b,2.0894218034032863,7.999999999999999,-0.015720962784822573,0.2773040339109329,-0.34498599678336794,0.0012238443336688068,0.6597487244523942,0.8606857523302264,0.012646182355445372,0.1648685759121224,0.012962615066691715,0.10494961305049831,0.0029603565960974044,0.1059437679260825,0.1305338692592738,0.05614814073821897,0.008386411889596603,0.0013385513352049568
AC4_OL32_MI1_021420_256s_25x30_c,2.0661231900182377,7.84462301352424,-0.012003836091743537,0.26147481964149244,-0.3333016408162235,0.0011910336496605914,0.6657277780881985,0.8606857523302264,0.012646182355445372,0.1648685759121224,0.012962615066691715,0.10494961305049831,0.0029603565960974044,0.1059437679260825,0.1305338692592738,0.05614814073821897,0.008386411889596603,0.0013385513352049568
AC4_OL32_MI2_021220_20x35_256s_a,1.7740794803132227,2.1619283065939907,0.5793716100573456,-0.17369814535755862,-0.3797251493595136,0.00047877125962036434,0.9954956648660104,0.854693741677763,0.012896601808028449,0.17124362495096118,0.013338343039639301,0.10801180335170649,0.0031013259578163282,0.1054475441887238,0.13534864312539455,0.061472533394429395,0.008492569002123142,0.0011976511946570668
AC4_OL32_MI2_021220_20x35_256s_b,1.8198859791545292,2.8018075358641137,0.5928113246789256,-0.07600818603641894,-0.3894752095722409,0.0005839932107725527,0.9569229488335568,0.854693741677763,0.012896601808028449,0.17124362495096118,0.013338343039639301,0.10801180335170649,0.0031013259578163282,0.1054475441887238,0.13534864312539455,0.061472533394429395,0.008492569002123142,0.0011976511946570668
AC4_OL32_MI2_021220_20x35_256s_c,1.801824607962329,2.751423841246581,0.6003488517009166,-0.08534508496018024,-0.3911424670584073,0.000565124584598993,0.9553658375827704,0.854693741677763,0.012896601808028449,0.17124362495096118,0.013338343039639301,0.10801180335170649,0.0031013259578163282,0.1054475441887238,0.13534864312539455,0.061472533394429395,0.008492569002123142,0.0011976511946570668
AC4_OL36_MI1_021420_256s_20x25_H2O_a,1.1816554283908236,3.8703258323100034,0.2475023661756265,0.12287214106471606,-0.12487667899175428,0.0005921443869271219,0.5242538946916373,0.8348868175765646,0.014399118523526907,0.1809533150255002,0.013213100381990105,0.10731585101052281,0.0022555097875027845,0.09998908307777811,0.15746093791794913,0.061472533394429395,0.00881104033970276,0.001409001405478902
AC4_OL36_MI1_021420_256s_20x25_H2O_b,1.0803328490233537,2.732863947005835,0.25964711666194296,-0.02155513918440252,-0.1328969366491807,0.00040493986658878944,0.5845513988531101,0.8348868175765646,0.014399118523526907,0.1809533150255002,0.013213100381990105,0.10731585101052281,0.0022555097875027845,0.09998908307777811,0.15746093791794913,0.061472533394429395,0.00881104033970276,0.001409001405478902
AC4_OL36_MI1_021420_256s_20x25_H2O_c,1.2047989929856824,4.3683045324572,0.2471752357412552,0.2101335055298804,-0.13245512551683364,0.000654844442589122,0.4975788783435372,0.8348868175765646,0.014399118523526907,0.1809533150255002,0.013213100381990105,0.10731585101052281,0.0022555097875027845,0.09998908307777811,0.15746093791794913,0.061472533394429395,0.00881104033970276,0.001409001405478902
AC4_OL36_MI2_021420_256s_15x20_a,1.0172042255070612,2.6990522477784715,-0.02032555982050333,0.12687394394180515,0.0032192622573225713,0.00029283410068448214,0.5538124110034671,0.8134154460719041,0.011143665639946912,0.18330717928599452,0.013714071012586888,0.11135237458938813,0.002537448510940632,0.10569565605740315,0.1726185593483293,0.05501872411417434,0.007112526539278132,0.0006340506324655058
AC4_OL36_MI2_021420_256s_15x20_b,1.0463564913095664,2.9603374760809933,-0.026234661835692327,0.14548756641830748,-0.02101202116555018,0.00034073410395493736,0.5418547614193923,0.8134154460719041,0.011143665639946912,0.18330717928599452,0.013714071012586888,0.11135237458938813,0.002537448510940632,0.10569565605740315,0.1726185593483293,0.05501872411417434,0.007112526539278132,0.0006340506324655058
AC4_OL36_MI2_021420_256s_15x20_c,1.015963456541504,2.470704398034155,-0.06098648088900947,0.05980264721453778,0.05961630197709575,0.00027494328326629826,0.5602063931353245,0.8134154460719041,0.011143665639946912,0.18330717928599452,0.013714071012586888,0.11135237458938813,0.002537448510940632,0.10569565605740315,0.1726185593483293,0.05501872411417434,0.007112526539278132,0.0006340506324655058
AC4_OL3_101220_256s_30x30_a,1.2764498265538584,1.1669277539279108,0.15063954642444488,-0.22268125980521872,0.007213659518207604,0.00014963399508516036,0.7332102422667665,0.8633488681757656,0.012646182355445372,0.1785013730874853,0.013526207026113094,0.10982127943878403,0.0032422953195352525,0.08733537777513124,0.12375752085510386,0.07631629473901602,0.012101910828025477,0.0011272011243831216
AC4_OL3_101220_256s_30x30_b,1.26581782396403,1.0333549799456534,0.1453710674059435,-0.2407617624745525,0.013973541791982114,0.0001271030168353831,0.7417503011893973,0.8633488681757656,0.012646182355445372,0.1785013730874853,0.013526207026113094,0.10982127943878403,0.0032422953195352525,0.08733537777513124,0.12375752085510386,0.07631629473901602,0.012101910828025477,0.0011272011243831216
AC4_OL3_101220_256s_30x30_c,1.2775774919854124,1.191382496585888,0.15096218414800078,-0.22027697984204733,0.0061132637662233355,0.00015396161656846752,0.7326598464401995,0.8633488681757656,0.012646182355445372,0.1785013730874853,0.013526207026113094,0.10982127943878403,0.0032422953195352525,0.08733537777513124,0.12375752085510386,0.07631629473901602,0.012101910828025477,0.0011272011243831216
AC4_OL40_021420_256s_15x25_a,2.3765051668683084,6.330744006385566,0.6825580800794117,0.6978278510702589,-0.5063028848334592,0.0010948276234982713,0.9813641594081108,0.9006324900133156,0.015275586607567676,0.16781090623774028,0.012148537791971946,0.0985468515116085,0.002537448510940632,0.0860948184317345,0.12001269673700993,0.0695397949947482,0.011995753715498938,0.0013385513352049568
AC4_OL40_021420_256s_15x25_b,2.423186446603737,6.740449279561872,0.6942293179932376,0.7499999999999999,-0.5502988006837084,0.0011726662027199714,0.958605279170794,0.9006324900133156,0.015275586607567676,0.16781090623774028,0.012148537791971946,0.0985468515116085,0.002537448510940632,0.0860948184317345,0.12001269673700993,0.0695397949947482,0.011995753715498938,0.0013385513352049568
AC4_OL40_021420_256s_15x25_c,2.4031449156210005,6.860051100439008,0.7305862414538488,0.7499999999999999,-0.5689859731367731,0.0011849355691085574,0.9439933820064296,0.9006324900133156,0.015275586607567676,0.16781090623774028,0.012148537791971946,0.0985468515116085,0.002537448510940632,0.0860948184317345,0.12001269673700993,0.0695397949947482,0.011995753715498938,0.0013385513352049568
AC4_OL43_101220_256s_30x30_a,1.5451131678718608,0.5197034625613708,0.15279347353004366,-0.13496453741629538,0.18933930798319815,0.00013655676306937754,0.9869741777516274,0.8971371504660453,0.016152054691608443,0.16290702236171048,0.01177280981902436,0.09534547074216358,0.0022555097875027845,0.08832782524984865,0.12571909539315304,0.052114509938059564,0.012526539278131634,0.0016203516163007373
AC4_OL43_101220_256s_30x30_b,1.5693120386874555,0.5823100331811047,0.13873996976564867,-0.11994377751894154,0.187016148975034,0.00015816007657225262,0.9867703827347112,0.8971371504660453,0.016152054691608443,0.16290702236171048,0.01177280981902436,0.09534547074216358,0.0022555097875027845,0.08832782524984865,0.12571909539315304,0.052114509938059564,0.012526539278131634,0.0016203516163007373
AC4_OL43_101220_256s_30x30_c,1.5196235352320395,0.17209459560360074,0.13652343926189153,-0.16604472285038013,0.2137376684181665,7.866846889055987e-05,1.005493423406111,0.8971371504660453,0.016152054691608443,0.16290702236171048,0.01177280981902436,0.09534547074216358,0.0022555097875027845,0.08832782524984865,0.12571909539315304,0.052114509938059564,0.012526539278131634,0.0016203516163007373
AC4_OL44_021420_256s_25x25_a,1.4534371406303386,2.3445559685519863,0.40174473252551096,0.013675721695257314,-0.3822316925968233,0.0005990954495065661,0.6532922757545008,0.8856524633821572,0.015025167154984599,0.16820321694782267,0.012085916463147347,0.09799008963866156,0.0023964791492217083,0.08981649646192476,0.12625407026716645,0.07147593777882472,0.01029723991507431,0.0011272011243831216
AC4_OL44_021420_256s_25x25_b,1.4181130648036715,1.8144008820252315,0.3789785825485808,-0.036153933792534856,-0.3446796373182636,0.0005242420716859928,0.6801435788703116,0.8856524633821572,0.015025167154984599,0.16820321694782267,0.012085916463147347,0.09799008963866156,0.0023964791492217083,0.08981649646192476,0.12625407026716645,0.07147593777882472,0.01029723991507431,0.0011272011243831216
AC4_OL44_021420_256s_25x25_c,1.4216175546907417,1.9278692662541412,0.3816819617393604,-0.017300814416208316,-0.3488839431904465,0.0005390738042887501,0.6727951200392355,0.8856524633821572,0.015025167154984599,0.16820321694782267,0.012085916463147347,0.09799008963866156,0.0023964791492217083,0.08981649646192476,0.12625407026716645,0.07147593777882472,0.01029723991507431,0.0011272011243831216
AC4_OL45_012821_256s_20x25_a,0.5644073263641259,2.1007201994479554,0.6770814693117915,0.10056035499285627,-0.19400236953392605,0.00044563385311629844,0.2230015156906916,0.825399467376831,0.01051761700848922,0.18163985876814437,0.013150479053165508,0.1064807082011024,0.0032422953195352525,0.10966544595627276,0.16067078716202962,0.06260195001847402,0.006900212314225053,0.0011272011243831216
AC4_OL45_012821_256s_20x25_b,0.4994241788975192,1.938704554321237,0.6127815714044993,0.20219756884981774,-0.1320009065994783,0.00036783082545544194,0.2213851233615483,0.825399467376831,0.01051761700848922,0.18163985876814437,0.013150479053165508,0.1064807082011024,0.0032422953195352525,0.10966544595627276,0.16067078716202962,0.06260195001847402,0.006900212314225053,0.0011272011243831216
AC4_OL45_012821_256s_20x25_c,0.5529011497026083,2.338869744413861,0.6575664298569971,0.1986003969670848,-0.1820548017088396,0.000457555439115668,0.2038043431997916,0.825399467376831,0.01051761700848922,0.18163985876814437,0.013150479053165508,0.1064807082011024,0.0032422953195352525,0.10966544595627276,0.16067078716202962,0.06260195001847402,0.006900212314225053,0.0011272011243831216
AC4_OL46_021420_256s_30x30_a,1.2671421352181782,0.8215531162040661,0.4341515686254853,-0.17373491207892855,-0.016139681838157033,4.6458677528723997e-05,0.8966292305549893,0.808422103861518,0.01051761700848922,0.17899176147508827,0.013651449683762291,0.11093480318467792,0.0026784178726595564,0.11785313762269131,0.16691216069218615,0.058406973986308244,0.006581740976645435,0.0007749507730133961
AC4_OL46_021420_256s_30x30_b,1.271701286561795,0.9701881554183468,0.4424025540456145,-0.16262080831508507,-0.044029075776814856,6.714086239208343e-05,0.8874664832205368,0.808422103861518,0.01051761700848922,0.17899176147508827,0.013651449683762291,0.11093480318467792,0.0026784178726595564,0.11785313762269131,0.16691216069218615,0.058406973986308244,0.006581740976645435,0.0007749507730133961
AC4_OL46_021420_256s_30x30_c,1.2965993478164832,1.1295853887156722,0.4359324499258789,-0.14351332655483445,-0.04729992415209215,0.00010158892226872275,0.881304655360957,0.808422103861518,0.01051761700848922,0.17899176147508827,0.013651449683762291,0.11093480318467792,0.0026784178726595564,0.11785313762269131,0.16691216069218615,0.058406973986308244,0.006581740976645435,0.0007749507730133961
AC4_OL48_021720_256s_25x25_CO2_a,0.9211249769085172,-0.31180073387326945,0.10111547515503147,-0.1081647620519089,0.10291070184273224,0.00011551170979773037,0.6109179775052046,0.8874833555259654,0.014524328249818445,0.16614358571989019,0.011710188490199763,0.09520628027392684,0.0023964791492217083,0.09577118131022914,0.1271456950571888,0.07115324731481197,0.010934182590233545,0.001409001405478902
AC4_OL48_021720_256s_25x25_CO2_b,0.9357907126587598,0.014106853522195022,0.11925227629871557,-0.09386707111328517,0.0564438539567801,0.00016511042623706048,0.5916360299583895,0.8874833555259654,0.014524328249818445,0.16614358571989019,0.011710188490199763,0.09520628027392684,0.0023964791492217083,0.09577118131022914,0.1271456950571888,0.07115324731481197,0.010934182590233545,0.001409001405478902
AC4_OL48_021720_256s_25x25_CO2_c,0.917308954947492,-0.2985751649108332,0.1024902667526944,-0.12914420318003803,0.08265275699041437,0.0001180498615435571,0.608858692007338,0.8874833555259654,0.014524328249818445,0.16614358571989019,0.011710188490199763,0.09520628027392684,0.0023964791492217083,0.09577118131022914,0.1271456950571888,0.07115324731481197,0.010934182590233545,0.001409001405478902
AC4_OL48_021720_256s_25x25_H2O_a,0.8214781799520913,-0.8789668464699426,0.1000982438114978,-0.2939021377709317,0.011389494767078113,9.666890086748798e-06,0.6089649094432034,0.8874833555259654,0.014524328249818445,0.16614358571989019,0.011710188490199763,0.09520628027392684,0.0023964791492217083,0.09577118131022914,0.1271456950571888,0.07115324731481197,0.010934182590233545,0.001409001405478902
AC4_OL48_021720_256s_25x25_H2O_b,0.8417008020140427,-0.6665225361332419,0.10278037429962326,-0.2617284138646268,0.005425912664392235,4.782321184243612e-05,0.5975670966553013,0.8874833555259654,0.014524328249818445,0.16614358571989019,0.011710188490199763,0.09520628027392684,0.0023964791492217083,0.09577118131022914,0.1271456950571888,0.07115324731481197,0.010934182590233545,0.001409001405478902
AC4_OL48_021720_256s_25x25_H2O_c,0.8126420997338475,-0.9618402061107596,0.09928110744524526,-0.3002191627206401,0.01572892328817676,-6.819483351369443e-06,0.6129951628538612,0.8874833555259654,0.014524328249818445,0.16614358571989019,0.011710188490199763,0.09520628027392684,0.0023964791492217083,0.09577118131022914,0.1271456950571888,0.07115324731481197,0.010934182590233545,0.001409001405478902
AC4_OL49_021920_30x30_CO2_a,2.246799071797447,4.962642677654339,0.6660737265765045,0.7499999999999999,-0.5165175174388865,0.0008471015125693793,1.1650745646072007,0.8711717709720374,0.013021811534319987,0.17575519811690862,0.012085916463147347,0.09785089917042482,0.0028193872343784806,0.0900646083306041,0.13766686757945268,0.06857172360270995,0.008280254777070064,0.0009863009838352314
AC4_OL49_021920_30x30_CO2_b,2.3717517513080573,5.444552693124516,0.6100218465360713,0.7499999999999999,-0.5653456365284011,0.000996361609325668,1.1453294090828274,0.8711717709720374,0.013021811534319987,0.17575519811690862,0.012085916463147347,0.09785089917042482,0.0028193872343784806,0.0900646083306041,0.13766686757945268,0.06857172360270995,0.008280254777070064,0.0009863009838352314
AC4_OL49_021920_30x30_CO2_c,2.3815050726696803,4.877640815446645,0.6502356162944664,0.6377039112692474,-0.5876216402003249,0.0009604679552895502,1.1696711722833568,0.8711717709720374,0.013021811534319987,0.17575519811690862,0.012085916463147347,0.09785089917042482,0.0028193872343784806,0.0900646083306041,0.13766686757945268,0.06857172360270995,0.008280254777070064,0.0009863009838352314
AC4_OL49_021920_30x30_H2O_a,1.5850214569991592,-0.019946027597440925,0.7113531373409011,-0.2290834981730889,-0.009982430202874098,0.00012573180129080304,1.2569072877598886,0.8711717709720374,0.013021811534319987,0.17575519811690862,0.012085916463147347,0.09785089917042482,0.0028193872343784806,0.0900646083306041,0.13766686757945268,0.06857172360270995,0.008280254777070064,0.0009863009838352314
AC4_OL49_021920_30x30_H2O_b,1.5968816722739645,0.006577946894662779,0.6957783315636936,-0.2128948561995027,-0.01583799826751757,0.00012954443158141434,1.2543575579659108,0.8711717709720374,0.013021811534319987,0.17575519811690862,0.012085916463147347,0.09785089917042482,0.0028193872343784806,0.0900646083306041,0.13766686757945268,0.06857172360270995,0.008280254777070064,0.0009863009838352314
AC4_OL49_021920_30x30_H2O_c,1.599270984521984,-0.11465803376338968,0.6873143183362161,-0.226730498717156,-0.01832614430216163,0.00011426352199172568,1.2619501255405692,0.8711717709720374,0.013021811534319987,0.17575519811690862,0.012085916463147347,0.09785089917042482,0.0028193872343784806,0.0900646083306041,0.13766686757945268,0.06857172360270995,0.008280254777070064,0.0009863009838352314
AC4_OL50_021920_20x20_a,1.3198849906399588,3.3834751386623103,0.26292961634629924,0.3050937103116359,-0.20046449371842726,0.0005937635862103716,0.5780764904885246,0.8631824234354195,0.013397440713194602,0.16624166339741075,0.012899993737867118,0.10481042258226157,0.0031013259578163282,0.09725985252230525,0.12643239522517094,0.06841037837070357,0.01029723991507431,0.001409001405478902
AC4_OL50_021920_20x20_b,1.328092542684729,3.5627433688271815,0.2665564694346452,0.3225042061792834,-0.1991638284910629,0.0006321243205261192,0.5609321721926118,0.8631824234354195,0.013397440713194602,0.16624166339741075,0.012899993737867118,0.10481042258226157,0.0031013259578163282,0.09725985252230525,0.12643239522517094,0.06841037837070357,0.01029723991507431,0.001409001405478902
AC4_OL50_021920_256s_20x20_c,1.2722514902268405,3.009470772263514,0.2585267727004348,0.2557042616724929,-0.15640362781681438,0.0005332479106102155,0.5876115532312548,0.8631824234354195,0.013397440713194602,0.16624166339741075,0.012899993737867118,0.10481042258226157,0.0031013259578163282,0.09725985252230525,0.12643239522517094,0.06841037837070357,0.01029723991507431,0.001409001405478902
AC4_OL51_021920_15x20_a,1.5961705561421962,5.2942470015085235,0.3068092342060955,0.22496082972931644,-0.5021853893762253,0.0008318516909419818,0.6624517404901819,0.9092876165113183,0.014399118523526907,0.16094546881129856,0.012336401778445739,0.10007794666221259,0.0031013259578163282,0.0930419507547563,0.11662452253492495,0.06808768790669081,0.012738853503184712,0.0010567510541091764
AC4_OL51_021920_15x20_b,1.5625092079363945,4.876840998303582,0.2403000313982771,0.16459340551791232,-0.4555600242321482,0.0007611889694299156,0.6899352046113285,0.9092876165113183,0.014399118523526907,0.16094546881129856,0.012336401778445739,0.10007794666221259,0.0031013259578163282,0.0930419507547563,0.11662452253492495,0.06808768790669081,0.012738853503184712,0.0010567510541091764
AC4_OL51_021920_15x20_c,1.5207877833045833,4.606776393887295,0.2556897839113054,0.1462976357885244,-0.4343079092480622,0.0007019149109673233,0.7007359298300295,0.9092876165113183,0.014399118523526907,0.16094546881129856,0.012336401778445739,0.10007794666221259,0.0031013259578163282,0.0930419507547563,0.11662452253492495,0.06808768790669081,0.012738853503184712,0.0010567510541091764
