,H2OT_MEAN,H2OT_STD,H2OT_3550_M,H2OT_3550_STD,H2OT_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,PH_4500_S2N,ERR_5200,ERR_4500
ND70_02_01_06032022_150x150_sp1,2.1374572769896902,0.22763157302580606,2.829333246492065,0.218627839940964,*,0.6661044557385216,0.12172549771574895,1328.0705754922074,42.69216437513966,1357.103902873665,60.544014666711924,1278.5120308374908,59.359627575328986,1.0212229548053653,0.2935069245438161,1.4548357114559074,0.4340588154492602,12.857741200142172,11.766691243791314,-,-
ND70_02_01_06032022_150x150_sp2,2.1717105586279217,0.23023722269024807,2.8293679193316343,0.2183280515494598,*,0.6865832191255699,0.12561901960040522,1341.091672163022,43.11923107459092,1370.1881113218858,60.8977139343539,1292.3007245280744,59.96998719784612,0.6548803390857068,0.18822068392804933,1.469181087321278,0.4397909973778775,10.457765578252467,16.518787057466014,-,-
ND70_02_01_06032022_150x150_sp3,1.978912581082394,0.2054371265385224,2.824110068903359,0.21791231908428632,*,0.6619074926008558,0.1208330413020039,1364.0487375890448,43.66621711746358,1392.3383867608993,61.92012339336611,1309.9631463715436,60.56029580848629,1.0263690140913466,0.2949571570252903,1.2982931785444973,0.38849663970844467,9.700911630298629,14.42372095979456,-,-
ND70_03_01_06032022_150x150_sp1,2.938287859145948,0.299928696143281,2.540126664650788,0.19806747488643647,*,1.1209749834997802,0.208946664016523,1799.4481032883182,57.10948659310255,1870.0806455984664,83.13700792903018,1744.9638518216198,79.10193378030925,1.2760142767688898,0.3809575905119166,1.8304970088380503,0.564078254305064,11.580689266425912,15.198334915424885,-,-
ND70_03_01_06032022_150x150_sp2,3.09664497294255,0.31329832452659667,5.6286275025075385,0.439037457170835,*,1.1677653179693346,0.21750985243266405,2021.4599190417475,63.90446638183026,2031.4413477120409,90.10201232069222,1900.1452154664155,85.80565991235913,1.2123514580783046,0.36257618701404926,1.8436047447936088,0.5686197258455259,14.027749212331566,15.318743299544805,-,-
ND70_03_01_06032022_150x150_sp3,2.9252504226400102,0.291952627938656,5.660824245130257,0.4414133843967863,*,1.1336980062947168,0.21102263333189747,2004.0675163893666,63.48909020113766,2003.7004613353934,88.9706451443368,1885.0199118499897,85.26823554384295,1.1937861035384725,0.3572201118889442,1.7044002169837145,0.5250873337582065,11.369014641803767,16.103466716256317,-,-
ND70_04_02_06032022_150x150_sp1,3.048234262450996,0.2807375382595925,5.50835197885988,0.4267872953703713,*,1.2687622862410517,0.22852909711945574,3077.092558459103,95.84980117457498,3099.4170293481066,136.12246232911912,2890.4610301292632,128.0785860766842,1.0487145488307494,0.2934851305265615,1.6980889185770487,0.4965156591323497,8.68130105248685,13.866132307260566,-,-
ND70_04_02_06032022_150x150_sp2,3.3426007786364407,0.30539044926618464,5.514756478089072,0.42707513632262806,*,1.4179195932105502,0.25618550385257677,3376.8244009275177,105.06097457044179,3413.235476237579,149.41135255402114,3181.6967090822895,140.384797476431,1.6098746881910868,0.4509788476482977,1.8461271620263808,0.5396864822197066,11.124186341897428,16.804315152265488,-,-
ND70_04_02_06032022_150x150_sp3,3.300114961237245,0.2970123278378737,3.1552765810118046,0.2448482405230693,*,1.4846912268213237,0.267733549055027,3352.9822617369114,104.1926230199762,3485.17951839477,152.52354915712812,3231.5773800505604,142.25161616655956,1.503654420329751,0.42127376006771733,1.8207348388791318,0.5315116157392086,12.847285415205427,16.206091490454373,-,-
ND70_05_02_06032022_150x150_sp1,4.501550202032652,0.3981826474218598,4.282724208431332,0.32502310146561103,*,2.490016492169189,0.4707887219224985,8090.721857175868,229.588753676687,8638.464043452574,346.5707989329346,7582.704159479244,303.9629928318523,2.264637689110492,0.7076810410661107,2.022584749730487,0.6463454292610201,12.061479797531126,15.01291794988518,-,-
ND70_05_02_06032022_150x150_sp2,4.214641556309222,0.3691351848942356,4.26679745172061,0.3236332236947094,*,2.3896006021907925,0.4515147812860647,6298.098076184333,178.47545849884028,6325.363428598231,253.21049586529057,6263.438978790951,251.0170906727779,2.3789657749617015,0.7416964635017341,1.8225670338594617,0.5829977895317721,11.269867475438083,15.78809638664624,-,-
ND70_05_02_06032022_150x150_sp3,3.786216939858213,0.33329862066033683,2.0385229245333667,0.1549748903834735,*,2.163017113552548,0.409206444702679,5004.861415285633,142.1692708220675,5158.867087271264,206.77968775122406,5053.697996625419,203.15002165851976,2.3212646669791694,0.723685330967302,1.6999257046001264,0.5428057908973571,11.187829622220377,15.081535579813846,-,-
ND70_05_03_06032022_150x50_sp1,3.4079863588651325,0.3554524823630399,3.9036852595956235,0.35144315203618176,*,1.3728004866554069,0.2691694330427458,933.2991898501848,50.1428099281963,964.453617359268,69.73031362902684,891.599013091571,71.38990616786504,1.416279360007075,0.4482112857323624,2.015931719855762,0.6536724510150008,13.267829381986063,17.557494672887184,-,-
ND70_05_03_06032022_200x50_sp2,3.468026130135852,0.3126760808327289,3.468026130135852,0.3126760808327289,-,1.2219208119701908,0.24020421731333097,851.7215559144647,47.34361992323185,899.8714176090244,66.40952536629656,803.571694219905,67.49406144517424,1.238238510343294,0.3942572972611344,1.872054891510766,0.6069193000435154,11.40320321689748,16.64299268329944,-,-
ND70_05_03_06032022_80x100_sp3,2.117490451346491,0.1907875691384647,2.117490451346491,0.1907875691384647,-,0.7685252550714707,0.151471294283907,557.7363168083198,37.18230900644164,578.0776038524322,50.21593357669592,537.3950297642075,54.84939769243513,0.892729099379959,0.28383230722500086,1.118209097484135,0.3629442992618725,14.315372893338001,14.657527140334574,-,-
ND70_degassed_06032022_150x150_sp1,0.016909555501138814,0.0021136214898565143,0.016909555501138814,0.0021136214898565143,-,3.263951455884466e-14,0.002647848516906053,7.006800084666817,4.9077056786967015,6.077076841507343e-16,4.482642782746987,14.013600169333634,8.732022320008909,0.019516373618636864,0.00955925589569018,0.030186699927206902,0.017511011568008893,2.732981812138829,2.6107935985855506,*,*
ND70_degassed_06032022_150x150_sp2,0.0225728841570671,0.002475132794818959,0.0225728841570671,0.002475132794818959,-,0.006571634927719994,0.005100316795320735,44.53983465367038,9.670807424594734,44.66975071605743,12.973075575602419,44.40991859128333,14.34563958435087,0.02832405882412007,0.008808303491395664,0.01892271607629881,0.00562307338725861,1.9487460374905716,3.1371479777697853,*,*
Villa_P2_150x150_06032022_sp1,0.03707990400477004,0.003396635474276971,0.03707990400477004,0.003396635474276971,-,0.0018706470580282465,0.007056052611212479,45.91622860559564,17.38812323333096,50.897122601400966,25.46515244299214,40.93533460979032,23.683608875447742,0.09893910115004348,0.024751142765078674,0.061269424749003154,0.015119686461359408,4.842442947959223,2.519157474654858,-,*
Villa_P2_150x150_06032022_sp2,0.03626268150628447,0.0034116994574273523,0.03626268150628447,0.0034116994574273523,-,0.007081380708568277,0.008020595924884667,64.50393894247601,19.772010528771432,74.40566530301996,29.02064602312706,54.60221258193206,26.861342218879397,0.12260327807285101,0.028166552514426253,0.05323586818116104,0.012803361647775504,5.371271973094402,2.2824554840425306,-,*
Villa_P2_150x150_06032022_sp3,0.03469705283334983,0.003046097841251322,0.03469705283334983,0.003046097841251322,-,1.5099794186322207e-17,0.006698797328627635,87.3971185241838,21.868927566810907,82.23029102577779,29.544243385318353,92.5639460225898,32.25116516466902,0.12598738000200416,0.03180709815860724,0.0624918982638669,0.015041451620697423,6.951654807506137,2.181240739227949,-,*
