,H2OT_MEAN,H2OT_STD,H2OT_3550_M,H2OT_3550_STD,H2OT_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,ERR_5200,PH_4500_S2N,ERR_4500,H2O_EXP,H2O_EXP_STD,CO2_EXP,CO2_EXP_STD
CI_Ref_bas_3_1_100x100_256s_sp3,1.3629960477987515,0.2151025553260016,1.3629960477987515,0.2151025553260016,-,0.3955363431007871,0.1027149962957903,7453.728973438089,774.6571502308782,7447.918139207105,1094.298960515612,7459.5398076690735,1096.7609523637102,0.4663635766803581,0.1773953175102711,1.1143294046169203,0.4299156437914961,4.767062149786511,-,8.469502848283918,-,,,,
CI_Ref_bas_3_2_100x100_256s_051423_sp1,1.0732278948028482,0.1600864670234312,1.0732278948028482,0.1600864670234312,-,0.2365548007128391,0.0643805889445636,2895.9239534006083,287.9504575503746,2752.592451130796,385.3946019953794,3039.255455670421,427.94025840846456,1.3065161213971983,0.479678455451206,2.084650241975094,0.7730471423508933,7.262591489307305,-,6.020611203451723,-,,,,
CI_Ref_bas_3_2_100x100_256s_060223_sp1,1.6541531196079349,0.2463278556648215,1.6541531196079349,0.2463278556648215,-,0.5074746513629248,0.1251185789855319,7602.526030569248,736.5469636811288,7694.626395052949,1053.1925070051952,7510.425666085548,1029.9472132200135,0.8571142738828308,0.3356882033093921,1.3675274642706214,0.5100551017497357,4.790059034770845,-,8.71876842432635,-,,,,
CI_Ref_bas_3_3_100x100_256s_sp1,1.7179515137816948,0.3614602586371351,1.7179515137816948,0.3614602586371351,-,0.4138220255352905,0.1266736302689995,6110.914895849728,868.7020325793253,6398.301816968136,1285.4317917485218,5823.52797473132,1168.8618371698128,5.169813336904753,2.097788212721712,6.236935737236409,2.562071958961903,6.575994380471602,-,6.175296876715998,-,,,,
CI_Ref_bas_3_chip1_100x100_256s_sp1,1.6839212909873709,0.2051606355553193,1.6839212909873709,0.2051606355553193,-,0.4092225900415834,0.0930983792505697,5815.450615946513,440.3973413511392,5891.619128916934,629.9550273785044,5739.282102976091,615.5939705334639,0.8816245084319001,0.311680951793971,1.2533432800998523,0.4439586331882673,11.27077763111501,-,7.241116532324702,-,,,,
CI_Ref_bas_3_chip1_100x100_256s_sp2,1.6295261258664986,0.1864243181418152,1.6295261258664986,0.1864243181418152,-,0.4182309649082946,0.092572286723343,6996.176420519284,486.8401225614211,7074.7253367218855,695.0854070506119,6917.6275043166825,681.8427213425125,0.6902543542666176,0.2414012727110322,0.9979492271367632,0.3498495844239916,6.750575841239463,-,7.929718378287319,-,,,,
CI_Ref_bas_3_chip1_100x100_256s_sp3,1.478928672594426,0.1631562818471358,1.478928672594426,0.1631562818471358,-,0.3721201622373946,0.081781776954987,5994.760207981425,397.1855406952959,6005.742923124671,562.5829927908462,5983.77749283818,560.8259901004525,0.8509267354608696,0.296087306309512,0.9145793454591286,0.319869327318625,8.42046363561684,-,9.30165709364472,-,,,,
CI_Ref_bas_4_1_100x100_256s_sp1,1.2580725554144847,0.2701318541794156,1.2580725554144847,0.2701318541794156,-,0.4835769576748978,0.1486842447003324,2982.3532058541623,444.51594751857607,3254.17343409398,678.0522808801137,2710.5329776143444,574.998099811317,2.363559415523319,0.98833079532055,5.13153215143517,2.1562725705067645,6.8951149074415765,-,6.360581096480595,-,,,,
CI_Ref_bas_4_1_100x100_256s_sp2,1.1501820195103591,0.2173668466028253,1.1501820195103591,0.2173668466028253,-,0.3380494762373102,0.1002640814927667,2297.798596952568,299.6422079467791,2309.146650507464,423.374031991035,2286.450543397672,424.141768950592,2.7940242140398643,1.118299600636704,5.427624938692881,2.184691183862405,5.5326191542058085,-,6.290048537947887,-,,,,
CI_Ref_bas_4_2_100x100_256s_sp2,0.986870789054339,0.0911222958543912,0.986870789054339,0.0911222958543912,-,0.1101890131601125,0.0267012704280991,1249.62172432156,70.04082523217241,1223.8918217904318,96.15280926554782,1275.3516268526887,101.87004499438518,0.3984997035874827,0.139215068703506,0.5224982061029988,0.1827847745475904,14.876552840573332,-,11.961927469216194,-,,,,
CI_Ref_bas_4_2_100x100_256s_sp3,1.4248218651004525,0.1538115620416187,1.4248218651004525,0.1538115620416187,-,0.2131461993803612,0.0498781246455914,1979.7928430089405,133.60046103557636,1991.8232079227464,188.4882168092824,1967.7624780951344,189.38987533585623,0.4900471071624402,0.1842162264497638,1.4068321786404203,0.5012643412444434,7.83651234257654,-,8.874679649842996,-,,,,
CI_Ref_bas_5_1_100x100_256s_sp1,1.6140675191877432,0.1762671273937227,1.6140675191877432,0.1762671273937227,-,0.3209869479799838,0.0706320539292252,2078.852998670977,141.94706126070497,2080.8677737906846,199.84805960113255,2076.838223551269,201.6348825869757,0.7591096081570379,0.2606213033649127,0.9602132943096228,0.3309621136183916,9.410807449711983,-,9.461355675117003,-,,,,
CI_Ref_bas_5_1_100x100_256s_sp2,1.640320683856399,0.1760301425602926,1.640320683856399,0.1760301425602926,-,0.3080267343560151,0.0674117533416981,1763.7373957780471,119.03853243177956,1750.6365780161047,166.0975242255305,1776.8382135399895,170.56465419364196,0.8024226086368031,0.2734630368864203,0.9717017668348882,0.334349942853174,11.458982615852744,-,10.552240011996943,-,,,,
CI_Ref_bas_5_1_100x100_256s_sp3,1.6676549937839469,0.1931799891633593,1.6676549937839469,0.1931799891633593,-,0.3204654045265852,0.0722536229036982,1826.1957757255357,137.03606361458114,1825.0431093817049,192.41804329119375,1827.3484420693665,195.16871557682188,0.7005044848455297,0.2415388295237767,1.0053551608821043,0.350041431081979,11.04381375955302,-,12.86841779307284,-,,,,
CI_Ref_bas_5_1_100x100_256s_sp4,1.653727977808254,0.1774485581785716,1.653727977808254,0.1774485581785716,-,0.3367343173253432,0.0733018003962087,2215.051424782564,146.65798879248274,2224.25852576888,206.96755197882143,2205.8443237962474,207.84295786607208,0.8304540498281854,0.2922895944617728,1.101737092673667,0.3794405542128508,14.499595472488394,-,9.032192640467256,-,,,,
CI_Ref_bas_5_2_100x100_256s_sp1,1.594589164014954,0.1916943111534212,1.594589164014954,0.1916943111534212,-,0.3448599848807123,0.0788260033955929,2982.285797037647,226.2551461078636,3022.282942229528,323.3720809989436,2942.2886518457663,316.5376151290324,0.6918319090731664,0.2390713451260421,0.8426812278606751,0.2950795637553386,14.961991302082431,-,14.419236067500076,-,,,,
CI_Ref_bas_6_1_100x100_256s_sp1,1.6537168510693034,0.2297404032142732,1.6537168510693034,0.2297404032142732,-,0.5126416616032268,0.1199772277886625,8204.971550381739,732.3221787907524,8205.91015752544,1034.2784832225616,8204.032943238035,1037.0395910177083,0.7555499670901307,0.2631790408447292,1.1162695730204242,0.392958228678307,5.188153350545913,-,9.403531203948926,-,,,,
CI_Ref_bas_6_2_100x100_256s_sp1,1.6858566197998572,0.2253409061417662,1.6858566197998572,0.2253409061417662,-,0.5146909223520115,0.1182444259274763,8939.356395530802,761.0894883779564,8897.360331616397,1071.3260110917638,8981.352459445205,1081.336864827926,0.9923246927395004,0.3450646964838124,1.0712066315777586,0.3909648232162849,7.619684645557574,-,7.014242658513292,-,,,,
CI_Ref_bas_6_2_100x100_256s_sp2,1.7244280764466922,0.2173987916347637,1.7244280764466922,0.2173987916347637,-,0.5582553849388572,0.1247033802079753,10582.396082759637,838.2525696558978,10651.907887351908,1192.0340322861384,10512.88427816736,1178.8657039758657,1.653826523747138,0.5590737495165177,2.705662003660678,0.948129548547036,5.492904781113409,-,3.5799878588716685,*,,,,
CI_Ref_bas_7_1_100x100_256s_051423_sp1,1.3974653380178197,0.2502988157534251,1.3974653380178197,0.2502988157534251,-,0.2304233109106711,0.0724974861462393,3967.103597306166,479.1360006512692,3992.900530015605,681.2311490441741,3941.306664596727,673.9505546049548,0.5223673359823984,0.2102100303948186,1.1425881893002754,0.4524314831723663,2.8964923611268945,*,6.596874982842457,-,,,,
CI_Ref_bas_7_1_100x100_256s_060223_sp1,1.42719149195615,0.2550789803139229,1.42719149195615,0.2550789803139229,-,0.4040722077249482,0.113394267966194,4145.186875598056,500.37746440592366,4235.540765716874,720.3840473336077,4054.832985479237,694.6634090611483,0.6352009256731754,0.251499341123538,1.0942129991931353,0.4334198657372016,12.5206364900705,-,11.390223045581047,-,,,,
CI_Ref_bas_7_1_100x100_256s_sp2,1.415103979807813,0.2685126136727844,1.415103979807813,0.2685126136727844,-,0.1532375862965375,0.0588617441156013,4140.487230252276,530.5520690852907,4086.2689916356303,739.838149487483,4194.705468868921,760.6454526293239,0.4704988985881113,0.1882945727372305,0.7195658506356084,0.290332049756465,6.56532925300581,-,6.404744840874177,-,,,,
CI_Ref_bas_7_1_100x100_256s_sp3,1.3583556353089037,0.211560116075481,1.3583556353089037,0.211560116075481,-,0.3733616827110161,0.0976061222104551,6845.772142504715,699.0771943417938,6911.398776563472,997.6136237818208,6780.145508445959,979.5931564889988,1.1663680674295995,0.4416798564767212,1.1904067809146277,0.4535360165294299,10.559575172105047,-,5.803277776816344,-,,,,
CI_Ref_bas_7_1_100x100_256s_sp4,1.3948932904349776,0.2082837066011655,1.3948932904349776,0.2082837066011655,-,0.2930178418808462,0.0776051842153175,5771.867646930868,562.0333709139362,5762.562596002467,791.5165961473431,5781.17269785927,798.1400366519979,1.0859369278791742,0.4072591919929152,1.029104699275458,0.3884012835861385,4.2467984916726165,-,4.187198296486453,-,,,,
CI_Ref_bas_7_1_100x100_256s_sp5,1.3905084646437489,0.2197303007670991,1.3905084646437489,0.2197303007670991,-,0.3589592154266561,0.0954089056946583,4744.389139701126,495.7575949401788,4815.585792909264,710.1593556019659,4673.192486492988,691.9364576422334,0.4427230303529206,0.1702339293931523,0.9160950948999804,0.355812704434656,6.516878238163334,-,8.926863263718893,-,,,,
CI_Ref_bas_7_2_100x100_256s_sp1,1.3384996380487455,0.1982242328551046,1.3384996380487455,0.1982242328551046,-,0.2817434223341477,0.0748250670328599,3332.900018121759,326.07323244000844,3320.7140874347124,457.7275815494058,3345.0859488088054,464.5217677832064,1.3694073677628809,0.512144717224213,2.115776898193082,0.7981127505711451,5.7572997730777145,-,4.415497035133524,-,,,,
CI_Ref_bas_7_2_100x100_256s_sp2,1.3670706193841704,0.2071533394731186,1.3670706193841704,0.2071533394731186,-,0.2305423502675692,0.064820301850011,3097.0407406030063,312.4449859522137,3043.996917370378,432.6030288666022,3150.0845638356345,450.9346919479114,1.7936365037731294,0.6740525726510798,0.7926417166088758,0.3124230966429026,11.663222827472792,-,6.537669613630105,-,,,,
CI_Ref_bas_7_2_100x100_256s_sp3,1.3131479612751598,0.2077164540899387,1.3131479612751598,0.2077164540899387,-,0.3049956553699559,0.0827093342534981,2815.234217387762,298.8033906712187,2848.467539687826,426.6202080106834,2782.0008950876977,418.48424489267103,2.36168603835364,0.8981873894316641,1.4741015599214098,0.5629364468419275,8.498377899573162,-,8.608521582449304,-,,,,
CI_Ref_bas_8_1_100x100_256s_051423_sp1,1.0773542899888158,0.1339574696820561,1.0773542899888158,0.1339574696820561,-,0.2810922783561993,0.0684129377367215,7046.830937031673,543.0998629146671,7020.561417462451,763.7243603908779,7073.100456600896,772.3696949889122,1.834423822771906,0.70438957266478,2.0219635008381847,0.7580749846857294,4.653584859560714,-,4.547231891788055,-,,,,
CI_Ref_bas_8_1_100x100_256s_060223_sp1,1.291135608001269,0.1604859795826443,1.291135608001269,0.1604859795826443,-,0.2128836467921112,0.0546832232241348,3777.2719228390088,294.41865707163464,3785.56979096722,416.1675078722634,3768.974054710798,416.5741085555472,1.533329799981508,0.5938845200221228,1.8447069873856237,0.6909686972406852,9.475600705466965,-,5.106807170167577,-,,,,
CI_Ref_bas_8_1_100x100_256s_sp2,1.2242597777758917,0.1550610319868847,1.2242597777758917,0.1550610319868847,-,0.2831933494125018,0.0700017294588166,4722.60886927538,374.6097581623378,4750.0492581081335,532.1435374074554,4695.168480442628,527.402255623979,0.2296750400863815,0.0864671534229553,1.7017436443121932,0.6461816644034297,2.5018755211430403,*,11.367583636026287,-,,,,
CI_Ref_bas_8_1_100x100_256s_sp3,1.4116961090354103,0.1746538756162826,1.4116961090354103,0.1746538756162826,-,0.2766083737006458,0.0676764542116237,3876.722793255478,300.8971943519159,3871.959914667249,424.19408412961593,3881.4856718437054,426.867503172653,3.1019337702941567,1.2349513178137586,1.5901004528629294,0.5949569163741719,6.095612597256756,-,3.2529616130830354,*,,,,
CI_Ref_bas_8_1_100x100_256s_sp4,1.3176040978308352,0.169421895838205,1.3176040978308352,0.169421895838205,-,0.3203967008544233,0.0782993944078497,4622.45476273844,373.934253267201,4672.260057738523,533.7576523104353,4572.649467738358,523.8416475100556,1.0296594027011854,0.398030580585383,2.396117105245316,0.9238012466377664,10.30406028808344,-,6.306144960138536,-,,,,
CI_Ref_bas_8_2_100x100_256s_sp1,1.2621799959279012,0.1613513541439813,1.2621799959279012,0.1613513541439813,-,0.2601989889116506,0.0651385246493734,3573.705090284754,288.52391747298134,3580.527249993884,407.8423433355474,3566.882930575624,408.2264405919739,0.6925806750978671,0.2644152716073811,0.6436024442375402,0.2417646888866615,10.291518457101429,-,3.930785035922727,*,,,,
CI_Ref_bas_8_2_100x100_256s_sp2,1.2629819528393174,0.1843947977117885,1.2629819528393174,0.1843947977117885,-,0.2915634450136997,0.0773213629240008,4110.003947562123,390.43539436820777,4105.361734507307,550.3436484306246,4114.646160616939,553.9684624000728,1.1076037165740005,0.431413267793764,1.086005419120598,0.4527120489800083,8.399106629250968,-,10.15097803997841,-,,,,
CI_Ref_bas_8_2_100x100_256s_sp3,1.496447309104498,0.2611413525605217,1.496447309104498,0.2611413525605217,-,0.3877556657870825,0.1091817244396054,5197.362578883383,605.1809258522567,5262.137989149792,862.9770156240284,5132.587168616976,848.6733662406426,2.4255825650395995,0.982268102816094,1.775324153489955,0.7201543855417419,6.422707841599576,-,9.509556336642705,-,,,,
CI_Ref_bas_9_1_100x100_256s_050923_sp1,1.0171046368930774,0.1619118671886605,1.0171046368930774,0.1619118671886605,-,0.3955091932495251,0.104781601113812,10937.128281932048,1136.9482463687789,11001.435711431232,1617.0874412433766,10872.820852432862,1598.6348760918215,0.7363485052780117,0.287762668333532,1.3403895640839392,0.5296473854577389,6.368927358250972,-,7.528849347850897,-,,,,
CI_Ref_bas_9_1_100x100_256s_050923_sp2,1.014894214620926,0.1485952963473896,1.014894214620926,0.1485952963473896,-,0.5110586038358944,0.1269947336990559,8880.87925239253,837.232926132282,8966.78447945017,1195.1152825538056,8794.97402533489,1172.8321925179366,1.963193335690863,0.7530285792347975,1.5577894743042933,0.5997396990710108,6.805822221836553,-,6.781097458480075,-,,,,
CI_Ref_bas_9_1_100x100_256s_050923_sp3,0.7259590375199177,0.0966677581268612,0.7259590375199177,0.0966677581268612,-,0.2814969099711082,0.0711957931073185,6385.62134473276,539.8894077025315,6473.281077425898,772.6509127998994,6297.961612039622,754.2763798151466,1.0754136184196696,0.410677737049143,1.3650980054371071,0.5142915044946595,6.577513922354469,-,8.0448835565705,-,,,,
CI_Ref_bas_9_1_100x100_256s_050923_sp4,0.9103479183159892,0.1294956868081921,0.9103479183159892,0.1294956868081921,-,0.2654668710517567,0.070232403974472,7895.358503750007,723.5139345769501,7961.389193615872,1029.435068045163,7829.327813884142,1016.9331810826744,0.9369965311666448,0.3581357479081878,1.165143014838412,0.4453017225681674,9.33572735548063,-,5.988335192633545,-,,,,
CI_Ref_bas_9_1_100x100_256s_051423_sp1,2.412665985688603,0.3832832318162064,2.412665985688603,0.3832832318162064,-,0.543514175015908,0.1400233999439878,13786.25400189971,1432.2835259847768,13789.831867976593,2028.5445327946416,13782.676135822829,2022.5606229971224,1.5067912158017258,0.5952167378141796,1.646782036509458,0.6451056962252625,11.055674478198997,-,7.727156714275046,-,,,,
CI_Ref_bas_9_1_100x100_256s_051423_sp2,2.1927636611453964,0.321266504859495,2.1927636611453964,0.321266504859495,-,0.6071027255796178,0.1495567675395159,13959.568612627842,1315.6618161584615,14013.916183884872,1866.4380419283389,13905.221041370813,1854.797318747316,1.1919867877253003,0.4581551713602102,1.3605082280834555,0.5226732631900889,6.436365683579775,-,8.424533016822956,-,,,,
CI_Ref_bas_9_1_100x100_256s_051423_sp3,1.80715051578245,0.2407395496100323,1.80715051578245,0.2407395496100323,-,0.4457573735790152,0.1070313844020829,10152.568433403434,854.7999543971414,10153.65678550313,1208.7088935545912,10151.480081303736,1209.0304623091413,0.9844085104544288,0.3840099483215182,1.3213929491732272,0.4978563025059282,9.838814366376994,-,8.437277155270337,-,,,,
CI_Ref_bas_9_1_100x100_256s_060223_sp1,1.4677480733606192,0.2332249914331267,1.4677480733606192,0.2332249914331267,-,0.2758047307544425,0.0773172785125177,2294.7856861942128,247.8158422929601,2341.1063500129662,355.44227289482984,2248.4650223754597,345.41505092400706,0.4797588440701641,0.2102657505411475,2.549632140888853,0.9995179620697175,3.098961889856199,*,9.918930794805023,-,,,,
CI_Ref_bas_9_1_100x100_256s_060223_sp2,1.3514084172340808,0.1976349323113923,1.3514084172340808,0.1976349323113923,-,0.2285565369598773,0.0632188767497732,2173.537685560368,213.31556604242283,2073.155443021427,287.23554598325694,2273.9199280993093,315.45184099589164,0.2648924360103195,0.1242361908707571,2.6136111596045257,1.0053064255093098,2.497271506859122,*,16.584362714890677,-,,,,
CI_Ref_bas_9_1_100x100_256s_060223_sp3,1.3888757635625195,0.1849854982605506,1.3888757635625195,0.1849854982605506,-,0.2718857477404538,0.0691419472641318,2594.656197665152,225.3003338842744,2579.160704824404,315.51302499102576,2610.1516905059,321.70249121583504,1.999829188190989,0.7788220050445345,1.6161364560988571,0.6093392703972911,6.340616331024637,-,3.1997564826568365,*,,,,
CI_Ref_bas_9_1_100x100_256s_060223_sp4,1.5761290491298658,0.2248560922898892,1.5761290491298658,0.2248560922898892,-,0.2036830442223235,0.0571569408943855,2303.3034751578325,218.7275184469568,2308.9574750095016,307.7955486884401,2297.649475306164,310.8517484451992,0.4158715575551543,0.1588677407064742,0.3240070331383967,0.1237894168915667,4.929377889065619,-,6.460608605388444,-,,,,
CI_Ref_bas_9_2_100x100_256s_sp1,1.2555930654203673,0.1771752919749358,1.2555930654203673,0.1771752919749358,-,0.2989767921564499,0.0770057455240739,3587.6500615672894,328.2722150402431,3609.483804397945,465.8151886513516,3565.8163187366345,462.6735335973046,1.7789380079777266,0.6776651629102539,1.358060935514173,0.5521895313942595,11.954591507707208,-,6.717632196741117,-,,,,
CI_Ref_bas_9_2_100x100_256s_sp2,1.2029772604822015,0.1830083663331072,1.2029772604822015,0.1830083663331072,-,0.1460976294128124,0.0490000635673364,2913.23934863984,294.05837139421743,2856.20340778403,406.7863213852371,2970.2752894956493,424.7425006776984,0.6484343150289295,0.2529444379556522,1.1686293893943562,0.4542406923208744,5.911100293880807,-,6.312482825341969,-,,,,
CI_Ref_bas_9_chip2_100x100_256s_sp1,0.8748931863593554,0.0946382089230343,0.8748931863593554,0.0946382089230343,-,0.3566515617138951,0.0797474756907419,8988.840230841884,578.7566017640953,9038.042682140076,822.7546199232423,8939.637779543693,814.1938661873198,0.5170634147133468,0.1917038472856914,0.5779426911422334,0.2105276588726794,11.445125962489673,-,7.036321860765878,-,,,,
CI_Ref_bas_9_chip2_100x100_256s_sp3,0.779308428337316,0.0821613226998583,0.779308428337316,0.0821613226998583,-,0.3186471993333991,0.0710963213151522,7898.94439061474,489.0837242091849,7959.477065677141,697.385281089877,7838.411715552339,685.9047505772921,0.4651585946333476,0.1785179695222582,0.5776687673155118,0.2101184746534042,8.664934622495114,-,8.248669118406978,-,,,,
CI_Ref_bas_9_chip2_100x100_256s_sp4,0.813928698901924,0.0873938995473168,0.813928698901924,0.0873938995473168,-,0.3321251969466714,0.0743432312095818,8259.98761388762,525.0051273951326,8332.415126228347,748.5588255562649,8187.560101546896,736.3295592644254,0.5335539102386614,0.1996835869698186,0.5424881664234328,0.1992916453483038,10.241353483649158,-,5.446902637507486,-,,,,
ETFSR_Ol8_256s,3.8556528781501047,0.431668209138338,3.8556528781501047,0.431668209138338,-,2.202152585931719,0.7257769878445909,5147.938746257716,319.487900536596,5281.801687412098,462.9287618613933,5014.075805103335,440.4395938135046,6.711469286549232,44872.455669716175,3.1313515491021047,5.251756489673143,3.971779757841812,*,6.745442167174278,-,4.16,0.42,,
ETFSR_Ol8_256s_2,3.804797018510667,0.4260821407170859,3.804797018510667,0.4260821407170859,-,2.177312284377188,0.7192511049274157,4990.4096502962,310.3352245306553,5152.446748591446,451.8193568483581,4828.372552000955,425.5479704041664,8.301151392900827,10318.770969318672,2.242178519823686,3.753602048386771,2.903693472115888,*,4.182583432928491,-,4.16,0.42,,
ETFSR_Ol8_highres_256s,3.887569285172003,0.4354820061111619,3.887569285172003,0.4354820061111619,-,2.204981202061094,0.7277867307957484,5166.516080500095,321.18781558447256,5327.284042654428,467.4171425643474,5005.748118345762,440.6446032310859,8.136341410741275,10938.711572894132,4.633796949917855,7.663390805359059,3.91601279835911,*,2.4756666827960334,*,4.16,0.42,,
FAB1_50x50_051823_sp1,0.0198717729721489,0.0067198089329241,0.0198717729721489,0.0067198089329241,-,1.3452076398471983e-27,0.0012498823789838,12.052085657909917,7.635102828151695,9.64870964611936,9.60603090309274,14.455461669700473,11.870271735500726,0.1184218577774822,0.0356291036477532,0.0889678679280407,0.0253870361634485,2.079510152907512,*,1.4166125026436711,*,,,,
FAB1_50x50_051823_sp2,0.0124681613455073,0.0037561003297416,0.0124681613455073,0.0037561003297416,-,1.9419077396132425e-45,0.0013931531826758,30.902666035771382,9.930447382813716,31.3515237046316,12.887249677381408,30.453808366911176,15.11204607735696,0.3010839047968401,0.0814663489665692,0.0714904033568301,0.0201474661330384,6.688810129577866,-,2.242898490290164,*,,,,
FAB1_75x75_051823_sp3,0.0203580917426064,0.0016283370458897,0.0203580917426064,0.0016283370458897,-,9.019089129071994e-26,0.0013399060967924,13.276709278898783,8.347684046102648,7.4803684850341154,10.062355847672,19.07305007276345,13.32232376610957,0.152515050404061,0.0412956686931619,0.0359733017635438,0.0156411036942812,7.578433956940274,-,2.3073454567205776,*,,,,
Fiege63_256s,3.1495131877340388,0.4633705000751675,1.8759673342017904,0.1438807026457011,*,1.0695882987158734,0.2354897778739433,539.3094921860863,18.272120981563795,532.8896338933096,25.715004473829055,561.4664235652949,26.69971385644628,1.96466992639542,0.8882154536006722,2.125876350971064,0.9082856739670044,14.39779690652776,-,18.60371608916945,-,2.97,0.29,,
Fiege63_256s_2,3.2684529736954984,0.4797688420270022,2.035100434587745,0.1562611465537267,*,1.110453339290988,0.2443881882873761,546.7198294971065,18.35367417671595,522.3499273332255,24.93306784274953,586.4962344054815,27.655629816475983,1.862588702601076,0.8426074189288224,2.20405195132505,0.9435582947378004,9.591360576342794,-,16.026534681609373,-,2.97,0.29,,
Fiege63_256s_3,3.2782865339357388,0.487326837126331,2.2059194334152505,0.1692735329442145,*,1.0763682708764175,0.2369359950629063,574.3925281568011,19.58327310820248,561.4931437876088,26.857219399198684,601.3392459080505,29.12873745175481,1.829924151792568,0.82817121377106,2.2420051214415846,0.9563702329772642,13.0798674275825,-,13.663194287913903,-,2.97,0.29,,
Fiege73_256s,4.101355526904642,0.499806543401743,1.7104591512282503,0.1311868895124177,*,2.0626952094440365,0.4540411272023018,1342.3497254817269,42.39544067457528,1419.7385159547002,63.36692249989017,1337.943208135552,59.77419553340766,3.905585207705921,1.7634242297619729,2.1501537098205006,0.9204273404615512,12.603066408149706,-,12.913711331390102,-,4.4,0.44,,
Fiege73_256s_2,4.12451059190779,0.503751708634387,1.727067474790705,0.1323229655166891,*,2.061116550479892,0.4530123419610255,1356.2840688711683,42.87071067402192,1440.0629690910396,64.24490299473987,1346.417719306717,60.13577596299611,3.869185803737993,1.7527068704314603,2.1757794572305524,0.932053249125943,13.311042120104794,-,13.278696181748645,-,4.4,0.44,,
Fiege73_256s_2_highres,4.0695191584281405,0.4980234595506234,1.670624207066505,0.127972756231373,*,2.028679271727494,0.445666223137671,1312.6491851950009,41.52339410291941,1389.6764164904316,62.08177631282631,1307.2796868554472,58.35509038074176,3.86439207556108,1.752615249675025,2.1519177437558605,0.921424536347807,13.203937299491754,-,13.587428985696356,-,4.4,0.44,,
Fiege73_2_256s,4.12451059190779,0.5039332776772746,1.727067474790705,0.1321909088166705,*,2.061116550479892,0.4525625962652296,1356.2840688711683,42.89266321767342,1440.0629690910396,64.36983724364543,1346.417719306717,60.21879013309393,3.869185803737993,1.7509201495147924,2.1757794572305524,0.9306078870357825,13.311042120104794,-,13.278696181748645,-,4.4,0.44,,
Glass_exp_ND70_4_01_33um_full_apt400um_dried_best,6.5136279202871785,0.7810281688275896,6.5136279202871785,0.7810281688275896,-,2.723051619245278,0.5416027057746998,5060.157985918647,360.11198431143595,5168.511843483947,519.675997412835,4951.804128353347,498.6576207096956,2.2721008899516537,0.6388590208315882,3.263463350655221,0.9626134332743136,9.436511075692634,-,17.33109669883665,-,,,,
Glass_exp_ND70_4_01_33um_reflected_apt400um_CaF2,0.8485803317357464,0.1016927149941613,0.8485803317357464,0.1016927149941613,-,0.4427612203468481,0.0905690193575546,825.0425523301589,66.37196742053776,794.2955387367001,90.95716895725668,855.7895659236176,96.68374037227132,2.9883516871193536,0.8567501058817623,3.558612941488733,1.0867278708008437,11.662906378584632,-,9.516046816588194,-,,,,
Helo_60x25_050323_sp1,0.3074415049414822,0.0227705260578855,0.3074415049414822,0.0227705260578855,-,0.1118871235333202,0.0209967836914208,2025.329373056092,58.91012347078458,2145.772453714854,88.10841959549181,1904.8862923973293,78.22094978812962,0.4888060262241278,0.1511265273210063,0.2221358571213436,0.06934375059937,9.882870448672112,-,4.655203499718509,-,,,,
Helo_60x35_050323_sp2,0.2954211018801023,0.0218935796010309,0.2954211018801023,0.0218935796010309,-,0.1101155028019355,0.0206607792844029,1929.325575105055,56.12527464321597,2032.259633751436,83.45190464452392,1826.3915164586729,75.07306724989309,0.4763682591800142,0.1471887316541763,0.1832216740717603,0.0571846075267163,12.895951334453974,-,6.606764516856285,-,,,,
Helo_NS1_100x100_256s_sp1,0.3408931199029248,0.0275154508024103,0.3408931199029248,0.0275154508024103,-,0.1882479591356996,0.0366280072730953,4029.768749805176,148.9880891385534,3974.213692390301,207.30061717546425,4085.323807220052,214.0473240648005,0.5073554742266141,0.1560593499281271,0.1895851825272058,0.0595926157009759,24.69165639674756,-,8.41878411944438,-,0.37,0.037,4395.0,177.0
Helo_NS1_100x100_256s_sp2,0.3516791992414014,0.0284014966399757,0.3516791992414014,0.0284014966399757,-,0.1961382737655923,0.0380188138119149,4171.042157227548,153.8627944692482,4122.554178358398,215.13008101575372,4219.5301360967,220.03201205665437,0.5089176587626706,0.1587436796539305,0.2352060621235022,0.0738817912954601,23.954251835291547,-,11.74149561481048,-,0.37,0.037,4395.0,177.0
Helo_NS1_100x100_256s_sp3,0.3530897714192758,0.0285311315775843,0.3530897714192758,0.0285311315775843,-,0.1862003020241604,0.0362007219039148,4104.448708920377,151.34760201856702,4040.550924688099,210.5471920132169,4168.346493152655,217.47244993891016,0.4823930543330176,0.1477001994508661,0.2804199598402988,0.090596133246448,21.84388990068251,-,7.805230198171453,-,0.37,0.037,4395.0,177.0
INSOL_MX1_BA4_100x100_128s_highres_99umthick_sp1,0.1515562528818986,0.0120319252488148,0.1515562528818986,0.0120319252488148,-,0.2843811554201623,0.0548139366365005,7426.926594525734,256.7643827040814,7573.69169582531,370.03463272236144,7280.161493226158,356.0704473663308,0.3515481678188737,0.1113174561665505,0.0839232355473469,0.0269824837252537,17.295481760866938,-,3.2512652670677995,*,,,,
