,H2Ot_MEAN,H2Ot_STD,H2Ot_3550_M,H2Ot_3550_STD,H2Ot_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,ERR_5200,PH_4500_S2N,ERR_4500,Density,Density_Sat,Tau,Eta,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
AC4_OL44_021420_256s_25x25_a,2.910015687,0.262134745,2.910015687,0.262134745,-,1.396072716,0.213535795,574.4821862,46.88916764,569.6447835,62.93264774,579.3195888,69.5259521,1.207129205,0.23631176,1.953393312,0.442046165,8.694807448,-,13.26531807,-,2660.803493,2660.803493,0.705809878,0.531013069,66.09828412,7.523348146,37.2996903,8.643962705,249.0632195,19.866307,1.008613849,0.300785166,0.860558923,0.279505138
AC4_OL44_021420_256s_25x25_b,2.936886484,0.265111297,2.936886484,0.265111297,-,1.39772524,0.213995616,592.396761,47.21696608,583.5918567,63.25056515,601.2016653,70.12227572,1.353148484,0.266080071,1.746017326,0.37861213,7.005671635,-,13.63685129,-,2660.115328,2660.115328,0.705809878,0.531013069,66.09828412,7.523348146,37.2996903,8.643962705,249.0632195,19.866307,1.008613849,0.300785166,0.860558923,0.279505138
AC4_OL44_021420_256s_25x25_c,2.931871724,0.263918091,2.931871724,0.263918091,-,1.402994253,0.214908932,608.7034498,47.4145382,605.9698467,63.8157417,611.437053,70.14345902,1.320572289,0.260318196,1.867845955,0.412710522,7.011534293,-,9.187838512,-,2660.243702,2660.243702,0.705809878,0.531013069,66.09828412,7.523348146,37.2996903,8.643962705,249.0632195,19.866307,1.008613849,0.300785166,0.860558923,0.279505138
AC4_OL45_012821_256s_20x25_a,3.111870883,0.403808916,3.111870883,0.403808916,-,1.268665462,0.239495964,1062.287911,104.2862462,1216.5127,158.9804571,908.0631223,135.0099954,2.371076323,0.581625458,3.170733525,0.802017733,5.049320998,-,4.037711263,-,2713.242319,2713.242319,0.685645161,0.437967773,64.6591546,7.415855853,34.79421333,8.521090534,280.1826325,18.0666445,0.914333146,0.296446371,0.789326614,0.275448199
AC4_OL45_012821_256s_20x25_b,3.054991381,0.396851439,3.054991381,0.396851439,-,1.266689194,0.238887373,1123.829892,109.8790528,1297.118326,168.6882975,950.5414582,140.8470207,1.827600816,0.461716013,3.016204202,0.763890975,3.500037192,*,4.405124776,-,2714.786516,2714.786516,0.685645161,0.437967773,64.6591546,7.415855853,34.79421333,8.521090534,280.1826325,18.0666445,0.914333146,0.296446371,0.789326614,0.275448199
AC4_OL45_012821_256s_20x25_c,3.080835141,0.40040497,3.080835141,0.40040497,-,1.274221943,0.239836557,1103.540855,108.1501999,1283.616385,167.1011571,923.4653253,137.3428783,2.166862524,0.536601276,3.267052239,0.826625404,4.810401907,-,5.369114504,-,2714.084459,2714.084459,0.685645161,0.437967773,64.6591546,7.415855853,34.79421333,8.521090534,280.1826325,18.0666445,0.914333146,0.296446371,0.789326614,0.275448199
AC4_OL46_021420_256s_30x30_a,2.792430106,0.227992331,2.52651965,0.209732163,*,1.053587255,0.168711861,445.1173006,29.09791031,462.060069,40.55740529,430.6904794,41.91488587,0.925891683,0.203734188,1.74673471,0.424594233,7.03623337,-,10.1856615,-,2750.043202,2742.293038,0.677953395,0.411713777,64.11020339,7.375005996,33.83850741,8.474000916,288.9633978,17.54152263,0.878370083,0.294779542,0.762155284,0.273898706
AC4_OL46_021420_256s_30x30_b,2.761476945,0.221390521,2.536760358,0.21074364,*,1.05250922,0.168533318,437.9733742,28.71144506,459.3503575,40.07127286,418.6888776,41.36889435,0.967827497,0.212321518,1.71556442,0.410924059,8.101344182,-,10.58588753,-,2749.72028,2743.167323,0.677953395,0.411713777,64.11020339,7.375005996,33.83850741,8.474000916,288.9633978,17.54152263,0.878370083,0.294779542,0.762155284,0.273898706
AC4_OL46_021420_256s_30x30_c,2.79407298,0.225803293,2.538806463,0.21077392,*,1.052843396,0.168690974,424.8794814,28.35566575,441.9973305,39.14103799,410.0667176,41.13795477,0.982788162,0.216269848,1.748808882,0.419936938,7.789735098,-,12.87779459,-,2749.685377,2742.246665,0.677953395,0.411713777,64.11020339,7.375005996,33.83850741,8.474000916,288.9633978,17.54152263,0.878370083,0.294779542,0.762155284,0.273898706
AC4_OL48_021720_256s_25x25_CO2_a,3.015651784,0.319294795,3.015651784,0.319294795,-,1.308785703,0.215239655,942.3131037,79.5369441,941.0822741,109.9962849,943.5439334,114.9143995,1.500899094,0.31520743,1.678661614,0.379563352,5.863921947,-,9.840502555,-,2656.748987,2656.748987,0.703638987,0.528132634,65.94335043,7.511748413,37.02995586,8.630774,250.026594,19.81186669,0.998463785,0.300320174,0.852890201,0.279068732
AC4_OL48_021720_256s_25x25_CO2_b,3.026404515,0.320706374,3.026404515,0.320706374,-,1.319057458,0.217088962,930.5356273,77.99032653,946.2432002,109.2988121,914.8280544,111.2822259,1.636302683,0.355826822,1.730341613,0.393580812,5.002526171,-,6.891871965,-,2656.474894,2656.474894,0.703638987,0.528132634,65.94335043,7.511748413,37.02995586,8.630774,250.026594,19.81186669,0.998463785,0.300320174,0.852890201,0.279068732
AC4_OL48_021720_256s_25x25_CO2_c,3.031998461,0.320963284,3.031998461,0.320963284,-,1.31481518,0.21634196,954.1492537,79.37252415,957.5884013,110.2844657,950.710106,114.1811148,1.353102361,0.281706434,1.880834521,0.426715716,6.060270748,-,7.050932789,-,2656.332348,2656.332348,0.703638987,0.528132634,65.94335043,7.511748413,37.02995586,8.630774,250.026594,19.81186669,0.998463785,0.300320174,0.852890201,0.279068732
AC4_OL48_021720_256s_25x25_H2O_a,3.230003795,0.342479871,3.230003795,0.342479871,-,1.361999666,0.224214117,834.3233262,74.34354681,835.4895821,101.8212737,833.1570702,108.3525728,1.654869083,0.343510872,1.86567487,0.421697724,6.439988766,-,6.966119752,-,2651.306806,2651.306806,0.703638987,0.528132634,65.94335043,7.511748413,37.02995586,8.630774,250.026594,19.81186669,0.998463785,0.300320174,0.852890201,0.279068732
AC4_OL48_021720_256s_25x25_H2O_b,3.238655424,0.342896966,3.238655424,0.342896966,-,1.367616576,0.225001183,862.545747,75.54074648,867.9717453,104.1776627,857.1197488,109.4195234,1.563808159,0.334852265,1.958235097,0.438412188,6.97345608,-,6.590530867,-,2651.088108,2651.088108,0.703638987,0.528132634,65.94335043,7.511748413,37.02995586,8.630774,250.026594,19.81186669,0.998463785,0.300320174,0.852890201,0.279068732
AC4_OL48_021720_256s_25x25_H2O_c,3.236576325,0.342426158,3.236576325,0.342426158,-,1.364545425,0.224533821,848.4940611,74.64146629,856.6460184,102.9215443,840.3421038,108.1320936,1.602050668,0.346930708,2.076591917,0.468949994,7.4375038,-,6.943553751,-,2651.140657,2651.140657,0.703638987,0.528132634,65.94335043,7.511748413,37.02995586,8.630774,250.026594,19.81186669,0.998463785,0.300320174,0.852890201,0.279068732
AC4_OL49_021920_30x30_CO2_a,1.781840843,0.112478486,1.91674938,0.150576006,*,0.910890756,0.133006937,211.5735838,18.25555583,172.0026246,23.19759931,250.5626757,28.17051625,1.674100213,0.344759661,0.868499888,0.180902767,6.268239021,-,6.474868883,-,2695.26561,2698.976958,0.705990303,0.49904767,66.1111608,7.524312503,37.32210818,8.645058409,259.7541895,19.25788234,1.009457431,0.300823789,0.861196278,0.279541405
AC4_OL49_021920_30x30_CO2_b,1.939655672,0.124632919,1.95752388,0.154001667,*,0.941502526,0.13740017,283.084916,20.38015533,249.3636427,26.0854486,316.7032839,31.33064716,1.848671842,0.36606537,0.997800599,0.208166969,8.486637316,-,6.880427756,-,2694.230714,2694.720499,0.705990303,0.49904767,66.1111608,7.524312503,37.32210818,8.645058409,259.7541895,19.25788234,1.009457431,0.300823789,0.861196278,0.279541405
AC4_OL49_021920_30x30_CO2_c,1.978161442,0.123691359,2.093778446,0.164300958,*,1.042388914,0.151939392,391.4361671,24.30552967,379.1353642,32.46081252,402.8179411,35.97475118,1.811641917,0.353183057,0.933450327,0.19464452,6.943733753,-,5.044033818,-,2690.523881,2693.686051,0.705990303,0.49904767,66.1111608,7.524312503,37.32210818,8.645058409,259.7541895,19.25788234,1.009457431,0.300823789,0.861196278,0.279541405
AC4_OL49_021920_30x30_H2O_a,2.543892757,0.160705458,2.421719244,0.189807549,*,1.300106729,0.189707468,748.7150671,36.8173443,740.7461673,50.76172121,758.5245296,53.5575299,1.818721421,0.350549488,1.246912848,0.259793842,12.19593131,-,8.15732984,-,2681.962854,2678.670373,0.705990303,0.49904767,66.1111608,7.524312503,37.32210818,8.645058409,259.7541895,19.25788234,1.009457431,0.300823789,0.861196278,0.279541405
AC4_OL49_021920_30x30_H2O_b,2.365718939,0.146162378,2.374782931,0.186561299,*,1.293128352,0.188851903,768.0064862,37.49159093,759.7141798,51.78280791,776.1584023,54.29252985,1.75178981,0.335368625,1.072374362,0.223313377,14.99950682,-,8.373436633,-,2683.117652,2683.362909,0.705990303,0.49904767,66.1111608,7.524312503,37.32210818,8.645058409,259.7541895,19.25788234,1.009457431,0.300823789,0.861196278,0.279541405
AC4_OL49_021920_30x30_H2O_c,2.532492432,0.160464856,2.412062942,0.189040348,*,1.301720542,0.190058152,763.1603306,37.26526125,764.4088951,51.99139704,763.7614602,53.60354054,1.844734526,0.349981691,1.233840928,0.2589813,10.28872456,-,6.596751398,-,2682.216175,2678.969626,0.705990303,0.49904767,66.1111608,7.524312503,37.32210818,8.645058409,259.7541895,19.25788234,1.009457431,0.300823789,0.861196278,0.279541405
AC4_OL50_021920_20x20_a,2.667086995,0.251481033,2.667086995,0.251481033,-,1.020368143,0.162160635,368.9062948,40.16288452,396.6657086,56.88405686,341.146881,56.71360724,1.328783098,0.27882261,1.458654558,0.327529027,6.163820819,-,6.235900542,-,2685.751633,2685.751633,0.697669189,0.519730745,65.51729381,7.479883692,36.28820535,8.59445733,252.8366431,19.65264333,0.97055183,0.299038872,0.831801761,0.277868207
AC4_OL50_021920_20x20_b,2.657591341,0.250676265,2.657591341,0.250676265,-,1.010014756,0.160568105,358.6846972,39.71873106,388.878993,56.23412057,328.4904015,56.10734418,1.27999336,0.279094338,1.424113986,0.318131331,5.501376336,-,5.005486273,-,2686.004991,2686.004991,0.697669189,0.519730745,65.51729381,7.479883692,36.28820535,8.59445733,252.8366431,19.65264333,0.97055183,0.299038872,0.831801761,0.277868207
AC4_OL50_021920_256s_20x20_c,2.662226504,0.251096664,2.662226504,0.251096664,-,1.016042784,0.1616827,400.5943378,41.18114956,426.0907989,57.93795969,375.0978766,58.53837325,1.330650851,0.277488562,1.542621655,0.347558868,4.51406513,-,7.359795317,-,2685.881306,2685.881306,0.697669189,0.519730745,65.51729381,7.479883692,36.28820535,8.59445733,252.8366431,19.65264333,0.97055183,0.299038872,0.831801761,0.277868207
AC4_OL51_021920_15x20_a,2.526784312,0.226713765,2.526784312,0.226713765,-,1.156017096,0.174852735,173.6130698,32.00582518,85.78324758,42.00206819,261.4428921,48.30442682,1.557450838,0.303092131,1.412500607,0.301915159,5.756729849,-,4.148223871,-,2660.534806,2660.534806,0.709806752,0.538668634,66.38353576,7.544721611,37.79630398,8.668220225,246.502782,20.01064018,1.027301344,0.301639962,0.874677967,0.280308395
AC4_OL51_021920_15x20_b,2.489452441,0.223360763,2.489452441,0.223360763,-,1.149248654,0.174315477,186.3575258,33.37066851,97.34148209,44.08523231,275.3735696,50.10886508,2.175436981,0.470706178,1.173599927,0.291557727,5.143705601,-,4.375859616,-,2661.491346,2661.491346,0.709806752,0.538668634,66.38353576,7.544721611,37.79630398,8.668220225,246.502782,20.01064018,1.027301344,0.301639962,0.874677967,0.280308395
AC4_OL51_021920_15x20_c,2.50406054,0.225045045,2.50406054,0.225045045,-,1.150895375,0.174370485,160.2740729,31.71381697,73.96421487,40.8355558,246.5839309,48.53372158,1.645189328,0.315914232,1.284534012,0.27338715,3.889557378,*,6.246333716,-,2661.116881,2661.116881,0.709806752,0.538668634,66.38353576,7.544721611,37.79630398,8.668220225,246.502782,20.01064018,1.027301344,0.301639962,0.874677967,0.280308395
AC4_OL53_101220_256s_30x30_a,4.038927435,0.433555295,4.038927435,0.433555295,-,1.486647638,0.257608142,727.6581755,61.71781293,747.4989259,85.82123357,707.8174251,88.71904868,1.698587079,0.39313887,2.744227583,0.670000778,6.904155498,-,5.527653038,-,2702.703546,2702.703546,0.682894853,0.389547408,64.46286878,7.401239521,34.45248621,8.50426714,296.3770385,17.09125059,0.901474008,0.295851133,0.779611093,0.274894282
AC4_OL53_101220_256s_30x30_b,4.029917977,0.431661881,4.029917977,0.431661881,-,1.481722412,0.256516514,723.5482821,61.29561664,743.7556789,85.31798928,703.3408854,88.03096719,1.738736436,0.408113931,2.861719811,0.700742516,6.711914871,-,5.872115549,-,2702.945288,2702.945288,0.682894853,0.389547408,64.46286878,7.401239521,34.45248621,8.50426714,296.3770385,17.09125059,0.901474008,0.295851133,0.779611093,0.274894282
AC4_OL53_101220_256s_30x30_c,4.016843807,0.43062865,4.016843807,0.43062865,-,1.491813505,0.258465718,739.638927,61.49916456,769.6433991,86.39196221,709.6344548,87.55008756,1.551704961,0.368098945,2.759270209,0.671071023,6.121114181,-,5.91834076,-,2703.296249,2703.296249,0.682894853,0.389547408,64.46286878,7.401239521,34.45248621,8.50426714,296.3770385,17.09125059,0.901474008,0.295851133,0.779611093,0.274894282
AC4_RH1_OL2_022120_256s_30x30_a,3.166895977,0.23274779,2.773356774,0.233771399,*,1.241824433,0.18805449,541.7511405,38.09677795,570.5078025,53.05685329,517.2507194,55.27258606,0.889242251,0.175826218,1.937511824,0.428363844,5.16660989,-,14.66869015,-,2677.118732,2666.643556,0.699720449,0.517313006,65.6636895,7.490827007,36.54307543,8.606944048,253.6452666,19.60670548,0.980142551,0.299479568,0.83904788,0.278280788
AC4_RH1_OL2_022120_256s_30x30_b,2.939876136,0.20753815,2.744254038,0.231278741,*,1.232470491,0.187090541,539.4777757,38.39604391,557.4820448,52.59273983,523.5857846,56.09613034,0.811622163,0.160246031,1.713161059,0.3723961,5.457635269,-,13.75091965,-,2677.735579,2672.503602,0.699720449,0.517313006,65.6636895,7.490827007,36.54307543,8.606944048,253.6452666,19.60670548,0.980142551,0.299479568,0.83904788,0.278280788
AC4_RH1_OL2_022120_256s_30x30_c,2.984947601,0.212416426,2.7645557,0.23308578,*,1.233596682,0.187296277,539.6697332,38.47324075,559.1786725,53.24749433,522.5397893,55.81845985,0.898633403,0.178107075,1.757930106,0.381839922,3.454558335,*,16.58433066,-,2677.223951,2671.336002,0.699720449,0.517313006,65.6636895,7.490827007,36.54307543,8.606944048,253.6452666,19.60670548,0.980142551,0.299479568,0.83904788,0.278280788
AC4_RH1_OL3_MI1_022120_256s_20x25_a,3.057164403,0.338142133,3.057164403,0.338142133,-,1.120983662,0.202508561,1495.965742,111.579648,1523.76268,157.5358854,1468.168804,158.0585847,1.86825484,0.472286331,1.664738393,0.466919406,3.981577787,*,8.147760184,-,2752.944707,2752.944707,0.671192692,0.448262896,63.62770087,7.339172266,32.99848646,8.432508293,276.7393827,18.2702972,0.846760227,0.293308954,0.738272952,0.272535846
AC4_RH1_OL3_MI1_022120_256s_20x25_b,3.079824042,0.341116609,3.079824042,0.341116609,-,1.121278762,0.202922633,1480.413297,110.4796161,1506.724281,155.9051029,1454.102313,156.5777163,2.206835387,0.550334089,1.686866954,0.439492453,3.752459025,*,4.136939124,-,2752.302782,2752.302782,0.671192692,0.448262896,63.62770087,7.339172266,32.99848646,8.432508293,276.7393827,18.2702972,0.846760227,0.293308954,0.738272952,0.272535846
AC4_RH1_OL3_MI1_022120_256s_20x25_c,3.073788476,0.340356921,3.073788476,0.340356921,-,1.116260241,0.201841706,1471.298438,110.230406,1489.446055,154.7429577,1453.150821,157.0273436,1.621997768,0.390692457,1.765195896,0.455281304,4.35501509,-,3.577486233,*,2752.473706,2752.473706,0.671192692,0.448262896,63.62770087,7.339172266,32.99848646,8.432508293,276.7393827,18.2702972,0.846760227,0.293308954,0.738272952,0.272535846
AC4_RH1_OL3_MI2_022120_256s_20x20_a,2.65127475,0.293252891,2.65127475,0.293252891,-,1.165279191,0.216377869,1098.007653,84.51076983,1139.754734,121.3268519,1056.260572,117.6778479,1.626609788,0.420989083,2.213587632,0.596338474,2.569741625,*,3.118244372,*,2800.613584,2800.613584,0.661340227,0.420042175,62.92454327,7.287072984,31.7743123,8.371864823,286.1779284,17.70903161,0.800694747,0.291156425,0.7034689,0.270548147
AC4_RH1_OL3_MI2_022120_256s_20x20_b,2.663030001,0.294753782,2.663030001,0.294753782,-,1.15668104,0.214481386,1080.609931,84.28724678,1110.292374,119.4657653,1050.927488,118.9339767,1.482860645,0.484521784,1.839405413,0.51801521,1.727341173,*,4.337570114,-,2800.261606,2800.261606,0.661340227,0.420042175,62.92454327,7.287072984,31.7743123,8.371864823,286.1779284,17.70903161,0.800694747,0.291156425,0.7034689,0.270548147
AC4_RH1_OL3_MI2_022120_256s_20x20_c,2.63687129,0.292204492,2.63687129,0.292204492,-,1.15523007,0.214719524,1065.681676,82.99438731,1096.851846,117.6999415,1034.511505,117.0427147,1.409677954,0.453299428,1.778923776,0.507122275,2.269458853,*,2.845409551,*,2801.045088,2801.045088,0.661340227,0.420042175,62.92454327,7.287072984,31.7743123,8.371864823,286.1779284,17.70903161,0.800694747,0.291156425,0.7034689,0.270548147
AC4_RH3_OL1BIG_022120_256s_20x25_a,2.864586277,0.262848514,2.864586277,0.262848514,-,1.218908306,0.191099648,745.7220169,56.11206747,744.7276566,77.20738143,746.7163773,81.44493057,2.081216617,0.449207549,1.816742364,0.457004383,17.27310542,-,5.864630455,-,2668.569314,2668.569314,0.699009217,0.549788508,65.61292979,7.48703197,36.45470445,8.602615496,242.7836905,20.21938134,0.976817165,0.299326817,0.836535436,0.278137743
AC4_RH3_OL1BIG_022120_256s_20x25_b,2.849832872,0.261775938,2.849832872,0.261775938,-,1.223356674,0.191896839,774.0358396,57.07564543,774.7537663,78.5870417,773.317913,82.79247599,2.085474416,0.424167675,1.699439351,0.400906636,8.934621977,-,5.385631518,-,2668.948295,2668.948295,0.699009217,0.549788508,65.61292979,7.48703197,36.45470445,8.602615496,242.7836905,20.21938134,0.976817165,0.299326817,0.836535436,0.278137743
AC4_RH3_OL1BIG_022120_256s_20x25_c,2.872617831,0.263602752,2.872617831,0.263602752,-,1.214661646,0.190400862,731.1505928,55.41763034,727.8829082,76.10409816,734.4182774,80.57680346,2.236195192,0.474359535,1.686636358,0.396370364,11.00564591,-,5.555683401,-,2668.363094,2668.363094,0.699009217,0.549788508,65.61292979,7.48703197,36.45470445,8.602615496,242.7836905,20.21938134,0.976817165,0.299326817,0.836535436,0.278137743
AC4_RH3_OL1SMALL_022120_256s_20x25_a,2.728282917,0.250830582,2.728282917,0.250830582,-,1.189518548,0.186747467,695.1722045,53.87676361,670.6963888,72.50772166,719.6480202,79.7085499,0.745798653,0.150545738,2.157713751,0.483776195,2.404644994,*,9.870635848,-,2672.079,2672.079,0.699009217,0.549788508,65.61292979,7.48703197,36.45470445,8.602615496,242.7836905,20.21938134,0.976817165,0.299326817,0.836535436,0.278137743
AC4_RH3_OL1SMALL_022120_256s_20x25_b,2.742550622,0.251952856,2.742550622,0.251952856,-,1.199824823,0.188257272,763.6719462,56.61423171,746.9326295,76.83818498,780.4112629,83.16596814,0.756382183,0.152542746,2.186716942,0.500299637,3.064223507,*,8.654298719,-,2671.710739,2671.710739,0.699009217,0.549788508,65.61292979,7.48703197,36.45470445,8.602615496,242.7836905,20.21938134,0.976817165,0.299326817,0.836535436,0.278137743
AC4_RH3_OL1SMALL_022120_256s_20x25_c,2.758364357,0.253714311,2.758364357,0.253714311,-,1.197883054,0.187817363,756.0622286,56.05911488,738.7235942,76.46562904,773.4008631,81.99698178,0.897804841,0.181757908,2.257153006,0.507282206,6.369450701,-,19.03769861,-,2671.302814,2671.302814,0.699009217,0.549788508,65.61292979,7.48703197,36.45470445,8.602615496,242.7836905,20.21938134,0.976817165,0.299326817,0.836535436,0.278137743
AC4_RH3_OL2_022120_256s_30x30_a,3.166034905,0.292591611,3.166034905,0.292591611,-,1.360276639,0.231390187,724.3067409,53.37292158,770.567225,77.66151197,678.0462568,73.23499567,1.504102608,0.354759032,1.632651501,0.414235121,5.426393017,-,8.298394199,-,2762.160231,2762.160231,0.667792992,0.554382175,63.38506867,7.321178409,32.57607181,8.411606325,241.2473182,20.30530674,0.830864831,0.292567473,0.726263434,0.271850183
AC4_RH3_OL2_022120_256s_30x30_b,3.134099482,0.289818282,3.134099482,0.289818282,-,1.353799994,0.230407912,727.713163,53.83217383,761.4751864,77.28164866,693.9511396,74.9610468,1.441469612,0.363084879,1.587589001,0.399903917,5.028298457,-,7.620262969,-,2763.078764,2763.078764,0.667792992,0.554382175,63.38506867,7.321178409,32.57607181,8.411606325,241.2473182,20.30530674,0.830864831,0.292567473,0.726263434,0.271850183
AC4_RH3_OL2_022120_256s_30x30_c,3.168745366,0.293013346,3.168745366,0.293013346,-,1.349766401,0.23016468,722.836872,53.74559378,747.4473646,76.26758909,698.2263794,75.74701484,1.417650556,0.334491289,1.71405873,0.449513426,6.05432535,-,6.520652849,-,2762.082327,2762.082327,0.667792992,0.554382175,63.38506867,7.321178409,32.57607181,8.411606325,241.2473182,20.30530674,0.830864831,0.292567473,0.726263434,0.271850183
AC4_RH3_OL3_022120_256s_20x20_a,2.354549913,0.189278695,2.354549913,0.189278695,-,1.205352208,0.176768106,1280.487725,61.41794705,1295.276254,87.20595316,1265.699196,86.50883546,1.619169109,0.307189818,1.745652066,0.366932801,5.790263807,-,10.86538781,-,2680.038289,2680.038289,0.707316095,0.50795483,66.20578083,7.531400134,37.48683851,8.653107835,256.7751501,19.42838358,1.015656207,0.301107493,0.865879667,0.279807878
AC4_RH3_OL3_022120_256s_20x20_b,3.034251479,0.210541599,2.3884596,0.192152708,*,1.221811117,0.179080391,1291.764963,61.94445492,1322.922711,89.06769788,1277.024855,87.49614502,1.568829806,0.300302843,1.831722217,0.384198031,4.948458467,-,8.879604572,-,2679.549816,2662.629518,0.707316095,0.50795483,66.20578083,7.531400134,37.48683851,8.653107835,256.7751501,19.42838358,1.015656207,0.301107493,0.865879667,0.279807878
AC4_RH3_OL3_022120_256s_20x20_c,2.838968558,0.192219084,2.410602495,0.193970536,*,1.210260166,0.177383304,1259.982385,60.61361929,1275.33004,85.80874417,1255.275008,86.30448542,1.693692665,0.326094158,1.640695628,0.342559395,9.199904378,-,5.909373899,-,2678.847624,2667.58404,0.707316095,0.50795483,66.20578083,7.531400134,37.48683851,8.653107835,256.7751501,19.42838358,1.015656207,0.301107493,0.865879667,0.279807878
