,Density,Density_Sat,Tau,Eta,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
CI_LMT_BA5_2_50x50x_256s_sp1,2825.958519129028,2825.958519129028,0.6573629206799193,0.2971907778918051,62.64068816086267,7.266082729061345,31.280129926279614,8.347323944261175,335.13266058170797,16.004593571761685,0.7820987418007417,0.2902842634556021,0.6894189792860699,0.26974519925068374
CI_Ref_10_1_100x100_256s_040523_sp2,2866.2636038699834,2866.2636038699834,0.658079263697759,0.2708855069916675,62.691812624352885,7.269861453837923,31.369135928773375,8.351746513265539,344.4764322233726,15.385482270171481,0.7854480236382559,0.2904414842321782,0.6919494767561352,0.2698898393894919
CI_Ref_10_1_100x100_256s_060223_sp2,2866.513350712336,2866.513350712336,0.658079263697759,0.2708855069916675,62.691812624352885,7.269861453837923,31.369135928773375,8.351746513265539,344.4764322233726,15.385482270171481,0.7854480236382559,0.2904414842321782,0.6919494767561352,0.2698898393894919
CI_Ref_10_1_100x100_256s_sp1,2866.861861342557,2866.861861342557,0.658079263697759,0.2708855069916675,62.691812624352885,7.269861453837923,31.369135928773375,8.351746513265539,344.4764322233726,15.385482270171481,0.7854480236382559,0.2904414842321782,0.6919494767561352,0.2698898393894919
CI_Ref_10_1_100x100_256s_sp3,2866.340708406976,2866.340708406976,0.658079263697759,0.2708855069916675,62.691812624352885,7.269861453837923,31.369135928773375,8.351746513265539,344.4764322233726,15.385482270171481,0.7854480236382559,0.2904414842321782,0.6919494767561352,0.2698898393894919
CI_Ref_10_1_100x100_256s_sp5,2868.516355567771,2868.516355567771,0.658079263697759,0.2708855069916675,62.691812624352885,7.269861453837923,31.369135928773375,8.351746513265539,344.4764322233726,15.385482270171481,0.7854480236382559,0.2904414842321782,0.6919494767561352,0.2698898393894919
CI_Ref_10_chip1_100x100_256s_sp1,2867.135221094664,2867.135221094664,0.658079263697759,0.2708855069916675,62.691812624352885,7.269861453837923,31.369135928773375,8.351746513265539,344.4764322233726,15.385482270171481,0.7854480236382559,0.2904414842321782,0.6919494767561352,0.2698898393894919
CI_Ref_10_chip1_100x100_256s_sp2,2867.827855946701,2867.827855946701,0.658079263697759,0.2708855069916675,62.691812624352885,7.269861453837923,31.369135928773375,8.351746513265539,344.4764322233726,15.385482270171481,0.7854480236382559,0.2904414842321782,0.6919494767561352,0.2698898393894919
CI_Ref_10_chip1_100x100_256s_sp3,2867.786655935079,2867.786655935079,0.658079263697759,0.2708855069916675,62.691812624352885,7.269861453837923,31.369135928773375,8.351746513265539,344.4764322233726,15.385482270171481,0.7854480236382559,0.2904414842321782,0.6919494767561352,0.2698898393894919
CI_Ref_10_chip1_100x100_256s_sp4,2866.9273598918,2866.9273598918,0.658079263697759,0.2708855069916675,62.691812624352885,7.269861453837923,31.369135928773375,8.351746513265539,344.4764322233726,15.385482270171481,0.7854480236382559,0.2904414842321782,0.6919494767561352,0.2698898393894919
CI_Ref_10_chip1_100x100_256s_sp5,2867.908122248623,2867.908122248623,0.658079263697759,0.2708855069916675,62.691812624352885,7.269861453837923,31.369135928773375,8.351746513265539,344.4764322233726,15.385482270171481,0.7854480236382559,0.2904414842321782,0.6919494767561352,0.2698898393894919
CI_Ref_11_1_100x100_256s_sp1,2818.3382142132295,2818.3382142132295,0.6686860493064012,0.2813829174491078,63.44880502895931,7.325903496223959,32.68703470467068,8.417099410763829,340.7476963926144,15.634476982630023,0.8350403467414593,0.2927623792590292,0.7294181802679471,0.2720303193066765
CI_Ref_11_1_100x100_256s_sp2,2845.481192495672,2845.481192495672,0.6686860493064012,0.2813829174491078,63.44880502895931,7.325903496223959,32.68703470467068,8.417099410763829,340.7476963926144,15.634476982630023,0.8350403467414593,0.2927623792590292,0.7294181802679471,0.2720303193066765
CI_Ref_11_1_100x100_256s_sp3,2841.7574593088025,2841.7574593088025,0.6686860493064012,0.2813829174491078,63.44880502895931,7.325903496223959,32.68703470467068,8.417099410763829,340.7476963926144,15.634476982630023,0.8350403467414593,0.2927623792590292,0.7294181802679471,0.2720303193066765
CI_Ref_11_1_100x100_256s_sp4,2848.1043945385704,2848.1043945385704,0.6686860493064012,0.2813829174491078,63.44880502895931,7.325903496223959,32.68703470467068,8.417099410763829,340.7476963926144,15.634476982630023,0.8350403467414593,0.2927623792590292,0.7294181802679471,0.2720303193066765
CI_Ref_13_1_100x100_256s_sp1,2846.592273336542,2846.592273336542,0.6659349771510985,0.28425743303886225,63.25246461038881,7.311351646386492,32.345212520301786,8.400172391711155,339.726653220201,15.702203360418308,0.8221776318493212,0.292161671299595,0.7196999573557528,0.2714753569467619
CI_Ref_13_1_100x100_256s_sp2,2846.1935613979167,2846.1935613979167,0.6659349771510985,0.28425743303886225,63.25246461038881,7.311351646386492,32.345212520301786,8.400172391711155,339.726653220201,15.702203360418308,0.8221776318493212,0.292161671299595,0.7196999573557528,0.2714753569467619
CI_Ref_13_1_100x100_256s_sp3,2845.1717695939283,2845.1717695939283,0.6659349771510985,0.28425743303886225,63.25246461038881,7.311351646386492,32.345212520301786,8.400172391711155,339.726653220201,15.702203360418308,0.8221776318493212,0.292161671299595,0.7196999573557528,0.2714753569467619
CI_Ref_13_1_100x100_256s_sp4,2844.7075032510143,2844.7075032510143,0.6659349771510985,0.28425743303886225,63.25246461038881,7.311351646386492,32.345212520301786,8.400172391711155,339.726653220201,15.702203360418308,0.8221776318493212,0.292161671299595,0.7196999573557528,0.2714753569467619
CI_Ref_14_1_100x100_256s_sp2,2846.526532361025,2846.526532361025,0.66682766400516,0.28249916588691315,63.31617450263609,7.316072289338788,32.45612933861371,8.405666779976322,340.3511990313892,15.660799758782328,0.8263514142307176,0.2923566892790999,0.7228533933068362,0.2716554511209715
CI_Ref_14_1_100x100_256s_sp3,2845.1176881666615,2845.1176881666615,0.66682766400516,0.28249916588691315,63.31617450263609,7.316072289338788,32.45612933861371,8.405666779976322,340.3511990313892,15.660799758782328,0.8263514142307176,0.2923566892790999,0.7228533933068362,0.2716554511209715
CI_Ref_15_2_100x100_256s_sp1,2848.837696463048,2848.837696463048,0.6655802610613033,0.2870608427316427,63.22714898738349,7.30947619395566,32.30113885672634,8.397988674475437,338.73086723925405,15.768070122242628,0.8205191468394331,0.2920841536864651,0.7184469149647974,0.2714037907999763
CI_Ref_15_2_100x100_256s_sp2,2845.5883005243254,2845.5883005243254,0.6655802610613033,0.2870608427316427,63.22714898738349,7.30947619395566,32.30113885672634,8.397988674475437,338.73086723925405,15.768070122242628,0.8205191468394331,0.2920841536864651,0.7184469149647974,0.2714037907999763
CI_Ref_15_2_100x100_256s_sp5,2849.1356060626285,2849.1356060626285,0.6655802610613033,0.2870608427316427,63.22714898738349,7.30947619395566,32.30113885672634,8.397988674475437,338.73086723925405,15.768070122242628,0.8205191468394331,0.2920841536864651,0.7184469149647974,0.2714037907999763
CI_Ref_18_1_100x100_256s_sp1,2847.879926360373,2847.879926360373,0.6669725066489288,0.2877540021436903,63.326511732522846,7.316838348486061,32.474126114447955,8.406558107757773,338.4846533423498,15.784328268723533,0.8270286300672529,0.2923883231458433,0.7233650531324876,0.2716846707824221
CI_Ref_18_1_100x100_256s_sp2,2845.8532156695346,2845.8532156695346,0.6669725066489288,0.2877540021436903,63.326511732522846,7.316838348486061,32.474126114447955,8.406558107757773,338.4846533423498,15.784328268723533,0.8270286300672529,0.2923883231458433,0.7233650531324876,0.2716846707824221
CI_Ref_18_1_100x100_256s_sp3,2848.233061094784,2848.233061094784,0.6669725066489288,0.2877540021436903,63.326511732522846,7.316838348486061,32.474126114447955,8.406558107757773,338.4846533423498,15.784328268723533,0.8270286300672529,0.2923883231458433,0.7233650531324876,0.2716846707824221
CI_Ref_18_1_100x100_256s_sp4,2847.537416298521,2847.537416298521,0.6669725066489288,0.2877540021436903,63.326511732522846,7.316838348486061,32.474126114447955,8.406558107757773,338.4846533423498,15.784328268723533,0.8270286300672529,0.2923883231458433,0.7233650531324876,0.2716846707824221
CI_Ref_18_1_100x100_256s_sp5,2849.4273516305825,2849.4273516305825,0.6669725066489288,0.2877540021436903,63.326511732522846,7.316838348486061,32.474126114447955,8.406558107757773,338.4846533423498,15.784328268723533,0.8270286300672529,0.2923883231458433,0.7233650531324876,0.2716846707824221
CI_Ref_20_1_100x100_256s_sp1,2852.5186582480196,2852.5186582480196,0.6692660521930649,0.2847616122708812,63.49019907575672,7.328972876215081,32.75910037306018,8.420666015599956,339.54756608483797,15.714062522079056,0.8377521664781362,0.2928889135438137,0.7314670532251499,0.2721473020908814
CI_Ref_20_chip1_100x100_256s_sp1,2849.994160133631,2849.994160133631,0.6692660521930649,0.2847616122708812,63.49019907575672,7.328972876215081,32.75910037306018,8.420666015599956,339.54756608483797,15.714062522079056,0.8377521664781362,0.2928889135438137,0.7314670532251499,0.2721473020908814
CI_Ref_20_chip1_100x100_256s_sp2,2848.28006349492,2848.28006349492,0.6692660521930649,0.2847616122708812,63.49019907575672,7.328972876215081,32.75910037306018,8.420666015599956,339.54756608483797,15.714062522079056,0.8377521664781362,0.2928889135438137,0.7314670532251499,0.2721473020908814
CI_Ref_20_chip1_100x100_256s_sp3,2850.8645588130357,2850.8645588130357,0.6692660521930649,0.2847616122708812,63.49019907575672,7.328972876215081,32.75910037306018,8.420666015599956,339.54756608483797,15.714062522079056,0.8377521664781362,0.2928889135438137,0.7314670532251499,0.2721473020908814
CI_Ref_20_chip1_100x100_256s_sp4,2849.599447994951,2849.599447994951,0.6692660521930649,0.2847616122708812,63.49019907575672,7.328972876215081,32.75910037306018,8.420666015599956,339.54756608483797,15.714062522079056,0.8377521664781362,0.2928889135438137,0.7314670532251499,0.2721473020908814
CI_Ref_22_1_100x100_256s_sp1,2854.015682229181,2854.015682229181,0.6655065337498935,0.2858631031522323,63.221887165677224,7.309086407146564,32.2919781989133,8.397534757241198,339.1563106858804,15.739951069937602,0.820174432730572,0.2920680399077926,0.7181864716152417,0.27138891555392336
CI_Ref_22_1_100x100_256s_sp2,2846.664236851117,2846.664236851117,0.6655065337498935,0.2858631031522323,63.221887165677224,7.309086407146564,32.2919781989133,8.397534757241198,339.1563106858804,15.739951069937602,0.820174432730572,0.2920680399077926,0.7181864716152417,0.27138891555392336
CI_Ref_22_1_100x100_256s_sp3,2853.8749544311368,2853.8749544311368,0.6655065337498935,0.2858631031522323,63.221887165677224,7.309086407146564,32.2919781989133,8.397534757241198,339.1563106858804,15.739951069937602,0.820174432730572,0.2920680399077926,0.7181864716152417,0.27138891555392336
CI_Ref_23_1_100x100_256s_040523_sp1,2865.4980647715515,2865.4980647715515,0.6678013460580209,0.29213344640600364,63.38566491619896,7.321222606240512,32.57710985362789,8.411657719918132,336.92905152932155,15.88679691447425,0.8309038919319662,0.29256929625403566,0.726292946579572,0.2718518678701624
CI_Ref_23_1_100x100_256s_040523_sp3,2862.702785079066,2862.702785079066,0.6678013460580209,0.29213344640600364,63.38566491619896,7.321222606240512,32.57710985362789,8.411657719918132,336.92905152932155,15.88679691447425,0.8309038919319662,0.29256929625403566,0.726292946579572,0.2718518678701624
CI_Ref_23_1_100x100_256s_060223_sp1,2843.5029991017436,2843.5029991017436,0.6678013460580209,0.29213344640600364,63.38566491619896,7.321222606240512,32.57710985362789,8.411657719918132,336.92905152932155,15.88679691447425,0.8309038919319662,0.29256929625403566,0.726292946579572,0.2718518678701624
CI_Ref_23_1_100x100_256s_060223_sp3,2844.537342700188,2844.537342700188,0.6678013460580209,0.29213344640600364,63.38566491619896,7.321222606240512,32.57710985362789,8.411657719918132,336.92905152932155,15.88679691447425,0.8309038919319662,0.29256929625403566,0.726292946579572,0.2718518678701624
CI_Ref_23_1_100x100_256s_sp2,2844.3064331209484,2844.3064331209484,0.6678013460580209,0.29213344640600364,63.38566491619896,7.321222606240512,32.57710985362789,8.411657719918132,336.92905152932155,15.88679691447425,0.8309038919319662,0.29256929625403566,0.726292946579572,0.2718518678701624
CI_Ref_23_1_100x100_256s_sp4,2839.3442178408463,2839.3442178408463,0.6678013460580209,0.29213344640600364,63.38566491619896,7.321222606240512,32.57710985362789,8.411657719918132,336.92905152932155,15.88679691447425,0.8309038919319662,0.29256929625403566,0.726292946579572,0.2718518678701624
CI_Ref_23_1_100x100_256s_sp5,2839.2763526073404,2839.2763526073404,0.6678013460580209,0.29213344640600364,63.38566491619896,7.321222606240512,32.57710985362789,8.411657719918132,336.92905152932155,15.88679691447425,0.8309038919319662,0.29256929625403566,0.726292946579572,0.2718518678701624
CI_Ref_23_2_100x100_256s_sp1,2842.9556498819616,2842.9556498819616,0.6678013460580209,0.29213344640600364,63.38566491619896,7.321222606240512,32.57710985362789,8.411657719918132,336.92905152932155,15.88679691447425,0.8309038919319662,0.29256929625403566,0.726292946579572,0.2718518678701624
CI_Ref_24_1_100x100_256s_sp1,2862.0487634016563,2862.0487634016563,0.6660312933638062,0.28369931070180676,63.259338572411835,7.311860921397174,32.35717986116357,8.40076529032123,339.9249012323715,15.689068500097635,0.8226279609986897,0.2921827171661109,0.7200401964960994,0.2714947889089681
CI_Ref_24_chip1_100x100_256s_sp3,2850.613917258849,2850.613917258849,0.6660312933638062,0.28369931070180676,63.259338572411835,7.311860921397174,32.35717986116357,8.40076529032123,339.9249012323715,15.689068500097635,0.8226279609986897,0.2921827171661109,0.7200401964960994,0.2714947889089681
CI_Ref_24_chip1_100x100_256s_sp4,2849.7011948799554,2849.7011948799554,0.6660312933638062,0.28369931070180676,63.259338572411835,7.311860921397174,32.35717986116357,8.40076529032123,339.9249012323715,15.689068500097635,0.8226279609986897,0.2921827171661109,0.7200401964960994,0.2714947889089681
CI_Ref_24_chip1_100x100_256s_sp5,2850.392968276309,2850.392968276309,0.6660312933638062,0.28369931070180676,63.259338572411835,7.311860921397174,32.35717986116357,8.40076529032123,339.9249012323715,15.689068500097635,0.8226279609986897,0.2921827171661109,0.7200401964960994,0.2714947889089681
CI_Ref_24_chip1_100x100_256s_sp6,2848.32264382346,2848.32264382346,0.6660312933638062,0.28369931070180676,63.259338572411835,7.311860921397174,32.35717986116357,8.40076529032123,339.9249012323715,15.689068500097635,0.8226279609986897,0.2921827171661109,0.7200401964960994,0.2714947889089681
CI_Ref_25_1_100x100_256s_050923_sp1,2863.1959999122673,2863.1959999122673,0.6599454281394214,0.2735740797276453,62.82499833774507,7.279709186865217,31.601007857181727,8.363262558635004,343.5214369381178,15.449507412537981,0.7941733277378522,0.2908507795457025,0.698541743701925,0.27026659742659703
CI_Ref_25_1_100x100_256s_050923_sp2,2860.3104032953484,2860.3104032953484,0.6599454281394214,0.2735740797276453,62.82499833774507,7.279709186865217,31.601007857181727,8.363262558635004,343.5214369381178,15.449507412537981,0.7941733277378522,0.2908507795457025,0.698541743701925,0.27026659742659703
CI_Ref_25_1_100x100_256s_051423_sp1,2875.692624820658,2875.692624820658,0.6599454281394214,0.2735740797276453,62.82499833774507,7.279709186865217,31.601007857181727,8.363262558635004,343.5214369381178,15.449507412537981,0.7941733277378522,0.2908507795457025,0.698541743701925,0.27026659742659703
CI_Ref_25_1_100x100_256s_051423_sp2,2871.1909094428647,2871.1909094428647,0.6599454281394214,0.2735740797276453,62.82499833774507,7.279709186865217,31.601007857181727,8.363262558635004,343.5214369381178,15.449507412537981,0.7941733277378522,0.2908507795457025,0.698541743701925,0.27026659742659703
CI_Ref_25_1_100x100_256s_sp3,2863.144102434764,2863.144102434764,0.6599454281394214,0.2735740797276453,62.82499833774507,7.279709186865217,31.601007857181727,8.363262558635004,343.5214369381178,15.449507412537981,0.7941733277378522,0.2908507795457025,0.698541743701925,0.27026659742659703
