,Density,Density_Sat,Tau,Na/Na+Ca,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
BF73_100x100_051823_sp1,2873.975503239322,2873.975503239322,0.6427456992331395,0.2634450313126488,61.59747620014887,7.18914966777089,29.463932355920974,8.256829893856876,347.11932861908116,15.207361848014074,0.7137555136441223,0.2870627028409797,0.6377833229464485,0.26679151283812363
BF73_100x100_051823_sp2,2873.629635609412,2873.629635609412,0.6427456992331395,0.2634450313126488,61.59747620014887,7.18914966777089,29.463932355920974,8.256829893856876,347.11932861908116,15.207361848014074,0.7137555136441223,0.2870627028409797,0.6377833229464485,0.26679151283812363
BF73_100x100_051823_sp3,2873.7768896101484,2873.7768896101484,0.6427456992331395,0.2634450313126488,61.59747620014887,7.18914966777089,29.463932355920974,8.256829893856876,347.11932861908116,15.207361848014074,0.7137555136441223,0.2870627028409797,0.6377833229464485,0.26679151283812363
BF76_100x100_051823_sp1,2876.5049111757507,2876.5049111757507,0.6427456992331395,0.2634450313126488,61.59747620014887,7.18914966777089,29.463932355920974,8.256829893856876,347.11932861908116,15.207361848014074,0.7137555136441223,0.2870627028409797,0.6377833229464485,0.26679151283812363
BF76_100x100_051823_sp2,2876.1927742026564,2876.1927742026564,0.6427456992331395,0.2634450313126488,61.59747620014887,7.18914966777089,29.463932355920974,8.256829893856876,347.11932861908116,15.207361848014074,0.7137555136441223,0.2870627028409797,0.6377833229464485,0.26679151283812363
BF76_100x50_051823_sp3,2876.0445892398384,2876.0445892398384,0.6427456992331395,0.2634450313126488,61.59747620014887,7.18914966777089,29.463932355920974,8.256829893856876,347.11932861908116,15.207361848014074,0.7137555136441223,0.2870627028409797,0.6377833229464485,0.26679151283812363
BF77_50x50_051823_sp2,2872.2478537831294,2872.2478537831294,0.6427456992331395,0.2634450313126488,61.59747620014887,7.18914966777089,29.463932355920974,8.256829893856876,347.11932861908116,15.207361848014074,0.7137555136441223,0.2870627028409797,0.6377833229464485,0.26679151283812363
BF77_50x50_051823_sp3,2873.2680248070615,2873.2680248070615,0.6427456992331395,0.2634450313126488,61.59747620014887,7.18914966777089,29.463932355920974,8.256829893856876,347.11932861908116,15.207361848014074,0.7137555136441223,0.2870627028409797,0.6377833229464485,0.26679151283812363
D1010_100x100_051823_sp1,2798.671511017506,2808.824153191561,0.6585005613973197,0.33157962514364914,62.72188008969184,7.272084174154002,31.421482392916758,8.35434699872907,322.91755977696255,16.791353467152266,0.7874178128288873,0.29053392101418585,0.6934377201483826,0.2699749007943789
D1010_100x100_051823_sp2,2798.882185379463,2810.2158477321223,0.6585005613973197,0.33157962514364914,62.72188008969184,7.272084174154002,31.421482392916758,8.35434699872907,322.91755977696255,16.791353467152266,0.7874178128288873,0.29053392101418585,0.6934377201483826,0.2699749007943789
FAB1_50x50_051823_sp1,2899.808529508667,2899.808529508667,0.6427456992331395,0.2634450313126488,61.59747620014887,7.18914966777089,29.463932355920974,8.256829893856876,347.11932861908116,15.207361848014074,0.7137555136441223,0.2870627028409797,0.6377833229464485,0.26679151283812363
FAB1_50x50_051823_sp2,2900.0522181417814,2900.0522181417814,0.6427456992331395,0.2634450313126488,61.59747620014887,7.18914966777089,29.463932355920974,8.256829893856876,347.11932861908116,15.207361848014074,0.7137555136441223,0.2870627028409797,0.6377833229464485,0.26679151283812363
FAB1_75x75_051823_sp3,2899.7925251042984,2899.7925251042984,0.6427456992331395,0.2634450313126488,61.59747620014887,7.18914966777089,29.463932355920974,8.256829893856876,347.11932861908116,15.207361848014074,0.7137555136441223,0.2870627028409797,0.6377833229464485,0.26679151283812363
Helo_60x25_050323_sp1,2890.3170138405435,2890.3170138405435,0.6264924629429023,0.3330511000601351,60.43750400160094,7.104002513817464,27.444459067630817,8.15563424079188,322.39488408780966,16.824495517471547,0.637763052278502,0.2834497973447553,0.5803684081799871,0.26350206718753244
Helo_60x35_050323_sp2,2890.7165278281836,2890.7165278281836,0.6264924629429023,0.3330511000601351,60.43750400160094,7.104002513817464,27.444459067630817,8.15563424079188,322.39488408780966,16.824495517471547,0.637763052278502,0.2834497973447553,0.5803684081799871,0.26350206718753244
M35_100x100_051823_sp1,2681.771944332653,2681.771944332653,0.6665832317218512,0.2898189469373277,63.298729690538195,7.314779581202896,32.42575849688575,8.404162497937696,337.7511740074424,15.83269704817012,0.8252085642460032,0.2923032993571503,0.7219899308885371,0.27160613993222327
M35_100x100_051823_sp2,2691.710239136959,2691.710239136959,0.6665832317218512,0.2898189469373277,63.298729690538195,7.314779581202896,32.42575849688575,8.404162497937696,337.7511740074424,15.83269704817012,0.8252085642460032,0.2923032993571503,0.7219899308885371,0.27160613993222327
