,H2OT_MEAN,H2OT_STD,H2OT_3550_M,H2OT_3550_STD,H2OT_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,PH_4500_S2N,ERR_5200,ERR_4500
FI45MI02a,3.587505365886093,0.8949479335127137,3.5586199795092246,0.31910861577126565,*,1.4459813605167786,0.2668690447366082,6.043946155058813,12.830958441189308,4.050956943287653,16.891012638761037,8.040888192630629,19.314560166042885,1.8370466123097786,0.5153725833640999,2.14269714485521,0.6279520296703335,7.690619713019122,5.520451504919067,-,-
FI45MI02b,3.3125490255435297,0.8102300390380701,3.5536654560773067,0.318418724340835,*,1.4394961225217067,0.26528034384301064,15.769486029500154,13.96875860043717,21.911707157253623,20.370151729002593,9.540927744852246,18.992317265435467,2.025801022694946,0.5703512195491917,1.8639848818953306,0.542452881640045,9.672969432504724,21.163789807009717,-,-
FI45MI02c,3.549044498515811,0.8962310284619613,3.4998115474072478,0.3140111782277746,*,1.4469453246667399,0.2675315307438342,13.909169560750032,13.515785379568218,18.04706372863435,19.11010705126483,9.786796372398465,19.130177048333387,2.0952984044786964,0.5956624261247178,2.1040793297017157,0.6297483628271303,6.355595398678028,10.008063023804715,-,-
FI45MI08a,3.487267307200365,0.9025166456813993,3.3328579617010963,0.27701451362213947,*,1.408131375742938,0.25999859949619075,124.54985097776792,12.078205725226224,2.5190945789383975e-14,4.690090391700911,249.5404999720115,23.686996470723738,2.3779746324125255,0.6836615579273766,2.08530687626333,0.6439815016411695,3.708949447168454,7.277671775774107,*,-
FI45MI08b,3.4164246800440887,0.875430637419652,5.019475277695011,0.41710148539663494,*,1.3965849289255523,0.2582167699054846,115.20415991079692,11.882783914756446,1.1707257392699463e-21,4.342403003131299,226.25127600701688,22.926554688070443,2.168814824530851,0.6291883884520618,1.95820036632921,0.6011176236673359,4.524167888872903,8.347418517420053,-,-
FI45MI10a,2.0028434004073454,0.4637309591214521,2.249810317996255,0.17939546340612655,*,0.6794375413521548,0.11544557755765651,171.5860827174032,23.739912212482047,169.65000718428286,31.08096989276227,172.58830427914344,35.71144724557904,1.2029143757919807,0.29968896329371497,1.317955640617011,0.3474178333773544,10.71464682462983,17.423834277933352,-,-
FI45MI10b,2.0208020885204485,0.4659634227701003,2.2632923697953333,0.18058276280385685,*,0.6808645860125309,0.11552603818793272,168.14641805366782,23.739862191300485,166.8737895762604,31.084417028185875,168.52079540534612,35.743218748164246,1.2040172573507537,0.29982582925058315,1.3345398622492062,0.34912323216014784,16.708162189068382,8.692149639437405,-,-
FR01MI02a,2.047793402351516,0.20663466678267878,2.047793402351516,0.20663466678267878,-,0.6747937037465386,0.13510835888069345,2520.256304452942,143.72668615246718,2530.7236025298103,203.96702497686496,2509.7890063760738,35.743218748164246,1.6188538454596986,0.5150930334717378,1.481217022468781,0.5573238856478455,4.124194636198766,4.915803219404602,-,-
FR01MI02b,2.0529211301761254,0.2069923426566667,2.0529211301761254,0.2069923426566667,-,0.6464588018397405,0.12968060399734047,2479.3503262993745,141.26743277636737,2488.1141297877602,200.50541376330122,2470.586522810989,35.743218748164246,1.7562813943399793,0.6072796057154336,1.622118971776586,0.5317517614167235,2.733747366700332,3.9381363668686338,*,*
FR01MI02c,2.049485924732685,0.20636064081131336,2.049485924732685,0.20636064081131336,-,0.6431843438135861,0.12886102332705543,2490.053806620911,141.84373703326466,2482.7253839646264,202.72455877754743,2497.3822292771956,35.743218748164246,1.3318194147530737,0.46329227833608816,1.218844786004296,0.38992301880213454,3.976202420819455,3.7470493979731523,*,*
FR01MI03a,3.119747253710916,0.2781839637975635,3.119747253710916,0.2781839637975635,-,1.267601992552369,0.22085504870352857,910.8019655858486,53.84992681111776,894.3756943207404,77.35209264523199,927.2282368509567,35.743218748164246,2.6904630313834463,0.7110138037581796,1.7889524869609166,0.47802029046728245,4.085176641712963,4.31326990550673,-,-
FR01MI03b,3.0655409865531538,0.273162099410131,3.0655409865531538,0.273162099410131,-,1.2494615474056108,0.21746206232160434,895.3991524924402,52.96700260622126,879.8734238230522,76.13765949113869,910.9248811618282,35.743218748164246,2.813488904824462,0.8194484953673196,2.409952943959967,0.6754725884883492,2.6059528364741062,6.006264337664759,*,-
FR01MI03c,2.9902620135385747,0.26689799525943414,2.9902620135385747,0.26689799525943414,-,1.2143471181489587,0.2116247811036691,835.5652410970438,50.988678505599715,798.1644623370497,74.77881542912742,872.9660198570377,35.743218748164246,3.024996532622083,0.7622672578866291,1.7445581690894292,0.47364031809316876,4.24891415330795,3.4391245765083593,-,*
FR01MI04a,6.153486764325728,1.3673178193897595,4.328753749256858,0.3993723000642495,*,2.187578241468263,0.37025064723826173,2036.171072980475,110.75795597614157,2109.1065817191334,158.43937638307924,2040.4052436979198,160.71934516595505,3.3168352925290723,0.805233772646505,4.082515277427772,1.0230097738160109,14.313590987712814,27.201159895427065,-,-
FR01MI04b,6.378397943690608,1.4422806622377633,4.310046639533919,0.3974880501574123,*,2.1832698376001782,0.37001191238514514,2071.511233983618,112.89542921077744,2147.2509744721997,161.63044722722998,2084.5825159864385,164.46927144596492,3.2058794962232224,0.752797720406568,4.331857280893617,1.1013356253241102,12.856041796822089,29.276065964708085,-,-
FR01MI04c,6.182875422234981,1.381379406406634,4.271264612712301,0.39365637230535105,*,2.1738873078640406,0.3685974406619767,2110.8543249515747,114.8071320223419,2183.716984738728,163.71130396703066,2121.8295148772604,167.17094866663692,3.047400501367034,0.7436209801325854,4.131772281500625,1.0394310484999787,9.940162799037891,23.496739631995254,-,-
FR02MI01a,3.5620295070975656,0.32549143036492706,3.5620295070975656,0.32549143036492706,-,2.024149488795948,0.326127339272173,714.9950764552477,67.61097805623459,684.2049353542736,104.63278604453724,745.7852175562217,167.17094866663692,2.528406224539812,0.590586068207927,2.047731411854898,0.5171241523201988,6.567110467828562,6.3242592210957085,-,-
FR02MI01b,3.7462348945245383,0.34299350302507803,3.7462348945245383,0.34299350302507803,-,2.0564767782972124,0.3317974046081492,749.2512031445956,69.38984058384533,709.4085327068838,107.11432272494406,789.0938735823075,167.17094866663692,3.126201811532657,0.6918606413194931,2.3355849626693126,0.5405757511729493,6.015274953401754,5.636552029204439,-,-
FR02MI01c,3.6293417490795887,0.3316864787299278,3.6293417490795887,0.3316864787299278,-,2.040010044141091,0.3292231161147824,714.4154713837186,68.34188225320891,688.6906573168579,105.1528769807982,740.1402854505792,167.17094866663692,2.3672026688282157,0.5231429927077059,1.7533663040372878,0.40497334343017816,4.285374173865454,6.047751354549148,-,-
FR02MI02a,4.860447673786431,1.174553418362824,3.586754804275641,0.3279735290456682,*,1.9237352130801424,0.3446853231225225,366.87326083122485,43.384311304340585,362.2663119485915,57.56866590625939,381.66032587034863,66.4579257677652,3.7949189092874867,0.9942788058350145,3.004147086194642,0.8462232428879681,4.987946669698435,6.185946123432378,-,-
FR02MI02b,4.389597511410685,1.0339867807408825,3.558598676421101,0.32500831236040334,*,1.8945551266560008,0.33958601066406946,390.8550460009942,46.0025953443896,364.4968262814699,59.355522148709305,424.3254035234203,71.49588029987798,3.5835102371415024,0.9300238645990891,2.534979725617807,0.7051697104327009,4.529400433201094,4.009106697006364,-,-
