,PH_3550_M,PH_3550_STD,H2Ot_3550_MAX,BL_H2Ot_3550_MAX,H2Ot_3550_SAT,PH_1635_BP,PH_1635_STD,PH_1515_BP,PH_1515_STD,P_1515_BP,P_1515_STD,STD_1515_BP,STD_1515_STD,PH_1430_BP,PH_1430_STD,P_1430_BP,P_1430_STD,STD_1430_BP,STD_1430_STD,PH_5200_M,PH_5200_STD,PH_4500_M,PH_4500_STD,STN_P5200,ERR_5200,STN_P4500,ERR_4500,AVG_BL_BP,AVG_BL_STD,PC1_BP,PC1_STD,PC2_BP,PC2_STD,PC3_BP,PC3_STD,PC4_BP,PC4_STD,m_BP,m_STD,b_BP,b_STD,PH_1635_PC1_BP,PH_1635_PC1_STD,PH_1635_PC2_BP,PH_1635_PC2_STD
AC4_OL49_021920_30x30_H2O_a,2.1722500209939493,0.0022116149510955836,2.649837,0.4598586208562721,*,0.6583491880184121,0.0030749126402198697,0.10686432559386666,0.003617684246677255,1517.474274372431,1.5182396123926605,35.611038435771576,1.9426494612507434,0.10942913704159829,0.003998298365950207,1427.9922206706017,1.4193664333281357,28.85332005352919,1.2055094429028048,0.024909186694699683,0.0008013162213433842,0.014570093124893511,6.460708464050103e-05,12.195762674599015,-,8.157689580452923,-,1.1040470270583682,0.037503998964593735,-1.0504933455802845,0.3994585233071356,0.9376266092174402,0.019781423344117303,-0.09340636256800676,0.06045770843644922,0.29999999999999993,0.023016725028572844,-0.0003100922174198882,6.76489938725298e-05,1.2338252968133392,0.021301724598351394,0.11213209405817827,0.016193177122467085,0.044745957015674034,0.020451733221300252
AC4_OL53_101220_256s_30x30_a,1.5233426827103218,0.0033092236185633846,1.631044,0.13554145039853702,-,0.29967506964819424,0.003062210614512881,0.05305994287064932,0.0036758392931568545,1519.2334635768602,2.8066057091459924,32.414304746275114,2.784238916959108,0.05024321853406153,0.004285715724583188,1427.2586532478908,3.1130943263832966,34.35120889642723,2.8233542411080745,0.008958906735709577,0.0004449140364037349,0.012517606386667756,0.00032036233298576015,6.90402676330999,-,5.527669572279575,-,0.511735256281459,0.043875233805488495,-2.963278565535986,0.4487172333197129,0.27570771325870513,0.020432535023846985,-0.5066370203992294,0.06132111604875771,0.22624896917334789,0.04227109362475997,-0.00044487318729776154,7.645869090603355e-05,0.7212552944882438,0.02301693318373148,-0.052546462541862994,0.01639656977793004,0.046798062360385494,0.017608365106921108
STD_D1010_012821_256s_100x100_a,2.7108938068234614,0.0015870027387259998,2.915508,0.20664130261763228,*,0.17348651543140622,0.003056241542456818,0.07555997483046767,0.0033492756922561748,1522.9753584005089,2.39819240541948,35.370538256455376,2.4311378337852196,0.06757826142692784,0.004063170725884987,1431.4522834178945,2.293519583887849,31.066664742008154,2.4400999678819013,0.008596527707852878,0.00012849123724541835,0.018646773532606183,0.0003276983762892409,12.116667428210414,-,13.264652936348938,-,3.9999999999999996,0.006223452071132112,0.761701691291354,0.10161089931202222,-0.44300286478842543,0.019334750691436323,-0.37899896502503055,0.02716550018552502,0.17861839731787293,0.023738484937729454,-0.00023214668050949028,1.4671822466810936e-05,2.4623525441636516,0.006594444676255823,0.07665825504300086,0.01647606902504966,-0.027976898391759562,0.021748326300020524
