Wavenumber,Absorbance
3014.321,1.296347
3016.249,1.303488
3018.178,1.311652
3020.106,1.318403
3022.035,1.329125
3023.963,1.336403
3025.892,1.33989
3027.821,1.344791
3029.749,1.349533
3031.678,1.356779
3033.606,1.366184
3035.535,1.377619
3037.463,1.384626
3039.392,1.387041
3041.32,1.393117
3043.249,1.403944
3045.177,1.407732
3047.106,1.411037
3049.035,1.424667
3050.963,1.436773
3052.892,1.443491
3054.82,1.446216
3056.749,1.454692
3058.677,1.464092
3060.606,1.473287
3062.534,1.48791
3064.463,1.495814
3066.392,1.496191
3068.32,1.498973
3070.249,1.505141
3072.177,1.510002
3074.106,1.519853
3076.034,1.531677
3077.963,1.545301
3079.891,1.555927
3081.82,1.561163
3083.749,1.570731
3085.677,1.576787
3087.605,1.573207
3089.534,1.574624
3091.463,1.589055
3093.391,1.609181
3095.32,1.615945
3097.248,1.616374
3099.177,1.624845
3101.105,1.633548
3103.034,1.636191
3104.962,1.647915
3106.891,1.660519
3108.82,1.672724
3110.748,1.676896
3112.677,1.675485
3114.605,1.688924
3116.534,1.697922
3118.462,1.706246
3120.391,1.708053
3122.319,1.711967
3124.248,1.722217
3126.177,1.728803
3128.105,1.741239
3130.034,1.747658
3131.962,1.748752
3133.891,1.769777
3135.819,1.783514
3137.748,1.794122
3139.676,1.816537
3141.605,1.810111
3143.533,1.806663
3145.462,1.817959
3147.391,1.829756
3149.319,1.835253
3151.248,1.82785
3153.176,1.83673
3155.105,1.858341
3157.033,1.879752
3158.962,1.886046
3160.89,1.888465
3162.819,1.904364
3164.748,1.915773
3166.676,1.914982
3168.604,1.916401
3170.533,1.930242
3172.462,1.939661
3174.39,1.94102
3176.319,1.946033
3178.247,1.959696
3180.176,1.966591
3182.104,1.992441
3184.033,2.004134
3185.961,1.984433
3187.89,1.996782
3189.819,1.9923
3191.747,1.991466
3193.676,2.007885
3195.604,2.018366
3197.533,2.022687
3199.461,2.018719
3201.39,2.031928
3203.318,2.050853
3205.247,2.066564
3207.176,2.071394
3209.104,2.090573
3211.033,2.082286
3212.961,2.062696
3214.89,2.075099
3216.818,2.104025
3218.747,2.098719
3220.675,2.099163
3222.604,2.122784
3224.532,2.146748
3226.461,2.147165
3228.39,2.150402
3230.318,2.172632
3232.247,2.185948
3234.175,2.16945
3236.104,2.142974
3238.032,2.153156
3239.961,2.195405
3241.889,2.181486
3243.818,2.204697
3245.747,2.242152
3247.675,2.20846
3249.604,2.16854
3251.532,2.185177
3253.461,2.174779
3255.389,2.178661
3257.318,2.193515
3259.246,2.194026
3261.175,2.194243
3263.104,2.216891
3265.032,2.240374
3266.96,2.212807
3268.889,2.204169
3270.818,2.208534
3272.746,2.243095
3274.675,2.239779
3276.603,2.201288
3278.532,2.217723
3280.46,2.243018
3282.389,2.241389
3284.317,2.261976
3286.246,2.286182
3288.175,2.293439
3290.103,2.275366
3292.032,2.279549
3293.96,2.310028
3295.889,2.273254
3297.817,2.26361
3299.746,2.288841
3301.674,2.271111
3303.603,2.276464
3305.531,2.33533
3307.46,2.316462
3309.389,2.263736
3311.317,2.292362
3313.246,2.325297
3315.174,2.293678
3317.103,2.310853
3319.031,2.339308
3320.96,2.350549
3322.888,2.351082
3324.817,2.39638
3326.746,2.366456
3328.674,2.331435
3330.603,2.428111
3332.531,2.429805
3334.46,2.317527
3336.388,2.294027
3338.317,2.342142
3340.245,2.385547
3342.174,2.379588
3344.103,2.378118
3346.031,2.36842
3347.959,2.298542
3349.888,2.276453
3351.817,2.355831
3353.745,2.384534
3355.674,2.431567
3357.602,2.52821
3359.531,2.565389
3361.459,2.531299
3363.388,2.426313
3365.316,2.411915
3367.245,2.388553
3369.174,2.363863
3371.102,2.40244
3373.031,2.4611
3374.959,2.44587
3376.888,2.403954
3378.816,2.413698
3380.745,2.44496
3382.673,2.486843
3384.602,2.523663
3386.531,2.512555
3388.459,2.462101
3390.387,2.445947
3392.316,2.452664
3394.245,2.438515
3396.173,2.519965
3398.102,2.470505
3400.03,2.429942
3401.959,2.451014
3403.887,2.416861
3405.816,2.490504
3407.744,2.559611
3409.673,2.570054
3411.602,2.572194
3413.53,2.551821
3415.459,2.509138
3417.387,2.543934
3419.316,2.562111
3421.244,2.531165
3423.173,2.561294
3425.101,2.552685
3427.03,2.556658
3428.958,2.576355
3430.887,2.615045
3432.816,2.574786
3434.744,2.505253
3436.673,2.491798
3438.601,2.581786
3440.53,2.714814
3442.458,2.545992
3444.387,2.397546
3446.315,2.403653
3448.244,2.550513
3450.173,2.575298
3452.101,2.561886
3454.03,2.616404
3455.958,2.58895
3457.887,2.650109
3459.815,2.600188
3461.744,2.493704
3463.672,2.56112
3465.601,2.574602
3467.53,2.503216
3469.458,2.520015
3471.386,2.634861
3473.315,2.714161
3475.244,2.60359
3477.172,2.482551
3479.101,2.481276
3481.029,2.618876
3482.958,2.641832
3484.886,2.57285
3486.815,2.595188
3488.743,2.604142
3490.672,2.563822
3492.601,2.514561
3494.529,2.488171
3496.458,2.498086
3498.386,2.523567
3500.315,2.555379
3502.243,2.577337
3504.172,2.560704
3506.1,2.555189
3508.029,2.53987
3509.958,2.55314
3511.886,2.543661
3513.815,2.564827
3515.743,2.650712
3517.672,2.724068
3519.6,2.649148
3521.529,2.547475
3523.457,2.470365
3525.386,2.50843
3527.314,2.595151
3529.243,2.592831
3531.172,2.588508
3533.1,2.59771
3535.029,2.700601
3536.957,2.619047
3538.886,2.632969
3540.814,2.731256
3542.743,2.697297
3544.671,2.686461
3546.6,2.650551
3548.529,2.579321
3550.457,2.649837
3552.385,2.634284
3554.314,2.581932
3556.243,2.63373
3558.171,2.645064
3560.1,2.668972
3562.028,2.870737
3563.957,2.756183
3565.885,2.579317
3567.814,2.54309
3569.742,2.518556
3571.671,2.482143
3573.6,2.492059
3575.528,2.512131
3577.457,2.482549
3579.385,2.498059
3581.314,2.582762
3583.242,2.648534
3585.171,2.532428
3587.099,2.382995
3589.028,2.344415
3590.957,2.432462
3592.885,2.529891
3594.814,2.510061
3596.742,2.548821
3598.671,2.527514
3600.599,2.472985
3602.528,2.51185
3604.456,2.495252
3606.385,2.389507
3608.313,2.303797
3610.242,2.286818
3612.171,2.315338
3614.099,2.37861
3616.028,2.34439
3617.956,2.259186
3619.885,2.194795
3621.813,2.182375
3623.742,2.15714
3625.67,2.089695
3627.599,2.006113
3629.528,1.969557
3631.456,1.95186
3633.385,1.910546
3635.313,1.841829
3637.242,1.78448
3639.17,1.748657
3641.099,1.701174
3643.027,1.647361
3644.956,1.58861
3646.885,1.535182
3648.813,1.487268
3650.741,1.433229
3652.67,1.379566
3654.599,1.331239
3656.527,1.278436
3658.456,1.230797
3660.384,1.188938
3662.313,1.14818
3664.241,1.106302
3666.17,1.063999
3668.098,1.026511
3670.027,0.9910519
3671.956,0.9540382
3673.884,0.9213776
3675.813,0.8917134
3677.741,0.863928
3679.67,0.8368329
3681.598,0.8110517
3683.527,0.7881162
3685.455,0.7674398
3687.384,0.7478424
3689.313,0.7278686
3691.241,0.7084751
3693.17,0.6911347
3695.098,0.6751732
3697.027,0.6602726
3698.955,0.6463175
3700.884,0.6330504
3702.812,0.620755
3704.741,0.608439
3706.669,0.5975937
3708.598,0.5884717
3710.527,0.5789275
3712.455,0.5706011
3714.384,0.5615229
3716.312,0.5540236
3718.241,0.5475788
3720.169,0.5394268
3722.098,0.5325186
3724.026,0.5269927
3725.955,0.5216783
3727.884,0.5172814
3729.812,0.5138023
3731.74,0.5092794
3733.669,0.5051355
3735.598,0.5013432
3737.526,0.4972939
3739.455,0.49446
3741.383,0.4918187
3743.312,0.4889948
3745.24,0.4872684
3747.169,0.485423
3749.097,0.4837549
3751.026,0.4829047
3752.955,0.4817512
3754.883,0.4797461
3756.812,0.4778177
3758.74,0.4763993
3760.669,0.475154
3762.597,0.4740941
3764.526,0.4727342
3766.454,0.4719137
3768.383,0.4718716
3770.312,0.4717247
3772.24,0.4711807
3774.169,0.468939
3776.097,0.4681549
3778.026,0.4688709
3779.954,0.4692418
3781.883,0.4683375
3783.811,0.4666138
3785.74,0.4655736
3787.668,0.464074
3789.597,0.4627896
3791.526,0.4629326
3793.454,0.4633948
3795.383,0.4636235
3797.311,0.4633071
3799.24,0.4623394
3801.168,0.4623611
3803.097,0.4617644
3805.025,0.4606324
3806.954,0.4596052
3808.883,0.4595877
3810.811,0.4597927
3812.74,0.4605217
3814.668,0.4611007
3816.597,0.4609801
3818.525,0.4602875
3820.454,0.4594974
3822.382,0.4595285
3824.311,0.4605615
3826.24,0.460923
3828.168,0.460018
3830.096,0.458162
3832.025,0.4577105
3833.954,0.4585657
3835.882,0.4587684
3837.811,0.4582803
3839.739,0.4579554
3841.668,0.4580368
3843.596,0.4575281
3845.525,0.4573908
3847.453,0.4582487
3849.382,0.4577645
3851.311,0.4571357
3853.239,0.4579565
3855.168,0.4585412
3857.096,0.458251
3859.025,0.4576004
3860.953,0.4571869
3862.882,0.4579467
3864.81,0.4586879
3866.739,0.4586971
3868.667,0.459162
3870.596,0.4582621
3872.525,0.4586807
3874.453,0.4594719
3876.382,0.4593448
3878.31,0.4589137
3880.239,0.4587456
3882.167,0.4591517
3884.096,0.4593572
3886.024,0.4586759
3887.953,0.4590327
3889.882,0.459311
3891.81,0.45845
3893.739,0.4581169
3895.667,0.4580178
3897.596,0.4583861
3899.524,0.4587909
3901.453,0.4588673
3903.381,0.4590397
3905.31,0.4586109
3907.239,0.4578696
3909.167,0.4581702
3911.095,0.4585523
3913.024,0.458015
3914.953,0.4581307
3916.881,0.4597089
3918.81,0.4606099
3920.738,0.4599581
3922.667,0.4590935
3924.595,0.4589576
3926.524,0.4593307
3928.452,0.4595059
3930.381,0.4606952
3932.31,0.4608521
3934.238,0.4600886
3936.167,0.4599589
3938.095,0.4594148
3940.024,0.4597866
3941.952,0.4609786
3943.881,0.4608086
3945.809,0.4608621
3947.738,0.46064
3949.667,0.4598553
3951.595,0.4591267
3953.524,0.4587287
3955.452,0.4594173
3957.381,0.4604986
3959.309,0.461149
3961.238,0.4608928
3963.166,0.459796
3965.095,0.4590952
3967.023,0.4593182
3968.952,0.4595814
3970.881,0.4600435
3972.809,0.4600841
3974.738,0.4598334
3976.666,0.4596188
3978.595,0.4590809
3980.523,0.4587698
3982.452,0.4581528
3984.38,0.4587363
3986.309,0.4594504
3988.238,0.460237
3990.166,0.4599388
3992.094,0.4594267
3994.023,0.4595071
3995.952,0.4593736
3997.88,0.4596831
3999.809,0.4595456
4001.737,0.4588462
4003.666,0.4586066
4005.594,0.4591253
4007.523,0.4592528
4009.451,0.4586288
4011.38,0.4587995
4013.309,0.4588646
4015.237,0.4588816
4017.166,0.4590675
4019.094,0.4577362
4021.023,0.4565932
4022.951,0.4572123
4024.88,0.4576493
4026.808,0.457241
4028.737,0.4566552
4030.666,0.4564629
4032.594,0.4572346
4034.523,0.4576745
4036.451,0.456457
4038.38,0.457202
4040.308,0.4577169
4042.237,0.4575785
4044.165,0.4574847
4046.094,0.4569132
4048.022,0.4558607
4049.951,0.4559538
4051.88,0.45674
4053.808,0.4565652
4055.737,0.4556777
4057.665,0.4561478
4059.594,0.456469
4061.522,0.456204
4063.451,0.4563296
4065.379,0.4563115
4067.308,0.4559934
4069.237,0.4558313
4071.165,0.4544641
4073.094,0.4534976
4075.022,0.4540472
4076.951,0.4547835
4078.879,0.4553513
4080.808,0.4544136
4082.736,0.453868
4084.665,0.4541164
4086.594,0.4543343
4088.522,0.4545386
4090.45,0.4541714
4092.379,0.4529909
4094.308,0.4517687
4096.236,0.4515146
4098.165,0.4524173
4100.093,0.4534458
4102.021,0.452722
4103.95,0.4514391
4105.879,0.4516251
4107.808,0.4525161
4109.736,0.4525601
4111.665,0.4515134
4113.593,0.4506609
4115.521,0.4502112
4117.45,0.4499893
4119.379,0.4510564
4121.308,0.451752
4123.236,0.450961
4125.164,0.4504743
4127.093,0.4505906
4129.021,0.4495614
4130.95,0.4496855
4132.879,0.4501931
4134.807,0.4502302
4136.735,0.4498925
4138.664,0.4487768
4140.593,0.4491108
4142.521,0.4502282
4144.45,0.4500567
4146.378,0.4488861
4148.307,0.4485787
4150.235,0.4482519
4152.164,0.4478337
4154.093,0.4479847
4156.021,0.4489444
4157.95,0.4501851
4159.878,0.4501339
4161.807,0.4490336
4163.735,0.4484585
4165.664,0.4484386
4167.593,0.4479939
4169.521,0.4482107
4171.449,0.4478795
4173.378,0.4473993
4175.307,0.4481635
4177.235,0.4492764
4179.164,0.448716
4181.092,0.4485582
4183.021,0.4481642
4184.949,0.4469992
4186.878,0.4473117
4188.807,0.4484076
4190.735,0.4474153
4192.664,0.4471016
4194.592,0.4482762
4196.521,0.4488428
4198.449,0.4485871
4200.378,0.4471993
4202.307,0.445901
4204.235,0.4470347
4206.163,0.4472127
4208.092,0.447081
4210.021,0.4477727
4211.949,0.4470054
4213.878,0.4462335
4215.806,0.4469526
4217.734,0.4483191
4219.663,0.4482954
4221.592,0.4490391
4223.521,0.4484402
4225.449,0.4471056
4227.377,0.4485482
4229.306,0.4488204
4231.234,0.4483821
4233.163,0.4492198
4235.092,0.448099
4237.021,0.4474337
4238.949,0.4483785
4240.877,0.4483369
4242.806,0.4484382
4244.734,0.4486825
4246.663,0.4491588
4248.592,0.4496154
4250.52,0.4508678
4252.448,0.4500849
4254.377,0.448628
4256.306,0.4499013
4258.234,0.450433
4260.163,0.4495773
4262.091,0.4501768
4264.02,0.4509368
4265.948,0.4511105
4267.877,0.450976
4269.806,0.4518239
4271.734,0.4529255
4273.663,0.4514885
4275.591,0.4520123
4277.52,0.452947
4279.448,0.4526603
4281.377,0.4530109
4283.306,0.4535628
4285.234,0.4541982
4287.162,0.454162
4289.091,0.4547659
4291.02,0.455573
4292.948,0.4543853
4294.877,0.4539183
4296.805,0.4552319
4298.733,0.456771
4300.662,0.4577701
4302.591,0.4573363
4304.52,0.4574639
4306.448,0.458619
4308.376,0.4594902
4310.305,0.4591118
4312.233,0.4590632
4314.162,0.4598345
4316.091,0.4611032
4318.02,0.4610915
4319.948,0.4597783
4321.876,0.4591432
4323.805,0.460834
4325.733,0.4621561
4327.662,0.4611235
4329.591,0.4605281
4331.519,0.461475
4333.447,0.4626103
4335.376,0.4629858
4337.305,0.463989
4339.233,0.4663339
4341.162,0.4671212
4343.09,0.4654926
4345.019,0.4648603
4346.947,0.4657532
4348.876,0.4665461
4350.805,0.4661188
4352.733,0.466974
4354.662,0.4682953
4356.59,0.4698771
4358.519,0.4703821
4360.447,0.4689186
4362.376,0.4678397
4364.305,0.4687721
4366.233,0.4706484
4368.161,0.4704708
4370.09,0.470955
4372.019,0.4723545
4373.947,0.4726255
4375.876,0.4727371
4377.804,0.4729966
4379.732,0.4746831
4381.661,0.4752586
4383.59,0.4752748
4385.519,0.4767483
4387.447,0.4770983
4389.375,0.4777189
4391.304,0.4787507
4393.232,0.4781145
4395.161,0.4769806
4397.09,0.4768532
4399.019,0.4763154
4400.947,0.4759752
4402.875,0.4785841
4404.804,0.481187
4406.732,0.4804006
4408.661,0.4803033
4410.59,0.4829093
4412.518,0.4837609
4414.446,0.4825169
4416.375,0.4833552
4418.304,0.4841107
4420.232,0.4848547
4422.161,0.4865879
4424.089,0.4873126
4426.018,0.48723
4427.946,0.4861491
4429.875,0.486523
4431.804,0.4883857
4433.732,0.4901985
4435.661,0.4899675
4437.589,0.4892698
4439.518,0.4900292
4441.446,0.4894256
4443.375,0.4910476
4445.304,0.4931669
4447.232,0.4937904
4449.16,0.4931287
4451.089,0.4926022
4453.018,0.493815
4454.946,0.495691
4456.875,0.4969314
4458.803,0.4962614
4460.731,0.4959379
4462.66,0.4955306
4464.589,0.4959471
4466.518,0.4970533
4468.446,0.496758
4470.375,0.4966902
4472.303,0.4985206
4474.231,0.500594
4476.16,0.5010647
4478.089,0.5003738
4480.018,0.499994
4481.946,0.5013439
4483.874,0.5032418
4485.803,0.5030709
4487.731,0.5029248
4489.66,0.5034047
4491.589,0.5036385
4493.517,0.5038033
4495.446,0.5037639
4497.374,0.5031044
4499.303,0.5045788
4501.231,0.5058316
4503.16,0.5059544
4505.088,0.5060104
4507.017,0.5069162
4508.945,0.5079027
4510.874,0.507876
4512.803,0.5065258
4514.731,0.506967
4516.66,0.5071568
4518.588,0.5077811
4520.517,0.5083739
4522.445,0.5077764
4524.374,0.5063143
4526.302,0.5078763
4528.231,0.5089398
4530.16,0.5084954
4532.088,0.508505
4534.017,0.5096614
4535.945,0.5103146
4537.874,0.5097764
4539.802,0.5072409
4541.731,0.5064831
4543.659,0.5072532
4545.588,0.5087212
4547.517,0.5093158
4549.445,0.509363
4551.374,0.5087094
4553.302,0.5096749
4555.23,0.5098735
4557.159,0.5072516
4559.088,0.5074878
4561.016,0.5091622
4562.945,0.5083182
4564.874,0.5088514
4566.802,0.5095615
4568.73,0.5089399
4570.659,0.5079753
4572.587,0.5081311
4574.516,0.5092163
4576.445,0.5092664
4578.373,0.5092803
4580.302,0.5101023
4582.23,0.5081497
4584.159,0.5077621
4586.087,0.5086901
4588.016,0.5096917
4589.944,0.5099896
4591.873,0.5099851
4593.802,0.5082142
4595.73,0.509075
4597.659,0.5107179
4599.587,0.5109887
4601.516,0.5083545
4603.444,0.5082855
4605.373,0.5085337
4607.301,0.5099511
4609.23,0.5118949
4611.159,0.5126801
4613.087,0.5120692
4615.016,0.5113105
4616.944,0.5112246
4618.873,0.5111611
4620.801,0.5111889
4622.73,0.510527
4624.658,0.5098336
4626.587,0.5124038
4628.516,0.5140749
4630.444,0.5141404
4632.373,0.5144386
4634.301,0.5147775
4636.229,0.5151564
4638.158,0.5159451
4640.087,0.5165823
4642.015,0.5152484
4643.944,0.516347
4645.873,0.5167618
4647.801,0.5177203
4649.729,0.5201898
4651.658,0.5191199
4653.586,0.5168661
4655.515,0.5199938
4657.444,0.5223846
4659.372,0.519541
4661.301,0.5187107
4663.229,0.5200692
4665.158,0.5226965
4667.086,0.5248229
4669.015,0.5238809
4670.943,0.5232965
4672.872,0.5247208
4674.801,0.5262926
4676.729,0.5260713
4678.658,0.5251667
4680.586,0.5239675
4682.515,0.5234078
4684.443,0.5241256
4686.372,0.5247521
4688.3,0.5245069
4690.229,0.5260257
4692.158,0.5292896
4694.086,0.5301353
4696.015,0.5293884
4697.943,0.5307094
4699.872,0.5316177
4701.8,0.529196
4703.729,0.5266787
4705.657,0.5280026
4707.586,0.5316837
4709.515,0.5336191
4711.443,0.5352115
4713.372,0.5336266
4715.3,0.5325422
4717.229,0.53332
4719.157,0.5340151
4721.086,0.5359761
4723.014,0.5370758
4724.943,0.5367489
4726.872,0.5359952
4728.8,0.5350277
4730.729,0.5353363
4732.657,0.537801
4734.585,0.5379581
4736.514,0.5363023
4738.443,0.5344863
4740.371,0.5345286
4742.3,0.5370938
4744.229,0.5393428
4746.157,0.5392878
4748.085,0.5404757
4750.014,0.5425693
4751.942,0.5438116
4753.871,0.5443044
4755.8,0.542635
4757.728,0.5423542
4759.657,0.5420424
4761.585,0.5425841
4763.514,0.5431429
4765.442,0.5438032
4767.371,0.5452184
4769.299,0.5481846
4771.228,0.5495796
4773.157,0.5469455
4775.085,0.5453403
4777.014,0.548244
4778.942,0.5496008
4780.871,0.5489191
4782.799,0.5471634
4784.728,0.5471297
4786.656,0.5483448
4788.585,0.5504456
4790.514,0.5510051
4792.442,0.5490434
4794.371,0.5489476
4796.299,0.5511056
4798.228,0.5518292
4800.156,0.551558
4802.085,0.5525219
4804.013,0.5556744
4805.942,0.5548916
4807.871,0.5542561
4809.799,0.5563532
4811.728,0.5571784
4813.656,0.5570589
4815.584,0.55751
4817.513,0.5565639
4819.442,0.556828
4821.37,0.5591468
4823.299,0.5600672
4825.228,0.5597463
4827.156,0.5586201
4829.084,0.5591053
4831.013,0.5597218
4832.941,0.5587764
4834.87,0.56036
4836.799,0.5617974
4838.727,0.5627883
4840.656,0.5633855
4842.584,0.5615822
4844.513,0.5610107
4846.441,0.5615366
4848.37,0.5633919
4850.298,0.5632351
4852.227,0.5645226
4854.156,0.5673513
4856.084,0.567764
4858.013,0.5677172
4859.941,0.5659389
4861.87,0.564712
4863.798,0.5673549
4865.727,0.5716996
4867.655,0.5721405
4869.584,0.5696508
4871.513,0.57294
4873.441,0.5732855
4875.37,0.571385
4877.298,0.5722897
4879.227,0.5719913
4881.155,0.5724289
4883.084,0.5715863
4885.012,0.5702094
4886.941,0.5700504
4888.87,0.5727963
4890.798,0.5745026
4892.727,0.5744561
4894.655,0.5757325
4896.583,0.5774862
4898.512,0.5760742
4900.441,0.5759188
4902.369,0.5803473
4904.298,0.580846
4906.227,0.5777804
4908.155,0.5775511
4910.083,0.5783886
4912.012,0.578684
4913.94,0.5820429
4915.869,0.582373
4917.798,0.5823243
4919.726,0.5833182
4921.655,0.5820692
4923.583,0.5801257
4925.512,0.5802302
4927.44,0.5833349
4929.369,0.5836669
4931.297,0.5849264
4933.226,0.584456
4935.155,0.5824969
4937.083,0.582474
4939.012,0.5844087
4940.94,0.5865579
4942.869,0.585154
4944.797,0.5838997
4946.726,0.5840291
4948.654,0.5849718
4950.583,0.5878677
4952.512,0.5898122
4954.44,0.5923913
4956.369,0.5929078
4958.297,0.5926884
4960.226,0.5921658
4962.154,0.5912992
4964.083,0.591625
4966.011,0.5945729
4967.94,0.5975581
4969.869,0.5975397
4971.797,0.5961548
4973.726,0.593023
4975.654,0.5924
4977.583,0.5932427
4979.511,0.5965006
4981.44,0.5980783
4983.368,0.5955667
4985.297,0.596185
4987.226,0.5991366
4989.154,0.6016364
4991.083,0.6006467
4993.011,0.597567
4994.939,0.597296
4996.868,0.5983208
4998.797,0.5996435
5000.725,0.5990722
5002.654,0.5991193
5004.583,0.6010634
5006.511,0.6024598
5008.439,0.6021348
5010.368,0.6011838
5012.296,0.6028535
5014.225,0.604181
5016.154,0.6055702
5018.082,0.6032792
5020.011,0.605364
5021.939,0.6090562
5023.868,0.6083356
5025.796,0.6054171
5027.725,0.6062155
5029.653,0.6097296
5031.582,0.6063876
5033.511,0.607466
5035.439,0.610109
5037.368,0.6090829
5039.296,0.6084126
5041.225,0.610154
5043.153,0.6117877
5045.082,0.613052
5047.01,0.613287
5048.939,0.6120106
5050.868,0.6111119
5052.796,0.6108596
5054.725,0.6127564
5056.653,0.6160327
5058.582,0.6146762
5060.51,0.6115112
5062.439,0.6131845
5064.367,0.6149532
5066.296,0.6129518
5068.225,0.6119679
5070.153,0.6133465
5072.082,0.6161398
5074.01,0.619359
5075.938,0.6190444
5077.867,0.6176077
5079.796,0.6167482
5081.724,0.6165738
5083.653,0.6186831
5085.582,0.618515
5087.51,0.6189244
5089.438,0.6195152
5091.367,0.6170207
5093.295,0.6172958
5095.224,0.6214924
5097.153,0.6232586
5099.081,0.6208451
5101.01,0.6217599
5102.938,0.622341
5104.867,0.6189461
5106.795,0.6185541
5108.724,0.6207294
5110.652,0.624009
5112.581,0.625889
5114.51,0.6234381
5116.438,0.6213939
5118.367,0.6234299
5120.295,0.6263014
5122.224,0.6274533
5124.152,0.6263276
5126.081,0.6244643
5128.009,0.6262363
5129.938,0.6294682
5131.867,0.6297677
5133.795,0.6312093
5135.724,0.6297604
5137.652,0.6293007
5139.581,0.6315517
5141.509,0.632344
5143.438,0.6316367
5145.366,0.6312046
5147.295,0.6326429
5149.224,0.6340956
5151.152,0.6317338
5153.081,0.630651
5155.009,0.6321771
5156.938,0.6341426
5158.866,0.6344264
5160.795,0.6338905
5162.723,0.6342295
5164.652,0.6350129
5166.581,0.6356246
5168.509,0.6364549
5170.438,0.6378261
5172.366,0.635733
5174.294,0.6349924
5176.223,0.6374449
5178.152,0.6411875
5180.08,0.6387813
5182.009,0.6352254
5183.938,0.6386274
5185.866,0.642095
5187.794,0.642
5189.723,0.6401057
5191.651,0.6424823
5193.58,0.6432134
5195.509,0.6417262
5197.437,0.6412046
5199.366,0.6446834
5201.294,0.6455604
5203.223,0.6446692
5205.151,0.6461785
5207.08,0.6457778
5209.008,0.6447572
5210.937,0.6459965
5212.866,0.6459839
5214.794,0.6451893
5216.723,0.6445555
5218.651,0.6467395
5220.58,0.6483446
5222.508,0.645205
5224.437,0.6436377
5226.365,0.6445701
5228.294,0.646331
5230.223,0.6480403
5232.151,0.6476588
5234.08,0.6479497
5236.008,0.6491661
5237.937,0.6481985
5239.865,0.6450659
5241.794,0.6427255
5243.722,0.6456031
5245.651,0.6467332
5247.58,0.6444898
5249.508,0.6461306
5251.437,0.6448606
5253.365,0.6422729
5255.293,0.6404247
5257.222,0.6420457
5259.151,0.6445797
5261.079,0.6462518
5263.008,0.6445506
5264.937,0.6421183
5266.865,0.6412479
5268.793,0.6423389
5270.722,0.6422799
5272.65,0.6405631
5274.579,0.6407715
5276.508,0.638588
5278.436,0.6378554
5280.365,0.6397903
5282.293,0.6416709
5284.222,0.6402248
5286.15,0.638865
5288.079,0.6388786
5290.007,0.6392385
5291.936,0.6411157
5293.865,0.643692
5295.793,0.6421888
5297.722,0.6409345
5299.65,0.6424983
5301.579,0.6446226
5303.507,0.646045
5305.436,0.6466381
5307.364,0.6447126
5309.293,0.6407188
5311.222,0.6374893
5313.15,0.6384749
5315.079,0.6434997
5317.007,0.6469155
5318.936,0.6445202
5320.864,0.6432241
5322.793,0.645766
5324.721,0.6430425
5326.65,0.6415309
5328.579,0.6429949
5330.507,0.6434479
5332.436,0.6460478
5334.364,0.6471387
5336.292,0.6479728
5338.221,0.6503654
5340.15,0.6465758
5342.078,0.6436495
5344.007,0.6443936
5345.936,0.6420623
5347.864,0.6395302
5349.792,0.6421713
5351.721,0.6428932
5353.649,0.6425425
5355.578,0.6466261
5357.507,0.6478083
5359.435,0.6447499
5361.364,0.645089
5363.292,0.6482518
5365.221,0.6465733
5367.149,0.6461204
5369.078,0.6463412
5371.006,0.6444649
5372.935,0.644886
5374.864,0.6449193
5376.792,0.6447189
5378.721,0.6465295
5380.649,0.6451182
5382.578,0.6476067
5384.506,0.6498842
5386.435,0.6485797
5388.363,0.6473194
5390.292,0.6483856
5392.221,0.6508208
5394.149,0.6512914
5396.078,0.6496713
5398.006,0.6469772
5399.935,0.6473223
5401.863,0.6518298
5403.792,0.6547488
5405.72,0.6534547
5407.649,0.6515954
5409.578,0.6487174
5411.506,0.6487457
5413.435,0.6502138
5415.363,0.6521392
5417.292,0.6521034
5419.22,0.6506711
5421.149,0.6513258
5423.077,0.6538529
5425.006,0.6536324
5426.935,0.6509188
5428.863,0.6481497
5430.792,0.6448337
5432.72,0.6469851
5434.648,0.6518922
5436.577,0.6520433
5438.506,0.6525239
5440.434,0.6526248
5442.363,0.6538415
5444.292,0.6549895
5446.22,0.6559077
5448.148,0.6578671
5450.077,0.6552407
5452.005,0.6510593
5453.934,0.6504551
5455.863,0.653478
5457.791,0.6537795
5459.72,0.6507268
5461.648,0.6498889
5463.577,0.6527473
5465.505,0.6521456
5467.434,0.6517007
5469.362,0.6555688
5471.291,0.6581849
5473.22,0.6559222
5475.148,0.6549039
5477.077,0.6552562
5479.005,0.6576371
5480.934,0.6609831
5482.862,0.661884
5484.791,0.6590084
5486.719,0.656197
5488.648,0.6554283
5490.577,0.6582182
5492.505,0.6572887
5494.434,0.6571689
5496.362,0.6584727
5498.291,0.660256
5500.219,0.6587999
5502.148,0.6573329
5504.076,0.6604324
5506.005,0.6606395
5507.934,0.6574152
5509.862,0.6579425
5511.791,0.6607457
5513.719,0.6612554
5515.647,0.6582424
5517.576,0.6592995
5519.505,0.6619912
5521.433,0.6615223
5523.362,0.6620748
5525.291,0.6607319
5527.219,0.6607996
5529.147,0.6614213
5531.076,0.6622465
5533.004,0.6616051
5534.933,0.6627593
5536.862,0.6657072
5538.79,0.6655162
5540.719,0.6628389
5542.647,0.6615286
5544.576,0.6631159
