Wavenumber,Absorbance,STD
4845,0.001020236,8.01E-06
4846,0.001061737,7.86E-06
4847,0.001104773,7.72E-06
4848,0.00114929,7.60E-06
4849,0.001195234,7.48E-06
4850,0.001242552,7.38E-06
4851,0.001291189,7.29E-06
4852,0.001341093,7.20E-06
4853,0.001392211,7.12E-06
4854,0.001444489,7.05E-06
4855,0.001497875,6.99E-06
4856,0.001552319,6.93E-06
4857,0.001607769,6.88E-06
4858,0.001664176,6.84E-06
4859,0.00172149,6.80E-06
4860,0.001779665,6.77E-06
4861,0.001838653,6.74E-06
4862,0.001898409,6.71E-06
4863,0.001958889,6.69E-06
4864,0.002020051,6.67E-06
4865,0.002081854,6.66E-06
4866,0.002144258,6.64E-06
4867,0.002207226,6.63E-06
4868,0.002270721,6.62E-06
4869,0.002334709,6.62E-06
4870,0.002399158,6.61E-06
4871,0.002464037,6.61E-06
4872,0.002529316,6.60E-06
4873,0.002594969,6.60E-06
4874,0.002660971,6.60E-06
4875,0.002727298,6.60E-06
4876,0.00279393,6.60E-06
4877,0.002860845,6.60E-06
4878,0.002928028,6.60E-06
4879,0.002995463,6.60E-06
4880,0.003063134,6.60E-06
4881,0.003131031,6.60E-06
4882,0.003199144,6.60E-06
4883,0.003267463,6.60E-06
4884,0.003335983,6.60E-06
4885,0.003404697,6.60E-06
4886,0.003473602,6.60E-06
4887,0.003542698,6.59E-06
4888,0.003611982,6.59E-06
4889,0.003681456,6.59E-06
4890,0.003751121,6.59E-06
4891,0.003820983,6.59E-06
4892,0.003891045,6.59E-06
4893,0.003961313,6.59E-06
4894,0.004031793,6.59E-06
4895,0.004102495,6.59E-06
4896,0.004173425,6.58E-06
4897,0.004244593,6.58E-06
4898,0.00431601,6.58E-06
4899,0.004387685,6.58E-06
4900,0.004459631,6.58E-06
4901,0.004531857,6.58E-06
4902,0.004604375,6.57E-06
4903,0.004677199,6.57E-06
4904,0.004750338,6.57E-06
4905,0.004823806,6.57E-06
4906,0.004897614,6.57E-06
4907,0.004971774,6.57E-06
4908,0.005046297,6.57E-06
4909,0.005121194,6.57E-06
4910,0.005196477,6.57E-06
4911,0.005272155,6.56E-06
4912,0.005348239,6.56E-06
4913,0.005424736,6.56E-06
4914,0.005501657,6.56E-06
4915,0.005579009,6.56E-06
4916,0.005656799,6.56E-06
4917,0.005735032,6.56E-06
4918,0.005813715,6.56E-06
4919,0.005892852,6.56E-06
4920,0.005972447,6.56E-06
4921,0.006052502,6.56E-06
4922,0.006133018,6.56E-06
4923,0.006213998,6.56E-06
4924,0.006295439,6.56E-06
4925,0.006377341,6.56E-06
4926,0.006459702,6.56E-06
4927,0.006542519,6.56E-06
4928,0.006625786,6.56E-06
4929,0.006709498,6.56E-06
4930,0.00679365,6.56E-06
4931,0.006878233,6.56E-06
4932,0.006963241,6.56E-06
4933,0.007048663,6.56E-06
4934,0.007134489,6.56E-06
4935,0.00722071,6.56E-06
4936,0.007307312,6.56E-06
4937,0.007394285,6.56E-06
4938,0.007481614,6.56E-06
4939,0.007569286,6.56E-06
4940,0.007657287,6.56E-06
4941,0.007745601,6.56E-06
4942,0.007834214,6.56E-06
4943,0.007923109,6.56E-06
4944,0.008012269,6.56E-06
4945,0.008101679,6.56E-06
4946,0.00819132,6.56E-06
4947,0.008281176,6.56E-06
4948,0.008371229,6.56E-06
4949,0.008461461,6.56E-06
4950,0.008551855,6.56E-06
4951,0.008642392,6.56E-06
4952,0.008733055,6.56E-06
4953,0.008823825,6.56E-06
4954,0.008914685,6.56E-06
4955,0.009005618,6.56E-06
4956,0.009096605,6.56E-06
4957,0.009187629,6.56E-06
4958,0.009278673,6.56E-06
4959,0.00936972,6.56E-06
4960,0.009460753,6.56E-06
4961,0.009551756,6.56E-06
4962,0.009642714,6.56E-06
4963,0.009733609,6.56E-06
4964,0.009824427,6.55E-06
4965,0.009915152,6.55E-06
4966,0.01000577,6.55E-06
4967,0.010096268,6.55E-06
4968,0.010186629,6.55E-06
4969,0.010276842,6.55E-06
4970,0.010366892,6.55E-06
4971,0.010456767,6.55E-06
4972,0.010546455,6.55E-06
4973,0.010635942,6.55E-06
4974,0.010725217,6.55E-06
4975,0.010814268,6.55E-06
4976,0.010903085,6.55E-06
4977,0.010991654,6.55E-06
4978,0.011079967,6.55E-06
4979,0.01116801,6.55E-06
4980,0.011255775,6.55E-06
4981,0.011343251,6.55E-06
4982,0.011430426,6.55E-06
4983,0.011517291,6.55E-06
4984,0.011603835,6.55E-06
4985,0.011690049,6.55E-06
4986,0.01177592,6.55E-06
4987,0.01186144,6.55E-06
4988,0.011946598,6.55E-06
4989,0.012031382,6.55E-06
4990,0.012115783,6.55E-06
4991,0.01219979,6.55E-06
4992,0.012283391,6.55E-06
4993,0.012366576,6.55E-06
4994,0.012449332,6.55E-06
4995,0.012531649,6.55E-06
4996,0.012613515,6.55E-06
4997,0.012694917,6.55E-06
4998,0.012775844,6.55E-06
4999,0.012856283,6.55E-06
