Wavenumber,Absorbance,STD
4245,0.002183795,3.82E-06
4246,0.002097727,3.64E-06
4247,0.002012355,3.49E-06
4248,0.00192784,3.35E-06
4249,0.001844342,3.23E-06
4250,0.001762019,3.12E-06
4251,0.001681031,3.03E-06
4252,0.001601531,2.96E-06
4253,0.001523674,2.89E-06
4254,0.001447609,2.84E-06
4255,0.00137348,2.79E-06
4256,0.001301427,2.76E-06
4257,0.001231585,2.73E-06
4258,0.001164081,2.70E-06
4259,0.001099033,2.68E-06
4260,0.001036556,2.67E-06
4261,0.00097675,2.66E-06
4262,0.000919712,2.65E-06
4263,0.000865524,2.65E-06
4264,0.000814262,2.64E-06
4265,0.000765987,2.64E-06
4266,0.000720753,2.64E-06
4267,0.000678598,2.64E-06
4268,0.000639554,2.64E-06
4269,0.000603634,2.64E-06
4270,0.000570846,2.64E-06
4271,0.00054118,2.64E-06
4272,0.000514617,2.64E-06
4273,0.000491125,2.64E-06
4274,0.000470661,2.64E-06
4275,0.000453169,2.64E-06
4276,0.000438582,2.64E-06
4277,0.000426823,2.63E-06
4278,0.000417803,2.63E-06
4279,0.000411426,2.63E-06
4280,0.000407584,2.63E-06
4281,0.000406161,2.63E-06
4282,0.000407035,2.63E-06
4283,0.000410075,2.62E-06
4284,0.000415145,2.62E-06
4285,0.000422105,2.62E-06
4286,0.000430807,2.62E-06
4287,0.000441106,2.62E-06
4288,0.000452848,2.62E-06
4289,0.000465884,2.62E-06
4290,0.000480062,2.62E-06
4291,0.00049523,2.62E-06
4292,0.000511242,2.62E-06
4293,0.000527952,2.62E-06
4294,0.000545219,2.62E-06
4295,0.000562907,2.62E-06
4296,0.000580889,2.62E-06
4297,0.000599042,2.62E-06
4298,0.000617252,2.62E-06
4299,0.000635414,2.62E-06
4300,0.000653433,2.62E-06
4301,0.000671225,2.62E-06
4302,0.000688714,2.62E-06
4303,0.000705839,2.62E-06
4304,0.00072255,2.62E-06
4305,0.000738807,2.62E-06
4306,0.000754585,2.62E-06
4307,0.000769871,2.62E-06
4308,0.000784664,2.62E-06
4309,0.000798976,2.61E-06
4310,0.000812831,2.61E-06
4311,0.000826267,2.61E-06
4312,0.000839332,2.61E-06
4313,0.000852084,2.61E-06
4314,0.000864595,2.61E-06
4315,0.000876946,2.61E-06
4316,0.000889226,2.61E-06
4317,0.000901533,2.61E-06
4318,0.000913974,2.61E-06
4319,0.000926662,2.61E-06
4320,0.000939715,2.61E-06
4321,0.000953256,2.61E-06
4322,0.000967412,2.61E-06
4323,0.000982312,2.61E-06
4324,0.000998086,2.61E-06
4325,0.001014865,2.61E-06
4326,0.001032777,2.61E-06
4327,0.001051949,2.61E-06
4328,0.001072505,2.61E-06
4329,0.001094563,2.61E-06
4330,0.001118237,2.61E-06
4331,0.001143632,2.61E-06
4332,0.001170848,2.61E-06
4333,0.001199974,2.61E-06
4334,0.001231092,2.61E-06
4335,0.001264272,2.61E-06
4336,0.001299573,2.61E-06
4337,0.001337045,2.61E-06
4338,0.001376723,2.61E-06
4339,0.001418632,2.61E-06
4340,0.001462784,2.61E-06
4341,0.001509178,2.61E-06
4342,0.001557801,2.61E-06
4343,0.001608627,2.61E-06
4344,0.001661619,2.61E-06
4345,0.001716726,2.61E-06
4346,0.001773887,2.61E-06
4347,0.00183303,2.61E-06
4348,0.001894071,2.61E-06
4349,0.00195692,2.61E-06
4350,0.002021476,2.61E-06
4351,0.002087629,2.61E-06
4352,0.002155264,2.61E-06
4353,0.002224261,2.61E-06
4354,0.002294494,2.61E-06
4355,0.002365835,2.61E-06
4356,0.002438152,2.61E-06
4357,0.002511313,2.61E-06
4358,0.002585187,2.61E-06
4359,0.002659644,2.61E-06
4360,0.002734556,2.61E-06
4361,0.002809801,2.61E-06
4362,0.002885261,2.61E-06
4363,0.002960824,2.61E-06
4364,0.003036386,2.61E-06
4365,0.003111853,2.61E-06
4366,0.003187137,2.61E-06
4367,0.003262163,2.61E-06
4368,0.003336867,2.61E-06
4369,0.003411196,2.61E-06
4370,0.003485109,2.61E-06
4371,0.003558578,2.61E-06
4372,0.00363159,2.61E-06
4373,0.003704142,2.61E-06
4374,0.003776246,2.61E-06
4375,0.003847929,2.61E-06
4376,0.003919228,2.61E-06
4377,0.003990194,2.61E-06
4378,0.004060892,2.61E-06
4379,0.004131396,2.61E-06
4380,0.004201794,2.61E-06
4381,0.004272182,2.61E-06
4382,0.004342668,2.61E-06
4383,0.004413365,2.61E-06
4384,0.004484398,2.61E-06
4385,0.004555893,2.61E-06
4386,0.004627986,2.61E-06
4387,0.004700814,2.61E-06
4388,0.004774517,2.61E-06
4389,0.004849236,2.61E-06
4390,0.004925112,2.61E-06
4391,0.005002285,2.61E-06
4392,0.00508089,2.61E-06
4393,0.005161059,2.61E-06
4394,0.005242919,2.61E-06
4395,0.005326588,2.61E-06
4396,0.005412177,2.61E-06
4397,0.005499787,2.61E-06
4398,0.005589509,2.61E-06
4399,0.005681421,2.61E-06
4400,0.005775591,2.61E-06
4401,0.00587207,2.61E-06
4402,0.0059709,2.61E-06
4403,0.006072103,2.61E-06
4404,0.00617569,2.61E-06
4405,0.006281656,2.61E-06
4406,0.006389977,2.61E-06
4407,0.006500619,2.61E-06
4408,0.006613527,2.61E-06
4409,0.006728636,2.61E-06
4410,0.006845862,2.61E-06
4411,0.006965109,2.61E-06
4412,0.007086265,2.61E-06
4413,0.007209208,2.61E-06
4414,0.007333801,2.61E-06
4415,0.007459898,2.61E-06
4416,0.007587341,2.61E-06
4417,0.007715964,2.61E-06
4418,0.007845593,2.61E-06
4419,0.007976048,2.61E-06
4420,0.008107144,2.61E-06
4421,0.00823869,2.61E-06
4422,0.008370496,2.61E-06
4423,0.00850237,2.61E-06
4424,0.008634119,2.61E-06
4425,0.008765555,2.61E-06
4426,0.00889649,2.61E-06
4427,0.009026743,2.61E-06
4428,0.009156139,2.61E-06
4429,0.00928451,2.61E-06
4430,0.009411697,2.61E-06
4431,0.00953755,2.61E-06
4432,0.009661931,2.61E-06
4433,0.009784713,2.61E-06
4434,0.009905781,2.61E-06
4435,0.010025033,2.61E-06
4436,0.010142383,2.61E-06
4437,0.010257757,2.61E-06
4438,0.010371095,2.61E-06
4439,0.010482355,2.61E-06
4440,0.010591506,2.61E-06
4441,0.010698534,2.61E-06
4442,0.010803438,2.61E-06
4443,0.010906233,2.61E-06
4444,0.011006946,2.61E-06
4445,0.011105617,2.61E-06
4446,0.011202298,2.61E-06
4447,0.011297055,2.61E-06
4448,0.011389961,2.61E-06
4449,0.0114811,2.61E-06
4450,0.011570565,2.61E-06
4451,0.011658456,2.61E-06
4452,0.011744877,2.61E-06
4453,0.011829938,2.61E-06
4454,0.011913754,2.61E-06
4455,0.011996438,2.61E-06
4456,0.012078106,2.61E-06
4457,0.012158872,2.61E-06
4458,0.01223885,2.61E-06
4459,0.012318147,2.61E-06
4460,0.012396867,2.61E-06
4461,0.012475107,2.61E-06
4462,0.012552956,2.61E-06
4463,0.012630496,2.61E-06
4464,0.012707798,2.61E-06
4465,0.012784923,2.61E-06
4466,0.012861918,2.61E-06
4467,0.01293882,2.61E-06
4468,0.013015651,2.61E-06
4469,0.013092422,2.61E-06
4470,0.013169126,2.61E-06
4471,0.013245744,2.61E-06
4472,0.013322241,2.61E-06
4473,0.013398568,2.61E-06
4474,0.013474659,2.61E-06
4475,0.013550436,2.61E-06
4476,0.013625804,2.61E-06
4477,0.013700655,2.61E-06
4478,0.013774867,2.61E-06
4479,0.013848305,2.61E-06
4480,0.013920822,2.61E-06
4481,0.01399226,2.61E-06
4482,0.01406245,2.61E-06
4483,0.014131211,2.61E-06
4484,0.014198357,2.61E-06
4485,0.014263694,2.61E-06
4486,0.01432702,2.61E-06
4487,0.014388128,2.61E-06
4488,0.014446811,2.61E-06
4489,0.014502855,2.61E-06
4490,0.014556049,2.61E-06
4491,0.014606178,2.61E-06
4492,0.014653033,2.61E-06
4493,0.014696406,2.61E-06
4494,0.014736092,2.61E-06
4495,0.014771893,2.61E-06
4496,0.014803619,2.61E-06
4497,0.014831085,2.61E-06
4498,0.014854117,2.61E-06
4499,0.014872551,2.61E-06
4500,0.014886233,2.61E-06
4501,0.014895022,2.61E-06
4502,0.014898789,2.61E-06
4503,0.014897419,2.61E-06
4504,0.014890811,2.61E-06
4505,0.014878879,2.61E-06
4506,0.01486155,2.61E-06
4507,0.01483877,2.61E-06
4508,0.014810496,2.61E-06
4509,0.014776705,2.61E-06
4510,0.014737387,2.61E-06
4511,0.014692549,2.61E-06
4512,0.014642213,2.61E-06
4513,0.014586414,2.61E-06
4514,0.014525206,2.61E-06
4515,0.014458654,2.61E-06
4516,0.014386838,2.61E-06
4517,0.01430985,2.61E-06
4518,0.014227796,2.61E-06
4519,0.014140794,2.61E-06
4520,0.014048969,2.61E-06
4521,0.013952461,2.61E-06
4522,0.013851415,2.61E-06
4523,0.013745986,2.61E-06
4524,0.013636336,2.61E-06
4525,0.013522633,2.61E-06
4526,0.013405049,2.61E-06
4527,0.013283762,2.61E-06
4528,0.01315895,2.61E-06
4529,0.013030796,2.61E-06
4530,0.012899481,2.61E-06
4531,0.012765189,2.61E-06
4532,0.0126281,2.61E-06
4533,0.012488395,2.61E-06
4534,0.01234625,2.61E-06
4535,0.012201838,2.61E-06
4536,0.012055328,2.61E-06
4537,0.011906884,2.61E-06
4538,0.011756663,2.61E-06
4539,0.011604818,2.61E-06
4540,0.011451493,2.61E-06
4541,0.011296825,2.61E-06
4542,0.011140946,2.61E-06
4543,0.010983978,2.61E-06
4544,0.010826034,2.61E-06
4545,0.010667221,2.61E-06
4546,0.010507637,2.61E-06
4547,0.010347371,2.61E-06
4548,0.010186506,2.61E-06
4549,0.010025116,2.61E-06
4550,0.009863266,2.61E-06
4551,0.009701016,2.61E-06
4552,0.009538418,2.61E-06
4553,0.009375518,2.61E-06
4554,0.009212355,2.61E-06
4555,0.009048964,2.61E-06
4556,0.008885375,2.61E-06
4557,0.008721612,2.61E-06
4558,0.008557698,2.61E-06
4559,0.008393652,2.61E-06
4560,0.00822949,2.61E-06
4561,0.008065228,2.61E-06
4562,0.007900881,2.61E-06
4563,0.007736464,2.61E-06
4564,0.007571992,2.61E-06
4565,0.007407483,2.61E-06
4566,0.007242956,2.61E-06
4567,0.007078433,2.61E-06
4568,0.006913939,2.61E-06
4569,0.006749506,2.61E-06
4570,0.006585167,2.61E-06
4571,0.006420961,2.61E-06
4572,0.006256936,2.61E-06
