Sample ID,PH_3550_M,PH_3550_STD,H2Ot_3550_MAX,BL_H2Ot_3550_MAX,H2Ot_3550_SAT_x,PH_1635_BP,PH_1635_STD,PH_1515_BP,PH_1515_STD,P_1515_BP,P_1515_STD,STD_1515_BP,STD_1515_STD,PH_1430_BP,PH_1430_STD,P_1430_BP,P_1430_STD,STD_1430_BP,STD_1430_STD,PH_5200_M,PH_5200_STD,PH_4500_M,PH_4500_STD,STN_P5200,ERR_5200_x,STN_P4500,ERR_4500_x,AVG_BL_BP,AVG_BL_STD,PC1_BP,PC1_STD,PC2_BP,PC2_STD,PC3_BP,PC3_STD,PC4_BP,PC4_STD,m_BP,m_STD,b_BP,b_STD,PH_1635_PC1_BP,PH_1635_PC1_STD,PH_1635_PC2_BP,PH_1635_PC2_STD,Repeats,PH_1430,PH_1515,Thickness,H2Ot_MEAN,H2Ot_STD,H2Ot_3550_M,H2Ot_3550_STD,H2Ot_3550_SAT_y,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_STN,ERR_5200_y,PH_4500_STN,ERR_4500_y,Density,Density_Sat,Tau,Eta,epsilon_H2Ot_3550,sigma_epsilon_H2Ot_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500,PH_1515_norm,PH_1515_BP_norm,PH_1515_STD_norm,PH_1430_norm,PH_1430_BP_norm,PH_1430_STD_norm,Py_Devol_1430,Py_Devol_1515
CI_Ref_25_1_100x100_256s_051423_sp2,0.276050172,9.98e-06,0.2923005,0.023021212,-,0.068297692,0.003141881,0.532273206,0.003855901,1525.805006,0.333696673,33.57687603,0.470925019,0.527112543,0.004989297,1426.239513,0.402234827,38.34211923,0.483941677,0.001567822,0.000107055,0.001533612,0.00010413,6.574275933,-,5.358917744,-,0.488287593,0.044020097,1.447813357,0.456479238,0.002532189,0.022325827,0.199572487,0.070153504,-0.3,0.024510299,0.000201486,7.92e-05,0.164829107,0.024786906,-0.138087262,0.017707286,0.54910199,0.026799981,CI_Ref_25,0.551736065,0.55737842,29.8,0.6423703168619244,0.0654659951715194,0.6423703168619244,0.0654659951715194,-,0.3161795074318376,0.0588904345131401,5733.1722657053215,324.2783874251605,5761.100685558223,460.3678475856085,5705.24384585242,456.8230895145777,0.2888505847320411,0.0753072399734183,0.3212092828087886,0.0886666305848078,6.574275933,-,5.358917744,-,2871.323811795355,2871.323811795355,0.6598710242687544,0.2737472996148747,62.84983028471017,7.259038217066784,31.5917628705326,8.362804960561846,330.0965940703384,13.915492817823782,0.7938255170953323,0.2908107769700118,0.698278969168693,0.2702809806824338,0.9351986912751677,0.8930758489932886,0.006469632550335571,0.9257316526845638,0.8844170184563759,0.008371303691275167,0.955370831160004,0.9549584033052446
CI_Ref_25_chip1_100x100_256s_sp1,0.641345393,0.000300865,0.5988533,-0.025368538,-,0.171680761,0.003148553,1.330320528,0.003847586,1526.368689,0.124499023,33.76242211,0.176622671,1.350249543,0.004707371,1425.839591,0.150730551,39.92719002,0.142378726,0.00295886,0.00034972,0.003941302,0.000371946,8.236921351,-,19.58406348,-,0.832934195,0.035536865,0.650888881,0.37301109,0.305597074,0.021739368,-0.205867581,0.061608029,-0.3,0.003696044,-0.00021812,6.51e-05,0.528206167,0.020891192,-0.283331476,0.017092871,1.347107614,0.026176522,CI_Ref_25,1.447619527,1.464632911,62.5,1.0287177445002316,0.0894626784613201,1.0287177445002316,0.0894626784613201,-,0.5478430162894883,0.0943459012077967,9999.420649918357,423.580438323151,9925.078775300171,594.7044192588288,10073.762524536538,603.3309246459609,0.375757556311417,0.1030561875234149,0.5690089697423545,0.1589061951419678,8.236921351,-,19.58406348,-,2859.2533468649917,2859.2533468649917,0.6598710242687544,0.2737472996148747,62.84983028471017,7.259038217066784,31.5917628705326,8.362804960561846,330.0965940703384,13.915492817823782,0.7938255170953323,0.2908107769700118,0.698278969168693,0.2702809806824338,1.1717063288,1.0642564224,0.0030780688,1.1580956216,1.0801996344000002,0.0037658967999999998,0.9327378622739456,0.9082962140265602
CI_Ref_25_chip1_100x100_256s_sp2,0.626222522,0.00159122,0.5773859,-0.033619258,-,0.168618506,0.003133352,1.33738781,0.003885905,1526.348999,0.11662327,33.70474006,0.166904019,1.359978925,0.004457698,1425.889677,0.141420241,40.0,0.098178872,0.002419209,0.000168172,0.003912516,0.00012875,12.97728119,-,13.58411701,-,0.7712536,0.033408666,-0.115734873,0.352810576,0.469984973,0.021386777,-0.312236837,0.058503198,-0.3,0.003297856,-0.000258924,6.12e-05,0.53652851,0.019709726,-0.264434664,0.017099878,1.340481976,0.025521047,CI_Ref_25,1.453060535,1.470576025,64.55,0.9727235142381782,0.0839556190632968,0.9727235142381782,0.0839556190632968,-,0.5210701764862113,0.0894585132480882,9744.15427357045,404.33740418606425,9662.544566252704,566.7641870314686,9825.763980888196,576.8303927449188,0.2975179516909244,0.0755702797420328,0.547005893277946,0.1426705382872749,12.97728119,-,13.58411701,-,2860.9907981775946,2860.9907981775946,0.6598710242687544,0.2737472996148747,62.84983028471017,7.259038217066784,31.5917628705326,8.362804960561846,330.0965940703384,13.915492817823782,0.7938255170953323,0.2908107769700118,0.698278969168693,0.2702809806824338,1.1390983927188225,1.035931688613478,0.0030099961270333075,1.1255310108443068,1.0534306158017042,0.0034529031758326885,0.9359409964293056,0.9094312618077669
CI_Ref_25_chip1_100x100_256s_sp4,0.507811854,0.000278841,0.4677958,-0.027713639,-,0.125690331,0.003154574,1.058785003,0.003671682,1526.136806,0.170158245,33.47360096,0.235524441,1.069573432,0.004492834,1426.097322,0.201480769,39.39820124,0.235749983,0.002481817,4.44e-05,0.003113544,3.37e-05,16.27118936,-,13.34584437,-,0.864934447,0.032541212,2.624378492,0.330709213,0.036624588,0.022259081,0.134999169,0.055245978,-0.3,0.004543698,0.000196079,5.86e-05,0.303762143,0.018568212,-0.199916787,0.017552709,1.039795795,0.026980066,CI_Ref_25,1.129433873,1.141979005,57.55,0.8824180086804175,0.0788702537130731,0.8824180086804175,0.0788702537130731,-,0.434513872541253,0.0759858933338209,8601.21333516509,386.33569348327575,8557.614673466793,543.2928410471593,8644.811996863387,549.4123780037364,0.3414446699401109,0.0836587520928176,0.4869694121398635,0.1271095534268617,16.27118936,-,13.34584437,-,2863.8013899436423,2863.8013899436423,0.6598710242687544,0.2737472996148747,62.84983028471017,7.259038217066784,31.5917628705326,8.362804960561846,330.0965940703384,13.915492817823782,0.7938255170953323,0.2908107769700118,0.698278969168693,0.2702809806824338,0.9921624717636839,0.9198827132927889,0.0031899930495221545,0.981263139009557,0.9292558053866204,0.003903417897480452,0.9469996053500691,0.9271492718905108
CI_Ref_25_chip1_100x100_256s_sp5,0.509553311,0.000126328,0.473283,-0.023070359,-,0.144690635,0.00314068,1.091691093,0.003843794,1526.034106,0.162084896,33.48168339,0.218263465,1.102424753,0.004947342,1426.176666,0.191720242,39.60600462,0.219718108,0.003122627,0.000230473,0.004015101,8.13e-05,15.27577148,-,16.19551185,-,0.500674072,0.037721762,-1.506272552,0.390428377,0.363067442,0.02244395,-0.323344588,0.063920899,-0.3,0.005163394,-0.000409648,6.87e-05,0.501439594,0.021873628,-0.269472462,0.017384213,1.135970338,0.026295578,CI_Ref_25,1.185817155,1.195637632,55.6,0.9176463482801848,0.0832222250586127,0.9176463482801848,0.0832222250586127,-,0.5183897237925361,0.0905520098161208,9189.432438031125,422.4701749092392,9144.477544896095,594.7608489653876,9234.38733116615,600.1530865448783,0.4452304693807239,0.1145086955342519,0.6508146708964608,0.1703577538989313,15.27577148,-,16.19551185,-,2862.7037230469414,2862.7037230469414,0.6598710242687544,0.2737472996148747,62.84983028471017,7.259038217066784,31.5917628705326,8.362804960561846,330.0965940703384,13.915492817823782,0.7938255170953323,0.2908107769700118,0.698278969168693,0.2702809806824338,1.0752136978417266,0.9817365944244603,0.00345664928057554,1.0663823336330935,0.9913891663669063,0.004449048561151079,0.9296751597424814,0.9130618372841579
CI_Ref_25_chip1_100x100_256s_sp6,0.589099416,2.05e-05,0.5629508,-0.011319614,-,0.160393249,0.00317871,1.259507343,0.003966168,1526.182232,0.14047938,33.60311365,0.197167969,1.273783008,0.005066609,1425.925673,0.169375449,39.57729217,0.201056465,0.000689929,1.45e-05,0.004315583,7.78e-05,2.12068402,*,8.955614989,-,0.844718081,0.039174254,1.416645634,0.406266499,0.182241276,0.022950258,-0.125450158,0.066787858,-0.3,0.004053044,-9.17e-05,7.15e-05,0.4691305,0.022815143,-0.272788969,0.017684987,1.274257652,0.02724715,CI_Ref_25,1.366083881,1.381642853,72.69,0.8104147567573983,0.06743504151357,0.8104147567573983,0.06743504151357,-,0.4389702431761615,0.0748423307689602,8104.89027317617,312.61322185806506,8059.217380467305,438.9455859069351,8150.563165885034,445.2357561278481,0.0751453657730756,0.0181894273008815,0.534359296066305,0.1378389606433123,2.12068402,*,8.955614989,-,2866.0499037953577,2866.0499037953577,0.6598710242687544,0.2737472996148747,62.84983028471017,7.259038217066784,31.5917628705326,8.362804960561846,330.0965940703384,13.915492817823782,0.7938255170953323,0.2908107769700118,0.698278969168693,0.2702809806824338,0.9503665242811942,0.8663553054065208,0.002728138671068923,0.9396642461136332,0.8761748576145275,0.003485079790892832,0.9324339637677053,0.9116012435957644
CI_Ref_25_chip1_100x100_256s_sp7,0.567806922,1.26e-05,0.5353591,-0.018725698,-,0.154916268,0.003193056,1.238046343,0.00388566,1526.06832,0.149452386,33.5517261,0.202556126,1.247240993,0.005165,1426.12863,0.176740425,39.45214737,0.217536684,0.003112251,0.000154673,0.002591944,4.15e-06,21.89644523,-,11.96797214,-,0.775940319,0.040531875,0.610592245,0.4187862,0.123897682,0.023035576,-0.022573662,0.068417133,-0.3,0.00456633,-6.27e-05,7.38e-05,0.44189083,0.023465151,-0.273171278,0.017527939,1.247332131,0.02730789,CI_Ref_25,1.308766316,1.32573779,57.75,0.9843467037834004,0.0880598576885539,0.9843467037834004,0.0880598576885539,-,0.5342870934190723,0.0929032161341765,10019.993457826004,449.1269067921107,9982.92316357372,632.1733978529255,10057.06375207829,638.1353372645052,0.4271703280041387,0.1068849703591536,0.4044344761703924,0.1052495907897563,21.89644523,-,11.96797214,-,2860.6298101158613,2860.6298101158613,0.6598710242687544,0.2737472996148747,62.84983028471017,7.259038217066784,31.5917628705326,8.362804960561846,330.0965940703384,13.915492817823782,0.7938255170953323,0.2908107769700118,0.698278969168693,0.2702809806824338,1.1478249264069265,1.0719015956709956,0.003364207792207792,1.1331310095238096,1.0798623316017315,0.004471861471861472,0.952989833060465,0.933854607101454
CI_Ref_27_1_100x100_256s_sp1,0.636200074,3.13e-05,0.6237243,0.00343542,-,0.095470457,0.003129228,0.556970215,0.003521256,1526.521936,0.313218698,33.32117773,0.451113569,0.555971074,0.004023199,1426.927478,0.376294182,38.50833823,0.413434568,0.002863767,2.71e-05,0.004173176,0.000127238,12.02964106,-,12.02703424,-,1.005913376,0.025616873,3.0,0.260894817,-0.065419951,0.02110702,0.264425152,0.044318551,-0.3,0.013805995,0.000366863,4.58e-05,0.324784043,0.014539572,-0.12608483,0.017176325,0.571108873,0.026853417,CI_Ref_27,0.571282372,0.583220161,52.9,1.2036649947957565,0.1113277382219845,1.2036649947957565,0.1113277382219845,-,0.3520741151879145,0.0613265958549498,4987.483791600333,239.71980468044575,4991.961296022421,339.2589709913514,4983.006287178243,338.7708512047837,0.4144261008812423,0.0975056093816422,0.6906435663669068,0.1756307067711664,12.02964106,-,12.02703424,-,2839.9552693240908,2839.9552693240908,0.6673165314694163,0.2839620591267174,63.38141483045743,7.298339769495637,32.516871115371124,8.408676364820595,326.8473426472038,14.13422178476826,0.828637198060072,0.2924402622477763,0.7245803884963808,0.2717835459839516,0.5512477892249527,0.5264368761814745,0.003328219281663516,0.5399644347826087,0.5254925085066163,0.0038026455576559547,0.9731983713301066,0.9549913604581308
CI_Ref_27_chip1_100x100_256s_sp2,0.296450816,0.001352214,0.2796213,-0.011291943,-,0.057247723,0.003175797,0.328029305,0.003828998,1526.594102,0.504778179,33.2848054,0.720060075,0.330099312,0.004826996,1426.503945,0.597685317,39.02238052,0.633861219,0.000744388,0.000142637,0.002118804,0.000109327,5.212090585,-,6.377060947,-,0.465554811,0.041307557,0.7970471,0.430238411,0.205398382,0.021884028,0.075308063,0.067144464,-0.3,0.020725566,0.000192996,7.46e-05,0.139368526,0.023489943,-0.073518616,0.017400595,0.358453315,0.02655217,CI_Ref_27,0.342379795,0.344223049,27.34,1.0854461616367774,0.1492001790734861,1.0854461616367774,0.1492001790734861,-,0.4085705267235817,0.085568607537438,5707.734193402708,492.5513934267257,5689.781699878964,693.8572413598225,5725.686686926451,699.2779342142676,0.2084742906872271,0.0696394678152817,0.6786123757220945,0.1910703522247703,5.212090585,-,6.377060947,-,2843.54956577704,2843.54956577704,0.6673165314694163,0.2839620591267174,63.38141483045743,7.298339769495637,32.516871115371124,8.408676364820595,326.8473426472038,14.13422178476826,0.828637198060072,0.2924402622477763,0.7245803884963808,0.2717835459839516,0.6295227670080468,0.5999072878566204,0.007002556693489394,0.6261517831016825,0.6036929626920263,0.008827717629846379,0.9641319868189068,0.9529556662546442
CI_Ref_27_chip1_100x100_256s_sp3,0.244511941,1.28e-05,0.2238409,-0.014833799,-,0.044938902,0.003220519,0.218231846,0.003857734,1525.386851,0.787471583,33.82029982,1.135652391,0.215250769,0.005066416,1425.910147,0.965199539,38.58485655,0.984475611,0.002141975,3.58e-05,0.002373775,3.08e-05,18.08924123,-,12.6386998,-,0.200940233,0.071083472,-0.778573982,0.736643954,0.027636809,0.021878683,-0.000775754,0.096425505,-0.096347781,0.063544137,-0.000151362,0.000124891,0.183493018,0.037603013,-0.073336493,0.017926957,0.251039523,0.026075814,CI_Ref_27,0.22294923,0.224011983,24.32,1.0049323994650914,0.1522359172688765,1.0049323994650914,0.1522359172688765,-,0.3600082157933317,0.0809775773309613,4219.935249499084,413.3035720643825,4248.95591025562,586.6410469384455,4190.914588742548,582.350111849974,0.6733621131721059,0.1817264869160941,0.8533981184307886,0.2441417022139221,18.08924123,-,12.6386998,-,2846.0074872906266,2846.0074872906266,0.6673165314694163,0.2839620591267174,63.38141483045743,7.298339769495637,32.516871115371124,8.408676364820595,326.8473426472038,14.13422178476826,0.828637198060072,0.2924402622477763,0.7245803884963808,0.2717835459839516,0.46055095189144735,0.4486674465460526,0.007931196546052632,0.45836601562499996,0.4425385875822368,0.010416151315789473,0.9654698919570164,0.9741971972990392
CI_Ref_27_chip2_100x100_256s_sp1,0.260693493,4.34e-06,0.2368975,-0.017229626,-,0.038171443,0.003153915,0.224284574,0.003803838,1526.362512,0.759679724,33.57765368,1.10797243,0.219363589,0.005061586,1426.915664,0.864413252,36.79638907,1.08055124,0.000336357,9.53e-06,0.002356263,7.83e-05,3.058460641,*,14.59042915,-,0.542174744,0.037274753,3.0,0.379316468,-0.157777454,0.021118699,0.216964954,0.053507294,-0.174714427,0.042835656,0.000398608,6.48e-05,0.021280601,0.019550283,-0.063518417,0.01770451,0.220638229,0.027088103,CI_Ref_27,0.246159524,0.253645007,22.28,1.169593112879744,0.191878409777317,1.169593112879744,0.191878409777317,-,0.3338077142451401,0.0796375065792221,4714.55412787036,506.2671269445757,4766.848382822426,722.2286429183622,4662.259872918294,709.6558339414685,0.1154257182741395,0.0323618939157212,0.9247061138160038,0.2739710107404493,3.058460641,*,14.59042915,-,2840.9893965553647,2840.9893965553647,0.6673165314694163,0.2839620591267174,63.38141483045743,7.298339769495637,32.516871115371124,8.408676364820595,326.8473426472038,14.13422178476826,0.828637198060072,0.2924402622477763,0.7245803884963808,0.2717835459839516,0.5692212903949729,0.5033316292639138,0.008536440754039497,0.5524226301615799,0.49228812612208256,0.01135903500897666,0.8911440249616341,0.884245965070387
CI_Ref_27_chip3_100x100_256s_sp1,0.465677178,0.000779227,0.4509163,-0.004073682,-,0.077025572,0.003162126,0.456512535,0.00381742,1526.765232,0.377405479,33.27994506,0.527936802,0.457464091,0.004653442,1426.735191,0.447265855,39.23781614,0.487024633,0.002027717,4.04e-05,0.003412925,3.19e-05,14.26100239,-,12.94984785,-,0.760075343,0.036586041,2.346285114,0.380421202,0.098855724,0.021896246,0.134547163,0.061841588,-0.3,0.011714815,0.000339916,6.65e-05,0.185388825,0.02115766,-0.100920797,0.017161068,0.479218067,0.026618755,CI_Ref_27,0.477069048,0.488902361,34.95,1.3373526114275367,0.153955409722009,1.3373526114275367,0.153955409722009,-,0.431170547791806,0.0818130129593144,6217.179300437129,422.8956497053143,6210.7064934767395,596.9515666419019,6223.652107397519,599.1758917400621,0.4454160089165194,0.1103113435212058,0.8573597173147952,0.225662077567915,14.26100239,-,12.94984785,-,2835.911569647685,2835.911569647685,0.6673165314694163,0.2839620591267174,63.38141483045743,7.298339769495637,32.516871115371124,8.408676364820595,326.8473426472038,14.13422178476826,0.828637198060072,0.2924402622477763,0.7245803884963808,0.2717835459839516,0.6994311316165951,0.6530937553648068,0.005461258941344778,0.6825022145922746,0.6544550658082976,0.00665728469241774,0.9589054098516995,0.9337499088084789
CI_Ref_27_chip3_100x100_256s_sp2,0.369863634,0.000938014,0.3393953,-0.022209985,-,0.064665274,0.003174285,0.382963602,0.003697891,1526.351804,0.462633528,33.50065024,0.654483721,0.380436703,0.004578779,1426.756727,0.552756222,38.39873456,0.626238911,0.00083056,2.89e-05,0.00183994,5.11e-06,5.624255286,-,13.15090948,-,0.667367175,0.036017122,2.744919669,0.370231207,0.003116605,0.021862805,0.209059827,0.058263226,-0.3,0.02276442,0.000426478,6.43e-05,0.109407405,0.020105533,-0.098527315,0.017628412,0.397402143,0.026954025,CI_Ref_27,0.394946941,0.405144969,35.16,1.0499092105310963,0.1198697645878651,1.0499092105310963,0.1198697645878651,-,0.3577951219375663,0.0685246718941117,5132.864148310968,346.9970922874306,5149.854224419862,491.48627702590505,5115.874072202075,489.96853747862394,0.1803344207286472,0.0449474097244007,0.4568663045440898,0.1200608636416321,5.624255286,-,13.15090948,-,2844.6334345122327,2844.6334345122327,0.6673165314694163,0.2839620591267174,63.38141483045743,7.298339769495637,32.516871115371124,8.408676364820595,326.8473426472038,14.13422178476826,0.828637198060072,0.2924402622477763,0.7245803884963808,0.2717835459839516,0.5761447226962457,0.5446012542662116,0.005258661831626849,0.5616424075654153,0.5410078256541525,0.0065113467007963605,0.9632602851328326,0.9452507899709351
CI_Ref_28_1_100x100_256s_sp1,0.481279747,0.000554012,0.4152846,-0.053693399,-,0.113399819,0.003138048,0.70494191,0.003862256,1526.302477,0.254528045,33.37784521,0.35659429,0.703200975,0.005073364,1427.0184,0.309176339,39.14705813,0.367062547,0.00250333,0.000148488,0.004620116,0.000182244,6.687509126,-,5.394122605,-,0.596943155,0.039933139,1.337085114,0.413705129,0.150147422,0.022655827,0.005876729,0.066873765,-0.3,0.010456784,0.000137551,7.27e-05,0.190987962,0.023050816,-0.208935309,0.017702398,0.747688053,0.027269662,CI_Ref_28,0.748389346,0.766089342,35.23,1.370836640130672,0.1565425912356153,1.370836640130672,0.1565425912356153,-,0.6300358663848334,0.117783458475839,9543.298162703282,643.41769414181,9555.096867198305,909.4536252465616,9531.499458208258,910.4061841095664,0.5460420501590602,0.1393343112366551,1.1522585302288233,0.3073888148861035,6.687509126,-,5.394122605,-,2835.8189864800347,2835.8189864800347,0.6670504311636379,0.2889103721272454,63.36241615026573,7.2969337253447,32.48380801030721,8.4070390090393,325.2733150804813,14.239419575182168,0.8273930385018686,0.2923821362335413,0.7236403832641143,0.2717298634076324,1.0872684388305422,1.0004852540448481,0.005481487368719841,1.0621478086857792,0.9980144408174851,0.007200346295770651,0.939619168496287,0.920182374760149
CI_Ref_28_1_100x100_256s_sp2,0.480192673,0.000738311,0.4181058,-0.050430371,-,0.095292959,0.003208064,0.609744212,0.003902132,1526.358392,0.292508897,33.39128614,0.404477335,0.610433422,0.005060045,1426.847844,0.350772874,38.98356676,0.423200746,0.002213492,0.000112345,0.004265492,5.43e-05,3.869296885,*,5.304216964,-,0.613638262,0.040045157,1.328184835,0.416133313,0.123545955,0.022707158,0.112673196,0.067272836,-0.3,0.010412412,0.000193669,7.3e-05,0.176266381,0.023208117,-0.155703715,0.01763498,0.624072014,0.02655369,CI_Ref_28,0.636155229,0.645717144,36.13,1.333106412214672,0.1501173000373911,1.333106412214672,0.1501173000373911,-,0.5160299345362921,0.0962709174177036,8060.0177528123295,531.1686982772475,8055.465100247141,750.4437665112214,8064.570405377517,751.9274548935115,0.4705947869704537,0.1186969007886999,1.0368772709998209,0.2724147634519411,3.869296885,*,5.304216964,-,2836.957284661084,2836.957284661084,0.6670504311636379,0.2889103721272454,63.36241615026573,7.2969337253447,32.48380801030721,8.4070390090393,325.2733150804813,14.239419575182168,0.8273930385018686,0.2923821362335413,0.7236403832641143,0.2717298634076324,0.8936024688624412,0.8438198339330195,0.005400127318018267,0.88036981594243,0.8447736257957374,0.007002553279822861,0.9595667758002504,0.9442899536828774
CI_Ref_28_1_100x100_256s_sp3,0.421735013,0.0011037,0.3603691,-0.050796293,-,0.0829356,0.003118878,0.514703326,0.003901244,1526.564866,0.341464959,33.53136846,0.489058105,0.515608692,0.004987613,1426.74804,0.413095917,39.10720576,0.471483682,0.001953207,0.000109555,0.002820148,3.95e-06,12.2584209,-,8.568388262,-,0.539089012,0.039052575,1.19423183,0.405978069,0.207424101,0.022467943,0.057108015,0.066153201,-0.3,0.011693803,0.000178499,7.1e-05,0.141698843,0.022586109,-0.117202869,0.017679605,0.520667988,0.027270658,CI_Ref_28,0.5537092,0.544824,33.2,1.272262075989201,0.1511352136977404,1.272262075989201,0.1511352136977404,-,0.4880257179075361,0.0935043220777011,7395.530615345831,526.689008112056,7389.031941299409,744.2500235210231,7402.029289392253,745.4509692482812,0.4512373734377896,0.1158517425121069,0.7449339347335064,0.1983903492672956,12.2584209,-,8.568388262,-,2838.7966214729577,2838.7966214729577,0.6670504311636379,0.2889103721272454,63.36241615026573,7.2969337253447,32.48380801030721,8.4070390090393,325.2733150804813,14.239419575182168,0.8273930385018686,0.2923821362335413,0.7236403832641143,0.2717298634076324,0.8205180722891565,0.775155611445783,0.0058753674698795175,0.8338993975903615,0.7765191144578313,0.007511465361445783,0.9311904010263871,0.9447148547053728
CI_Ref_28_1_100x100_256s_sp4,0.462632421,4.02e-05,0.3964986,-0.054217258,-,0.105420909,0.003172697,0.688524635,0.00388426,1526.438061,0.259987941,33.65348361,0.372930814,0.691471979,0.005061425,1426.856931,0.316607105,39.24287129,0.365533392,0.002116456,8.21e-05,0.003965242,0.000177342,5.284884417,-,6.510524506,-,0.597192763,0.039552764,1.580265113,0.410682471,0.070257019,0.022640067,0.095514242,0.066844694,-0.3,0.009319534,0.000154618,7.21e-05,0.169595382,0.022946504,-0.16470308,0.01767531,0.69477654,0.027537283,CI_Ref_28,0.733254723,0.742194151,34.43,1.3480410739279691,0.1563581409274698,1.3480410739279691,0.1563581409274698,-,0.5991817976701169,0.1127981197817359,9567.726039693262,658.5873519594915,9547.291656267496,928.6130232016948,9588.160423119029,934.1450924691884,0.4722763211779802,0.1185841609432058,1.0116858892640834,0.2717579580450001,5.284884417,-,6.510524506,-,2836.5065052471546,2836.5065052471546,0.6670504311636379,0.2889103721272454,63.36241615026573,7.2969337253447,32.48380801030721,8.4070390090393,325.2733150804813,14.239419575182168,0.8273930385018686,0.2923821362335413,0.7236403832641143,0.2717298634076324,1.0778305997676445,0.9998905532965439,0.005640807435376126,1.0648485666569851,1.004170750798722,0.007350312227708393,0.9430174226099053,0.9276880369810407
CI_Ref_28_2_100x100_256s_sp1,0.478513658,0.000169642,0.4135025,-0.052721824,-,0.091505369,0.003212036,0.623892819,0.003869759,1526.324946,0.287053271,33.38430999,0.397700426,0.631651427,0.005000942,1426.92383,0.341565188,39.15665891,0.398687015,0.002466525,0.000102797,0.003715695,6.02e-05,5.197747335,-,15.73525141,-,0.65141304,0.038596752,2.055145401,0.39981618,0.1072725,0.022683071,0.120893588,0.065467502,-0.3,0.009453749,0.000233853,7.02e-05,0.155493848,0.022345526,-0.128978519,0.017416713,0.624301418,0.026976339,CI_Ref_28,0.669806262,0.675760031,36.13,1.328378296658255,0.1494106520029856,1.328378296658255,0.1494106520029856,-,0.4954944614774484,0.0927478165588666,8293.218452693814,546.163458865831,8241.970692021256,766.1962980228456,8344.466213366375,778.537942618881,0.5243639446965185,0.131235180476929,0.9031843959695868,0.2370883638927716,5.197747335,-,15.73525141,-,2837.100052749152,2837.100052749152,0.6670504311636379,0.2889103721272454,63.36241615026573,7.2969337253447,32.48380801030721,8.4070390090393,325.2733150804813,14.239419575182168,0.8273930385018686,0.2923821362335413,0.7236403832641143,0.2717298634076324,0.9351785649045115,0.8633999709382785,0.005355326598394686,0.9269391945751453,0.8741370426238583,0.006920761140326599,0.943036013300216,0.9232461086471094
CI_Ref_28_2_100x100_256s_sp2,0.481314198,4.43e-06,0.4169465,-0.051193551,-,0.088743068,0.003188974,0.574158403,0.003872304,1526.238186,0.310033974,33.25593083,0.43096299,0.570593324,0.005024782,1427.071414,0.372307002,38.41696094,0.448968094,0.001995826,0.000816334,0.005117879,0.000126011,7.593948714,-,4.282434776,-,0.61186713,0.040514681,1.617789569,0.421449756,0.098115815,0.022453876,0.048873604,0.067284043,-0.3,0.015633866,0.000149319,7.36e-05,0.18540973,0.023300521,-0.146731034,0.017545095,0.591401145,0.026768442,CI_Ref_28,0.612969062,0.625671244,35.28,1.366995273048791,0.1560469377457968,1.366995273048791,0.1560469377457968,-,0.4916290910875266,0.0924461388696678,7735.943646121388,521.2603073531869,7760.035551455522,738.59415272125,7711.851740787253,735.749896128932,0.4340911011550861,0.2197384675192564,1.2727329515734471,0.3370987287181469,7.593948714,-,4.282434776,-,2835.9347980523553,2835.9347980523553,0.6670504311636379,0.2889103721272454,63.36241615026573,7.2969337253447,32.48380801030721,8.4070390090393,325.2733150804813,14.239419575182168,0.8273930385018686,0.2923821362335413,0.7236403832641143,0.2717298634076324,0.8867222845804987,0.8137165575396825,0.005487959183673469,0.8687203259637187,0.8086640079365078,0.007121289682539683,0.9308680639415371,0.9176678783083086
CI_Ref_4_100x100_256s_sp3,0.718184813,0.000252652,0.6826644,-0.019528238,-,0.177219657,0.003149697,1.19384715,0.003841498,1527.384183,0.150779723,33.7854645,0.217152604,1.207836067,0.00486907,1427.33544,0.182491416,39.70702653,0.195330478,0.003325957,5.62e-05,0.004409398,8.74e-05,8.485632196,-,15.27660158,-,0.821864987,0.036860746,0.733044814,0.384972604,0.260402676,0.022220998,-0.096229379,0.063703437,-0.3,0.004561022,-0.000102007,6.74e-05,0.477148061,0.021580339,-0.292846759,0.017661906,1.253349594,0.028552062,CI_Ref_4,1.280355529,1.301285137,66.68,1.0732953756137502,0.0914261483390367,1.0732953756137502,0.0914261483390367,-,0.5134473886525107,0.0853115192047689,8582.506944086559,352.1811963856831,8532.517013506655,495.22800197753014,8632.496874666462,500.8748410610657,0.3767578958230235,0.086617764329436,0.572095871648571,0.1414227801694753,8.485632196,-,15.27660158,-,2845.0056557047355,2845.0056557047355,0.6693365001745795,0.2913431936466621,63.525633903465966,7.309016461153434,32.767853305448945,8.421100559290114,324.49944969725493,14.290962461240005,0.8380816192697713,0.292881229915567,0.7317159727502758,0.272191005846059,0.9757686990101979,0.8952063212357528,0.0028805473905218954,0.9600746318236351,0.9056959110677862,0.003651072285542891,0.9433599024978319,0.917437013652758
