Sample ID,PH_3550_M,PH_3550_STD,H2Ot_3550_MAX,BL_H2Ot_3550_MAX,H2Ot_3550_SAT_x,PH_1635_BP,PH_1635_STD,PH_1515_BP,PH_1515_STD,P_1515_BP,P_1515_STD,STD_1515_BP,STD_1515_STD,PH_1430_BP,PH_1430_STD,P_1430_BP,P_1430_STD,STD_1430_BP,STD_1430_STD,PH_5200_M,PH_5200_STD,PH_4500_M,PH_4500_STD,STN_P5200,ERR_5200_x,STN_P4500,ERR_4500_x,AVG_BL_BP,AVG_BL_STD,PC1_BP,PC1_STD,PC2_BP,PC2_STD,PC3_BP,PC3_STD,PC4_BP,PC4_STD,m_BP,m_STD,b_BP,b_STD,PH_1635_PC1_BP,PH_1635_PC1_STD,PH_1635_PC2_BP,PH_1635_PC2_STD,Repeats,PH_1430,PH_1515,Thickness,H2Ot_MEAN,H2Ot_STD,H2Ot_3550_M,H2Ot_3550_STD,H2Ot_3550_SAT_y,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_STN,ERR_5200_y,PH_4500_STN,ERR_4500_y,Density,Density_Sat,Tau,Eta,epsilon_H2Ot_3550,sigma_epsilon_H2Ot_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500,PH_1515_norm,PH_1515_BP_norm,PH_1515_STD_norm,PH_1430_norm,PH_1430_BP_norm,PH_1430_STD_norm,Py_Devol_1430,Py_Devol_1515
CI_Ref_bas_3_2_100x100_256s_060223_sp1,0.396349126,0.000464001,0.3182049,-0.058635851,-,0.054945595,0.00308921,0.366130343,0.003988162,1521.31931,0.46822373,34.69517454,0.676436188,0.351830373,0.004748046,1422.343647,0.544068322,35.10089651,0.62959616,0.002041015,0.000245869,0.003000447,0.000123576,4.790059035,-,8.718768424,-,0.506226236,0.045287855,2.712645453,0.47081831,0.098192001,0.021556558,0.159809155,0.068315204,-0.3,0.03609659,0.000416107,8.05e-05,-0.030825148,0.024813622,-0.068067319,0.017110012,0.222866313,0.024277809,CI_Ref_bas_3,0.377131112,0.384710868,24.87,1.653212257084043,0.2468268045808919,1.653212257084043,0.2468268045808919,-,0.5213011091769338,0.128121021758836,7726.599497366909,745.1428231498148,7880.493907676626,1072.0669742073792,7572.705087057192,1035.192595791015,0.856534771281642,0.3351013254820781,1.3667742661461832,0.5088449612753733,4.790059035,-,8.718768424,-,2900.383772736248,2900.383772736248,0.6172204989407188,0.4214118980271018,59.80472408558244,7.035549717579927,26.292412327408705,8.09762803448959,283.12540439315933,16.905011840564757,0.5944117712371408,0.2813471443304878,0.5476150424587556,0.2616520551891081,0.7734436429433051,0.7360883453960595,0.008018017691998391,0.7582048894250101,0.707338908323281,0.009545729794933655,0.9329126179332559,0.9517026251517283
CI_Ref_bas_3_chip1_100x100_256s_sp1,0.524838538,1.57e-05,0.4787361,-0.017984999,-,0.056322069,0.003162504,0.365728046,0.004044927,1521.33379,0.462790424,34.54847781,0.658836017,0.355449505,0.005110109,1422.068132,0.529145801,35.24567419,0.648340699,0.002730818,0.000106141,0.003577022,9.04e-06,11.27077763,-,7.241116532,-,0.484498046,0.06462765,1.793580741,0.667516723,-0.08929781,0.021996653,0.147534048,0.08811247,-0.130790949,0.060411112,0.000203986,0.000113261,0.125725553,0.034062652,-0.051100353,0.017497939,0.198967484,0.023752665,CI_Ref_bas_3,0.364965265,0.366187614,32.38,1.6829631829581415,0.2048577461470105,1.6829631829581415,0.2048577461470105,-,0.4108020055877052,0.0934808476065613,5966.616235563031,448.2270900738633,6051.655085598589,641.394518017063,5881.577385527474,626.2931976015643,0.88102806884452,0.3111773103707846,1.2526525628717384,0.4438205635201355,11.27077763,-,7.241116532,-,2899.423248705687,2899.423248705687,0.6172204989407188,0.4214118980271018,59.80472408558244,7.035549717579927,26.292412327408705,8.09762803448959,283.12540439315933,16.905011840564757,0.5944117712371408,0.2813471443304878,0.5476150424587556,0.2616520551891081,0.5654533878937615,0.56474373996294,0.006246026868437307,0.5635658817171093,0.5488719966028413,0.007890841568869673,0.9739269434311784,0.9987449930515673
CI_Ref_bas_3_chip1_100x100_256s_sp2,0.559952988,8.55e-06,0.5096425,-0.020902804,-,0.063861321,0.003128329,0.482715258,0.004088218,1521.242649,0.34796802,34.51176012,0.496624639,0.468500646,0.005225307,1422.075367,0.394499205,35.2737407,0.501632401,0.002357245,8.85e-05,0.003140121,1.2e-06,6.750575841,-,7.929718378,-,0.598937774,0.035259849,3.0,0.359404279,-0.095346013,0.021194337,0.178881218,0.051940085,-0.21214486,0.042644835,0.000323494,6.13e-05,0.099158469,0.018585932,-0.072844955,0.017143576,0.277435169,0.023883069,CI_Ref_bas_3,0.503806994,0.505894053,35.66,1.6285995246059113,0.1861879056360162,1.6285995246059113,0.1861879056360162,-,0.4224795498476775,0.0932678538909211,7138.037874219182,491.4081103228483,7244.706022214456,704.0525227912512,7031.369726223908,685.7388487723046,0.6897878656991369,0.241199975073047,0.997399720824578,0.3502487361744341,6.750575841,-,7.929718378,-,2901.1793131389713,2901.1793131389713,0.6172204989407188,0.4214118980271018,59.80472408558244,7.035549717579927,26.292412327408705,8.09762803448959,283.12540439315933,16.905011840564757,0.5944117712371408,0.2813471443304878,0.5476150424587556,0.2616520551891081,0.7093298555804824,0.6768301430173864,0.005732218171620865,0.706403524957936,0.6568993914750422,0.007326566180594504,0.9299208855365754,0.9541825114121275
CI_Ref_bas_3_chip1_100x100_256s_sp3,0.53900374,0.000504996,0.4917546,-0.019748536,-,0.060448451,0.003111807,0.432255896,0.004034245,1521.013217,0.38678574,34.47239299,0.557400744,0.42436044,0.004602722,1421.773043,0.445479428,35.34599062,0.517128227,0.003082066,0.000120976,0.003052205,2.79e-05,8.420463636,-,9.301657094,-,0.5372047,0.041503097,2.34132093,0.432486983,0.252516636,0.021469056,-0.079105945,0.066111169,-0.3,0.025724466,0.000253447,7.47e-05,0.121620518,0.023353013,-0.072017521,0.017165182,0.261557653,0.023866506,CI_Ref_bas_3,0.483345118,0.48342815,37.83,1.4780891109702443,0.1629140781178532,1.4780891109702443,0.1629140781178532,-,0.3770501101918518,0.082628646094506,6060.831345047371,397.92371990369134,6116.6941919219635,566.8281128010416,6004.968498172778,558.6403476176557,0.8503522463320349,0.2954241507201413,0.9140767449259436,0.319184903456271,8.420463636,-,9.301657094,-,2906.062073833365,2906.062073833365,0.6172204989407188,0.4214118980271018,59.80472408558244,7.035549717579927,26.292412327408705,8.09762803448959,283.12540439315933,16.905011840564757,0.5944117712371408,0.2813471443304878,0.5476150424587556,0.2616520551891081,0.6389481231826594,0.5713136346814698,0.0053320711075865715,0.6388383795929157,0.5608781919111816,0.006083428495902723,0.8779657106208736,0.894147136446233
CI_Ref_bas_5_1_100x100_256s_sp1,0.599276485,0.00043256,0.5684023,-0.000219343,-,0.052698941,0.003185364,0.153843202,0.00413478,1520.88645,1.014747497,34.2244611,1.442782468,0.153434852,0.00494951,1421.402785,1.08411958,34.38366291,1.36188963,0.002826882,0.000110911,0.003288283,3.22e-06,9.41080745,-,9.461355675,-,0.543175041,0.067326446,1.620997762,0.696764124,0.090426227,0.021779247,0.019034668,0.091397543,-0.104571985,0.061229829,0.000209037,0.000118179,0.173822679,0.035567824,-0.019706885,0.017634404,0.073324852,0.022804507,CI_Ref_bas_5,0.154611879,0.153036084,38.52,1.6131907404789896,0.175944440971705,1.6131907404789896,0.175944440971705,-,0.3211957798472123,0.0707459265793367,2135.2452894489907,144.48951511896666,2138.0828738537216,202.79056804171725,2132.4077050442597,205.8758495564111,0.7590180458074809,0.2601959772905966,0.9601096637744656,0.3309091265204044,9.41080745,-,9.461355675,-,2902.08208101645,2902.08208101645,0.6185265393307066,0.420477092866354,59.897971042267606,7.042350282510465,26.45468854315964,8.105811418776806,283.42276009648174,16.887061327053644,0.6005182002765586,0.2816403335238164,0.552228659104363,0.2619168582707604,0.198644968847352,0.1996926298026999,0.005367056074766356,0.2006903933021807,0.19916258047767396,0.006424597611630322,0.9923872149564913,1.0052740372002724
CI_Ref_bas_5_1_100x100_256s_sp3,0.560940756,0.000304468,0.5190475,-0.01423597,-,0.047629776,0.00316564,0.122257253,0.004131981,1520.850815,1.236172877,34.05959187,1.710396447,0.122411684,0.0048294,1421.352467,1.304823965,33.94141792,1.59809161,0.002363303,6.57e-05,0.003119078,6.77e-06,11.04381376,-,12.86841779,-,0.503345825,0.070460549,1.348647753,0.727438955,0.093995389,0.02179869,0.005910397,0.095332689,-0.097380007,0.062534088,0.00014943,0.000123569,0.172699164,0.037150341,-0.01050051,0.017283359,0.048457934,0.022105346,CI_Ref_bas_5,0.125709473,0.122036502,34.91,1.6667486414271575,0.193468746746621,1.6667486414271575,0.193468746746621,-,0.3204358600022793,0.0724299400440797,1876.6777038910232,140.03211053219752,1875.4931758588043,196.04198467579943,1877.8622319232416,200.008770219658,0.7004198696811708,0.2413992434464723,1.0052463845033035,0.3495749058885998,11.04381376,-,12.86841779,-,2900.3496932385424,2900.3496932385424,0.6185265393307066,0.420477092866354,59.897971042267606,7.042350282510465,26.45468854315964,8.105811418776806,283.42276009648174,16.887061327053644,0.6005182002765586,0.2816403335238164,0.552228659104363,0.2619168582707604,0.17478731309080495,0.17510348467487827,0.0059180478372959045,0.18004794185047265,0.17532466914924094,0.006916929246634202,0.9737665832072975,1.0018088932113114
CI_Ref_bas_5_2_100x100_256s_sp1,0.507577042,0.000269133,0.4655904,-0.016241523,-,0.048996037,0.003164084,0.191299572,0.004047754,1520.845816,0.83472774,34.43896678,1.203775397,0.184776247,0.004866681,1421.670471,0.952923055,34.3944751,1.143888594,0.002208774,2.72e-05,0.002474073,9.13e-06,14.9619913,-,14.41923607,-,0.506931904,0.063233623,1.892128452,0.652568106,0.07631582,0.021717279,0.089872505,0.086220755,-0.15869863,0.058126389,0.000241504,0.000110763,0.114966323,0.033310602,-0.028911927,0.017397771,0.105566704,0.022975199,CI_Ref_bas_5,0.1945331,0.1936578,33.0,1.593723129176854,0.191524217810668,1.593723129176854,0.191524217810668,-,0.34832233064371,0.0793645887036339,3048.2042188782216,229.44429952199823,3101.077670936339,327.8624036634022,2995.330766820104,321.06851386677295,0.6917483368033163,0.2387195511280364,0.8425905513995539,0.2952896607947682,14.9619913,-,14.41923607,-,2902.712746904522,2902.712746904522,0.6185265393307066,0.420477092866354,59.897971042267606,7.042350282510465,26.45468854315964,8.105811418776806,283.42276009648174,16.887061327053644,0.6005182002765586,0.2816403335238164,0.552228659104363,0.2619168582707604,0.29342090909090907,0.28984783636363637,0.006132960606060606,0.29474712121212115,0.2799640106060606,0.007373759090909091,0.9498447667774791,0.9878227058243976
CI_Ref_bas_6_1_100x100_256s_sp1,0.432717718,0.000885518,0.4181593,0.009446559,-,0.060885136,0.003148337,0.413461329,0.004130809,1520.95651,0.402323538,34.82626216,0.586070265,0.407244727,0.004957327,1420.744735,0.45690937,35.53537576,0.547777475,0.002026863,6.91e-05,0.002741198,6.93e-06,5.188153351,-,9.403531204,-,0.405876116,0.047664835,1.506430512,0.495536357,0.314401479,0.022135633,-0.066833959,0.073096204,-0.3,0.032509403,0.000157897,8.53e-05,0.130894273,0.026437263,-0.018577416,0.017244126,0.243356624,0.02414192,CI_Ref_bas_6,0.460025366,0.456938004,27.06,1.6529427446058704,0.2298416019928593,1.6529427446058704,0.2298416019928593,-,0.5205288773877844,0.1220470237864331,8288.240725235897,737.2649085700691,8351.021660617447,1048.6685178769128,8225.459789854349,1036.5966048802052,0.7557003076017512,0.2626934352496132,1.116449166115348,0.3938184503268292,5.188153351,-,9.403531204,-,2893.894813863277,2893.894813863277,0.621862982193245,0.4380280643194302,60.13618200838373,7.059735877714404,26.86924335015689,8.126698246604429,277.8399053160841,17.22239829189372,0.61611783390225,0.2823883188187764,0.564014717518583,0.2625931627437193,0.8443052549889135,0.7639714135254989,0.0076326847745750185,0.8500099150036956,0.7524847135994087,0.009159879896526238,0.8852658072772447,0.9048521361335486
CI_Ref_bas_6_2_100x100_256s_sp1,0.463751067,0.001539752,0.4401058,-0.00062145,-,0.063995296,0.003152254,0.471732036,0.004182545,1521.491087,0.376965496,34.71973454,0.525534909,0.469302324,0.005054259,1421.223001,0.423354004,36.61019751,0.513474908,0.002798567,0.000146382,0.002765447,0.000260676,7.619684646,-,7.014242659,-,0.399113545,0.041218722,0.965531595,0.427263631,0.334039402,0.022629413,-0.075725432,0.068046144,-0.3,0.016628338,0.000120345,7.47e-05,0.158884997,0.023583196,-0.038374786,0.01703531,0.290551037,0.024803774,CI_Ref_bas_6,0.523298787,0.538597803,28.54,1.685067212501589,0.2248513848790188,1.685067212501589,0.2248513848790188,-,0.5204281429066325,0.1195228536001624,9039.811475251996,764.607505562924,9063.151896550911,1083.533979935445,9016.47105395308,1079.0980792207365,0.9925218742559851,0.3453657552025809,1.0713788309727317,0.3919161986250404,7.619684646,-,7.014242659,-,2892.863875762438,2892.863875762438,0.621862982193245,0.4380280643194302,60.13618200838373,7.059735877714404,26.86924335015689,8.126698246604429,277.8399053160841,17.22239829189372,0.61611783390225,0.2823883188187764,0.564014717518583,0.2625931627437193,0.9435840977575334,0.8264401471618782,0.00732751401541696,0.9167813367203924,0.8221834688156973,0.00885469341275403,0.8968152337796266,0.8758521356241032
CI_Ref_bas_6_2_100x100_256s_sp2,0.512424211,9.25e-06,0.4867166,0.004065893,-,0.075418928,0.003127699,0.612973782,0.004116719,1521.538843,0.281656564,34.3279295,0.386280538,0.598852875,0.004976409,1421.769448,0.326499014,36.50436087,0.394295554,0.005038394,7.26e-06,0.007545463,0.000404298,5.492904781,-,3.579987859,*,0.502165025,0.04436816,2.030778532,0.458461339,0.025696654,0.022507058,0.169287935,0.069477389,-0.3,0.027342651,0.000264474,7.94e-05,0.128652435,0.024707347,-0.108482462,0.017106372,0.42062533,0.023467403,CI_Ref_bas_6,0.630505992,0.631073927,30.84,1.7236202959108773,0.2171966529693372,1.7236202959108773,0.2171966529693372,-,0.5677703750874286,0.1264120811259631,10776.408496958296,846.9639510843956,10901.981458487526,1210.123705531371,10650.835535429062,1185.3237342840084,1.6541548253211926,0.5604511713347907,2.7060964220143915,0.9471813024126776,5.492904781,-,3.579987859,*,2891.6284569101645,2891.6284569101645,0.621862982193245,0.4380280643194302,60.13618200838373,7.059735877714404,26.86924335015689,8.126698246604429,277.8399053160841,17.22239829189372,0.61611783390225,0.2823883188187764,0.564014717518583,0.2625931627437193,1.0231419049935149,0.9937966634241244,0.006674317444876783,1.0222211284046692,0.9709028453307393,0.008068107976653697,0.9497972780566375,0.9713185029113078
CI_Ref_bas_7_1_100x100_256s_051423_sp1,0.276394266,3.78e-05,0.2729674,0.008075689,-,0.019843048,0.003200865,0.157495139,0.004121605,1520.885814,0.971689565,34.21968966,1.380530111,0.155460081,0.00485597,1421.86177,1.056437028,34.10314596,1.298893804,0.001007755,7.57e-05,0.002039133,1.74e-05,2.896492361,*,6.596874983,-,0.342692565,0.067155693,1.628346433,0.692321049,-0.049038134,0.02181555,0.0122311,0.091003644,-0.037510318,0.060761677,0.000195963,0.000117673,0.054878775,0.03534099,-0.023804268,0.017338302,0.07942733,0.022492082,CI_Ref_bas_7,0.162824806,0.178070199,22.46,1.3967222565590984,0.2502620463772728,1.3967222565590984,0.2502620463772728,-,0.2304102832434792,0.0729915401423445,4075.884709424732,491.14704598875176,4102.389018204092,697.5700437235573,4049.380400645373,691.590715115105,0.5223334755093861,0.2103382736066116,1.142518104103841,0.4525343068104067,2.896492361,*,6.596874983,-,2917.7652409257225,2917.7652409257225,0.6143713899766493,0.4234617915491002,59.60130714518721,7.0207241439958805,25.938409017483785,8.07976176098153,282.4733460225334,16.94433882817596,0.5810906811330105,0.2807067849818033,0.5375505018499434,0.261074261809136,0.39641629341050755,0.3506125089047195,0.009175434105075691,0.3624773063223508,0.34608210373998216,0.01081026268922529,0.9547690233391096,0.8844553433671404
CI_Ref_bas_7_1_100x100_256s_060223_sp1,0.282178909,0.000630253,0.2810713,0.009635447,-,0.035225195,0.003127475,0.166560163,0.004179806,1519.397071,0.992878252,34.91538839,1.398037734,0.157914421,0.005192306,1419.373744,1.14973248,35.13958166,1.341818295,0.001225023,4.13e-05,0.001952145,6.55e-06,12.52063649,-,11.39022305,-,0.412229697,0.061929305,1.976158676,0.638595089,0.073132354,0.021992766,0.135440188,0.083744839,-0.158237924,0.058877372,0.000350677,0.000108371,0.010092822,0.03252932,0.003610812,0.01729692,0.061705026,0.022909647,CI_Ref_bas_7,0.162016966,0.183256038,20.48,1.426432364264673,0.2550247938441894,1.426432364264673,0.2550247938441894,-,0.4091593596235208,0.1145706445618518,4227.328376461481,508.2193072680382,4339.967061567754,735.2775022274535,4114.689691355208,701.7937388137454,0.6351594302687025,0.2510483527904132,1.0941458554696304,0.4321046387786713,12.52063649,-,11.39022305,-,2916.7871423872307,2916.7871423872307,0.6143713899766493,0.4234617915491002,59.60130714518721,7.0207241439958805,25.938409017483785,8.07976176098153,282.4733460225334,16.94433882817596,0.5810906811330105,0.2807067849818033,0.5375505018499434,0.261074261809136,0.4474024365234375,0.4066410229492188,0.010204604492187502,0.39554923339843756,0.38553325439453123,0.0126765283203125,0.974678300049144,0.9088931792795827
CI_Ref_bas_7_1_100x100_256s_sp2,0.264812051,2.19e-06,0.2445565,-0.009321466,-,0.012485579,0.003176775,0.15249901,0.003981789,1521.540251,0.980961712,34.44902301,1.411743691,0.156545844,0.004389971,1423.125977,0.972376402,32.14453982,1.137029748,0.000858814,8.48e-06,0.001215032,3.38e-06,6.565329253,-,6.404744841,-,0.184289586,0.071803041,0.065737494,0.741754796,-0.009138163,0.021747874,-0.08712291,0.097089438,-0.029327583,0.060933553,-2.55e-05,0.000126129,0.117197553,0.037934361,-0.037246072,0.01762049,0.102906678,0.022788864,CI_Ref_bas_7,0.166076612,0.157538906,19.37,1.414351375775725,0.2683327449595122,1.414351375775725,0.2683327449595122,-,0.1532289090277228,0.0595633884871624,4254.022232474008,543.3517634780675,4198.317302965194,757.4709272379388,4309.727161982822,779.2062306528358,0.4704685116955396,0.1884034495554338,0.7195215423593478,0.2900273701430255,6.565329253,-,6.404744841,-,2917.1847174440672,2917.1847174440672,0.6143713899766493,0.4234617915491002,59.60130714518721,7.0207241439958805,25.938409017483785,8.07976176098153,282.4733460225334,16.94433882817596,0.5810906811330105,0.2807067849818033,0.5375505018499434,0.261074261809136,0.4066569592152814,0.3936474186886938,0.010278236964377904,0.42869543624161077,0.4040935570469798,0.011331881775942179,0.9426122204371556,0.9680085629133414
CI_Ref_bas_7_1_100x100_256s_sp3,0.310733324,0.001396992,0.2958458,-0.004394729,-,0.037842825,0.003113751,0.31468817,0.004107583,1520.085062,0.533737054,34.53997054,0.763416483,0.306330417,0.00519934,1420.888523,0.616308374,35.32180614,0.74558314,0.002602561,1.88e-05,0.002457184,3.37e-06,10.55957517,-,5.803277777,-,0.383604242,0.061659066,2.020192673,0.636339939,0.06274055,0.021819107,0.0422729,0.084342118,-0.187705958,0.057663765,0.000174659,0.000108098,0.066892809,0.032531838,-0.025088253,0.017223019,0.192909535,0.022975414,CI_Ref_bas_7,0.3484034,0.3473547,23.7,1.3576336469844128,0.2116978451760711,1.3576336469844128,0.2116978451760711,-,0.3799187797417352,0.0991267714291071,6992.911425004938,709.4943690425733,7087.022982476034,1014.6734493306744,6898.799867533842,991.9510219944676,1.1662926890784546,0.442412620374953,1.1903343149895371,0.4540377851463695,10.55957517,-,5.803277777,-,2919.053964954926,2919.053964954926,0.6143713899766493,0.4234617915491002,59.60130714518721,7.0207241439958805,25.938409017483785,8.07976176098153,282.4733460225334,16.94433882817596,0.5810906811330105,0.2807067849818033,0.5375505018499434,0.261074261809136,0.7328158227848102,0.6638990928270042,0.008665786919831223,0.7350282700421941,0.6462667025316456,0.010969071729957806,0.8792406072960254,0.9059562746667886
CI_Ref_bas_7_1_100x100_256s_sp4,0.335109752,0.00090278,0.2964433,-0.02382591,-,0.031853892,0.003101443,0.274329628,0.003943334,1522.607412,0.625187384,35.13710896,0.943037117,0.269420327,0.005017698,1422.495192,0.710222186,35.64430546,0.854161438,0.002544729,1.37e-05,0.002230866,8.05e-06,4.246798492,-,4.187198296,-,0.529163285,0.041501701,3.0,0.426963948,0.045145508,0.02152554,0.235440347,0.060829824,-0.293449248,0.040166877,0.000480206,7.3e-05,0.005611526,0.02226028,-0.080145543,0.017505346,0.125397175,0.025943249,CI_Ref_bas_7,0.2833735,0.2867915,24.9,1.3941515945472007,0.2077551796252209,1.3941515945472007,0.2077551796252209,-,0.3045074251333359,0.0798431520997568,5830.164840379052,564.2141319906502,5882.803068332631,803.4723492377367,5777.526612425474,792.3272877809043,1.0858662783800994,0.4065132761901979,1.029041597682577,0.3874894901502166,4.246798492,-,4.187198296,-,2917.849928456128,2917.849928456128,0.6143713899766493,0.4234617915491002,59.60130714518721,7.0207241439958805,25.938409017483785,8.07976176098153,282.4733460225334,16.94433882817596,0.5810906811330105,0.2807067849818033,0.5375505018499434,0.261074261809136,0.575886546184739,0.5508627068273092,0.007918341365461847,0.569023092369478,0.5410046726907631,0.010075698795180723,0.9507604874838331,0.9565472756340406
CI_Ref_bas_7_1_100x100_256s_sp5,0.312606349,0.000522197,0.3042254,0.004723209,-,0.03636452,0.003118754,0.215330179,0.004062307,1520.947449,0.714051475,35.24396833,1.123746963,0.205881047,0.004610722,1420.982351,0.798945654,32.87668136,0.927625082,0.000970839,4.91e-05,0.001858372,0.000102594,6.516878238,-,8.926863264,-,0.429156799,0.05883911,2.014025758,0.610193129,0.042954162,0.021409147,0.131373667,0.082406145,-0.236795283,0.050094631,0.000324443,0.000103776,0.033923571,0.031463485,-0.024197299,0.017486326,0.069184512,0.024342435,CI_Ref_bas_7,0.217489381,0.219349928,23.31,1.3897691346747123,0.2193002157100856,1.3897691346747123,0.2193002157100856,-,0.3714797782844259,0.097968499108629,4826.179515223974,501.4736700980203,4934.446352573288,724.3467062375566,4717.912677874659,693.7039832443772,0.4426943263441468,0.1702245421437213,0.9160391482121278,0.3553792586016669,6.516878238,-,8.926863264,-,2917.994324814114,2917.994324814114,0.6143713899766493,0.4234617915491002,59.60130714518721,7.0207241439958805,25.938409017483785,8.07976176098153,282.4733460225334,16.94433882817596,0.5810906811330105,0.2807067849818033,0.5375505018499434,0.261074261809136,0.4705060660660661,0.4618836958386959,0.00871365722865723,0.4665151887601888,0.44161528743028744,0.00989000858000858,0.9466257435345773,0.9816742634171277
CI_Ref_bas_7_2_100x100_256s_sp1,0.324351177,0.000727386,0.3021734,-0.007193317,-,0.031276644,0.003156706,0.159192292,0.004140455,1522.13164,1.011919436,35.14558907,1.503083817,0.1553669,0.004707708,1421.631764,1.067323925,33.90457106,1.271699763,0.003236837,4.22e-05,0.004626313,0.000104194,5.757299773,-,4.415497035,-,0.464430267,0.046878774,1.817143694,0.48966343,0.171408408,0.021020051,0.168887277,0.072193262,-0.3,0.032109608,0.000344666,8.4e-05,0.047155898,0.026096425,-0.023760986,0.017296662,0.050597403,0.025243957,CI_Ref_bas_7,0.1558055,0.1634023,25.1,1.3377883519362934,0.1982260672036739,1.3377883519362934,0.1982260672036739,-,0.2964179703217053,0.0779906930847664,3343.743685537868,325.6675156525805,3384.4073528857516,464.8544915967195,3303.080018189984,456.231985559595,1.3693190043911658,0.5122792362130885,2.115648221322634,0.7987166196464327,5.757299773,-,4.415497035,-,2919.709066079113,2919.709066079113,0.6143713899766493,0.4234617915491002,59.60130714518721,7.0207241439958805,25.938409017483785,8.07976176098153,282.4733460225334,16.94433882817596,0.5810906811330105,0.2807067849818033,0.5375505018499434,0.261074261809136,0.32550258964143425,0.3171161195219123,0.008247918326693228,0.31036952191235057,0.3094958167330677,0.00937790438247012,0.9971849517507405,0.9742353198210796
CI_Ref_bas_7_2_100x100_256s_sp2,0.323251281,0.000641062,0.2950513,-0.01280506,-,0.02433661,0.003128713,0.142814641,0.004087213,1520.361321,1.178420425,34.25739481,1.571846947,0.144773513,0.005258688,1421.295048,1.34380646,37.09121291,1.459972387,0.004136897,1.43e-05,0.001691197,0.000154512,11.66322283,-,6.537669614,-,0.417814689,0.065328723,1.794258528,0.675439871,0.203256209,0.022464799,0.050661191,0.089352057,-0.195758852,0.059327774,0.000234057,0.000114688,0.05928195,0.034559076,-0.011928999,0.017400537,0.103278776,0.022299335,CI_Ref_bas_7,0.168604005,0.162015642,24.46,1.366343933813149,0.2067034931977058,1.366343933813149,0.2067034931977058,-,0.2363699760349764,0.0657555865908135,3132.9209589150246,314.7871430843648,3111.581445936921,439.4572576419655,3154.260471893128,450.82269298546686,1.7935205625574635,0.6734621551216193,0.7925934716774146,0.3121803428245015,11.66322283,-,6.537669614,-,2918.7666084822504,2918.7666084822504,0.6143713899766493,0.4234617915491002,59.60130714518721,7.0207241439958805,25.938409017483785,8.07976176098153,282.4733460225334,16.94433882817596,0.5810906811330105,0.2807067849818033,0.5375505018499434,0.261074261809136,0.33118487735077673,0.29193507972199506,0.00835489165985282,0.34465250408830744,0.2959393152085037,0.010749566639411283,0.8586599885334871,0.8814867455822568
CI_Ref_bas_7_2_100x100_256s_sp3,0.295472904,2.46e-05,0.2638582,-0.018704758,-,0.02988076,0.003184389,0.1278221,0.004124108,1520.580768,1.089142581,34.46656708,1.616636577,0.124839477,0.004488356,1420.290783,1.124701738,31.74110427,1.344963082,0.005183428,5.49e-06,0.002992949,9.48e-06,8.4983779,-,8.608521582,-,0.353317489,0.069160651,1.444736237,0.713999547,-0.004650122,0.021608537,0.032567824,0.093528005,-0.096851874,0.060007305,0.000190521,0.000121386,0.079607945,0.036493396,0.008302089,0.017308942,0.023032113,0.022280594,CI_Ref_bas_7,0.1312998,0.1292814,23.3,1.3124503355430404,0.2075255946284287,1.3124503355430404,0.2075255946284287,-,0.3049785584373996,0.082885398890746,2892.431527977592,306.08034865062956,2926.5761450725413,436.2660297275559,2858.2869108826426,429.4329640655444,2.3615337779508643,0.8986694581494836,1.4740120948545503,0.5646088727673706,8.4983779,-,8.608521582,-,2920.546283997171,2920.546283997171,0.6143713899766493,0.4234617915491002,59.60130714518721,7.0207241439958805,25.938409017483785,8.07976176098153,282.4733460225334,16.94433882817596,0.5810906811330105,0.2807067849818033,0.5375505018499434,0.261074261809136,0.2774278969957081,0.27429635193133045,0.008850017167381973,0.2817592274678111,0.2678958733905579,0.009631665236051502,0.9507971603917142,0.9887122200099939
