Sample ID,PH_3550_M,PH_3550_STD,H2OT_3550_MAX,BL_H2OT_3550_MAX,H2OT_3550_SAT,PH_1635_BP,PH_1635_STD,PH_1515_BP,PH_1515_STD,P_1515_BP,P_1515_STD,STD_1515_BP,STD_1515_STD,PH_1430_BP,PH_1430_STD,P_1430_BP,P_1430_STD,STD_1430_BP,STD_1430_STD,PH_5200_M,PH_5200_STD,PH_4500_M,PH_4500_STD,STN_P5200,ERR_5200_x,STN_P4500,ERR_4500_x,AVG_BL_BP,AVG_BL_STD,PC1_BP,PC1_STD,PC2_BP,PC2_STD,PC3_BP,PC3_STD,PC4_BP,PC4_STD,m_BP,m_STD,b_BP,b_STD,PH_1635_PC1_BP,PH_1635_PC1_STD,PH_1635_PC2_BP,PH_1635_PC2_STD,Repeats,PH_1430,PH_1515,Thickness,H2Ot_MEAN,H2Ot_STD,H2Ot_3550_M,H2Ot_3550_STD,H2Ot_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,ERR_5200_y,PH_4500_S2N,ERR_4500_y,Density,Density_Sat,Tau,Eta,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
CI_Ref_25_chip1_100x100_256s_sp1,0.641345393,0.000300865,0.5988533,-0.025368538,-,0.171680761,0.003148553,1.330320528,0.003847586,1526.368689,0.124499023,33.76242211,0.176622671,1.350249543,0.004707371,1425.839591,0.150730551,39.92719002,0.142378726,0.00295886,0.00034972,0.003941302,0.000371946,8.236921351,-,19.58406348,-,0.832934195,0.035536865,0.650888881,0.37301109,0.305597074,0.021739368,-0.205867581,0.061608029,-0.3,0.003696044,-0.00021812,6.51e-05,0.528206167,0.020891192,-0.283331476,0.017092871,1.347107614,0.026176522,CI_Ref_25,1.447619527,1.464632911,62.5,1.029173988,0.089907506,1.029173988,0.089907506,-,0.547709159,0.094403675,9848.688081,419.8441048,9775.466845,589.3534116,9921.909316,598.1127366,0.375611108,0.103001121,0.568822356,0.158450468,8.236921351,-,19.58406348,-,2859.115446,2859.115446,0.659945428,0.27357408,62.82499834,7.279709187,31.60100786,8.363262559,335.1648336,14.60843004,0.794173328,0.29085078,0.698541744,0.270266597
CI_Ref_25_chip1_100x100_256s_sp2,0.626222522,0.00159122,0.5773859,-0.033619258,-,0.168618506,0.003133352,1.33738781,0.003885905,1526.348999,0.11662327,33.70474006,0.166904019,1.359978925,0.004457698,1425.889677,0.141420241,40.0,0.098178872,0.002419209,0.000168172,0.003912516,0.00012875,12.97728119,-,13.58411701,-,0.7712536,0.033408666,-0.115734873,0.352810576,0.469984973,0.021386777,-0.312236837,0.058503198,-0.3,0.003297856,-0.000258924,6.12e-05,0.53652851,0.019709726,-0.264434664,0.017099878,1.340481976,0.025521047,CI_Ref_25,1.453060535,1.470576025,64.55,0.973154652,0.08405955,0.973154652,0.08405955,-,0.520942715,0.089531964,9597.266939,401.2109364,9516.887449,563.1101445,9677.646428,571.65359,0.297401913,0.075523019,0.546826343,0.142732597,12.97728119,-,13.58411701,-,2860.853614,2860.853614,0.659945428,0.27357408,62.82499834,7.279709187,31.60100786,8.363262559,335.1648336,14.60843004,0.794173328,0.29085078,0.698541744,0.270266597
CI_Ref_25_chip1_100x100_256s_sp4,0.507811854,0.000278841,0.4677958,-0.027713639,-,0.125690331,0.003154574,1.058785003,0.003671682,1526.136806,0.170158245,33.47360096,0.235524441,1.069573432,0.004492834,1426.097322,0.201480769,39.39820124,0.235749983,0.002481817,4.44e-05,0.003113544,3.37e-05,16.27118936,-,13.34584437,-,0.864934447,0.032541212,2.624378492,0.330709213,0.036624588,0.022259081,0.134999169,0.055245978,-0.3,0.004543698,0.000196079,5.86e-05,0.303762143,0.018568212,-0.199916787,0.017552709,1.039795795,0.026980066,CI_Ref_25,1.129433873,1.141979005,57.55,0.882808721,0.079098798,0.882808721,0.079098798,-,0.434407387,0.075823984,8471.551322,382.0497788,8428.609904,537.0797487,8514.492741,543.5011292,0.341311345,0.083406962,0.486809348,0.126942294,16.27118936,-,13.34584437,-,2863.665367,2863.665367,0.659945428,0.27357408,62.82499834,7.279709187,31.60100786,8.363262559,335.1648336,14.60843004,0.794173328,0.29085078,0.698541744,0.270266597
CI_Ref_25_chip1_100x100_256s_sp5,0.509553311,0.000126328,0.473283,-0.023070359,-,0.144690635,0.00314068,1.091691093,0.003843794,1526.034106,0.162084896,33.48168339,0.218263465,1.102424753,0.004947342,1426.176666,0.191720242,39.60600462,0.219718108,0.003122627,0.000230473,0.004015101,8.13e-05,15.27577148,-,16.19551185,-,0.500674072,0.037721762,-1.506272552,0.390428377,0.363067442,0.02244395,-0.323344588,0.063920899,-0.3,0.005163394,-0.000409648,6.87e-05,0.501439594,0.021873628,-0.269472462,0.017384213,1.135970338,0.026295578,CI_Ref_25,1.185817155,1.195637632,55.6,0.918052821,0.083400116,0.918052821,0.083400116,-,0.518262775,0.090545713,9050.904709,418.0119709,9006.627497,587.9391172,9095.181922,594.3598452,0.445056697,0.114333134,0.650600867,0.169998644,15.27577148,-,16.19551185,-,2862.567246,2862.567246,0.659945428,0.27357408,62.82499834,7.279709187,31.60100786,8.363262559,335.1648336,14.60843004,0.794173328,0.29085078,0.698541744,0.270266597
CI_Ref_25_chip1_100x100_256s_sp6,0.589099416,2.05e-05,0.5629508,-0.011319614,-,0.160393249,0.00317871,1.259507343,0.003966168,1526.182232,0.14047938,33.60311365,0.197167969,1.273783008,0.005066609,1425.925673,0.169375449,39.57729217,0.201056465,0.000689929,1.45e-05,0.004315583,7.78e-05,2.12068402,*,8.955614989,-,0.844718081,0.039174254,1.416645634,0.406266499,0.182241276,0.022950258,-0.125450158,0.066787858,-0.3,0.004053044,-9.17e-05,7.15e-05,0.4691305,0.022815143,-0.272788969,0.017684987,1.274257652,0.02724715,CI_Ref_25,1.366083881,1.381642853,72.69,0.810773294,0.067767875,0.810773294,0.067767875,-,0.438862507,0.074862734,7982.707367,309.7994974,7937.723002,434.8501053,8027.691731,441.3709328,0.075115996,0.018184615,0.534183462,0.137922404,2.12068402,*,8.955614989,-,2865.914811,2865.914811,0.659945428,0.27357408,62.82499834,7.279709187,31.60100786,8.363262559,335.1648336,14.60843004,0.794173328,0.29085078,0.698541744,0.270266597
CI_Ref_25_chip1_100x100_256s_sp7,0.567806922,1.26e-05,0.5353591,-0.018725698,-,0.154916268,0.003193056,1.238046343,0.00388566,1526.06832,0.149452386,33.5517261,0.202556126,1.247240993,0.005165,1426.12863,0.176740425,39.45214737,0.217536684,0.003112251,0.000154673,0.002591944,4.15e-06,21.89644523,-,11.96797214,-,0.775940319,0.040531875,0.610592245,0.4187862,0.123897682,0.023035576,-0.022573662,0.068417133,-0.3,0.00456633,-6.27e-05,7.38e-05,0.44189083,0.023465151,-0.273171278,0.017527939,1.247332131,0.02730789,CI_Ref_25,1.308766316,1.32573779,57.75,0.98478305,0.088253086,0.98478305,0.088253086,-,0.53415643,0.092907078,9868.948585,443.8609844,9832.437101,624.3487811,9905.460068,631.0617193,0.427003747,0.106845345,0.404301747,0.105134008,21.89644523,-,11.96797214,-,2860.492477,2860.492477,0.659945428,0.27357408,62.82499834,7.279709187,31.60100786,8.363262559,335.1648336,14.60843004,0.794173328,0.29085078,0.698541744,0.270266597
CI_Ref_27_1_100x100_256s_sp1,0.636200074,3.13e-05,0.6237243,0.00343542,-,0.095470457,0.003129228,0.556970215,0.003521256,1526.521936,0.313218698,33.32117773,0.451113569,0.555971074,0.004023199,1426.927478,0.376294182,38.50833823,0.413434568,0.002863767,2.71e-05,0.004173176,0.000127238,12.02964106,-,12.02703424,-,1.005913376,0.025616873,3.0,0.260894817,-0.065419951,0.02110702,0.264425152,0.044318551,-0.3,0.013805995,0.000366863,4.58e-05,0.324784043,0.014539572,-0.12608483,0.017176325,0.571108873,0.026853417,CI_Ref_27,0.571282372,0.583220161,52.9,1.204184175,0.111343589,1.204184175,0.111343589,-,0.352002859,0.061175253,4914.79524,237.5193335,4919.207489,335.7556634,4910.382992,336.0503976,0.414298954,0.097521469,0.690462074,0.175461066,12.02964106,-,12.02703424,-,2839.907151,2839.907151,0.667373941,0.283972756,63.35516159,7.318961662,32.52400457,8.409028205,331.6869502,14.84134918,0.828905548,0.292475984,0.724783129,0.271765652
CI_Ref_27_chip1_100x100_256s_sp2,0.296450816,0.001352214,0.2796213,-0.011291943,-,0.057247723,0.003175797,0.328029305,0.003828998,1526.594102,0.504778179,33.2848054,0.720060075,0.330099312,0.004826996,1426.503945,0.597685317,39.02238052,0.633861219,0.000744388,0.000142637,0.002118804,0.000109327,5.212090585,-,6.377060947,-,0.465554811,0.041307557,0.7970471,0.430238411,0.205398382,0.021884028,0.075308063,0.067144464,-0.3,0.020725566,0.000192996,7.46e-05,0.139368526,0.023489943,-0.073518616,0.017400595,0.358453315,0.02655217,CI_Ref_27,0.342379795,0.344223049,27.34,1.08591382,0.14922238,1.08591382,0.14922238,-,0.408487637,0.085560076,5624.54583,486.1297833,5606.854988,684.2309066,5642.236671,690.736369,0.208410229,0.06954555,0.678433714,0.191304762,5.212090585,-,6.377060947,-,2843.502774,2843.502774,0.667373941,0.283972756,63.35516159,7.318961662,32.52400457,8.409028205,331.6869502,14.84134918,0.828905548,0.292475984,0.724783129,0.271765652
CI_Ref_27_chip1_100x100_256s_sp3,0.244511941,1.28e-05,0.2238409,-0.014833799,-,0.044938902,0.003220519,0.218231846,0.003857734,1525.386851,0.787471583,33.82029982,1.135652391,0.215250769,0.005066416,1425.910147,0.965199539,38.58485655,0.984475611,0.002141975,3.58e-05,0.002373775,3.08e-05,18.08924123,-,12.6386998,-,0.200940233,0.071083472,-0.778573982,0.736643954,0.027636809,0.021878683,-0.000775754,0.096425505,-0.096347781,0.063544137,-0.000151362,0.000124891,0.183493018,0.037603013,-0.073336493,0.017926957,0.251039523,0.026075814,CI_Ref_27,0.22294923,0.224011983,24.32,1.005365034,0.152770366,1.005365034,0.152770366,-,0.359935058,0.080947574,4158.429682,408.4241633,4187.027367,579.0789692,4129.831998,576.1152108,0.673154971,0.18181984,0.853173155,0.243570902,18.08924123,-,12.6386998,-,2845.961605,2845.961605,0.667373941,0.283972756,63.35516159,7.318961662,32.52400457,8.409028205,331.6869502,14.84134918,0.828905548,0.292475984,0.724783129,0.271765652
CI_Ref_27_chip2_100x100_256s_sp1,0.260693493,4.34e-06,0.2368975,-0.017229626,-,0.038171443,0.003153915,0.224284574,0.003803838,1526.362512,0.759679724,33.57765368,1.10797243,0.219363589,0.005061586,1426.915664,0.864413252,36.79638907,1.08055124,0.000336357,9.53e-06,0.002356263,7.83e-05,3.058460641,*,14.59042915,-,0.542174744,0.037274753,3.0,0.379316468,-0.157777454,0.021118699,0.216964954,0.053507294,-0.174714427,0.042835656,0.000398608,6.48e-05,0.021280601,0.019550283,-0.063518417,0.01770451,0.220638229,0.027088103,CI_Ref_27,0.246159524,0.253645007,22.28,1.170097432,0.191930055,1.170097432,0.191930055,-,0.333740108,0.079560597,4645.842654,499.0541874,4697.374755,710.1028983,4594.310553,701.4087266,0.115390289,0.032400974,0.924462983,0.27321215,3.058460641,*,14.59042915,-,2840.941659,2840.941659,0.667373941,0.283972756,63.35516159,7.318961662,32.52400457,8.409028205,331.6869502,14.84134918,0.828905548,0.292475984,0.724783129,0.271765652
CI_Ref_27_chip3_100x100_256s_sp1,0.465677178,0.000779227,0.4509163,-0.004073682,-,0.077025572,0.003162126,0.456512535,0.00381742,1526.765232,0.377405479,33.27994506,0.527936802,0.457464091,0.004653442,1426.735191,0.447265855,39.23781614,0.487024633,0.002027717,4.04e-05,0.003412925,3.19e-05,14.26100239,-,12.94984785,-,0.760075343,0.036586041,2.346285114,0.380421202,0.098855724,0.021896246,0.134547163,0.061841588,-0.3,0.011714815,0.000339916,6.65e-05,0.185388825,0.02115766,-0.100920797,0.017161068,0.479218067,0.026618755,CI_Ref_27,0.477069048,0.488902361,34.95,1.33793019,0.154175083,1.33793019,0.154175083,-,0.43108352,0.081877343,6126.572292,417.9136264,6120.193818,589.6427874,6132.950767,592.3922517,0.445279599,0.110328101,0.857134884,0.225531988,14.26100239,-,12.94984785,-,2835.861963,2835.861963,0.667373941,0.283972756,63.35516159,7.318961662,32.52400457,8.409028205,331.6869502,14.84134918,0.828905548,0.292475984,0.724783129,0.271765652
CI_Ref_27_chip3_100x100_256s_sp2,0.369863634,0.000938014,0.3393953,-0.022209985,-,0.064665274,0.003174285,0.382963602,0.003697891,1526.351804,0.462633528,33.50065024,0.654483721,0.380436703,0.004578779,1426.756727,0.552756222,38.39873456,0.626238911,0.00083056,2.89e-05,0.00183994,5.11e-06,5.624255286,-,13.15090948,-,0.667367175,0.036017122,2.744919669,0.370231207,0.003116605,0.021862805,0.209059827,0.058263226,-0.3,0.02276442,0.000426478,6.43e-05,0.109407405,0.020105533,-0.098527315,0.017628412,0.397402143,0.026954025,CI_Ref_27,0.394946941,0.405144969,35.16,1.050361404,0.120225521,1.050361404,0.120225521,-,0.357722481,0.068574447,5058.053584,342.6145657,5074.796033,485.5587798,5041.311135,483.4993629,0.180278979,0.044916531,0.456745956,0.120031095,5.624255286,-,13.15090948,-,2844.587043,2844.587043,0.667373941,0.283972756,63.35516159,7.318961662,32.52400457,8.409028205,331.6869502,14.84134918,0.828905548,0.292475984,0.724783129,0.271765652
CI_Ref_28_1_100x100_256s_sp1,0.481279747,0.000554012,0.4152846,-0.053693399,-,0.113399819,0.003138048,0.70494191,0.003862256,1526.302477,0.254528045,33.37784521,0.35659429,0.703200975,0.005073364,1427.0184,0.309176339,39.14705813,0.367062547,0.00250333,0.000148488,0.004620116,0.000182244,6.687509126,-,5.394122605,-,0.596943155,0.039933139,1.337085114,0.413705129,0.150147422,0.022655827,0.005876729,0.066873765,-0.3,0.010456784,0.000137551,7.27e-05,0.190987962,0.023050816,-0.208935309,0.017702398,0.747688053,0.027269662,CI_Ref_28,0.748389346,0.766089342,35.23,1.37153117,0.157215647,1.37153117,0.157215647,-,0.630121998,0.117776698,9404.047835,635.2065844,9415.674379,898.9234094,9392.42129,897.711715,0.546157108,0.13930018,1.152465439,0.307716578,6.687509126,-,5.394122605,-,2835.870246,2835.870246,0.667009968,0.288765997,63.3291853,7.317036483,32.4787807,8.406788629,330.0838293,14.94792898,0.827203782,0.292396504,0.723497386,0.271692228
CI_Ref_28_1_100x100_256s_sp2,0.480192673,0.000738311,0.4181058,-0.050430371,-,0.095292959,0.003208064,0.609744212,0.003902132,1526.358392,0.292508897,33.39128614,0.404477335,0.610433422,0.005060045,1426.847844,0.350772874,38.98356676,0.423200746,0.002213492,0.000112345,0.004265492,5.43e-05,3.869296885,*,5.304216964,-,0.613638262,0.040045157,1.328184835,0.416133313,0.123545955,0.022707158,0.112673196,0.067272836,-0.3,0.010412412,0.000193669,7.3e-05,0.176266381,0.023208117,-0.155703715,0.01763498,0.624072014,0.02655369,CI_Ref_28,0.636155229,0.645717144,36.13,1.333781558,0.150141181,1.333781558,0.150141181,-,0.516100377,0.096432521,7942.409004,524.7595954,7937.922782,740.9800405,7946.895225,743.2624783,0.470693852,0.118583285,1.037063252,0.272441083,3.869296885,*,5.304216964,-,2837.009136,2837.009136,0.667009968,0.288765997,63.3291853,7.317036483,32.4787807,8.406788629,330.0838293,14.94792898,0.827203782,0.292396504,0.723497386,0.271692228
CI_Ref_28_1_100x100_256s_sp3,0.421735013,0.0011037,0.3603691,-0.050796293,-,0.0829356,0.003118878,0.514703326,0.003901244,1526.564866,0.341464959,33.53136846,0.489058105,0.515608692,0.004987613,1426.74804,0.413095917,39.10720576,0.471483682,0.001953207,0.000109555,0.002820148,3.95e-06,12.2584209,-,8.568388262,-,0.539089012,0.039052575,1.19423183,0.405978069,0.207424101,0.022467943,0.057108015,0.066153201,-0.3,0.011693803,0.000178499,7.1e-05,0.141698843,0.022586109,-0.117202869,0.017679605,0.520667988,0.027270658,CI_Ref_28,0.5537092,0.544824,33.2,1.272905994,0.151389959,1.272905994,0.151389959,-,0.488092179,0.093629535,7287.615444,520.3250398,7281.211598,735.2348863,7294.01929,736.466055,0.451332217,0.115877529,0.745067309,0.197934616,12.2584209,-,8.568388262,-,2838.849429,2838.849429,0.667009968,0.288765997,63.3291853,7.317036483,32.4787807,8.406788629,330.0838293,14.94792898,0.827203782,0.292396504,0.723497386,0.271692228
CI_Ref_28_1_100x100_256s_sp4,0.462632421,4.02e-05,0.3964986,-0.054217258,-,0.105420909,0.003172697,0.688524635,0.00388426,1526.438061,0.259987941,33.65348361,0.372930814,0.691471979,0.005061425,1426.856931,0.316607105,39.24287129,0.365533392,0.002116456,8.21e-05,0.003965242,0.000177342,5.284884417,-,6.510524506,-,0.597192763,0.039552764,1.580265113,0.410682471,0.070257019,0.022640067,0.095514242,0.066844694,-0.3,0.009319534,0.000154618,7.21e-05,0.169595382,0.022946504,-0.16470308,0.01767531,0.69477654,0.027537283,CI_Ref_28,0.733254723,0.742194151,34.43,1.348723891,0.156424901,1.348723891,0.156424901,-,0.599263638,0.112938327,9428.118129,650.274823,9407.981915,917.5054167,9448.254343,921.7446457,0.472375778,0.118789867,1.011867433,0.272277998,5.284884417,-,6.510524506,-,2836.558122,2836.558122,0.667009968,0.288765997,63.3291853,7.317036483,32.4787807,8.406788629,330.0838293,14.94792898,0.827203782,0.292396504,0.723497386,0.271692228
CI_Ref_28_2_100x100_256s_sp1,0.478513658,0.000169642,0.4135025,-0.052721824,-,0.091505369,0.003212036,0.623892819,0.003869759,1526.324946,0.287053271,33.38430999,0.397700426,0.631651427,0.005000942,1426.92383,0.341565188,39.15665891,0.398687015,0.002466525,0.000102797,0.003715695,6.02e-05,5.197747335,-,15.73525141,-,0.65141304,0.038596752,2.055145401,0.39981618,0.1072725,0.022683071,0.120893588,0.065467502,-0.3,0.009453749,0.000233853,7.02e-05,0.155493848,0.022345526,-0.128978519,0.017416713,0.624301418,0.026976339,CI_Ref_28,0.669806262,0.675760031,36.13,1.329051015,0.149377423,1.329051015,0.149377423,-,0.495562088,0.092630706,8172.20672,540.2260016,8121.706749,757.8938916,8222.706692,770.047648,0.524474315,0.13089973,0.903346374,0.237610233,5.197747335,-,15.73525141,-,2837.151978,2837.151978,0.667009968,0.288765997,63.3291853,7.317036483,32.4787807,8.406788629,330.0838293,14.94792898,0.827203782,0.292396504,0.723497386,0.271692228
CI_Ref_28_2_100x100_256s_sp2,0.481314198,4.43e-06,0.4169465,-0.051193551,-,0.088743068,0.003188974,0.574158403,0.003872304,1526.238186,0.310033974,33.25593083,0.43096299,0.570593324,0.005024782,1427.071414,0.372307002,38.41696094,0.448968094,0.001995826,0.000816334,0.005117879,0.000126011,7.593948714,-,4.282434776,-,0.61186713,0.040514681,1.617789569,0.421449756,0.098115815,0.022453876,0.048873604,0.067284043,-0.3,0.015633866,0.000149319,7.36e-05,0.18540973,0.023300521,-0.146731034,0.017545095,0.591401145,0.026768442,CI_Ref_28,0.612969062,0.625671244,35.28,1.367687829,0.156131505,1.367687829,0.156131505,-,0.491696291,0.092602492,7623.065042,513.9828224,7646.805411,728.091622,7599.324672,725.6693163,0.43418256,0.22000438,1.272961468,0.336993778,7.593948714,-,4.282434776,-,2835.986118,2835.986118,0.667009968,0.288765997,63.3291853,7.317036483,32.4787807,8.406788629,330.0838293,14.94792898,0.827203782,0.292396504,0.723497386,0.271692228
CI_Ref_4_100x100_256s_sp3,0.718184813,0.000252652,0.6826644,-0.019528238,-,0.177219657,0.003149697,1.19384715,0.003841498,1527.384183,0.150779723,33.7854645,0.217152604,1.207836067,0.00486907,1427.33544,0.182491416,39.70702653,0.195330478,0.003325957,5.62e-05,0.004409398,8.74e-05,8.485632196,-,15.27660158,-,0.821864987,0.036860746,0.733044814,0.384972604,0.260402676,0.022220998,-0.096229379,0.063703437,-0.3,0.004561022,-0.000102007,6.74e-05,0.477148061,0.021580339,-0.292846759,0.017661906,1.253349594,0.028552062,CI_Ref_4,1.280355529,1.301285137,66.68,1.073818501,0.091577792,1.073818501,0.091577792,-,0.513418604,0.085336323,8459.960213,349.4911529,8410.684072,491.1686353,8509.236354,497.3224663,0.376720518,0.086511553,0.572049511,0.141673487,8.485632196,-,15.27660158,-,2844.904055,2844.904055,0.669360702,0.291373488,63.49695414,7.329473814,32.77086072,8.421247979,329.2117424,15.00570549,0.838194707,0.292909559,0.731801407,0.272166392
CI_Ref_4_100x100_256s_sp5,0.894875278,0.001004057,0.8643855,-0.010294524,-,0.225008223,0.003100502,1.478701069,0.003816443,1527.555097,0.109665854,33.92391628,0.158939623,1.508066585,0.004481183,1427.159593,0.129676012,40.0,0.094361928,0.004087027,0.000123038,0.005756643,2.04e-05,17.35257179,-,13.75784171,-,0.989978805,0.032945513,0.480359849,0.347949228,0.353777462,0.021293429,-0.177591285,0.058144769,-0.3,0.003282435,-0.000182736,6.04e-05,0.630646709,0.019474537,-0.348243023,0.017214578,1.570480428,0.027031643,CI_Ref_4,1.59144635,1.611554571,77.67,1.149515108,0.094315,1.149515108,0.094315,-,0.560035565,0.09194551,9038.815983,341.1208797,8949.947505,477.3192765,9127.684461,487.4629489,0.397711052,0.091545827,0.641624773,0.1571391,17.35257179,-,13.75784171,-,2842.59463,2842.59463,0.669360702,0.291373488,63.49695414,7.329473814,32.77086072,8.421247979,329.2117424,15.00570549,0.838194707,0.292909559,0.731801407,0.272166392
CI_Ref_6_1_100x100_256s_040523_sp1,0.516893985,2.37e-05,0.4955798,-0.010676529,-,0.074558425,0.003197341,0.531191402,0.00393162,1525.575575,0.343059613,33.36258437,0.465871836,0.528401317,0.005152546,1427.012413,0.410984066,38.56885548,0.502987291,0.004211439,0.000874408,0.005723114,0.000819616,5.452126634,-,4.412910146,-,0.843669066,0.04056893,1.912618375,0.421780491,-0.021973593,0.022500639,0.329941111,0.068547161,-0.3,0.011841963,0.000186379,7.39e-05,0.325095434,0.023515128,-0.117407458,0.017757873,0.506593055,0.026656357,CI_Ref_6,0.544847588,0.54801251,50.53,1.01295041,0.095072919,1.01295041,0.095072919,-,0.283698007,0.050015131,4861.916771,241.86325,4874.719012,341.8731213,4849.11453,342.2193679,0.627396488,0.202954418,0.975976884,0.288609509,5.452126634,-,4.412910146,-,2841.274419,2841.274419,0.668578597,0.286160074,63.44113629,7.325334912,32.67368368,8.416438575,330.9553919,14.89004534,0.83453795,0.292738933,0.729038602,0.272008646
CI_Ref_6_1_100x100_256s_040523_sp2,0.508690871,0.001015413,0.4810334,-0.016509403,-,0.056777759,0.003154333,0.492819835,0.003376349,1525.420233,0.346221827,33.53622648,0.510410696,0.490663736,0.003996215,1426.403489,0.415271418,37.07512872,0.460855071,0.004124525,0.000219587,0.004816107,0.000253596,14.25942961,-,7.354272176,-,0.922775737,0.010757345,3.0,0.082499684,0.013984344,0.020745077,0.107790253,0.02416484,-0.3,0.020544008,0.00032421,1.58e-05,0.274125641,0.005031001,-0.031227281,0.017445751,0.40103463,0.026214314,CI_Ref_6,0.5325404,0.5211344,52.0,0.977331018,0.091074559,0.977331018,0.091074559,-,0.211806283,0.038100157,4424.219813,216.7433039,4433.919066,306.8069641,4414.52056,306.2354093,0.602402189,0.145099295,0.805200978,0.206919784,14.25942961,-,7.354272176,-,2842.359337,2842.359337,0.668578597,0.286160074,63.44113629,7.325334912,32.67368368,8.416438575,330.9553919,14.89004534,0.83453795,0.292738933,0.729038602,0.272008646
CI_Ref_6_1_100x100_256s_060223_sp1,0.931648578,0.000480786,0.9282517,0.016445954,-,0.139956436,0.003131687,0.949455368,0.003982685,1525.799111,0.194063545,33.43482198,0.268694536,0.951685161,0.005169014,1426.972718,0.238533887,39.12679862,0.2889858,0.005648178,0.000199609,0.006443946,0.000103975,27.53335845,-,17.97892777,-,1.229734513,0.040097323,0.380870317,0.414679984,0.311444833,0.022933549,-0.076378055,0.06808486,-0.3,0.005621193,-0.000157262,7.3e-05,0.769232261,0.023219037,-0.202032695,0.017613584,0.918787019,0.026941142,CI_Ref_6,0.999698187,1.020523672,92.21,1.012085391,0.080240893,1.012085391,0.080240893,-,0.295209791,0.048359233,4835.719479,168.0516895,4830.047803,237.1380007,4841.391156,238.1828079,0.466442665,0.107538909,0.609168379,0.149606497,27.53335845,-,17.97892777,-,2841.300747,2841.300747,0.668578597,0.286160074,63.44113629,7.325334912,32.67368368,8.416438575,330.9553919,14.89004534,0.83453795,0.292738933,0.729038602,0.272008646
CI_Ref_6_1_100x100_256s_060223_sp2,0.983996741,0.000630031,0.9862735,0.023785743,-,0.135327807,0.00310655,0.978517759,0.003554545,1525.878334,0.186169027,33.3449288,0.258578397,0.987067091,0.004117745,1426.838318,0.224416768,39.06944084,0.252017492,0.003753814,0.000215175,0.004826508,2.75e-06,17.98566789,-,10.34665604,-,1.476560467,0.02833295,2.841645269,0.288493443,0.266089316,0.021844479,0.008742109,0.049055262,-0.3,0.004430386,0.000119984,5.1e-05,0.703931757,0.016240888,-0.163956429,0.017511974,0.913225507,0.026689567,CI_Ref_6,1.045683591,1.071665328,90.63,1.081503037,0.085700297,1.081503037,0.085700297,-,0.288797866,0.047495114,5058.336629,176.0440523,5036.33534,247.382492,5080.337917,250.535299,0.313640181,0.073915735,0.46162311,0.113132193,17.98566789,-,10.34665604,-,2839.190857,2839.190857,0.668578597,0.286160074,63.44113629,7.325334912,32.67368368,8.416438575,330.9553919,14.89004534,0.83453795,0.292738933,0.729038602,0.272008646
CI_Ref_6_chip1_100x100_256s_sp1,0.540976477,0.000781744,0.5202911,-0.010011838,-,0.081386542,0.003173536,0.551169659,0.00387348,1525.580917,0.333799939,33.38264123,0.453948485,0.552753869,0.005059515,1426.982441,0.393761101,38.56842195,0.477203341,0.003202249,0.000230726,0.004318149,2.79e-05,14.17113821,-,9.799785309,-,0.779447945,0.039940287,0.930909074,0.414678973,0.281867423,0.022782623,-0.067124698,0.067277132,-0.3,0.009964542,7.52e-05,7.28e-05,0.370799923,0.023133549,-0.118333089,0.01751466,0.531938453,0.026552198,CI_Ref_6,0.589049276,0.60102055,53.62,1.008673416,0.092744832,1.008673416,0.092744832,-,0.294644028,0.051427436,4819.400648,231.6359862,4812.48446,326.7819469,4826.316836,328.3816066,0.45389161,0.111575533,0.700632447,0.17530963,14.17113821,-,9.799785309,-,2841.404606,2841.404606,0.668578597,0.286160074,63.44113629,7.325334912,32.67368368,8.416438575,330.9553919,14.89004534,0.83453795,0.292738933,0.729038602,0.272008646
CI_Ref_6_chip1_100x100_256s_sp2,0.544871602,0.000654992,0.5205919,-0.01271717,-,0.073936113,0.003112171,0.539697822,0.003481874,1525.11892,0.318097823,33.64049035,0.468912332,0.530601309,0.004232811,1426.790205,0.387606172,36.91631148,0.434837194,0.002568903,0.000184678,0.004336348,3.86e-05,14.82500278,-,16.77700623,-,0.937758719,0.014355682,3.0,0.129654451,0.001670314,0.0204777,0.038544667,0.027840461,-0.295497794,0.024009651,0.000307211,2.32e-05,0.293158853,0.007318649,-0.097203941,0.01726688,0.482548451,0.026186129,CI_Ref_6,0.570273977,0.590187096,53.94,1.010299075,0.092801222,1.010299075,0.092801222,-,0.266186024,0.046601287,4646.680407,221.8414552,4686.17272,316.2777777,4607.188093,311.1637708,0.362099854,0.088877101,0.699681415,0.175256015,14.82500278,-,16.77700623,-,2841.35512,2841.35512,0.668578597,0.286160074,63.44113629,7.325334912,32.67368368,8.416438575,330.9553919,14.89004534,0.83453795,0.292738933,0.729038602,0.272008646
