Sample ID,PH_3550_M,PH_3550_STD,H2OT_3550_MAX,BL_H2OT_3550_MAX,H2OT_3550_SAT,PH_1635_BP,PH_1635_STD,PH_1515_BP,PH_1515_STD,P_1515_BP,P_1515_STD,STD_1515_BP,STD_1515_STD,PH_1430_BP,PH_1430_STD,P_1430_BP,P_1430_STD,STD_1430_BP,STD_1430_STD,PH_5200_M,PH_5200_STD,PH_4500_M,PH_4500_STD,STN_P5200,ERR_5200_x,STN_P4500,ERR_4500_x,AVG_BL_BP,AVG_BL_STD,PC1_BP,PC1_STD,PC2_BP,PC2_STD,PC3_BP,PC3_STD,PC4_BP,PC4_STD,m_BP,m_STD,b_BP,b_STD,PH_1635_PC1_BP,PH_1635_PC1_STD,PH_1635_PC2_BP,PH_1635_PC2_STD,Repeats,PH_1430,PH_1515,Thickness,H2Ot_MEAN,H2Ot_STD,H2Ot_3550_M,H2Ot_3550_STD,H2Ot_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,ERR_5200_y,PH_4500_S2N,ERR_4500_y,Density,Density_Sat,Tau,Eta,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
CI_Ref_15_2_100x100_256s_sp1,0.14593825,4.3e-05,0.1346154,-0.008963309,-,0.015220817,0.003158597,0.070843626,0.003789261,1526.059644,2.218135406,33.36712395,2.555265282,0.062057142,0.004473214,1426.472276,2.375944582,34.86631796,2.383565419,0.001144322,2.38e-05,0.001010768,1.97e-05,7.88054426,-,7.288009892,-,0.213694651,0.07224724,0.628499822,0.749361956,-0.127870201,0.021188148,-0.003104852,0.097942128,-0.020060191,0.062171683,5.86e-05,0.000127193,0.059106044,0.038329168,-0.007182397,0.017676078,0.074959868,0.023499626,CI_Ref_15,0.072313328,0.081995623,15.02,0.973077846,0.253071446,0.973077846,0.253071446,-,0.198656226,0.076748702,2069.740753,689.16112,2206.577765,1267.700511,1932.903741,541.0245941,0.587951602,0.210730553,0.593114921,0.221331257,7.88054426,-,7.288009892,-,2848.837697,2848.837697,0.665580261,0.287060843,63.22714899,7.309476194,32.30113886,8.397988674,330.6541258,14.91006966,0.820519147,0.292084154,0.718446915,0.271403791
CI_Ref_15_2_100x100_256s_sp2,0.150891075,0.000270093,0.1390995,-0.009332204,-,0.010892557,0.003156708,0.077936694,0.003814492,1526.048515,2.09699931,33.93053937,2.394277176,0.076081865,0.004610421,1425.143272,2.05812993,36.36169623,1.993885046,0.002665842,1.27e-05,0.003543461,7.36e-06,8.341950316,-,8.639847645,-,0.243442178,0.072226092,0.833715671,0.746900892,0.024331137,0.021809242,0.01647645,0.097945465,-0.051184697,0.062192815,0.00010325,0.000126883,0.050416294,0.038188139,-0.006420776,0.017750627,0.075455767,0.023446097,CI_Ref_15,0.079363217,0.08609652,14.37,1.079197343,0.38896478,1.079197343,0.38896478,-,0.152494058,0.082174859,2572.885032,564.2134987,2603.87001,832.7816068,2541.900053,761.4606252,1.469219218,0.638318219,2.230354451,0.879510669,8.341950316,-,8.639847645,-,2845.5883,2845.5883,0.665580261,0.287060843,63.22714899,7.309476194,32.30113886,8.397988674,330.6541258,14.91006966,0.820519147,0.292084154,0.718446915,0.271403791
CI_Ref_15_2_100x100_256s_sp5,0.144497686,5.05e-06,0.1343519,-0.007830273,-,0.012819912,0.003161927,0.073596693,0.003855124,1526.893607,2.175817731,33.71984725,2.456063508,0.067844267,0.004726478,1423.912719,2.260229309,36.98654601,2.096370319,0.001533428,5.49e-05,0.00213555,5.86e-06,7.290773823,-,6.360704101,-,0.300133816,0.070010796,1.327576551,0.722846689,-0.074162151,0.021650926,0.103931315,0.09449287,-0.077508337,0.061525643,0.00023479,0.000122754,0.01264438,0.036884282,-0.000793089,0.017611258,0.069936509,0.023985383,CI_Ref_15,0.068287646,0.076851618,15.16,0.963371802,0.258245885,0.963371802,0.258245885,-,0.167303045,0.068819473,2202.511795,406.0452848,2292.088295,596.0121664,2112.935296,551.5982151,0.787791529,0.515738065,1.253001806,0.46398902,7.290773823,-,6.360704101,-,2849.135606,2849.135606,0.665580261,0.287060843,63.22714899,7.309476194,32.30113886,8.397988674,330.6541258,14.91006966,0.820519147,0.292084154,0.718446915,0.271403791
CI_Ref_18_1_100x100_256s_sp1,0.311474417,5.23e-06,0.2839018,-0.022106947,-,0.031341579,0.003159098,0.182428972,0.00369075,1525.530173,0.887251426,32.22772604,1.179275485,0.181739442,0.004729269,1428.026547,1.054302787,37.74842215,1.16260202,0.002025706,4.86e-06,0.002315513,0.000228229,13.27463151,-,7.379988097,-,0.699102026,0.048309094,2.742640859,0.498143036,-0.095899822,0.021119541,0.251544917,0.067921423,-0.255180354,0.045890735,0.000377022,8.48e-05,0.115200504,0.025672311,-0.034178417,0.017195879,0.211279535,0.023269769,CI_Ref_18,0.187572869,0.189759891,30.84,1.003678136,0.12514647,1.003678136,0.12514647,-,0.196943226,0.043240084,2747.077648,213.3875586,2752.279067,300.6502324,2741.87623,302.8967456,0.499819871,0.126375793,0.653201763,0.189542695,13.27463151,-,7.379988097,-,2847.879926,2847.879926,0.666972507,0.287754002,63.32651173,7.316838348,32.47412611,8.406558108,330.4222956,14.92546714,0.82702863,0.292388323,0.723365053,0.271684671
CI_Ref_18_1_100x100_256s_sp2,0.288981466,9.69e-06,0.2643512,-0.019245803,-,0.040100964,0.003148086,0.177753976,0.003669655,1524.854424,0.948967496,32.79878706,1.250569347,0.167887413,0.00454021,1428.203569,1.204939154,38.12581079,1.167892202,0.003265541,0.000333727,0.005016605,0.000390053,12.91152217,-,10.39186683,-,0.695453786,0.040463827,3.0,0.41521384,-0.171670203,0.021281006,0.442954675,0.05904901,-0.290830791,0.036972119,0.000436224,7.1e-05,0.073764406,0.021626111,-0.091475519,0.017114563,0.251952174,0.023567053,CI_Ref_18,0.176069813,0.182693794,26.64,1.069914763,0.148476933,1.069914763,0.148476933,-,0.289522351,0.063159493,2995.72201,265.7839545,3081.236884,384.9428266,2910.207136,366.5834994,0.925762006,0.263084374,1.625987263,0.471654804,12.91152217,-,10.39186683,-,2845.853216,2845.853216,0.666972507,0.287754002,63.32651173,7.316838348,32.47412611,8.406558108,330.4222956,14.92546714,0.82702863,0.292388323,0.723365053,0.271684671
CI_Ref_18_1_100x100_256s_sp3,0.307936737,5.66e-05,0.2852645,-0.017900373,-,0.027309095,0.00319453,0.150939435,0.003921572,1525.431383,0.960401286,31.15181495,1.279455264,0.148643659,0.004703088,1427.415705,1.084051418,36.01998294,1.406402687,0.003088608,6.94e-05,0.002412602,5.62e-05,6.46252352,-,3.114844888,*,0.539119529,0.069174209,1.058040818,0.71540013,0.050648944,0.021765511,-0.006717307,0.09366,-0.146409725,0.061731244,0.000103731,0.000121419,0.203876551,0.036518824,-0.047682162,0.017591112,0.177266312,0.022538886,CI_Ref_18,0.159754106,0.166752473,30.87,0.992155483,0.123990702,0.992155483,0.123990702,-,0.171582754,0.039028521,2259.602848,177.6679243,2276.918718,251.5520656,2242.286978,250.9683716,0.761984342,0.193085057,0.680506001,0.184077105,6.46252352,-,3.114844888,*,2848.233061,2848.233061,0.666972507,0.287754002,63.32651173,7.316838348,32.47412611,8.406558108,330.4222956,14.92546714,0.82702863,0.292388323,0.723365053,0.271684671
CI_Ref_18_1_100x100_256s_sp4,0.304748161,0.000714103,0.2813146,-0.018191872,-,0.028230174,0.003078301,0.152987047,0.003453457,1526.782459,0.980009237,31.92707395,1.362659842,0.156377027,0.003964686,1428.019638,1.154811989,39.16576489,0.933708224,0.001341982,0.000166173,0.003301288,0.000334592,4.304783657,-,4.105358692,-,0.73034854,0.018001737,3.0,0.173357558,-0.052228947,0.020097159,0.298824807,0.032274754,-0.29015994,0.021822034,0.00044427,3.04e-05,0.098742567,0.009530445,0.008777697,0.016961246,0.158056939,0.023931966,CI_Ref_18,0.157185159,0.155376837,30.36,1.014859333,0.129875856,1.014859333,0.129875856,-,0.183326989,0.041317597,2411.744035,193.5475722,2385.31639,269.8591666,2438.17168,277.5223973,0.342197214,0.098588283,0.962445646,0.28142129,4.304783657,-,4.105358692,-,2847.537416,2847.537416,0.666972507,0.287754002,63.32651173,7.316838348,32.47412611,8.406558108,330.4222956,14.92546714,0.82702863,0.292388323,0.723365053,0.271684671
CI_Ref_18_1_100x100_256s_sp5,0.27688302,7e-06,0.2529487,-0.018773972,-,0.049394653,0.003144115,0.179116334,0.003759408,1527.013267,0.939676543,33.27021343,1.369764511,0.171269252,0.004795129,1429.390531,1.228852324,39.31930112,1.045328491,0.001184431,0.000122594,0.002596871,1.84e-05,5.057568855,-,7.624511131,-,0.224153862,0.065610936,-1.801114219,0.677796704,0.00664933,0.021852985,-0.204966557,0.089157666,0.044948012,0.058551244,-0.000318443,0.000115079,0.295166913,0.034613508,-0.092086816,0.017967276,0.23089139,0.026663475,CI_Ref_18,0.183331686,0.198196978,29.24,0.953226675,0.125099059,0.953226675,0.125099059,-,0.331610212,0.068814259,2823.85683,233.7029232,2887.09869,335.6164236,2760.614971,325.3149882,0.312230016,0.087589503,0.782669271,0.213950975,5.057568855,-,7.624511131,-,2849.427352,2849.427352,0.666972507,0.287754002,63.32651173,7.316838348,32.47412611,8.406558108,330.4222956,14.92546714,0.82702863,0.292388323,0.723365053,0.271684671
CI_Ref_20_1_100x100_256s_sp1,0.147899399,0.000686229,0.1316479,-0.014851009,-,0.02099262,0.003180036,0.148023776,0.003929123,1525.645101,1.132797098,34.23550931,1.649368633,0.144456389,0.004938051,1424.582806,1.274707008,36.64211993,1.402340375,0.002198112,0.000637711,0.004414468,0.000436654,3.309457306,*,22.46309824,-,0.351600471,0.0643419,0.556117739,0.66680764,0.161061409,0.021992312,0.079885423,0.089523628,-0.21996283,0.054332628,0.000158738,0.000113378,0.09150607,0.034340894,-0.038148887,0.018120188,0.13272862,0.026956614,CI_Ref_20,0.144484006,0.147334643,20.85,0.703924299,0.122838449,0.703924299,0.122838449,-,0.193642604,0.05451491,3257.318448,380.1914868,3297.048033,541.5684574,3217.588863,533.7470117,0.792867277,0.338766503,1.82368506,0.581002548,3.309457306,*,22.46309824,-,2852.518658,2852.518658,0.669266052,0.284761612,63.49019908,7.328972876,32.75910037,8.420666016,331.4231137,14.85892317,0.837752166,0.292888914,0.731467053,0.272147302
CI_Ref_20_chip1_100x100_256s_sp1,0.363850038,3.73e-06,0.3638559,0.005613544,-,0.041533046,0.003160284,0.253215626,0.003602771,1526.302559,0.682996283,33.61244336,1.013672969,0.245994743,0.004618265,1427.144012,0.83304109,37.57587037,0.925892334,0.002004802,0.00010033,0.002617254,4.67e-05,11.66835734,-,17.65299367,-,0.897865981,0.035980853,3.0,0.369747122,-0.075123158,0.021187344,0.27430073,0.054633056,-0.3,0.031804215,0.000420243,6.35e-05,0.196562968,0.019546726,-0.060239622,0.017665833,0.258744076,0.026939007,CI_Ref_20,0.249849607,0.260022207,46.05,0.785799697,0.077308544,0.785799697,0.077308544,-,0.173843292,0.033052116,2522.767815,138.0621821,2559.258666,196.8840419,2486.276964,193.6009776,0.328134616,0.079402907,0.490622232,0.124404041,11.66835734,-,17.65299367,-,2849.99416,2849.99416,0.669266052,0.284761612,63.49019908,7.328972876,32.75910037,8.420666016,331.4231137,14.85892317,0.837752166,0.292888914,0.731467053,0.272147302
CI_Ref_20_chip1_100x100_256s_sp2,0.337900084,7.45e-06,0.3212709,-0.011657189,-,0.040166576,0.003070372,0.239383726,0.003703028,1526.191641,0.721246404,33.55393457,1.043879109,0.231464636,0.004996237,1427.062365,0.868714992,37.3983217,1.012796898,0.002064643,3.54e-05,0.002260604,5.72e-05,15.50988206,-,8.684318487,-,0.842488716,0.039008677,3.0,0.397054149,-0.137742784,0.020903397,0.263002111,0.055873055,-0.257407163,0.04209483,0.000410595,6.77e-05,0.191764772,0.020453256,-0.061271337,0.017795142,0.248200001,0.026923309,CI_Ref_20,0.233991794,0.244617251,39.95,0.841550042,0.089227876,0.841550042,0.089227876,-,0.193879183,0.037848939,2743.954858,169.0688319,2790.104802,241.2170366,2697.804914,236.9629103,0.389697611,0.09356333,0.48868393,0.125870979,15.50988206,-,8.684318487,-,2848.280063,2848.280063,0.669266052,0.284761612,63.49019908,7.328972876,32.75910037,8.420666016,331.4231137,14.85892317,0.837752166,0.292888914,0.731467053,0.272147302
CI_Ref_20_chip1_100x100_256s_sp3,0.309010673,0.000308676,0.2998487,-0.005006726,-,0.035664627,0.003112824,0.220961498,0.00371197,1526.338142,0.782083719,33.58985441,1.150186713,0.2166737,0.004988373,1426.917009,0.936931403,37.59727429,1.075968334,0.001820827,0.000123255,0.002148373,7.06e-06,14.03192374,-,17.35275037,-,0.789933195,0.033376747,3.0,0.338203034,-0.084145019,0.021103706,0.223636785,0.04881836,-0.243959378,0.039857227,0.000444821,5.78e-05,0.159551512,0.017471461,-0.04425864,0.017516405,0.221967503,0.027834031,CI_Ref_20,0.248082738,0.254717499,40.6,0.757539336,0.079451285,0.757539336,0.079451285,-,0.169450993,0.033787493,2510.430515,153.4257594,2535.026843,217.3093598,2485.834187,216.6437093,0.338291841,0.084498159,0.457144305,0.116983283,14.03192374,-,17.35275037,-,2850.864559,2850.864559,0.669266052,0.284761612,63.49019908,7.328972876,32.75910037,8.420666016,331.4231137,14.85892317,0.837752166,0.292888914,0.731467053,0.272147302
CI_Ref_20_chip1_100x100_256s_sp4,0.353697209,7.57e-06,0.3316393,-0.016744008,-,0.038241008,0.003148973,0.243621332,0.003660848,1526.283772,0.722900733,33.56932543,1.044496663,0.236064678,0.004800849,1427.024494,0.853686438,37.37590984,1.012669134,0.001498387,5.03e-05,0.002616862,1.41e-05,12.59028299,-,7.428236477,-,0.868032157,0.029449616,3.0,0.296981386,-0.073060741,0.021264855,0.198349788,0.045019962,-0.274974176,0.03492489,0.000392898,5.1e-05,0.215385326,0.015538316,-0.043205756,0.017412973,0.240423651,0.027184615,CI_Ref_20,0.246017402,0.258620096,44.13,0.798626199,0.080133263,0.798626199,0.080133263,-,0.167346246,0.032547442,2534.388707,143.840866,2574.31378,205.140398,2494.463635,201.6883637,0.256405328,0.061433307,0.512866887,0.130276907,12.59028299,-,7.428236477,-,2849.599448,2849.599448,0.669266052,0.284761612,63.49019908,7.328972876,32.75910037,8.420666016,331.4231137,14.85892317,0.837752166,0.292888914,0.731467053,0.272147302
CI_Ref_23_1_100x100_256s_060223_sp1,0.561883018,0.001370622,0.5307289,-0.019187163,-,0.044743404,0.003129883,0.237837482,0.003708342,1526.185751,0.681037335,33.279181,1.028324173,0.23894061,0.004675675,1426.179307,0.764227594,36.1875117,0.934388261,0.003371622,0.000432345,0.004752902,0.000332755,18.55384436,-,13.22627551,-,0.976895431,0.022560754,3.0,0.221518264,0.226010004,0.020676956,-0.069466224,0.036375785,-0.255249856,0.033454524,0.000403747,3.82e-05,0.273449035,0.011641396,-0.002134137,0.017417674,0.196153953,0.026882316,CI_Ref_23,0.25883461,0.276439912,54.86,1.021126371,0.093111564,1.021126371,0.093111564,-,0.158212614,0.029207997,2039.301309,99.01210821,2034.582949,138.4735536,2044.019668,141.5579925,0.467425845,0.126698414,0.753826967,0.197443017,18.55384436,-,13.22627551,-,2843.502999,2843.502999,0.667801346,0.292133446,63.38566492,7.321222606,32.57710985,8.41165772,328.957571,15.02251808,0.830903892,0.292569296,0.726292947,0.271851868
CI_Ref_23_1_100x100_256s_060223_sp3,0.55331647,0.001459606,0.5247734,-0.016975195,-,0.037688554,0.003058928,0.248955432,0.003300964,1526.59715,0.666450431,33.48902813,1.02179225,0.261294269,0.003831466,1425.945663,0.753712392,38.1069165,0.792273738,0.00174843,7.38e-05,0.002578661,5.02e-05,9.813800663,-,6.355920273,-,0.967542903,0.011874715,3.0,0.097494471,0.079752735,0.020657587,0.136391762,0.024557178,-0.3,0.018440166,0.000394244,1.82e-05,0.268331871,0.00571874,0.044487562,0.017577971,0.176681842,0.028005994,CI_Ref_23,0.272249534,0.26964314,56.28,0.987242623,0.089528443,0.987242623,0.089528443,-,0.130839318,0.024744252,2142.715835,101.4632707,2090.90077,139.6510319,2194.5309,147.2303314,0.237979094,0.056641325,0.401535341,0.101047583,9.813800663,-,6.355920273,-,2844.537343,2844.537343,0.667801346,0.292133446,63.38566492,7.321222606,32.57710985,8.41165772,328.957571,15.02251808,0.830903892,0.292569296,0.726292947,0.271851868
CI_Ref_23_1_100x100_256s_sp2,0.547552945,1.58e-05,0.5126433,-0.021697399,-,0.072188776,0.003183332,0.281160964,0.003838563,1525.658281,0.645724786,33.4684531,0.886987223,0.269055497,0.005204106,1427.773959,0.800007588,37.91989933,0.923635337,0.00119003,0.000210976,0.001595664,9.91e-06,8.482596861,-,5.739443452,-,0.607961121,0.071994011,-0.59508814,0.743767611,0.010306919,0.022160555,-0.0810081,0.097265679,-0.070449925,0.064990763,-0.000188713,0.000126278,0.416944004,0.037931591,-0.128281089,0.018142152,0.336200356,0.026008887,CI_Ref_23,0.274355921,0.291793111,55.32,0.99480283,0.090547428,0.99480283,0.090547428,-,0.255187307,0.044778505,2352.751142,113.8301625,2404.514681,162.8476088,2300.987603,159.0907914,0.16493357,0.04959606,0.253006433,0.063547732,8.482596861,-,5.739443452,-,2844.306433,2844.306433,0.667801346,0.292133446,63.38566492,7.321222606,32.57710985,8.41165772,328.957571,15.02251808,0.830903892,0.292569296,0.726292947,0.271851868
CI_Ref_23_2_100x100_256s_sp1,0.571649845,1.3e-05,0.5482612,-0.011178835,-,0.052703819,0.003148015,0.242633721,0.003700443,1526.162267,0.71722363,33.21472148,1.022291643,0.237106201,0.00459879,1427.437473,0.852028844,37.63658733,0.971426918,0.004080157,8.07e-05,0.002538831,5.06e-06,26.87264441,-,10.24507143,-,0.984412004,0.041113114,2.640752565,0.426907994,-0.029108553,0.021516703,0.330349944,0.064134219,-0.3,0.028640637,0.000415759,7.35e-05,0.273104279,0.022841008,-0.050087902,0.017207921,0.234806174,0.026641116,CI_Ref_23,0.2567607,0.2461797,55.0,1.039075923,0.094595676,1.039075923,0.094595676,-,0.18639651,0.033634183,2052.364872,99.55274335,2076.012034,141.3930273,2028.717709,140.1820483,0.565762716,0.133056777,0.402745047,0.101122298,26.87264441,-,10.24507143,-,2842.95565,2842.95565,0.667801346,0.292133446,63.38566492,7.321222606,32.57710985,8.41165772,328.957571,15.02251808,0.830903892,0.292569296,0.726292947,0.271851868
CI_Ref_24_chip1_100x100_256s_sp3,0.33695104,0.000422411,0.3203459,-0.007726081,-,0.02138168,0.003170016,0.0752633,0.003694931,1525.907134,2.135273412,33.38740569,2.501196718,0.075679689,0.00453876,1426.359266,2.158851052,36.37051769,2.054020401,0.001222825,6.03e-05,0.002202759,4.07e-05,9.778211786,-,8.975878009,-,0.638741211,0.056178647,2.398017577,0.579317687,-0.055078208,0.020995772,0.187703915,0.076789248,-0.130784132,0.051994516,0.000351451,9.84e-05,0.121562052,0.029608056,-0.005707786,0.017352587,0.070258731,0.022908638,CI_Ref_24,0.091120901,0.095032435,35.88,0.937670648,0.1059982,0.937670648,0.1059982,-,0.116326679,0.028048773,978.2578775,75.28912093,975.5592704,103.5729359,980.9564845,109.2998347,0.261679083,0.066107759,0.53854055,0.142390776,9.778211786,-,8.975878009,-,2850.613917,2850.613917,0.666031293,0.283699311,63.25933857,7.311860921,32.35717986,8.40076529,331.7784051,14.83525433,0.822627961,0.292182717,0.720040196,0.271494789
CI_Ref_24_chip1_100x100_256s_sp4,0.363966531,0.000335956,0.3451745,-0.009204804,-,0.022528688,0.003074805,0.078094293,0.003742384,1526.160365,2.131551639,34.22837145,2.405330623,0.077429488,0.004566802,1425.653889,2.014875338,35.27226162,2.122453294,0.001404452,5.79e-05,0.002295052,5.05e-05,11.10769914,-,8.618908606,-,0.689563036,0.053429787,2.574427783,0.550149659,-0.030605916,0.020838489,0.219660446,0.073598958,-0.168608766,0.050177283,0.000367318,9.35e-05,0.136616411,0.028158018,-0.003987476,0.017474606,0.06439238,0.02359167,CI_Ref_24,0.070095969,0.076014921,37.59,0.967365623,0.106413257,0.967365623,0.106413257,-,0.117062848,0.027038139,962.6820948,71.41081836,966.7971946,98.59280848,958.5669951,103.3318829,0.287049821,0.071784862,0.535907254,0.140750872,11.10769914,-,8.618908606,-,2849.701195,2849.701195,0.666031293,0.283699311,63.25933857,7.311860921,32.35717986,8.40076529,331.7784051,14.83525433,0.822627961,0.292182717,0.720040196,0.271494789
CI_Ref_24_chip1_100x100_256s_sp5,0.325321177,2.02e-06,0.3113635,-0.005195182,-,0.022186575,0.003148983,0.073176685,0.003748003,1525.501266,2.252575454,34.33969326,2.451902865,0.070700807,0.004440881,1426.175689,2.145928661,34.67766054,2.244193383,0.001529097,1.92e-05,0.001946527,1.4e-06,6.949810441,-,10.6997293,-,0.563426334,0.062246199,1.867024091,0.643009023,-0.096179848,0.021353741,0.163393139,0.085281122,-0.089399946,0.054748458,0.000247762,0.000109173,0.139569862,0.032889072,-0.013641839,0.017383276,0.06960695,0.023014446,CI_Ref_24,0.085545208,0.08923538,34.38,0.94485578,0.109960215,0.94485578,0.109960215,-,0.125978791,0.030005679,973.2018728,77.74468621,989.9489614,108.8756504,956.4547842,111.0091784,0.341514702,0.085112087,0.496685551,0.13199136,6.949810441,-,10.6997293,-,2850.392968,2850.392968,0.666031293,0.283699311,63.25933857,7.311860921,32.35717986,8.40076529,331.7784051,14.83525433,0.822627961,0.292182717,0.720040196,0.271494789
CI_Ref_24_chip1_100x100_256s_sp6,0.360433915,0.000257943,0.3433312,-0.007521619,-,0.023395881,0.003129896,0.079872097,0.003697105,1526.18675,2.135525447,34.27193277,2.385532888,0.080244873,0.004548997,1426.54359,2.038582348,35.88577638,2.045984826,0.001419996,0.000134233,0.002211853,2.1e-06,7.391825042,-,8.230073044,-,0.665739814,0.054635401,2.411744386,0.563677425,-0.004991276,0.020987368,0.189326494,0.075004177,-0.151409454,0.050204948,0.000350643,9.58e-05,0.139329316,0.028874031,-0.001953682,0.017176614,0.06844203,0.023415933,CI_Ref_24,0.072028185,0.078551406,35.56,1.012285086,0.115196149,1.012285086,0.115196149,-,0.128460787,0.029744045,1047.300812,80.02772641,1044.862541,110.2407586,1049.739084,116.0375936,0.306680025,0.082237886,0.545759563,0.144166196,7.391825042,-,8.230073044,-,2848.322644,2848.322644,0.666031293,0.283699311,63.25933857,7.311860921,32.35717986,8.40076529,331.7784051,14.83525433,0.822627961,0.292182717,0.720040196,0.271494789
CI_Ref_25_1_100x100_256s_050923_sp1,0.441082189,0.001274362,0.3940743,-0.036568759,-,0.091636256,0.003153141,0.702746873,0.003739229,1526.203278,0.250601274,33.34905965,0.34418537,0.712546223,0.004534874,1426.292793,0.292777167,39.29439803,0.340901029,0.001256539,0.000238134,0.002631186,9.75e-06,2.332789558,*,5.405666312,-,0.803566082,0.032796482,2.633378824,0.337215162,0.11113783,0.022204919,0.148896549,0.056332494,-0.3,0.008327778,0.000335311,5.94e-05,0.228603472,0.018911885,-0.146706856,0.017509334,0.717889101,0.026495857,CI_Ref_25,0.74592743,0.755022373,49.17,0.897866712,0.085912729,0.897866712,0.085912729,-,0.370843984,0.06658817,6596.189663,334.961619,6550.518295,469.8331642,6641.86103,477.5499373,0.202341754,0.064918082,0.48170818,0.126776459,2.332789558,*,5.405666312,-,2863.196,2863.196,0.659945428,0.27357408,62.82499834,7.279709187,31.60100786,8.363262559,335.1648336,14.60843004,0.794173328,0.29085078,0.698541744,0.270266597
CI_Ref_25_1_100x100_256s_050923_sp2,0.423917377,0.000971466,0.4052865,-0.008342209,-,0.085072132,0.003219789,0.650189515,0.003926983,1526.132806,0.273282664,33.42383191,0.380763898,0.657308165,0.005001171,1426.191465,0.323782187,39.06223885,0.390257291,0.001399667,0.000117767,0.002996589,0.000141005,6.479488361,-,6.99740199,-,0.735392653,0.039406216,2.062611376,0.407855531,0.138734942,0.022524307,0.087803338,0.066446987,-0.3,0.009695385,0.000263425,7.17e-05,0.224127481,0.022784865,-0.134879987,0.017583994,0.659925609,0.026833601,CI_Ref_25,0.690125106,0.698888425,42.93,0.990647829,0.101313513,0.990647829,0.101313513,-,0.395236406,0.072983469,6995.735757,396.7303456,6957.647586,557.1663212,7033.823927,564.9296937,0.258749777,0.068773928,0.629803943,0.170869271,6.479488361,-,6.99740199,-,2860.310403,2860.310403,0.659945428,0.27357408,62.82499834,7.279709187,31.60100786,8.363262559,335.1648336,14.60843004,0.794173328,0.29085078,0.698541744,0.270266597
CI_Ref_25_1_100x100_256s_051423_sp1,0.246766201,0.000768055,0.2500044,0.009084548,-,0.060072421,0.003152712,0.473611177,0.003905302,1526.271338,0.352974292,33.5041734,0.506199202,0.478414592,0.004794949,1426.125498,0.427987117,39.34983897,0.450037713,0.000864744,7.89e-05,0.002258694,0.000174521,2.864712595,*,16.55199072,-,0.431137514,0.038308818,1.006781752,0.400426812,0.24684356,0.022117543,0.039341764,0.064769095,-0.3,0.012805467,0.000156708,6.99e-05,0.156110662,0.022252248,-0.109572652,0.017409391,0.48851871,0.026564917,CI_Ref_25,0.511384125,0.514979655,27.62,0.500134299,0.047808188,0.500134299,0.047808188,-,0.242051429,0.044670326,4417.779802,225.2636426,4395.490038,316.4234711,4440.069566,320.7039471,0.138645478,0.03679326,0.411716701,0.113695243,2.864712595,*,16.55199072,-,2875.692625,2875.692625,0.659945428,0.27357408,62.82499834,7.279709187,31.60100786,8.363262559,335.1648336,14.60843004,0.794173328,0.29085078,0.698541744,0.270266597
CI_Ref_25_1_100x100_256s_051423_sp2,0.276050172,9.98e-06,0.2923005,0.023021212,-,0.068297692,0.003141881,0.532273206,0.003855901,1525.805006,0.333696673,33.57687603,0.470925019,0.527112543,0.004989297,1426.239513,0.402234827,38.34211923,0.483941677,0.001567822,0.000107055,0.001533612,0.00010413,6.574275933,-,5.358917744,-,0.488287593,0.044020097,1.447813357,0.456479238,0.002532189,0.022325827,0.199572487,0.070153504,-0.3,0.024510299,0.000201486,7.92e-05,0.164829107,0.024786906,-0.138087262,0.017707286,0.54910199,0.026799981,CI_Ref_25,0.551736065,0.55737842,29.8,0.642653963,0.065528348,0.642653963,0.065528348,-,0.316101639,0.058892583,5646.738705,321.0147714,5674.246075,455.9872955,5619.231335,451.9707073,0.288737446,0.075232425,0.321103314,0.08868169,6.574275933,-,5.358917744,-,2871.190909,2871.190909,0.659945428,0.27357408,62.82499834,7.279709187,31.60100786,8.363262559,335.1648336,14.60843004,0.794173328,0.29085078,0.698541744,0.270266597
