,BL5200_BL_M,BL5200_BL_STD,BL4500_BL_M,BL4500_BL_STD,BL3550_BL_M,BL3550_BL_STD,BL1635_M,BL1635_STD,BL1515_M,BL1515_STD,BL1430_M,BL1430_STD,Thickness,H2Ot_3550_SAT,ERR_5200,ERR_4500
BF73_100x100_051823_sp2,0.3760725950256138,0.0004875135713236968,0.22890490006315312,2.0224240098140484e-07,0.14357470278516324,0.0009016951823361178,0.8356919235577633,0.0015422295608477044,0.8356919235577633,0.0015422295608477044,0.8356919235577633,0.0015422295608477044,191.7,-,-,-
BF73_100x100_051823_sp3,0.37911670995518265,0.0005364256211090727,0.2338180164006365,3.140044277188718e-07,0.16090946174131204,7.443719920674457e-05,0.852984532735908,0.001536983540102394,0.852984532735908,0.001536983540102394,0.852984532735908,0.001536983540102394,191.7,-,-,-
BF76_100x100_051823_sp1,0.24987229442829129,0.00031789567971127094,0.1460333528538636,2.8656331913253727e-07,0.08421917154795787,4.0765573589160686e-05,0.5126172797817803,0.0015125506245496458,0.5126172797817803,0.0015125506245496458,0.5126172797817803,0.0015125506245496458,140.7,-,-,-
BF76_100x100_051823_sp2,0.2634655704398717,0.00019653399699975975,0.15865992782001173,2.0373327327866414e-05,0.08755761560321419,0.0007726723484630291,0.5597372718512444,0.001568942143824135,0.5597372718512444,0.001568942143824135,0.5597372718512444,0.001568942143824135,140.7,-,-,-
BF76_100x50_051823_sp3,0.38485065670907653,0.0004706212311677241,0.27795355681554335,0.0002009786560696604,0.19920141711501407,4.657332430514866e-05,0.6730544785170186,0.0015205021803339743,0.6730544785170186,0.0015205021803339743,0.6730544785170186,0.0015205021803339743,140.7,-,-,-
BF77_50x50_051823_sp1,0.19465036986639675,0.00038430070446413976,0.1477502414506847,0.0001639390281351459,0.09436282455039822,2.8075101632754748e-05,0.34356890307080534,0.0015791933909257538,0.34356890307080534,0.0015791933909257538,0.34356890307080534,0.0015791933909257538,62.0,-,-,-
BF77_50x50_051823_sp2,0.18579860450380126,1.195632840197058e-05,0.14090069188886356,0.00035902277070226255,0.1069448443318079,0.0010091164414550604,0.3319770056757203,0.0015214910101343192,0.3319770056757203,0.0015214910101343192,0.3319770056757203,0.0015214910101343192,62.0,-,*,-
BF77_50x50_051823_sp3,0.20012338821483447,3.669292700313808e-05,0.15371431551654513,2.719656712935456e-07,0.11662818760051796,0.0001390516056898784,0.32646885119105784,0.0014840446436565965,0.32646885119105784,0.0014840446436565965,0.32646885119105784,0.0014840446436565965,62.0,-,-,-
CD33_12-2-2_VG9764_44x44_s1_EP_105um,0.43422843160016816,0.00021119485107807338,0.3116604470137208,8.663186471319553e-05,0.1948773727627988,5.134925250727278e-05,0.4228665851008776,0.0013165118260556284,0.4228665851008776,0.0013165118260556284,0.4228665851008776,0.0013165118260556284,105.0,-,-,*
CD33_12-2-2_VG9764_44x44_s2_EP_105um,0.41602524739207025,0.00015571608502559385,0.2941073560447058,0.00012576286335595356,0.17900322607115285,4.698140900964293e-05,0.40445997962691105,0.001303441884571436,0.40445997962691105,0.001303441884571436,0.40445997962691105,0.001303441884571436,105.0,-,-,*
CD33_12-2-2_VG9764_44x44_s3_EP_105um,0.4291575897453515,0.00012879040076645888,0.3065718273399533,0.00024310780415991412,0.1891616030402047,5.0967743401227656e-05,0.4127124223825482,0.0013181357296161286,0.4127124223825482,0.0013181357296161286,0.4127124223825482,0.0013181357296161286,105.0,-,-,*
CD33_22-1-1_VG9812_44x44_s1_EP_73um,0.4376487989014705,0.0001976947323952244,0.35221356088754324,6.416891669075913e-05,0.2907750438816536,4.293448640498493e-05,0.49100222942359023,0.0013461354293882537,0.49100222942359023,0.0013461354293882537,0.49100222942359023,0.0013461354293882537,73.0,-,-,-
CD33_22-1-1_VG9812_44x44_s2_EP_73um,0.26482611873112827,0.0002787838715827491,0.18915262447206382,9.745561299849954e-05,0.13178853196392903,3.462463278084165e-05,0.316252297904903,0.0013562447750151165,0.316252297904903,0.0013562447750151165,0.316252297904903,0.0013562447750151165,73.0,-,-,-
CD33_22-1-1_VG9812_44x44_s3_EP_73um,0.2593092821282374,0.0001625633053673849,0.18239907317874035,3.845188294191492e-06,0.12174442802044223,3.971421947329805e-05,0.29897079236288476,0.0013845282555564689,0.29897079236288476,0.0013845282555564689,0.29897079236288476,0.0013845282555564689,73.0,-,-,*
CI_ETNA_4_1_1_100x100_256s_sp3,-0.054305987268603806,8.322372004045659e-05,-0.0761457667073759,9.23455479023865e-05,0.001896322088364031,0.0018345908459960986,0.4407667404199304,0.001657069794639376,0.4407667404199304,0.001657069794639376,0.4407667404199304,0.001657069794639376,101.0,*,-,-
CI_ETNA_4_1_1_50x50_256s_sp5,0.07980954429877338,0.00010832285645181424,0.06751320374406101,3.0174820969933615e-05,0.15212844647438054,0.002108917622271468,0.5622260551780915,0.0014910011342811802,0.5622260551780915,0.0014910011342811802,0.5622260551780915,0.0014910011342811802,102.0,*,-,-
CI_LMT_BA17_3_50x50_256s_sp1,0.07350318485326439,9.841813016055953e-06,0.06105249188701329,2.7659127664365344e-05,0.04661051097251288,4.878876189590347e-06,0.15807939731971143,0.001506119157028921,0.15807939731971143,0.001506119157028921,0.15807939731971143,0.001506119157028921,37.2,-,-,*
CI_LMT_BA17_4_50x50_256s_sp1,0.07013141564082152,6.863177792963033e-05,0.04973685954478211,7.660363890443978e-05,0.03684718705530738,0.0013940347271199924,0.13719477366860236,0.0014358170383707125,0.13719477366860236,0.0014358170383707125,0.13719477366860236,0.0014358170383707125,32.8,-,-,*
CI_Ref_10_1_100x100_256s_040523_sp2,-0.034691244172621996,2.0693113790488123e-05,-0.052982154142571854,5.211183673735158e-06,-0.060668015561477016,0.0004310972062413828,0.04581732140481,0.0014256956685800013,0.04581732140481,0.0014256956685800013,0.04581732140481,0.0014256956685800013,32.0,-,*,*
CI_Ref_10_1_100x100_256s_060223_sp2,0.008309589303927492,3.1710731804886064e-05,-0.015453654994648796,1.197222063355518e-05,-0.024886961601633843,2.4957700717246166e-06,0.13539613513380627,0.0014675355497340277,0.13539613513380627,0.0014675355497340277,0.13539613513380627,0.0014675355497340277,51.0,-,-,-
CI_Ref_10_1_100x100_256s_sp1,0.008838043834489542,5.955241371690442e-05,-0.011932756379033368,1.9868273434739581e-07,-0.019185520124579483,5.7013816527362615e-05,0.138615652056825,0.0014549729478812129,0.138615652056825,0.0014549729478812129,0.138615652056825,0.0014549729478812129,49.0,-,-,-
CI_Ref_10_1_100x100_256s_sp3,-0.031683281861936106,0.00014186776517780315,-0.049737579742792,1.696762981411662e-06,-0.058306459287339234,1.8308117522156906e-06,0.030391734893438452,0.0013916349228517777,0.030391734893438452,0.0013916349228517777,0.030391734893438452,0.0013916349228517777,31.0,-,-,-
CI_Ref_10_1_100x100_256s_sp5,-0.030908179206770692,8.246356960705648e-05,-0.04842098828416369,1.446304633061132e-05,-0.0567252587384204,4.414083037764479e-06,0.02734056982830046,0.0014418586665687324,0.02734056982830046,0.0014418586665687324,0.02734056982830046,0.0014418586665687324,31.0,-,-,-
CI_Ref_10_chip1_100x100_256s_sp1,0.05075285501536606,5.912615532078046e-05,0.009800319288841744,0.0001038400900896372,-0.019367967237044616,0.0008329028487293226,0.360373348345236,0.00143403124979372,0.360373348345236,0.00143403124979372,0.360373348345236,0.00143403124979372,117.6,-,-,-
CI_Ref_10_chip1_100x100_256s_sp2,0.04913246065659787,0.00021047765847731985,0.0011980397790420682,1.5107876492818986e-05,-0.013077412491762433,0.0005746369278112214,0.37824228437546387,0.0014288822455388868,0.37824228437546387,0.0014288822455388868,0.37824228437546387,0.0014288822455388868,117.8,-,-,-
CI_Ref_10_chip1_100x100_256s_sp3,0.04477626945704231,8.998969035709512e-05,-0.00015796216867141027,3.292385461139525e-05,-0.01787244202826151,0.00028156146679600153,0.373668008962278,0.0014471694856242252,0.373668008962278,0.0014471694856242252,0.373668008962278,0.0014471694856242252,117.9,-,-,-
CI_Ref_10_chip1_100x100_256s_sp4,0.06555214386595414,0.00037816832166229745,-0.007450985720903269,1.3895269505399822e-06,-0.019730514754738922,0.001359548479987082,0.37724056046295196,0.0014443270937027576,0.37724056046295196,0.0014443270937027576,0.37724056046295196,0.0014443270937027576,120.5,-,-,-
CI_Ref_10_chip1_100x100_256s_sp5,0.05267510065600355,0.00013798282248017875,0.005819731067358016,2.4718528679414956e-05,-0.007642063447065205,0.0006746216456757728,0.3579364036337791,0.0014089750446922998,0.3579364036337791,0.0014089750446922998,0.3579364036337791,0.0014089750446922998,115.8,-,-,-
CI_Ref_11_1_100x100_256s_sp1,-0.022806737103124853,0.00013295443683730305,-0.019932492734663312,6.230030534905834e-05,-0.01233382278607726,0.0010682432648985033,0.10286404875870192,0.001468717588770546,0.10286404875870192,0.001468717588770546,0.10286404875870192,0.001468717588770546,25.0,-,*,-
CI_Ref_11_1_100x100_256s_sp2,-0.0034305003885457736,0.00013537018359801285,-0.011704170504095357,6.674627622684693e-06,-0.011733681201710611,0.00020439693457907429,0.04480044492955377,0.0017501769176017608,0.04480044492955377,0.0017501769176017608,0.04480044492955377,0.0017501769176017608,25.0,-,-,-
CI_Ref_11_1_100x100_256s_sp3,0.007467641772152992,7.703880323528485e-05,-0.004660157247125106,8.354150489782856e-05,-0.006747439315217061,6.372236748342468e-05,0.06297771803521073,0.0014916549036287736,0.06297771803521073,0.0014916549036287736,0.06297771803521073,0.0014916549036287736,27.0,-,-,-
CI_Ref_11_1_100x100_256s_sp4,0.020438789465500665,6.215384819202067e-05,0.010268752793269076,2.4010905759702794e-05,0.012485708144677142,0.0001879539103839068,0.08600220030801667,0.0018392611935986202,0.08600220030801667,0.0018392611935986202,0.08600220030801667,0.0018392611935986202,28.0,-,*,-
CI_Ref_14_1_100x100_256s_sp2,7.359907041767424e-05,0.0001903563593424891,-0.013868683902274562,5.362847642579454e-06,-0.01757618849838655,0.00021435457084773376,0.05845209424987781,0.0016422920929595396,0.05845209424987781,0.0016422920929595396,0.05845209424987781,0.0016422920929595396,28.0,-,-,-
CI_Ref_14_1_100x100_256s_sp3,0.0014317568711663814,0.00013735112851771182,-0.013274656420603442,0.00020343428858144512,-0.01727037695211542,0.00016948443344642572,0.05402315333056613,0.0017766856493562225,0.05402315333056613,0.0017766856493562225,0.05402315333056613,0.0017766856493562225,27.0,-,-,-
CI_Ref_15_2_100x100_256s_sp1,0.005739747726487131,1.7344459935617368e-05,-0.001685982614100406,1.2324464496585876e-05,-0.008930695017315695,5.1475438256010466e-05,0.026663285915831048,0.0017981968259211062,0.026663285915831048,0.0017981968259211062,0.026663285915831048,0.0017981968259211062,15.0,-,-,-
CI_Ref_15_2_100x100_256s_sp2,0.0020104117804386145,5.934381364532987e-06,-0.005489705249442898,9.273956741541202e-07,-0.009136755626476674,0.00027233922073432196,0.026431855470047123,0.0017654079990953393,0.026431855470047123,0.0017654079990953393,0.026431855470047123,0.0017654079990953393,14.0,-,-,-
CI_Ref_15_2_100x100_256s_sp5,0.002429244895486063,4.159487551840742e-05,-0.004664555994183888,3.5431644803947548e-06,-0.007822108962507904,5.080252487254725e-06,0.021344774954810356,0.0017548826172682445,0.021344774954810356,0.0017548826172682445,0.021344774954810356,0.0017548826172682445,15.0,-,-,-
CI_Ref_18_1_100x100_256s_sp1,-0.003781165117273367,1.2824447245089543e-05,-0.017306965909390917,7.095258843480572e-05,-0.022108084620146476,4.7289339901216776e-06,0.0721594064384256,0.0016890887477902172,0.0721594064384256,0.0016890887477902172,0.0721594064384256,0.0016890887477902172,31.0,-,-,-
CI_Ref_18_1_100x100_256s_sp2,-0.00198559893322772,0.00012721990815574424,-0.015279362249087554,0.0003247413148827765,-0.019229890381801982,9.121863483138418e-06,0.05288004885543373,0.001602500216536173,0.05288004885543373,0.001602500216536173,0.05288004885543373,0.001602500216536173,27.0,-,-,-
CI_Ref_18_1_100x100_256s_sp3,-0.0026724028454852243,6.121538491922809e-05,-0.015619898473685912,1.4789010264276827e-05,-0.017852349810484516,5.1286453918507785e-05,0.07932904014201814,0.0018364931046580084,0.07932904014201814,0.0018364931046580084,0.07932904014201814,0.0018364931046580084,31.0,-,-,*
CI_Ref_18_1_100x100_256s_sp4,-0.0030779728074900726,0.00010977967337372926,-0.016665128953264625,9.301405686577561e-05,-0.017711630805619948,0.0006635293604230276,0.07043681733406838,0.0015147619434402622,0.07043681733406838,0.0015147619434402622,0.07043681733406838,0.0015147619434402622,30.0,-,-,-
CI_Ref_18_1_100x100_256s_sp5,-0.0028085995597582035,0.00010474183241740855,-0.015304008241304267,1.8818417126876546e-05,-0.01876171094112279,6.720088782415615e-06,0.05309545692286845,0.0017787747798509218,0.05309545692286845,0.0017787747798509218,0.05309545692286845,0.0017787747798509218,29.0,-,-,-
CI_Ref_20_1_100x100_256s_sp1,-0.006725433758055615,0.0002604840512675055,0.002358151649915543,0.00020960369357323662,-0.0144144165934842,0.0006163292931201717,0.016537396041809847,0.0017538338646756033,0.016537396041809847,0.0017538338646756033,0.016537396041809847,0.0017538338646756033,20.9,-,*,-
CI_Ref_20_chip1_100x100_256s_sp1,0.0445889773639172,2.5009219840730083e-05,0.02412160726174004,2.8204391325091322e-05,0.0056151088181735686,3.690316788382869e-06,0.10176598933525774,0.001600528971529394,0.10176598933525774,0.001600528971529394,0.10176598933525774,0.001600528971529394,46.1,-,-,-
CI_Ref_20_chip1_100x100_256s_sp2,0.01677974275385654,9.322420707418214e-05,-0.004475844235618494,1.3702962843456186e-05,-0.011637791933143812,6.39352389080047e-06,0.11752373621034032,0.0016613709978110824,0.11752373621034032,0.0016613709978110824,0.11752373621034032,0.0016613709978110824,40.0,-,-,-
CI_Ref_20_chip1_100x100_256s_sp3,0.023684037309051092,8.191689249052473e-05,0.0027324462693277597,2.9736729252975977e-05,-0.0047888184684767325,0.00028373732401852945,0.11433383057491843,0.0016034724109133362,0.11433383057491843,0.0016034724109133362,0.11433383057491843,0.0016034724109133362,40.6,-,-,-
CI_Ref_20_chip1_100x100_256s_sp4,0.011357648299564316,6.045949520145981e-05,-0.009786139171582124,1.5961419334144147e-07,-0.016732041564644067,9.90308599874538e-06,0.12782693566609415,0.0015669801611228817,0.12782693566609415,0.0015669801611228817,0.12782693566609415,0.0015669801611228817,44.1,-,-,-
CI_Ref_23_1_100x100_256s_060223_sp1,0.00751774030667631,0.00034084737990831886,-0.015676423997793638,0.00023880484294196177,-0.018284371084777987,0.00125245325275197,0.1572889577069548,0.001527302640216605,0.1572889577069548,0.001527302640216605,0.1572889577069548,0.001527302640216605,55.0,-,-,-
CI_Ref_23_1_100x100_256s_060223_sp3,0.009991976584509175,8.902588513154097e-05,-0.01181361280261634,1.0773838698460975e-06,-0.016010522712643905,0.001333981514735347,0.14465828995057628,0.0014785572680146128,0.14465828995057628,0.0014785572680146128,0.14465828995057628,0.0014785572680146128,56.0,-,-,-
CI_Ref_23_1_100x100_256s_sp2,0.006447179959171153,0.00011336098230657375,-0.015800288114323907,1.767657136136956e-07,-0.021666139431380738,1.409922393840707e-05,0.1187306133795628,0.0018530046977153155,0.1187306133795628,0.0018530046977153155,0.1187306133795628,0.0018530046977153155,55.0,-,-,-
CI_Ref_23_2_100x100_256s_sp1,0.012101560196685339,0.0001326299856750841,-0.018613968691355582,9.56479032336454e-07,-0.011162707172669534,1.3216775211873716e-05,0.12614146940655416,0.001559808317311775,0.12614146940655416,0.001559808317311775,0.12614146940655416,0.001559808317311775,55.0,-,-,-
CI_Ref_24_1_100x100_256s_sp1,0.0026329881360512785,0.00010940670948095073,-0.006408753275448782,1.7141026532181777e-05,-0.009701719376578514,2.502331698774221e-06,0.04152920845569367,0.001809141285894846,0.04152920845569367,0.001809141285894846,0.04152920845569367,0.001809141285894846,35.3,-,*,*
CI_Ref_24_chip1_100x100_256s_sp3,0.009672090416401175,1.9851621164244343e-05,-0.005014401979470908,4.653361292941998e-05,-0.0074452048697428415,0.000379797797887637,0.08542939693581712,0.0016494505013422702,0.08542939693581712,0.0016494505013422702,0.08542939693581712,0.0016494505013422702,35.9,-,-,-
CI_Ref_24_chip1_100x100_256s_sp4,0.009998531911625539,1.986313786506126e-05,-0.006136941695570858,1.4886472804034105e-05,-0.008977380692772883,0.0003022734789196261,0.09187219263598337,0.0016756180246481772,0.09187219263598337,0.0016756180246481772,0.09187219263598337,0.0016756180246481772,37.6,-,-,-
CI_Ref_24_chip1_100x100_256s_sp5,0.014393223298444698,2.7758947185733934e-05,-0.0005617934204213468,4.102128958005986e-07,-0.005188620867145547,2.0020529844788095e-06,0.08128811551579691,0.0017730783548595532,0.08128811551579691,0.0017730783548595532,0.08128811551579691,0.0017730783548595532,34.4,-,-,-
CI_Ref_24_chip1_100x100_256s_sp6,0.013776849982761559,5.5740198443220716e-05,-0.002973708008950998,2.861332577060613e-07,-0.007349639459036095,0.00022620606746146475,0.09272511742327473,0.0016909811742094468,0.09272511742327473,0.0016909811742094468,0.09272511742327473,0.0016909811742094468,35.6,-,-,-
CI_Ref_25_1_100x100_256s_050923_sp1,-0.016572929038065686,0.00010729483676002963,-0.04806285357282921,8.751780191745164e-07,-0.035734629505315946,0.0011417727922474546,0.13088350925412273,0.0014377378117304996,0.13088350925412273,0.0014377378117304996,0.13088350925412273,0.0014377378117304996,49.2,-,*,-
CI_Ref_25_1_100x100_256s_050923_sp2,-0.016395182589001075,5.411492062098484e-05,-0.01713113407080356,2.4327105884559234e-05,-0.007699807453591288,0.0008935054298376283,0.10609682377726017,0.0014775447001853868,0.10609682377726017,0.0014775447001853868,0.10609682377726017,0.0014775447001853868,42.9,-,-,-
CI_Ref_25_1_100x100_256s_051423_sp1,0.02841951359751869,8.890861434534411e-05,0.019364379537086803,3.4384966083581204e-05,0.009610312558844767,0.0006885776219964508,0.07065199842773442,0.001497222947812256,0.07065199842773442,0.001497222947812256,0.07065199842773442,0.001497222947812256,49.2,-,*,-
CI_Ref_25_1_100x100_256s_051423_sp2,0.0352948130379936,3.5706720457121594e-05,0.021822609476556485,9.110477443759562e-05,0.02301814368380764,6.7552088769694814e-06,0.08754499872051173,0.0016215355234866701,0.08754499872051173,0.0016215355234866701,0.08754499872051173,0.0016215355234866701,42.9,-,-,-
CI_Ref_25_chip1_100x100_256s_sp1,0.006939350728235348,0.00021198198184243746,-0.023455845136155996,3.276588101792774e-07,-0.025154544639228626,0.0002702650438253374,0.1935045316652069,0.0014601378249780236,0.1935045316652069,0.0014601378249780236,0.1935045316652069,0.0014601378249780236,62.5,-,-,-
CI_Ref_25_chip1_100x100_256s_sp2,0.006152303567845241,0.00013302527345334872,-0.025433968337177596,1.6526110827523388e-05,-0.03258081763040128,0.0014343458238423043,0.17844256858968205,0.0014319592714000413,0.17844256858968205,0.0014319592714000413,0.17844256858968205,0.0014319592714000413,64.5,-,-,-
CI_Ref_25_chip1_100x100_256s_sp4,-4.5844170495897386e-05,9.528500282504817e-05,-0.02183960857335018,3.2058656332177914e-05,-0.02751170115582073,0.0002506745050309807,0.14880865639886096,0.0014298317339499992,0.14880865639886096,0.0014298317339499992,0.14880865639886096,0.0014298317339499992,57.6,-,-,-
CI_Ref_25_chip1_100x100_256s_sp5,0.005215648341573044,0.00022268432886317236,-0.0162216898734363,5.095394292555775e-05,-0.022971787488502468,0.00010722286416336321,0.13378357598725096,0.0015480201136789207,0.13378357598725096,0.0015480201136789207,0.13378357598725096,0.0015480201136789207,55.6,-,-,-
CI_Ref_25_chip1_100x100_256s_sp6,0.000833631583121559,3.3986892147578393e-06,-0.006407719142673,7.937016252844336e-05,-0.01129065642564056,1.8859944537370017e-05,0.19682088185639882,0.0014004561605773218,0.19682088185639882,0.0014004561605773218,0.19682088185639882,0.0014004561605773218,72.7,-,*,-
CI_Ref_25_chip1_100x100_256s_sp7,0.006193402697873103,0.00012240673762133113,-0.02280479283624992,1.651569804937327e-07,-0.01869872424699172,1.2661095889440481e-05,0.15809784884291356,0.001426952238530125,0.15809784884291356,0.001426952238530125,0.15809784884291356,0.001426952238530125,57.8,-,-,-
CI_Ref_27_1_100x100_256s_sp1,0.027919285118003376,7.660639528445078e-05,0.0031734397951024944,2.3047820693676176e-05,0.003444192619966397,3.3466903629748327e-05,0.1771856975491103,0.0015406913575821476,0.1771856975491103,0.0015406913575821476,0.1771856975491103,0.0015406913575821476,52.9,-,-,-
CI_Ref_27_chip1_100x100_256s_sp2,-0.00011609003251177518,0.00014610670867260366,-0.011726992255939553,7.041613988784532e-05,-0.010439737059137408,0.0012105736585189095,0.03902551843631367,0.0014544779989363128,0.03902551843631367,0.0014544779989363128,0.03902551843631367,0.0014544779989363128,27.3,-,-,-
CI_Ref_27_chip1_100x100_256s_sp3,-0.0007950097234092148,5.984383536925954e-05,-0.011907605954356104,6.0556482469672986e-05,-0.014844090627124244,1.1060939120245635e-05,0.02871764116507551,0.0018480968209443295,0.02871764116507551,0.0018480968209443295,0.02871764116507551,0.0018480968209443295,24.3,-,-,-
CI_Ref_27_chip2_100x100_256s_sp1,-0.002412712459208768,8.747594153575448e-06,-0.011702935165095163,6.295403290076799e-05,-0.01722171313490584,4.057003867842444e-06,0.058730045365810855,0.0016174127245403027,0.058730045365810855,0.0016174127245403027,0.058730045365810855,0.0016174127245403027,22.3,-,*,-
CI_Ref_27_chip3_100x100_256s_sp1,0.025560042123984304,4.79518585935468e-05,0.007803140509661084,2.7091504941013425e-05,-0.0035614340426933164,0.0007094082562760119,0.09079885413203699,0.001501394084878357,0.09079885413203699,0.001501394084878357,0.09079885413203699,0.001501394084878357,34.9,-,-,-
CI_Ref_27_chip3_100x100_256s_sp2,-0.018874923790773948,1.2135231739753355e-05,-0.037088545097706795,1.6974236326897874e-05,-0.021583877642912017,0.0008525419925602954,0.08788524444733939,0.0015459915989831131,0.08788524444733939,0.0015459915989831131,0.08788524444733939,0.0015459915989831131,35.2,-,-,-
CI_Ref_28_1_100x100_256s_sp1,-0.0340921579307624,1.930729020896284e-05,-0.050945133271861474,0.00020018036719978222,-0.05333044299570786,0.0004927720313741747,0.05775034152666558,0.001486065708010899,0.05775034152666558,0.001486065708010899,0.05775034152666558,0.001486065708010899,35.2,-,-,-
CI_Ref_28_1_100x100_256s_sp2,-0.035085151602202026,6.482274291551049e-05,-0.05106567796927602,2.6361970240726974e-05,-0.04994717930293941,0.0006618536440435366,0.047468488467981726,0.001537829969907629,0.047468488467981726,0.001537829969907629,0.047468488467981726,0.001537829969907629,36.1,-,*,-
CI_Ref_28_1_100x100_256s_sp3,-0.028056632113674217,2.005869211154789e-05,-0.04454220006396189,5.019583171217292e-07,-0.050080591625676074,0.000991371221904901,0.03120257153592592,0.0014811068557320224,0.03120257153592592,0.0014811068557320224,0.03120257153592592,0.0014811068557320224,33.2,-,-,-
CI_Ref_28_1_100x100_256s_sp4,-0.03345947645917182,0.00018080097849573976,-0.04986071608791801,0.00015674202550676356,-0.05417770984482088,3.400087732644089e-05,0.05033362294608176,0.001505330179972779,0.05033362294608176,0.001505330179972779,0.05033362294608176,0.001505330179972779,34.4,-,-,-
CI_Ref_28_2_100x100_256s_sp1,-0.02996050011263819,6.265951068107307e-05,-0.04769289552648354,0.00010934239310560561,-0.05259709587140737,0.00015315290777073197,0.05946350031311521,0.0014755755711021049,0.05946350031311521,0.0014755755711021049,0.05946350031311521,0.0014755755711021049,36.1,-,-,-
CI_Ref_28_2_100x100_256s_sp2,-0.02853982384318479,0.00019860778383948413,-0.04613199422566838,4.783126839553179e-05,-0.051181777954815016,4.205023671217534e-06,0.06281358258190838,0.0015639028480002293,0.06281358258190838,0.0015639028480002293,0.06281358258190838,0.0015639028480002293,35.3,-,-,-
CI_Ref_4_100x100_256s_sp3,0.024269540676107638,9.30374401468463e-05,-0.008646027902322077,5.359142093952411e-05,-0.019340960980372798,0.0002253224623912854,0.17586029204636036,0.0014799077637061412,0.17586029204636036,0.0014799077637061412,0.17586029204636036,0.0014799077637061412,66.7,-,-,-
CI_Ref_4_100x100_256s_sp5,0.04425797780396599,0.00015400128455249145,0.0033073435697933812,7.089120794061645e-06,-0.009618516693656405,0.0009047180760167198,0.23869432454818013,0.001457928462770675,0.23869432454818013,0.001457928462770675,0.23869432454818013,0.001457928462770675,77.7,-,-,-
CI_Ref_6_1_100x100_256s_040523_sp1,0.027465632813265348,0.0001665465951201691,-0.00047450509104587886,0.00015467685116694448,-0.01063449906554679,2.2276096880646322e-05,0.13513584854070018,0.0015038085284826742,0.13513584854070018,0.0015038085284826742,0.13513584854070018,0.0015038085284826742,51.0,-,-,-
