,BL5200_BL_M,BL5200_BL_STD,BL4500_BL_M,BL4500_BL_STD,BL3550_BL_M,BL3550_BL_STD,BL1635_M,BL1635_STD,BL1515_M,BL1515_STD,BL1430_M,BL1430_STD,Thickness,H2Ot_3550_SAT,ERR_5200,ERR_4500
CI_Ref_6_1_100x100_256s_040523_sp2,0.02476612678207925,0.0001010792412961606,-0.0030256355078291885,5.472987535394176e-05,-0.01584183489487578,0.0009162233037485612,0.15016265712078644,0.0014417575424388843,0.15016265712078644,0.0014417575424388843,0.15016265712078644,0.0014417575424388843,52.0,-,-,-
CI_Ref_6_1_100x100_256s_060223_sp1,0.09252893217552699,0.00021408637651106774,0.03912922665730837,2.951409846724609e-05,0.01678832566904456,0.00043154496154240864,0.28782140803759115,0.0015189534957172034,0.28782140803759115,0.0015189534957172034,0.28782140803759115,0.0015189534957172034,92.0,-,-,-
CI_Ref_6_1_100x100_256s_060223_sp2,0.08295424690585686,0.0002135667091608192,0.02508495033452714,4.946026190747433e-07,0.02423379617041824,0.0005861153545027316,0.32327333501365174,0.0014739095335841237,0.32327333501365174,0.0014739095335841237,0.32327333501365174,0.0014739095335841237,91.0,-,-,-
CI_Ref_6_2_100x100_256s_sp2,0.02540497203843278,5.786296337029284e-05,-0.004372928624529323,2.111185712762966e-05,-0.016992437078431306,0.0007233964220982386,0.14484833357731725,0.001500086151847708,0.14484833357731725,0.001500086151847708,0.14484833357731725,0.001500086151847708,52.0,-,-,-
CI_Ref_6_chip1_100x100_256s_sp1,0.03683647682191438,0.0002216529367467816,0.005589323207859089,8.008231705583781e-05,-0.009493677851678364,0.0007025952653160894,0.13758556339049127,0.0015452179055118228,0.13758556339049127,0.0015452179055118228,0.13758556339049127,0.0015452179055118228,53.6,-,-,-
CI_Ref_6_chip1_100x100_256s_sp2,0.03703408012558863,0.00010157459380956891,0.006375074329230135,2.9283859733630344e-05,-0.012273142272014722,0.0005953846671587601,0.16188849614282372,0.0014989928316506446,0.16188849614282372,0.0014989928316506446,0.16188849614282372,0.0014989928316506446,53.9,-,-,-
CI_Ref_6_chip1_100x100_256s_sp4,0.040633762529684044,0.0001220003062282973,0.007601139642899467,1.6035190548180524e-05,-0.011757852025668517,0.000883230186346743,0.1310808938156438,0.0015131499947688644,0.1310808938156438,0.0015131499947688644,0.1310808938156438,0.0015131499947688644,51.2,-,-,-
CI_Ref_6_chip1_100x100_256s_sp5,0.04035506782898759,0.00014496011605647215,0.008296084296570349,3.366776846000009e-05,-0.012461874288021445,0.0014687747529425546,0.1389686331333763,0.0015518411789448396,0.1389686331333763,0.0015518411789448396,0.1389686331333763,0.0015518411789448396,55.4,-,-,-
CI_Ref_8_1_100x100_256s_sp1,0.03268632228918483,0.0001255639300752574,-0.0006661732571697771,1.1965550874649854e-06,-0.007050291962630542,0.0006726000415890669,0.11181635220298254,0.0014642483681095288,0.11181635220298254,0.0014642483681095288,0.11181635220298254,0.0014642483681095288,50.0,-,-,-
CI_Ref_8_1_100x100_256s_sp2,0.022483634641529943,7.26065052092477e-05,0.0025108666009723214,4.543866863663071e-06,-0.005831558151909601,4.4210286467149364e-05,0.15461471285042816,0.001483475340860847,0.15461471285042816,0.001483475340860847,0.15461471285042816,0.001483475340860847,52.0,-,*,-
CI_Ref_8_1_100x100_256s_sp3,-0.0046440296456751766,4.45744647185728e-05,-0.02497463342483856,1.2886786079730882e-06,-0.01566577961375303,0.0011173037250300651,0.13493570643626818,0.0014612759365415931,0.13493570643626818,0.0014612759365415931,0.13493570643626818,0.0014612759365415931,48.0,-,-,-
CI_Ref_8_1_100x100_256s_sp4,0.03112324272360838,4.820194337104075e-05,0.003387380654233737,6.732630375151094e-05,-0.02634398693198939,0.0011680492551996702,0.12805707411405515,0.0014383624886449063,0.12805707411405515,0.0014383624886449063,0.12805707411405515,0.0014383624886449063,52.0,-,-,-
CI_Ref_8_2_100x100_256s_sp1,0.04956541325190613,0.0001589368191855509,0.010208906203263148,2.4327669987607876e-05,-0.012825927620732848,0.0005300947559410646,0.18484985273972301,0.0014796246021155754,0.18484985273972301,0.0014796246021155754,0.18484985273972301,0.0014796246021155754,54.0,-,-,-
CI_Ref_9_1_100x100_256s_sp1,0.06641138422575245,0.00010599000501139151,0.011828518890847078,0.00011416379295352833,0.008713822592576855,0.0028946660495851335,0.3459705495931834,0.0015085835874014985,0.3459705495931834,0.0015085835874014985,0.3459705495931834,0.0015085835874014985,98.0,-,-,-
CI_Ref_9_1_100x100_256s_sp4,0.07203305090050065,0.00018491258219259903,0.019685258101216296,9.475939631371316e-05,0.01740129921882478,0.0017340381200083607,0.3255038895775401,0.0015531325496362682,0.3255038895775401,0.0015531325496362682,0.3255038895775401,0.0015531325496362682,98.0,-,-,-
CI_Ref_bas_3_1_100x100_256s_060223_sp1,0.004253505152936716,3.7426085658516207e-05,-0.014428285003549595,5.901168145962974e-06,-0.021161656701272707,0.0001477498226675969,0.02881710520313218,0.001682485774991254,0.02881710520313218,0.001682485774991254,0.02881710520313218,0.001682485774991254,26.4,-,-,-
CI_Ref_bas_3_1_100x100_256s_sp2,0.000146554052122309,0.00013527425250312256,-0.014691026656320471,9.668404304510884e-05,-0.022441168122378407,2.515217859788235e-05,0.03301790693570038,0.001791366552391405,0.03301790693570038,0.001791366552391405,0.03301790693570038,0.001791366552391405,24.8,-,-,-
CI_Ref_bas_3_1_100x100_256s_sp3,-0.003861036965972673,4.480616352982019e-05,-0.016726312082507327,9.417098385720388e-05,-0.023512050331079903,0.0005925425886204283,0.018196811707999867,0.0016633854842263327,0.018196811707999867,0.0016633854842263327,0.018196811707999867,0.0016633854842263327,23.3,-,-,-
CI_Ref_bas_3_2_100x100_256s_060223_sp1,-0.032015032843802575,9.147548308025004e-05,-0.05118443792568883,5.571875250511328e-06,-0.058350298696759166,0.00039282225085531143,0.0037092594996418326,0.0015237302937361316,0.0037092594996418326,0.0015237302937361316,0.0037092594996418326,0.0015237302937361316,24.9,-,-,-
CI_Ref_bas_3_chip1_100x100_256s_sp1,0.0191617873534092,8.017873199414412e-05,-0.007797482582416311,8.955682784547276e-07,-0.017956734486758705,1.3120675693515632e-05,0.07933902625988856,0.0018146973164906998,0.07933902625988856,0.0018146973164906998,0.07933902625988856,0.0018146973164906998,32.4,-,-,-
CI_Ref_bas_3_chip1_100x100_256s_sp2,0.020198721086172478,3.4788555345303055e-05,-0.007570481862827421,1.149085937866872e-06,-0.02088654606644257,6.89821709302432e-06,0.09645919167720302,0.0016406903724272318,0.09645919167720302,0.0016406903724272318,0.09645919167720302,0.0016406903724272318,35.7,-,-,-
CI_Ref_bas_3_chip1_100x100_256s_sp3,0.017134756674733697,0.00020758408902732972,-0.010201526348777813,2.1639899064670735e-05,-0.01943148173405744,0.0004290127002015201,0.09203776255735874,0.001493442463956505,0.09203776255735874,0.001493442463956505,0.09203776255735874,0.001493442463956505,37.8,-,-,-
CI_Ref_bas_4_2_100x100_256s_sp2,0.05304809685792724,7.724058309502122e-06,0.016464811749284786,1.525643875119806e-07,-0.005585380243693802,5.3133195328717084e-06,0.11422568584165055,0.0016807635438500783,0.11422568584165055,0.0016807635438500783,0.11422568584165055,0.0016807635438500783,54.8,-,-,-
CI_Ref_bas_4_2_100x100_256s_sp3,0.06324011658891114,0.00011769234024276584,0.020284431590080993,6.0296393816593045e-05,-0.006146382161284166,1.539483137556336e-05,0.1089643451838509,0.0017500504445786072,0.1089643451838509,0.0017500504445786072,0.1089643451838509,0.0017500504445786072,39.3,-,-,-
CI_Ref_bas_5_1_100x100_256s_sp1,0.03896894816033645,5.197752226931987e-05,0.01006811415559196,1.692911633517296e-05,5.771815570301548e-05,0.00036523313543828197,0.10374686951435662,0.001824905097605049,0.10374686951435662,0.001824905097605049,0.10374686951435662,0.001824905097605049,38.5,-,-,-
CI_Ref_bas_5_1_100x100_256s_sp2,0.02349781315787962,6.560810192730705e-05,-0.005633449814515342,5.89202200713963e-07,-0.014628036780654156,0.00023059754983908157,0.10387626396863736,0.0017463374577965625,0.10387626396863736,0.0017463374577965625,0.10387626396863736,0.0017463374577965625,39.8,-,-,-
CI_Ref_bas_5_1_100x100_256s_sp3,0.02078490761689611,4.200253354577568e-05,-0.005449384716932203,3.842751258602063e-06,-0.014042889299845969,0.0002473967251154607,0.08939756452313527,0.0017633053778265029,0.08939756452313527,0.0017633053778265029,0.08939756452313527,0.0017633053778265029,34.9,-,-,-
CI_Ref_bas_5_1_100x100_256s_sp4,0.04735537760656907,0.00011013568977670761,0.015989829830672413,0.00010065599823547658,0.0021487954420733213,8.074997980599826e-06,0.11123074392415463,0.0017918848846292577,0.11123074392415463,0.0017918848846292577,0.11123074392415463,0.0017918848846292577,39.7,-,-,-
CI_Ref_bas_5_2_100x100_256s_sp1,0.014067988279705805,1.792032300419237e-05,-0.008806437326574794,1.8149360533388551e-06,-0.01606816630430952,0.0002211795724956026,0.07462008012480395,0.001722574382713964,0.07462008012480395,0.001722574382713964,0.07462008012480395,0.001722574382713964,33.0,-,-,-
CI_Ref_bas_6_1_100x100_256s_sp1,0.03914799849133512,2.5171791130158658e-05,0.017952195972514306,2.8760188562203453e-06,0.009987886659708865,0.0007560662392428043,0.08293547510155326,0.001600188169625595,0.08293547510155326,0.001600188169625595,0.08293547510155326,0.001600188169625595,27.1,-,-,-
CI_Ref_bas_6_2_100x100_256s_sp1,0.03410950470782792,6.0746616197607185e-05,0.01313786945470207,0.00013194347562646273,0.00031249513003405436,0.0013027772673568935,0.07671777856988227,0.001509722429882742,0.07671777856988227,0.001509722429882742,0.07671777856988227,0.001509722429882742,28.5,-,-,-
CI_Ref_bas_6_2_100x100_256s_sp2,0.030947869909916433,7.789106269145813e-05,0.006658025176617983,8.937097042210902e-05,0.004086035790024411,7.203394464243368e-06,0.09248567120897373,0.0016106782659940574,0.09248567120897373,0.0016106782659940574,0.09248567120897373,0.0016106782659940574,30.8,-,-,*
CI_Ref_bas_7_1_100x100_256s_051423_sp1,0.059830060814816934,1.968823951410425e-05,0.03140910685556999,9.336424267250784e-07,0.00810342457656292,3.184683543133538e-05,0.05868464542757954,0.0017203248368495678,0.05868464542757954,0.0017203248368495678,0.05868464542757954,0.0017203248368495678,20.5,-,*,-
CI_Ref_bas_7_1_100x100_256s_060223_sp1,0.030167458283904342,3.151906072313267e-05,0.018908539541076977,6.860721644252186e-07,0.010028338647176276,0.0005608608096217173,0.03394816276922802,0.001687321944859875,0.03394816276922802,0.001687321944859875,0.03394816276922802,0.001687321944859875,20.5,-,-,-
CI_Ref_bas_7_1_100x100_256s_sp2,0.017659703118233668,7.734428909664041e-07,-0.0082768162217858,7.211171388991324e-07,-0.009314921725635413,1.989966914084874e-06,0.048198745453542156,0.0018033218961046535,0.048198745453542156,0.0018033218961046535,0.048198745453542156,0.0018033218961046535,19.4,-,-,-
CI_Ref_bas_7_1_100x100_256s_sp3,0.01320147018297319,1.2020810418027559e-05,0.004379178595758819,2.47369822237749e-06,-0.0026081304789690803,0.0014704684580534547,0.060806975462457294,0.001773188944681283,0.060806975462457294,0.001773188944681283,0.060806975462457294,0.001773188944681283,23.7,-,-,-
CI_Ref_bas_7_1_100x100_256s_sp4,0.0047521354429620605,3.0480461090396543e-05,-0.029658551021245882,4.853273723105342e-07,-0.023243156821874614,0.0007788509152128299,0.06067328572643684,0.001632830361236971,0.06067328572643684,0.001632830361236971,0.06067328572643684,0.001632830361236971,24.9,-,-,-
CI_Ref_bas_7_1_100x100_256s_sp5,0.012394813741057309,2.5939105820538696e-05,0.0043526098097440525,4.9811868402646865e-05,0.005054917914045731,0.0004690876345579808,0.04264016769019738,0.0016697339755660492,0.04264016769019738,0.0016697339755660492,0.04264016769019738,0.0016697339755660492,23.3,-,-,-
CI_Ref_bas_7_2_100x100_256s_sp1,0.027277669165573507,2.5751312625720638e-05,0.0028461415955877817,8.105593580922094e-05,-0.006675513067359349,0.0006100113835907282,0.033799388098103275,0.0016049684445455681,0.033799388098103275,0.0016049684445455681,0.033799388098103275,0.0016049684445455681,25.1,-,-,-
CI_Ref_bas_7_2_100x100_256s_sp2,0.030623120249408175,1.0977213399569444e-05,0.005312037451510851,0.00016981649064180354,-0.01240401326209709,0.0005618907747652909,0.04355956200059905,0.0017193806670852323,0.04355956200059905,0.0017193806670852323,0.04355956200059905,0.0017193806670852323,24.5,-,-,-
CI_Ref_bas_7_2_100x100_256s_sp3,0.02394012280583806,4.0301162490426055e-06,-0.003794489572623371,6.9655553066814636e-06,-0.018680681077415,1.278505023912905e-05,0.0647476937997399,0.0017786971354119602,0.0647476937997399,0.0017786971354119602,0.0647476937997399,0.0017786971354119602,23.3,-,-,-
CI_Ref_bas_8_1_100x100_256s_051423_sp1,0.0459275855200292,0.00011463056798558943,0.02330390311898027,0.0001682001151820546,0.012103482780455548,0.000552840654816753,0.0761965431997128,0.0017312020851548253,0.0761965431997128,0.0017312020851548253,0.0761965431997128,0.0017312020851548253,31.5,-,-,-
CI_Ref_bas_8_1_100x100_256s_060223_sp1,-0.016263578106497065,5.621165077187935e-05,-0.061874350946878494,6.499230111773175e-07,-0.09161249207300193,1.9236586516073342e-05,0.03778935504135608,0.0016362372269309703,0.03778935504135608,0.0016362372269309703,0.03778935504135608,0.0016362372269309703,31.5,-,-,-
CI_Ref_bas_8_1_100x100_256s_sp2,-0.05978125077483257,3.427735906960257e-06,-0.053100925103268144,0.00015179498055135747,-0.07700342899852618,2.0424457840415217e-05,0.010206115081105272,0.001619341001916889,0.010206115081105272,0.001619341001916889,0.010206115081105272,0.001619341001916889,30.7,-,*,-
CI_Ref_bas_8_1_100x100_256s_sp3,-0.038673583564874804,0.0008352197135932213,-0.07989857988602864,3.745609284258077e-06,-0.09602015590337683,0.00012259154708600808,-0.007879927881935101,0.0015491840150730503,-0.007879927881935101,0.0015491840150730503,-0.007879927881935101,0.0015491840150730503,31.7,-,-,*
CI_Ref_bas_8_1_100x100_256s_sp4,-0.046678829867168765,0.00014128705332079448,-0.049293063014347965,0.0002526880560657913,-0.08852844578123553,2.7414807777862295e-05,0.01698868591310771,0.0017620219572120682,0.01698868591310771,0.0017620219572120682,0.01698868591310771,0.0017620219572120682,30.1,-,-,-
CI_Ref_bas_8_2_100x100_256s_sp1,0.01908933137029793,3.729299725790124e-05,-0.0022831471208224446,1.8643591804381272e-06,-0.006679996595270677,0.0007444181448157593,0.06900900783463164,0.0017002852339041495,0.06900900783463164,0.0017002852339041495,0.06900900783463164,0.0017002852339041495,30.4,-,-,*
CI_Ref_bas_8_2_100x100_256s_sp2,-0.026586124143662977,5.174513199037649e-05,-0.025688351284914326,0.00021368445489438343,-0.025270224287727613,0.0004933060893366102,0.013829418230964962,0.0017001802025302835,0.013829418230964962,0.0017001802025302835,0.013829418230964962,0.0017001802025302835,25.6,-,-,-
CI_Ref_bas_8_2_100x100_256s_sp3,0.0034427011196859953,0.0002435622765749365,-0.010752810846034315,4.2966440178164265e-05,-0.036218422396926735,1.6278511331114317e-05,0.05253336972067646,0.0018556818923290963,0.05253336972067646,0.0018556818923290963,0.05253336972067646,0.0018556818923290963,21.0,-,-,-
CI_Ref_bas_9_1_100x100_256s_050923_sp1,0.00310996800761614,9.942283476595299e-07,-0.009003868064127297,0.00013600828875246203,-0.01650078100174292,7.80307951116719e-05,0.028407719607601155,0.0018272547130955795,0.028407719607601155,0.0018272547130955795,0.028407719607601155,0.0018272547130955795,23.2,-,-,-
CI_Ref_bas_9_1_100x100_256s_050923_sp2,0.002873505415213517,4.13917894357819e-06,-0.01044897699752053,7.206295689164923e-05,-0.018420321199094244,0.0002915628366819165,0.028212641844157924,0.001528317939571104,0.028212641844157924,0.001528317939571104,0.028212641844157924,0.001528317939571104,25.5,-,-,-
CI_Ref_bas_9_1_100x100_256s_050923_sp3,0.003231317396336013,7.469636940127471e-06,-0.008996936417861444,7.305932992146794e-06,-0.017276031264317197,1.9605347238573635e-05,0.016310757054364643,0.0017126048499368416,0.016310757054364643,0.0017126048499368416,0.016310757054364643,0.0017126048499368416,28.7,-,-,-
CI_Ref_bas_9_1_100x100_256s_050923_sp4,0.004962354617290718,1.663814890054594e-05,-0.008955791846128497,6.108508810090941e-05,-0.016573047655925058,1.6651934089596205e-06,0.026541266093968056,0.001791101276948662,0.026541266093968056,0.001791101276948662,0.026541266093968056,0.001791101276948662,26.4,-,-,-
CI_Ref_bas_9_1_100x100_256s_051423_sp1,0.04183570863918373,8.79691168627592e-05,0.01733046857165715,1.1490336058479113e-05,0.0060028658908285555,4.705142370831095e-06,0.13562044435016507,0.0018254088037390874,0.13562044435016507,0.0018254088037390874,0.13562044435016507,0.0018254088037390874,23.2,-,-,-
CI_Ref_bas_9_1_100x100_256s_051423_sp2,0.040765041736136265,0.00011360437293969495,0.0169777563795708,3.912275603131622e-05,0.007590065110256128,5.671996743411302e-06,0.12968606576828415,0.0016301255407666939,0.12968606576828415,0.0016301255407666939,0.12968606576828415,0.0016301255407666939,25.5,-,-,-
CI_Ref_bas_9_1_100x100_256s_051423_sp3,0.042578467539144654,0.00012929884978491455,0.018972916622669023,4.6051415601191804e-05,0.007294931051345928,5.082097048665107e-06,0.12071228633548114,0.0018512470246640467,0.12071228633548114,0.0018512470246640467,0.12071228633548114,0.0018512470246640467,28.7,-,-,-
CI_Ref_bas_9_1_100x100_256s_060223_sp1,-0.001659207522623343,9.609437771125266e-05,0.013223120372603652,0.00017864753539686254,5.445241350765866e-05,2.3430278310545685e-05,0.07046654936298609,0.0017995562193042613,0.07046654936298609,0.0017995562193042613,0.07046654936298609,0.0017995562193042613,23.2,-,*,-
CI_Ref_bas_9_1_100x100_256s_060223_sp2,0.004676565120080245,7.97201269187397e-05,0.007878625552734423,0.00021064912475295009,-0.02626398390631084,0.0014671181830105294,0.03215969422358606,0.001621366593150743,0.03215969422358606,0.001621366593150743,0.03215969422358606,0.001621366593150743,25.5,-,*,-
CI_Ref_bas_9_1_100x100_256s_060223_sp3,0.019295239755966906,0.0005945536841750242,-0.012663867606512086,1.2784700478388343e-05,0.0013585389460513987,0.0004025647564656093,0.04782806055921977,0.0017080739314887876,0.04782806055921977,0.0017080739314887876,0.04782806055921977,0.0017080739314887876,28.7,-,-,*
CI_Ref_bas_9_1_100x100_256s_060223_sp4,0.014753872798974577,3.177332017889914e-05,-0.015037697888169407,5.1936610813990005e-06,-0.010438409842008445,0.003508959584898554,0.06740171047165154,0.001744590419006152,0.06740171047165154,0.001744590419006152,0.06740171047165154,0.001744590419006152,26.4,-,-,-
CI_Ref_bas_9_2_100x100_256s_sp1,-0.003910529876809873,1.0857388011181873e-05,0.0069129721310609215,0.00014920661205176298,-0.002589402269634881,2.664415535041876e-05,0.07171176634843761,0.001807991456503987,0.07171176634843761,0.001807991456503987,0.07171176634843761,0.001807991456503987,26.7,-,-,-
CI_Ref_bas_9_2_100x100_256s_sp2,0.01107753922830617,2.1270738780615962e-05,-0.0047093171391286055,6.0306342190579205e-05,-0.012762888182414103,0.0010489878050001032,0.05435685021264264,0.001532633344088773,0.05435685021264264,0.001532633344088773,0.05435685021264264,0.001532633344088773,24.4,-,-,-
CI_Ref_bas_9_chip2_100x100_256s_sp1,0.006961731713485548,8.067399863722797e-05,-0.009241068157829173,2.6381163284175717e-07,-0.01591012308350195,0.00036073520416906126,0.052029783601725846,0.0015941649252301977,0.052029783601725846,0.0015941649252301977,0.052029783601725846,0.0015941649252301977,39.1,-,-,-
CI_Ref_bas_9_chip2_100x100_256s_sp3,0.00736803274031781,0.0001281891941470316,-0.00837166269108694,4.2389433665437443e-07,-0.015083057006880458,0.00035464136112033654,0.046827287529474626,0.0015257495422933795,0.046827287529474626,0.0015257495422933795,0.046827287529474626,0.0015257495422933795,41.1,-,-,-
CI_Ref_bas_9_chip2_100x100_256s_sp4,0.011480166772655133,0.00016184008683840993,-0.0035628103637532784,6.0930652756573065e-06,-0.010784608435877563,4.568969415355849e-06,0.04913010359565288,0.001564527847860755,0.04913010359565288,0.001564527847860755,0.04913010359565288,0.001564527847860755,39.7,-,-,-
ETFSR_Ol8_256s_1,0.17677231721320794,9.584505556246242e-05,0.13008528082748352,0.0007057455100032988,0.16420654431759932,0.004328437196821431,0.3826400110399702,0.001598638975177721,0.3826400110399702,0.001598638975177721,0.3826400110399702,0.001598638975177721,38.0,-,*,-
ETFSR_Ol8_256s_2,0.17091126494673317,6.244454319832864e-06,0.12805617587567908,0.00046665960604640465,0.1672871315434629,0.004073164944995416,0.39880472235609427,0.0015277630048877375,0.39880472235609427,0.0015277630048877375,0.39880472235609427,0.0015277630048877375,38.0,-,*,-
ETFSR_Ol8_256s_3,0.1762440836849105,7.715389876039154e-06,0.12832616942448874,3.824979158112504e-05,0.16426198881311538,0.00410574329641202,0.38294520863651,0.0015974326962000672,0.38294520863651,0.0015974326962000672,0.38294520863651,0.0015974326962000672,38.0,-,*,*
FAB1_50x50_051823_sp1,0.18205710858195912,0.0001983479591175904,0.14588448407646,6.906600564232862e-05,0.08131693139948164,0.006101210373042957,0.3989035084725102,0.0013350188110023901,0.3989035084725102,0.0013350188110023901,0.3989035084725102,0.0013350188110023901,96.7,-,*,*
FAB1_50x50_051823_sp2,0.19730467342586103,0.0001301418293752957,0.14635252786999295,2.9613437779862765e-06,0.068811111194949,0.003325712263753731,0.4036983915394249,0.0013234622885852686,0.4036983915394249,0.0013234622885852686,0.4036983915394249,0.0013234622885852686,96.7,-,-,*
FAB1_75x75_051823_sp3,0.12031682402295758,4.457300553487908e-05,0.08818101146486763,5.770127572049046e-05,0.05455867981621829,0.0001349742619537402,0.3312660784537475,0.0013772018976070724,0.3312660784537475,0.0013772018976070724,0.3312660784537475,0.0013772018976070724,96.7,-,-,*
Fiege63_256s_1,0.3653404212684042,0.0004557291180578747,0.30625404596771205,7.989045445559209e-05,0.36949995450423084,0.008750385433834038,1.1056918392005546,0.0014984574457391935,1.1056918392005546,0.0014984574457391935,1.1056918392005546,0.0014984574457391935,156.0,*,-,-
Fiege63_256s_2,0.36904739076340626,0.00031672442865860557,0.30398028259992144,0.00019718577553472466,0.36554916917346786,0.011078137706454133,1.0692622010373514,0.001405361002468901,1.0692622010373514,0.001405361002468901,1.0692622010373514,0.001405361002468901,156.0,*,-,-
Fiege63_256s_3,0.39572757600016134,0.00011604410623041852,0.34488812445477657,0.0001799295387305368,0.4174155619484548,0.008434865097877369,1.1477895985530735,0.0015909130580950837,1.1477895985530735,0.0015909130580950837,1.1477895985530735,0.0015909130580950837,156.0,*,-,-
Fiege73_256s_1,0.26857667585732264,0.00027244247003233214,0.2383429483639279,0.0003658941999747454,0.43253184428378005,0.014418061679081577,1.307384114864604,0.0013554151828284937,1.307384114864604,0.0013554151828284937,1.307384114864604,0.0013554151828284937,163.8,*,-,-
Fiege73_256s_2,0.26857667585732264,0.00027244247003233214,0.2383429483639279,0.0003658941999747454,0.43253184428378005,0.014418061679081577,1.307415922944906,0.0013210447340266781,1.307415922944906,0.0013210447340266781,1.307415922944906,0.0013210447340266781,163.8,*,-,-
Fiege73_256s_3,0.2545728955350955,0.00036201655093741586,0.22786646103896344,0.0003931807396746128,0.4294775282247165,0.014153177953138899,1.3170662785042766,0.0013273676765366237,1.3170662785042766,0.0013273676765366237,1.3170662785042766,0.0013273676765366237,163.8,*,-,-
Fiege73_256s_4,0.26479341600702394,0.0005499161969506313,0.23484098027315892,0.00044422899320007304,0.42820382271764384,0.014357040399344616,1.3034539679757848,0.001248949239623331,1.3034539679757848,0.001248949239623331,1.3034539679757848,0.001248949239623331,163.8,*,-,-
Glass_exp_ND70_4_01_33um_full_apt400um_dried_best,-0.2021952918978657,8.003512662882483e-05,-0.18490132738005674,0.00010012979642962283,-0.13057464429963894,0.004059105524081177,0.07886684807793475,0.001767116379768843,0.07886684807793475,0.001767116379768843,0.07886684807793475,0.001767116379768843,33.0,-,-,-
Glass_exp_ND70_4_01_33um_reflected_apt400um_CaF2,0.8142952184831896,0.00038230239176444966,0.7932158809916287,0.0006305847469729361,0.8306676759351542,0.0011975360301192386,1.0789975093734467,0.0014524111592810933,1.0789975093734467,0.0014524111592810933,1.0789975093734467,0.0014524111592810933,33.0,-,-,-
Helo_NS1_100x100_256s_sp1,0.12166482081359602,0.0002408905510552347,0.06765081037821712,8.699077263624767e-07,0.020595809203598284,4.236531046257808e-05,0.2538446263179761,0.0015200173438074899,0.2538446263179761,0.0015200173438074899,0.2538446263179761,0.0015200173438074899,89.0,-,-,-
Helo_NS1_100x100_256s_sp2,0.11695599467199604,0.00028986280011174807,0.06260431760243833,1.128300722224817e-05,0.014826253238794704,1.4465601954794791e-05,0.2564817082243528,0.001440431769300575,0.2564817082243528,0.001440431769300575,0.2564817082243528,0.001440431769300575,89.0,-,-,-
Helo_NS1_100x100_256s_sp3,0.12874077290802222,0.0001656960725253117,0.0734577358058232,1.7904623792366306e-05,0.022388348944708633,1.7363755565980678e-05,0.25767160694004004,0.0013779295670011018,0.25767160694004004,0.0013779295670011018,0.25767160694004004,0.0013779295670011018,89.0,-,-,-
INSOL_MX1_BA4_100x100_128s_highres_99umthick_sp1,0.10954955289543872,0.00021221004345037823,0.05816361138768594,2.843256134723139e-06,0.004776536329609185,3.844697873318728e-05,0.2704306915778581,0.0014469171356799474,0.2704306915778581,0.0014469171356799474,0.2704306915778581,0.0014469171356799474,99.0,-,-,*
INSOL_MX1_BA4_100x100_128s_highres_99umthick_sp2,0.10996379614011215,0.00019543685192926225,0.05278259498305726,3.313158406040731e-06,-0.0014915075094617959,5.557464987567117e-05,0.2770910661067892,0.0014037925802169021,0.2770910661067892,0.0014037925802169021,0.2770910661067892,0.0014037925802169021,99.0,-,-,*
INSOL_MX1_BA4_100x100_128s_highres_99umthick_sp3,0.09863718249041949,0.00018991627861317627,0.06318042817997027,1.6361865414423084e-06,0.019699806627504667,3.788668980446477e-05,0.288122941569712,0.0014397151020317082,0.288122941569712,0.0014397151020317082,0.288122941569712,0.0014397151020317082,99.0,-,-,*
LMT_BA3_1_50x50_256s_sp1,0.04664450058539329,0.00012338033692471382,0.03315307892991031,0.00016472916808362546,0.02372433463150081,0.0012718742080860721,0.0520848601396311,0.001725866559429884,0.0520848601396311,0.001725866559429884,0.0520848601396311,0.001725866559429884,15.6,-,-,-
LMT_BA4_1_50x50_256s_sp1,0.057594695345472756,0.0003785401958228901,0.04289002591307029,1.1626858272056002e-05,0.029465820151213847,0.0001689107003945723,0.12962690922295023,0.001435265693528746,0.12962690922295023,0.001435265693528746,0.12962690922295023,0.001435265693528746,35.3,-,*,*
M35_100x100_051823_sp1,-0.05263368724888116,5.388884764775476e-05,-0.05472407009242758,9.366551009283123e-05,-0.00905097365193915,0.0021536389685976754,0.1266652411421018,0.001802401429221188,0.1266652411421018,0.001802401429221188,0.1266652411421018,0.001802401429221188,37.3,-,-,-
M35_100x100_051823_sp2,-0.040701193172383895,3.405449832547058e-05,-0.04308629602288249,8.156932018670566e-05,-0.00665788717631995,0.002017344489819226,0.10955217988389769,0.0018362885073806856,0.10955217988389769,0.0018362885073806856,0.10955217988389769,0.0018362885073806856,37.3,-,-,-
M35_75x75_051823_sp3,0.019248440066841472,0.0002329674162833977,-0.0012358920144827023,0.0004715831617614481,0.02354711504474302,0.001672724706963711,0.1619593248413147,0.0018008754080563868,0.1619593248413147,0.0018008754080563868,0.1619593248413147,0.0018008754080563868,37.3,-,-,-
M43_chip1_100x100_256s_sp1,-0.023051206999266837,0.00016351324093718633,-0.044487948551012006,1.8613302403954846e-05,-0.021547585242804795,1.8718205228173034e-05,0.13819203343962388,0.00183347876545482,0.13819203343962388,0.00183347876545482,0.13819203343962388,0.00183347876545482,43.8,-,-,-
