fitted_baseline,Sample ID,Repeats,Sub_Repeats,PH_1430,PH_1515,,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Thickness,Sigma_Thickness,,
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_18_1_100x100_256s_sp1,CI_Ref_18,CI_Ref_18,0.187572869,0.189759891,,49.6603699,1.3686915,16.0183489,12.40990758,,0.2200803,7.1271544,11.5582611,2.5805356,0.1693407,0.1305955,30.8366745,3,,11.1666165
CI_Ref_MORB_100x100_256s_sp1.CSV,CI_Ref_18_1_100x100_256s_sp2,CI_Ref_18,CI_Ref_18,0.176069813,0.182693794,,49.6603699,1.3686915,16.0183489,12.40990758,,0.2200803,7.1271544,11.5582611,2.5805356,0.1693407,0.1305955,26.6406473,3,,11.1666165
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_18_1_100x100_256s_sp3,CI_Ref_18,CI_Ref_18,0.159754106,0.166752473,,49.6603699,1.3686915,16.0183489,12.40990758,,0.2200803,7.1271544,11.5582611,2.5805356,0.1693407,0.1305955,30.8721812,3,,11.1666165
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_18_1_100x100_256s_sp4,CI_Ref_18,CI_Ref_18,0.157185159,0.155376837,,49.6603699,1.3686915,16.0183489,12.40990758,,0.2200803,7.1271544,11.5582611,2.5805356,0.1693407,0.1305955,30.3626284,3,,11.1666165
CI_Ref_MORB_100x100_256s_sp1.CSV,CI_Ref_18_1_100x100_256s_sp5,CI_Ref_18,CI_Ref_18,0.183331686,0.198196978,,49.6603699,1.3686915,16.0183489,12.40990758,,0.2200803,7.1271544,11.5582611,2.5805356,0.1693407,0.1305955,29.2358002,3,,11.1666165
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_20_1_100x100_256s_sp1,CI_Ref_20,CI_Ref_20,0.144484006,0.147334643,,49.8574034,1.3382351,16.0521227,12.31247907,,0.2311382,7.1164312,11.4785005,2.5254675,0.1805531,0.1412076,20.8514202,3,,11.0789489
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_20_chip1_100x100_256s_sp1,CI_Ref_20,CI_Ref_20,0.249849607,0.260022207,,49.8574034,1.3382351,16.0521227,12.31247907,,0.2311382,7.1164312,11.4785005,2.5254675,0.1805531,0.1412076,46.0523409,3,,11.0789489
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_20_chip1_100x100_256s_sp2,CI_Ref_20,CI_Ref_20,0.233991794,0.244617251,,49.8574034,1.3382351,16.0521227,12.31247907,,0.2311382,7.1164312,11.4785005,2.5254675,0.1805531,0.1412076,39.9521679,3,,11.0789489
CI_Ref_MORB_100x100_256s_sp5.CSV,CI_Ref_20_chip1_100x100_256s_sp3,CI_Ref_20,CI_Ref_20,0.248082738,0.254717499,,49.8574034,1.3382351,16.0521227,12.31247907,,0.2311382,7.1164312,11.4785005,2.5254675,0.1805531,0.1412076,40.6019164,3,,11.0789489
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_20_chip1_100x100_256s_sp4,CI_Ref_20,CI_Ref_20,0.246017402,0.258620096,,49.8574034,1.3382351,16.0521227,12.31247907,,0.2311382,7.1164312,11.4785005,2.5254675,0.1805531,0.1412076,44.1250733,3,,11.0789489
CI_Ref_MORB_100x100_256s_sp5.CSV,CI_Ref_22_1_100x100_256s_sp1,CI_Ref_22,CI_Ref_22,0.132742031,0.135575546,,49.6521597,1.3773494,15.9616135,12.27626928,,0.2134216,7.2135293,11.6743874,2.5824786,0.1672073,0.1114765,30.0039951,3,,11.0463668
CI_Ref_MORB_100x100_256s_sp1.CSV,CI_Ref_22_1_100x100_256s_sp2,CI_Ref_22,CI_Ref_22,0.13946376,0.138834832,,49.6521597,1.3773494,15.9616135,12.27626928,,0.2134216,7.2135293,11.6743874,2.5824786,0.1672073,0.1114765,25.3427487,3,,11.0463668
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_22_1_100x100_256s_sp3,CI_Ref_22,CI_Ref_22,0.131063895,0.142161172,,49.6521597,1.3773494,15.9616135,12.27626928,,0.2134216,7.2135293,11.6743874,2.5824786,0.1672073,0.1114765,30.1317839,3,,11.0463668
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_23_1_100x100_256s_060223_sp1,CI_Ref_23,CI_Ref_23,0.25883461,0.276439912,,49.8271701,1.3575527,16.0069911,12.27680506,,0.2228809,7.1380207,11.4751088,2.6170541,0.1688986,0.1394728,54.8574115,3,,11.0468489
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_23_1_100x100_256s_sp2,CI_Ref_23,CI_Ref_23,0.274355921,0.291793111,,49.8271701,1.3575527,16.0069911,12.27680506,,0.2228809,7.1380207,11.4751088,2.6170541,0.1688986,0.1394728,55.321348,3,,11.0468489
CI_Ref_MORB_100x100_256s_sp5.CSV,CI_Ref_23_1_100x100_256s_040523_sp3,CI_Ref_23,CI_Ref_23,0.134953135,0.135995313,,49.8271701,1.3575527,16.0069911,12.27680506,,0.2228809,7.1380207,11.4751088,2.6170541,0.1688986,0.1394728,19.8212654,3,,11.0468489
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_23_1_100x100_256s_060223_sp3,CI_Ref_23,CI_Ref_23,0.272249534,0.26964314,,49.8271701,1.3575527,16.0069911,12.27680506,,0.2228809,7.1380207,11.4751088,2.6170541,0.1688986,0.1394728,56.2844363,3,,11.0468489
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_23_1_100x100_256s_sp4,CI_Ref_23,CI_Ref_23,0.119480057,0.14169519,,49.8271701,1.3575527,16.0069911,12.27680506,,0.2228809,7.1380207,11.4751088,2.6170541,0.1688986,0.1394728,20.2121502,3,,11.0468489
CI_Ref_MORB_100x100_256s_sp5.CSV,CI_Ref_23_1_100x100_256s_sp5,CI_Ref_23,CI_Ref_23,0.088566535,0.081715565,,49.8271701,1.3575527,16.0069911,12.27680506,,0.2228809,7.1380207,11.4751088,2.6170541,0.1688986,0.1394728,16.0331856,3,,11.0468489
CI_Ref_MORB_100x100_256s_sp5.CSV,CI_Ref_24_chip1_100x100_256s_sp3,CI_Ref_24,CI_Ref_24,0.091120901,0.095032435,,49.6080641,1.3777111,15.9938687,12.30176209,,0.2337015,7.0534571,11.7787364,2.5780279,0.1677225,0.139408,35.8820182,3,,11.0693056
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_24_chip1_100x100_256s_sp4,CI_Ref_24,CI_Ref_24,0.070095969,0.076014921,,49.6080641,1.3777111,15.9938687,12.30176209,,0.2337015,7.0534571,11.7787364,2.5780279,0.1677225,0.139408,37.5886897,3,,11.0693056
CI_Ref_MORB_100x100_256s_sp5.CSV,CI_Ref_24_chip1_100x100_256s_sp5,CI_Ref_24,CI_Ref_24,0.085545208,0.08923538,,49.6080641,1.3777111,15.9938687,12.30176209,,0.2337015,7.0534571,11.7787364,2.5780279,0.1677225,0.139408,34.3845333,3,,11.0693056
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_24_chip1_100x100_256s_sp6,CI_Ref_24,CI_Ref_24,0.072028185,0.078551406,,49.6080641,1.3777111,15.9938687,12.30176209,,0.2337015,7.0534571,11.7787364,2.5780279,0.1677225,0.139408,35.5600466,3,,11.0693056
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_25_1_100x100_256s_050923_sp1,CI_Ref_25,CI_Ref_25,0.74592743,0.755022373,,49.1530471,1.4066476,15.8464363,12.33517086,,0.2298048,7.1080685,12.2946486,2.5587375,0.166244,0.1369979,49.1720832,3,,11.0993673
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_25_1_100x100_256s_051423_sp1,CI_Ref_25,CI_Ref_25,0.511384125,0.514979655,,49.1530471,1.4066476,15.8464363,12.33517086,,0.2298048,7.1080685,12.2946486,2.5587375,0.166244,0.1369979,27.6158146,3,,11.0993673
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_25_1_100x100_256s_050923_sp2,CI_Ref_25,CI_Ref_25,0.690125106,0.698888425,,49.1530471,1.4066476,15.8464363,12.33517086,,0.2298048,7.1080685,12.2946486,2.5587375,0.166244,0.1369979,42.9339797,3,,11.0993673
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_25_1_100x100_256s_051423_sp2,CI_Ref_25,CI_Ref_25,0.551736065,0.55737842,,49.1530471,1.4066476,15.8464363,12.33517086,,0.2298048,7.1080685,12.2946486,2.5587375,0.166244,0.1369979,29.7966043,3,,11.0993673
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_25_1_100x100_256s_sp3,CI_Ref_25,CI_Ref_25,0.292427707,0.29427538,,49.1530471,1.4066476,15.8464363,12.33517086,,0.2298048,7.1080685,12.2946486,2.5587375,0.166244,0.1369979,40.5252117,3,,11.0993673
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_25_chip1_100x100_256s_sp1,CI_Ref_25,CI_Ref_25,1.447619527,1.464632911,,49.1530471,1.4066476,15.8464363,12.33517086,,0.2298048,7.1080685,12.2946486,2.5587375,0.166244,0.1369979,62.4993514,3,,11.0993673
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_25_chip1_100x100_256s_sp2,CI_Ref_25,CI_Ref_25,1.453060535,1.470576025,,49.1530471,1.4066476,15.8464363,12.33517086,,0.2298048,7.1080685,12.2946486,2.5587375,0.166244,0.1369979,64.5461265,3,,11.0993673
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_25_chip1_100x100_256s_sp4,CI_Ref_25,CI_Ref_25,1.129433873,1.141979005,,49.1530471,1.4066476,15.8464363,12.33517086,,0.2298048,7.1080685,12.2946486,2.5587375,0.166244,0.1369979,57.5527815,3,,11.0993673
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_25_chip1_100x100_256s_sp5,CI_Ref_25,CI_Ref_25,1.185817155,1.195637632,,49.1530471,1.4066476,15.8464363,12.33517086,,0.2298048,7.1080685,12.2946486,2.5587375,0.166244,0.1369979,55.6028995,3,,11.0993673
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_25_chip1_100x100_256s_sp6,CI_Ref_25,CI_Ref_25,1.366083881,1.381642853,,49.1530471,1.4066476,15.8464363,12.33517086,,0.2298048,7.1080685,12.2946486,2.5587375,0.166244,0.1369979,72.6901674,3,,11.0993673
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_25_chip1_100x100_256s_sp7,CI_Ref_25,CI_Ref_25,1.308766316,1.32573779,,49.1530471,1.4066476,15.8464363,12.33517086,,0.2298048,7.1080685,12.2946486,2.5587375,0.166244,0.1369979,57.7527259,3,,11.0993673
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_27_1_100x100_256s_sp1,CI_Ref_27,CI_Ref_27,0.571282372,0.583220161,,49.8819447,1.3910686,15.8588506,12.32280809,,0.2281414,7.1467066,11.5866417,2.5393976,0.1739297,0.1050752,52.9000263,3,,11.0882431
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_27_chip1_100x100_256s_sp2,CI_Ref_27,CI_Ref_27,0.342379795,0.344223049,,49.8819447,1.3910686,15.8588506,12.32280809,,0.2281414,7.1467066,11.5866417,2.5393976,0.1739297,0.1050752,27.3426256,3,,11.0882431
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_27_chip1_100x100_256s_sp3,CI_Ref_27,CI_Ref_27,0.22294923,0.224011983,,49.8819447,1.3910686,15.8588506,12.32280809,,0.2281414,7.1467066,11.5866417,2.5393976,0.1739297,0.1050752,24.3169372,3,,11.0882431
CI_Ref_MORB_100x100_256s_sp5.CSV,CI_Ref_27_chip2_100x100_256s_sp1,CI_Ref_27,CI_Ref_27,0.246159524,0.253645007,,49.8819447,1.3910686,15.8588506,12.32280809,,0.2281414,7.1467066,11.5866417,2.5393976,0.1739297,0.1050752,22.2784101,3,,11.0882431
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_27_chip3_100x100_256s_sp1,CI_Ref_27,CI_Ref_27,0.477069048,0.488902361,,49.8819447,1.3910686,15.8588506,12.32280809,,0.2281414,7.1467066,11.5866417,2.5393976,0.1739297,0.1050752,34.9474885,3,,11.0882431
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_27_chip3_100x100_256s_sp2,CI_Ref_27,CI_Ref_27,0.394946941,0.405144969,,49.8819447,1.3910686,15.8588506,12.32280809,,0.2281414,7.1467066,11.5866417,2.5393976,0.1739297,0.1050752,35.160301,3,,11.0882431
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_28_1_100x100_256s_sp1,CI_Ref_28,CI_Ref_28,0.748389346,0.766089342,,49.7051029,1.3574696,16.0240717,12.34315217,,0.210665,7.142192,11.5798208,2.598133,0.1742209,0.1017753,35.2336029,3,,11.106549
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_28_1_100x100_256s_sp2,CI_Ref_28,CI_Ref_28,0.636155229,0.645717144,,49.7051029,1.3574696,16.0240717,12.34315217,,0.210665,7.142192,11.5798208,2.598133,0.1742209,0.1017753,36.12711,3,,11.106549
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_28_1_100x100_256s_sp4,CI_Ref_28,CI_Ref_28,0.733254723,0.742194151,,49.7051029,1.3574696,16.0240717,12.34315217,,0.210665,7.142192,11.5798208,2.598133,0.1742209,0.1017753,34.4345641,3,,11.106549
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_28_2_100x100_256s_sp1,CI_Ref_28,CI_Ref_28,0.669806262,0.675760031,,49.7051029,1.3574696,16.0240717,12.34315217,,0.210665,7.142192,11.5798208,2.598133,0.1742209,0.1017753,36.1268284,3,,11.106549
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_28_2_100x100_256s_sp2,CI_Ref_28,CI_Ref_28,0.612969062,0.625671244,,49.7051029,1.3574696,16.0240717,12.34315217,,0.210665,7.142192,11.5798208,2.598133,0.1742209,0.1017753,35.2781789,3,,11.106549
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_4_100x100_256s_sp3,CI_Ref_4,CI_Ref_4,1.280355529,1.301285137,,48.6201184,1.3965428,17.5166361,11.74439596,,0.2341086,7.3766163,11.3961798,2.589512,0.1495028,0.1530036,66.6835598,3,,10.5677794
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_4_100x100_256s_sp5,CI_Ref_4,CI_Ref_4,1.59144635,1.611554571,,48.6201184,1.3965428,17.5166361,11.74439596,,0.2341086,7.3766163,11.3961798,2.589512,0.1495028,0.1530036,77.6672364,3,,10.5677794
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_6_1_100x100_256s_040523_sp1,CI_Ref_6,CI_Ref_6,0.544847588,0.54801251,,49.9031937,1.3762566,16.0959279,11.98287808,,0.2001299,7.167902,11.6125197,2.5725313,0.1611113,0.1280525,50.5298423,3,,10.7823691
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_6_1_100x100_256s_060223_sp1,CI_Ref_6,CI_Ref_6,0.999698187,1.020523672,,49.9031937,1.3762566,16.0959279,11.98287808,,0.2001299,7.167902,11.6125197,2.5725313,0.1611113,0.1280525,92.2126447,3,,10.7823691
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_6_1_100x100_256s_060223_sp2,CI_Ref_6,CI_Ref_6,1.045683591,1.071665328,,49.9031937,1.3762566,16.0959279,11.98287808,,0.2001299,7.167902,11.6125197,2.5725313,0.1611113,0.1280525,90.6318707,3,,10.7823691
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_6_2_100x100_256s_040523_sp2,CI_Ref_6,CI_Ref_6,0.580535409,0.595722562,,49.9031937,1.3762566,16.0959279,11.98287808,,0.2001299,7.167902,11.6125197,2.5725313,0.1611113,0.1280525,51.9725269,3,,10.7823691
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_6_chip1_100x100_256s_sp1,CI_Ref_6,CI_Ref_6,0.589049276,0.60102055,,49.9031937,1.3762566,16.0959279,11.98287808,,0.2001299,7.167902,11.6125197,2.5725313,0.1611113,0.1280525,53.620318,3,,10.7823691
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_6_chip1_100x100_256s_sp2,CI_Ref_6,CI_Ref_6,0.570273977,0.590187096,,49.9031937,1.3762566,16.0959279,11.98287808,,0.2001299,7.167902,11.6125197,2.5725313,0.1611113,0.1280525,53.9365915,3,,10.7823691
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_6_chip1_100x100_256s_sp4,CI_Ref_6,CI_Ref_6,0.573350587,0.586570897,,49.9031937,1.3762566,16.0959279,11.98287808,,0.2001299,7.167902,11.6125197,2.5725313,0.1611113,0.1280525,51.2093732,3,,10.7823691
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_6_chip1_100x100_256s_sp5,CI_Ref_6,CI_Ref_6,0.60516435,0.618103843,,49.9031937,1.3762566,16.0959279,11.98287808,,0.2001299,7.167902,11.6125197,2.5725313,0.1611113,0.1280525,55.3655495,3,,10.7823691
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_8_1_100x100_256s_sp1,CI_Ref_8,CI_Ref_8,0.853066501,0.869896371,,44.6281565,4.3320653,14.9928971,13.83426405,,0.1891341,5.4010134,11.1523256,4.1809357,1.6980179,0.9771805,50.1394058,3,,12.4482733
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_8_1_100x100_256s_sp2,CI_Ref_8,CI_Ref_8,0.948736771,0.964979572,,44.6281565,4.3320653,14.9928971,13.83426405,,0.1891341,5.4010134,11.1523256,4.1809357,1.6980179,0.9771805,52.1267694,3,,12.4482733
CI_Ref_MORB_100x100_256s_sp4.CSV,CI_Ref_8_1_100x100_256s_sp3,CI_Ref_8,CI_Ref_8,0.855691105,0.873589576,,44.6281565,4.3320653,14.9928971,13.83426405,,0.1891341,5.4010134,11.1523256,4.1809357,1.6980179,0.9771805,47.7168789,3,,12.4482733
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_8_1_100x100_256s_sp4,CI_Ref_8,CI_Ref_8,0.958373529,0.970703883,,44.6281565,4.3320653,14.9928971,13.83426405,,0.1891341,5.4010134,11.1523256,4.1809357,1.6980179,0.9771805,52.4051184,3,,12.4482733
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_8_2_100x100_256s_sp1,CI_Ref_8,CI_Ref_8,1.069921794,1.092881362,,44.6281565,4.3320653,14.9928971,13.83426405,,0.1891341,5.4010134,11.1523256,4.1809357,1.6980179,0.9771805,53.9025442,3,,12.4482733
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_9_1_100x100_256s_sp1,CI_Ref_9,CI_Ref_9,1.770835959,1.824363124,,44.6778499,4.3224156,14.9567546,14.15450223,,0.1877777,5.525123,10.6238535,4.2367387,1.6976381,1.0354198,97.9056266,3,,12.7364283
CI_Ref_MORB_100x100_256s_sp2.CSV,CI_Ref_9_1_100x100_256s_sp4,CI_Ref_9,CI_Ref_9,1.68782898,1.734480208,,44.6778499,4.3224156,14.9567546,14.15450223,,0.1877777,5.525123,10.6238535,4.2367387,1.6976381,1.0354198,97.9056266,3,,12.7364283
ND70_degassed_100x100_033123_sp4.CSV,ND70-5-2_200x200um_apt_156 scans_Large_Chip_map0001,ND70-5,ND70-5-2,1.18911201,1.252339158,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,36.5,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-5-2_200x200um_apt_156 scans_Large_Chip_map0002,ND70-5,ND70-5-2,1.135964785,1.212858389,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,36.6,3,,
ND70_degassed_100x100_033123_sp4.CSV,ND70-5-2_200x200um_apt_156 scans_Large_Chip_map0003,ND70-5,ND70-5-2,1.410140559,1.493843694,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,36.5,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-5-2_200x200um_apt_156 scans_Large_Chip_map0004,ND70-5,ND70-5-2,1.428912806,1.521295949,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,37.6,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip1_map0001,ND70-6,ND70-6-2,1.696458631,1.699832231,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,55.9,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip1_map0002,ND70-6,ND70-6-2,1.632420692,1.62734593,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,48.5,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip1_map0003,ND70-6,ND70-6-2,1.67577756,1.686331948,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,46.4,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip1_map0004,ND70-6,ND70-6-2,1.691927306,1.686327589,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,46,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip1_map0005,ND70-6,ND70-6-2,1.535807534,1.550096102,,46.39,0.66,13.38,7.71,0,0.12,8.02,13.35,2.38,0.15,0.07,46,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0002,ND70-6,ND70-6-2,1.601552287,1.552835429,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,34.1,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0003,ND70-6,ND70-6-2,1.62827407,1.590614243,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,30.2,3,,
ND70_degassed_06032022_150x150_sp2.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0004,ND70-6,ND70-6-2,1.670308149,1.635867343,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,31.8,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0005,ND70-6,ND70-6-2,1.519052216,1.475343704,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,30,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0006,ND70-6,ND70-6-2,1.408761511,1.398089507,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,31.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0007,ND70-6,ND70-6-2,1.260990212,1.230485606,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,31.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0008,ND70-6,ND70-6-2,1.29925725,1.271487715,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,31.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0009,ND70-6,ND70-6-2,1.353161482,1.334372445,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,31.3,3,,
ND70_degassed_06032022_150x150_sp2.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0010,ND70-6,ND70-6-2,1.469601193,1.453670831,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,31.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0011,ND70-6,ND70-6-2,1.612185805,1.576484044,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,31.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0012,ND70-6,ND70-6-2,1.636134688,1.595449929,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,31.3,3,,
ND70_degassed_06032022_150x150_sp2.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0013,ND70-6,ND70-6-2,1.671419895,1.6446957,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,31.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70-6-2_50x50um_apt_156 scans_Chip2_map_actual_focusedProperly0014,ND70-6,ND70-6-2,1.533762057,1.506282533,,44.01,0.64,12.62,6.88,0,0.11,8.22,13.16,2.12,0.18,0.08,31.3,3,,
ND70_degassed_100x100_033123_sp3.CSV,ND70_02-01_30June2022_150x150_sp1,ND70-2,ND70-2-1,0.082244294,0.093566835,,47.93,0.76,15.67,8.97,0,0.16,8.58,12.76,2.19,0.17,0.08,23.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_02-01_30June2022_150x150_sp2,ND70-2,ND70-2-1,0.090887084,0.097848416,,47.93,0.76,15.67,8.97,0,0.16,8.58,12.76,2.19,0.17,0.08,23.3,3,,
ND70_degassed_100x100_033123_sp4.CSV,ND70_02-01_30June2022_150x150_sp3,ND70-2,ND70-2-1,0.061420589,0.06672784,,47.93,0.76,15.67,8.97,0,0.16,8.58,12.76,2.19,0.17,0.08,26.6,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_02-01_30June2022_150x150_sp4,ND70-2,ND70-2-1,0.094955211,0.105327332,,47.93,0.76,15.67,8.97,0,0.16,8.58,12.76,2.19,0.17,0.08,23.3,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_02_01_06032022_150x150_sp1,ND70-2,ND70-2-1,0.316455906,0.362817312,,47.93,0.76,15.67,8.97,0,0.16,8.58,12.76,2.19,0.17,0.08,119.5,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_02_01_06032022_150x150_sp2,ND70-2,ND70-2-1,0.288433199,0.333362993,,47.93,0.76,15.67,8.97,0,0.16,8.58,12.76,2.19,0.17,0.08,119.5,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_02_01_06032022_150x150_sp3,ND70-2,ND70-2-1,0.281350617,0.328214452,,47.93,0.76,15.67,8.97,0,0.16,8.58,12.76,2.19,0.17,0.08,119.5,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_03-01_30June2022_150x150_sp1,ND70-3,ND70-3-1,0.12695089,0.141618387,,47.32,0.78,15.31,9.01,0,0.15,8.69,12.88,2.12,0.16,0.08,30,3,,
ND70_degassed_100x100_033123_sp1.CSV,ND70_03-01_30June2022_150x150_sp2,ND70-3,ND70-3-1,0.127281421,0.141806731,,47.32,0.78,15.31,9.01,0,0.15,8.69,12.88,2.12,0.16,0.08,26.6,3,,
ND70_degassed_100x100_033123_sp3.CSV,ND70_03-01_30June2022_150x150_sp3,ND70-3,ND70-3-1,0.140806098,0.157009582,,47.32,0.78,15.31,9.01,0,0.15,8.69,12.88,2.12,0.16,0.08,26.6,3,,
