,Density,Density_Sat,Tau,Eta,epsilon_H2OT_3550,sigma_epsilon_H2OT_3550,epsilon_H2Om_1635,sigma_epsilon_H2Om_1635,epsilon_CO2,sigma_epsilon_CO2,epsilon_H2Om_5200,sigma_epsilon_H2Om_5200,epsilon_OH_4500,sigma_epsilon_OH_4500
AC4_OL49_021920_30x30_H2O_a,2681.962854112729,2678.670372832457,0.7059903032671602,0.4990476697091182,66.11116080287024,7.524312502968801,37.32210817976659,8.645058408560972,263.4320227666717,20.34763754639944,1.0094574306540989,0.3008237891400822,0.8611962780779154,0.2795414046836688
AC4_OL53_101220_256s_30x30_a,2702.7035461270434,2702.7035461270434,0.6828948534384355,0.38954740834611595,64.46286878053799,7.401239521051048,34.452486205577344,8.504267139737374,302.32709595419533,18.06823009002543,0.9014740083073014,0.295851133072247,0.7796110934580489,0.2748942822302944
STD_D1010_012821_256s_100x100_a,2795.3169671265937,2804.2911779488445,0.6585005613973197,0.33157962514364914,62.72188008969184,7.272084174154002,31.421482392916758,8.35434699872907,322.91755977696255,16.791353467152266,0.7874178128288873,0.29053392101418585,0.6934377201483826,0.2699749007943789
