,PH_3550_M,PH_3550_STD,H2OT_3550_MAX,BL_H2OT_3550_MAX,H2OT_3550_SAT?,PH_1635_BP,PH_1635_STD,H2Om_1635_MAX,BL_H2Om_1635_MAX,PH_1515_BP,PH_1515_STD,P_1515_BP,P_1515_STD,STD_1515_BP,STD_1515_STD,MAX_1515_ABS,BL_MAX_1515_ABS,PH_1430_BP,PH_1430_STD,P_1430_BP,P_1430_STD,STD_1430_BP,STD_1430_STD,MAX_1430_ABS,BL_MAX_1430_ABS,PH_5200_M,PH_5200_STD,PH_4500_M,PH_4500_STD,S2N_P5200,ERR_5200,S2N_P4500,ERR_4500,AVG_BL_BP,AVG_BL_STD,PC1_BP,PC1_STD,PC2_BP,PC2_STD,PC3_BP,PC3_STD,PC4_BP,PC4_STD,m_BP,m_STD,b_BP,b_STD,PH_1635_PC1_BP,PH_1635_PC1_STD,PH_1635_PC2_BP,PH_1635_PC2_STD
AC4_OL49_021920_30x30_H2O_a,2.1722495031440947,0.0022091661809086846,2.649837,0.459865114191701,*,0.6583491883627037,0.0030559225992519857,0.5856417,0.7688596163698043,0.10686432643492837,0.003538552033248501,1517.4742732525278,1.536241657777921,35.611041065898284,1.9726350771471801,0.8714098,0.7609296728007895,0.10942913579903668,0.004024739722670733,1427.9922184766895,1.4448643365503184,28.853320128945466,1.2162066098552222,0.8875755,0.7956430681722388,0.024909517887738875,0.0008011494845031515,0.014569658580663017,6.383368544350912e-05,12.1959313061391,-,8.157329839569867,-,1.104047047572363,0.03706211405261093,-1.0504931304743332,0.3939373756513442,0.9376266053347568,0.02021330601685956,-0.09340632788843917,0.059287829929317866,0.29999999999999993,0.023043209371543284,-0.0003100921792748517,6.673721685234616e-05,1.2338252846893636,0.020987715943881394,0.11213209670443512,0.01636757840083271,0.044745944801884506,0.020154465922881906
AC4_OL53_101220_256s_30x30_a,1.5233429307095674,0.003308868169203624,1.631044,0.135541426535887,-,0.2996750694621314,0.0030991014832724433,0.2301228,0.318100891649369,0.053059942737517025,0.0037458640456729106,1519.2334635980997,2.7609118674957256,32.41430454610359,2.7549499002344016,0.3780553,0.3214251247495083,0.05024321874864504,0.004383887636429637,1427.2586533536492,3.116442577687736,34.35120906407809,2.8015156775244567,0.3808897,0.3383681079242233,0.008959072017207241,0.00044513190689232624,0.012517573136164327,0.0003203147389068617,6.904155497543289,-,5.527653037742058,-,0.5117352364538569,0.04388547606609691,-2.96327877101456,0.44954720012942706,0.275707715124935,0.02059781595491209,-0.506637045503263,0.061669410847063885,0.22624898570592583,0.04238432475363352,-0.00044487322208349437,7.6608647327711e-05,0.7212553048556147,0.02311313526280532,-0.052546461401682065,0.0165092299214521,0.0467980624428931,0.01774710867598132
STD_D1010_012821_256s_100x100_a,2.710894807352927,0.0015865163670745332,2.915508,0.20663870706490714,*,0.17348651567934217,0.0030751159595676612,0.7482745,1.0804653632215866,0.07555997526214224,0.003390923441177767,1522.9753590047005,2.3747278807589494,35.37053439879135,2.3440762799577395,1.209136,1.1334839515666402,0.06757826259417743,0.00403083894649306,1431.4522859940969,2.254693970533527,31.066665074983487,2.35853436780962,1.322428,1.2681611336976693,0.008596769160215552,0.0001282917377504088,0.01864675519964977,0.0003276571451787155,12.117052280110329,-,13.264649377853987,-,3.9999999999999996,0.006158042652627263,0.7617016192099049,0.0993386402246681,-0.44300286055073335,0.019280657407701487,-0.37899898193790343,0.026715284994326117,0.17861838397753416,0.023694361022802646,-0.00023214668751153926,1.435628948798187e-05,2.462352549224735,0.006459371102694652,0.07665824413254956,0.01635686307959407,-0.027976876718336267,0.021268323668741117
