,H2OT_MEAN,H2OT_STD,H2OT_3550_M,H2OT_3550_STD,H2OT_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,ERR_5200,PH_4500_S2N,ERR_4500
AC4_OL49_021920_30x30_H2O_a,2.5438927572482966,0.16066371152131603,2.4217192443758364,0.19003069050936253,*,1.3001067294274844,0.18947420342529653,738.2620888846135,36.85309380971218,730.4044446851221,50.99217213510469,747.9345992447494,53.393327041304694,1.8187214207422568,0.3504918601788849,1.2469128475173334,0.25984745915170226,12.1959313061391,-,8.157329839569867,-
AC4_OL53_101220_256s_30x30_a,4.03892743514451,0.43316937218059764,4.03892743514451,0.43316937218059764,-,1.4866476378795916,0.25729929803925,713.3372363302,60.72577605172125,732.787503648457,84.18122734142972,693.8869690119429,87.54427720659832,1.698587079229917,0.39284597214529066,2.744227582987645,0.6693107907833331,6.904155497543289,-,5.527653037742058,-
STD_D1010_012821_256s_100x100_a,0.9042701377020931,0.09709271350274387,1.201986330413133,0.08827137290092331,*,0.15354829038518766,0.025465792895573804,151.0575153021897,7.112620680243647,158.9704589518968,9.718068028155363,142.17775194469547,10.331722110746956,0.3036239046090641,0.07277859650907498,0.7478280284011607,0.19143364747730998,12.117052280110329,-,13.264649377853987,-
