Wavenumber,Absorbance
2877.394,0.4469908
2879.322,0.4494701
2881.251,0.4519728
2883.179,0.454475
2885.108,0.4569948
2887.036,0.4600439
2888.965,0.4631211
2890.894,0.4654011
2892.822,0.4675904
2894.75,0.4704528
2896.679,0.4729466
2898.608,0.4755199
2900.536,0.4784678
2902.465,0.4807293
2904.393,0.4827152
2906.322,0.4845216
2908.25,0.4872283
2910.179,0.4910095
2912.107,0.4943489
2914.036,0.4972995
2915.965,0.5000304
2917.893,0.5023621
2919.822,0.5050912
2921.75,0.5082149
2923.679,0.511531
2925.607,0.5144317
2927.536,0.5169416
2929.464,0.5196877
2931.393,0.5228828
2933.322,0.5261642
2935.25,0.5293858
2937.179,0.5327082
2939.107,0.5355193
2941.036,0.5385958
2942.964,0.5422941
2944.893,0.5460047
2946.821,0.5488046
2948.75,0.5513212
2950.678,0.5550522
2952.607,0.5581263
2954.536,0.561218
2956.464,0.5642759
2958.393,0.5675619
2960.321,0.5709786
2962.25,0.5739694
2964.178,0.5770267
2966.107,0.5806141
2968.035,0.583872
2969.964,0.5868359
2971.893,0.589359
2973.821,0.5926427
2975.75,0.5952688
2977.678,0.59762
2979.607,0.6006814
2981.535,0.6045951
2983.464,0.6083178
2985.392,0.6105647
2987.321,0.6133479
2989.25,0.6169907
2991.178,0.6204504
2993.106,0.6232641
2995.035,0.6264411
2996.964,0.6300343
2998.892,0.6341387
3000.821,0.63781
3002.749,0.642082
3004.678,0.6461749
3006.606,0.6494706
3008.535,0.6526488
3010.463,0.6566269
3012.392,0.660301
3014.321,0.6636286
3016.249,0.6683034
3018.178,0.6722538
3020.106,0.6756909
3022.035,0.6794418
3023.963,0.6833875
3025.892,0.6868873
3027.82,0.6900824
3029.749,0.6932869
3031.677,0.6973095
3033.606,0.7007965
3035.535,0.7044527
3037.463,0.7091004
3039.392,0.7125696
3041.32,0.7155105
3043.249,0.7190796
3045.177,0.7226695
3047.106,0.7259187
3049.034,0.7312222
3050.963,0.7356591
3052.892,0.737556
3054.82,0.7419013
3056.749,0.7465073
3058.677,0.7505993
3060.606,0.7545161
3062.534,0.7587864
3064.463,0.761495
3066.391,0.7650331
3068.32,0.769484
3070.249,0.7743101
3072.177,0.7795499
3074.105,0.7841832
3076.034,0.7875065
3077.963,0.7906433
3079.891,0.7956318
3081.82,0.8020933
3083.748,0.807215
3085.677,0.8107692
3087.605,0.8149133
3089.534,0.8192353
3091.462,0.8240506
3093.391,0.8283909
3095.32,0.8315005
3097.248,0.836186
3099.177,0.8417534
3101.105,0.8450218
3103.034,0.8491948
3104.962,0.853162
3106.891,0.856663
3108.819,0.8615958
3110.748,0.8666423
3112.677,0.8702988
3114.605,0.8745135
3116.534,0.8803098
3118.462,0.8843889
3120.391,0.8879765
3122.319,0.8943189
3124.248,0.8993045
3126.176,0.9017553
3128.105,0.9044774
3130.033,0.909491
3131.962,0.9159847
3133.891,0.9210892
3135.819,0.9232451
3137.748,0.9273307
3139.676,0.9345137
3141.605,0.9399011
3143.533,0.9434788
3145.462,0.9484215
3147.39,0.9534835
3149.319,0.9587649
3151.248,0.9655019
3153.176,0.9703298
3155.104,0.9749373
3157.033,0.9797631
3158.962,0.9832234
3160.89,0.9874178
3162.819,0.993164
3164.747,0.9985796
3166.676,1.002605
3168.604,1.007489
3170.533,1.013217
3172.461,1.018376
3174.39,1.023511
3176.319,1.026581
3178.247,1.032528
3180.176,1.038385
3182.104,1.044036
3184.033,1.047882
3185.961,1.051703
3187.89,1.055522
3189.818,1.061174
3191.747,1.067126
3193.676,1.07201
3195.604,1.075502
3197.532,1.080756
3199.461,1.088823
3201.39,1.094739
3203.318,1.09454
3205.247,1.097234
3207.175,1.09981
3209.104,1.106279
3211.032,1.11379
3212.961,1.119824
3214.889,1.122811
3216.818,1.124259
3218.747,1.129889
3220.675,1.1355
3222.604,1.139033
3224.532,1.141525
3226.461,1.142404
3228.389,1.146981
3230.318,1.15299
3232.246,1.156503
3234.175,1.160955
3236.104,1.167949
3238.032,1.173193
3239.961,1.175469
3241.889,1.178391
3243.818,1.18028
3245.746,1.184065
3247.675,1.193093
3249.603,1.197257
3251.532,1.197577
3253.46,1.198115
3255.389,1.202493
3257.318,1.207671
3259.246,1.209679
3261.175,1.212618
3263.103,1.216514
3265.032,1.220852
3266.96,1.224627
3268.889,1.228054
3270.817,1.231026
3272.746,1.235852
3274.675,1.242012
3276.603,1.244255
3278.531,1.24702
3280.46,1.252333
3282.389,1.256381
3284.317,1.257801
3286.246,1.261114
3288.174,1.265794
3290.103,1.270302
3292.031,1.276213
3293.96,1.28368
3295.888,1.291001
3297.817,1.293421
3299.746,1.290845
3301.674,1.292584
3303.603,1.298475
3305.531,1.302684
3307.46,1.311793
3309.388,1.320575
3311.317,1.326813
3313.245,1.333516
3315.174,1.33599
3317.103,1.338643
3319.031,1.344977
3320.96,1.352138
3322.888,1.355571
3324.817,1.355919
3326.745,1.358432
3328.674,1.366062
3330.602,1.372087
3332.531,1.374636
3334.459,1.380655
3336.388,1.388709
3338.317,1.39242
3340.245,1.396113
3342.174,1.402008
3344.102,1.408534
3346.031,1.411325
3347.959,1.411974
3349.888,1.411546
3351.816,1.418375
3353.745,1.429223
3355.674,1.43848
3357.602,1.440477
3359.531,1.435133
3361.459,1.438288
3363.388,1.444536
3365.316,1.445975
3367.245,1.452253
3369.173,1.463802
3371.102,1.47214
3373.031,1.477818
3374.959,1.480374
3376.887,1.478594
3378.816,1.480565
3380.745,1.49776
3382.673,1.505301
3384.602,1.498875
3386.53,1.500341
3388.459,1.510138
3390.387,1.514
3392.316,1.509408
3394.244,1.5082
3396.173,1.518406
3398.102,1.52392
3400.03,1.520376
3401.959,1.52236
3403.887,1.528253
3405.816,1.535965
3407.744,1.546833
3409.673,1.551748
3411.601,1.551557
3413.53,1.551368
3415.458,1.549603
3417.387,1.549237
3419.316,1.55323
3421.244,1.561345
3423.173,1.571682
3425.101,1.57836
3427.03,1.573344
3428.958,1.575195
3430.887,1.582613
3432.815,1.584064
3434.744,1.58592
3436.673,1.587811
3438.601,1.583748
3440.53,1.586821
3442.458,1.589965
3444.387,1.605747
3446.315,1.620761
3448.244,1.613367
3450.172,1.613829
3452.101,1.616425
3454.03,1.604785
3455.958,1.604218
3457.886,1.611447
3459.815,1.610348
3461.744,1.610214
3463.672,1.620168
3465.601,1.626304
3467.529,1.627343
3469.458,1.632901
3471.386,1.631945
3473.315,1.62017
3475.243,1.614244
3477.172,1.632558
3479.101,1.643733
3481.029,1.642164
3482.958,1.63973
3484.886,1.633769
3486.815,1.638146
3488.743,1.649179
3490.672,1.643302
3492.6,1.636835
3494.529,1.636882
3496.458,1.640116
3498.386,1.644707
3500.315,1.652358
3502.243,1.649899
3504.172,1.657457
3506.1,1.667221
3508.029,1.669759
3509.957,1.676242
3511.886,1.668263
3513.814,1.662573
3515.743,1.660036
3517.672,1.662808
3519.6,1.676477
3521.529,1.669572
3523.457,1.661931
3525.386,1.669796
3527.314,1.666767
3529.243,1.646983
3531.171,1.644258
3533.1,1.659219
3535.029,1.653879
3536.957,1.656425
3538.885,1.668983
3540.814,1.669056
3542.743,1.653196
3544.671,1.63473
3546.6,1.630388
3548.528,1.626081
3550.457,1.631044
3552.385,1.643341
3554.314,1.648612
3556.242,1.628581
3558.171,1.619869
3560.1,1.623696
3562.028,1.617147
3563.957,1.60829
3565.885,1.601933
3567.814,1.597543
3569.742,1.587024
3571.671,1.569851
3573.599,1.56157
3575.528,1.555982
3577.457,1.543521
3579.385,1.523905
3581.314,1.505746
3583.242,1.494144
3585.171,1.483539
3587.099,1.468145
3589.028,1.456089
3590.956,1.439306
3592.885,1.416587
3594.813,1.398029
3596.742,1.376532
3598.671,1.35577
3600.599,1.340719
3602.528,1.315287
3604.456,1.289885
3606.385,1.264339
3608.313,1.237738
3610.242,1.214313
3612.17,1.190893
3614.099,1.163454
3616.028,1.133173
3617.956,1.105823
3619.885,1.075927
3621.813,1.04517
3623.742,1.017118
3625.67,0.9852895
3627.599,0.9563445
3629.527,0.9264469
3631.456,0.8952277
3633.385,0.8651094
3635.313,0.8358402
3637.241,0.8064507
3639.17,0.7777146
3641.099,0.7492694
3643.027,0.7199276
3644.956,0.6907836
3646.884,0.6625207
3648.813,0.6346226
3650.741,0.6074951
3652.67,0.5822212
3654.598,0.5567493
3656.527,0.5313763
3658.456,0.5085259
3660.384,0.4866311
3662.313,0.4651466
3664.241,0.4445795
3666.17,0.4247373
3668.098,0.4061828
3670.027,0.3881924
3671.955,0.371428
3673.884,0.3559973
3675.813,0.3397812
3677.741,0.3253371
3679.67,0.3124241
3681.598,0.2998654
3683.527,0.2891782
3685.455,0.2791178
3687.384,0.2682544
3689.312,0.2582697
3691.241,0.250687
3693.169,0.2433593
3695.098,0.235557
3697.027,0.2285315
3698.955,0.2225568
3700.884,0.2165418
3702.812,0.2100675
3704.741,0.2049636
3706.669,0.2001753
3708.598,0.1952358
3710.526,0.1902489
3712.455,0.1857466
3714.384,0.181873
3716.312,0.1781066
3718.24,0.1740913
3720.169,0.1702793
3722.098,0.166522
3724.026,0.1633617
3725.955,0.1608012
3727.883,0.1578833
3729.812,0.1548599
3731.74,0.1525069
3733.669,0.1504148
3735.597,0.1481647
3737.526,0.1457717
3739.455,0.143434
3741.383,0.1421796
3743.312,0.1411279
3745.24,0.1395015
3747.169,0.138746
3749.097,0.1382392
3751.026,0.1374571
3752.954,0.1368304
3754.883,0.1362595
3756.812,0.1363963
3758.74,0.1362911
3760.669,0.1364062
3762.597,0.1364696
3764.526,0.1358957
3766.454,0.1357031
3768.383,0.1359352
3770.311,0.1359183
3772.24,0.1353884
3774.168,0.1354096
3776.097,0.1355673
3778.026,0.1352368
3779.954,0.1349425
3781.883,0.1344611
3783.811,0.1333005
3785.74,0.1323313
3787.668,0.1314017
3789.597,0.1304155
3791.525,0.1297777
3793.454,0.1294155
3795.383,0.1286489
3797.311,0.1278426
3799.24,0.1277077
3801.168,0.1268997
3803.097,0.1255915
3805.025,0.1251176
3806.954,0.1248427
3808.882,0.1242423
3810.811,0.1238135
3812.74,0.124403
3814.668,0.1246228
3816.596,0.1243854
3818.525,0.1240761
3820.454,0.1243432
3822.382,0.1247863
3824.311,0.1251201
3826.239,0.1256041
3828.168,0.1263928
3830.096,0.1267004
3832.025,0.1267389
3833.953,0.1265326
3835.882,0.1270795
3837.811,0.127824
3839.739,0.1279861
3841.668,0.1277988
3843.596,0.1280439
3845.525,0.1281761
3847.453,0.127971
3849.382,0.127688
3851.31,0.1274358
3853.239,0.1268586
3855.167,0.1265467
3857.096,0.1262918
3859.025,0.1255211
3860.953,0.1248783
3862.882,0.1246087
3864.81,0.1237998
3866.739,0.1227459
3868.667,0.1229518
3870.596,0.122906
3872.524,0.1223867
3874.453,0.1222202
3876.382,0.1221407
3878.31,0.12188
3880.239,0.1213757
3882.167,0.1214387
3884.096,0.1217908
3886.024,0.1217738
3887.953,0.1221396
3889.881,0.1225364
3891.81,0.1227308
3893.739,0.1228682
3895.667,0.123373
3897.595,0.1243113
3899.524,0.1248468
3901.453,0.1250143
3903.381,0.1251815
3905.31,0.1252638
3907.238,0.1255233
3909.167,0.1258988
3911.095,0.12597
3913.024,0.1266047
3914.952,0.1268314
3916.881,0.1266714
3918.81,0.1260969
3920.738,0.1253332
3922.667,0.1247513
3924.595,0.1242281
3926.524,0.1235708
3928.452,0.1227376
3930.381,0.1229622
3932.309,0.1234123
3934.238,0.1230907
3936.167,0.1223012
3938.095,0.1217984
3940.024,0.1214672
3941.952,0.1204794
3943.881,0.1202341
3945.809,0.1209838
3947.738,0.1212109
3949.666,0.121208
3951.595,0.1208485
3953.523,0.1204649
3955.452,0.120749
3957.38,0.1213734
3959.309,0.1213787
3961.238,0.1218011
3963.166,0.1220658
3965.095,0.1221177
3967.023,0.1222072
3968.952,0.1222344
3970.88,0.1226849
3972.809,0.1232811
3974.737,0.1236096
3976.666,0.1239432
3978.594,0.1243996
3980.523,0.1241184
3982.452,0.1240257
3984.38,0.1243099
3986.309,0.1241985
3988.237,0.1238536
3990.166,0.1235524
3992.094,0.123345
3994.023,0.1230355
3995.951,0.1223055
3997.88,0.1220692
3999.809,0.1224453
4001.737,0.12172
4003.666,0.1204912
4005.594,0.1197674
4007.523,0.1194118
4009.451,0.1192753
4011.38,0.1192114
4013.308,0.1191379
4015.237,0.1185815
4017.166,0.1185854
4019.094,0.118951
4021.022,0.11886
4022.951,0.1186122
4024.88,0.1183392
4026.808,0.1186887
4028.737,0.1189656
4030.665,0.1188779
4032.594,0.1186294
4034.522,0.1190112
4036.451,0.1196559
4038.379,0.1202181
4040.308,0.1200529
4042.237,0.1198575
4044.165,0.1203698
4046.094,0.121034
4048.022,0.1209375
4049.951,0.1207469
4051.879,0.1209948
4053.808,0.1209253
4055.736,0.1208008
4057.665,0.1206631
4059.594,0.1207638
4061.522,0.1207645
4063.451,0.1205814
4065.379,0.1199591
4067.308,0.118678
4069.236,0.1177707
4071.165,0.1178377
4073.093,0.1173902
4075.022,0.1168356
4076.95,0.1163012
4078.879,0.1157267
4080.808,0.1160716
4082.736,0.115909
4084.665,0.1155796
4086.593,0.1151533
4088.522,0.1148189
4090.45,0.114628
4092.379,0.1151177
4094.307,0.1156635
4096.236,0.1150815
4098.165,0.1145683
4100.093,0.1149961
4102.021,0.1152174
4103.95,0.1157824
4105.878,0.1163018
4107.807,0.1162402
4109.736,0.1161606
4111.664,0.116672
4113.593,0.1170961
4115.521,0.1171818
4117.45,0.1173969
4119.378,0.1179503
4121.307,0.1179403
4123.235,0.1174746
4125.164,0.1167929
4127.093,0.1164507
4129.021,0.1164503
4130.95,0.1161303
4132.878,0.1157491
4134.807,0.1156176
4136.735,0.1149108
4138.664,0.1142234
4140.592,0.113915
4142.521,0.114016
4144.45,0.1140616
4146.378,0.1132086
4148.307,0.1119136
4150.235,0.1114502
4152.164,0.1110785
4154.092,0.1106038
4156.021,0.1103696
4157.949,0.110352
4159.878,0.1101581
4161.807,0.1104713
4163.735,0.1107337
4165.664,0.1102902
4167.592,0.1104635
4169.521,0.1106096
4171.449,0.1107451
4173.378,0.1113533
4175.306,0.1120313
4177.235,0.1122765
4179.164,0.1123923
4181.092,0.1123707
4183.021,0.1126708
4184.949,0.1130021
4186.877,0.1128636
4188.806,0.1129328
4190.735,0.1135697
4192.663,0.1137935
4194.592,0.1136633
4196.521,0.1128164
4198.449,0.1123807
4200.377,0.1124841
4202.306,0.1125251
4204.234,0.1123749
4206.163,0.1119401
4208.092,0.1111005
4210.02,0.1104414
4211.949,0.1101423
4213.877,0.1097938
4215.806,0.1091831
4217.734,0.1088561
4219.663,0.1087758
4221.591,0.1085485
4223.52,0.1081761
4225.449,0.1078799
4227.377,0.1075963
4229.306,0.1080332
4231.234,0.1087736
4233.163,0.108596
4235.091,0.108809
4237.02,0.1089938
4238.948,0.1090047
4240.877,0.1093856
4242.806,0.1099615
4244.734,0.1100456
4246.663,0.109935
4248.591,0.1103018
4250.52,0.1107384
4252.448,0.1110497
4254.377,0.1107598
4256.305,0.1107873
4258.234,0.1118753
4260.163,0.1125988
4262.091,0.1123026
4264.02,0.1126876
4265.948,0.1130597
4267.876,0.1123794
4269.805,0.1117676
4271.734,0.1111878
4273.662,0.1111063
4275.591,0.1112785
4277.52,0.1108173
4279.448,0.1103071
4281.376,0.109966
4283.305,0.1096142
4285.233,0.109626
4287.162,0.1098181
4289.091,0.1091232
4291.019,0.1084401
4292.948,0.1082311
4294.876,0.1081019
4296.805,0.1085292
4298.733,0.1081095
4300.662,0.1072175
4302.59,0.1077446
4304.519,0.1084282
4306.448,0.1084051
4308.376,0.1088339
4310.305,0.1089358
4312.233,0.1096676
4314.162,0.1111258
4316.09,0.1118521
4318.019,0.1116939
4319.947,0.1120128
4321.876,0.112445
4323.805,0.1130025
4325.733,0.1137945
4327.662,0.1140403
4329.59,0.1139583
4331.519,0.113971
4333.447,0.113898
4335.376,0.1136212
4337.304,0.1138003
4339.233,0.1147071
4341.162,0.1147582
4343.09,0.1143847
4345.019,0.1147661
4346.947,0.1148265
4348.875,0.1141395
4350.804,0.1126139
4352.733,0.1121934
4354.661,0.1126614
4356.59,0.1126015
4358.519,0.1123761
4360.447,0.1119277
4362.375,0.1114311
4364.304,0.1114531
4366.232,0.1117288
4368.161,0.1118679
4370.09,0.1124842
4372.018,0.1130232
4373.947,0.1130692
4375.875,0.1121648
4377.804,0.11234
4379.732,0.1132963
4381.661,0.113408
4383.589,0.1141615
4385.518,0.1150172
4387.447,0.1153578
4389.375,0.1156251
4391.304,0.1156818
4393.232,0.1161883
4395.161,0.1175441
4397.089,0.1178444
4399.018,0.1177826
4400.946,0.1181689
4402.875,0.1186926
4404.804,0.1187873
4406.732,0.1183344
4408.661,0.1187332
4410.589,0.1194631
4412.518,0.1195124
4414.446,0.1186646
4416.375,0.1187121
4418.303,0.1184412
4420.232,0.1183183
4422.161,0.118743
4424.089,0.1192281
4426.018,0.1189951
4427.946,0.1186125
4429.875,0.1182929
4431.803,0.1177335
4433.732,0.1171073
4435.66,0.1165258
4437.589,0.1159631
4439.518,0.1161592
4441.446,0.1163613
4443.375,0.1165697
4445.303,0.116369
4447.231,0.1157715
4449.16,0.1161889
4451.089,0.1168424
4453.017,0.1166887
4454.946,0.1174271
4456.875,0.1188878
4458.803,0.1199984
4460.731,0.1203947
4462.66,0.1205979
4464.588,0.1212049
4466.517,0.1216724
4468.446,0.1219571
4470.374,0.1226595
4472.303,0.1224509
4474.231,0.1217851
4476.16,0.1216372
4478.088,0.1219315
4480.017,0.1226434
4481.945,0.1230314
4483.874,0.1228916
4485.803,0.1228795
4487.731,0.1230411
4489.66,0.1225141
4491.588,0.1218815
4493.517,0.1217202
4495.445,0.1216663
4497.374,0.1216139
4499.302,0.12049
4501.231,0.1191067
4503.16,0.1186131
4505.088,0.1179359
4507.017,0.1185727
4508.945,0.1193464
4510.874,0.1181719
4512.802,0.1173159
4514.731,0.1172634
4516.659,0.1177435
4518.588,0.1172134
4520.517,0.1171349
4522.445,0.1178631
4524.374,0.1183585
4526.302,0.1185136
4528.23,0.1192784
4530.159,0.119565
4532.088,0.1189249
4534.016,0.1188819
4535.945,0.1190844
4537.874,0.1191707
4539.802,0.1198363
4541.73,0.1199062
4543.659,0.1195259
4545.587,0.1192058
4547.516,0.1187342
4549.445,0.1185696
4551.373,0.1187588
4553.302,0.1198078
4555.23,0.119637
4557.159,0.1186437
4559.087,0.1185921
4561.016,0.1177444
4562.944,0.1163215
4564.873,0.1161537
4566.802,0.1156105
4568.73,0.1146946
4570.659,0.1147464
4572.587,0.114778
4574.516,0.1140899
4576.444,0.1139196
4578.373,0.1133953
4580.301,0.1128808
4582.23,0.1129251
4584.159,0.1126081
4586.087,0.1119193
4588.016,0.1118826
4589.944,0.1125576
4591.873,0.1130488
4593.801,0.1126616
4595.73,0.1127237
4597.658,0.1124909
4599.587,0.1120215
4601.516,0.1127718
4603.444,0.114222
4605.373,0.1143805
4607.301,0.1143894
4609.229,0.1155689
4611.158,0.115546
4613.087,0.1151725
4615.015,0.1151897
4616.944,0.1146612
4618.873,0.1145053
4620.801,0.1156168
4622.729,0.1154277
4624.658,0.1153318
4626.586,0.1153777
4628.515,0.1149628
4630.444,0.1149356
4632.372,0.1140117
4634.301,0.11358
4636.229,0.1137111
4638.158,0.1131157
4640.086,0.1128316
4642.015,0.1127626
4643.943,0.1125235
4645.872,0.1121508
4647.801,0.1113298
4649.729,0.1106836
4651.658,0.1101894
4653.586,0.1093838
4655.515,0.1091318
4657.443,0.1100453
4659.372,0.1108556
4661.3,0.111205
4663.229,0.1118955
4665.158,0.111697
4667.086,0.1109764
4669.015,0.1109964
4670.943,0.1115911
4672.872,0.1129909
4674.8,0.1130262
4676.729,0.1136973
4678.657,0.1143276
4680.586,0.1145361
4682.515,0.114565
4684.443,0.1148388
4686.372,0.115197
4688.3,0.1157619
4690.229,0.1151246
4692.157,0.1137463
4694.086,0.1140437
4696.014,0.1150585
4697.943,0.1151798
4699.872,0.1148369
4701.8,0.1150332
4703.729,0.1150895
4705.657,0.1147864
4707.585,0.1146547
4709.514,0.1137031
4711.443,0.1133349
4713.371,0.1140225
4715.3,0.1136163
4717.229,0.1123372
4719.157,0.1115878
4721.085,0.1115848
4723.014,0.1113908
4724.942,0.1112447
4726.871,0.1116966
4728.8,0.1119881
4730.728,0.1115824
4732.657,0.1116171
4734.585,0.1112667
4736.514,0.1111019
4738.442,0.1110064
4740.371,0.1119402
4742.299,0.1131666
4744.228,0.1140653
4746.157,0.1145609
4748.085,0.1151418
4750.014,0.1148613
4751.942,0.114479
4753.871,0.115121
4755.799,0.1156238
4757.728,0.1156249
4759.656,0.1155928
4761.585,0.1155349
4763.514,0.1156141
4765.442,0.115467
4767.371,0.115582
4769.299,0.1163892
4771.228,0.1165434
4773.156,0.1165537
4775.085,0.1160101
4777.013,0.1157506
4778.942,0.1161026
4780.871,0.1162366
4782.799,0.1153361
4784.728,0.1139467
4786.656,0.1133608
4788.584,0.113027
4790.513,0.1125358
4792.442,0.1132471
4794.37,0.1136337
4796.299,0.1140776
4798.228,0.1146434
4800.156,0.113822
4802.084,0.1130584
4804.013,0.1131944
4805.941,0.1138555
4807.87,0.1141297
4809.799,0.1146058
4811.727,0.1154415
4813.656,0.114779
4815.584,0.1144274
4817.513,0.1152351
4819.441,0.1151168
4821.37,0.1149418
4823.298,0.1154485
4825.227,0.1161339
4827.156,0.11627
4829.084,0.1154171
4831.013,0.1155247
4832.941,0.1170076
4834.87,0.1178607
4836.798,0.1178751
4838.727,0.1172021
4840.655,0.1171495
4842.584,0.1172777
4844.513,0.1176069
4846.441,0.1176011
4848.37,0.1172092
4850.298,0.1166124
4852.227,0.1164536
4854.155,0.1172569
4856.084,0.1170727
4858.012,0.1163092
4859.941,0.116511
4861.87,0.1165697
4863.798,0.1159062
4865.727,0.116285
4867.655,0.1165125
4869.583,0.1156197
4871.512,0.1157042
4873.441,0.115917
4875.369,0.1157657
4877.298,0.1156395
4879.227,0.1148755
4881.155,0.1145344
4883.083,0.1147827
4885.012,0.11575
4886.94,0.1157369
4888.869,0.1152294
4890.798,0.1160214
4892.726,0.1172994
4894.655,0.1184247
4896.583,0.1189383
4898.512,0.1190812
4900.44,0.1191411
4902.369,0.1193115
4904.297,0.1196651
4906.226,0.1183574
4908.155,0.1176744
4910.083,0.1179858
4912.012,0.1182138
4913.94,0.1181493
4915.869,0.1183625
4917.797,0.1184978
4919.726,0.1186078
4921.654,0.1181048
4923.583,0.1177379
4925.512,0.118271
4927.44,0.1183095
4929.369,0.1172212
4931.297,0.1167305
4933.226,0.1172946
4935.154,0.1170145
4937.083,0.1162439
4939.011,0.1165174
4940.94,0.1169399
4942.869,0.1170172
4944.797,0.1161878
4946.726,0.1155129
4948.654,0.1166813
4950.583,0.1170562
4952.511,0.1163602
4954.44,0.1160657
4956.368,0.1162053
4958.297,0.1168653
4960.226,0.1182057
4962.154,0.1182455
4964.083,0.118054
4966.011,0.1182828
4967.939,0.1181969
4969.868,0.1181312
4971.797,0.1192332
4973.725,0.1196324
4975.654,0.1193682
4977.583,0.119738
4979.511,0.120637
4981.439,0.1203186
4983.368,0.1199364
4985.296,0.1207284
4987.225,0.1209681
4989.154,0.1202775
4991.082,0.1192179
4993.011,0.1190459
4994.939,0.1188875
4996.868,0.1192699
4998.796,0.1197655
5000.725,0.1190584
5002.653,0.1185211
5004.582,0.1189544
5006.511,0.119104
5008.439,0.1190098
5010.368,0.1189676
5012.296,0.118066
5014.225,0.1179017
5016.153,0.1172471
5018.082,0.1174275
5020.01,0.1184915
5021.939,0.1189807
5023.868,0.1194473
5025.796,0.1198554
5027.725,0.119273
5029.653,0.1189157
5031.582,0.1197482
5033.51,0.1195794
5035.439,0.1191558
5037.367,0.1197564
5039.296,0.1211814
5041.225,0.1221345
5043.153,0.1211031
5045.082,0.1206588
5047.01,0.1215611
5048.938,0.1223465
5050.867,0.1222855
5052.796,0.1207654
5054.724,0.1198444
5056.653,0.1206231
5058.582,0.1221827
5060.51,0.122563
5062.438,0.1220845
5064.367,0.122068
5066.295,0.1217277
5068.224,0.1208954
5070.153,0.1210869
5072.081,0.1221011
5074.01,0.1218916
5075.938,0.1209316
5077.867,0.1203831
5079.795,0.120584
5081.724,0.1209275
5083.652,0.1215878
5085.581,0.1218317
5087.51,0.121406
5089.438,0.120707
5091.367,0.1207972
5093.295,0.1206968
5095.224,0.1208634
5097.152,0.1200643
5099.081,0.1204447
5101.009,0.1216729
5102.938,0.1216671
5104.867,0.121241
5106.795,0.1220204
5108.724,0.1224117
5110.652,0.1227576
5112.581,0.1220549
5114.509,0.1214841
5116.438,0.122565
5118.366,0.1227259
5120.295,0.1217879
5122.224,0.1224869
5124.152,0.1238134
5126.081,0.1243092
5128.009,0.1236826
5129.938,0.1240425
5131.866,0.1242748
5133.795,0.1238869
5135.723,0.1232506
5137.652,0.1226066
5139.581,0.1219173
5141.509,0.1219345
5143.438,0.1231182
5145.366,0.1229278
5147.294,0.1230934
5149.223,0.1235793
5151.152,0.1235409
5153.08,0.1231424
5155.009,0.1219265
5156.938,0.1215785
5158.866,0.1223871
5160.794,0.1228023
5162.723,0.1223334
5164.651,0.1224317
5166.58,0.1239025
5168.509,0.1250883
5170.437,0.1254813
5172.366,0.1249708
5174.294,0.1242843
5176.223,0.1239404
5178.151,0.1240439
5180.08,0.123755
5182.008,0.1240651
5183.937,0.123356
5185.866,0.1229573
5187.794,0.1251609
5189.723,0.1260161
5191.651,0.1253947
5193.58,0.1258801
5195.508,0.1256511
5197.437,0.1259105
5199.365,0.1264316
5201.294,0.1264209
5203.223,0.1262141
5205.151,0.1254525
5207.08,0.1259064
5209.008,0.1257329
5210.937,0.1257096
5212.865,0.1262816
5214.794,0.1257542
5216.722,0.1242018
5218.651,0.1242773
5220.58,0.1251421
5222.508,0.1247249
5224.437,0.1237704
5226.365,0.1228849
5228.293,0.1229146
5230.222,0.122787
5232.151,0.1231651
5234.079,0.1239258
5236.008,0.1226226
5237.937,0.123396
5239.865,0.1248023
5241.793,0.1244688
5243.722,0.1229971
5245.65,0.1211136
5247.579,0.1213547
5249.508,0.1221339
5251.436,0.1219363
5253.365,0.1209049
5255.293,0.1202558
5257.222,0.1208133
5259.15,0.1216508
5261.079,0.121405
5263.007,0.1212448
5264.936,0.1212944
5266.865,0.1208543
5268.793,0.1205082
5270.722,0.1197649
5272.65,0.1194979
5274.579,0.1200961
5276.507,0.1205315
5278.436,0.1203474
5280.364,0.119951
5282.293,0.1205586
5284.222,0.1200172
5286.15,0.1188719
5288.079,0.1186907
5290.007,0.1191892
5291.936,0.1189174
5293.864,0.1183042
5295.793,0.1182791
5297.721,0.117956
5299.65,0.1177624
5301.579,0.1179421
5303.507,0.1177524
5305.436,0.1171093
5307.364,0.1163419
5309.292,0.1170336
5311.221,0.1178668
5313.15,0.1178582
5315.078,0.1173674
5317.007,0.1164726
5318.936,0.1173731
5320.864,0.1171331
5322.792,0.1164603
5324.721,0.1173585
5326.649,0.1189696
5328.578,0.1193265
5330.507,0.1183773
5332.435,0.1177463
5334.364,0.1181726
5336.292,0.1187382
5338.221,0.1190953
5340.149,0.1185447
5342.078,0.1175708
5344.006,0.1175783
5345.935,0.1187023
5347.864,0.1199047
5349.792,0.1199792
5351.721,0.1190481
5353.649,0.1198213
5355.578,0.1200863
5357.506,0.119048
5359.435,0.1188149
5361.363,0.1187753
5363.292,0.1174143
5365.221,0.1166817
5367.149,0.1166825
5369.078,0.1177637
5371.006,0.1171481
5372.935,0.1163508
5374.863,0.1162065
5376.792,0.116321
5378.72,0.1171207
5380.649,0.1178584
5382.578,0.1186085
5384.506,0.1178077
5386.435,0.1168615
