Wavenumber
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.00093635
-0.000660747
-0.000410224
0.000192956
0.001112309
0.002241183
0.002813124
0.003512676
0.005050026
0.006842427
0.007812113
0.008549967
0.009408681
0.010654395
0.011581093
0.012725431
0.014268415
0.016300862
0.019225449
0.021490226
0.023269503
0.025133429
0.027308351
0.029426363
0.03119441
0.032946256
0.035519251
0.039163894
0.042615384
0.04630332
0.050430382
0.054857084
0.059623236
0.063657023
0.067803383
0.072830973
0.07855517
0.084563757
0.090898737
0.097811944
0.105754877
0.114612122
0.124280616
0.135506781
0.148066412
0.162176273
0.178307055
0.196692504
0.217001868
0.2385792
0.263329066
0.29080793
0.319758662
0.351296041
0.384648787
0.41903022
0.454761659
0.490707563
0.525032475
0.557350192
0.587104579
0.613223328
0.634385837
0.650214717
0.662510741
0.668823532
0.668008811
0.663115037
0.654996246
0.640485653
0.622242733
0.600598937
0.576692452
0.550278077
0.522520966
0.49454157
0.466861431
0.438113762
0.409479026
0.38111903
0.352842284
0.326139309
0.300922787
0.274708179
0.251014458
0.227836431
0.206466827
0.186382471
0.167083872
0.149663259
0.134858749
0.120201397
0.106634882
0.094455419
0.083133991
0.072244578
0.062821206
0.054748781
0.047534765
0.040187006
0.03402345
0.028371309
0.023682641
0.019710621
0.016562981
0.013548016
0.011416284
0.00965028
0.008677116
0.007556542
0.006048243
0.004875985
0.003767647
0.002632314
0.001758674
0.00068542
0.000407347
0.000289436
-0.000479614
-0.000840823
-0.000922546
-0.001045163
-0.000963743
-0.000836733
-0.000702005
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
