Wavenumber
4.35275E-12
6.37431E-12
9.30803E-12
1.35504E-11
1.96621E-11
2.84433E-11
4.10283E-11
5.90004E-11
8.45697E-11
1.2085E-10
1.72197E-10
2.44611E-10
3.46351E-10
4.88908E-10
6.88154E-10
9.65636E-10
1.35062E-09
1.88333E-09
2.61856E-09
3.62907E-09
5.01499E-09
6.90784E-09
9.48761E-09
1.29888E-08
1.77306E-08
2.41255E-08
3.27316E-08
4.42651E-08
5.96887E-08
8.02279E-08
1.07522E-07
1.43638E-07
1.91328E-07
2.54072E-07
3.36311E-07
4.43808E-07
5.83958E-07
7.66016E-07
1.00162E-06
1.30568E-06
1.69708E-06
2.19876E-06
2.84041E-06
3.65761E-06
4.69613E-06
6.0103E-06
7.66969E-06
9.75606E-06
1.23736E-05
1.56434E-05
1.97193E-05
2.47781E-05
3.10432E-05
3.87689E-05
4.82749E-05
5.9921E-05
7.41575E-05
9.14857E-05
0.00011253
0.000137977
0.000168679
0.00020556
0.000249765
0.000302518
0.000365328
0.000439788
0.000527854
0.000631558
0.000753396
0.000895908
0.001062214
0.00125543
0.001479381
0.001737804
0.002035295
0.00237623
0.002766011
0.003209633
0.003713298
0.004282541
0.004924304
0.005644519
0.006450735
0.007349056
0.00834743
0.009451821
0.010670276
0.012008221
0.013473418
0.015070273
0.016805798
0.018682836
0.020707124
0.022879354
0.025203432
0.027677316
0.030302526
0.033073751
0.035989619
0.039041112
0.042223567
0.045523975
0.048934127
0.05243695
0.056020636
0.059664215
0.063352461
0.06706095
0.070771466
0.074456861
0.078096606
0.081661812
0.08513054
0.088473367
0.091668024
0.09468591
0.097505612
0.100100771
0.102452041
0.10453669
0.106338585
0.107839862
0.10902859
0.109892781
0.11042545
0.110621174
0.110478359
0.109998463
0.109185385
0.108047379
0.106593585
0.104838575
0.102796158
0.10048639
0.097926889
0.095142079
0.092152323
0.088985099
0.08566233
0.082213133
0.078659781
0.075031628
0.071350142
0.067643613
0.063931694
0.060240489
0.056587022
0.052994333
0.049476244
0.046052121
0.042732261
0.039532029
0.03645812
0.033521838
0.030726418
0.02807927
0.02558049
0.02323395
0.02103706
0.018990638
0.017089938
0.015333289
0.013714348
0.012229546
0.010871492
0.009635286
0.008512995
0.00749891
0.006584986
0.005765154
0.005031605
0.004378275
0.003797848
0.003284538
0.002831704
0.002434024
0.00208563
0.001781783
0.001517421
0.001288439
0.001090571
0.000920348
0.00077425
0.000649411
0.000542985
0.000452654
0.000376161
0.000311668
0.000257418
0.000211982
0.000174014
0.000142424
0.0001162
9.4525E-05
7.66495E-05
6.19712E-05
4.9945E-05
4.0134E-05
3.21479E-05
2.56752E-05
2.04406E-05
1.62254E-05
1.28385E-05
1.01287E-05
7.96549E-06
6.24589E-06
4.88192E-06
3.80464E-06
2.95562E-06
2.28934E-06
1.76761E-06
1.36078E-06
1.04424E-06
7.98997E-07
6.09393E-07
4.63426E-07
3.51295E-07
2.65519E-07
2.00044E-07
1.50276E-07
1.12528E-07
8.40163E-08
6.25276E-08
4.63998E-08
3.43213E-08
2.53133E-08
1.86095E-08
1.36414E-08
9.96746E-09
7.2619E-09
5.27368E-09
3.81874E-09
2.75628E-09
1.98367E-09
1.42302E-09
1.01788E-09
7.25735E-10
5.15947E-10
3.65616E-10
2.5834E-10
1.81949E-10
1.27779E-10
8.94449E-11
6.24314E-11
4.3435E-11
3.0132E-11
2.08355E-11
1.43659E-11
9.87293E-12
6.76574E-12
4.62134E-12
3.14759E-12
2.13683E-12
1.4465E-12
9.76001E-13
6.56659E-13
4.40362E-13
2.94469E-13
1.96268E-13
1.30443E-13
8.64107E-14
5.70793E-14
3.75807E-14
2.46727E-14
1.61452E-14
1.0535E-14
6.8517E-15
4.44355E-15
2.87233E-15
1.85142E-15
1.18946E-15
7.6201E-16
4.86567E-16
3.0981E-16
1.96615E-16
1.24425E-16
7.84816E-17
4.9363E-17
3.09457E-17
1.93452E-17
1.20534E-17
7.48902E-18
4.63768E-18
2.86388E-18
1.76267E-18
1.08185E-18
6.61789E-19
4.03696E-19
2.45441E-19
1.48807E-19
8.99196E-20
5.41839E-20
3.25418E-20
1.94893E-20
1.16334E-20
6.92473E-21
4.1082E-21
2.43046E-21
1.4331E-21
8.42661E-22
4.93833E-22
2.886E-22
1.68098E-22
9.76383E-23
5.65229E-23
3.26304E-23
1.87798E-23
1.07722E-23
6.16008E-24
3.51289E-24
1.99717E-24
1.13163E-24
6.39243E-25
3.60101E-25
2.02173E-25
1.13194E-25
6.31628E-26
3.51481E-26
1.9493E-26
1.0781E-26
5.94258E-27
3.26659E-27
1.78958E-27
9.77712E-28
5.32359E-28
2.89072E-28
1.56437E-28
8.44268E-29
4.541E-29
2.43575E-29
1.3021E-29
6.94171E-30
3.68943E-30
1.95424E-30
