Wavenumber,Absorbance,BL_MIR_3550,Subtracted_Peak,Subtracted_Peak_Hat
3301.6740000000004,2.271111,0.46370956028659865,1.8074014397134013,1.8251122127196167
3303.603,2.276464,0.4636903321877957,1.8127736678122042,1.8287485912654908
3305.531,2.33533,0.46367110298356634,1.8716588970164336,1.8295948739371029
3307.46,2.316462,0.4636518726735201,1.8528101273264799,1.830103059631991
3309.389,2.263736,0.4636326412572853,1.8001033587427149,1.8462415383640103
3311.317,2.292362,0.4636134087345089,1.8287485912654908,1.8472972954763291
3313.2459999999996,2.325297,0.4635941751048557,1.8617028248951444,1.8528101273264799
3315.1740000000004,2.293678,0.463574940368009,1.830103059631991,1.8541444679524584
3317.103,2.310853,0.46355570452367073,1.8472972954763291,1.8541444679524584
3319.031,2.3393080000000004,0.46353646757156103,1.8757715324284394,1.8617028248951444
3320.96,2.350549,0.46351722951141855,1.8870317704885815,1.867994733814042
3322.888,2.351082,0.46349799034300093,1.887584009656999,1.8716588970164336
3324.817,2.3963799999999997,0.46347875006608463,1.932901249933915,1.8757715324284394
3326.7459999999996,2.3664560000000003,0.4634595086804653,1.902996491319535,1.8787979629250398
3328.6740000000004,2.331435,0.463440266185958,1.867994733814042,1.8787979629250398
3330.603,2.428111,0.4634210225823965,1.9646899774176034,1.8787979629250398
3332.531,2.429805,0.4634017778696335,1.9664032221303664,1.8870317704885815
3334.46,2.317527,0.46338253204754165,1.8541444679524584,1.887584009656999
3336.388,2.2940270000000003,0.4633632851160135,1.8306637148839868,1.892621730282627
3338.317,2.342142,0.4633440370749601,1.8787979629250398,1.902996491319535
3340.245,2.3855470000000003,0.463324787924311,1.9222222120756893,1.905152966185629
3342.1740000000004,2.379588,0.4633055376640146,1.9162824623359853,1.9148317137059614
3344.103,2.378118,0.46328628629403884,1.9148317137059614,1.9162824623359853
3346.031,2.36842,0.46326703381437084,1.905152966185629,1.9162824623359853
3347.9590000000003,2.298542,0.46324778022501717,1.8352942197749826,1.921343987200811
3349.888,2.276453,0.46322852552600335,1.8132244744739967,1.921343987200811
3351.817,2.3558310000000002,0.4632092697173733,1.892621730282627,1.921343987200811
3353.745,2.384534,0.4631900127991891,1.921343987200811,1.921343987200811
3355.6740000000004,2.431567,0.463170754771532,1.9683962452284678,1.9222222120756893
3357.6020000000003,2.52821,0.4631514956345025,2.0650585043654974,1.925497816686293
3359.531,2.565389,0.46313223538822057,2.10225676461178,1.9394233493744186
3361.4590000000003,2.531299,0.4631129740328276,2.0681860259671727,1.9409951567146502
3363.388,2.426313,0.46309371156848567,1.9632192884315143,1.9488405520046221
3365.316,2.411915,0.46307444799537795,1.9488405520046221,1.9507584280423576
3367.245,2.388553,0.4630551833137068,1.925497816686293,1.9632192884315143
3369.1740000000004,2.3638630000000003,0.4630359175236942,1.900827082476306,1.9683962452284678
3371.1020000000003,2.4024400000000004,0.46301665062558167,1.9394233493744186,1.982039700476663
3373.031,2.4611,0.46299738261962986,1.9981026173803702,1.982891886493881
3374.9590000000003,2.44587,0.46297811350611917,1.982891886493881,1.982891886493881
3376.888,2.403954,0.4629588432853501,1.9409951567146502,1.9831230792338648
3378.816,2.413698,0.4629395719576427,1.9507584280423576,1.9831230792338648
3380.745,2.44496,0.462920299523337,1.982039700476663,1.982891886493881
3382.673,2.486843,0.462901025982793,2.023941974017207,1.982891886493881
3384.6020000000003,2.523663,0.4628817513363904,2.0607812486636097,1.982891886493881
3386.531,2.512555,0.4628624755845293,2.0496925244154705,1.9831230792338648
3388.4590000000003,2.4621009999999997,0.46284319872763047,1.9992578012723692,1.9883057701720852
3390.387,2.4459470000000003,0.46282392076613554,1.9831230792338648,1.9898593582994935
3392.316,2.452664,0.4628046417005065,1.9898593582994935,1.9981026173803702
3394.245,2.438515,0.4627853615312251,1.975729638468775,1.9992578012723692
3396.173,2.519965,0.4627660802587932,2.057198919741207,2.007758202116267
3398.1020000000003,2.4705049999999997,0.46274679788373246,2.007758202116267,2.023941974017207
3400.03,2.429942,0.46272751440658544,1.9672144855934146,2.0278343426316487
3401.9590000000003,2.451014,0.4627082298279146,1.9883057701720852,2.046564793013976
3403.887,2.416861,0.46268894414830236,1.9541720558516975,2.0496925244154705
3405.816,2.490504,0.4626696573683514,2.0278343426316487,2.0496925244154705
3407.744,2.559611,0.46265036948868404,2.0969606305113158,2.057198919741207
3409.673,2.5700540000000003,0.4626310805099432,2.107422919490057,2.0686496764043887
3411.6020000000003,2.5721939999999996,0.4626117904327928,2.1095822095672068,2.08138008638216
3413.53,2.551821,0.46259249925791773,2.0892285007420823,2.0892285007420823
3415.4590000000003,2.509138,0.4625732069860244,2.046564793013976,2.0892285007420823
3417.387,2.543934,0.4625539136178401,2.08138008638216,2.0892285007420823
3419.316,2.5621110000000002,0.46253461915411287,2.099576380845887,2.090208270802532
3421.244,2.531165,0.4625153235956116,2.0686496764043887,2.0942005696405324
3423.173,2.5612939999999997,0.46249602694312636,2.0987979730568735,2.0942005696405324
3425.1009999999997,2.552685,0.4624767291974679,2.090208270802532,2.0942005696405324
3427.03,2.556658,0.4624574303594679,2.0942005696405324,2.0942005696405324
3428.958,2.576355,0.46243813042997906,2.113916869570021,2.090208270802532
3430.887,2.6150450000000003,0.4624188294098752,2.152626170590125,2.090208270802532
3432.816,2.574786,0.46239952730005196,2.112386472699948,2.090208270802532
3434.744,2.5052529999999997,0.46238022410142676,2.042872775898573,2.0942005696405324
3436.673,2.4917979999999997,0.462360919814938,2.029437080185062,2.0987979730568735
