Wavenumber,Absorbance,STD
4270,0.000284204,3.55E-06
4271,0.000268989,3.38E-06
4272,0.000257003,3.22E-06
4273,0.000248162,3.09E-06
4274,0.000242373,2.97E-06
4275,0.000239529,2.87E-06
4276,0.000239514,2.79E-06
4277,0.000242202,2.71E-06
4278,0.000247457,2.65E-06
4279,0.000255136,2.60E-06
4280,0.000265088,2.56E-06
4281,0.000277155,2.52E-06
4282,0.000291175,2.49E-06
4283,0.00030698,2.47E-06
4284,0.000324399,2.46E-06
4285,0.000343258,2.44E-06
4286,0.000363382,2.43E-06
4287,0.000384596,2.43E-06
4288,0.000406726,2.42E-06
4289,0.0004296,2.42E-06
4290,0.000453049,2.42E-06
4291,0.000476908,2.41E-06
4292,0.000501017,2.41E-06
4293,0.000525224,2.41E-06
4294,0.000549383,2.41E-06
4295,0.000573357,2.41E-06
4296,0.000597019,2.41E-06
4297,0.00062025,2.41E-06
4298,0.000642945,2.41E-06
4299,0.000665008,2.41E-06
4300,0.000686357,2.41E-06
4301,0.000706923,2.41E-06
4302,0.000726648,2.41E-06
4303,0.000745491,2.41E-06
4304,0.000763423,2.41E-06
4305,0.00078043,2.40E-06
4306,0.00079651,2.40E-06
4307,0.000811678,2.40E-06
4308,0.000825961,2.40E-06
4309,0.000839402,2.40E-06
4310,0.000852053,2.40E-06
4311,0.000863984,2.40E-06
4312,0.000875273,2.40E-06
4313,0.000886012,2.39E-06
4314,0.000896304,2.39E-06
4315,0.000906259,2.39E-06
4316,0.000915999,2.39E-06
4317,0.000925653,2.39E-06
4318,0.000935358,2.39E-06
4319,0.000945254,2.39E-06
4320,0.000955489,2.39E-06
4321,0.000966211,2.39E-06
4322,0.000977575,2.39E-06
4323,0.000989731,2.39E-06
4324,0.001002833,2.39E-06
4325,0.001017032,2.39E-06
4326,0.001032476,2.39E-06
4327,0.001049309,2.39E-06
4328,0.00106767,2.39E-06
4329,0.00108769,2.39E-06
4330,0.001109495,2.39E-06
4331,0.0011332,2.39E-06
4332,0.001158913,2.39E-06
4333,0.001186727,2.39E-06
4334,0.00121673,2.39E-06
4335,0.001248992,2.39E-06
4336,0.001283573,2.39E-06
4337,0.001320522,2.39E-06
4338,0.001359871,2.39E-06
4339,0.001401639,2.39E-06
4340,0.001445833,2.39E-06
4341,0.001492444,2.39E-06
4342,0.00154145,2.39E-06
4343,0.001592815,2.39E-06
4344,0.001646491,2.39E-06
4345,0.001702416,2.39E-06
4346,0.001760515,2.39E-06
4347,0.001820703,2.39E-06
4348,0.001882884,2.39E-06
4349,0.001946951,2.39E-06
4350,0.002012789,2.39E-06
4351,0.002080275,2.39E-06
4352,0.002149278,2.39E-06
4353,0.002219665,2.39E-06
4354,0.002291294,2.39E-06
4355,0.002364023,2.39E-06
4356,0.002437708,2.39E-06
4357,0.002512203,2.39E-06
4358,0.002587366,2.39E-06
4359,0.002663053,2.39E-06
4360,0.002739128,2.39E-06
4361,0.002815458,2.39E-06
4362,0.002891915,2.39E-06
4363,0.00296838,2.39E-06
4364,0.003044742,2.39E-06
4365,0.003120901,2.39E-06
4366,0.003196764,2.39E-06
4367,0.003272254,2.39E-06
4368,0.003347302,2.39E-06
4369,0.003421854,2.39E-06
