Wavenumber,Absorbance,STD
5058,0.015432451,4.73E-06
5059,0.015473534,4.73E-06
5060,0.015514115,4.73E-06
5061,0.015554253,4.73E-06
5062,0.01559401,4.73E-06
5063,0.015633446,4.73E-06
5064,0.015672624,4.73E-06
5065,0.015711604,4.73E-06
5066,0.015750451,4.73E-06
5067,0.015789225,4.73E-06
5068,0.01582799,4.73E-06
5069,0.015866805,4.73E-06
5070,0.015905731,4.73E-06
5071,0.015944828,4.73E-06
5072,0.015984154,4.73E-06
5073,0.016023764,4.73E-06
5074,0.016063714,4.73E-06
5075,0.016104056,4.73E-06
5076,0.016144841,4.73E-06
5077,0.016186116,4.73E-06
5078,0.016227928,4.73E-06
5079,0.016270319,4.73E-06
5080,0.01631333,4.73E-06
5081,0.016356997,4.73E-06
5082,0.016401355,4.73E-06
5083,0.016446434,4.73E-06
5084,0.016492262,4.73E-06
5085,0.016538863,4.73E-06
5086,0.016586257,4.73E-06
5087,0.016634462,4.73E-06
5088,0.016683492,4.73E-06
5089,0.016733357,4.73E-06
5090,0.016784063,4.73E-06
5091,0.016835614,4.73E-06
5092,0.016888011,4.73E-06
5093,0.016941249,4.73E-06
5094,0.016995322,4.73E-06
5095,0.01705022,4.73E-06
5096,0.017105932,4.73E-06
5097,0.017162441,4.73E-06
5098,0.01721973,4.73E-06
5099,0.017277777,4.73E-06
5100,0.017336561,4.73E-06
5101,0.017396056,4.73E-06
5102,0.017456235,4.73E-06
5103,0.01751707,4.73E-06
5104,0.01757853,4.73E-06
5105,0.017640585,4.73E-06
5106,0.017703203,4.73E-06
5107,0.017766351,4.73E-06
5108,0.017829996,4.73E-06
5109,0.017894104,4.73E-06
5110,0.017958642,4.73E-06
5111,0.018023578,4.73E-06
5112,0.01808888,4.73E-06
5113,0.018154515,4.73E-06
5114,0.018220456,4.73E-06
5115,0.018286672,4.73E-06
5116,0.018353137,4.73E-06
5117,0.018419825,4.73E-06
5118,0.018486715,4.73E-06
5119,0.018553785,4.73E-06
5120,0.018621017,4.73E-06
5121,0.018688397,4.73E-06
5122,0.018755911,4.73E-06
5123,0.01882355,4.73E-06
5124,0.018891308,4.73E-06
5125,0.018959182,4.73E-06
5126,0.019027172,4.73E-06
5127,0.019095282,4.73E-06
5128,0.019163518,4.73E-06
5129,0.019231892,4.73E-06
5130,0.019300418,4.73E-06
5131,0.019369112,4.73E-06
5132,0.019437996,4.73E-06
5133,0.019507093,4.73E-06
5134,0.019576431,4.73E-06
5135,0.01964604,4.73E-06
5136,0.019715952,4.73E-06
5137,0.019786203,4.73E-06
5138,0.019856832,4.73E-06
5139,0.019927878,4.73E-06
5140,0.019999384,4.73E-06
5141,0.020071393,4.73E-06
5142,0.02014395,4.73E-06
5143,0.020217103,4.73E-06
5144,0.020290897,4.73E-06
5145,0.02036538,4.73E-06
5146,0.020440599,4.73E-06
5147,0.0205166,4.73E-06
5148,0.02059343,4.73E-06
5149,0.020671133,4.73E-06
5150,0.020749751,4.73E-06
5151,0.020829325,4.73E-06
5152,0.020909894,4.73E-06
5153,0.020991492,4.73E-06
5154,0.02107415,4.73E-06
5155,0.021157897,4.73E-06
5156,0.021242755,4.73E-06
5157,0.021328743,4.73E-06
5158,0.021415873,4.73E-06
5159,0.021504154,4.73E-06
5160,0.021593586,4.73E-06
5161,0.021684164,4.73E-06
5162,0.021775877,4.73E-06
5163,0.021868704,4.73E-06
5164,0.02196262,4.73E-06
5165,0.022057589,4.73E-06
5166,0.022153568,4.73E-06
5167,0.022250507,4.73E-06
5168,0.022348345,4.73E-06
5169,0.022447013,4.73E-06
5170,0.022546433,4.73E-06
5171,0.022646519,4.73E-06
5172,0.022747174,4.73E-06
5173,0.022848292,4.73E-06
5174,0.022949758,4.73E-06
5175,0.023051447,4.73E-06
5176,0.023153226,4.73E-06
5177,0.023254952,4.73E-06
5178,0.023356472,4.73E-06
5179,0.023457625,4.73E-06
5180,0.023558242,4.73E-06
5181,0.023658143,4.73E-06
5182,0.023757143,4.73E-06
5183,0.023855048,4.73E-06
5184,0.023951654,4.73E-06
5185,0.024046754,4.73E-06
5186,0.024140132,4.73E-06
5187,0.024231566,4.73E-06
5188,0.024320829,4.73E-06
5189,0.024407688,4.73E-06
5190,0.024491908,4.73E-06
5191,0.024573247,4.73E-06
5192,0.024651462,4.73E-06
5193,0.024726306,4.73E-06
5194,0.024797532,4.73E-06
5195,0.024864891,4.73E-06
5196,0.024928133,4.73E-06
5197,0.02498701,4.73E-06
5198,0.025041273,4.73E-06
5199,0.025090678,4.73E-06
5200,0.025134981,4.73E-06
5201,0.025173945,4.73E-06
5202,0.025207333,4.73E-06
5203,0.025234916,4.73E-06
5204,0.025256472,4.73E-06
5205,0.025271785,4.73E-06
5206,0.025280644,4.73E-06
5207,0.025282851,4.73E-06
5208,0.025278213,4.73E-06
5209,0.025266551,4.73E-06
5210,0.025247693,4.73E-06
5211,0.025221482,4.73E-06
5212,0.025187769,4.73E-06
5213,0.02514642,4.73E-06
5214,0.025097316,4.73E-06
5215,0.025040349,4.73E-06
5216,0.024975426,4.73E-06
5217,0.02490247,4.73E-06
5218,0.024821419,4.73E-06
5219,0.024732226,4.73E-06
5220,0.02463486,4.73E-06
5221,0.02452931,4.73E-06
5222,0.024415576,4.73E-06
5223,0.024293679,4.73E-06
5224,0.024163656,4.73E-06
5225,0.024025562,4.73E-06
5226,0.023879466,4.73E-06
5227,0.023725458,4.73E-06
5228,0.023563645,4.73E-06
5229,0.023394147,4.73E-06
5230,0.023217105,4.73E-06
5231,0.023032676,4.73E-06
5232,0.022841031,4.73E-06
5233,0.022642359,4.73E-06
5234,0.022436865,4.73E-06
5235,0.022224767,4.73E-06
5236,0.022006299,4.73E-06
5237,0.02178171,4.73E-06
5238,0.02155126,4.73E-06
5239,0.021315224,4.73E-06
5240,0.021073888,4.73E-06
5241,0.02082755,4.73E-06
5242,0.020576518,4.73E-06
5243,0.02032111,4.73E-06
5244,0.020061653,4.73E-06
5245,0.019798482,4.73E-06
5246,0.019531939,4.73E-06
5247,0.019262372,4.73E-06
5248,0.018990136,4.73E-06
5249,0.018715589,4.73E-06
5250,0.01843909,4.73E-06
5251,0.018161004,4.73E-06
5252,0.017881696,4.73E-06
5253,0.01760153,4.73E-06
5254,0.01732087,4.73E-06
5255,0.017040079,4.73E-06
5256,0.016759517,4.73E-06
5257,0.016479538,4.73E-06
5258,0.016200494,4.73E-06
5259,0.01592273,4.73E-06
5260,0.015646584,4.73E-06
5261,0.015372387,4.73E-06
5262,0.015100461,4.73E-06
5263,0.014831118,4.73E-06
5264,0.01456466,4.73E-06
5265,0.014301379,4.73E-06
5266,0.014041553,4.73E-06
5267,0.01378545,4.73E-06
5268,0.013533322,4.73E-06
5269,0.013285409,4.73E-06
5270,0.013041936,4.73E-06
5271,0.012803111,4.73E-06
5272,0.01256913,4.73E-06
5273,0.01234017,4.73E-06
5274,0.012116393,4.73E-06
5275,0.011897943,4.73E-06
5276,0.011684949,4.73E-06
5277,0.011477521,4.73E-06
5278,0.011275752,4.73E-06
5279,0.011079718,4.73E-06
5280,0.010889478,4.73E-06
5281,0.010705072,4.73E-06
5282,0.010526524,4.73E-06
5283,0.01035384,4.73E-06
5284,0.010187008,4.73E-06
5285,0.010026002,4.73E-06
5286,0.009870777,4.73E-06
5287,0.009721272,4.73E-06
5288,0.009577411,4.73E-06
5289,0.009439103,4.73E-06
5290,0.009306241,4.73E-06
5291,0.009178706,4.73E-06
5292,0.009056363,4.73E-06
5293,0.008939065,4.73E-06
5294,0.008826652,4.73E-06
5295,0.008718954,4.73E-06
5296,0.008615789,4.73E-06
5297,0.008516966,4.73E-06
5298,0.008422282,4.73E-06
5299,0.008331529,4.73E-06
5300,0.00824449,4.73E-06
5301,0.008160941,4.73E-06
5302,0.008080653,4.73E-06
5303,0.00800339,4.73E-06
5304,0.007928916,4.73E-06
5305,0.007856988,4.73E-06
5306,0.007787362,4.73E-06
5307,0.007719794,4.73E-06
5308,0.00765404,4.73E-06
5309,0.007589853,4.73E-06
5310,0.007526991,4.73E-06
5311,0.007465213,4.73E-06
5312,0.007404281,4.73E-06
5313,0.007343962,4.73E-06
5314,0.007284027,4.73E-06
5315,0.007224252,4.73E-06
5316,0.007164421,4.73E-06
5317,0.007104324,4.73E-06
5318,0.00704376,4.73E-06
5319,0.006982534,4.73E-06
5320,0.006920462,4.73E-06
5321,0.00685737,4.73E-06
5322,0.006793093,4.73E-06
5323,0.006727478,4.73E-06
5324,0.006660382,4.73E-06
5325,0.006591673,4.73E-06
5326,0.006521235,4.73E-06
5327,0.006448958,4.73E-06
5328,0.00637475,4.73E-06
5329,0.00629853,4.73E-06
5330,0.006220228,4.73E-06
5331,0.006139791,4.73E-06
5332,0.006057175,4.73E-06
5333,0.005972353,4.73E-06
5334,0.005885309,4.73E-06
5335,0.00579604,4.73E-06
5336,0.005704558,4.73E-06
5337,0.005610886,4.73E-06
5338,0.00551506,4.73E-06
5339,0.00541713,4.73E-06
5340,0.005317158,4.74E-06
5341,0.005215215,4.74E-06
5342,0.005111387,4.74E-06
5343,0.00500577,4.74E-06
5344,0.004898471,4.74E-06
5345,0.004789606,4.74E-06
5346,0.004679302,4.74E-06
5347,0.004567696,4.74E-06
5348,0.004454932,4.74E-06
5349,0.004341164,4.74E-06
5350,0.004226552,4.74E-06
5351,0.004111264,4.74E-06
5352,0.003995475,4.74E-06
5353,0.003879364,4.75E-06
5354,0.003763116,4.75E-06
5355,0.003646922,4.75E-06
5356,0.003530974,4.75E-06
5357,0.003415469,4.75E-06
5358,0.003300606,4.75E-06
5359,0.003186586,4.75E-06
5360,0.003073611,4.76E-06
5361,0.002961883,4.76E-06
5362,0.002851605,4.76E-06
5363,0.002742977,4.76E-06
5364,0.0026362,4.76E-06
5365,0.002531473,4.76E-06
5366,0.002428989,4.76E-06
5367,0.002328941,4.76E-06
5368,0.002231517,4.76E-06
5369,0.002136901,4.76E-06
5370,0.002045272,4.76E-06
5371,0.001956802,4.76E-06
5372,0.001871659,4.76E-06
5373,0.001790005,4.76E-06
5374,0.001711992,4.76E-06
5375,0.00163777,4.76E-06
5376,0.001567475,4.76E-06
5377,0.001501242,4.76E-06
5378,0.001439191,4.77E-06
5379,0.00138144,4.77E-06
5380,0.001328092,4.77E-06
5381,0.001279246,4.77E-06
5382,0.001234988,4.78E-06
5383,0.001195399,4.78E-06
5384,0.001160546,4.79E-06
5385,0.001130489,4.80E-06
5386,0.001105279,4.81E-06
5387,0.001084954,4.82E-06
5388,0.001069546,4.83E-06
5389,0.001059075,4.85E-06
5390,0.001053553,4.87E-06
5391,0.001052982,4.90E-06
5392,0.001057354,4.93E-06
5393,0.001066651,4.96E-06
5394,0.001080849,5.00E-06
5395,0.001099912,5.04E-06
5396,0.001123795,5.09E-06
5397,0.001152448,5.15E-06
5398,0.00118581,5.22E-06
5399,0.001223812,5.29E-06
5400,0.001266378,5.37E-06
5401,0.001313424,5.46E-06
5402,0.001364861,5.56E-06
5403,0.001420589,5.67E-06
5404,0.001480507,5.79E-06
5405,0.001544503,5.92E-06
